subcategory,rank,year,name,affiliation,title
Visual Storytelling,Nominee,2013,Wylie Dufresne,Gilt Taste,"The Art of Plating: Why Presentation May be Self-Defeating,; A Different Take on Mexican Mole,; Tire Tracks of Sauce"
Visual Storytelling,Nominee,2013,Alex Stupak,Gilt Taste,"The Art of Plating: Why Presentation May be Self-Defeating,; A Different Take on Mexican Mole,; Tire Tracks of Sauce"
Visual Storytelling,Nominee,2013,Sky Dylan-Robbins,"From Tumblr's ""Storyboard"" Series","Pizza That Never Sleeps (Even in a Hurricane),; Move Over, Cupcakes: The Religieuse Has Arrived,; Cooking Their Way Through Magazine History"
Food and Culture,Nominee,2013,Ryan D'Agostino,Esquire,The Esquire Community Cookbook
Food and Travel,Nominee,2013,Peter Jon Lindberg,Travel + Leisure,Hawaii's Next Wave
Health and Well-Being,Winner,2013,Rachael Moeller Gorman,EatingWell,Solving the Sugar Puzzle
"Cooking, Recipes, or Instruction",Winner,2013,Paul Kita,Men's Health,The Butcher Is Back!
Food and Culture,Nominee,2013,Oliver Bullough,Roads & Kingdoms,"Adjika: Sauce of Glory, Pride of Abkhazia"
Visual Storytelling,Nominee,2013,Nathan Rawlinson,Gilt Taste,"The Art of Plating: Why Presentation May be Self-Defeating,; A Different Take on Mexican Mole,; Tire Tracks of Sauce"
Humor,Winner,2013,Alice Laussade,Dallas Observer,The Cheap Bastard's Ultimate Guide to Eating like a Total Cheap Bastard in Dallas
Food-Related Columns,Nominee,2013,Michael Stern,Saveur,Routes: Surf and Turf
Humor,Nominee,2013,Michael Procopio,Food for the Thoughtless,KY Jelly is My New Jam
Craig Claiborne Distinguished Criticism Award,Nominee,2013,Patric Kuh,Los Angeles Magazine,"Whole Foods,; Shore Thing,; Power Station"
"Wine, Spirits, and Other Beverages",Winner,2013,Michael Steinberger,vanityfair.com,A Vintage Crime
Group Food Blog,Winner,2013,Dark Rye,darkrye.com,NA
"Cooking, Recipes, or Instruction",Winner,2013,Matthew Kadey,Men's Health,The Butcher Is Back!
Food and Travel,Nominee,2013,Matthew Goulding,Roads & Kingdoms,The Soul of a City
"Cooking, Recipes, or Instruction",Winner,2013,Matthew Goulding,Men's Health,The Butcher Is Back!
Health and Well-Being,Nominee,2013,Lou Schuler,Men's Health,Did Cavemen Have Abs?
Humor,Nominee,2013,Lisa Hanawalt,Lucky Peach,The Secret Lives of Chefs
Food Coverage in a General-Interest Publication,Nominee,2013,Lesley Suter,Los Angeles Magazine,NA
Food Coverage in a General-Interest Publication,Nominee,2013,Todd Kliman,Washingtonian,NA
Individual Food Blog,Nominee,2013,Alder Yarrow,Vinography,NA
Food-Related Columns,Winner,2013,Adam Sachs,Bon AppÃ©tit,"The Obsessivore: I'm Big On Japan,; Everyone's a Critic,; The Tradition Starts Here"
Food and Travel,Winner,2013,Adam Sachs,Travel + Leisure,The Best Little Eating Town in Europe
Personal Essay,Nominee,2013,Joy Manning,Table Matters,The Swedish Chef
Visual Storytelling,Nominee,2013,Jessica Bennett,"From Tumblr's ""Storyboard"" Series","Pizza That Never Sleeps (Even in a Hurricane),; Move Over, Cupcakes: The Religieuse Has Arrived,; Cooking Their Way Through Magazine History"
Personal Essay,Nominee,2013,Hua Hsu,Lucky Peach,Wokking the Suburbs
Group Food Blog,Nominee,2013,Eater National,eater.com,NA
"Cooking, Recipes, or Instruction",Nominee,2013,Every Day with Rachael Ray,Every Day with Rachael Ray,Pick Your Perfect Thanksgiving
M.F.K. Fisher Distinguished Writing Award,Nominee,2013,Richard Parks,Lucky Peach,Khmerican Food
Food and Culture,Nominee,2013,Editors of Esquire,Esquire,The Esquire Community Cookbook
"Wine, Spirits, and Other Beverages",Nominee,2013,Marisa Huff,La Cucina Italiana,The New Birra Italiana
Food-Related Columns,Nominee,2013,Celia Barbour,philipstown.info,"Mouths to Feed: Into the Woods,; Of Cabbages and Queens,; The Dirt on Christmas"
Publication of the Year Award,Winner,2013,Chop Chop Magazine,NA,NA
Profile,Nominee,2013,Brandon Chuang,Feast,An Evolution of Ideas
"Food Politics, Policy, and the Environment",Nominee,2013,Thomas Estabrook,OnEarth,Out to Lunch
Food-Related Columns,Nominee,2013,Jane Stern,Saveur,"Routes: Surf and Turf,; Hog Heaven,; Fair and Square"
Visual Storytelling,Nominee,2013,Michael Laiskonis,Gilt Taste,"The Art of Plating: Why Presentation May be Self-Defeating,; A Different Take on Mexican Mole,; Tire Tracks of Sauce"
Food Coverage in a General-Interest Publication,Nominee,2013,Real Simple,NA,NA
Food Coverage in a Food-Focused Publication,Winner,2012,James Oseland,Saveur,NA
Food-Related Columns,Winner,2012,Lettie Teague,The Wall Street Journal,"Drink, Memory: How to Remember that Wine,; In Praise of the One-Cabernet Lunch,; May I Recommend: Lessons of Great Sommeliers"
Food Coverage in a General-Interest Publication,Nominee,2012,Kendra Nordin,The Christian Science Monitor,The Big Stir
Publication of the Year Award,Winner,2012,Merrill Stubbs,NA,NA
Visual Storytelling,Winner,2012,Landon Nordeman,Saveur,"Soul of Sicily,; BBQ Nation,; Heart of the Valley"
Craig Claiborne Distinguished Criticism Award,Winner,2012,Alan Richman,GQ,"The Very Tasty Liberation of Paris,; I Heart SF,; Diner for Schmucks"
Profile,Winner,2012,Susan Choi,Food & Wine,The Spice Wizardry of Lior Lev Sercarz
Health and Well-Being,Winner,2012,Maureen O'Hagan,The Seattle Times,Feeling the Weight: The Emotional Battle to Control Kids' Diet
Publication of the Year Award,Winner,2012,Darra Goldstein,NA,NA
Group Food Blog,Winner,2012,Maria Godoy,The Salt: NPR's Food Blog,NA
Food Coverage in a General-Interest Publication,Nominee,2012,Rob Patronite,New York,"Taxonomy: A Falafel in Every Pita,; Butternut's Just the Beginning,; The Greatest Thing Since..."
Food Culture and Travel,Winner,2012,Fuchsia Dunlop,The Financial Times,Global Menu: Kicking Up a Stink
"Environment, Food Politics, and Policy",Winner,2012,Ben Paynter,Fast Company,The Sweet Science
Publication of the Year Award,Winner,2012,Amanda Hesser,NA,NA
Visual Storytelling,Nominee,2012,Michael Harlan Turkell,Edible Manhattan,"Back of the House: Keens,; Savoy,; Craft"
Visual Storytelling,Nominee,2012,Alex Grossman,Bon Appetit,"The Fantastic Mr. and Mrs. Henderson,; The Michelin Garden,; Faviken Rising"
Food Coverage in a Food-Focused Publication,Nominee,2012,Adam Rapoport,Bon Appetit,NA
Humor,Winner,2012,Brett Martin,GQ,The Hangover Part III
"Cooking, Recipes, or Instruction",Winner,2012,Anna Thomas,EatingWell,The Soup for Life
Food Coverage in a Food-Focused Publication,Nominee,2012,Jennifer Pelka,Gilt Taste,NA
Food Coverage in a General-Interest Publication,Nominee,2012,Robin Raisfeld,New York,"Taxonomy: A Falafel in Every Pita,; Butternut's Just the Beginning,; The Greatest Thing Since..."
Craig Claiborne Distinguished Criticism Award,Nominee,2012,Jonathan Gold,LA Weekly,"Red Medicine,; Yoon Moves Beyond Burgers,; Back to Yu"
Personal Essay,Nominee,2012,Anna Stoessinger,The New York Times,I Won't Have the Stomach for This
Craig Claiborne Distinguished Criticism Award,Nominee,2012,Alison A. Cook,Houston Chronicle,"Melange Creperie Cart Is an Only-in-Houston Treasure,; Ava Kitchen & Whiskey Bar,; Pondicheri"
"Cooking, Recipes, or Instruction",Nominee,2012,Kate Heddings,Food & Wine,Art of Summer Cooking: Best Recipes & Style
Food Coverage in a General-Interest Publication,Winner,2012,Lesley Suter,Los Angeles,"Chinese Food in L.A.,; It's Time for Breakfast in L.A.,; Food Lovers Guide"
"Cooking, Recipes, or Instruction",Nominee,2012,Mary Allen Perry,Southern Living,"Collection of Best Southern Recipes, 2011: Nuts about Pecans,; The Ultimate Southern Thanksgiving Cookbook,; 12 Ways to Show Your Holiday Hospitality"
Profile,Nominee,2012,Adam Sachs,Bon Appetit,Faviken Rising
Humor,Nominee,2012,Christopher Boffoli,cjboffoli.500px.com/disparity,Disparity
Humor,Nominee,2012,Ann Hodgman,EatingWell,The E-mail Home
"Wine, Spirits, and Other Beverages",Winner,2012,Sarah Karnasiewicz,Imbibe,Fizzy Business
Individual Food Blog,Nominee,2012,Gwen Pratesi,"The Hot Brown at The Brown Hotel in Louisville, Kentucky,; Meeting the Master Distiller at Woodford Reserve and Bourbon Sweet Potato Biscuits",NA
Individual Food Blog,Winner,2012,Elissa Altman,Poormansfeast.com,Craving the Food of Depravity
Group Food Blog,Nominee,2012,Tanya Wenman Steel,The Epi-Log,NA
Personal Essay,Winner,2012,Cal Fussman,Esquire,"Drinking at 1,300 Ft: A 9/11 Story About Wine and Wisdom"
Food Related Columns,Nominee,2012,Kevin Pang,Chicago Tribune,"Hole in My Heart,; Supper Club Culture,; So Sue Me"
Group Food Blog,Nominee,2012,Peter Hobbs,Nona Brooklyn - What's Good Today?,NA
M.F.K. Fisher Distinguished Writing Award,Nominee,2012,Todd Kliman,Lucky Peach,The Problem of Authenticity
Health and Well-Being,Nominee,2012,Janet Rausa Fuller,Chicago Sun-Times,Starting from Scratch
Food Culture and Travel,Nominee,2012,Jason Sheehan,Gilt Taste,The Birth of the Atomic Cheeseburger
Food Culture and Travel,Nominee,2012,Lauren Collins,Food & Wine,Lyon Tamer
Food-Related Columns,Nominee,2012,Josh Ozersky,Time.com,"The Tyranny of Meals,; Why the Demise of Friendly's Is Bad for America,; A Good Mozzarella Is Hard to Find"
Profile,Nominee,2012,Emily Kaiser Thelin,San Francisco,Cornering the Market
M.F.K. Fisher Distinguished Writing Award,Nominee,2012,Tamar Adler,Gilt Taste,Sibling Rivalry at the Stove
M.F.K. Fisher Distinguished Writing Award,Winner,2012,John T. Edge,Saveur,BBQ Nation
Individual Food Blog,Nominee,2012,Arantzazu Goyoaga,Cannelle et Vanille,"What We Crave on a Rainy Day,; There Is Always Chocolate in the Summer,; The Day we Went Fishing"
"Cooking, Recipes, or Instruction",Nominee,2012,Mary Allen Perry,Southern Living,"Collection of Best Southern Recipes, 2011: Nuts about Pecans,; The Ultimate Southern Thanksgiving Cookbook,; 12 Ways to Show Your Holiday Hospitality"
"Cooking, Recipes, or Instruction",Nominee,2012,Kate Heddings,Food & Wine,Art of Summer Cooking: Best Recipes & Style
Food Coverage in a General-Interest Publication,Winner,2012,Lesley Suter,Los Angeles,"Chinese Food in L.A.,; It's Time for Breakfast in L.A.,; Food Lovers Guide"
"Wine, Spirits, and Other Beverages",Winner,2012,Sarah Karnasiewicz,Imbibe,Fizzy Business
Individual Food Blog,Winner,2012,Elissa Altman,Poormansfeast.com,Craving the Food of Depravity
Personal Essay,Winner,2012,Cal Fussman,Esquire,"Drinking at 1,300 Ft: A 9/11 Story About Wine and Wisdom"
"Cooking, Recipes, or Instruction",Nominee,2011,Lonnee Hamilton,Saveur,"A Thing of Beauty,; The Beauty of Nori,; Green Goddess"
"Cooking, Recipes, or Instruction",Nominee,2011,Harris Salat,Saveur,"A Thing of Beauty,; The Beauty of Nori,; Green Goddess"
Food-Related Columns and Commentary,Winner,2011,Tim Carman,Washington City Paper,"Ignore the Pizza Police,; Supply and Da Men,; Schmeer Campaign"
Craig Claiborne Distinguished Criticism Award,Nominee,2011,Adam Platt,New York,"Locavorism Grows Up,; Pizza a la McNally,; Chang Heads North"
M.F.K. Fisher Distinguished Writing Award,Winner,2011,Jonathan Gold,LA Weekly,A Movable Beast
Food Culture and Travel,Nominee,2011,Matt Gross,Saveur,"Taipei, Family Style"
"Environment, Food Politics, and Policy",Nominee,2011,Monica Eng,Chicago Tribune,CPS Won't Let Kids Eat Their Vegetables
"Cooking, Recipes, or Instruction",Nominee,2011,Sara Dickerman,Saveur,"A Thing of Beauty,; The Beauty of Nori,; Green Goddess"
"Cooking, Recipes, or Instruction",Nominee,2011,Cassy Vires,Feast Magazine,"The Cheat: Duck Confit,; Turducken,; Holiday Leftovers"
Group Food Blog,Nominee,2011,Hanna Raskin,City of Ate,NA
Food Section of a General Interest Publication,Nominee,2011,Joe Yonan,The Washington Post,NA
Food Section of a General Interest Publication,Winner,2011,Jon Bonné,The San Francisco Chronicle,NA
Food Section of a General Interest Publication,Winner,2011,Miriam Morgan,The San Francisco Chronicle,NA
Food Culture and Travel,Winner,2011,Francine Maroukian,Garden & Gun,The Southerner's Guide to Oysters
Food-Related Feature,Winner,2011,Frances Berwick,Saveur,Fruit of the Future
Multimedia Food Feature,Winner,2011,Julia Thiel,The Chicago Reader,"Key Ingredient: Kluwak Kupas,; Chinese Black Beans,; Geraniums"
Wine & Spirits,Nominee,2011,Alan Richman,GQ,The Second Bottle
Wine & Spirits,Nominee,2011,Jon Bonné,Saveur,The New California Wine
Profile,Nominee,2011,Brian Halweil,Edible Manhattan,"Joan Gussow, Teacher of Teachers"
Group Food Blog,Winner,2011,Alan Sytsma,Grub Street New York,NA
Personal Essay,Nominee,2011,Daniel Duane,Food & Wine,How to Become and Intuitive Cook
Personal Essay,Nominee,2011,Rick Bragg,Gourmet Live,The Guiltless Pleasure
Group Food Blog,Winner,2011,Jenny Miller,Grub Street New York,NA
Food-Related Feature,Nominee,2011,Corby Kummer,Theatlantic.com,The Great Grocery Smackdown
Profile,Winner,2011,Benjamin Wallace,New York,The Restaurant Auter
"Cooking, Recipes, or Instruction",Winner,2011,Amy Thielen,Minneapolis Star Tribune,"A Good Catch,; Low-Tech Wonder,; From the Bean Batch: Plenty"
Multimedia Food Feature,Nominee,2011,Andrew Zimmern,Msn.com,Appetite for Life
Group Food Blog,Winner,2011,Daniel Maurer,Grub Street New York,NA
Personal Essay,Winner,2011,Tom Junod,Esquire,My Mom Couldn't Cook
Food Culture and Travel,Winner,2011,Rick Bragg,Garden & Gun,The Southerner's Guide to Oysters
Humor,Winner,2011,Ruth Bourdain,Twitter.com/RuthBourdain,NA
Food-Related Feature,Nominee,2011,Jonathan Gold,LA Weekly,99 Things to Eat in L.A. Before You Die
Food-Related Columns and Commentary,Nominee,2011,Lettie Teague,The Wall Street Journal,"Why I Hate Ordering Wine by the Glass,; Are the Wines in First Class Truly First-Rate?,; Wines that Pack a Little Extra Kick"
Multimedia Food Feature,Nominee,2011,Katharine Shilcutt,Houston Press,Designer Meats
Food-Related Columns and Commentary,Nominee,2011,Tom Philpott,Grist.org,"Time for the Public to Reinvest in Food-System Infrastructure,; How the Agrichemical Industry Turns Failure into Market Opportunity,; The History of Urban Agriculture Should Inspire Its Future"
Publication of the Year Award,Winner,2011,Edible Communities,NA,NA
Health and Nutrition,Winner,2011,Rachael Moeller Gorman,EatingWell,Captain of the Happier Meal
"Environment, Food Politics, and Policy",Winner,2011,Carl Safina,EatingWell,Sea Change
Wine & Spirits,Winner,2011,Jon Fine,Food & Wine,Natural Wine: Weird or Wonderful?
Food Section of a General Interest Publication,Nominee,2011,GQ Magazine,GQ,NA
Food Culture and Travel,Winner,2011,Robb Walsh,Garden & Gun,The Southerner's Guide to Oysters
Multimedia Food Feature,Winner,2011,Michael Gebert,The Chicago Reader,"Key Ingredient: Kluwak Kupas,; Chinese Black Beans,; Geraniums"
Craig Claiborne Distinguished Criticism Award,Winner,2011,Patric Kuh,Los Angeles,"Animal Magnetism,; Making Their Move,; Time for a Redo?"
Profile,Nominee,2011,Thomas Estabrook,The New York Times Magazine,The Catch
Craig Claiborne Distinguished Criticism Award,Nominee,2011,Dara A Moskowitz Grumdahl,Minnesota Monthly,"The Kids Are All Right,; Island Adventure,; Heart Warming"
Food Culture and Travel,Nominee,2011,Bill Addison,Atlanta Magazine,BBQ 2010
M.F.K. Fisher Distinguished Writing Award,Nominee,2011,Colman Andrews,Departures,Everything Comes from the Sea
"Environment, Food Politics, and Policy",Nominee,2011,Thomas Estabrook,Gastronomica,A Tale of Two Diaries
M.F.K. Fisher Distinguished Writing Award,Nominee,2011,Patric Kuh,Saveur,Nights on the Town
Individual Food Blog,Winner,2011,Thomas Estabrook,Politics of the Plate,NA
Individual Food Blog,Nominee,2011,Kian Lam Kho,Red Cook,NA
Individual Food Blog,Nominee,2011,Elissa Altman,Poor Man's Feast,NA
Group Food Blog,Nominee,2011,Tanya Wenman Steel,The Epi-Log,NA
Humor,Nominee,2011,Alice Laussade,Dallas Observer,"OK, Who Put Food in My Beer?"
Humor,Nominee,2011,Rosecrans Baldwin,Slate.com,Popcorn: Cinema's Worst Enemy
Health and Nutrition,Nominee,2011,Peter Jaret,Runner's World,Pasta Perfect
Health and Nutrition,Nominee,2011,Joe J Fassler,Theatlantic.com,"In Iowa Egg Country: Stench, Suspicion, and Fear,; Before Iowa's Tainted Eggs, There was Maine,; Timeline of Shame: Decades of DeCoster Egg Factory Violations"
Food Blog,Winner,2010,Ed Levine,NA,NA
Newspaper Feature Writing,Winner,2010,Cliff Doerksen,Chicago Reader,The Real American Pie
Multimedia Food Feature,Winner,2010,Kevin Pang,ChicagoTribune.com,The Cheeseburger Show
Craig Claiborne Distinguished Criticism Award,Nominee,2010,Jason Sheehan,Westword,"White on White,; Wonderland,; Mourning"
"Reporting on Health, Environment or Nutrition",Winner,2010,Rowan Jacobsen,EatingWell,... Or Not to Bee
Newspaper Feature Writing About Restaurants and/or Chefs,Winner,2010,Jared Jacang Maher,Westword,A Hunger to Help
Magazine Feature Writing with Recipes,Winner,2010,Francine Maroukian,Esquire,How Men Eat
Newspaper Food Section,Winner,2010,Joe Yonan,The Washington Post,NA
Food Related Columns,Winner,2010,Rachel Wharton,Edible Brooklyn,"Column: Back of the House: Egg,; Roberta's.; Franny's and Bklyn Larder"
"Website focusing on Food, Restaurants, Beverage, or Nutrition",Winner,2010,Jane Goldman,Chow.com,NA
Magazine Feature Writing with Recipes,Winner,2010,Editors of Esquire,Esquire,How Men Eat
Craig Claiborne Distinguished Criticism Award,Nominee,2010,Patric Kuh,Los Angeles,"Border Crossing,; Peru Calling,; The Classic"
Newspaper Feature Writing,Nominee,2010,Mike Sula,The Chicago Reader,The Charcuterie Underground
"Writing on Sprits, Wine, or Beer",Nominee,2010,Jonathan Gold,LA Weekly,The New Cocktailians
"Reporting on Health, Environment or Nutrition",Nominee,2010,Daniel Engber,Slate,Throwing Out the Wheat
Newspaper Food Section,Nominee,2010,Sheryl Julian,The Boston Globe,NA
Newspaper Feature Writing,Nominee,2010,Sarah DiGregorio,The Village Voice,Liver and Let Liver
Newspaper Feature Writing About Restaurants and/or Chefs,Nominee,2010,Kevin Pang,Chicago Tribune,Plan D
Multimedia Food Feature,Nominee,2010,Jonathan Proville,Starchefs.com,"The Art and Economics of Charcuterie, Parts 2, 3, 4"
Multimedia Food Feature,Nominee,2010,Amanda McDougall,Starchefs.com,"The Art and Economics of Charcuterie, Parts 2, 3, 4"
Magazine Feature Writing without Recipes,Nominee,2010,Raffi Khatchadourian,The New Yorker,The Taste Makers
Magazine Feature Writing with Recipes,Nominee,2010,Matthew Goulding,Men's Health,The Beauty of the Beast
