year,title,series,anthology,format,number,novelization,setting,stardate_start,stardate_end,detailed_date,section,primary_entry_year,footnote
2293,Shadows on the Sun,TOS,NA,book,NA,FALSE,primary,9582.1,9587.2,NA,"Books One, Three; 2253-[Book 2, McCoy backstory]",NA,184
2293,Star Trek: Generations,TNG,NA,book,NA,TRUE,secondary,NA,NA,NA,Ch 1,2371,NA
2293,The Last Roundup,TOS,NA,book,NA,FALSE,primary,NA,NA,NA,late 2293-[Epilogue],NA,NA
2293,The Ashes of Eden,ST,NA,book,NA,FALSE,primary,NA,NA,NA,"2371-[Prologue, Epilogue]; 2262-[Ch 35, Carol Marcus flashback]",NA,185
2293,The Fearful Summons,TOS,NA,book,74,FALSE,primary,9621.8,9625.1,NA,NA,NA,186
2293,The Captain's Table 1: War Dragons,TOS,NA,book,NA,FALSE,primary,NA,NA,NA,"Ch 1 Section 1, 2 Section 1, 17 Section 1; 2265-[Ch 1 Section 2, 3, 5, 7, 9, 11, 13, 15]; 2290-[Ch 2 Section 2, 4, 6, 8, 10, 12, 14, 16]",NA,NA
2293,Federation,NA,NA,book,NA,FALSE,secondary,9910.1,NA,NA,"Prologue, Epilogue",2366,187
2293,The Last Roundup,TOS,NA,book,NA,FALSE,primary,NA,NA,NA,Epilogue,NA,NA
2293,The Lights in the Sky,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,188
2293,Star Trek: Generations,TNG,NA,book,NA,TRUE,secondary,9715.5,NA,NA,Ch 2-5,2371,189
2293,One of Forty-Seven,TNG,SNW,book,NA,FALSE,primary,NA,NA,NA,NA,NA,190
2293,Engines of Destiny,ST,NA,book,NA,FALSE,primary,NA,NA,NA,"Ch 1, 8-28 (SEE PRIMARY ENTRY IN 2370)",NA,191
2293,The First Law of Metaphysics,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,192
2293,Obligations Discharged,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2294,The Sundered,TLE,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 25,2298,NA
2294,The Captain's Daughter,TOS,NA,book,76,FALSE,primary,NA,NA,NA,"Ch 1-4, 13-14, 22-32; 2271-[Ch 5-12]; 2278-[Ch 15-17]; 2284-[Ch 18-19]; 2285-[Ch 20-21]",NA,NA
2294,Engines of Destiny,ST,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 2,2370,NA
2294,Transformations,ST,NA,book,NA,FALSE,secondary,9619.9,9622.4,NA,Sulu backstory,2314,NA
2294,Relics,TNG,NA,book,NA,TRUE,secondary,NA,NA,NA,Prologue,2369,NA
2295,The Sundered,TLE,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 26,2298,NA
2296,Vulcan's Forge,ST,NA,book,NA,FALSE,primary,9814.3,9835.7,NA,"Ch 1-2, 4-5, 7-8, 10, 12, 14, 16, 18, 20, 22, 24-29; 2247-[Ch 3, 6, 9, 11, 13, 15, 17, 19, 21, 23]",NA,193
2296,Shakedown,ST,EL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,194
2297,Guardians,ST,SNW,story,NA,FALSE,secondary,NA,NA,49970 years ago,NA,52267,NA
2298,The Sundered,TLE,NA,book,NA,FALSE,primary,NA,NA,NA,"Ch 1-5, 9-11, 14-16, 21-23, 27-35; May 1, 2053-[Ch 6]; 2058-[Ch 7-8]; April 5, 2063-[Ch 12]; August 9, 2155-[Ch 13]; 2169-[Ch 18]; 2204-[Ch 19]; 2265-[Ch 20]; 2266-[Ch 17]; 2268-[Ch 24]; 2294-[Ch 25]; 2295-[Ch 26]",NA,NA
2298,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 14 Section 4,2374,195
2301,The Hero of My Own Life,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,196
2304,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 14 Section 5,2374,NA
2304,Immortal Coil,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,"Seventy Years Ago, Parts One-Three",2374,NA
2310,Iron and Sacrifice,NA,CT,story,NA,FALSE,secondary,NA,NA,NA,"Section 8, 12-13, 16-18",2317,NA
2311,Serpents Among the Ruins,TLE,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2314,{STARDATE 11611.8 to 11618.2},NA,NA,book,NA,FALSE,primary,11611.8,11618.2,NA,NA,NA,NA
2314,Transformations,ST,NA,book,NA,FALSE,primary,NA,NA,NA,2294-[Sulu backstory],NA,NA
2314,Mind Meld,TOS,NA,book,82,FALSE,secondary,NA,NA,NA,Ch 16,2293,NA
2315,Iron and Sacrifice,NA,CT,story,NA,FALSE,secondary,NA,NA,NA,"Section 2, 4-5, 7, 9-11, 14-15, 19-21",2317,NA
2316,Uninvited Admirals,VOY,SNW,story,NA,FALSE,secondary,NA,NA,NA,first flashback,2376,NA
2317,Iron and Sacrifice,NA,CT,story,NA,FALSE,primary,NA,NA,NA,"Section 1, 3, 6, 22; 2315-[ Section 2, 4-5, 7, 9-11, 14-15, 19-21]; 2310-[ Section 8, 12-13, 16-18]",NA,NA
2319,Solace in Bloom,TNG,SNW,story,NA,FALSE,secondary,NA,NA,NA,Section 1,2375,NA
2320,Burning Dreams,TOS,NA,book,NA,FALSE,primary,NA,NA,NA,"Prologue, Ch 10 Section 1, 4, 6-7, 19 Section 10, Epilogue; 2228-[Ch 2, 3 Section 5-6]; 2229-[Ch 3 Section 7, 4 Section 1-7]; 2230-[Ch 4 Section 8, 5 Section 2-10]; 2231-[Ch 6 Section 6-7, 7 Section 1-5, 7-8, 12, 8 Section 1-2, 4-7]; 2236-[Ch 9, 15 Section 6-9]; 2246-[Ch 11-12, 13 Section 1-2, 4, 10 Section 8, 12 Section 5-8]; 2254-[Ch 15 Section 10-12, 7 Section 10, 15 Section 13, 10 Section 2, 15 Section 1-5]; 2256-[Ch 16 Section 2]; 2260-[Ch 16 Section 4-11, 10 Section 5, 16 Section 1, 3, 17 Section 2-9, 11-12, 14, 18 Section 1-11, 13, 19 Section 1-6]; 2261-[Ch 17 Section 1, 10, 13, 18 Section 12, 19 Section 7-9]; 2262-[Ch 20 Section 1]; 2266-[Ch 20 Section 2-7, 21 Section 1-3]; 2267-[Ch 1 Section 1-2, 10 Section 3, 21 Section 4-10, 1 Section 3-6, 3 Section 1-4, 5 Section 1, 6 Section 1-5, 7 Section 6, 9, 11, 8 Section 3, 13 Section 3, 9, 14]",NA,NA
2321,Solace in Bloom,TNG,SNW,story,NA,FALSE,secondary,NA,NA,NA,Section 3,2375,NA
2322,Starfleet Academy: Starfall,TNG,YA,book,8,FALSE,primary,NA,NA,NA,NA,NA,197
2323,Starfleet Academy: Nova Command,TNG,YA,book,9,FALSE,primary,NA,NA,NA,NA,NA,198
2324,An Easy Fast,NA,CT,story,NA,FALSE,secondary,NA,NA,NA,Section 2,2373,NA
2326,Vendetta,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 1,2367,NA
2327,Enter the Wolves,TOS,NA,book,NA,FALSE,primary,14089.9,NA,NA,NA,NA,NA
2327,An Easy Fast,NA,CT,story,NA,FALSE,secondary,NA,NA,NA,"Section 4, 6",2373,NA
2328,The Human Factor,TNG,SNW,story,NA,FALSE,secondary,NA,NA,NA,Ian Troi section,2375,NA
2328,The Art of the Impossible,TLE,NA,book,NA,FALSE,primary,NA,NA,NA,Ch 1-14; 2333-[Ch 15]; 2334-[Ch 16-18]; 2343-[Ch 19-26]; 2344-[Ch 27-29]; 2346-[Ch 30-40],NA,NA
2329,Vulcan's Heart,ST,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 1,2344,NA
2329,Uninvited Admirals,VOY,SNW,story,NA,FALSE,secondary,NA,NA,NA,second flashback,2376,NA
2330,Solace in Bloom,TNG,SNW,story,NA,FALSE,secondary,NA,NA,NA,Section 5,2375,NA
2332,Hour of Fire,ST,EL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,199
2333,An Easy Fast,NA,CT,story,NA,FALSE,secondary,NA,NA,NA,"Section 8, 10",2373,NA
2333,The Valiant,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,"Book 2; December 30, 2069-[Book 1]; 2070-[Book 3]",NA,NA
2333,Gauntlet,SGZ,NA,book,1,FALSE,primary,NA,NA,NA,NA,NA,NA
2333,Progenitor,SGZ,NA,book,2,FALSE,primary,NA,NA,NA,NA,NA,200
2333,Three,SGZ,NA,book,3,FALSE,primary,NA,NA,NA,NA,NA,NA
2333,The Art of the Impossible,TLE,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 15,2328,NA
2333,Oblivion,SGZ,NA,book,4,FALSE,primary,NA,NA,NA,NA,NA,NA
2333,"Together Again, for the First Time",TNG,SNW,book,NA,FALSE,primary,NA,NA,NA,NA,NA,201
2333,Enigma,SGZ,NA,book,5,FALSE,primary,NA,NA,NA,NA,NA,NA
2333,Maker,SGZ,NA,book,6,FALSE,primary,NA,NA,NA,NA,NA,NA
2334,The Art of the Impossible,TLE,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 16-18,2328,NA
2336,Well of Souls,TLE,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2338,Starfleet Academy: Mystery of the Missing Crew,TNG,YA,book,6,FALSE,secondary,NA,NA,NA,Prologue,2341,NA
2339,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 14 Section 6,2374,NA
2339,Death in Winter,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,Arvada 3,2379,NA
2339,Wildfire Book 2,SCE,NA,book,24,FALSE,secondary,NA,NA,NA,Ch 8 Section 2,2376,NA
2339,Mosaic,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 2,2372,NA
2341,Wildfire Book 2,SCE,NA,book,24,FALSE,secondary,NA,NA,NA,Ch 8 Section 4,2376,NA
2341,Starfleet Academy: Mystery of the Missing Crew,TNG,YA,book,6,FALSE,primary,NA,NA,NA,2338-[Prologue],NA,202
2341,Starfleet Academy: Secret of the Lizard People,TNG,YA,book,7,FALSE,primary,NA,NA,NA,NA,NA,203
2341,Starfleet Academy: Deceptions,TNG,YA,book,14,FALSE,primary,NA,NA,NA,NA,NA,204
2342,Starfleet Academy: Loyalties,TNG,YA,book,10,FALSE,primary,NA,NA,NA,NA,NA,205
2343,Rebels: The Conquered,DS9,NA,book,24,FALSE,secondary,NA,NA,NA,Prologue,2373,NA
2343,Rebels: The Courageous,DS9,NA,book,25,FALSE,secondary,NA,NA,NA,"Ch 1, 6-8, 12 Section 1",2373,NA
2343,Rebels: The Liberated,DS9,NA,book,26,FALSE,secondary,NA,NA,NA,"Ch 4 Section 3, 9 Section 1, 12 Section 2, 15 Section 1",2373,NA
2343,The Shoulders of Giants,ST,SNW,story,NA,FALSE,secondary,NA,NA,NA,Two: Rayvis,2465,NA
2343,The Art of the Impossible,TLE,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 19-26,2328,NA
2344,An Easy Fast,NA,CT,story,NA,FALSE,secondary,NA,NA,NA,"Section 12, 14",2373,NA
2344,{STARDATE 21012.1-21203.6},NA,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2344,Vulcan's Heart,ST,NA,book,NA,FALSE,primary,NA,NA,NA,Ch 2-38; 2329-[Ch 1],NA,NA
2344,The Fourth Toast,TNG,SNW,story,NA,FALSE,secondary,NA,NA,NA,"Section 2, 4-5, 10",2368,206
2344,The Art of the Impossible,TLE,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 27-29,2328,207
2344,Seduced,NA,CT,story,NA,FALSE,secondary,NA,NA,NA,Section 1-10,2378,NA
2344,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 2 Section 1-3,2374,208
2344,Seduced,NA,CT,story,NA,FALSE,secondary,NA,NA,NA,Section 11,2378,NA
2344,Mosaic,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 4,2372,NA
2345,Requiem,TNG,NA,book,32,FALSE,secondary,16175.4,NA,NA,Prologue,2369,NA
2345,"Alice, On the Edge of Night",NF,NL,book,NA,FALSE,secondary,NA,NA,Mid-August,"Section 6, ""Then""",2363,NA
2346,The Art of the Impossible,TLE,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 30-40,2328,NA
2346,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 2 Section 4-7,2374,NA
2347,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 2 Section 8,2374,NA
2347,Flash Point,TNG,SNW,story,NA,FALSE,secondary,NA,NA,NA,"""Flashback,"" refugee camp",2367,NA
2347,Mosaic,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 6,2372,NA
2348,Death in Winter,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,San Francisco,2379,NA
2348,Captain's Peril,ST,NA,book,NA,FALSE,secondary,NA,NA,NA,Prologue,2378,NA
2348,Wildfire Book 2,SCE,NA,book,24,FALSE,secondary,NA,NA,NA,Ch 8 Section 3,2376,NA
2348,Being Human,NF,NA,book,12,FALSE,secondary,NA,NA,NA,Then...,2376,NA
2348,The Captain's Table 5: Once Burned,NF,NA,book,NA,FALSE,secondary,NA,NA,NA,First Encounter,2374,209
2349,Mosaic,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 8,2372,NA
2349,Dark Allies,NF,NA,book,8,FALSE,secondary,NA,NA,NA,Twenty years earlier...,2376,NA
2349,Double Helix 6: The First Virtue,TNG,NA,book,56,FALSE,primary,NA,NA,NA,NA,NA,NA
2349,A Stitch in Time,DS9,NA,book,27,FALSE,secondary,NA,NA,NA,"Part One: Ch 2, 4, 6, 8, 10, 12-13, 15-16, 18-19",2376,NA
2349,The Red King,TTN,NA,book,2,FALSE,secondary,NA,NA,October 18,Ch 4,2380,NA
2349,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 14 Section 7-11,2374,NA
2350,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 4 Section 1, 2 Section 9",2374,NA
2351,Dark Matters: Cloak and Dagger,VOY,NA,book,19,FALSE,secondary,NA,NA,NA,"Ch 3 Section 1, 4 Section 2, 15 Section 2, 4, Epilogue",2376,NA
2351,Dark Matters: Ghost Dance,VOY,NA,book,20,FALSE,secondary,NA,NA,NA,"Ch 3, 6, 9, 13, 16, Epilogue",2376,NA
2351,Dark Matters: Shadow of Heaven,VOY,NA,book,21,FALSE,secondary,NA,NA,NA,"Ch 3, 6, 9, 12, 19 Section 1",2376,NA
2351,Wildfire Book 2,SCE,NA,book,24,FALSE,secondary,NA,NA,NA,Ch 8 Section 6,2376,NA
2352,A Stitch in Time,DS9,NA,book,27,FALSE,secondary,NA,NA,NA,"Part One: Ch 21, 23. Part Two: Ch 2, 4, 6, 8",2376,NA
2352,Lodni'PU' Vavpu' Je,NA,CT,book,NA,FALSE,secondary,NA,NA,NA,"first story, third story",2376,210
2352,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 10 Section 1,2374,NA
2352,Survivors,TNG,NA,book,4,FALSE,secondary,NA,NA,NA,Ch 1,2364,NA
2352,Reflections,NA,TLOD,story,NA,FALSE,secondary,NA,NA,NA,Section 2,2372,NA
2353,Day of Honor,VOY,NA,book,NA,TRUE,secondary,NA,NA,NA,Then: Nineteen years ago...,2374,211
2353,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 2 Section 10, 6 Section 1",2374,NA
2353,Mosaic,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 10, 12",2372,NA
2353,Final Entry,VOY,SNW,story,NA,FALSE,primary,NA,NA,June 17,"first entry; March 5, 2356-third entry; March 9, 2356-fourth entry; December 27, 2366-fifth entry; January 2, 2367-sixth entry; January 7, 2367-seventh entry; March 2, 2367-eighth entry; July 15, 2368-ninth entry; July 16, 2368-tenth entry; July 24, 2368-eleventh entry; July 29, 2368-twelfth entry; June 7, 2371-thirteenth entry; June 19, 2371-fourteenth entry; April 9, 2373-fifteenth entry; August 21, 2373-sixteenth entry; May 2, 2373-seventeenth entry; October 23, 2375-eighteenth entry; June 6, 2374-nineteenth entry; April 4, 2376-twentieth entry; September 29, 2377-twenty-first entry; September 30, 2377-twenty-second entry; February 17, 2378-final entry",NA,212
2353,Mosaic,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 14 Section 1,2372,NA
2353,A Ribbon for Rosie,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,213
2353,Double Time,NF,NA,book,NA,FALSE,secondary,NA,NA,NA,M'k'n'zy flashback,2374,NA
2353,House of Cards,NF,NA,book,1,FALSE,secondary,NA,NA,NA,Twenty years earlier: M'k'n'zy,2373,NA
2353,Starfleet Academy: Lifeline,VOY,YA,book,1,FALSE,primary,NA,NA,NA,NA,NA,214
2353,Starfleet Academy: Capture the Flag,TNG,YA,book,4,FALSE,primary,NA,NA,NA,NA,NA,215
2353,Starfleet Academy: The Chance Factor,VOY,YA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,216
2353,Starfleet Academy: Quarantine,VOY,YA,book,3,FALSE,primary,NA,NA,NA,NA,NA,217
2353,Starfleet Academy: Atlantis Station,TNG,YA,book,5,FALSE,primary,NA,NA,NA,NA,NA,218
2353,Starfleet Academy: Crossfire,TNG,YA,book,11,FALSE,primary,NA,NA,NA,NA,NA,219
2353,Double Helix 3: Red Sector,TNG,NA,book,53,FALSE,secondary,NA,NA,NA,Ch 1-6,2369,NA
2354,The Music Between the Notes,NA,TLOD,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2354,Maturation,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,Section 1-5; 2366-[ Section 6],NA,NA
2354,Final Entry,VOY,SNW,story,NA,FALSE,secondary,NA,NA,February 23,second entry,2353,220
2354,Starfleet Academy: The Haunted Starship,TNG,YA,book,13,FALSE,primary,NA,NA,NA,NA,NA,221
2354,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 4 Section 2,2374,NA
2354,Martyr,NF,NA,book,5,FALSE,secondary,NA,NA,NA,Nineteen years earlier...,2374,NA
2354,A Lady of Xenex,NF,NL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2354,{STARDATE 31345.3 to 31610.7},NA,NA,book,NA,FALSE,primary,31345.3,31610.7,NA,NA,NA,NA
2354,Lefler's Logs,NF,NL,book,NA,FALSE,primary,NA,NA,NA,first-eighth entries; 2355-[ninth entry]; 2356-[tenth entry]; 2358-[eleventh entry]; 2360-[twelfth entry]; 2361-[thirteenth entry]; 2363-[fourteenth-seventeenth entries]; 2364-[eighteenth entry],NA,NA
2354,Stone and Anvil,NF,NA,book,14,FALSE,secondary,NA,NA,NA,"""Then"": Ch 1-13",2376,NA
2354,Starfleet Academy: Breakaway,TNG,YA,book,12,FALSE,primary,NA,NA,NA,NA,NA,222
2355,The Human Factor,TNG,SNW,story,NA,FALSE,secondary,NA,NA,NA,Jack Crusher section,2375,223
2355,Home Fires,SCE,NA,book,25,FALSE,secondary,32318.5,NA,NA,Ch 4-9,2376,NA
2355,Deny Thy Father,TLE,NA,book,NA,FALSE,primary,NA,NA,June,Part One; February 2356-[Part Two]; March 2357-[Part Three],NA,NA
2355,Darkness,NA,CT,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2355,Mosaic,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 14 Section 2,2372,NA
2355,Lefler's Logs,NF,NL,book,NA,FALSE,secondary,32854.6,NA,NA,ninth entry,2354,NA
2356,Deny Thy Father,TLE,NA,book,NA,FALSE,secondary,NA,NA,February,Part Two,2355,NA
2356,Final Entry,VOY,SNW,story,NA,FALSE,secondary,NA,NA,March 5-9,"third, fourth entries",2353,224
2356,A Stitch in Time,DS9,NA,book,27,FALSE,secondary,NA,NA,NA,"Part Two: Ch 10, 12, 14",2376,NA
2356,Turning Point,NF,NL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2356,Lefler's Logs,NF,NL,book,NA,FALSE,secondary,33678.2,NA,NA,tenth entry,2354,NA
2356,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 6 Section 2, 10 Section 2-3",2374,225
2357,Deny Thy Father,TLE,NA,book,NA,FALSE,secondary,NA,NA,March,Part Three,2355,NA
2357,Mosaic,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 16,2372,NA
2357,Starfleet Academy: Worf's First Adventure,TNG,YA,book,1,FALSE,primary,NA,NA,NA,NA,NA,NA
2357,Starfleet Academy: Line of Fire,TNG,YA,book,2,FALSE,primary,NA,NA,NA,NA,NA,NA
2357,Starfleet Academy: Survival,TNG,YA,book,3,FALSE,primary,NA,NA,NA,NA,NA,226
2357,Survivors,TNG,NA,book,4,FALSE,secondary,NA,NA,NA,Ch 3,2364,NA
2357,Double Helix 3: Red Sector,TNG,NA,book,53,FALSE,secondary,NA,NA,NA,Ch 7-10,2369,NA
2358,Stone and Anvil,NF,NA,book,14,FALSE,secondary,NA,NA,NA,"""Then"": Ch 14-20",2376,NA
2358,Mosaic,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 18,2372,227
2358,Uninvited Admirals,VOY,SNW,story,NA,FALSE,secondary,NA,NA,NA,third flashback,2376,NA
2358,The Battle of Betazed,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 3 Section 3-4,2375,NA
2358,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 6 Section 3, 10 Section 4-5",2374,NA
2358,Lefler's Logs,NF,NL,book,NA,FALSE,secondary,35948.1,NA,NA,eleventh entry,2354,NA
2359,Mosaic,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 20,2372,NA
2359,Survivors,TNG,NA,book,4,FALSE,secondary,NA,NA,NA,Ch 5,2364,NA
2359,Imzadi,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 11-31,2368,NA
2360,Catalyst of Sorrows,TLE,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2360,Lefler's Logs,NF,NL,book,NA,FALSE,secondary,37592.4,NA,NA,twelfth entry,2354,NA
2360,A Stitch in Time,DS9,NA,book,27,FALSE,secondary,NA,NA,NA,Part Two: Ch 16,2376,NA
2361,Lefler's Logs,NF,NL,book,NA,FALSE,secondary,38548.3,NA,NA,thirteenth entry,2354,NA
2361,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 8 Section 1,2374,NA
2361,Waiting for G'doh,NF,NL,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2362,Revelations,NF,NL,story,NA,FALSE,primary,39022.5,NA,NA,NA,NA,NA
2362,Double Time,NF,NA,book,NA,FALSE,secondary,NA,NA,NA,Calhoun & Shelby flashback,2374,NA
2362,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 8 Section 2-4, 4 Section 3, 6 Section 4",2374,NA
2363,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,January 1,Ch 8 Section 5,2374,NA
2363,"Alice, On the Edge of Night",NF,NL,book,NA,FALSE,primary,NA,NA,May 24,"Section 3, ""Then: Memorial Day Weekend""",NA,NA
2363,House of Cards,NF,NA,book,1,FALSE,secondary,NA,NA,NA,Ten years earlier: Soleta,2373,NA
2363,Out of the Frying Pan,NF,NL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2363,"Alice, On the Edge of Night",NF,NL,book,NA,FALSE,primary,NA,NA,"August 27, 29","Section 7, 9",NA,NA
2363,Lefler's Logs,NF,NL,book,NA,FALSE,secondary,40777.4,NA,NA,fourteenth entry,2354,NA
2363,"Alice, On the Edge of Night",NF,NL,book,NA,FALSE,primary,NA,NA,September 2,"Section 1-2, 4-5, 8, 10-11; May 24, 2363-[ Section 3, ""Then: Memorial Day Weekend""]; mid-August 2345-[ Section 6, ""Then""]; August 27, 2363-[ Section 7, ""Tuesday""]; August 29, 2363-[ Section 9, ""Thursday""]; October 15, 2363-[ Section 12, ""Tuesday""]",NA,NA
2363,Lefler's Logs,NF,NL,book,NA,FALSE,secondary,NA,NA,NA,fifteenth-sixteenth entries,2354,NA
2363,"Alice, On the Edge of Night",NF,NL,book,NA,FALSE,primary,NA,NA,October 15,Section 12,NA,NA
2363,Lefler's Logs,NF,NL,book,NA,FALSE,secondary,40910.6,NA,NA,seventeenth entry,2354,NA
2364,Encounter At Farpoint,TNG,NA,book,NA,TRUE,primary,41150.7,41254.7,NA,2079-[Ch 3],NA,NA
2364,All Good Things...,TNG,NA,book,NA,TRUE,secondary,41148,41153.7,NA,NA,2370,228
2364,Imzadi,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 32,2368,229
2364,Q-Squared,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,Track A,2370,230
2364,Lefler's Logs,NF,NL,book,NA,FALSE,secondary,41153.7,NA,NA,eighteenth entry,2354,NA
2364,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 8 Section 6,2374,NA
2364,The Naked Now,TNG,NA,episode,NA,FALSE,primary,41209.2,41209.3,NA,NA,NA,NA
2364,{STARDATE 41211 to 41260.1},NA,NA,book,NA,FALSE,primary,41211,41260.1,NA,NA,NA,NA
2364,Double Helix 1: Infection,TNG,NA,book,51,FALSE,primary,NA,NA,NA,NA,NA,NA
2364,Code of Honor,TNG,NA,episode,NA,FALSE,primary,41235.25,41235.32,NA,NA,NA,NA
2364,Haven,TNG,NA,episode,NA,FALSE,primary,41294.5,41294.6,NA,NA,NA,NA
2364,Where No One Has Gone Before,TNG,NA,episode,NA,FALSE,primary,41263.1,41263.4,NA,NA,NA,NA
2364,Ghost Ship,TNG,NA,book,1,FALSE,primary,NA,NA,NA,Ch 2-13; 1995-[Ch 1],NA,NA
2364,The Last Outpost,TNG,NA,episode,NA,FALSE,primary,41368.4,41368.5,NA,NA,NA,NA
2364,Lonely Among Us,TNG,NA,episode,NA,FALSE,primary,41249.3,41249.4,NA,NA,NA,NA
2364,Justice,TNG,NA,episode,NA,FALSE,primary,41255.6,41255.9,NA,NA,NA,NA
2364,The Battle,TNG,NA,episode,NA,FALSE,primary,41723.9,NA,NA,NA,NA,NA
2364,Hide and Q,TNG,NA,episode,NA,FALSE,primary,41590.5,41591.4,NA,NA,NA,NA
2364,The Peacekeepers,TNG,NA,book,2,FALSE,primary,NA,NA,NA,NA,NA,231
2364,Too Short a Season,TNG,NA,episode,NA,FALSE,primary,41309.5,NA,NA,NA,NA,NA
2364,'Q'uandry,NF,NL,book,NA,FALSE,secondary,NA,NA,NA,Section 1,2369,232
2364,The Big Goodbye,TNG,NA,episode,NA,FALSE,primary,41997.7,NA,NA,NA,NA,NA
2364,Lodni'PU' Vavpu' Je,NA,CT,book,NA,FALSE,secondary,NA,NA,NA,second story,2376,NA
2364,Datalore,TNG,NA,episode,NA,FALSE,primary,41242.4,41292.5,NA,NA,NA,NA
2364,Angel One,TNG,NA,episode,NA,FALSE,primary,41636.9,NA,NA,NA,NA,NA
2364,Flash Point,TNG,SNW,story,NA,FALSE,secondary,NA,NA,NA,"""Flashthen,"" Garon 2",2367,NA
2364,A Stitch in Time,DS9,NA,book,27,FALSE,secondary,NA,NA,NA,"Part Two, Ch 18",2376,NA
2364,11001001,TNG,NA,episode,NA,FALSE,primary,41365.9,NA,NA,NA,NA,NA
2364,Home Soil,TNG,NA,episode,NA,FALSE,primary,41463.9,41484.8,NA,NA,NA,NA
