rank,position,hand,player,years,total_goals,status,yr_start,season,age,team,league,season_games,goals,assists,points,plus_minus,penalty_min,goals_even,goals_power_play,goals_short_handed,goals_game_winner,headshot
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1991-92,22,BUF,NHL,8,2,6,8,-1,4,2,0,0,0,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1991-92,22,NYI,NHL,69,38,49,87,8,16,25,13,0,6,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1992-93,23,NYI,NHL,83,58,74,132,-1,26,34,24,0,10,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1993-94,24,NYI,NHL,69,38,56,94,14,18,24,10,4,6,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1994-95,25,TOT,NHL,49,24,23,47,0,14,17,5,2,4,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1994-95,25,NYI,NHL,34,13,14,27,-12,10,8,3,2,2,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1994-95,25,MTL,NHL,15,11,9,20,12,4,9,2,0,2,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1995-96,26,MTL,NHL,80,38,58,96,19,44,20,17,1,6,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1996-97,27,TOT,NHL,78,26,59,85,8,14,21,5,0,7,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1996-97,27,MTL,NHL,9,1,10,11,4,2,1,0,0,0,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1996-97,27,STL,NHL,69,25,49,74,4,12,20,5,0,7,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1997-98,28,STL,NHL,60,22,46,68,13,24,16,6,0,4,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1998-99,29,STL,NHL,67,31,34,65,4,36,21,10,0,5,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,1999-00,30,STL,NHL,52,26,40,66,30,8,18,8,0,3,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,2000-01,31,STL,NHL,79,30,52,82,14,37,19,11,0,6,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,2001-02,32,DAL,NHL,66,15,32,47,-4,16,8,7,0,1,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,2002-03,33,DAL,NHL,65,12,30,42,4,18,9,3,0,5,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,2003-04,34,DAL,NHL,76,15,25,40,17,20,9,6,0,1,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,2005-06,36,COL,NHL,62,16,30,46,1,32,9,7,0,1,NA
39,NA,NA,Pierre Turgeon,1987-07,515,Retired,1987,2006-07,37,COL,NHL,17,4,3,7,-1,10,3,1,0,0,NA
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1988-89,19,CHI,NHL,20,9,9,18,4,4,7,2,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1989-90,20,CHI,NHL,78,26,40,66,2,54,20,6,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1990-91,21,CHI,NHL,79,41,53,94,38,80,22,15,4,10,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1991-92,22,CHI,NHL,80,53,50,103,23,98,28,22,3,13,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1992-93,23,CHI,NHL,84,50,57,107,15,86,25,22,3,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1993-94,24,CHI,NHL,84,46,61,107,21,125,17,24,5,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1994-95,25,CHI,NHL,33,10,24,34,5,14,5,5,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1995-96,26,CHI,NHL,66,32,35,67,9,109,16,12,4,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1996-97,27,PHX,NHL,72,29,40,69,-7,115,16,10,3,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1997-98,28,PHX,NHL,79,24,32,56,5,103,17,6,1,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1998-99,29,PHX,NHL,78,24,48,72,7,130,20,4,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,1999-00,30,PHX,NHL,75,34,44,78,11,102,25,6,3,12,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,2000-01,31,PHX,NHL,80,30,46,76,-1,114,17,13,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,2001-02,32,PHI,NHL,75,21,46,67,32,74,16,5,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,2002-03,33,PHI,NHL,79,27,32,59,20,75,18,8,1,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,2003-04,34,PHI,NHL,62,19,28,47,1,62,8,10,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,2005-06,36,LAK,NHL,58,9,13,22,-5,36,7,2,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,2006-07,37,PHX,NHL,70,11,17,28,-18,32,7,4,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,2007-08,38,SJS,NHL,69,14,19,33,-8,26,7,7,0,10,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
40,C,Right,Jeremy Roenick,1988-09,513,Retired,1988,2008-09,39,SJS,NHL,42,4,9,13,-1,24,3,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/roenije01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1970-71,20,BUF,NHL,78,38,34,72,-38,19,24,14,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1971-72,21,BUF,NHL,76,26,48,74,-41,24,15,11,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1972-73,22,BUF,NHL,78,28,60,88,11,10,20,8,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1973-74,23,BUF,NHL,55,18,33,51,-8,10,12,6,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1974-75,24,BUF,NHL,68,39,57,96,1,36,27,12,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1975-76,25,BUF,NHL,80,44,69,113,17,36,30,14,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1976-77,26,BUF,NHL,80,39,56,95,9,30,30,7,2,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1977-78,27,BUF,NHL,79,41,48,89,18,20,34,7,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1978-79,28,BUF,NHL,79,27,58,85,12,20,21,6,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1979-80,29,BUF,NHL,80,40,66,106,33,57,30,10,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1980-81,30,BUF,NHL,56,20,39,59,2,56,15,5,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1981-82,31,BUF,NHL,62,31,42,73,19,40,29,2,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1982-83,32,BUF,NHL,77,30,46,76,-9,34,20,8,2,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1983-84,33,BUF,NHL,73,31,59,90,19,32,21,8,2,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1984-85,34,BUF,NHL,78,30,53,83,8,42,19,10,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1985-86,35,BUF,NHL,72,21,39,60,-10,28,15,5,1,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
41,C,Left,Gilbert Perreault,1970-87,512,Retired,1970,1986-87,36,BUF,NHL,20,9,7,16,-2,6,8,1,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/perregi01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1950-51,19,MTL,NHL,2,1,1,2,NA,0,1,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1952-53,21,MTL,NHL,3,5,0,5,NA,0,4,1,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1953-54,22,MTL,NHL,44,13,21,34,NA,22,10,3,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1954-55,23,MTL,NHL,70,37,36,73,NA,58,23,14,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1955-56,24,MTL,NHL,70,47,41,88,NA,143,28,19,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1956-57,25,MTL,NHL,69,33,51,84,NA,105,21,12,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1957-58,26,MTL,NHL,55,27,32,59,NA,93,21,6,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1958-59,27,MTL,NHL,64,45,46,91,NA,69,32,13,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1959-60,28,MTL,NHL,60,34,40,74,20,57,22,12,0,10,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1960-61,29,MTL,NHL,69,32,58,90,10,57,19,13,0,11,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1961-62,30,MTL,NHL,43,18,23,41,10,36,10,8,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1962-63,31,MTL,NHL,69,18,49,67,5,68,9,9,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1963-64,32,MTL,NHL,68,28,50,78,9,42,15,13,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1964-65,33,MTL,NHL,58,20,23,43,-15,76,11,9,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1965-66,34,MTL,NHL,67,29,48,77,10,50,16,13,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1966-67,35,MTL,NHL,53,12,26,38,3,22,10,2,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1967-68,36,MTL,NHL,59,31,37,68,25,28,22,9,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1968-69,37,MTL,NHL,69,33,49,82,15,55,26,7,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1969-70,38,MTL,NHL,63,19,30,49,1,10,16,3,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
42,C,Left,Jean Beliveau,1950-71,507,Retired,1950,1970-71,39,MTL,NHL,70,25,51,76,24,42,18,7,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/belivje01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,1990-91,22,WSH,NHL,54,12,16,28,-10,47,8,4,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,1991-92,23,WSH,NHL,71,28,28,56,16,42,24,4,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,1992-93,24,WSH,NHL,83,37,48,85,8,70,27,10,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,1993-94,25,WSH,NHL,69,24,19,43,22,40,20,4,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,1994-95,26,WSH,NHL,47,34,9,43,9,24,16,12,6,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,1995-96,27,WSH,NHL,67,52,28,80,18,40,37,11,4,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,1996-97,28,WSH,NHL,77,46,31,77,7,72,32,10,4,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,1997-98,29,WSH,NHL,76,52,26,78,14,44,36,11,5,13,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,1998-99,30,WSH,NHL,66,31,24,55,-1,56,22,6,3,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,1999-00,31,WSH,NHL,62,21,17,38,5,30,13,5,3,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,2000-01,32,WSH,NHL,82,45,36,81,8,60,19,22,4,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,2001-02,33,WSH,NHL,77,39,31,70,-2,80,21,17,1,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,2002-03,34,WSH,NHL,76,30,26,56,-3,52,19,9,2,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,2003-04,35,TOT,NHL,77,26,23,49,-16,38,12,14,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,2003-04,35,WSH,NHL,54,21,14,35,-17,22,9,12,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,2003-04,35,OTT,NHL,23,5,9,14,1,16,3,2,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,2005-06,37,ATL,NHL,60,21,18,39,-3,40,13,8,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
43,RW,Left,Peter Bondra,1990-07,503,Retired,1990,2006-07,38,CHI,NHL,37,5,9,14,2,26,3,2,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/bondrpe01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1981-82,24,STL,NHL,45,25,34,59,11,4,15,10,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1982-83,25,STL,NHL,49,17,30,47,-7,6,12,5,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1983-84,26,STL,NHL,80,41,44,85,-9,19,28,13,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1984-85,27,STL,NHL,79,40,52,92,7,6,27,13,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1985-86,28,TOT,NHL,77,44,46,90,-1,21,26,18,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1985-86,28,STL,NHL,48,28,24,52,-3,10,19,9,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1985-86,28,CGY,NHL,29,16,22,38,2,11,11,5,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1986-87,29,CGY,NHL,79,47,40,87,19,14,32,15,0,12,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1987-88,30,CGY,NHL,80,40,44,84,28,30,28,12,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1988-89,31,CGY,NHL,79,51,59,110,51,16,37,13,1,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1989-90,32,CGY,NHL,78,36,33,69,6,24,25,8,3,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1990-91,33,PIT,NHL,47,17,22,39,9,6,9,8,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1991-92,34,PIT,NHL,77,42,45,87,12,30,28,14,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1992-93,35,PIT,NHL,72,33,37,70,19,14,21,9,3,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1993-94,36,PIT,NHL,84,38,32,70,9,41,30,6,2,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1994-95,37,PIT,NHL,45,16,21,37,15,6,9,5,2,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1995-96,38,BOS,NHL,37,8,7,15,-2,0,4,4,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
44,RW,Right,Joe Mullen,1981-97,502,Retired,1981,1996-97,39,PIT,NHL,54,7,15,22,0,4,6,1,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mullejo01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1973-74,20,TOR,NHL,70,14,16,30,2,43,12,2,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1974-75,21,TOR,NHL,64,17,27,44,6,86,14,2,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1975-76,22,TOR,NHL,75,37,56,93,24,70,26,6,5,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1976-77,23,TOR,NHL,80,46,44,90,12,77,26,16,4,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1977-78,24,TOR,NHL,74,47,40,87,35,54,36,11,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1978-79,25,TOR,NHL,79,43,42,85,11,32,27,16,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1979-80,26,TOT,NHL,81,40,35,75,-17,53,26,14,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1979-80,26,TOR,NHL,35,15,15,30,-2,10,9,6,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1979-80,26,CLR,NHL,46,25,20,45,-15,43,17,8,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1980-81,27,CLR,NHL,80,35,46,81,-28,56,24,11,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1981-82,28,TOT,NHL,71,40,42,82,19,57,29,10,1,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1981-82,28,CLR,NHL,16,6,9,15,-3,20,6,0,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1981-82,28,CGY,NHL,55,34,33,67,22,37,23,10,1,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1982-83,29,CGY,NHL,80,66,32,98,-1,90,49,17,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1983-84,30,CGY,NHL,65,33,33,66,-16,64,23,10,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1984-85,31,CGY,NHL,43,19,18,37,-4,36,10,9,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1985-86,32,CGY,NHL,80,28,43,71,-2,44,17,11,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1986-87,33,CGY,NHL,58,14,12,26,-3,54,10,4,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1987-88,34,CGY,NHL,60,10,13,23,2,57,10,0,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
45,RW,Right,Lanny McDonald,1973-89,500,Retired,1973,1988-89,35,CGY,NHL,51,11,7,18,-1,26,11,0,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/mcdonla01.jpg
