name,last_name,first_name,graduation_date,rank_at_graduation,class,graduated_from,pilot_type,military_hometown_of_record,state,aerial_victory_credits,number_of_aerial_victory_credits,reported_lost,reported_lost_date,reported_lost_location,web_profile
"Roach, John B.",Roach,John B.,1945-08-04T00:00:00Z,Flight Officer,TE-45-E,TAAF,Twin engine,Boston,MA,NA,0,NA,NA,NA,NA
"Robbins, Emory L., Jr.",Robbins,"Emory L., Jr.",1943-11-03T00:00:00Z,2nd Lt,SE-43-J,TAAF,Single engine,Chicago,IL,NA,0,NA,NA,NA,https://cafriseabove.org/emory-l-robbins-jr/
"Roberts, Frank E.",Roberts,Frank E.,1944-01-07T00:00:00Z,2nd Lt,SE-44-A,TAAF,Single engine,Boston,MA,NA,0,NA,NA,NA,NA
"Roberts, George S.",Roberts,George S.,1942-03-06T00:00:00Z,2nd Lt,SE-42-C,TAAF,Single engine,Fairmont,WV,NA,0,NA,NA,NA,https://cafriseabove.org/george-s-spanky-roberts/
"Roberts, Lawrence E.",Roberts,Lawrence E.,1944-12-28T00:00:00Z,2nd Lt,TE-44-J,TAAF,Twin engine,Vauxhall,NJ,NA,0,NA,NA,NA,https://cafriseabove.org/lawrence-edward-roberts-sr/
"Roberts, Leon C.",Roberts,Leon C.,1942-08-05T00:00:00Z,2nd Lt,SE-42-G,TAAF,Single engine,Prichard,AL,"Downed 1 Fw-190 on January 27, 1944",1,NA,NA,NA,https://cafriseabove.org/leon-c-roberts/
"Roberts, Leroy, Jr.",Roberts,"Leroy, Jr.",1944-05-23T00:00:00Z,2nd Lt,SE-44-E,TAAF,Single engine,Toccoa,GA,NA,0,NA,NA,NA,NA
"Roberts, Logan",Roberts,Logan,1945-08-04T00:00:00Z,Flight Officer,SE-45-E,TAAF,Single engine,Philadelphia,PA,NA,0,NA,NA,NA,NA
"Robinson, Carroll H.",Robinson,Carroll H.,1944-04-15T00:00:00Z,2nd Lt,SE-44-D,TAAF,Single engine,Atlanta,GA,NA,0,NA,NA,NA,NA
"Robinson, Curtis C.",Robinson,Curtis C.,1943-04-29T00:00:00Z,2nd Lt,SE-43-D,TAAF,Single engine,Orangeburg,SC,NA,0,NA,NA,NA,NA
"Robinson, Isaiah E., Jr.",Robinson,"Isaiah E., Jr.",1945-11-20T00:00:00Z,2nd Lt,TE-45-H,TAAF,Twin engine,Birmingham,AL,NA,0,NA,NA,NA,NA
"Robinson, Robert C., Jr.",Robinson,"Robert C., Jr.",1944-08-04T00:00:00Z,2nd Lt,SE-44-G,TAAF,Single engine,Asheville,NC,NA,0,NA,NA,NA,https://cafriseabove.org/robert-c-robinson-jr/
"Robinson, Robert L., Jr.",Robinson,"Robert L., Jr.",1945-06-27T00:00:00Z,2nd Lt,SE-45-D,TAAF,Single engine,Wilcoe,WV,NA,0,NA,NA,NA,NA
"Robinson, Spencer M.",Robinson,Spencer M.,1945-03-11T00:00:00Z,2nd Lt,SE-45-A,TAAF,Single engine,Monroe,NJ,NA,0,NA,NA,NA,NA
"Robinson, Theodore W.",Robinson,Theodore W.,1945-11-20T00:00:00Z,2nd Lt,TE-45-H,TAAF,Twin engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Robnett, Harris H., Jr.",Robnett,"Harris H., Jr.",1944-08-04T00:00:00Z,Flight Officer,TE-44-G,TAAF,Twin engine,Denver,CO,NA,0,NA,NA,NA,NA
"Rodgers, Marion R.",Rodgers,Marion R.,1944-02-08T00:00:00Z,2nd Lt,SE-44-B,TAAF,Single engine,Elizabeth,NJ,NA,0,NA,NA,NA,NA
"Rogers, Amos A.",Rogers,Amos A.,1943-12-05T00:00:00Z,Flight Officer,TE-43-K,TAAF,Twin engine,Tuskegee Inst.,AL,NA,0,NA,NA,NA,NA
"Rogers, Corneilus G.",Rogers,Corneilus G.,1943-07-28T00:00:00Z,2nd Lt,SE-43-G,TAAF,Single engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Rogers, John W.",Rogers,John W.,1942-08-05T00:00:00Z,2nd Lt,SE-42-G,TAAF,Single engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Rohlsen, Henry E.",Rohlsen,Henry E.,1944-03-12T00:00:00Z,2nd Lt,SE-44-C,TAAF,Single engine,Christiansted,VI,NA,0,NA,NA,NA,NA
"Romine, Roger",Romine,Roger,1943-08-30T00:00:00Z,2nd Lt,SE-43-H,TAAF,Single engine,Oakland,CA,"Downed 1 Me-109 on July 18, 1944; Downed 1 Me-109 on July 26, 1944; Downed 1 Me-109 on October 12, 1944",3,NA,NA,NA,https://cafriseabove.org/roger-romine/
"Rose, William Y.",Rose,William Y.,1943-09-30T00:00:00Z,1st Lt,CL-43-1,TAAF,Liaison pilot,Chicago,IL,NA,0,NA,NA,NA,NA
"Ross, Mac",Ross,Mac,1942-03-06T00:00:00Z,2nd Lt,SE-42-C,TAAF,Single engine,Dayton,OH,NA,0,NA,NA,NA,https://cafriseabove.org/mac-ross/
"Ross, Merrill Ray",Ross,Merrill Ray,1946-01-29T00:00:00Z,2nd Lt,SE-45-I,TAAF,Single engine,Pineville,KY,NA,0,NA,NA,NA,NA
"Ross, Washington D.",Ross,Washington D.,1943-10-01T00:00:00Z,2nd Lt,SE-43-I,TAAF,Single engine,Ashland,KY,NA,0,NA,NA,NA,https://cafriseabove.org/washington-dubois-ross/
"Rowe, Claude A.",Rowe,Claude A.,1946-06-28T00:00:00Z,2nd Lt,TE-46-C,TAAF,Twin engine,Detroit,MI,NA,0,NA,NA,NA,https://cafriseabove.org/claude-alexander-rowe-jr/
"Rucker, William A.",Rucker,William A.,1944-01-07T00:00:00Z,2nd Lt,TE-44-A,TAAF,Twin engine,Washington,PA,NA,0,NA,NA,NA,NA
"Russell, James C.",Russell,James C.,1945-10-16T00:00:00Z,Flight Officer,TE-45-G,TAAF,Twin engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Samuels, Frederick H.",Samuels,Frederick H.,1944-09-08T00:00:00Z,Flight Officer,TE-44-H,TAAF,Twin engine,Philadelphia,PA,NA,0,NA,NA,NA,NA
"Sanderlin, Willis E.",Sanderlin,Willis E.,1945-05-23T00:00:00Z,2nd Lt,SE-45-C,TAAF,Single engine,Washington,DC,NA,0,NA,NA,NA,NA
"Sanders, Pearlee E.",Sanders,Pearlee E.,1943-03-25T00:00:00Z,2nd Lt,SE-43-C,TAAF,Single engine,Bessemer,AL,NA,0,NA,NA,NA,NA
"Saunders, Martin G.",Saunders,Martin G.,1945-08-04T00:00:00Z,2nd Lt,SE-45-E,TAAF,Single engine,Jamaica,NY,NA,0,NA,NA,NA,NA
"Sawyer, Harold E.",Sawyer,Harold E.,1943-04-29T00:00:00Z,2nd Lt,SE-43-D,TAAF,Single engine,Columbus,OH,"Downed 1 Fw-190 on July 12, 1944; Downed 1 Me-109 on July 25, 1944",2,NA,NA,NA,NA
"Scales, Norman W.",Scales,Norman W.,1943-10-01T00:00:00Z,2nd Lt,SE-43-I,TAAF,Single engine,Austin,TX,NA,0,NA,NA,NA,NA
"Schell, Wyrain T.",Schell,Wyrain T.,1944-06-27T00:00:00Z,Flight Officer,SE-44-F,TAAF,Single engine,Brooklyn,NY,NA,0,NA,NA,NA,NA
"Schwing, Herbert J.",Schwing,Herbert J.,1945-03-11T00:00:00Z,2nd Lt,TE-45-A,TAAF,Twin engine,New York,NY,NA,0,NA,NA,NA,NA
"Scott, Floyd R., Jr.",Scott,"Floyd R., Jr.",1945-09-08T00:00:00Z,Flight Officer,SE-45-F,TAAF,Single engine,Asbury Park,NJ,NA,0,NA,NA,NA,NA
"Scott, Henry B.",Scott,Henry B.,1943-10-01T00:00:00Z,2nd Lt,SE-43-I,TAAF,Single engine,Jersey City,NJ,NA,0,NA,NA,NA,NA
"Scott, Joseph P.",Scott,Joseph P.,1945-08-04T00:00:00Z,2nd Lt,SE-45-E,TAAF,Single engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Scott, Wayman E.",Scott,Wayman E.,1945-11-20T00:00:00Z,Flight Officer,TE-45-H,TAAF,Twin engine,Oberlin,OH,NA,0,NA,NA,NA,NA
"Selden, Wiley W.",Selden,Wiley W.,1943-06-30T00:00:00Z,2nd Lt,SE-43-F,TAAF,Single engine,Norfolk,VA,NA,0,NA,NA,NA,NA
"Session, Mansfield L.",Session,Mansfield L.,1945-05-23T00:00:00Z,2nd Lt,SE-45-C,TAAF,Single engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Shannon, William H.",Shannon,William H.,1943-09-30T00:00:00Z,Captain,CL-43-1,TAAF,Liaison pilot,Chicago,IL,NA,0,NA,NA,NA,NA
"Sheats, George H.",Sheats,George H.,1945-04-15T00:00:00Z,2nd Lt,SE-45-B,TAAF,Single engine,New Haven,CT,NA,0,NA,NA,NA,NA
"Shepherd, James H.",Shepherd,James H.,1944-08-04T00:00:00Z,Flight Officer,TE-44-G,TAAF,Twin engine,Washington,DC,NA,0,NA,NA,NA,NA
"Sheppard, Harry A.",Sheppard,Harry A.,1943-05-28T00:00:00Z,2nd Lt,SE-43-E,TAAF,Single engine,Jamaica,NY,NA,0,NA,NA,NA,NA
"Sherard, Earl S., Jr.",Sherard,"Earl S., Jr.",1943-11-03T00:00:00Z,2nd Lt,SE-43-J,TAAF,Single engine,Columbus,OH,NA,0,NA,NA,NA,NA
"Sherman, George",Sherman,George,1945-10-16T00:00:00Z,Flight Officer,SE-45-G,TAAF,Single engine,Albany,IL,NA,0,NA,NA,NA,NA
"Shivers, Clarence L.",Shivers,Clarence L.,1944-12-28T00:00:00Z,Flight Officer,SE-44-J,TAAF,Single engine,St. Louis,MO,NA,0,NA,NA,NA,NA
"Shults, Lloyd R.",Shults,Lloyd R.,1944-04-15T00:00:00Z,2nd Lt,TE-44-D,TAAF,Twin engine,N. Plainsfield,NJ,NA,0,NA,NA,NA,NA
"Sidat-Singh, Wilmeth W.",Sidat-Singh,Wilmeth W.,1943-03-25T00:00:00Z,2nd Lt,SE-43-C,TAAF,Single engine,Washington,DC,NA,0,NA,NA,NA,https://cafriseabove.org/wilmeth-sidat-singh/
"Simeon, Albert B., Jr.",Simeon,"Albert B., Jr.",1945-06-27T00:00:00Z,Flight Officer,SE-45-D,TAAF,Single engine,Detroit,MI,NA,0,NA,NA,NA,NA
"Simmons, Alphonso",Simmons,Alphonso,1943-10-01T00:00:00Z,2nd Lt,SE-43-I,TAAF,Single engine,Jacksonville,FL,NA,0,NA,NA,NA,https://cafriseabove.org/alphonso-simmons/
"Simmons, Donehue",Simmons,Donehue,1946-01-29T00:00:00Z,Flight Officer,TE-45-I,TAAF,Twin engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Simmons, Paul C., Jr.",Simmons,"Paul C., Jr.",1943-11-03T00:00:00Z,2nd Lt,SE-43-J,TAAF,Single engine,Detroit,MI,NA,0,NA,NA,NA,NA
"Simons, Richard A.",Simons,Richard A.,1944-10-16T00:00:00Z,2nd Lt,SE-44-I-1,TAAF,Single engine,White Plains,NY,"Downed 1 Me-109 on April 26, 1945",1,NA,NA,NA,NA
"Simpson, Jesse H.",Simpson,Jesse H.,1944-08-04T00:00:00Z,Flight Officer,TE-44-G,TAAF,Twin engine,Fresno,CA,NA,0,NA,NA,NA,NA
"Sims, Thomas D.",Sims,Thomas D.,1948-10-12T00:00:00Z,2nd Lt,NA,"Williams AFB, AZ",Single engine,Williams AFB,AZ,NA,0,NA,NA,NA,NA
"Singletary, Lloyd G.",Singletary,Lloyd G.,1943-03-25T00:00:00Z,2nd Lt,SE-43-C,TAAF,Single engine,Jacksonville,FL,NA,0,NA,NA,NA,NA
"Sloan, John S.",Sloan,John S.,1943-06-30T00:00:00Z,2nd Lt,SE-43-F,TAAF,Single engine,Louisville,KN,NA,0,NA,NA,NA,NA
"Smith, Albert H.",Smith,Albert H.,1945-03-11T00:00:00Z,Flight Officer,SE-45-A,TAAF,Single engine,Jersey City,NJ,NA,0,NA,NA,NA,NA
"Smith, Burl E.",Smith,Burl E.,1945-04-15T00:00:00Z,2nd Lt,SE-45-B,TAAF,Single engine,Oakland,CA,NA,0,NA,NA,NA,NA
"Smith, Edward M.",Smith,Edward M.,1943-07-28T00:00:00Z,2nd Lt,SE-43-G,TAAF,Single engine,Philadelphia,PA,NA,0,NA,NA,NA,NA
"Smith, Elwood A.",Smith,Elwood A.,1943-12-07T00:00:00Z,2nd Lt,CL-43-3,TAAF,Liaison pilot,NA,NA,NA,0,NA,NA,NA,NA
"Smith, Eugene D.",Smith,Eugene D.,1943-11-03T00:00:00Z,2nd Lt,SE-43-J,TAAF,Single engine,Cincinnati,OH,NA,0,NA,NA,NA,https://cafriseabove.org/eugene-d-smith/
"Smith, Frederick D.",Smith,Frederick D.,1945-05-23T00:00:00Z,2nd Lt,TE-45-C,TAAF,Twin engine,Pasadena,CA,NA,0,NA,NA,NA,NA
"Smith, Graham",Smith,Graham,1942-07-03T00:00:00Z,2nd Lt,SE-42-F,TAAF,Single engine,Ahoskie,NC,NA,0,NA,NA,NA,https://cafriseabove.org/captain-graham-smith-and-brother-flight-officer-reginald-vinson-smith/
"Smith, Harold E.",Smith,Harold E.,1944-10-16T00:00:00Z,1st Lt,TE-44-I-1,TAAF,Twin engine,NA,NA,NA,0,NA,NA,NA,NA
"Smith, Harold E., Jr.",Smith,"Harold E., Jr.",1944-10-16T00:00:00Z,1st Lt,TE-44-I-1,TAAF,Twin engine,Memphis,TN,NA,0,NA,NA,NA,NA
"Smith, Lewis C.",Smith,Lewis C.,1943-04-29T00:00:00Z,2nd Lt,SE-43-D,TAAF,Single engine,Los Angeles,CA,"Downed 1 Fw-190 on January 27, 1944",1,NA,NA,NA,NA
"Smith, Luther H.",Smith,Luther H.,1943-05-28T00:00:00Z,2nd Lt,SE-43-E,TAAF,Single engine,Des Moines,IA,"Downed 1 Me-109 on July 17, 1944; Downed 1 He-111 on October 12, 1944",2,NA,NA,NA,https://cafriseabove.org/luther-h-smith/
"Smith, Quentin P.",Smith,Quentin P.,1945-03-11T00:00:00Z,2nd Lt,TE-45-A,TAAF,Twin engine,East Chicago,IL,NA,0,NA,NA,NA,NA
"Smith, Reginald V.",Smith,Reginald V.,1945-08-04T00:00:00Z,Flight Officer,SE-45-E,TAAF,Single engine,Ahoskie,NC,NA,0,NA,NA,NA,https://cafriseabove.org/captain-graham-smith-and-brother-flight-officer-reginald-vinson-smith/
"Smith, Robert C.",Smith,Robert C.,1945-06-27T00:00:00Z,Flight Officer,SE-45-D,TAAF,Single engine,Muskogee,OK,NA,0,NA,NA,NA,NA
"Smith, Robert H.",Smith,Robert H.,1943-10-01T00:00:00Z,2nd Lt,SE-43-I,TAAF,Single engine,Baltimore,MD,"Downed 1 Me-109 on July 17, 1944",1,NA,NA,NA,NA
"Smith, Sherman W.",Smith,Sherman W.,1943-12-07T00:00:00Z,2nd Lt,CL-43-3,TAAF,Liaison pilot,San Antonio,TX,NA,0,NA,NA,NA,NA
"Smith, Thomas W.",Smith,Thomas W.,1944-12-28T00:00:00Z,Flight Officer,SE-44-J,TAAF,Single engine,Lebanon,KY,NA,0,NA,NA,NA,NA
"Spann, Calvin J.",Spann,Calvin J.,1944-08-04T00:00:00Z,Flight Officer,SE-44-G,TAAF,Single engine,Rutherford,NJ,NA,0,NA,NA,NA,https://cafriseabove.org/calvin-j-spann/
"Spears, Leon W.",Spears,Leon W.,1944-06-27T00:00:00Z,Flight Officer,SE-44-F,TAAF,Single engine,Pueblo,CO,NA,0,NA,NA,NA,https://cafriseabove.org/leon-woodie-spears/
"Spencer, Roy M.",Spencer,Roy M.,1943-02-16T00:00:00Z,2nd Lt,SE-43-B,TAAF,Single engine,Tallahassee,FL,NA,0,NA,NA,NA,NA
"Spicer, Cecil",Spicer,Cecil,1945-11-20T00:00:00Z,2nd Lt,TE-45-H,TAAF,Twin engine,Greenville,OH,NA,0,NA,NA,NA,NA
"Spriggs, Thurman E.",Spriggs,Thurman E.,1945-11-20T00:00:00Z,2nd Lt,SE-45-H,TAAF,Single engine,DesMoines,IA,NA,0,NA,NA,NA,NA
"Spurlin, Jerome D.",Spurlin,Jerome D.,1943-11-03T00:00:00Z,2nd Lt,SE-43-J,TAAF,Single engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Squires, John W.",Squires,John W.,1944-09-08T00:00:00Z,Flight Officer,SE-44-H,TAAF,Single engine,St. Louis,MO,NA,0,NA,NA,NA,https://cafriseabove.org/john-w-squires/
"Stanton, Charles R.",Stanton,Charles R.,1943-01-14T00:00:00Z,2nd Lt,SE-43-A,TAAF,Single engine,Portland,OR,NA,0,NA,NA,NA,NA
"Starks, Arnett W., Jr.",Starks,"Arnett W., Jr.",1944-05-23T00:00:00Z,Flight Officer,SE-44-E,TAAF,Single engine,Los Angeles,CA,NA,0,NA,NA,NA,https://cafriseabove.org/arnett-w-starks-jr/
"Stephens, Charles W.",Stephens,Charles W.,NA,Flight Officer,NA,TAAF,Service pilot,Monroeville,AL,NA,0,NA,NA,NA,https://cafriseabove.org/charles-w-stephens-jr/
"Stephens, Leroy, Jr.",Stephens,"Leroy, Jr.",1943-10-22T00:00:00Z,1st Lt,CL-43-2,TAAF,Liaison pilot,Chicago,IL,NA,0,NA,NA,NA,NA
"Stephenson, William W., Jr.",Stephenson,"William W., Jr.",1944-12-28T00:00:00Z,Flight Officer,SE-44-J,TAAF,Single engine,Washington,DC,NA,0,NA,NA,NA,NA
"Stevens, Richard G.",Stevens,Richard G.,1944-10-16T00:00:00Z,2nd Lt,SE-44-I-1,TAAF,Single engine,Washington,DC,NA,0,NA,NA,NA,NA
"Stevenson, James V.",Stevenson,James V.,1944-11-20T00:00:00Z,2nd Lt,TE-44-I,TAAF,Twin engine,San Antonio,TX,NA,0,NA,NA,NA,NA
"Steward, Lowell C.",Steward,Lowell C.,1943-07-28T00:00:00Z,2nd Lt,SE-43-G,TAAF,Single engine,Los Angeles,CA,NA,0,NA,NA,NA,https://cafriseabove.org/lowell-c-steward/
"Stewart, Harry T., Jr.",Stewart,"Harry T., Jr.",1944-06-27T00:00:00Z,2nd Lt,SE-44-F,TAAF,Single engine,Corona,NY,"Downed 3 Fw-190s on April 1, 1945",3,NA,NA,NA,https://cafriseabove.org/harry-t-stewart-jr/
"Stewart, Nathaniel C.",Stewart,Nathaniel C.,1943-11-03T00:00:00Z,2nd Lt,SE-43-J,TAAF,Single engine,Philadelphia,PA,NA,0,NA,NA,NA,NA
"Stiger, Roosevelt",Stiger,Roosevelt,1944-03-12T00:00:00Z,2nd Lt,SE-44-C,TAAF,Single engine,Jackson,MI,NA,0,NA,NA,NA,https://cafriseabove.org/lt-roosevelt-stiger/
"Stoudmire, Norvel",Stoudmire,Norvel,1943-08-30T00:00:00Z,2nd Lt,SE-43-H,TAAF,Single engine,St. Louis,MO,NA,0,NA,NA,NA,https://cafriseabove.org/norvell-stoudmire/
"Stovall, Charles L.",Stovall,Charles L.,1944-10-16T00:00:00Z,2nd Lt,SE-44-I-1,TAAF,Single engine,Wichita,KS,NA,0,NA,NA,NA,NA
"Streat, William A., Jr.",Streat,"William A., Jr.",1945-11-20T00:00:00Z,Flight Officer,TE-45-H,TAAF,Twin engine,Lawrenceville,VA,NA,0,NA,NA,NA,NA
"Street, Thomas C.",Street,Thomas C.,1944-08-04T00:00:00Z,2nd Lt,SE-44-G,TAAF,Single engine,Springfield,NJ,NA,0,NA,NA,NA,https://cafriseabove.org/thomas-c-street/
"Suggs, John J.",Suggs,John J.,1943-05-28T00:00:00Z,2nd Lt,SE-43-E,TAAF,Single engine,Terre Haute,IN,NA,0,NA,NA,NA,NA
"Surcey, Wayman P.",Surcey,Wayman P.,1944-11-20T00:00:00Z,Flight Officer,TE-44-I,TAAF,Twin engine,Jacksonville,FL,NA,0,NA,NA,NA,NA
"Talton, James E.",Talton,James E.,1945-09-08T00:00:00Z,Flight Officer,TE-45-F,TAAF,Twin engine,Merchantville,NJ,NA,0,NA,NA,NA,NA
"Tate, Charles W.",Tate,Charles W.,1943-08-30T00:00:00Z,2nd Lt,SE-43-H,TAAF,Single engine,Pittsburgh,PA,NA,0,NA,NA,NA,NA
"Taylor, Elmer W.",Taylor,Elmer W.,1943-07-28T00:00:00Z,2nd Lt,SE-43-G,TAAF,Single engine,Pittsburgh,PA,NA,0,NA,NA,NA,https://cafriseabove.org/elmer-w-taylor/
"Taylor, George A.",Taylor,George A.,1943-08-30T00:00:00Z,2nd Lt,SE-43-H,TAAF,Single engine,Philadelphia,PA,NA,0,NA,NA,NA,NA
"Taylor, James E.",Taylor,James E.,1945-04-15T00:00:00Z,Flight Officer,TE-45-B,TAAF,Twin engine,Champaign,IL,NA,0,NA,NA,NA,NA
"Taylor, Lloyd R. V.",Taylor,Lloyd R. V.,1943-09-30T00:00:00Z,2nd Lt,CL-43-1,TAAF,Liaison pilot,Atlanta,GA,NA,0,NA,NA,NA,NA
"Taylor, Ulysses S.",Taylor,Ulysses S.,1943-04-29T00:00:00Z,2nd Lt,SE-43-D,TAAF,Single engine,Kaufman,TX,NA,0,NA,NA,NA,NA
"Taylor, William H., Jr.",Taylor,"William H., Jr.",1945-08-04T00:00:00Z,Flight Officer,TE-45-E,TAAF,Twin engine,Inkster,MI,NA,0,NA,NA,NA,NA
"Temple, Alva N.",Temple,Alva N.,1943-07-28T00:00:00Z,2nd Lt,SE-43-G,TAAF,Single engine,Carrollton,AL,NA,0,NA,NA,NA,https://cafriseabove.org/alva-temple/
"Terry, Kenneth E.",Terry,Kenneth E.,1945-09-08T00:00:00Z,Flight Officer,TE-45-F,TAAF,Twin engine,Emporia,KS,NA,0,NA,NA,NA,NA
"Terry, Robert",Terry,Robert,NA,Flight Officer,NA,TAAF,Service pilot,NA,NA,NA,0,NA,NA,NA,NA
"Terry, Roger C.",Terry,Roger C.,1944-02-01T00:00:00Z,2nd Lt,TE-44-K,TAAF,Twin engine,Los Angeles,CA,NA,0,NA,NA,NA,https://cafriseabove.org/roger-cecil-terry/
"Theodore, Eugene G.",Theodore,Eugene G.,1944-11-20T00:00:00Z,2nd Lt,SE-44-I,TAAF,Single engine,Port of Spain,TD,NA,0,NA,NA,NA,NA
"Thomas, Daniel C.",Thomas,Daniel C.,1943-10-22T00:00:00Z,2nd Lt,CL-43-2,TAAF,Liaison pilot,Washington City,PA,NA,0,NA,NA,NA,NA
"Thomas, Edward M.",Thomas,Edward M.,1943-11-03T00:00:00Z,2nd Lt,SE-43-J,TAAF,Single engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Thomas, Walter H., Jr.",Thomas,"Walter H., Jr.",1945-06-27T00:00:00Z,Flight Officer,SE-45-D,TAAF,Single engine,Redlands,CA,NA,0,NA,NA,NA,NA
"Thomas, William H.",Thomas,William H.,1943-11-03T00:00:00Z,2nd Lt,SE-43-J,TAAF,Single engine,Los Angeles,CA,"Downed 1 Fw-190 on August 24, 1944",1,NA,NA,NA,NA
"Thompson, Donald N., Jr.",Thompson,"Donald N., Jr.",1944-10-16T00:00:00Z,2nd Lt,SE-44-I-1,TAAF,Single engine,Philadelphia,PA,NA,0,NA,NA,NA,NA
"Thompson, Floyd A.",Thompson,Floyd A.,1943-08-30T00:00:00Z,2nd Lt,SE-43-H,TAAF,Single engine,London,WV,NA,0,NA,NA,NA,NA
"Thompson, Francis R",Thompson,Francis R,1945-03-11T00:00:00Z,2nd Lt,TE-45-A,TAAF,Twin engine,Brooklyn,NY,NA,0,NA,NA,NA,NA
"Thompson, James A.",Thompson,James A.,1945-10-16T00:00:00Z,Flight Officer,SE-45-G,TAAF,Single engine,Cleveland,OH,NA,0,NA,NA,NA,NA
"Thompson, Reid E.",Thompson,Reid E.,1943-12-05T00:00:00Z,2nd Lt,SE-43-K,TAAF,Single engine,New Rochelle,NY,NA,0,NA,NA,NA,NA
"Thorpe, Herbert C.",Thorpe,Herbert C.,1945-10-16T00:00:00Z,2nd Lt,TE-45-G,TAAF,Twin engine,Brooklyn,NY,NA,0,NA,NA,NA,https://cafriseabove.org/richard-e-thorpe/
"Thorpe, Richard E.",Thorpe,Richard E.,1944-10-16T00:00:00Z,2nd Lt,SE-44-I-1,TAAF,Single engine,Brooklyn,NY,NA,0,NA,NA,NA,https://cafriseabove.org/richard-e-thorpe/
"Tindall, Thomas J.",Tindall,Thomas J.,1945-05-23T00:00:00Z,Flight Officer,SE-45-C,TAAF,Single engine,East Orange,NJ,NA,0,NA,NA,NA,NA
"Toatley, Ephraim E., Jr.",Toatley,"Ephraim E., Jr.",1944-02-01T00:00:00Z,2nd Lt,SE-44-K,TAAF,Single engine,Philadelphia,PA,NA,0,NA,NA,NA,NA
"Tompkins, William D.",Tompkins,William D.,1943-11-03T00:00:00Z,2nd Lt,SE-43-J,TAAF,Single engine,Fall River,MA,NA,0,NA,NA,NA,NA
"Toney, Mitchel N",Toney,Mitchel N,1945-08-04T00:00:00Z,Flight Officer,TE-45-E,TAAF,Twin engine,Austin,TX,NA,0,NA,NA,NA,NA
"Toppins, Edward L.",Toppins,Edward L.,1942-09-06T00:00:00Z,2nd Lt,SE-42-H,TAAF,Single engine,San Francisco,CA,"Downed 1 Fw-190 on January 27, 1944; Downed 1 Fw-190 on July 18, 1944; Downed 1 Me-109 on July 20, 1944; Downed 1 Me-109 on July 26, 1944",4,NA,NA,NA,https://cafriseabove.org/edward-lucien-toppins/
"Tresville, Robert B., Jr.",Tresville,"Robert B., Jr.",1942-12-13T00:00:00Z,2nd Lt,SE-42-K,TAAF,Single engine,Bay City,TX,NA,0,NA,NA,NA,https://cafriseabove.org/robert-b-tresville-jr/
"Trott, Robert G.",Trott,Robert G.,1945-06-27T00:00:00Z,2nd Lt,SE-45-D,TAAF,Single engine,Mt. Vernon,NY,NA,0,NA,NA,NA,NA
"Tucker, Lemuel L.",Tucker,Lemuel L.,1943-12-07T00:00:00Z,2nd Lt,CL-43-3,TAAF,Liaison pilot,Philadelphia,PA,NA,0,NA,NA,NA,NA
"Tucker, Paul",Tucker,Paul,1945-04-15T00:00:00Z,Flight Officer,SE-45-B,TAAF,Single engine,Detroit,MI,NA,0,NA,NA,NA,NA
"Turner, Allen H.",Turner,Allen H.,1944-10-16T00:00:00Z,2nd Lt,SE-44-I-1,TAAF,Single engine,Flint,MI,NA,0,NA,NA,NA,NA
"Turner, Andrew D.",Turner,Andrew D.,1942-10-09T00:00:00Z,2nd Lt,SE-42-I,TAAF,Single engine,Washington,DC,NA,0,NA,NA,NA,https://cafriseabove.org/andrew-d-turner/
"Turner, Gordon G.",Turner,Gordon G.,1945-08-04T00:00:00Z,2nd Lt,SE-45-E,TAAF,Single engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Turner, John B.",Turner,John B.,1944-06-27T00:00:00Z,2nd Lt,TE-44-F,TAAF,Twin engine,Atlanta,GA,NA,0,NA,NA,NA,NA
"Turner, Leon L.",Turner,Leon L.,1944-01-07T00:00:00Z,2nd Lt,TE-44-A,TAAF,Twin engine,Washington,DC,NA,0,NA,NA,NA,NA
"Turner, Leonard F.",Turner,Leonard F.,1943-06-30T00:00:00Z,2nd Lt,SE-43-F,TAAF,Single engine,Washington,DC,NA,0,NA,NA,NA,https://cafriseabove.org/artifact/items-of-maj-leonard-f-turner/
"Turner, Ralph L.",Turner,Ralph L.,1944-04-15T00:00:00Z,Flight Officer,SE-44-D,TAAF,Single engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Twine, Saint M., Jr.",Twine,"Saint M., Jr.",1944-01-07T00:00:00Z,Flight Officer,TE-44-A,TAAF,Twin engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Tyler, William A., Jr.",Tyler,"William A., Jr.",1945-05-23T00:00:00Z,2nd Lt,TE-45-C,TAAF,Twin engine,Pittsburg,PA,NA,0,NA,NA,NA,NA
