category,meta_cat,group_num,year,gross_inv
Private natural gas pipelines,Natural gas /petroleum power,10,1955,873
Private natural gas pipelines,Natural gas /petroleum power,10,1956,1080
Private natural gas pipelines,Natural gas /petroleum power,10,1957,1116
Private natural gas pipelines,Natural gas /petroleum power,10,1958,1045
Private natural gas pipelines,Natural gas /petroleum power,10,1959,1229
Private natural gas pipelines,Natural gas /petroleum power,10,1960,1147
Private natural gas pipelines,Natural gas /petroleum power,10,1961,1141
Private natural gas pipelines,Natural gas /petroleum power,10,1962,1008
Private natural gas pipelines,Natural gas /petroleum power,10,1963,939
Private natural gas pipelines,Natural gas /petroleum power,10,1964,1118
Private natural gas pipelines,Natural gas /petroleum power,10,1965,1271
Private natural gas pipelines,Natural gas /petroleum power,10,1966,1562
Private natural gas pipelines,Natural gas /petroleum power,10,1967,1483
Private natural gas pipelines,Natural gas /petroleum power,10,1968,1961
Private natural gas pipelines,Natural gas /petroleum power,10,1969,1767
Private natural gas pipelines,Natural gas /petroleum power,10,1970,1654
Private natural gas pipelines,Natural gas /petroleum power,10,1971,1591
Private natural gas pipelines,Natural gas /petroleum power,10,1972,1856
Private natural gas pipelines,Natural gas /petroleum power,10,1973,1943
Private natural gas pipelines,Natural gas /petroleum power,10,1974,1939
Private natural gas pipelines,Natural gas /petroleum power,10,1975,1603
Private natural gas pipelines,Natural gas /petroleum power,10,1976,1574
Private natural gas pipelines,Natural gas /petroleum power,10,1977,1835
Private natural gas pipelines,Natural gas /petroleum power,10,1978,2289
Private natural gas pipelines,Natural gas /petroleum power,10,1979,2852
Private natural gas pipelines,Natural gas /petroleum power,10,1980,3413
Private natural gas pipelines,Natural gas /petroleum power,10,1981,4025.9999999999995
Private natural gas pipelines,Natural gas /petroleum power,10,1982,3705
Private natural gas pipelines,Natural gas /petroleum power,10,1983,2456
Private natural gas pipelines,Natural gas /petroleum power,10,1984,2773
Private natural gas pipelines,Natural gas /petroleum power,10,1985,3414
Private natural gas pipelines,Natural gas /petroleum power,10,1986,3189
Private natural gas pipelines,Natural gas /petroleum power,10,1987,3188
Private natural gas pipelines,Natural gas /petroleum power,10,1988,3656.0000000000005
Private natural gas pipelines,Natural gas /petroleum power,10,1989,4386
Private natural gas pipelines,Natural gas /petroleum power,10,1990,4820
Private natural gas pipelines,Natural gas /petroleum power,10,1991,5555
Private natural gas pipelines,Natural gas /petroleum power,10,1992,6901
Private natural gas pipelines,Natural gas /petroleum power,10,1993,5645
Private natural gas pipelines,Natural gas /petroleum power,10,1994,4694.000000000001
Private natural gas pipelines,Natural gas /petroleum power,10,1995,6279
Private natural gas pipelines,Natural gas /petroleum power,10,1996,4722
Private natural gas pipelines,Natural gas /petroleum power,10,1997,4006
Private natural gas pipelines,Natural gas /petroleum power,10,1998,7372
Private natural gas pipelines,Natural gas /petroleum power,10,1999,4917.999999999999
Private natural gas pipelines,Natural gas /petroleum power,10,2000,4891
Private natural gas pipelines,Natural gas /petroleum power,10,2001,5078
Private natural gas pipelines,Natural gas /petroleum power,10,2002,6080
Private natural gas pipelines,Natural gas /petroleum power,10,2003,6358
Private natural gas pipelines,Natural gas /petroleum power,10,2004,5096
Private natural gas pipelines,Natural gas /petroleum power,10,2005,5239
Private natural gas pipelines,Natural gas /petroleum power,10,2006,5528
Private natural gas pipelines,Natural gas /petroleum power,10,2007,7876
Private natural gas pipelines,Natural gas /petroleum power,10,2008,10560
Private natural gas pipelines,Natural gas /petroleum power,10,2009,10849
Private natural gas pipelines,Natural gas /petroleum power,10,2010,8297
Private natural gas pipelines,Natural gas /petroleum power,10,2011,10357
Private natural gas pipelines,Natural gas /petroleum power,10,2012,10317
Private natural gas pipelines,Natural gas /petroleum power,10,2013,10897
Private natural gas pipelines,Natural gas /petroleum power,10,2014,11033
Private natural gas pipelines,Natural gas /petroleum power,10,2015,12546
Private natural gas pipelines,Natural gas /petroleum power,10,2016,14474
Private natural gas pipelines,Natural gas /petroleum power,10,2017,13241.000000000002
Federal,Transportation,11,1947,61
Federal,Transportation,11,1948,91
Federal,Transportation,11,1949,119.00000000000001
Federal,Transportation,11,1950,124
Federal,Transportation,11,1951,122.99999999999999
Federal,Transportation,11,1952,131
Federal,Transportation,11,1953,133
Federal,Transportation,11,1954,117
Federal,Transportation,11,1955,97
Federal,Transportation,11,1956,110
Federal,Transportation,11,1957,129
Federal,Transportation,11,1958,149.99999999999997
Federal,Transportation,11,1959,166
Federal,Transportation,11,1960,179
Federal,Transportation,11,1961,206
Federal,Transportation,11,1962,227
Federal,Transportation,11,1963,248
Federal,Transportation,11,1964,266
Federal,Transportation,11,1965,288
Federal,Transportation,11,1966,303
Federal,Transportation,11,1967,213
Federal,Transportation,11,1968,188
Federal,Transportation,11,1969,153
Federal,Transportation,11,1970,129
Federal,Transportation,11,1971,168
Federal,Transportation,11,1972,192
Federal,Transportation,11,1973,233.99999999999997
Federal,Transportation,11,1974,241
Federal,Transportation,11,1975,260
Federal,Transportation,11,1976,297.00000000000006
Federal,Transportation,11,1977,318
Federal,Transportation,11,1978,342
Federal,Transportation,11,1979,358.00000000000006
Federal,Transportation,11,1980,325
Federal,Transportation,11,1981,325
Federal,Transportation,11,1982,249
Federal,Transportation,11,1983,276
Federal,Transportation,11,1984,192
Federal,Transportation,11,1985,331
Federal,Transportation,11,1986,233
Federal,Transportation,11,1987,294.99999999999994
Federal,Transportation,11,1988,440
Federal,Transportation,11,1989,405
Federal,Transportation,11,1990,466
Federal,Transportation,11,1991,627
Federal,Transportation,11,1992,606.0000000000001
Federal,Transportation,11,1993,619
Federal,Transportation,11,1994,650.0000000000001
Federal,Transportation,11,1995,710
Federal,Transportation,11,1996,835
Federal,Transportation,11,1997,869
Federal,Transportation,11,1998,827
Federal,Transportation,11,1999,828
Federal,Transportation,11,2000,958
Federal,Transportation,11,2001,954
Federal,Transportation,11,2002,1178.0000000000002
Federal,Transportation,11,2003,898.9999999999999
Federal,Transportation,11,2004,1124
Federal,Transportation,11,2005,782
Federal,Transportation,11,2006,673
Federal,Transportation,11,2007,970
Federal,Transportation,11,2008,900
Federal,Transportation,11,2009,887
Federal,Transportation,11,2010,1163
Federal,Transportation,11,2011,958
Federal,Transportation,11,2012,737
Federal,Transportation,11,2013,826
Federal,Transportation,11,2014,632
Federal,Transportation,11,2015,776
Federal,Transportation,11,2016,1024
Federal,Transportation,11,2017,1118
Private,Transportation,11,1947,589
Private,Transportation,11,1948,952
Private,Transportation,11,1949,893
Private,Transportation,11,1950,825
Private,Transportation,11,1951,962
Private,Transportation,11,1952,1102
Private,Transportation,11,1953,1104
Private,Transportation,11,1954,909
Private,Transportation,11,1955,896.0000000000001
Private,Transportation,11,1956,964
Private,Transportation,11,1957,946
Private,Transportation,11,1958,588.9999999999999
Private,Transportation,11,1959,675.0000000000001
Private,Transportation,11,1960,699.0000000000001
Private,Transportation,11,1961,590
Private,Transportation,11,1962,603
Private,Transportation,11,1963,656
Private,Transportation,11,1964,699
Private,Transportation,11,1965,804
Private,Transportation,11,1966,929.9999999999999
Private,Transportation,11,1967,882.9999999999999
Private,Transportation,11,1968,966
Private,Transportation,11,1969,1057
Private,Transportation,11,1970,956.0000000000001
Private,Transportation,11,1971,1050.9999999999998
Private,Transportation,11,1972,1162.0000000000002
Private,Transportation,11,1973,1292.0000000000002
Private,Transportation,11,1974,1566
Private,Transportation,11,1975,1531.9999999999998
Private,Transportation,11,1976,1999.9999999999998
Private,Transportation,11,1977,2350.9999999999995
Private,Transportation,11,1978,2872
Private,Transportation,11,1979,3150
Private,Transportation,11,1980,3220.9999999999995
Private,Transportation,11,1981,3377
Private,Transportation,11,1982,3318
Private,Transportation,11,1983,3375
Private,Transportation,11,1984,4058
Private,Transportation,11,1985,4702
Private,Transportation,11,1986,3530
Private,Transportation,11,1987,3140.9999999999995
Private,Transportation,11,1988,3185
Private,Transportation,11,1989,3336
Private,Transportation,11,1990,3302
Private,Transportation,11,1991,3062
Private,Transportation,11,1992,3485
