category,meta_cat,group_num,year,gross_inv_chain
Private,Power,8,1951,41181
Private,Power,8,1952,42924
Private,Power,8,1953,46543
Private,Power,8,1954,43844
Private,Power,8,1955,40252
Private,Power,8,1956,43427
Private,Power,8,1957,47195
Private,Power,8,1958,45773
Private,Power,8,1959,43115
Private,Power,8,1960,42840
Private,Power,8,1961,40970
Private,Power,8,1962,40607
Private,Power,8,1963,40531
Private,Power,8,1964,43934
Private,Power,8,1965,48225
Private,Power,8,1966,53310
Private,Power,8,1967,62434
Private,Power,8,1968,69028
Private,Power,8,1969,66398
Private,Power,8,1970,67328
Private,Power,8,1971,66957
Private,Power,8,1972,72161
Private,Power,8,1973,76008
Private,Power,8,1974,70943
Private,Power,8,1975,69467
Private,Power,8,1976,70462
Private,Power,8,1977,67764
Private,Power,8,1978,64807
Private,Power,8,1979,64787
Private,Power,8,1980,64563
Private,Power,8,1981,64139
Private,Power,8,1982,57238
Private,Power,8,1983,50207
Private,Power,8,1984,59874
Private,Power,8,1985,70864
Private,Power,8,1986,67398
Private,Power,8,1987,69685
Private,Power,8,1988,58157
Private,Power,8,1989,60205
Private,Power,8,1990,64210
Private,Power,8,1991,65051
Private,Power,8,1992,63036
Private,Power,8,1993,67332
Private,Power,8,1994,57240
Private,Power,8,1995,65882
Private,Power,8,1996,64880
Private,Power,8,1997,60086
Private,Power,8,1998,71096
Private,Power,8,1999,72192
Private,Power,8,2000,86807
Private,Power,8,2001,90670
Private,Power,8,2002,87474
Private,Power,8,2003,87408
Private,Power,8,2004,71633
Private,Power,8,2005,75163
Private,Power,8,2006,83973
Private,Power,8,2007,112871
Private,Power,8,2008,121639
Private,Power,8,2009,121349
Private,Power,8,2010,107561
Private,Power,8,2011,107754
Private,Power,8,2012,129319
Private,Power,8,2013,125775
Private,Power,8,2014,141800
Private,Power,8,2015,133400
Private,Power,8,2016,136032
Private,Power,8,2017,134432
S&L electric power structures,Electric power,9,1947,1676.168
S&L electric power structures,Electric power,9,1948,1671.301
S&L electric power structures,Electric power,9,1949,1686.282
S&L electric power structures,Electric power,9,1950,1676.366
S&L electric power structures,Electric power,9,1951,1581.224
S&L electric power structures,Electric power,9,1952,1382.008
S&L electric power structures,Electric power,9,1953,1595.972
S&L electric power structures,Electric power,9,1954,1945.379
S&L electric power structures,Electric power,9,1955,2197.02
S&L electric power structures,Electric power,9,1956,3058.828
S&L electric power structures,Electric power,9,1957,3018.65
S&L electric power structures,Electric power,9,1958,3586.291
S&L electric power structures,Electric power,9,1959,4599.042
S&L electric power structures,Electric power,9,1960,4939.264
S&L electric power structures,Electric power,9,1961,6260.445
S&L electric power structures,Electric power,9,1962,4597.998
S&L electric power structures,Electric power,9,1963,5510.376
S&L electric power structures,Electric power,9,1964,7182.405
S&L electric power structures,Electric power,9,1965,7765.281
S&L electric power structures,Electric power,9,1966,5841.407
S&L electric power structures,Electric power,9,1967,7119.285
S&L electric power structures,Electric power,9,1968,7082.047
S&L electric power structures,Electric power,9,1969,6957.729
S&L electric power structures,Electric power,9,1970,6612.266
S&L electric power structures,Electric power,9,1971,6640.383
S&L electric power structures,Electric power,9,1972,6969.74
S&L electric power structures,Electric power,9,1973,7169.288
S&L electric power structures,Electric power,9,1974,7766.499
S&L electric power structures,Electric power,9,1975,5946.268
S&L electric power structures,Electric power,9,1976,7882.104
S&L electric power structures,Electric power,9,1977,9412.26
S&L electric power structures,Electric power,9,1978,13280.396
S&L electric power structures,Electric power,9,1979,12915.974
S&L electric power structures,Electric power,9,1980,12400.853
S&L electric power structures,Electric power,9,1981,14406.044
S&L electric power structures,Electric power,9,1982,12880.41
S&L electric power structures,Electric power,9,1983,11830.187
S&L electric power structures,Electric power,9,1984,10231.863
S&L electric power structures,Electric power,9,1985,13352.858
S&L electric power structures,Electric power,9,1986,12270.881
S&L electric power structures,Electric power,9,1987,9498.731
S&L electric power structures,Electric power,9,1988,8621.012
S&L electric power structures,Electric power,9,1989,6491.147
S&L electric power structures,Electric power,9,1990,6369.329
S&L electric power structures,Electric power,9,1991,6268.79
S&L electric power structures,Electric power,9,1992,5963.345
S&L electric power structures,Electric power,9,1993,6371.846
S&L electric power structures,Electric power,9,1994,5266.757
S&L electric power structures,Electric power,9,1995,5133.499
S&L electric power structures,Electric power,9,1996,4388.95
S&L electric power structures,Electric power,9,1997,4737.125
S&L electric power structures,Electric power,9,1998,4585.435
S&L electric power structures,Electric power,9,1999,5442.078
S&L electric power structures,Electric power,9,2000,6311.981
S&L electric power structures,Electric power,9,2001,7851.538
S&L electric power structures,Electric power,9,2002,8655.112
S&L electric power structures,Electric power,9,2003,9145.699
S&L electric power structures,Electric power,9,2004,8271.44
S&L electric power structures,Electric power,9,2005,8036.737
S&L electric power structures,Electric power,9,2006,8664.514
S&L electric power structures,Electric power,9,2007,9147.193
S&L electric power structures,Electric power,9,2008,10501.681
S&L electric power structures,Electric power,9,2009,11331.582
S&L electric power structures,Electric power,9,2010,10524.481
S&L electric power structures,Electric power,9,2011,9495.152
S&L electric power structures,Electric power,9,2012,8845.001
S&L electric power structures,Electric power,9,2013,8610.385
S&L electric power structures,Electric power,9,2014,8242.1
S&L electric power structures,Electric power,9,2015,7775.215
S&L electric power structures,Electric power,9,2016,7580.796
S&L electric power structures,Electric power,9,2017,6435.121
Federal electric power structures,Electric power,9,1947,0
Federal electric power structures,Electric power,9,1948,56.163
Federal electric power structures,Electric power,9,1949,399.523
Federal electric power structures,Electric power,9,1950,352.681
Federal electric power structures,Electric power,9,1951,218.175
Federal electric power structures,Electric power,9,1952,94.401
Federal electric power structures,Electric power,9,1953,94.462
Federal electric power structures,Electric power,9,1954,90.192
Federal electric power structures,Electric power,9,1955,44.68
Federal electric power structures,Electric power,9,1956,78.295
Federal electric power structures,Electric power,9,1957,75.575
Federal electric power structures,Electric power,9,1958,122.027
Federal electric power structures,Electric power,9,1959,159.336
Federal electric power structures,Electric power,9,1960,159.403
Federal electric power structures,Electric power,9,1961,151.96
Federal electric power structures,Electric power,9,1962,161.364
Federal electric power structures,Electric power,9,1963,199.929
Federal electric power structures,Electric power,9,1964,273.429
Federal electric power structures,Electric power,9,1965,301.608
Federal electric power structures,Electric power,9,1966,243.963
Federal electric power structures,Electric power,9,1967,144.818
Federal electric power structures,Electric power,9,1968,101.402
Federal electric power structures,Electric power,9,1969,97.666
Federal electric power structures,Electric power,9,1970,61.107
Federal electric power structures,Electric power,9,1971,55.651
Federal electric power structures,Electric power,9,1972,52.49
Federal electric power structures,Electric power,9,1973,72.821
Federal electric power structures,Electric power,9,1974,61.778
Federal electric power structures,Electric power,9,1975,21.998
Federal electric power structures,Electric power,9,1976,66.363
Federal electric power structures,Electric power,9,1977,46.227
Federal electric power structures,Electric power,9,1978,43.942
Federal electric power structures,Electric power,9,1979,39.673
Federal electric power structures,Electric power,9,1980,36.171
Federal electric power structures,Electric power,9,1981,44.503
Federal electric power structures,Electric power,9,1982,31.633
Federal electric power structures,Electric power,9,1983,51.243
Federal electric power structures,Electric power,9,1984,64.973
Federal electric power structures,Electric power,9,1985,93.952
Federal electric power structures,Electric power,9,1986,112.524
Federal electric power structures,Electric power,9,1987,162.105
Federal electric power structures,Electric power,9,1988,93.428
Federal electric power structures,Electric power,9,1989,78.649
Federal electric power structures,Electric power,9,1990,120.624
Federal electric power structures,Electric power,9,1991,132.634
Federal electric power structures,Electric power,9,1992,116.093
Federal electric power structures,Electric power,9,1993,41.954
Federal electric power structures,Electric power,9,1994,80.735
Federal electric power structures,Electric power,9,1995,100.722
Federal electric power structures,Electric power,9,1996,124.511
Federal electric power structures,Electric power,9,1997,118.636
Federal electric power structures,Electric power,9,1998,107.424
Federal electric power structures,Electric power,9,1999,99.375
Federal electric power structures,Electric power,9,2000,119.011
Federal electric power structures,Electric power,9,2001,328.621
Federal electric power structures,Electric power,9,2002,489.591
Federal electric power structures,Electric power,9,2003,1396.452
Federal electric power structures,Electric power,9,2004,1317.616
Federal electric power structures,Electric power,9,2005,1058.458
Federal electric power structures,Electric power,9,2006,992.545
Federal electric power structures,Electric power,9,2007,534.601
Federal electric power structures,Electric power,9,2008,852.287
Federal electric power structures,Electric power,9,2009,1029.141
Federal electric power structures,Electric power,9,2010,1015.777
Federal electric power structures,Electric power,9,2011,1362.751
Federal electric power structures,Electric power,9,2012,1159
Federal electric power structures,Electric power,9,2013,1043.444
Federal electric power structures,Electric power,9,2014,1082.71
Federal electric power structures,Electric power,9,2015,1530.913
Federal electric power structures,Electric power,9,2016,1162.428
Federal electric power structures,Electric power,9,2017,672.823
Private turbines/steam engines,Electric power,9,1947,916
Private turbines/steam engines,Electric power,9,1948,1589
Private turbines/steam engines,Electric power,9,1949,1769
Private turbines/steam engines,Electric power,9,1950,2590
Private turbines/steam engines,Electric power,9,1951,1822
Private turbines/steam engines,Electric power,9,1952,3018
Private turbines/steam engines,Electric power,9,1953,2623
Private turbines/steam engines,Electric power,9,1954,3791
Private turbines/steam engines,Electric power,9,1955,3134
Private turbines/steam engines,Electric power,9,1956,2576
Private turbines/steam engines,Electric power,9,1957,3549
Private turbines/steam engines,Electric power,9,1958,3625
Private turbines/steam engines,Electric power,9,1959,2984
Private turbines/steam engines,Electric power,9,1960,2924
Private turbines/steam engines,Electric power,9,1961,2618
Private turbines/steam engines,Electric power,9,1962,2375
Private turbines/steam engines,Electric power,9,1963,2195
Private turbines/steam engines,Electric power,9,1964,2107
Private turbines/steam engines,Electric power,9,1965,2118
Private turbines/steam engines,Electric power,9,1966,2525
Private turbines/steam engines,Electric power,9,1967,3909
Private turbines/steam engines,Electric power,9,1968,4780
Private turbines/steam engines,Electric power,9,1969,5400
Private turbines/steam engines,Electric power,9,1970,5970
Private turbines/steam engines,Electric power,9,1971,6487
Private turbines/steam engines,Electric power,9,1972,7269
Private turbines/steam engines,Electric power,9,1973,6832
Private turbines/steam engines,Electric power,9,1974,6965
Private turbines/steam engines,Electric power,9,1975,5611
Private turbines/steam engines,Electric power,9,1976,4626
Private turbines/steam engines,Electric power,9,1977,3788
Private turbines/steam engines,Electric power,9,1978,3164
Private turbines/steam engines,Electric power,9,1979,3204
Private turbines/steam engines,Electric power,9,1980,2440
Private turbines/steam engines,Electric power,9,1981,2894
Private turbines/steam engines,Electric power,9,1982,2642
Private turbines/steam engines,Electric power,9,1983,2329
Private turbines/steam engines,Electric power,9,1984,2326
Private turbines/steam engines,Electric power,9,1985,2768
Private turbines/steam engines,Electric power,9,1986,2018
Private turbines/steam engines,Electric power,9,1987,3358
Private turbines/steam engines,Electric power,9,1988,3193
Private turbines/steam engines,Electric power,9,1989,3801
Private turbines/steam engines,Electric power,9,1990,3206
Private turbines/steam engines,Electric power,9,1991,3935
Private turbines/steam engines,Electric power,9,1992,3622
Private turbines/steam engines,Electric power,9,1993,3382
Private turbines/steam engines,Electric power,9,1994,3599
Private turbines/steam engines,Electric power,9,1995,2513
Private turbines/steam engines,Electric power,9,1996,3277
Private turbines/steam engines,Electric power,9,1997,2641
Private turbines/steam engines,Electric power,9,1998,3620
Private turbines/steam engines,Electric power,9,1999,4162
Private turbines/steam engines,Electric power,9,2000,6425
Private turbines/steam engines,Electric power,9,2001,10777
Private turbines/steam engines,Electric power,9,2002,12021
Private turbines/steam engines,Electric power,9,2003,10086
Private turbines/steam engines,Electric power,9,2004,3332
Private turbines/steam engines,Electric power,9,2005,3957
Private turbines/steam engines,Electric power,9,2006,5200
Private turbines/steam engines,Electric power,9,2007,9099
Private turbines/steam engines,Electric power,9,2008,9461
Private turbines/steam engines,Electric power,9,2009,8545
Private turbines/steam engines,Electric power,9,2010,5228
Private turbines/steam engines,Electric power,9,2011,8204
Private turbines/steam engines,Electric power,9,2012,12247
Private turbines/steam engines,Electric power,9,2013,10460
Private turbines/steam engines,Electric power,9,2014,9332
Private turbines/steam engines,Electric power,9,2015,10699
Private turbines/steam engines,Electric power,9,2016,10295
Private turbines/steam engines,Electric power,9,2017,11842
Private wind and solar power structures,Electric power,9,1947,0
Private wind and solar power structures,Electric power,9,1948,0
Private wind and solar power structures,Electric power,9,1949,0
Private wind and solar power structures,Electric power,9,1950,0
Private wind and solar power structures,Electric power,9,1951,0
Private wind and solar power structures,Electric power,9,1952,0
Private wind and solar power structures,Electric power,9,1953,0
Private wind and solar power structures,Electric power,9,1954,0
Private wind and solar power structures,Electric power,9,1955,0
Private wind and solar power structures,Electric power,9,1956,0
Private wind and solar power structures,Electric power,9,1957,0
Private wind and solar power structures,Electric power,9,1958,0
Private wind and solar power structures,Electric power,9,1959,0
Private wind and solar power structures,Electric power,9,1960,0
