animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,outcome_is_dead,was_outcome_alive,geopoint
A715591,*silkie,cat,white,gray,Spayed,2021-03-26,2024-02-25,ill mild,owner surrender,otc,NA,2024-05-15,"1900 BLOCK RAYMOND AVE., SIGNAL HILL CA 90755",Signal Hill,rescue,littlelion,33.7918766,-118.164179,FALSE,TRUE,"33.7918766, -118.164179"
A715592,*unknown,cat,white,gray,Unknown,2024-01-25,2024-02-25,ill severe,owner surrender,otc,NA,2024-02-25,"1900 BLOCK RAYMOND AVE., SIGNAL HILL CA 90755",Signal Hill,euthanasia,ill severe,33.7918766,-118.164179,TRUE,FALSE,"33.7918766, -118.164179"
A726615,frend,dog,brown,white,Spayed,2022-05-22,2024-08-11,normal,welfare seized,police,NA,2024-08-29,"1800 BLK LONG BEACH BLVD, 90806",Long Beach,return to owner,fre rid hm,33.789873299999996,-118.1892511,FALSE,TRUE,"33.7898733, -118.1892511"
A715037,*serena,cat,gray tabby,white,Spayed,2023-02-15,2024-02-15,normal,owner surrender,otc,NA,2024-02-23,"1900 BLOCK RAYMOND AVE., SIGNAL HILL, CA 90755",Signal Hill,adoption,web,33.7918766,-118.164179,FALSE,TRUE,"33.7918766, -118.164179"
A715032,*wyatt,cat,white,black,Neutered,2023-02-15,2024-02-15,normal,owner surrender,otc,NA,2024-03-24,"1900 BLOCK RAYMOND AVE., SIGNAL HILL, CA 90755",Signal Hill,community cat,NA,33.7918766,-118.164179,FALSE,TRUE,"33.7918766, -118.164179"
A715034,*glenn,cat,black,white,Neutered,2023-02-15,2024-02-15,normal,owner surrender,otc,NA,2024-02-28,"1900 BLOCK RAYMOND AVE., SIGNAL HILL, CA 90755",Signal Hill,adoption,web,33.7918766,-118.164179,FALSE,TRUE,"33.7918766, -118.164179"
A693956,*becky,cat,calico,NA,Spayed,2017-02-26,2023-02-26,normal,stray,otc,NA,2023-03-02,"1800 BLK MAINE AVE, LONG BEACH CA, 90806",Long Beach,transfer,spcala,33.789886,-118.2006222,FALSE,TRUE,"33.789886, -118.2006222"
A656698,NA,cat,white,black,Female,2021-04-01,2021-04-25,normal,stray,otc,NA,2021-05-02,"1900 CEDAR AVE, LONG BEACH, CA 90806",Long Beach,rescue,catpaws,33.7918539,-118.1948868,FALSE,TRUE,"33.7918539, -118.1948868"
A605511,ginger,cat,white,brown,Female,2017-09-29,2018-03-29,normal,owner surrender,otc,owner prob,2018-03-30,"1800 BLK MARBER AVE, LONG BEACH, CA 90815",Long Beach,transfer,spcala,33.7889566,-118.1231717,FALSE,TRUE,"33.7889566, -118.1231717"
A635173,NA,wild,brown,NA,Unknown,2019-09-18,2019-10-18,ill moderatete,wildlife,field,NA,2019-10-18,"1900 CONQUISTA AVE, LONG BEACH, CA 90815",Long Beach,euthanasia,ill modera,33.7909806,-118.1088171,TRUE,FALSE,"33.7909806, -118.1088171"
A645739,NA,cat,white,black,Female,2020-05-17,2020-07-17,normal,stray,otc,NA,2020-07-17,"1900 E 15TH ST, LONG BEACH, CA 90813",Long Beach,rescue,littlepaws,33.7862278,-118.1687299,FALSE,TRUE,"33.7862278, -118.1687299"
A707308,*rainbow bright,cat,gray tabby,NA,Female,2023-08-26,2023-09-22,under age/weight,stray,otc,NA,2023-09-25,1800 BLK MARTIN LUTHER KING JR BLVD. LONG BEACH CA 90806,Long Beach,rescue,littlelion,33.7898623,-118.1806444,FALSE,TRUE,"33.7898623, -118.1806444"
A675431,NA,bird,black,NA,Unknown,2021-11-22,2022-05-22,ill severe,wildlife,field,NA,2022-05-22,"1800 BLK MCNAB AVE, LONG BEACH, CA 90815",Long Beach,transfer,lbah,33.7890507,-118.1123822,FALSE,TRUE,"33.7890507, -118.1123822"
A631925,NA,cat,brown  tabby,white,Female,2019-04-14,2019-08-14,ill mild,stray,otc,NA,2019-08-17,"1900 E 15TH ST, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.7862278,-118.1687299,TRUE,FALSE,"33.7862278, -118.1687299"
A599353,*orville,dog,white,black,Male,2017-09-28,2017-10-28,under age/weight,owner surrender,otc,owner prob,2017-11-26,"1800 BLK MYRTLE AVE, LONG BEACH, CA 90806",Long Beach,transfer,spcala,33.7898551,-118.1817775,FALSE,TRUE,"33.7898551, -118.1817775"
A652164,*greyworm,cat,black,brown,Neutered,2020-09-10,2020-12-10,ill mild,stray,otc,NA,2021-01-09,"1900 E 19TH ST, LONG BEACH, CA 90806",Long Beach,adoption,web,33.7916642,-118.1687337,FALSE,TRUE,"33.7916642, -118.1687337"
A652172,*missandei,cat,black,brown,Spayed,2020-09-10,2020-12-10,ill mild,stray,otc,NA,2021-01-06,"1900 E 19TH ST, LONG BEACH, CA 90806",Long Beach,adoption,web,33.7916642,-118.1687337,FALSE,TRUE,"33.7916642, -118.1687337"
A704667,*sasha fierce,cat,white,gray,Unknown,2023-08-09,2023-08-11,under age/weight,stray,otc,NA,2023-08-23,1800 BLK N BRITTON DRIVE LONG BEACH CA 90815,Long Beach,died,in foster,33.7887777,-118.1192374,TRUE,FALSE,"33.7887777, -118.1192374"
A714835,roxie,dog,white,brown brindle,Spayed,2020-02-13,2024-04-01,normal,stray,otc,NA,2024-04-04,"1900 E 19TH ST. LONG BEACH, CA 90806",Long Beach,return to owner,fre rid hm,33.7916642,-118.1687337,FALSE,TRUE,"33.7916642, -118.1687337"
A678709,*lil rascal,dog,red,NA,Neutered,2020-07-02,2022-07-01,normal,stray,field,NA,2022-07-07,"1900 E 64TH ST, LONG BEACH, CA 90805",Long Beach,adoption,NA,33.8707611,-118.1695313,FALSE,TRUE,"33.8707611, -118.1695313"
A720567,NA,cat,black,NA,Unknown,NA,2024-05-10,under age/weight,stray,otc,NA,2024-05-10,1800 BLK N LINSLEY COURT LONG BEACH CA 90806,Long Beach,euthanasia,ill severe,33.7906065,-118.1802722,TRUE,FALSE,"33.7906065, -118.1802722"
A614650,NA,cat,black,NA,Unknown,2018-08-14,2018-09-14,ill severe,stray,field,NA,2018-09-14,"1800 BLK N LINSLEY CT, LONG BEACH, CA 90806",Long Beach,euthanasia,ill severe,33.7906065,-118.1802722,TRUE,FALSE,"33.7906065, -118.1802722"
A666567,NA,wild,gray,black,Unknown,NA,2021-11-10,ill severe,wildlife,field,NA,2021-11-10,"1900 E JACKSON ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8517738,-118.1691399,TRUE,FALSE,"33.8517738, -118.1691399"
A617691,NA,other,black,NA,Unknown,2017-11-17,2018-11-17,injured  severe,wildlife,field,NA,2018-11-17,"1900 E OCEAN BLVD, LONG BEACH, CA 90802",Long Beach,euthanasia,inj severe,33.7641946,-118.1696368,TRUE,FALSE,"33.7641946, -118.1696368"
A614651,NA,cat,black,NA,Unknown,2018-08-14,2018-09-14,ill severe,stray,field,NA,2018-09-14,"1800 BLK N LINSLEY CT, LONG BEACH, CA 90806",Long Beach,euthanasia,ill severe,33.7906065,-118.1802722,TRUE,FALSE,"33.7906065, -118.1802722"
A588812,NA,cat,brown  tabby,white,Male,2017-03-14,2017-04-19,under age/weight,stray,otc,NA,2017-04-21,"1900 E POINSETTIA ST, LONG BEACH, CA 90805",Long Beach,rescue,fndanifoun,33.8699302,-118.1696368,FALSE,TRUE,"33.8699302, -118.1696368"
A592423,NA,other,pink,NA,Unknown,NA,2017-06-25,under age/weight,wildlife,field,NA,2017-06-25,"1800 BLK N RESERVOIR DR W, SIGNAL HILL, CA 90755",Signal Hill,euthanasia,undrage/wt,33.7898533,-118.149555,TRUE,FALSE,"33.7898533, -118.149555"
A654464,rocko,dog,brown,NA,Male,2020-02-25,2024-07-20,behavior  moderate,stray,otc,NA,2024-08-09,"1900 E POPPY ST, LONG BEACH, CA 90805",Long Beach,euthanasia,beh severe,33.868133,-118.1695225,TRUE,FALSE,"33.868133, -118.1695225"
A632420,buddy,dog,gray,white,Neutered,2014-08-23,2019-08-23,normal,stray,otc,NA,2019-08-23,"1900 E WARDLOW RD, LONG BEACH, CA 90807",Long Beach,return to owner,walkin,33.818723,-118.1686236,FALSE,TRUE,"33.818723, -118.1686236"
A643623,*peter piper,dog,tan,NA,Male,2019-06-08,2020-06-08,ill moderatete,stray,field,NA,2020-06-16,"1900 JACKSON ST, LONG BEACH, CA 90805",Long Beach,rescue,ahm4ever,33.8517738,-118.1691399,FALSE,TRUE,"33.8517738, -118.1691399"
A663948,*kelly,cat,black,white,Female,2021-08-17,2021-09-17,ill mild,stray,otc,NA,2021-09-18,"1800 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",Long Beach,rescue,littlelion,33.7887355,-118.0992063,FALSE,TRUE,"33.7887355, -118.0992063"
A610743,*mandrake,cat,gray tabby,white,Male,2015-07-07,2018-07-07,normal,stray,otc,NA,2018-07-25,"1800 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",Long Beach,transfer,spcala,33.7887355,-118.0992063,FALSE,TRUE,"33.7887355, -118.0992063"
A354875,lil man,dog,blonde,NA,Neutered,2007-06-07,2017-10-21,normal,stray,field,NA,2017-10-26,"1800 BLK OBISPO AVE, SIGNAL HILL, CA 90755",Signal Hill,return to owner,walkin,33.7898479,-118.1545754,FALSE,TRUE,"33.7898479, -118.1545754"
A594710,sophia,dog,black,white,Female,2014-08-03,2017-08-03,normal,owner surrender,otc,move,2017-08-04,"1900 LOCUST AVE, LONG BEACH, CA 90806",Long Beach,transfer,spcala,33.7918121,-118.1907792,FALSE,TRUE,"33.7918121, -118.1907792"
A722094,*pearl,cat,gray,NA,Female,2024-05-02,2024-06-02,ill moderatete,stray,field,NA,2024-06-02,1800 BLK OLIVE AVE,Long Beach,rescue,littlelion,33.7898725,-118.1828574,FALSE,TRUE,"33.7898725, -118.1828574"
A579659,nino,dog,white,brown,Neutered,2014-08-17,2017-08-03,normal,owner surrender,otc,move,2017-08-19,"1900 LOCUST AVE, LONG BEACH, CA 90806",Long Beach,adoption,spcala,33.7918121,-118.1907792,FALSE,TRUE,"33.7918121, -118.1907792"
A679415,*lucy,dog,brown,tricolor,Female,2022-04-10,2022-07-10,normal,stray,otc,NA,2022-07-18,"1900 LONG BEACH BLVD, LONG BEACH, CA 90806",Long Beach,rescue,kriskelly,33.792138,-118.188935,FALSE,TRUE,"33.792138, -118.188935"
A614079,NA,dog,white,tan,Female,2015-09-03,2018-09-03,injured  mild,stray,field,NA,2018-09-04,"1800 BLK OLIVE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,inj severe,33.7898725,-118.1828574,TRUE,FALSE,"33.7898725, -118.1828574"
A703164,NA,bird,gray,yellow,Unknown,NA,2023-07-20,injured  moderate,wildlife,field,NA,2023-07-20,"1900 MARBER AVE, LONG BEACH, CA 90815",Long Beach,rescue,other resc,33.7905834,-118.1239032,FALSE,TRUE,"33.7905834, -118.1239032"
A590447,fluffy,cat,brown,NA,Male,2013-05-18,2017-05-18,normal,owner surrender,otc,no home,2017-05-19,"1800 BLK OLIVE AVE, LONG BEACH, CA 90806",Long Beach,transfer,spcala,33.7898725,-118.1828574,FALSE,TRUE,"33.7898725, -118.1828574"
A669794,trigger,dog,brown,white,Neutered,2012-01-27,2022-01-27,normal,stray,otc,NA,2022-01-28,"1900 MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90806",Long Beach,return to owner,walkin,33.7914622,-118.1803622,FALSE,TRUE,"33.7914622, -118.1803622"
A672644,piper,cat,white,black,Spayed,2022-04-02,2022-04-03,under age/weight,stray,field,NA,2022-07-10,"1900 OLIVE AVE, LONG BEACH, CA 90806",Long Beach,adoption,web,33.7916675,-118.1828537,FALSE,TRUE,"33.7916675, -118.1828537"
A586078,NA,dog,silver,tan,Female,2014-02-21,2017-02-21,injured  severe,stray,field,NA,2017-03-02,"1800 BLK ORANGE AVE, LONG BEACH, CA 90806",Long Beach,transfer,spcala,33.7898538,-118.1762891,FALSE,TRUE,"33.7898538, -118.1762891"
A613667,*jewels,cat,orange tabby,white,Female,2018-03-26,2018-08-26,normal,stray,otc,NA,2018-12-13,"1900 OLIVE AVE, LONG BEACH, CA 90806",Long Beach,adoption,pfe/pawshp,33.7916675,-118.1828537,FALSE,TRUE,"33.7916675, -118.1828537"
A712990,*americano,cat,white,black,Neutered,2023-12-08,2024-01-08,i/i report,stray,field,NA,2024-03-14,1900 RAYMOND,Signal Hill,adoption,web,33.8044614,-118.1678456,FALSE,TRUE,"33.8044614, -118.1678456"
A705843,*jujube,cat,calico,NA,Female,2023-07-22,2023-08-31,ill moderatete,stray,field,NA,2023-09-01,"1800 BLK ORANGE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,inj severe,33.7898538,-118.1762891,TRUE,FALSE,"33.7898538, -118.1762891"
A712991,NA,cat,white,black,Male,2023-12-08,2024-01-08,i/i report,stray,field,NA,2024-01-09,1900 RAYMOND,Signal Hill,euthanasia,ill severe,33.8044614,-118.1678456,TRUE,FALSE,"33.8044614, -118.1678456"
A628175,NA,cat,brown  tabby,NA,Male,2019-06-09,2019-06-12,under age/weight,stray,otc,NA,2019-06-12,"1800 BLK ORANGE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,undrage/wt,33.7898538,-118.1762891,TRUE,FALSE,"33.7898538, -118.1762891"
A628177,NA,cat,brown  tabby,NA,Unknown,2019-06-09,2019-06-12,under age/weight,stray,otc,NA,2019-06-12,"1800 BLK ORANGE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,undrage/wt,33.7898538,-118.1762891,TRUE,FALSE,"33.7898538, -118.1762891"
A712988,*mocha,cat,white,black,Spayed,2023-12-08,2024-01-08,i/i report,stray,field,NA,2024-03-15,1900 RAYMOND,Signal Hill,adoption,web,33.8044614,-118.1678456,FALSE,TRUE,"33.8044614, -118.1678456"
A606157,cali,cat,gray,NA,Neutered,2014-04-12,2018-04-12,normal,owner surrender,otc,move,2018-04-15,"1800 BLK OREGON AVE, LONG BEACH, CA 90806",Long Beach,adoption,walkin,33.7899482,-118.2017738,FALSE,TRUE,"33.7899482, -118.2017738"
A655743,mac,dog,tricolor,black,Neutered,2018-03-31,2021-04-01,normal,owner surrender,otc,bites,2021-06-04,"1800 BLK OREGON AVE, LONG BEACH, CA 90806",Long Beach,adoption,web,33.7899482,-118.2017738,FALSE,TRUE,"33.7899482, -118.2017738"
A649733,NA,wild,brown,NA,Unknown,2020-04-05,2020-10-05,ill severe,wildlife,field,NA,2020-10-05,"1900 RAYMOND AVE, SIGNAL HILL, CA 90755",Signal Hill,transfer,lbah,33.7918753,-118.1642211,FALSE,TRUE,"33.7918753, -118.1642211"
A594082,NA,cat,brown  tabby,NA,Male,2017-06-25,2017-07-23,under age/weight,stray,otc,NA,2017-07-23,"1900 SAINT LOUIS AVE, SIGNAL HILL, CA 90755",Signal Hill,euthanasia,undrage/wt,33.7916894,-118.1665616,TRUE,FALSE,"33.7916894, -118.1665616"
A650267,NA,cat,gray,NA,Female,2020-09-21,2020-10-21,under age/weight,stray,otc,NA,2020-10-23,"1800 BLK ORIZABA AVE, SIGNAL HILL, CA 90755",Signal Hill,rescue,fndanifoun,33.7898492,-118.1567736,FALSE,TRUE,"33.7898492, -118.1567736"
A673824,NA,other,gray,black,Unknown,NA,2022-04-30,injured  moderate,wildlife,otc,NA,2022-04-30,"1800 BLK OSTROM AVE, LONG BEACH, CA 90815",Long Beach,euthanasia,ill severe,33.7888819,-118.1011826,TRUE,FALSE,"33.7888819, -118.1011826"
A572626,stella,dog,white,NA,Spayed,2014-06-09,2017-03-28,normal,stray,field,NA,2017-03-28,"1900 SHIPWAY AVE, LONG BEACH, CA 90815",Long Beach,return to owner,tag id,33.7903574,-118.0950634,FALSE,TRUE,"33.7903574, -118.0950634"
A653772,charlie,cat,orange,white,Male,2021-01-24,2021-02-07,under age/weight,stray,otc,NA,2021-02-07,"1800 BLK PACIFIC AVE, LONG BEACH, CA 90806",Long Beach,rescue,littlepaws,33.7898474,-118.1937243,FALSE,TRUE,"33.7898474, -118.1937243"
A699012,NA,wild,pink,NA,Unknown,NA,2023-05-18,under age/weight,wildlife,field,NA,2023-05-18,"1900 TEMPLE AVE, SIGNAL HILL, CA 90755",Signal Hill,euthanasia,undrage/wt,33.7919712,-118.1586484,TRUE,FALSE,"33.7919712, -118.1586484"
A653770,NA,cat,orange,white,Female,2020-07-07,2021-02-07,normal,stray,otc,NA,2021-02-07,"1800 BLK PACIFIC AVE, LONG BEACH, CA 90806",Long Beach,rescue,littlepaws,33.7898474,-118.1937243,FALSE,TRUE,"33.7898474, -118.1937243"
A699018,NA,wild,pink,NA,Unknown,NA,2023-05-18,under age/weight,wildlife,field,NA,2023-05-18,"1900 TEMPLE AVE, SIGNAL HILL, CA 90755",Signal Hill,euthanasia,undrage/wt,33.7919712,-118.1586484,TRUE,FALSE,"33.7919712, -118.1586484"
A590808,NA,cat,orange tabby,NA,Male,2017-04-25,2017-05-25,ill mild,stray,trap,NA,2017-05-26,"1800 BLK PASADENA, LONG BEACH, CA 90806",Long Beach,rescue,littlelion,33.7900206,-118.1869061,FALSE,TRUE,"33.7900206, -118.1869061"
A724924,NA,bird,black,NA,Unknown,NA,2024-07-17,ill moderatete,wildlife,field,NA,2024-07-17,"1900 VOLK AVE, LONG BEACH, CA 90815",Long Beach,transport,other resc,33.7905378,-118.0958705,FALSE,TRUE,"33.7905378, -118.0958705"
A696869,NA,cat,black,white,Unknown,NA,2023-04-15,ill severe,stray,field,NA,2023-04-15,"1800 BLK PHILLIPS ST, LONG BEACH CA, 90805",Long Beach,euthanasia,at vet,33.858741,-118.1704932,TRUE,FALSE,"33.858741, -118.1704932"
A705282,NA,bird,black,NA,Unknown,NA,2023-08-23,injured  mild,wildlife,field,NA,2023-08-23,"1900 W 32ND ST, LONG BEACH, CA 90810",Long Beach,transfer,lbah,33.815508,-118.2178257,FALSE,TRUE,"33.815508, -118.2178257"
A685666,NA,bird,blue,white,Unknown,2019-10-01,2022-10-01,ill severe,stray,field,NA,2022-10-01,"1900 W PEIR D ST, LONG BEACH, CA 90802",Long Beach,rescue,ibr,33.7627257,-118.2177744,FALSE,TRUE,"33.7627257, -118.2177744"
A624315,*gizmo,cat,gray tabby,NA,Neutered,2016-04-06,2019-04-06,normal,stray,otc,NA,2019-05-09,"19000 BLK ALIDA AVE, CERRITOS, CA 90703",Cerritos,"shelter, neuter, return",straycatal,33.8528787,-118.0774022,FALSE,TRUE,"33.8528787, -118.0774022"
A725011,corona,cat,black,white,Spayed,2024-06-14,2024-07-18,under age/weight,stray,otc,NA,2024-07-18,1800 BLK PINE AVE LONG BEACH CA 90807,Long Beach,duplicate,NA,33.7898836,-118.1920127,FALSE,TRUE,"33.7898836, -118.1920127"
A725014,*modelo,cat,gray tabby,NA,Female,2024-06-14,2024-07-18,under age/weight,stray,otc,NA,2024-07-18,1800 BLK PINE AVE LONG BEACH CA 90807,Long Beach,duplicate,NA,33.7898836,-118.1920127,FALSE,TRUE,"33.7898836, -118.1920127"
A729212,NA,bird,yellow,gray,Unknown,NA,2024-10-02,normal,owner surrender,otc,owner prob,2024-10-07,19000 BLK ALLINGHAM AVE CERRITOS CA 90703,Cerritos,adoption,walkin,33.857744,-118.0988188,FALSE,TRUE,"33.857744, -118.0988188"
A725016,blue moon,cat,blue,NA,Spayed,2024-06-14,2024-07-18,under age/weight,stray,otc,NA,2024-08-30,"1800 BLK PINE AVE, LONG BEACH 90806",Long Beach,rescue,littlelion,33.7898836,-118.1920127,FALSE,TRUE,"33.7898836, -118.1920127"
A628980,misty,cat,gray,NA,Neutered,2005-06-27,2019-06-27,normal,owner surrender,otc,move,2019-09-07,"19000 BLK ALLINGHAM AVE, CERRITOS, CA 90703",Cerritos,adoption,walkin,33.8577446,-118.0988196,FALSE,TRUE,"33.8577446, -118.0988196"
A654768,*fry,dog,brown brindle,white,Male,2021-01-06,2021-03-06,normal,stray,field,NA,2021-03-11,"1800 BLK PINE AVE, LONG BEACH, CA 90806",Long Beach,rescue,roaddogs,33.7898836,-118.1920127,FALSE,TRUE,"33.7898836, -118.1920127"
A701520,canelo,dog,brown,black,Neutered,2022-06-23,2023-06-23,normal,stray,otc,NA,2023-06-28,19000 BLK BLOOMFIELD AVE CERRITOS CA 90703,Long Beach,adoption,web,33.8577462,-118.06323,FALSE,TRUE,"33.8577462, -118.06323"
A722120,*elliot,cat,lynx point,NA,Neutered,2024-04-27,2024-06-03,normal,stray,otc,NA,2024-07-04,"19000 BLK BLOOMFIELD AVE, CERRITOS",Cerritos,adoption,web,33.8577462,-118.06323,FALSE,TRUE,"33.8577462, -118.06323"
A673817,*spirit,dog,tricolor,NA,Female,2017-04-30,2022-04-30,welfare seizures,welfare seized,aban field,NA,2022-06-07,"1800 BLK PINE AVE, LONG BEACH, CA 90806",Long Beach,adoption,NA,33.7898836,-118.1920127,FALSE,TRUE,"33.7898836, -118.1920127"
A634429,NA,dog,tan,NA,Male,2018-10-02,2019-10-02,injured  severe,stray,field,NA,2019-10-02,"1800 BLK PINE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,at vet,33.7898836,-118.1920127,TRUE,FALSE,"33.7898836, -118.1920127"
A673471,gerard,cat,black,white,Neutered,2022-03-23,2022-04-23,under age/weight,stray,otc,NA,2022-05-06,"19000 BLK BLOOMFIELD AVE, CERRITOS, CA 90703",Long Beach,adoption,web,33.8577462,-118.06323,FALSE,TRUE,"33.8577462, -118.06323"
A652140,*gumdrop,cat,white,black,Spayed,2020-07-09,2020-12-09,normal,stray,otc,NA,2020-12-16,"1800 BLK ROSE AVE, LONG BEACH CA 90806",Long Beach,adoption,folba,33.7898613,-118.1698182,FALSE,TRUE,"33.7898613, -118.1698182"
A728627,*ja,cat,brown  tabby,white,Neutered,2024-07-14,2024-09-14,under age/weight,stray,otc,NA,2024-09-26,1800 BLK SAN ANSELINE AVE LONG BEACH CA 90815,Long Beach,rescue,littlelion,33.7889731,-118.1207764,FALSE,TRUE,"33.7889731, -118.1207764"
A591242,NA,cat,black,NA,Female,2017-05-02,2017-06-02,under age/weight,stray,field,NA,2017-06-09,"1800 BLK SAN FRANCISCO AVE, LONG BEACH, CA 90806",Long Beach,rescue,fndanifoun,33.7896885,-118.2031448,FALSE,TRUE,"33.7896885, -118.2031448"
A672759,*sally,dog,tan,white,Female,2021-04-07,2022-04-07,normal,stray,otc,NA,2022-08-26,"1800 BLK SAN FRANSCISCO AVE, LONG BEACH, CA 90806",Long Beach,adoption,NA,33.7896885,-118.2031448,FALSE,TRUE,"33.7896885, -118.2031448"
A726401,jerry,cat,brown  tabby,NA,Neutered,2024-07-07,2024-08-07,under age/weight,stray,otc,NA,2024-08-16,19000 BLK ELMIRA COURT CERRITOS CA 90703,Cerritos,rescue,littlelion,33.8544092,-118.094258,FALSE,TRUE,"33.8544092, -118.094258"
A667125,ambi,dog,white,black,Female,2021-02-13,2021-11-23,normal,stray,otc,NA,2021-11-24,"1800 BLK SANTA FE AVE, LONG BEACH, CA 90810",Long Beach,return to owner,walkin,33.78991920000001,-118.2154148,FALSE,TRUE,"33.78991920000001, -118.2154148"
A726402,donna,cat,seal point,NA,Spayed,2024-07-07,2024-08-07,under age/weight,stray,otc,NA,2024-08-16,19000 BLK ELMIRA COURT CERRITOS CA 90703,Cerritos,rescue,littlelion,33.8544092,-118.094258,FALSE,TRUE,"33.8544092, -118.094258"
A720248,*ekewaka,reptile,green,yellow,Male,2023-05-05,2024-05-05,injured  mild,stray,otc,NA,2024-05-10,"1800 BLK SHIPWAY AVE, LONG BEACH 90815",Long Beach,transfer,other resc,33.7888484,-118.0958289,FALSE,TRUE,"33.7888484, -118.0958289"
A635358,deloris,dog,gray,white,Spayed,2016-10-25,2019-10-25,normal,owner surrender,otc,abandon,2019-11-01,"19000 BLK ELMIRA CT, CERRITOS, CA 90703",Cerritos,rescue,dogwobdr,33.8544092,-118.094258,FALSE,TRUE,"33.8544092, -118.094258"
A673132,NA,rabbit,brown,NA,Unknown,NA,2022-04-15,injured  severe,wildlife,field,NA,2022-04-15,"1800 BLK STEVELY AVE, LONG BEACH, CA 90815",Long Beach,euthanasia,ill severe,33.789171,-118.0958091,TRUE,FALSE,"33.789171, -118.0958091"
A626625,NA,cat,gray,white,Female,2019-05-10,2019-05-18,under age/weight,stray,trap,NA,2019-06-07,"19000 BLK FAGAN CT, CERRITOS, CA 90703",Cerritos,died,in kennel,33.8566058,-118.0728249,TRUE,FALSE,"33.8566058, -118.0728249"
A496881,hip-hop,dog,black,white,Spayed,2012-04-06,2017-06-24,normal,owner surrender,otc,cost,2017-06-25,"1800 BLK TEMPLE AVE, SIGNAL HILL, CA 90755",Signal Hill,transfer,spcala,33.7900226,-118.1589406,FALSE,TRUE,"33.7900226, -118.1589406"
A626242,black beard,guinea pig,black,NA,Male,2018-05-11,2019-05-11,normal,owner surrender,otc,NA,2019-06-06,"1800 BLK TERMINO AVE, LONG BEACH, CA 90804",Long Beach,adoption,walkin,33.79023,-118.145659,FALSE,TRUE,"33.79023, -118.145659"
A619138,*harvest,cat,calico,NA,Spayed,2017-12-22,2019-05-17,normal,stray,otc,NA,2019-05-24,"19000 BLK FAGAN CT, CERRITOS, CA 90703",Cerritos,"shelter, neuter, return",straycatal,33.8566058,-118.0728249,FALSE,TRUE,"33.8566058, -118.0728249"
A543420,cooper,dog,black,brown,Neutered,2012-01-01,2017-02-25,normal,owner surrender,otc,move,2017-04-01,"1800 BLK TERMINO, LONG BEACH, CA 90804",Long Beach,transport,other shel,33.79023,-118.145659,FALSE,TRUE,"33.79023, -118.145659"
A631648,NA,cat,tortie,NA,Female,2019-06-10,2019-08-10,normal,stray,otc,NA,2019-09-06,"19000 BLK GEORGINA CIR, CERRITOS, CA 90703",Long Beach,rescue,littlepaws,33.8529966,-118.0815098,FALSE,TRUE,"33.8529966, -118.0815098"
A652316,NA,bird,black,gray,Unknown,NA,2020-12-17,ill moderatete,wildlife,field,NA,2020-12-17,"1800 BLK TULANE AVE, LONG BEACH, CA 90815",Long Beach,transfer,NA,33.7881872,-118.1276098,FALSE,TRUE,"33.7881872, -118.1276098"
