fiscal_year,month_grouping,month_abbv,component,land_border_region,area_of_responsibility,aor_abbv,demographic,citizenship,title_of_authority,encounter_type,encounter_count
2021,FYTD,APR,Office of Field Operations,Other,Los Angeles Field Office,Los Angeles,Single Adults,PHILIPPINES,Title 8,Inadmissibles,179
2021,FYTD,APR,Office of Field Operations,Other,Los Angeles Field Office,Los Angeles,Single Adults,ROMANIA,Title 8,Inadmissibles,6
2021,FYTD,APR,Office of Field Operations,Other,Los Angeles Field Office,Los Angeles,Single Adults,RUSSIA,Title 8,Inadmissibles,23
2021,FYTD,APR,Office of Field Operations,Other,Los Angeles Field Office,Los Angeles,Single Adults,TURKEY,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,Los Angeles Field Office,Los Angeles,Single Adults,UKRAINE,Title 8,Inadmissibles,30
2021,FYTD,APR,Office of Field Operations,Other,Los Angeles Field Office,Los Angeles,Single Adults,VENEZUELA,Title 8,Inadmissibles,4
2021,FYTD,APR,Office of Field Operations,Other,Los Angeles Field Office,Los Angeles,UC / Single Minors,OTHER,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,FMUA,BRAZIL,Title 8,Inadmissibles,5
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,FMUA,GUATEMALA,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,FMUA,OTHER,Title 8,Inadmissibles,9
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,FMUA,VENEZUELA,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,BRAZIL,Title 8,Inadmissibles,27
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,CANADA,Title 8,Inadmissibles,5
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,COLOMBIA,Title 8,Inadmissibles,109
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,CUBA,Title 8,Inadmissibles,10
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,ECUADOR,Title 8,Inadmissibles,20
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,EL SALVADOR,Title 8,Inadmissibles,5
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,GUATEMALA,Title 8,Inadmissibles,12
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,HAITI,Title 8,Inadmissibles,17
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,HONDURAS,Title 8,Inadmissibles,59
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,INDIA,Title 8,Inadmissibles,35
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,MEXICO,Title 8,Inadmissibles,17
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,NICARAGUA,Title 8,Inadmissibles,23
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,OTHER,Title 8,Inadmissibles,244
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,PERU,Title 8,Inadmissibles,14
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,PHILIPPINES,Title 8,Inadmissibles,85
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,ROMANIA,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,RUSSIA,Title 8,Inadmissibles,27
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,TURKEY,Title 8,Inadmissibles,7
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,UKRAINE,Title 8,Inadmissibles,37
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,Single Adults,VENEZUELA,Title 8,Inadmissibles,48
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,UC / Single Minors,CANADA,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,UC / Single Minors,COLOMBIA,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,UC / Single Minors,HAITI,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,Miami Field Office,Miami,UC / Single Minors,OTHER,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,355
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,COLOMBIA,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,INDIA,Title 8,Inadmissibles,135
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,MEXICO,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,49
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,OTHER,Title 8,Inadmissibles,283
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,PERU,Title 8,Inadmissibles,17
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,PHILIPPINES,Title 8,Inadmissibles,790
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,ROMANIA,Title 8,Inadmissibles,4
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,RUSSIA,Title 8,Inadmissibles,99
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,TURKEY,Title 8,Inadmissibles,10
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,UKRAINE,Title 8,Inadmissibles,130
2021,FYTD,APR,Office of Field Operations,Other,New Orleans Field Office,New Orleans,Single Adults,VENEZUELA,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,FMUA,BRAZIL,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,FMUA,COLOMBIA,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,FMUA,INDIA,Title 8,Inadmissibles,6
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,BRAZIL,Title 8,Inadmissibles,13
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,CANADA,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,150
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,COLOMBIA,Title 8,Inadmissibles,55
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,ECUADOR,Title 8,Inadmissibles,12
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,EL SALVADOR,Title 8,Inadmissibles,4
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,GUATEMALA,Title 8,Inadmissibles,7
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,HAITI,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,HONDURAS,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,INDIA,Title 8,Inadmissibles,153
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,MEXICO,Title 8,Inadmissibles,28
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,33
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,NICARAGUA,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,OTHER,Title 8,Inadmissibles,298
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,PERU,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,PHILIPPINES,Title 8,Inadmissibles,317
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,ROMANIA,Title 8,Inadmissibles,13
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,RUSSIA,Title 8,Inadmissibles,91
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,TURKEY,Title 8,Inadmissibles,43
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,UKRAINE,Title 8,Inadmissibles,87
2021,FYTD,APR,Office of Field Operations,Other,New York Field Office,New York,Single Adults,VENEZUELA,Title 8,Inadmissibles,6
2021,FYTD,APR,Office of Field Operations,Other,Portland Field Office,Portland,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,24
2021,FYTD,APR,Office of Field Operations,Other,Portland Field Office,Portland,Single Adults,COLOMBIA,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,Portland Field Office,Portland,Single Adults,INDIA,Title 8,Inadmissibles,15
2021,FYTD,APR,Office of Field Operations,Other,Portland Field Office,Portland,Single Adults,MEXICO,Title 8,Inadmissibles,34
2021,FYTD,APR,Office of Field Operations,Other,Portland Field Office,Portland,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,42
2021,FYTD,APR,Office of Field Operations,Other,Portland Field Office,Portland,Single Adults,OTHER,Title 8,Inadmissibles,40
2021,FYTD,APR,Office of Field Operations,Other,Portland Field Office,Portland,Single Adults,PHILIPPINES,Title 8,Inadmissibles,18
2021,FYTD,APR,Office of Field Operations,Other,Portland Field Office,Portland,Single Adults,ROMANIA,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,Portland Field Office,Portland,Single Adults,TURKEY,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,Portland Field Office,Portland,Single Adults,VENEZUELA,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,FMUA,CANADA,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,4
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,FMUA,OTHER,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,FMUA,PHILIPPINES,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,BRAZIL,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,CANADA,Title 8,Inadmissibles,295
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,CUBA,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,HAITI,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,INDIA,Title 8,Inadmissibles,10
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,MEXICO,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,OTHER,Title 8,Inadmissibles,78
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,ROMANIA,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,RUSSIA,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,TURKEY,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,UKRAINE,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,Single Adults,VENEZUELA,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,UC / Single Minors,CANADA,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,Preclearance Field Office,Preclearance,UC / Single Minors,OTHER,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,San Diego Field Office,San Diego,Single Adults,INDIA,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,San Diego Field Office,San Diego,Single Adults,MEXICO,Title 8,Inadmissibles,6
2021,FYTD,APR,Office of Field Operations,Other,San Diego Field Office,San Diego,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,16
2021,FYTD,APR,Office of Field Operations,Other,San Diego Field Office,San Diego,Single Adults,OTHER,Title 8,Inadmissibles,14
2021,FYTD,APR,Office of Field Operations,Other,San Diego Field Office,San Diego,Single Adults,PHILIPPINES,Title 8,Inadmissibles,9
2021,FYTD,APR,Office of Field Operations,Other,San Diego Field Office,San Diego,Single Adults,UKRAINE,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,FMUA,MEXICO,Title 8,Inadmissibles,6
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,FMUA,PHILIPPINES,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,BRAZIL,Title 8,Inadmissibles,6
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,CANADA,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,67
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,COLOMBIA,Title 8,Inadmissibles,5
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,EL SALVADOR,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,HONDURAS,Title 8,Inadmissibles,8
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,INDIA,Title 8,Inadmissibles,111
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,MEXICO,Title 8,Inadmissibles,144
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,40
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,NICARAGUA,Title 8,Inadmissibles,5
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,OTHER,Title 8,Inadmissibles,114
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,PERU,Title 8,Inadmissibles,7
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,PHILIPPINES,Title 8,Inadmissibles,195
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,ROMANIA,Title 8,Inadmissibles,4
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,RUSSIA,Title 8,Inadmissibles,12
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,UKRAINE,Title 8,Inadmissibles,15
2021,FYTD,APR,Office of Field Operations,Other,San Francisco Field Office,San Francisco,Single Adults,VENEZUELA,Title 8,Inadmissibles,1
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,FMUA,COLOMBIA,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,FMUA,HAITI,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,FMUA,OTHER,Title 8,Inadmissibles,15
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,BRAZIL,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,7
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,COLOMBIA,Title 8,Inadmissibles,10
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,EL SALVADOR,Title 8,Inadmissibles,2
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,GUATEMALA,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,HAITI,Title 8,Inadmissibles,11
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,HONDURAS,Title 8,Inadmissibles,11
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,INDIA,Title 8,Inadmissibles,33
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,MEXICO,Title 8,Inadmissibles,15
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,NICARAGUA,Title 8,Inadmissibles,9
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,OTHER,Title 8,Inadmissibles,165
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,PHILIPPINES,Title 8,Inadmissibles,59
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,ROMANIA,Title 8,Inadmissibles,3
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,RUSSIA,Title 8,Inadmissibles,11
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,TURKEY,Title 8,Inadmissibles,37
2021,FYTD,APR,Office of Field Operations,Other,San Juan Field Office,San Juan,Single Adults,UKRAINE,Title 8,Inadmissibles,15
