Entity,Code,Year,"Total population (Gapminder, HYDE & UN)",Continent,"GDP per capita, PPP (constant 2011 international $)",Fixed telephone subscriptions (per 100 people)
Belgium,BEL,1874,5280844,,,
Belgium,BEL,1875,5327808,,,
Belgium,BEL,1876,5376561,,,
Belgium,BEL,1877,5420308,,,
Belgium,BEL,1878,5472678,,,
Belgium,BEL,1879,5523637,,,
Belgium,BEL,1880,5574831,,,
Belgium,BEL,1881,5624971,,,
Belgium,BEL,1882,5677656,,,
Belgium,BEL,1883,5730541,,,
Belgium,BEL,1884,5786032,,,
Belgium,BEL,1885,5841590,,,
Belgium,BEL,1886,5898456,,,
Belgium,BEL,1887,5957462,,,
Belgium,BEL,1888,6014482,,,
Belgium,BEL,1889,6071776,,,
Belgium,BEL,1890,6129251,,,
Belgium,BEL,1891,6185454,,,
Belgium,BEL,1892,6242658,,,
Belgium,BEL,1893,6301043,,,
Belgium,BEL,1894,6360611,,,
Belgium,BEL,1895,6421361,,,
Belgium,BEL,1896,6485475,,,
Belgium,BEL,1897,6552681,,,
Belgium,BEL,1898,6622343,,,
Belgium,BEL,1899,6693823,,,
Belgium,BEL,1900,6767030,,,
Belgium,BEL,1901,6841511,,,
Belgium,BEL,1902,6912568,,,
Belgium,BEL,1903,6994152,,,
Belgium,BEL,1904,7077403,,,
Belgium,BEL,1905,7161766,,,
Belgium,BEL,1906,7239239,,,
Belgium,BEL,1907,7333048,,,
Belgium,BEL,1908,7397676,,,
Belgium,BEL,1909,7449502,,,
Belgium,BEL,1910,7499928,,,
Belgium,BEL,1911,7536153,,,
Belgium,BEL,1912,7592180,,,
Belgium,BEL,1913,7660877,,,
Belgium,BEL,1914,7717239,,,
Belgium,BEL,1915,7749263,,,
Belgium,BEL,1916,7751283,,,
Belgium,BEL,1917,7718297,,,
Belgium,BEL,1918,7673616,,,
Belgium,BEL,1919,7614606,,,
Belgium,BEL,1920,7562598,,,
Belgium,BEL,1921,7543594,,,
Belgium,BEL,1922,7571266,,,
Belgium,BEL,1923,7638944,,,
Belgium,BEL,1924,7708289,,,
Belgium,BEL,1925,7777967,,,
Belgium,BEL,1926,7843645,,,
Belgium,BEL,1927,7906655,,,
Belgium,BEL,1928,7969332,,,
Belgium,BEL,1929,8026675,,,
Belgium,BEL,1930,8079351,,,
Belgium,BEL,1931,8130693,,,
Belgium,BEL,1932,8182368,,,
Belgium,BEL,1933,8227709,,,
Belgium,BEL,1934,8261715,,,
Belgium,BEL,1935,8289719,,,
Belgium,BEL,1936,8317724,,,
Belgium,BEL,1937,8346395,,,
Belgium,BEL,1938,8372066,,,
Belgium,BEL,1939,8372066,,,
Belgium,BEL,1940,8339394,,,
Belgium,BEL,1941,8291053,,,
Belgium,BEL,1942,8256380,,,
Belgium,BEL,1943,8261381,,,
Belgium,BEL,1944,8292053,,,
Belgium,BEL,1945,8333727,,,
Belgium,BEL,1946,8386735,,,
Belgium,BEL,1947,8459414,,,
Belgium,BEL,1948,8541761,,,
Belgium,BEL,1949,8601268,,,
Belgium,BEL,1950,8638000,,,
Belgium,BEL,1951,8680000,,,
Belgium,BEL,1952,8728000,,,
Belgium,BEL,1953,8779000,,,
Belgium,BEL,1954,8833000,,,
Belgium,BEL,1955,8887000,,,
Belgium,BEL,1956,8942000,,,
Belgium,BEL,1957,8998000,,,
Belgium,BEL,1958,9054000,,,
Belgium,BEL,1959,9110000,,,
Belgium,BEL,1960,9167000,,,8.50039242464983
Belgium,BEL,1961,9225000,,,
Belgium,BEL,1962,9284000,,,
Belgium,BEL,1963,9340000,,,
Belgium,BEL,1964,9394000,,,
Belgium,BEL,1965,9444000,,,11.1179244169197
Belgium,BEL,1966,9489000,,,
Belgium,BEL,1967,9529000,,,
Belgium,BEL,1968,9566000,,,
Belgium,BEL,1969,9600000,,,
Belgium,BEL,1970,9632000,,,13.9484623418582
Belgium,BEL,1971,9663000,,,
Belgium,BEL,1972,9693000,,,
Belgium,BEL,1973,9721000,,,
Belgium,BEL,1974,9747000,,,
Belgium,BEL,1975,9772000,,,18.9320341651806
Belgium,BEL,1976,9795000,,,19.8166839326715
Belgium,BEL,1977,9817000,,,20.8827898918333
Belgium,BEL,1978,9837000,,,22.1413152673213
Belgium,BEL,1979,9854000,,,23.5123945430543
Belgium,BEL,1980,9869000,,,24.7440899503952
Belgium,BEL,1981,9881000,,,26.1837246189297
Belgium,BEL,1982,9890000,,,27.5243219697337
Belgium,BEL,1983,9898000,,,28.4715918964465
Belgium,BEL,1984,9906000,,,29.5261100154638
Belgium,BEL,1985,9917000,,,30.5792784567418
Belgium,BEL,1986,9929000,,,32.5038661265672
Belgium,BEL,1987,9942000,,,33.8673719904943
Belgium,BEL,1988,9959000,,,35.3964546712428
Belgium,BEL,1989,9980000,,,37.1901357250614
Belgium,BEL,1990,10007000,,30647.8213478709,39.1007025002838
Belgium,BEL,1991,10039000,,31093.8610724912,40.7997752863829
Belgium,BEL,1992,10078000,,31441.977285362,42.3129516165794
Belgium,BEL,1993,10119000,,31018.1395921895,43.4414133709614
Belgium,BEL,1994,10156000,,31920.5561312755,44.7371429409786
Belgium,BEL,1995,10186000,,32613.4078364629,45.964518046534
Belgium,BEL,1996,10208000,,33068.3953782617,45.2934996363245
Belgium,BEL,1997,10224000,,34212.4882853649,46.6386287901677
Belgium,BEL,1998,10237000,,34813.8621527162,47.4392903831372
Belgium,BEL,1999,10255000,,35971.8504151917,48.8401936196022
Belgium,BEL,2000,10282000,,37188.6436930907,48.9827449493694
Belgium,BEL,2001,10319000,,37361.718437763,49.7304443377806
Belgium,BEL,2002,10365000,,37856.8647131311,47.5798814941024
Belgium,BEL,2003,10419000,,37990.7133086751,46.7893754429394
Belgium,BEL,2004,10480000,,39201.5271563108,45.8105572676336
Belgium,BEL,2005,10547000,,39802.9722724017,45.4597025131399
Belgium,BEL,2006,10619000,,40532.2730382073,44.5197059352797
Belgium,BEL,2007,10698000,,41623.4417399595,45.3106913688611
Belgium,BEL,2008,10779000,,41619.3400813337,43.9228222795942
Belgium,BEL,2009,10860000,,40355.5731175835,42.6883536259161
Belgium,BEL,2010,10939000,,41085.9189401366,42.416040825181
Belgium,BEL,2011,11014000,,41248.725342013,42.0795157904467
Belgium,BEL,2012,11085000,,41046.481185763,41.8167644843033
Belgium,BEL,2013,11154000,,40928.136605999,41.1289518407907
Belgium,BEL,2014,11221000,,41360.3955755286,40.3994113285298
Belgium,BEL,2015,11288000,Europe,41708.2123401731,39.7655462378432
Belgium,BEL,2016,11354000,,42083.6443038217,38.4830881237543
Belgium,BEL,2017,11420000,,42658.57617009,37.1986964072104
Belgium,BEL,2018,11482000,,,
Belgium,BEL,2019,11539000,,,
Belize,BLZ,1800,25526,,,
Belize,BLZ,1801,25526,,,
Belize,BLZ,1802,25526,,,
Belize,BLZ,1803,25526,,,
Belize,BLZ,1804,25526,,,
Belize,BLZ,1805,25526,,,
Belize,BLZ,1806,25526,,,
Belize,BLZ,1807,25526,,,
Belize,BLZ,1808,25526,,,
Belize,BLZ,1809,25526,,,
Belize,BLZ,1810,25526,,,
Belize,BLZ,1811,25527,,,
Belize,BLZ,1812,25528,,,
Belize,BLZ,1813,25529,,,
Belize,BLZ,1814,25531,,,
Belize,BLZ,1815,25534,,,
Belize,BLZ,1816,25537,,,
Belize,BLZ,1817,25541,,,
Belize,BLZ,1818,25546,,,
Belize,BLZ,1819,25551,,,
Belize,BLZ,1820,25556,,,
Belize,BLZ,1821,25562,,,
Belize,BLZ,1822,25569,,,
Belize,BLZ,1823,25576,,,
Belize,BLZ,1824,25583,,,
Belize,BLZ,1825,25592,,,
Belize,BLZ,1826,25600,,,
Belize,BLZ,1827,25610,,,
Belize,BLZ,1828,25620,,,
Belize,BLZ,1829,25630,,,
Belize,BLZ,1830,25641,,,
Belize,BLZ,1831,25652,,,
Belize,BLZ,1832,25664,,,
Belize,BLZ,1833,25675,,,
Belize,BLZ,1834,25687,,,
Belize,BLZ,1835,25698,,,
Belize,BLZ,1836,25710,,,
Belize,BLZ,1837,25722,,,
Belize,BLZ,1838,25733,,,
Belize,BLZ,1839,25745,,,
Belize,BLZ,1840,25756,,,
Belize,BLZ,1841,25768,,,
Belize,BLZ,1842,25779,,,
Belize,BLZ,1843,25791,,,
Belize,BLZ,1844,25802,,,
Belize,BLZ,1845,25814,,,
Belize,BLZ,1846,25826,,,
Belize,BLZ,1847,25837,,,
Belize,BLZ,1848,25849,,,
Belize,BLZ,1849,25860,,,
Belize,BLZ,1850,25872,,,
Belize,BLZ,1851,25884,,,
Belize,BLZ,1852,25891,,,
Belize,BLZ,1853,25893,,,
Belize,BLZ,1854,25889,,,
Belize,BLZ,1855,25880,,,
Belize,BLZ,1856,25866,,,
Belize,BLZ,1857,25846,,,
Belize,BLZ,1858,25821,,,
Belize,BLZ,1859,25791,,,
Belize,BLZ,1860,25755,,,
Belize,BLZ,1861,25714,,,
Belize,BLZ,1862,25682,,,
Belize,BLZ,1863,25659,,,
Belize,BLZ,1864,25644,,,
Belize,BLZ,1865,25638,,,
Belize,BLZ,1866,25641,,,
Belize,BLZ,1867,25654,,,
Belize,BLZ,1868,25675,,,
Belize,BLZ,1869,25705,,,
Belize,BLZ,1870,25745,,,
Belize,BLZ,1871,25794,,,
Belize,BLZ,1872,25860,,,
Belize,BLZ,1873,25860,,,
Belize,BLZ,1874,25970,,,
Belize,BLZ,1875,26105,,,
Belize,BLZ,1876,26266,,,
Belize,BLZ,1877,26372,,,
Belize,BLZ,1878,26593,,,
Belize,BLZ,1879,26843,,,
Belize,BLZ,1880,27123,,,
Belize,BLZ,1881,27365,,,
Belize,BLZ,1882,27671,,,
Belize,BLZ,1883,27992,,,
Belize,BLZ,1884,28282,,,
Belize,BLZ,1885,28639,,,
Belize,BLZ,1886,29022,,,
Belize,BLZ,1887,29404,,,
Belize,BLZ,1888,29836,,,
Belize,BLZ,1889,30286,,,
Belize,BLZ,1890,30754,,,
Belize,BLZ,1891,31240,,,
Belize,BLZ,1892,31746,,,
Belize,BLZ,1893,32270,,,
Belize,BLZ,1894,32815,,,
Belize,BLZ,1895,33380,,,
Belize,BLZ,1896,33966,,,
Belize,BLZ,1897,34539,,,
Belize,BLZ,1898,35089,,,
Belize,BLZ,1899,35614,,,
Belize,BLZ,1900,36115,,,
Belize,BLZ,1901,36589,,,
Belize,BLZ,1902,37116,,,
Belize,BLZ,1903,37527,,,
Belize,BLZ,1904,37902,,,
Belize,BLZ,1905,38241,,,
Belize,BLZ,1906,38541,,,
Belize,BLZ,1907,38838,,,
Belize,BLZ,1908,39144,,,
Belize,BLZ,1909,39451,,,
Belize,BLZ,1910,39793,,,
Belize,BLZ,1911,40125,,,
Belize,BLZ,1912,40549,,,
Belize,BLZ,1913,41030,,,
Belize,BLZ,1914,41518,,,
Belize,BLZ,1915,42011,,,
Belize,BLZ,1916,42510,,,
Belize,BLZ,1917,43015,,,
Belize,BLZ,1918,43524,,,
Belize,BLZ,1919,44040,,,
Belize,BLZ,1920,44561,,,
Belize,BLZ,1921,45100,,,
Belize,BLZ,1922,45657,,,
Belize,BLZ,1923,46232,,,
Belize,BLZ,1924,46815,,,
Belize,BLZ,1925,47404,,,
Belize,BLZ,1926,48001,,,
Belize,BLZ,1927,48606,,,
Belize,BLZ,1928,49218,,,
Belize,BLZ,1929,49838,,,
Belize,BLZ,1930,50466,,,
Belize,BLZ,1931,51053,,,
Belize,BLZ,1932,51599,,,
Belize,BLZ,1933,52103,,,
Belize,BLZ,1934,52612,,,
Belize,BLZ,1935,53125,,,
Belize,BLZ,1936,53644,,,
Belize,BLZ,1937,54167,,,
Belize,BLZ,1938,54696,,,
Belize,BLZ,1939,55230,,,
Belize,BLZ,1940,55769,,,
Belize,BLZ,1941,56313,,,
Belize,BLZ,1942,56863,,,
Belize,BLZ,1943,57418,,,
Belize,BLZ,1944,57979,,,
Belize,BLZ,1945,58545,,,
Belize,BLZ,1946,59704,,,
Belize,BLZ,1947,61487,,,
Belize,BLZ,1948,63922,,,
Belize,BLZ,1949,66454,,,
Belize,BLZ,1950,69000,,,
Belize,BLZ,1951,71000,,,
Belize,BLZ,1952,73000,,,
Belize,BLZ,1953,76000,,,
Belize,BLZ,1954,78000,,,
Belize,BLZ,1955,80000,,,
Belize,BLZ,1956,82000,,,
Belize,BLZ,1957,85000,,,
Belize,BLZ,1958,87000,,,
Belize,BLZ,1959,89000,,,
Belize,BLZ,1960,92000,,,1.1057525199861
Belize,BLZ,1961,95000,,,
Belize,BLZ,1962,97000,,,
Belize,BLZ,1963,100000,,,
Belize,BLZ,1964,103000,,,
Belize,BLZ,1965,106000,,,2.6385472912485
Belize,BLZ,1966,109000,,,
Belize,BLZ,1967,113000,,,
Belize,BLZ,1968,116000,,,
Belize,BLZ,1969,119000,,,
Belize,BLZ,1970,122000,,,2.45535348905731
Belize,BLZ,1971,125000,,,
Belize,BLZ,1972,127000,,,
Belize,BLZ,1973,129000,,,
Belize,BLZ,1974,131000,,,
Belize,BLZ,1975,133000,,,2.4763619990995
Belize,BLZ,1976,135000,,,2.47508268774002
Belize,BLZ,1977,137000,,,2.56808940863865
Belize,BLZ,1978,139000,,,2.58194509408844
Belize,BLZ,1979,141000,,,2.72531049856693
Belize,BLZ,1980,144000,,,2.68461031528563
Belize,BLZ,1981,148000,,,2.64152989170947
Belize,BLZ,1982,151000,,,3.45148514851485
Belize,BLZ,1983,156000,,,3.87557597771817
Belize,BLZ,1984,160000,,,3.79115293706773
Belize,BLZ,1985,165000,,,4.24445643671819
Belize,BLZ,1986,170000,,,4.71787129647103
Belize,BLZ,1987,174000,,,5.7365764111978
Belize,BLZ,1988,179000,,,6.84250508300378
Belize,BLZ,1989,183000,,,8.31421112013474
Belize,BLZ,1990,188000,,5165.86722012039,9.23477222317011
Belize,BLZ,1991,191000,,5601.39013556298,11.1319234431736
Belize,BLZ,1992,194000,,6172.50502946188,12.7832356407314
Belize,BLZ,1993,198000,,6450.41488335055,14.4846571127844
Belize,BLZ,1994,202000,,6330.60503643882,13.9789958051112
Belize,BLZ,1995,207000,,6208.55017338292,13.9865579837942
Belize,BLZ,1996,214000,,6099.41407066771,13.8527490218836
Belize,BLZ,1997,222000,,6089.64856696206,13.8385242276834
Belize,BLZ,1998,230000,,6079.39313717259,14.1073630821073
Belize,BLZ,1999,239000,,6371.31954438471,15.109653343151
Belize,BLZ,2000,247000,,6960.67675403208,14.456866748883
Belize,BLZ,2001,255000,,7089.94837070165,13.8192984657861
Belize,BLZ,2002,262000,,7247.57599165986,11.9371791644737
Belize,BLZ,2003,269000,,7719.67268761975,12.3650280533571
Belize,BLZ,2004,277000,,7875.04545821197,12.2120041001271
Belize,BLZ,2005,284000,,7873.1445932843,11.9211937432266
Belize,BLZ,2006,291000,,8022.38627579263,11.8057967924003
Belize,BLZ,2007,299000,,7902.7724669072,11.3619988807233
Belize,BLZ,2008,307000,,7951.19745296898,10.1657602926527
Belize,BLZ,2009,315000,,7809.84984637557,9.92835959723377
Belize,BLZ,2010,322000,,7876.80958597644,9.41767617720952
Belize,BLZ,2011,330000,,7857.24806614463,8.76205983134463
Belize,BLZ,2012,338000,,7974.03416812534,7.54824012996694
Belize,BLZ,2013,346000,,7856.37910906405,6.98789299816085
Belize,BLZ,2014,353000,,7999.57369198528,6.45447462851229
Belize,BLZ,2015,361000,North America,8127.6592935292,6.56938166596157
Belize,BLZ,2016,368000,,7919.14724135852,6.26781558451468
Belize,BLZ,2017,376000,,7824.36245892342,
Belize,BLZ,2018,383000,,,
Belize,BLZ,2019,390000,,,
Benin,BEN,1800,636559,,,
Benin,BEN,1801,636559,,,
Benin,BEN,1802,636559,,,
Benin,BEN,1803,636559,,,
Benin,BEN,1804,636559,,,
Benin,BEN,1805,636559,,,
Benin,BEN,1806,636559,,,
Benin,BEN,1807,636559,,,
Benin,BEN,1808,636559,,,
Benin,BEN,1809,636559,,,
Benin,BEN,1810,636559,,,
Benin,BEN,1811,636855,,,
Benin,BEN,1812,637451,,,
Benin,BEN,1813,638349,,,
Benin,BEN,1814,639552,,,
Benin,BEN,1815,641063,,,
Benin,BEN,1816,642886,,,
Benin,BEN,1817,645022,,,
Benin,BEN,1818,647476,,,
Benin,BEN,1819,650250,,,
Benin,BEN,1820,653348,,,
Benin,BEN,1821,656772,,,
Benin,BEN,1822,660526,,,
Benin,BEN,1823,664614,,,
Benin,BEN,1824,669038,,,
Benin,BEN,1825,673801,,,
Benin,BEN,1826,678907,,,
Benin,BEN,1827,684360,,,
Benin,BEN,1828,690162,,,
Benin,BEN,1829,696317,,,
Benin,BEN,1830,702829,,,
Benin,BEN,1831,709702,,,
Benin,BEN,1832,716641,,,
Benin,BEN,1833,723648,,,
Benin,BEN,1834,730723,,,
Benin,BEN,1835,737868,,,
Benin,BEN,1836,745083,,,
Benin,BEN,1837,752368,,,
Benin,BEN,1838,759725,,,
Benin,BEN,1839,767153,,,
Benin,BEN,1840,774654,,,
Benin,BEN,1841,782228,,,
Benin,BEN,1842,789877,,,
Benin,BEN,1843,797600,,,
Benin,BEN,1844,805398,,,
Benin,BEN,1845,813273,,,
Benin,BEN,1846,821225,,,
Benin,BEN,1847,829255,,,
Benin,BEN,1848,837363,,,
Benin,BEN,1849,845551,,,
Benin,BEN,1850,853818,,,
Benin,BEN,1851,862203,,,
Benin,BEN,1852,870670,,,
Benin,BEN,1853,879220,,,
Benin,BEN,1854,887855,,,
Benin,BEN,1855,896574,,,
Benin,BEN,1856,905378,,,
Benin,BEN,1857,914269,,,
Benin,BEN,1858,923248,,,
Benin,BEN,1859,932314,,,
Benin,BEN,1860,941470,,,
Benin,BEN,1861,950715,,,
Benin,BEN,1862,960052,,,
Benin,BEN,1863,969479,,,
Benin,BEN,1864,979000,,,
Benin,BEN,1865,988614,,,
Benin,BEN,1866,998323,,,
Benin,BEN,1867,1008126,,,
Benin,BEN,1868,1018026,,,
Benin,BEN,1869,1028024,,,
Benin,BEN,1870,1038119,,,
Benin,BEN,1871,1048314,,,
Benin,BEN,1872,1058608,,,
Benin,BEN,1873,1068667,,,
Benin,BEN,1874,1079162,,,
Benin,BEN,1875,1089759,,,
Benin,BEN,1876,1100461,,,
Benin,BEN,1877,1110952,,,
Benin,BEN,1878,1121862,,,
Benin,BEN,1879,1132879,,,
Benin,BEN,1880,1144004,,,
Benin,BEN,1881,1154947,,,
Benin,BEN,1882,1166289,,,
Benin,BEN,1883,1177742,,,
Benin,BEN,1884,1189045,,,
Benin,BEN,1885,1200722,,,
Benin,BEN,1886,1212514,,,
Benin,BEN,1887,1224189,,,
Benin,BEN,1888,1236211,,,
Benin,BEN,1889,1248351,,,
Benin,BEN,1890,1260610,,,
Benin,BEN,1891,1272989,,,
Benin,BEN,1892,1285490,,,
Benin,BEN,1893,1298114,,,
Benin,BEN,1894,1310862,,,
Benin,BEN,1895,1323735,,,
Benin,BEN,1896,1336734,,,
Benin,BEN,1897,1349861,,,
Benin,BEN,1898,1363117,,,
Benin,BEN,1899,1376503,,,
Benin,BEN,1900,1390021,,,
Benin,BEN,1901,1403671,,,
Benin,BEN,1902,1417232,,,
Benin,BEN,1903,1431149,,,
Benin,BEN,1904,1445203,,,
Benin,BEN,1905,1459396,,,
Benin,BEN,1906,1473727,,,
Benin,BEN,1907,1487871,,,
Benin,BEN,1908,1502482,,,
Benin,BEN,1909,1517236,,,
Benin,BEN,1910,1532136,,,
Benin,BEN,1911,1547084,,,
Benin,BEN,1912,1562277,,,
Benin,BEN,1913,1577619,,,
Benin,BEN,1914,1593111,,,
Benin,BEN,1915,1608756,,,
Benin,BEN,1916,1624554,,,
Benin,BEN,1917,1640508,,,
Benin,BEN,1918,1656525,,,
Benin,BEN,1919,1672722,,,
Benin,BEN,1920,1689077,,,
Benin,BEN,1921,1705592,,,
Benin,BEN,1922,1722269,,,
Benin,BEN,1923,1739109,,,
Benin,BEN,1924,1756113,,,
Benin,BEN,1925,1773284,,,
Benin,BEN,1926,1790623,,,
Benin,BEN,1927,1808131,,,
Benin,BEN,1928,1825810,,,
Benin,BEN,1929,1843663,,,
Benin,BEN,1930,1861689,,,
Benin,BEN,1931,1879892,,,
Benin,BEN,1932,1898273,,,
Benin,BEN,1933,1916834,,,
Benin,BEN,1934,1935576,,,
Benin,BEN,1935,1954502,,,
Benin,BEN,1936,1973612,,,
Benin,BEN,1937,1992910,,,
Benin,BEN,1938,2012396,,,
Benin,BEN,1939,2032072,,,
Benin,BEN,1940,2051941,,,
Benin,BEN,1941,2072005,,,
Benin,BEN,1942,2092264,,,
Benin,BEN,1943,2112722,,,
Benin,BEN,1944,2133379,,,
Benin,BEN,1945,2154239,,,
Benin,BEN,1946,2175302,,,
Benin,BEN,1947,2196572,,,
Benin,BEN,1948,2218049,,,
Benin,BEN,1949,2239736,,,
Benin,BEN,1950,2255000,,,
Benin,BEN,1951,2258000,,,
Benin,BEN,1952,2265000,,,
Benin,BEN,1953,2274000,,,
Benin,BEN,1954,2287000,,,
Benin,BEN,1955,2304000,,,
Benin,BEN,1956,2323000,,,
Benin,BEN,1957,2346000,,,
Benin,BEN,1958,2371000,,,
Benin,BEN,1959,2400000,,,
Benin,BEN,1960,2432000,,,0.0894875930551706
Benin,BEN,1961,2466000,,,
Benin,BEN,1962,2503000,,,
Benin,BEN,1963,2543000,,,
Benin,BEN,1964,2586000,,,
Benin,BEN,1965,2632000,,,0.0873742001461808
Benin,BEN,1966,2682000,,,
Benin,BEN,1967,2735000,,,
Benin,BEN,1968,2792000,,,
Benin,BEN,1969,2851000,,,
Benin,BEN,1970,2912000,,,0.120178275888117
Benin,BEN,1971,2977000,,,
Benin,BEN,1972,3044000,,,
Benin,BEN,1973,3114000,,,
Benin,BEN,1974,3187000,,,
Benin,BEN,1975,3265000,,,0.162717657453758
Benin,BEN,1976,3347000,,,0.17510298989625
Benin,BEN,1977,3433000,,,0.185557395951989
Benin,BEN,1978,3524000,,,0.199549481290534
Benin,BEN,1979,3619000,,,0.21257274370835
Benin,BEN,1980,3717000,,,0.229072424818376
Benin,BEN,1981,3820000,,,0.24630064751757
Benin,BEN,1982,3928000,,,0.246453789659838
Benin,BEN,1983,4040000,,,0.246290237822309
Benin,BEN,1984,4157000,,,0.25454560326057
Benin,BEN,1985,4279000,,,0.254341415369542
Benin,BEN,1986,4405000,,,0.273197493657632
Benin,BEN,1987,4535000,,,0.290699789626313
Benin,BEN,1988,4673000,,,0.290957214138175
Benin,BEN,1989,4820000,,,0.295351716674799
Benin,BEN,1990,4978000,,1462.67742107927,0.296836634999807
Benin,BEN,1991,5149000,,1473.86252559355,0.29150408612566
Benin,BEN,1992,5332000,,1465.57057864765,0.295584814367673
Benin,BEN,1993,5522000,,1497.74263989156,0.369610213259787
Benin,BEN,1994,5714000,,1476.5393429105,0.419042318986668
Benin,BEN,1995,5906000,,1515.06774041106,0.477617864391477
Benin,BEN,1996,6094000,,1531.64280725026,0.536225979237181
Benin,BEN,1997,6282000,,1571.16906095909,0.580310329835891
Benin,BEN,1998,6470000,,1585.78506587644,0.592773248081802
Benin,BEN,1999,6664000,,1621.90086797704,0.655092407104457
Benin,BEN,2000,6866000,,1666.46746353098,0.752175481590242
Benin,BEN,2001,7077000,,1703.01513026645,0.837929027419856
Benin,BEN,2002,7295000,,1728.69687889668,0.859021459293357
Benin,BEN,2003,7521000,,1734.69529970283,0.884389516465208
Benin,BEN,2004,7750000,,1757.90297863214,0.93921241847101
Benin,BEN,2005,7982000,,1735.97415014991,0.955460413606482
Benin,BEN,2006,8217000,,1752.95773973829,0.941255676109324
Benin,BEN,2007,8455000,,1805.62256823782,1.3100856070836
Benin,BEN,2008,8697000,,1841.18844650837,1.32563083281476
Benin,BEN,2009,8945000,,1831.88182729151,1.42150004706695
Benin,BEN,2010,9199000,,1818.77846075906,1.45041029935128
Benin,BEN,2011,9461000,,1820.89469315629,1.61418661969672
Benin,BEN,2012,9729000,,1855.95311837934,1.61077626434348
Benin,BEN,2013,10005000,,1934.64910749687,1.59372063494539
Benin,BEN,2014,10287000,,2001.0772890116,1.90208494220505
Benin,BEN,2015,10576000,Africa,1987.14191963108,1.84064753697823
Benin,BEN,2016,10872000,,2009.61832073663,1.14863481482939
Benin,BEN,2017,11175000,,2064.23633398033,0.50812960843946
Benin,BEN,2018,11485000,,,
Benin,BEN,2019,11801000,,,
Bermuda,BMU,1950,37000,,,
Bermuda,BMU,1951,38000,,,
Bermuda,BMU,1952,38000,,,
Bermuda,BMU,1953,39000,,,
Bermuda,BMU,1954,40000,,,
Bermuda,BMU,1955,41000,,,
Bermuda,BMU,1956,42000,,,
Bermuda,BMU,1957,42000,,,
Bermuda,BMU,1958,43000,,,
Bermuda,BMU,1959,44000,,,
Bermuda,BMU,1960,45000,,,20.6914964624216
Bermuda,BMU,1961,46000,,,
Bermuda,BMU,1962,47000,,,
Bermuda,BMU,1963,48000,,,
Bermuda,BMU,1964,49000,,,
Bermuda,BMU,1965,49000,,,25.4872076246215
Bermuda,BMU,1966,50000,,,
Bermuda,BMU,1967,51000,,,
Bermuda,BMU,1968,51000,,,
Bermuda,BMU,1969,52000,,,
Bermuda,BMU,1970,53000,,,30.6659526450675
Bermuda,BMU,1971,53000,,,
Bermuda,BMU,1972,54000,,,
Bermuda,BMU,1973,54000,,,
Bermuda,BMU,1974,55000,,,
Bermuda,BMU,1975,55000,,,31.8239679941808
Bermuda,BMU,1976,56000,,,32.2923995598131
Bermuda,BMU,1977,56000,,,34.7060824723809
Bermuda,BMU,1978,57000,,,36.4535173198663
Bermuda,BMU,1979,57000,,,37.975130705101
Bermuda,BMU,1980,58000,,,39.2528775968557
Bermuda,BMU,1981,58000,,,40.9597183245891
Bermuda,BMU,1982,58000,,,45.8092335399855
Bermuda,BMU,1983,59000,,,47.2701001135308
Bermuda,BMU,1984,59000,,,49.0730457069628
Bermuda,BMU,1985,60000,,,50.6160896130346
Bermuda,BMU,1986,60000,,,52.8555053603938
Bermuda,BMU,1987,60000,,,54.9429944250054
Bermuda,BMU,1988,61000,,,57.5124709012305
Bermuda,BMU,1989,61000,,,59.9590339951766
Bermuda,BMU,1990,62000,,40553.2585214927,61.2489742327261
Bermuda,BMU,1991,62000,,39322.1091825364,63.5911403966597
Bermuda,BMU,1992,62000,,39584.3298590314,64.5070285519724
Bermuda,BMU,1993,63000,,40557.2201557525,67.8144243479382
Bermuda,BMU,1994,63000,,40518.4078179105,70.8789535275164
Bermuda,BMU,1995,63000,,41999.2594636705,74.0111011866786
Bermuda,BMU,1996,64000,,42816.9632444088,77.0393420760169
Bermuda,BMU,1997,64000,,44514.1094159639,81.9693640430611
Bermuda,BMU,1998,64000,,45911.6864997413,84.5995181936987
Bermuda,BMU,1999,65000,,47199.8414462497,86.146439380871
Bermuda,BMU,2000,65000,,51140.236844667,87.5757481102018
Bermuda,BMU,2001,65000,,54245.1496398132,87.295368686162
Bermuda,BMU,2002,66000,,53096.9254922092,86.6738894907909
Bermuda,BMU,2003,66000,,54549.8011627024,83.2434098967165
Bermuda,BMU,2004,66000,,55452.6388804958,82.7633904556981
Bermuda,BMU,2005,66000,,56017.19161965,80.5634884077998
Bermuda,BMU,2006,66000,,58784.5932914465,88.6125755037425
Bermuda,BMU,2007,66000,,60117.4599095649,88.7628675337484
Bermuda,BMU,2008,66000,,60675.9820859495,89.1295938104449
Bermuda,BMU,2009,66000,,57151.9191321066,89.7314277716436
Bermuda,BMU,2010,65000,,56395.0078003539,90.3746325598849
Bermuda,BMU,2011,65000,,54984.5103947777,
Bermuda,BMU,2012,65000,,52137.3003731125,109.213504487251
Bermuda,BMU,2013,64000,,50669.3147696996,114.702649312581
Bermuda,BMU,2014,64000,,,46.8628771119874
Bermuda,BMU,2015,64000,North America,,19.3539022305372
Bermuda,BMU,2016,63000,,,33.0019783997665
