id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
1143,"Gaudier-Brzeska, Henri",Male,1891–1915,1891,1915,"Saint-Jean-de-Braye, France","Pas-de-Calais, France",http://www.tate.org.uk/art/artists/henri-gaudier-brzeska-1143
1144,"Gauguin, Paul",Male,1848–1903,1848,1903,"Paris, France",Atuona,http://www.tate.org.uk/art/artists/paul-gauguin-1144
1145,"Gauld, Peter",Male,1925 –1989,1925,1989,NA,NA,http://www.tate.org.uk/art/artists/peter-gauld-1145
1146,"Gear, William",Male,1915–1997,1915,1997,"Methil, United Kingdom",NA,http://www.tate.org.uk/art/artists/william-gear-1146
205,"Geddes, Andrew",Male,1783–1844,1783,1844,"Edinburgh, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/andrew-geddes-205
1147,"Geden, Dennis",Male,born 1944,1944,NA,"North Bay, Canada",NA,http://www.tate.org.uk/art/artists/dennis-geden-1147
11852,Gego (Gertrud Goldschmidt),Female,1912–1994,1912,1994,"Hamburg, Deutschland","Caracas, Venezuela",http://www.tate.org.uk/art/artists/gego-gertrud-goldschmidt-11852
2428,"Geikie, Walter",Male,1795–1837,1795,1837,"Edinburgh, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/walter-geikie-2428
2352,"Gennari, Benedetto",Male,1633–1715,1633,1715,"Cento, Italia","Bologna, Italia",http://www.tate.org.uk/art/artists/benedetto-gennari-2352
2552,"Gent, G.W.",NA,exhibited 1804–1822,1804,1822,NA,NA,http://www.tate.org.uk/art/artists/gw-gent-2552
1148,"Gentleman, David",Male,born 1930,1930,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/david-gentleman-1148
1149,"Gentleman, Tom",Male,1882–1966,1882,1966,NA,NA,http://www.tate.org.uk/art/artists/tom-gentleman-1149
10435,"Genzken, Isa",Female,born 1948,1948,NA,"Bad Oldesloe, Deutschland",NA,http://www.tate.org.uk/art/artists/isa-genzken-10435
1150,"Geoffrey, Iqbal",Male,born 1939,1939,NA,"Chiniot, Pakistan",NA,http://www.tate.org.uk/art/artists/iqbal-geoffrey-1150
1151,"George, Patrick",Male,born 1923,1923,NA,"Manchester, United Kingdom",NA,http://www.tate.org.uk/art/artists/patrick-george-1151
1152,"George, Thomas",Male,born 1918,1918,NA,"New York, United States",NA,http://www.tate.org.uk/art/artists/thomas-george-1152
6642,"Gerasimovich, Josif",NA,NA,NA,NA,NA,NA,http://www.tate.org.uk/art/artists/josif-gerasimovich-6642
1153,"Gere, Charles M.",Male,1869–1957,1869,1957,"Gloucester, United Kingdom","Gloucester, United Kingdom",http://www.tate.org.uk/art/artists/charles-m-gere-1153
1154,"Gere, Margaret",Female,1878–1965,1878,1965,"Warwickshire, United Kingdom",NA,http://www.tate.org.uk/art/artists/margaret-gere-1154
1155,"Gerrard, A.H.",Male,1899–1998,1899,1998,"Hartford, United Kingdom","Kent, United Kingdom",http://www.tate.org.uk/art/artists/ah-gerrard-1155
2290,"Gerrard, Kathleen",Female,1894–1970,1894,1970,NA,NA,http://www.tate.org.uk/art/artists/kathleen-gerrard-2290
4643,"Gersht, Ori",Male,born 1967,1967,NA,"Tel Aviv, Mehoz, Yisra'el",NA,http://www.tate.org.uk/art/artists/ori-gersht-4643
2781,"Gershuni, Moshe",Male,born 1936,1936,NA,"Tel Aviv, Mehoz, Yisra'el",NA,http://www.tate.org.uk/art/artists/moshe-gershuni-2781
1156,"Gertler, Mark",Male,1891–1939,1891,1939,"Spitalfields, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/mark-gertler-1156
1157,"Gethin, Percy Francis",Male,1874–1916,1874,1916,"Sligo, Éire",NA,http://www.tate.org.uk/art/artists/percy-francis-gethin-1157
206,"Gheeraerts, Marcus, II",Male,1561 or 2–1636,1561,1636,"Brugge, België","London, United Kingdom",http://www.tate.org.uk/art/artists/marcus-gheeraerts-ii-206
1158,"Ghika, Nicolas",Male,1906–1994,1906,1994,"Athínai, Ellás","Athínai, Ellás",http://www.tate.org.uk/art/artists/nicolas-ghika-1158
1159,"Giacometti, Alberto",Male,1901–1966,1901,1966,"Borgonovo Val Tidone, Italia","Genève, Schweiz",http://www.tate.org.uk/art/artists/alberto-giacometti-1159
1160,"Giardelli, Arthur",Male,1911–2009,1911,2009,"London, United Kingdom","Haverfordwest, United Kingdom",http://www.tate.org.uk/art/artists/arthur-giardelli-1160
1161,"Gibb, Phelan",Male,1870–1948,1870,1948,"Alnwick, United Kingdom","Buckinghamshire, United Kingdom",http://www.tate.org.uk/art/artists/phelan-gibb-1161
2218,"Gibbons, John",Male,born 1949,1949,NA,Éire,NA,http://www.tate.org.uk/art/artists/john-gibbons-2218
1162,"Gibbs, Evelyn",Female,1905 – 1991,1905,1991,"Liverpool, United Kingdom",NA,http://www.tate.org.uk/art/artists/evelyn-gibbs-1162
2737,"Gibbs, Ewan",Male,born 1973,1973,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/ewan-gibbs-2737
2329,"Gibbs, Henry",Male,1631–1713,1631,1713,NA,NA,http://www.tate.org.uk/art/artists/henry-gibbs-2329
207,"Gibson, John",Male,1790–1866,1790,1866,"Wales, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-gibson-207
13199,"Gidal, Tim",Male,1909–1996,1909,1996,"München, Deutschland","Yerushalayim, Yisra'el",http://www.tate.org.uk/art/artists/tim-gidal-13199
1163,Gilbert & George,Male,"born 1943, born 1942",1942,NA,NA,NA,http://www.tate.org.uk/art/artists/gilbert-george-1163
1164,"Gilbert, Charles Web",Male,1867–1925,1867,1925,"Victoria, Australia",Melbourne,http://www.tate.org.uk/art/artists/charles-web-gilbert-1164
208,"Gilbert, Sir Alfred",Male,1854–1934,1854,1934,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-alfred-gilbert-208
209,"Gilbert, Sir John",Male,1817–1897,1817,1897,"Blackheath, United Kingdom","Blackheath, United Kingdom",http://www.tate.org.uk/art/artists/sir-john-gilbert-209
1165,"Gilbert, Stephen",Male,1910–2007,1910,2007,"Fife, United Kingdom",NA,http://www.tate.org.uk/art/artists/stephen-gilbert-1165
1166,"Gilioli, Emile",Male,1911–1977,1911,1977,"Paris, France",NA,http://www.tate.org.uk/art/artists/emile-gilioli-1166
210,"Gill, Charles",Male,1742–after 1828,1742,1829,NA,NA,http://www.tate.org.uk/art/artists/charles-gill-210
1167,"Gill, Colin",Male,1892–1940,1892,1940,"Kent, United Kingdom","Johannesburg, South Africa",http://www.tate.org.uk/art/artists/colin-gill-1167
1168,"Gill, Eric",Male,1882–1940,1882,1940,"Brighton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/eric-gill-1168
1169,"Gill, Macdonald",Male,1884–1947,1884,1947,"Brighton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/macdonald-gill-1169
9404,"Gill, Simryn",Female,born 1959,1959,NA,Singapore,NA,http://www.tate.org.uk/art/artists/simryn-gill-9404
1170,"Gilliam, Sam",Male,born 1933,1933,NA,"Tupelo, United States",NA,http://www.tate.org.uk/art/artists/sam-gilliam-1170
2592,"Gillick, Liam",Male,born 1964,1964,NA,"Aylesbury, United Kingdom",NA,http://www.tate.org.uk/art/artists/liam-gillick-2592
1171,"Gillies, Sir William",Male,1898–1973,1898,1973,"Haddington, United Kingdom",NA,http://www.tate.org.uk/art/artists/sir-william-gillies-1171
2739,"Gillray, James",Male,1757–1815,1757,1815,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-gillray-2739
1172,"Gilman, Harold",Male,1876–1919,1876,1919,"Somerset, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/harold-gilman-1172
2496,"Gilpin, Rev. William",Male,1724–1804,1724,1804,NA,"Hampshire, United Kingdom",http://www.tate.org.uk/art/artists/rev-william-gilpin-2496
2578,"Gilpin, Sawrey",Male,1733–1807,1733,1807,"Carlisle, United Kingdom","Greater London, United Kingdom",http://www.tate.org.uk/art/artists/sawrey-gilpin-2578
1173,"Ginesi, Edna",Female,1902–2000,1902,2000,"Leeds, United Kingdom",NA,http://www.tate.org.uk/art/artists/edna-ginesi-1173
1174,"Ginger, Phyllis",Female,1907–2005,1907,2005,"Surrey, United Kingdom","Kew, United Kingdom",http://www.tate.org.uk/art/artists/phyllis-ginger-1174
1175,"Ginner, Charles",Male,1878–1952,1878,1952,"Cannes, France","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-ginner-1175
1176,"Giobbi, Edward",Male,born 1926,1926,NA,"Waterbury, United States",NA,http://www.tate.org.uk/art/artists/edward-giobbi-1176
211,"Girtin, Thomas",Male,1775–1802,1775,1802,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-girtin-211
1177,"Gleichen, Feodora",Female,1861–1922,1861,1922,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/feodora-gleichen-1177
1178,"Gleizes, Albert",Male,1881–1953,1881,1953,"Paris, France","Avignon, France",http://www.tate.org.uk/art/artists/albert-gleizes-1178
1179,"Glendening, Alfred",Male,1861–1907,1861,1907,"Kent, United Kingdom","Essex, United Kingdom",http://www.tate.org.uk/art/artists/alfred-glendening-1179
1180,"Glendenning, Ronald",Male,NA,NA,NA,NA,NA,http://www.tate.org.uk/art/artists/ronald-glendenning-1180
6651,"Glik, M.",NA,NA,NA,NA,NA,NA,http://www.tate.org.uk/art/artists/m-glik-6651
212,"Glover, John",Male,1767–1849,1767,1849,"Leicestershire, United Kingdom","Launceston, Australia",http://www.tate.org.uk/art/artists/john-glover-212
2309,"Gober, Robert",Male,born 1954,1954,NA,"Wallingford, United States",NA,http://www.tate.org.uk/art/artists/robert-gober-2309
1181,"Goeneutte, Norbert",Male,1854–1894,1854,1894,"Paris, France","Auvers-sur-Oise, France",http://www.tate.org.uk/art/artists/norbert-goeneutte-1181
15613,"Goeritz, Mathias",Male,1915–1990,1915,1990,"Gdansk, Polska","Ciudad de México, México",http://www.tate.org.uk/art/artists/mathias-goeritz-15613
1182,"Gogh, Vincent van",Male,1853–1890,1853,1890,"Zundert, Nederland","Auvers-sur-Oise, France",http://www.tate.org.uk/art/artists/vincent-van-gogh-1182
6558,"Goldblatt, David",Male,born 1930,1930,NA,"Randfontein, South Africa",NA,http://www.tate.org.uk/art/artists/david-goldblatt-6558
1183,"Golden, Grace",Female,1904–1993,1904,1993,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/grace-golden-1183
2649,"Goldin, Nan",Female,born 1953,1953,NA,"Washington, United States",NA,http://www.tate.org.uk/art/artists/nan-goldin-2649
1184,"Golding, John",Male,1929–2012,1929,2012,"Hastings, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-golding-1184
1185,"Goldschmidt, Hilde",Female,1897–1980,1897,1980,"Leipzig, Deutschland","Kitzbühel, Österreich",http://www.tate.org.uk/art/artists/hilde-goldschmidt-1185
13568,"Goldstein, Jack",NA,1945–2003,1945,2003,NA,NA,http://www.tate.org.uk/art/artists/jack-goldstein-13568
7274,"Goldsworthy, Andy",Male,born 1956,1956,NA,"Cheshire, United Kingdom",NA,http://www.tate.org.uk/art/artists/andy-goldsworthy-7274
2207,"Golub, Leon",Male,1922–2004,1922,2004,"Chicago, United States",NA,http://www.tate.org.uk/art/artists/leon-golub-2207
11698,"Gomes, Fernanda",Female,born 1960,1960,NA,"Rio de Janeiro, Brasil",NA,http://www.tate.org.uk/art/artists/fernanda-gomes-11698
1186,"Goncharova, Natalya",Female,1881–1962,1881,1962,"Tula, Rossiya","Paris, France",http://www.tate.org.uk/art/artists/natalya-goncharova-1186
11980,"Gonzalez, Beatriz",Female,born 1938,1938,NA,"Bucaramanga, Colombia",NA,http://www.tate.org.uk/art/artists/beatriz-gonzalez-11980
1187,"González, Joan",Male,1868–1908,1868,1908,NA,NA,http://www.tate.org.uk/art/artists/joan-gonzalez-1187
1188,"González, Julio",Male,1876–1942,1876,1942,"Barcelona, España",NA,http://www.tate.org.uk/art/artists/julio-gonzalez-1188
10354,"Gonzalez-Foerster, Dominique",Female,born 1965,1965,NA,"Strasbourg, France",NA,http://www.tate.org.uk/art/artists/dominique-gonzalez-foerster-10354
11937,"Gonzalez-Torres, Felix",Male,1957–1996,1957,1996,"Guáimaro, Cuba","Miami, United States",http://www.tate.org.uk/art/artists/felix-gonzalez-torres-11937
213,"Good, Thomas Sword",Male,1789–1872,1789,1872,"Berwick-upon-Tweed, United Kingdom",NA,http://www.tate.org.uk/art/artists/thomas-sword-good-213
2429,"Goodall, Edward Angelo",Male,1819–1908,1819,1908,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-angelo-goodall-2429
214,"Goodall, Frederick",Male,1822–1904,1822,1904,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frederick-goodall-214
215,"Goodwin, Albert",Male,1845–1932,1845,1932,"England, United Kingdom",NA,http://www.tate.org.uk/art/artists/albert-goodwin-215
10750,"Goodwin, Dryden",Male,born 1971,1971,NA,"Bournemouth, United Kingdom",NA,http://www.tate.org.uk/art/artists/dryden-goodwin-10750
1189,"Gordine, Dora",Female,1895–1991,1895,1991,"Sankt-Peterburg, Rossiya",NA,http://www.tate.org.uk/art/artists/dora-gordine-1189
2579,"Gordon, Julia Emily",Female,1810–1896,1810,1896,NA,NA,http://www.tate.org.uk/art/artists/julia-emily-gordon-2579
2577,"Gordon, Lady",Female,1775–1867,1775,1867,NA,NA,http://www.tate.org.uk/art/artists/lady-gordon-nee-julia-isabella-levina-bennet-2577
2617,"Gordon, Douglas",Male,born 1966,1966,NA,"Glasgow, United Kingdom",NA,http://www.tate.org.uk/art/artists/douglas-gordon-2617
2637,"Gordon, Sir Harry Percy, 2nd Bt",Male,died c.1860,NA,1860,NA,NA,http://www.tate.org.uk/art/artists/sir-harry-percy-gordon-2nd-bt-2637
216,"Gordon, Sir John Watson",Male,1788–1864,1788,1864,"Edinburgh, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/sir-john-watson-gordon-216
2497,"Gore, Charles",Male,1729–1807,1729,1807,"Lincolnshire, United Kingdom",NA,http://www.tate.org.uk/art/artists/charles-gore-2497
1190,"Gore, Spencer",Male,1878–1914,1878,1914,Epsom,"Surrey, United Kingdom",http://www.tate.org.uk/art/artists/spencer-gore-1190
1191,"Gorky, Arshile",Male,c.1904–1948,1904,1948,Armenia,"Sherman, United States",http://www.tate.org.uk/art/artists/arshile-gorky-1191
1192,"Gormley, Antony",Male,born 1950,1950,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/antony-gormley-1192
1193,"Gosse, Sylvia",Female,1881–1968,1881,1968,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/sylvia-gosse-1193
217,"Gotch, Thomas Cooper",Male,1854–1931,1854,1931,"Kettering, United Kingdom","Newlyn, United Kingdom",http://www.tate.org.uk/art/artists/thomas-cooper-gotch-217
1194,"Gotlib, Henryk",Male,1890–1966,1890,1966,"Kraków, Polska","Godstone, United Kingdom",http://www.tate.org.uk/art/artists/henryk-gotlib-1194
1195,"Gottlieb, Adolph",Male,1903–1974,1903,1974,"New York, United States","East Hampton, United States",http://www.tate.org.uk/art/artists/adolph-gottlieb-1195
2203,"Götz, Professor Karl-Otto",Male,born 1914,1914,NA,"Aachen, Deutschland",NA,http://www.tate.org.uk/art/artists/karl-otto-gotz-2203
1196,"Gouk, Alan",Male,born 1939,1939,NA,"Belfast, United Kingdom",NA,http://www.tate.org.uk/art/artists/alan-gouk-1196
218,"Gow, Andrew Carrick",Male,1848–1920,1848,1920,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/andrew-carrick-gow-218
219,"Gow, Mary",Female,1851–1929,1851,1929,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/mary-gow-219
220,"Gower, George",Male,c.1540–1596,1540,1596,NA,"London, United Kingdom",http://www.tate.org.uk/art/artists/george-gower-220
1197,"Gowing, Sir Lawrence",Male,1918–1991,1918,1991,"Stoke Newington, United Kingdom",NA,http://www.tate.org.uk/art/artists/sir-lawrence-gowing-1197
1198,"Graeser, Camille",Male,1892 – 1980,1918,1980,"Genève, Schweiz","Zürich, Schweiz",http://www.tate.org.uk/art/artists/camille-graeser-1198
1199,"Graevenitz, Gerhard von",Male,1934–1983,1934,1983,Deutschland,Schweiz,http://www.tate.org.uk/art/artists/gerhard-von-graevenitz-1199
1200,"Graham, Dan",Male,born 1942,1942,NA,"Urbana, United States",NA,http://www.tate.org.uk/art/artists/dan-graham-1200
2337,"Graham, Paul",Male,born 1956,1956,NA,"Stafford, United Kingdom",NA,http://www.tate.org.uk/art/artists/paul-graham-2337
221,"Graham, Peter",Male,1836–1921,1836,1921,"Edinburgh, United Kingdom",NA,http://www.tate.org.uk/art/artists/peter-graham-221
7810,"Graham, Rodney",Male,born 1949,1949,NA,"Abbotsford, Canada",NA,http://www.tate.org.uk/art/artists/rodney-graham-7810
1201,"Grand, Roger",Male,born 1922,1922,NA,"Maine, United States",NA,http://www.tate.org.uk/art/artists/roger-grand-1201
1202,"Grant, Alistair",Male,1925–1997,1925,1997,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/alistair-grant-1202
1203,"Grant, Duncan",Male,1885–1978,1885,1978,"Scotland, United Kingdom","Aldermaston, United Kingdom",http://www.tate.org.uk/art/artists/duncan-grant-1203
2281,"Grant, Sir Francis",Male,1803–1878,1803,1878,"Edinburgh, United Kingdom","Leicestershire, United Kingdom",http://www.tate.org.uk/art/artists/sir-francis-grant-2281
8175,"Grassie, Andrew",Male,born 1966,1966,NA,"Edinburgh, United Kingdom",NA,http://www.tate.org.uk/art/artists/andrew-grassie-8175
1204,"Grau, Enrique",Male,1920–2004,1920,2004,"Cartagena, Colombia","Bogotá, Colombia",http://www.tate.org.uk/art/artists/enrique-grau-1204
2498,"Gravelot, Hubert François",Male,1699–1773,1699,1773,"Paris, France","Paris, France",http://www.tate.org.uk/art/artists/hubert-francois-gravelot-2498
1205,"Graveney, William",Male,1904–1984,1904,1984,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/william-graveney-1205
1206,"Graves, Morris",Male,1910–2001,1910,2001,"Fox, United States","Loleta, United States",http://www.tate.org.uk/art/artists/morris-graves-1206
1207,"Gray, Douglas S.",Male,1890–1959,1890,1959,"London, United Kingdom","Chichester, United Kingdom",http://www.tate.org.uk/art/artists/douglas-s-gray-1207
1208,"Gray, Ronald",Male,1868–1951,1868,1951,"Chelsea, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/ronald-gray-1208
1209,"Grayson, Roy",Male,born 1936,1936,NA,"Yorkshire, United Kingdom",NA,http://www.tate.org.uk/art/artists/roy-grayson-1209
1210,"Greaves, Derrick",Male,born 1927,1927,NA,"Sheffield, United Kingdom",NA,http://www.tate.org.uk/art/artists/derrick-greaves-1210
222,"Greaves, Walter",Male,1846–1930,1846,1930,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/walter-greaves-222
1211,"Greco, Emilio",Male,1913–1995,1913,1995,"Catania, Italia",NA,http://www.tate.org.uk/art/artists/emilio-greco-1211
1212,"Green, Alan",Male,1932–2003,1932,2003,"London, United Kingdom","Monmouth, United Kingdom",http://www.tate.org.uk/art/artists/alan-green-1212
1213,"Green, Anthony",Male,born 1939,1939,NA,"Luton, United Kingdom",NA,http://www.tate.org.uk/art/artists/anthony-green-1213
12913,"Green, Jesse",Male,born 1979,1979,NA,"Boston, United States",NA,http://www.tate.org.uk/art/artists/jesse-aron-green-12913
4531,"Green, William",Male,1934–2001,1934,2001,"London, United Kingdom","Sidcup, United Kingdom",http://www.tate.org.uk/art/artists/william-green-4531
1214,"Greene, Stephen",Male,1918 – 1999,1918,1999,"New York, United States","Valley Cottage, United States",http://www.tate.org.uk/art/artists/stephen-greene-1214
