Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb,Office: Responsible Office
Animal,Attack,,MOGGILL,Enforcement Animal Attack
Animal,Cat Trapping,,ELLEN GROVE,Environmental Management Team
Animal,Other Animal,Nuisance Animal,BRACKEN RIDGE,Rapid Response Group
Animal,Cat,Wandering,NUDGEE,City Safety Assessments Team
Animal,Dog,Wandering,RED HILL,Rapid Response Group
Animal,Attack,Menacing,BELLBOWRIE,Enforcement Animal Attack
Animal,Attack,Attack On A Person,TINGALPA,Enforcement Animal Attack
Animal,Cat Trapping,,MANLY WEST,Environmental Management Team
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,City Safety (Animal Management)
Animal,Other Animal,Wandering,EAST BRISBANE,Rapid Response Group
Animal,Cat Trapping,,CANNON HILL,Environmental Management Team
Animal,Dog,Fencing Issues,TINGALPA,City Safety (Animal Management)
Animal,Other Animal,Fencing Issues,BRIDGEMAN DOWNS,City Safety (Animal Management)
Animal,Dog,Wandering,CHERMSIDE,City Safety (Animal Management)
Animal,Attack,Attack On A Person,ZILLMERE,Enforcement Animal Attack
Animal,Cat,Wandering,PADDINGTON,Scheduling and Dispatch
Animal,Attack,Attack On A Person,WYNNUM WEST,Enforcement Animal Attack
Animal,Other Animal,Fox,PULLENVALE,Environmental Management Team
Animal,Other Animal,Insufficient Space,EIGHT MILE PLAINS,City Safety (Animal Management)
Animal,Dog,Odour,PARKINSON,City Safety (Animal Management)
Animal,Attack,Attack On A Person,STAFFORD HEIGHTS,Enforcement Animal Attack
Animal,Dog,Wandering,TENERIFFE,Rapid Response Group
Animal,Other Animal,Fox,SEVEN HILLS,Environmental Management Team
Animal,Dog,Wandering,MOUNT GRAVATT EAST,City Safety (Animal Management)
Animal,Dog,Unregistered,DARRA,City Safety (Animal Management)
Animal,Attack,Menacing,MOUNT GRAVATT EAST,Enforcement Animal Attack
Animal,Other Animal,Wandering,KEDRON,City Safety (Animal Management)
Animal,Other Animal,Nuisance Animal,WYNNUM,Scheduling and Dispatch
Animal,Attack,Attack On An Animal,WAVELL HEIGHTS,Enforcement Animal Attack
Animal,Dog,Wandering,CHERMSIDE WEST,City Safety (Animal Management)
Animal,Attack,,COOPERS PLAINS,Enforcement Animal Attack
Animal,Other Animal,Fox,KARANA DOWNS,Environmental Management Team
Animal,Attack,Not An Attack,ACACIA RIDGE,Enforcement Animal Attack
Animal,Cat Trapping,,BOONDALL,Environmental Management Team
Animal,Attack,Attack On An Animal,BANYO,Enforcement Animal Attack
Animal,Other Animal,Pest / Feral Animal,MURARRIE,Environmental Management Team
Animal,Attack,Attack On A Person,MANSFIELD,Enforcement Animal Attack
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
Animal,Other Animal,Wild Dog,EVERTON PARK,Environmental Management Team
Animal,Cat,Wandering,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Cat,Wandering,PINKENBA,City Safety Assessments Team
Animal,Cat,,COOPERS PLAINS,Environmental Management Team
Animal,Attack,Attack On An Animal,BELLBOWRIE,Enforcement Animal Attack
Animal,Attack,Attack On A Person,WAKERLEY,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,SALISBURY,Rapid Response Group
Animal,Attack,,ZILLMERE,Enforcement Animal Attack
Animal,Cat Trapping,,WEST END,Environmental Management Team
Animal,Attack,Not An Attack,BOONDALL,Enforcement Animal Attack
Animal,Dog,Wandering,HAMILTON,City Safety (Animal Management)
Animal,Attack,Not An Attack,UPPER MOUNT GRAVATT,Enforcement Animal Attack
Animal,Dog,Fencing Issues,ASHGROVE,Rapid Response Group
Animal,Attack,Attack On A Person,DARRA,Enforcement Animal Attack
Animal,Dog,Fencing Issues,BRACKEN RIDGE,City Safety (Animal Management)
Animal,Attack,Not An Attack,CARINA HEIGHTS,City Safety (Animal Management)
Animal,Cat,Wandering,ALGESTER,City Safety Assessments Team
Animal,Dog,Fencing Issues,FOREST LAKE,City Safety (Animal Management)
Animal,Other Animal,Fox,MORNINGSIDE,Environmental Management Team
Animal,Attack,Attack On An Animal,SUNNYBANK HILLS,Enforcement Animal Attack
Animal,Attack,Dangerous,STAFFORD HEIGHTS,City Safety (Animal Management)
Animal,Cat,Wandering,KURABY,City Safety Assessments Team
Animal,Dog,Defecating In Public,STAFFORD,City Safety (Animal Management)
Animal,Other Animal,Insufficient Space,CARSELDINE,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,PADDINGTON,Enforcement Animal Attack
Animal,Attack,Not An Attack,STAFFORD HEIGHTS,Enforcement Animal Attack
Animal,Dog,Fencing Issues,ACACIA RIDGE,Scheduling and Dispatch
Animal,Dog,Wandering,MOUNT COOT-THA,City Safety (Animal Management)
Animal,Attack,Not An Attack,GRACEVILLE,Rapid Response Group
Animal,Other Animal,Nuisance Animal,CARINA HEIGHTS,Rapid Response Group
Animal,Other Animal,Fox,HOLLAND PARK WEST,Environmental Management Team
Animal,Attack,Attack On A Person,GREENSLOPES,Enforcement Animal Attack
Animal,Attack,Attack On An Animal,NUNDAH,Enforcement Animal Attack
Animal,Dog,Wandering,KEPERRA,City Safety (Animal Management)
Animal,Dog,Defecating In Public,RICHLANDS,City Safety (Animal Management)
Animal,Attack,Attack On An Animal,FERNY GROVE,Enforcement Animal Attack
Animal,Other Animal,Nuisance Animal,MOUNT GRAVATT EAST,Rapid Response Group
Animal,Other Animal,,OXLEY,Environmental Management Team
Animal,Cat,Wandering,SUNNYBANK HILLS,City Safety Assessments Team
Animal,Attack,Attack On A Person,BELLBOWRIE,Enforcement Animal Attack
Animal,Attack,Menacing,WAVELL HEIGHTS,Enforcement Animal Attack
Animal,Dog,Wandering,ASPLEY,Rapid Response Group
Animal,Cat Trapping,,WAVELL HEIGHTS,Environmental Management Team
Animal,Dog,Fencing Issues,INALA,City Safety (Animal Management)
