crl.tot,dollar,bang,money,n000,make,yesno
71,0,0,0,0,0.34,n
32,0,0.21,0,0,0,n
19,0,0,0,0,0.9,n
101,0,0.069,0,0,0,n
124,0,0,0,0,0,n
5,0,0,0,0,0,n
1310,0,0,0,0,0,n
35,0,0,0,0,0,n
32,0,0,0,0,1.08,n
97,0,0,0,0,0,n
182,0,0,0,0,0,n
39,0,0.275,0,0,0,n
116,0,0,0,0,0,n
94,0,0,0,0,0,n
74,0,0,0,0,0,n
119,0,0,0,0,0,n
106,0,0.045,0,0,0,n
83,0,0.12,0,0,0,n
69,0,0,0,0,0,n
82,0,0,0,0,0,n
191,0,0.059,0,0,0,n
92,0,0,0,0,0,n
46,0,0,0,0,0,n
91,0,0,0,0,0,n
76,0,0,0,0,0,n
167,0,0.082,0,0,0.32,n
109,0,0,0,0,0.43,n
78,0,0,0,0,0,n
116,0,0.174,0,0.33,0,n
328,0,0.082,0,0,0.15,n
306,0,0.034,0,0,0.09,n
187,0,0,0,0,0,n
192,0,0,0,0,0,n
31,0,0.471,0,0,0,n
97,0,0.045,0,0,0,n
56,0,0,0,0,0,n
90,0,0,0,0,0,n
91,0,0.214,0,0,0,n
83,0,0,0,0,0,n
94,0,0,0,0,0,n
81,0,0,0,0,0,n
90,0,0,0,0,0,n
147,0,0.047,0,0,0,n
158,0,0.057,0.16,0,0,n
22,0,0.756,0,0,0,n
114,0,0,0,0,0.38,n
83,0,0,0,0,0,n
119,0,0,0,0,0,n
71,0,0,0,0,0,n
52,0,0,0,0,0,n
35,0,0.159,0,0,2.32,n
97,0,0,0,0,0,n
137,0,0.188,0,0,0,n
118,0,0.048,0,0,0,n
108,0,0,0,0,0,n
39,0,0.817,0,0,0,n
70,0,0,0,0,0,n
108,0.857,0,0,0,0,n
84,0,0,0,0,0,n
89,0,0.105,0,0,0.7,n
91,0,0,0,0,0,n
26,0,0,0,0,0,n
86,0,0.13,1.83,0,0,n
91,0,0,0,0,0,n
38,0.18,0.361,0,0,0,n
43,0.327,0.327,0,0,0,n
22,0,0.263,0,0,0,n
34,0.192,1.156,0,0,0,n
72,0.213,0.284,0,0,0,n
54,0,0.441,0,0,0,n
24,0,0.331,0,0,0,n
23,0,0.33,0,0,0,n
116,0,0.062,0,0,0.36,n
70,0,0.238,0,0,0,n
159,0.065,0.261,0.39,0.39,0,n
104,0,0,1.31,0,0,n
25,0,0,0,0,0,n
31,0,0.342,0,0,0,n
290,0,0.056,0,0,0,n
58,0.109,0,1.25,0,0,n
47,0,0.709,0,0,0.31,n
101,0,0.119,0,0,0,n
19,0,0.692,0,0,0,n
18,0,0.216,0,0,0,n
56,0,0.324,0,0,0,n
10,0,0.653,0,0,0,n
35,0,0.432,0,0,0,n
54,0,0.308,0,0,0.28,n
26,0,0.62,0,0,0,n
8,0,0,0,0,0,n
22,0,0.757,0,0,0,n
159,0,0,0,0,0.39,n
85,0,0,0,0,0,n
33,0,0,0,0,0,n
28,0,0,0,0,0,n
14,0,0,0,0,0,n
15,0,0,1.69,0,0,n
24,0,0,0,0,0,n
16,0,0,0,0,0,n
35,0,0.175,0,0,0,n
6,0,0,0,0,0,n
42,0,0,0,0,0,n
155,0,0.029,0,0,0,n
43,0,9.575,0,0,0,n
80,0,5.054,0.28,0,0.28,n
69,0,6.387,0,0,0,n
41,0,0.45,0.48,0,0,n
35,0,0,0,0,0,n
118,0,0,0,0,0,n
51,0,0,0,0,0,n
39,0,0.087,0,0,0,n
118,0,0,0,0,0,n
60,0,0,0,0,0.95,n
63,0,0.253,0,0,0.76,n
32,0,0.278,0,0,0,n
6,0,0,0,0,0,n
55,0,0,0,0,1.47,n
47,0.138,0,0.87,0,0,n
36,0,0,0,0,0,n
39,0,0.169,0,0,0,n
33,0,0,0,0,0,n
115,0,0.082,0,0,0.58,n
18,0,0.25,0,0,0,n
40,0,0,0,0,0,n
359,0,0.063,0,0,0,n
614,0,0.071,0,0,0,n
334,0,0.063,0,0,0,n
328,0,0.074,0,0,0,n
354,0,0.07,0,0,0,n
40,0,0,0,0,0,n
39,0,0,0,0,0,n
35,0,0,0,0,0,n
418,0,0.06,0,0,0.35,n
24,0,0.327,0,0,0,n
394,0,0.062,0,0,0,n
96,0,0,0,0,0,n
43,0,0,0,0,0,n
144,0,0,0,0,0.36,n
29,0,0,0,0,1.49,n
129,0.093,0,0,0,0,n
290,0,0.079,0,0,0.16,n
76,0,0.154,0,0,0,n
35,0,0,0,0,0,n
99,0.102,0.306,0,0,0,n
29,0,0,0.56,0,0,n
72,0,0,0,0,0,n
17,0,0,0,0,0,n
228,0,0.06,0,0,0,n
383,0.071,0.142,0,0.18,0,n
11,0,0,0,0,0,n
12,0,0,0,0,2.27,n
54,0,0.168,0,0,4,n
123,0,0,0,0,0,n
43,0,0,0,0,0,n
22,0,0,0,0,0,n
37,0,0.271,0,0,0,n
84,0,0.157,0,0,0,n
226,0,0.064,0,0,0,n
40,0,0.473,0.46,0,0,n
297,0,0.188,0,0,0,n
49,0,0.12,0,0,0,n
356,0,0.07,0,0,0,n
17,0,0.438,0,0,0,n
10,0,0,0,0,0,n
412,0,0.048,0,0,0,n
12,0,0,0,0,0,n
31,0,0.243,0,0,0,n
319,0,0.141,0,0,0,n
328,0,0.073,0,0,0,n
311,0,0.059,0,0,0,n
448,0,0.24,0,0,0,n
266,0,0.073,0,0,0,n
20,0,0,0,0,0,n
28,0,0,0,0,0,n
44,0.116,0,0,0,0,n
9,0,0,0,0,0,n
9,0,0,0,0,0,n
23,0,0.266,0,0,0,n
7,0,0,9.75,0,0,n
16,0,0,0,0,0,n
286,0.285,0.122,0,0.48,0,n
128,0,0,0,0,0,n
77,0,0.208,0,0,0,n
10,0,0,0,0,0,n
136,0.054,0.109,0,0,0,n
141,0,0.285,0,0,0,n
75,0,0,0,0.51,0.51,n
77,0,0.406,0,0,0,n
33,0,0.377,0,0,0.74,n
35,0,0.232,0,0,0,n
26,0,0,0,0,0,n
202,0,0.038,0,0,0.26,n
83,0,0,0,0,0,n
159,0,0,0,0,0,n
49,0.204,0,0,0,0,n
82,0,0.563,0,0,0,n
53,0,0.407,0,0,0,n
184,0,0,0,0,0,n
71,0,0,0,0,0,n
18,0,0.766,0,0,0,n
419,0,0.055,0,0,0.12,n
427,0,0.051,0,0,0.11,n
201,0,0,0,0,0,n
201,0,0,0,0,0,n
13,0,0,0,0,0,n
3,0,0,0,0,0,n
100,0,0.302,0,0,0,n
61,0,0.633,0,0,0.55,n
27,0,0.312,0,0,0,n
169,0.037,0.037,0,0,0,n
3,0,0,0,0,0,n
97,0.048,0.048,0,0,0,n
121,0.132,0.044,0,0,0,n
4,0,0,0,0,0,n
261,0,0.093,0,0,0.06,n
5,0,0,0,0,0,n
214,0,0.099,0,0,0,n
39,0,0,0,0,0,n
7,0,0,0,0,0,n
330,0,0.271,0,0,0,n
17,0,0,0,0,0,n
4,0,0,0,0,0,n
61,0,0,0,0,0,n
9,0,0,0,0,0,n
17,0,0.773,0,0,0,n
68,0,0,0,0,0,n
3,0,0,0,0,0,n
21,0,0.187,0,0,0,n
41,0,0.134,0,0,0,n
32,0,0.164,0,0,0,n
17,0,0,0,0,0,n
64,0,0.254,0,0,1.39,n
165,0,0,0,0,0.97,n
389,0,0.014,0,0,0.15,n
27,0,0.473,0,0,0,n
26,0,0,0,0,0,n
17,0,0,0,0,0,n
14,0,0,0,0,4.34,n
7,0,0,0,0,0,n
39,0.172,0.344,0,0,0,n
41,0,0.151,0,0,0,n
50,0,0,0,0,0,n
63,0,0.533,0,0,0,n
285,0,0,0.38,0,0,n
12,0,0,0,0,0,n
18,0,0,9.09,0,0,n
157,0.123,0,0.73,0,0,n
80,0.903,0,0,0,0,n
4,0,0,0,0,0,n
76,0,0.91,0,0,0,n
29,0,1.194,0,0,0,n
246,0,0.074,0,0,0,n
4,0,3.571,0,0,0,n
37,0,0.27,0,0,0,n
4,0,3.225,0,0,0,n
24,0.763,0,0,0,0,n
326,0,0.069,0,0.15,0,n
121,0,0.291,0,0,0.32,n
136,0,0.561,0,0,0,n
67,0,0.656,0,0,0,n
11,0,0,0,0,0,n
172,0,0.514,0,0,0.13,n
244,0,0.149,0,0,0,n
178,0,0.347,0,0,0,n
195,0,0,0,0,0,n
146,0,0.161,0,0,0,n
14,0,0,0,0,0,n
60,0,0,0,0,0,n
80,0,0.376,0,0,0,n
62,0,0.186,0,0,0.99,n
59,0,0,0,0,0,n
32,0,0,0,0,0.71,n
56,0,0,0,0,0,n
41,0,0.475,0,0,0,n
108,0.224,0.224,0.33,0,0,n
69,0,0,0,0,0,n
2,0,0,0,0,0,n
68,0,0.212,0,0,0.59,n
86,0,0.128,0,0,0,n
64,0,0,0,0,0,n
70,0,0.098,0.61,0,0,n
5,0,0,0,0,0,n
40,0,0,0,0,0,n
266,0,0,0,0,0.4,n
289,0,0.162,0,0,0,n
323,0,0,0,0,0,n
67,0,0,0,0,0,n
147,0,0.436,0,0,0,n
16,0,0,0,0,0,n
414,0,0.045,0,0,0,n
300,0,0,0,0,0,n
390,0,0,0,0,0,n
265,0,0.114,0,0,0,n
128,0,0.198,0,0,0,n
333,0,0.471,0,0,0,n
559,0,0.193,0,0,0,n
314,0,0.178,0,0,0,n
282,0,0.147,0,0,0,n
282,0,0.147,0,0,0,n
53,0,0,0,0,0,n
282,0,0.147,0,0,0,n
285,0,0.448,0,0,0,n
422,0,0.022,0,0,0,n
303,0,0,0,0,0,n
605,0.012,0.012,0.08,0,0,n
80,0,0.463,0,0,0,n
101,0,0.336,0,0,0,n
10,0,0,0,0,0,n
28,0,0.225,0,0,0,n
74,0,0.055,0,0,0.3,n
131,0,0.023,0,0,0.12,n
45,0,0.232,0,0,0,n
72,0,0.552,0,0,0,n
160,0,0,0,0,0,n
8,0,0,0,0,0,n
5,0,0.467,0,0,0,n
8,0,0,0,0,0,n
207,0.038,0,0,0,0.25,n
53,0,19.131,0,0,0,n
135,0,0,0,0,0.16,n
49,0,5.78,0,0,0.95,n
13,0,0,0,0,0,n
5,0,32.478,0,0,0,n
51,0,7.707,0,0,0,n
40,0,0,0,0,0,n
45,0,0,0,0,0,n
7,0,0,0,0,0,n
39,0,0,0,0,0,n
3,0,0,0,0,0,n
29,0,0.149,0,0,0,n
42,0,0.175,0,0,1.42,n
144,0,0.54,0,0,0.76,n
77,0,0,0,0,0.26,n
7,0,0,0,0,0,n
65,0,0,0,0,0,n
6,0,0,0,0,0,n
1,0,0.684,0,0,0,n
23,0.135,0.135,0.37,0,0,n
55,0.147,0.049,0,0,0,n
1,0,0,0,0,0,n
311,0,0.112,0,0,1.88,n
499,0.068,0.017,0,0.34,0,n
1315,0,0.027,0,0,0.08,n
61,0,0,0,0,0,n
18,0,0,0,0,0,n
294,0,0.288,0,0,0,n
122,0,0.444,0,0,0.39,n
33,0,0,0,0,0,n
40,0,0,0,0,0.35,n
55,0,0,0,0,0,n
34,0,0.594,0,0,0,n
51,0,0,0,0,0,n
54,0,0,0,0,0,n
27,0,0.234,0,0,0,n
50,0,0.175,0,0,0,n
61,0,0,0,0,0,n
29,0,0,0,0,0,n
53,0,0,0,0,0,n
34,0,0,0,0,0,n
30,0,0,0,0,0.78,n
58,0,1.548,0,0,0,n
27,0.809,0.809,0,0,0,n
50,0,0,0,0,0,n
103,0,1.16,0,0,0,n
68,0.277,0,0,0,0,n
70,0,0,0,0,0,n
145,0,0.021,0,0,0.23,n
180,0,0,0,0,0,n
164,0,0,0,0,0,n
73,0.46,0,0,0,0,n
105,0,0,0,0,0,n
1,0,0,0,0,0,n
50,0,0,0,0,0,n
37,0,0.125,0,0,0.88,n
52,0,0.152,0,0,0,n
329,0,0,0,0,0,n
537,0,0.028,0,0,0,n
9,0,0,0,0,0,n
82,0,0.112,0,0,0,n
267,0.046,0,0,0,0.09,n
98,0.079,0,0,0,0,n
68,0,0,0,0,0,n
14,0,0,0,0,0.42,n
14,0,0.066,0,0,0,n
15,0,0,0,0,0,n
25,0,0.018,0,0,0,n
76,0,0,0,0,0,n
21,0,0,0,0,0,n
38,0,0,0,0,0,n
5,0,0,0,0,0,n
32,0,0,0,0,0,n
29,0,0,0,0,0,n
9,0,0,0,0,0,n
11,0,0,0,0,0,n
32,0,0,0,0,0,n
27,0,0,0,0,0,n
6,0,0,0,0,0,n
25,0,0,0,0,0,n
8,0,0,0,0,0,n
106,0,0.039,0,0,0,n
2,0,0,0,0,0,n
25,0,0,0,0,0,n
10,0,0,0,0,0,n
65,0,0,0,0,0,n
57,0,0,0,0,0,n
5,0,0,0,0,0,n
7,0,0,0,0,0,n
12,0,0,0,0,0,n
14,0,0,0,0,0,n
4,0,0,0,0,0,n
43,0,0.168,0,0,0,n
60,0,0,0,0,0,n
4,0,0,0,0,0,n
75,0,0.116,0,0,0.33,n
69,0,0.065,0,0,0.17,n
10,0,0,0,0,0,n
93,0,0,0,0,0.69,n
244,0.008,0,0,0.1,0.16,n
54,0,0,0,0,0,n
7,0,0,0,0,0,n
7,0,0,0,0,0,n
28,0,0,0,0,0,n
59,0,0,0,0,0.54,n
128,0,0,0,0,0,n
55,0,0,0,0,0,n
78,0,0,0,0,0,n
108,0,0,0,0,0.14,n
90,0,0,0,0,0.67,n
42,0,0,0,0,0.25,n
38,0.087,0,0,0,0,n
98,0,0.082,0,0,0,n
13,0,0,0,0,0,n
137,0,0.099,0,0,0,n
61,0,0,0,0,0.29,n
43,0,0,0,0,0,n
64,0,0,0,0,0,n
24,0,0,0,0,0,n
70,0,0,0.4,0,0,n
1789,0,0.055,0,0,0.27,n
11,0,0,0,0,0,n
46,0,0.091,0,0,0,n
19,0,0,0,0,0,n
70,0,0,0,0,0,n
123,0,0.041,0,0,0,n
11,0,0,0,0,0,n
174,0,0,0,0,0,n
28,0.125,0,0,0,0,n
10,0,0,0,0,0,n
22,0,0,0,0,0,n
79,0,0,0,0,0,n
8,0,0,0,0,0,n
27,0,0,0,0,0,n
6,0,1.052,0,0,0,n
19,0,0,0,0,0,n
24,0,0,0,0,0,n
88,0,0,0,0,0.31,n
14,0,0.353,0,0,0,n
118,0,0,0,0,0.3,n
78,0,0,0,0,0.96,n
40,0,0.125,0,0,0,n
