hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,10,2016,November,45,3,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,60,0,2,Check-Out,2016-11-07
Resort Hotel,0,31,2016,November,45,4,1,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,F,1,No Deposit,240,NULL,0,Transient,84.8,0,2,Check-Out,2016-11-07
Resort Hotel,0,10,2016,November,45,3,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,61.5,0,2,Check-Out,2016-11-07
Resort Hotel,0,28,2016,November,45,2,1,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,33.3,0,1,Check-Out,2016-11-07
Resort Hotel,0,43,2016,November,45,2,1,4,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,52.4,0,0,Check-Out,2016-11-07
Resort Hotel,0,26,2016,November,45,4,1,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,65.14,0,1,Check-Out,2016-11-07
Resort Hotel,0,2,2016,November,46,6,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,70,0,1,Check-Out,2016-11-07
Resort Hotel,0,35,2016,November,45,4,1,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,64.8,0,1,Check-Out,2016-11-07
Resort Hotel,0,95,2016,October,45,31,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,171,NULL,0,Transient,32.8,0,0,Check-Out,2016-11-07
Resort Hotel,0,40,2016,November,45,3,1,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,NULL,0,Transient,61.8,1,1,Check-Out,2016-11-07
Resort Hotel,0,13,2016,November,45,3,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,81,1,2,Check-Out,2016-11-07
Resort Hotel,0,21,2016,November,45,3,2,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,33.26,0,1,Check-Out,2016-11-08
Resort Hotel,0,4,2016,November,47,16,4,13,2,0,0,BB,IRL,Direct,Direct,1,0,1,A,A,0,No Deposit,NULL,NULL,0,Transient,33.26,0,1,Check-Out,2016-12-03
Resort Hotel,0,43,2016,November,45,3,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,30.6,0,1,Check-Out,2016-11-08
Resort Hotel,0,43,2016,November,45,3,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,30.6,0,1,Check-Out,2016-11-08
Resort Hotel,0,0,2016,November,46,7,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,35,0,1,Check-Out,2016-11-08
Resort Hotel,0,36,2016,November,45,5,2,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,NULL,0,Transient,62.83,1,1,Check-Out,2016-11-08
Resort Hotel,0,7,2016,November,46,7,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,394,0,Transient-Party,51,1,0,Check-Out,2016-11-08
Resort Hotel,0,7,2016,November,46,7,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,394,0,Transient-Party,45,0,0,Check-Out,2016-11-08
Resort Hotel,0,27,2016,November,46,7,1,0,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,360,NULL,0,Transient,53.46,0,0,Check-Out,2016-11-08
Resort Hotel,0,11,2016,November,45,1,2,5,2,0,0,HB,FRA,Direct,Direct,0,0,0,E,E,2,No Deposit,NULL,NULL,0,Transient,97,0,1,Check-Out,2016-11-08
Resort Hotel,0,5,2016,November,46,7,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,64.5,1,0,Check-Out,2016-11-08
Resort Hotel,0,5,2016,November,46,7,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,58.5,0,0,Check-Out,2016-11-08
Resort Hotel,0,45,2016,November,45,5,2,1,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6,NULL,0,Transient,36.5,0,0,Check-Out,2016-11-08
Resort Hotel,0,1,2016,November,46,7,1,0,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,59.9,1,1,Check-Out,2016-11-08
Resort Hotel,0,46,2016,November,45,5,2,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,52.8,1,1,Check-Out,2016-11-08
Resort Hotel,0,57,2016,October,44,25,4,10,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,69,NULL,0,Transient,34,0,0,Check-Out,2016-11-08
Resort Hotel,0,37,2016,November,45,5,2,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177,NULL,0,Transient,30.6,0,0,Check-Out,2016-11-08
Resort Hotel,0,17,2016,November,45,5,2,1,2,0,0,BB,LVA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,314,NULL,0,Transient,43.2,0,0,Check-Out,2016-11-08
Resort Hotel,0,79,2016,November,46,6,2,0,2,0,0,HB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,88.8,1,2,Check-Out,2016-11-08
Resort Hotel,0,3,2016,November,46,7,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,70,0,2,Check-Out,2016-11-08
Resort Hotel,0,5,2016,November,46,6,2,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,52.36,0,1,Check-Out,2016-11-08
Resort Hotel,0,32,2016,November,45,1,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,468,NULL,0,Transient,30.24,0,0,Check-Out,2016-11-08
Resort Hotel,0,69,2016,November,45,5,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,37.8,0,1,Check-Out,2016-11-08
Resort Hotel,0,0,2016,November,46,7,1,0,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,41,1,0,Check-Out,2016-11-08
Resort Hotel,0,0,2016,November,46,7,1,0,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,70,0,0,Check-Out,2016-11-08
Resort Hotel,0,40,2016,November,45,4,2,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,250,NULL,0,Transient,57.76,0,2,Check-Out,2016-11-08
Resort Hotel,0,105,2016,November,45,1,2,5,2,1,0,BB,RUS,Direct,Direct,0,0,0,G,G,1,No Deposit,250,NULL,0,Transient,84.3,1,0,Check-Out,2016-11-08
Resort Hotel,0,96,2016,November,45,4,2,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,87,0,2,Check-Out,2016-11-08
Resort Hotel,0,91,2016,November,45,3,2,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,64.8,0,1,Check-Out,2016-11-08
Resort Hotel,0,43,2016,November,45,1,2,5,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6,NULL,0,Transient,35,1,0,Check-Out,2016-11-08
Resort Hotel,0,0,2016,November,46,7,1,0,2,0,0,BB,MAR,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,76,1,0,Check-Out,2016-11-08
Resort Hotel,0,74,2016,November,45,5,2,1,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,NULL,0,Transient,55.8,0,0,Check-Out,2016-11-08
Resort Hotel,0,57,2016,November,45,2,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,69.94,0,1,Check-Out,2016-11-09
Resort Hotel,0,57,2016,November,45,2,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,71.94,0,1,Check-Out,2016-11-09
Resort Hotel,0,46,2016,November,46,6,2,1,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,314,NULL,0,Transient,60.24,0,0,Check-Out,2016-11-09
Resort Hotel,0,164,2016,November,45,4,2,3,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,43.8,1,0,Check-Out,2016-11-09
Resort Hotel,0,26,2016,November,45,2,2,5,2,0,0,Undefined,ITA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,314,NULL,0,Transient,87.65,0,0,Check-Out,2016-11-09
Resort Hotel,0,6,2016,November,46,8,0,1,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,251,NULL,0,Transient-Party,42,0,1,Check-Out,2016-11-09
Resort Hotel,0,89,2016,October,45,30,4,6,2,0,0,HB,ITA,Direct,Direct,0,0,0,F,F,1,No Deposit,250,NULL,0,Transient,102.8,1,0,Check-Out,2016-11-09
Resort Hotel,0,26,2016,November,45,5,2,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,45.77,0,0,Check-Out,2016-11-09
Resort Hotel,0,45,2016,November,45,5,2,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,52.4,0,0,Check-Out,2016-11-09
Resort Hotel,0,49,2016,November,45,5,2,2,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,46.8,0,1,Check-Out,2016-11-09
Resort Hotel,0,1,2016,November,46,8,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,96,1,1,Check-Out,2016-11-09
Resort Hotel,0,28,2016,November,45,5,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,41.85,0,1,Check-Out,2016-11-09
Resort Hotel,0,48,2016,November,45,5,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,36.04,0,1,Check-Out,2016-11-09
Resort Hotel,0,47,2016,November,45,5,2,2,2,0,2,HB,GBR,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,NULL,0,Transient,74.8,0,5,Check-Out,2016-11-09
Resort Hotel,0,6,2016,November,46,8,0,1,2,0,0,BB,CZE,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,251,NULL,0,Transient-Party,42,0,1,Check-Out,2016-11-09
Resort Hotel,0,51,2016,November,45,2,2,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,47.24,1,1,Check-Out,2016-11-09
Resort Hotel,0,7,2016,November,46,7,1,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,57.97,1,1,Check-Out,2016-11-09
Resort Hotel,0,3,2016,November,46,7,1,1,1,0,0,BB,PRT,Complementary,Corporate,0,0,0,A,C,1,No Deposit,NULL,302,0,Transient,0,0,1,Check-Out,2016-11-09
Resort Hotel,0,3,2016,November,46,7,1,1,1,0,0,BB,PRT,Complementary,Corporate,0,0,0,A,C,1,No Deposit,NULL,302,0,Transient,0,1,1,Check-Out,2016-11-09
Resort Hotel,0,1,2016,November,46,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,180,NULL,0,Transient,30,0,0,Check-Out,2016-11-09
Resort Hotel,0,5,2017,February,5,1,0,2,1,0,0,BB,PRT,Offline TA/TO,Corporate,1,0,1,A,A,0,No Deposit,78,NULL,0,Group,30,0,0,Check-Out,2017-02-03
Resort Hotel,0,41,2016,November,46,6,2,1,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,52.4,0,1,Check-Out,2016-11-09
Resort Hotel,0,0,2016,November,46,9,0,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,I,0,No Deposit,8,NULL,0,Transient,0,0,0,Check-Out,2016-11-09
Resort Hotel,0,0,2016,November,46,8,0,1,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,35,0,0,Check-Out,2016-11-09
Resort Hotel,0,0,2016,November,46,9,0,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,I,0,No Deposit,8,NULL,0,Transient,0,0,0,Check-Out,2016-11-09
Resort Hotel,0,0,2016,November,46,9,0,0,2,0,0,HB,GBR,Online TA,TA/TO,1,0,0,F,I,0,No Deposit,241,NULL,0,Transient,0,0,2,Check-Out,2016-11-09
Resort Hotel,0,42,2016,November,45,5,2,2,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,2,No Deposit,250,NULL,0,Transient,76.96,0,1,Check-Out,2016-11-09
Resort Hotel,0,0,2016,November,46,6,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,54.86,0,0,Check-Out,2016-11-09
Resort Hotel,0,45,2016,November,45,4,2,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,82,0,0,Check-Out,2016-11-09
Resort Hotel,0,22,2016,November,46,7,1,1,1,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,60,0,1,Check-Out,2016-11-09
Resort Hotel,0,22,2016,November,46,7,1,1,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,61,1,1,Check-Out,2016-11-09
Resort Hotel,0,49,2016,November,46,6,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,6,No Deposit,240,NULL,0,Transient,64.8,0,3,Check-Out,2016-11-09
Resort Hotel,0,70,2016,November,45,2,2,5,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171,NULL,0,Transient,70.11,0,0,Check-Out,2016-11-09
Resort Hotel,0,56,2016,November,46,6,2,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,NULL,0,Transient,42,0,2,Check-Out,2016-11-09
Resort Hotel,0,6,2016,November,46,9,0,0,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,I,1,No Deposit,250,NULL,0,Transient,0,0,0,Check-Out,2016-11-09
Resort Hotel,0,73,2016,November,45,4,2,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,48.47,0,0,Check-Out,2016-11-10
Resort Hotel,0,55,2016,November,46,6,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,241,NULL,0,Transient,46.43,0,0,Check-Out,2016-11-10
Resort Hotel,0,12,2016,November,45,3,2,5,2,0,1,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,464,NULL,0,Transient,66,0,1,Check-Out,2016-11-10
Resort Hotel,0,48,2016,November,46,6,2,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,52.4,0,0,Check-Out,2016-11-10
Resort Hotel,0,93,2016,November,46,9,0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,37.8,0,1,Check-Out,2016-11-10
Resort Hotel,0,66,2016,November,46,6,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,NULL,0,Transient,37.8,0,2,Check-Out,2016-11-10
Resort Hotel,0,253,2016,November,45,5,2,3,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,E,1,No Deposit,250,NULL,0,Transient,73,0,0,Check-Out,2016-11-10
Resort Hotel,0,59,2016,November,46,9,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,NULL,0,Transient,29.11,0,1,Check-Out,2016-11-10
Resort Hotel,0,74,2016,November,46,6,2,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,147,NULL,0,Transient-Party,62.48,0,2,Check-Out,2016-11-10
Resort Hotel,0,10,2016,November,46,7,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146,NULL,0,Transient,30,0,0,Check-Out,2016-11-10
Resort Hotel,0,22,2016,November,45,1,2,7,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,88.8,1,2,Check-Out,2016-11-10
Resort Hotel,0,74,2016,November,46,6,2,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,147,NULL,0,Transient-Party,60.48,0,2,Check-Out,2016-11-10
Resort Hotel,0,85,2016,November,45,2,2,6,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,37.8,0,1,Check-Out,2016-11-10
Resort Hotel,0,41,2016,November,46,6,2,2,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,58.4,1,0,Check-Out,2016-11-10
Resort Hotel,0,78,2016,November,46,8,0,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,54.8,1,1,Check-Out,2016-11-10
Resort Hotel,0,7,2016,November,46,7,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,60,0,2,Check-Out,2016-11-10
Resort Hotel,0,6,2016,November,48,21,1,3,2,0,0,BB,BEL,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,240,NULL,0,Transient,56,0,4,Check-Out,2016-11-25
Resort Hotel,0,4,2016,December,50,5,1,2,2,0,0,BB,BRA,Direct,TA/TO,1,0,0,D,D,0,No Deposit,250,NULL,0,Transient,61.2,0,4,Check-Out,2016-12-08
Resort Hotel,0,2,2017,January,2,9,1,2,2,0,0,BB,BRA,Direct,TA/TO,1,0,1,A,D,0,No Deposit,250,NULL,0,Group,44,0,4,Check-Out,2017-01-12
Resort Hotel,0,6,2017,February,6,7,0,4,2,0,0,BB,BRA,Direct,TA/TO,1,0,2,A,C,0,No Deposit,250,NULL,0,Transient,43.2,0,4,Check-Out,2017-02-11
Resort Hotel,0,9,2017,March,10,6,1,2,2,0,0,BB,BRA,Direct,TA/TO,1,0,3,A,D,0,No Deposit,250,NULL,0,Transient,49.5,0,4,Check-Out,2017-03-09
Resort Hotel,0,24,2017,March,13,29,0,2,2,0,0,BB,BRA,Direct,TA/TO,1,0,4,D,D,0,No Deposit,250,NULL,0,Group,63,0,5,Check-Out,2017-03-31
Resort Hotel,0,14,2016,November,46,9,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,126,NULL,0,Transient,30,1,0,Check-Out,2016-11-10
Resort Hotel,0,1,2016,November,46,9,0,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,42,0,1,Check-Out,2016-11-10
Resort Hotel,0,47,2016,November,45,5,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient,32.24,0,1,Check-Out,2016-11-10
Resort Hotel,0,9,2016,November,46,6,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,70.56,0,1,Check-Out,2016-11-10
Resort Hotel,0,30,2016,November,46,10,0,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314,NULL,0,Transient,0,0,0,Check-Out,2016-11-10
Resort Hotel,0,4,2016,November,46,8,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,468,NULL,0,Transient,60,0,0,Check-Out,2016-11-10
Resort Hotel,0,6,2016,November,46,7,1,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,68.33,0,2,Check-Out,2016-11-10
Resort Hotel,0,18,2016,November,46,9,0,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,240,NULL,0,Transient,75,0,1,Check-Out,2016-11-10
Resort Hotel,0,4,2016,November,46,7,1,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,146,NULL,0,Transient,44,0,0,Check-Out,2016-11-11
Resort Hotel,0,11,2016,November,47,14,1,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,D,D,1,No Deposit,146,NULL,0,Group,32,0,0,Check-Out,2016-11-19
Resort Hotel,0,150,2016,November,46,8,0,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,37.8,0,2,Check-Out,2016-11-11
Resort Hotel,0,26,2016,November,46,8,0,3,1,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,41.4,0,1,Check-Out,2016-11-11
Resort Hotel,0,50,2016,November,45,4,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,37.8,0,1,Check-Out,2016-11-11
Resort Hotel,0,28,2016,November,46,8,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,41.4,0,1,Check-Out,2016-11-11
Resort Hotel,0,0,2016,November,46,11,0,1,2,0,0,BB,ITA,Direct,TA/TO,1,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,70,0,1,Check-Out,2016-11-12
Resort Hotel,0,21,2016,November,46,8,0,3,1,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,2,No Deposit,146,NULL,0,Transient,33,1,0,Check-Out,2016-11-11
Resort Hotel,0,36,2016,November,45,4,2,5,1,0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,27,0,1,Check-Out,2016-11-11
Resort Hotel,0,20,2016,November,46,8,0,3,1,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,C,2,No Deposit,146,NULL,0,Transient,27,0,0,Check-Out,2016-11-11
Resort Hotel,0,21,2016,November,46,8,0,3,1,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,146,NULL,0,Transient,33,1,0,Check-Out,2016-11-11
Resort Hotel,0,0,2016,November,46,10,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,96,1,1,Check-Out,2016-11-11
Resort Hotel,0,42,2016,November,45,4,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,30.71,0,0,Check-Out,2016-11-11
Resort Hotel,0,117,2016,October,45,30,4,8,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,44.15,1,2,Check-Out,2016-11-11
Resort Hotel,0,2,2016,November,46,10,0,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,96,1,1,Check-Out,2016-11-11
Resort Hotel,0,2,2016,November,46,10,0,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,90,0,1,Check-Out,2016-11-11
Resort Hotel,0,53,2016,November,45,4,2,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,38.7,0,0,Check-Out,2016-11-11
Resort Hotel,0,53,2016,November,45,4,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,54,0,0,Check-Out,2016-11-11
Resort Hotel,0,65,2016,November,46,8,0,3,2,0,0,HB,BRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient,79.8,0,1,Check-Out,2016-11-11
Resort Hotel,0,53,2016,November,45,4,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,55.71,0,0,Check-Out,2016-11-11
Resort Hotel,0,198,2016,November,46,6,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,242,NULL,0,Transient,37.8,0,1,Check-Out,2016-11-11
Resort Hotel,0,36,2016,November,45,4,2,5,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,36.04,0,1,Check-Out,2016-11-11
Resort Hotel,0,39,2016,November,45,4,2,5,2,0,0,HB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,91.06,1,0,Check-Out,2016-11-11
Resort Hotel,0,0,2016,November,45,4,2,5,1,0,0,HB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,NULL,NULL,0,Transient,85,0,0,Check-Out,2016-11-11
Resort Hotel,0,9,2017,February,7,18,1,1,2,0,0,BB,PRT,Online TA,Direct,1,0,1,A,A,2,No Deposit,240,NULL,0,Transient,60,0,2,Check-Out,2017-02-20
Resort Hotel,0,29,2016,November,46,11,0,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,I,0,No Deposit,240,NULL,0,Transient,0,0,0,Check-Out,2016-11-11
Resort Hotel,0,60,2016,November,46,7,1,3,2,0,0,HB,GBR,Direct,Direct,0,0,0,E,E,1,No Deposit,250,NULL,0,Transient,80.22,0,1,Check-Out,2016-11-11
Resort Hotel,0,43,2016,November,46,8,0,4,2,0,0,BB,LVA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,46.8,0,2,Check-Out,2016-11-12
Resort Hotel,0,3,2016,November,46,8,0,4,2,0,0,HB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,105,0,1,Check-Out,2016-11-12
