response_id,term,probability,order
3576,Might Happen,55,16
3576,Will Happen,100,17
3576,Improbable,15,18
3576,Very Good Chance,75,19
3575,Realistic Possibility,50,1
3575,Very Good Chance,80,2
3575,Will Happen,99,3
3575,Probable,75,4
3575,Improbable,25,5
3575,Might Happen,20,6
3575,Highly Unlikely,15,7
3575,About Even,50,8
3575,Remote Chance,5,9
3575,Unlikely,15,10
3575,Little Chance,5,11
3575,Highly Likely,5,12
3575,Almost Certain,90,13
3575,Chances are Slight,10,14
3575,Could Happen,10,15
3575,Likely,60,16
3575,Better than Even,60,17
3575,May Happen,40,18
3575,Almost No Chance,5,19
3574,Almost Certain,95,1
3574,About Even,49,2
3574,May Happen,67,3
3574,Could Happen,81,4
3574,Almost No Chance,1,5
3574,Will Happen,100,6
3574,Very Good Chance,97,7
3574,Likely,85,8
3574,Unlikely,20,9
3574,Realistic Possibility,83,10
3574,Highly Likely,87,11
3574,Highly Unlikely,10,12
3574,Chances are Slight,25,13
3574,Probable,78,14
3574,Remote Chance,52,15
3574,Little Chance,60,16
3574,Improbable,40,17
3574,Better than Even,65,18
3574,Might Happen,70,19
3573,About Even,50,1
3573,Might Happen,50,2
3573,Better than Even,55,3
3573,Highly Likely,90,4
3573,Realistic Possibility,30,5
3573,Little Chance,10,6
3573,Unlikely,4,7
3573,Chances are Slight,2,8
3573,Will Happen,100,9
3573,May Happen,50,10
3573,Highly Unlikely,2,11
3573,Remote Chance,1,12
3573,Almost No Chance,1,13
3573,Likely,75,14
3573,Probable,95,15
3573,Very Good Chance,80,16
3573,Could Happen,40,17
3573,Improbable,5,18
3573,Almost Certain,98,19
3572,May Happen,10,1
3572,Almost No Chance,5,2
3572,Highly Likely,75,3
3572,Realistic Possibility,10,4
3572,Almost Certain,80,5
3572,Improbable,0,6
3572,Might Happen,5,7
3572,Unlikely,5,8
3572,Very Good Chance,80,9
3572,Better than Even,60,10
3572,Probable,40,11
3572,Remote Chance,5,12
3572,Likely,60,13
3572,About Even,50,14
3572,Could Happen,25,15
3572,Chances are Slight,10,16
3572,Highly Unlikely,5,17
3572,Will Happen,100,18
3572,Little Chance,5,19
3571,Almost No Chance,2,1
3571,About Even,50,2
3571,Almost Certain,97,3
3571,May Happen,35,4
3571,Improbable,15,5
3571,Realistic Possibility,80,6
3571,Better than Even,60,7
3571,Unlikely,8,8
3571,Might Happen,30,9
3571,Chances are Slight,7,10
3571,Remote Chance,3,11
3571,Likely,90,12
3571,Very Good Chance,85,13
3571,Highly Likely,95,14
3571,Could Happen,30,15
3571,Will Happen,100,16
3571,Probable,90,17
3571,Highly Unlikely,5,18
3571,Little Chance,4,19
3570,Almost No Chance,1,1
3570,Highly Unlikely,5,2
3570,About Even,51,3
3570,Improbable,10,4
3570,Will Happen,100,5
3570,Probable,90,6
3570,Realistic Possibility,95,7
3570,Likely,95,8
3570,Might Happen,50,9
3570,Chances are Slight,15,10
3570,Little Chance,5,11
3570,Remote Chance,2,12
3570,Better than Even,60,13
3570,Could Happen,50,14
3570,Almost Certain,99,15
3570,Unlikely,10,16
3570,May Happen,40,17
3570,Very Good Chance,85,18
3570,Highly Likely,95,19
3569,Little Chance,10,1
3569,Remote Chance,5,2
3569,Will Happen,100,3
3569,Likely,80,4
3569,About Even,50,5
3569,Unlikely,5,6
3569,Probable,65,7
3569,Almost No Chance,5,8
3569,Might Happen,50,9
3569,Improbable,5,10
3569,Highly Unlikely,1,11
3569,Chances are Slight,10,12
3569,Highly Likely,90,13
3569,May Happen,50,14
3569,Could Happen,50,15
3569,Better than Even,70,16
3569,Almost Certain,95,17
3569,Realistic Possibility,75,18
3569,Very Good Chance,75,19
3568,Realistic Possibility,50,1
3568,Almost No Chance,5,2
3568,May Happen,50,3
3568,Very Good Chance,85,4
3568,Highly Unlikely,2,5
3568,Could Happen,70,6
3568,Probable,90,7
3568,Almost Certain,99,8
3568,Likely,95,9
3568,Remote Chance,2,10
3568,Will Happen,100,11
3568,Unlikely,5,12
3568,Might Happen,70,13
3568,Better than Even,60,14
3568,Little Chance,10,15
3568,Chances are Slight,10,16
3568,About Even,50,17
3568,Highly Likely,95,18
3568,Improbable,5,19
3567,May Happen,60,1
3567,Almost No Chance,5,2
3567,Very Good Chance,80,3
3567,Remote Chance,15,4
3567,About Even,51,5
3567,Probable,60,6
3567,Realistic Possibility,55,7
3567,Could Happen,55,8
3567,Unlikely,40,9
3567,Will Happen,100,10
3567,Highly Likely,85,11
3567,Almost Certain,90,12
3567,Better than Even,55,13
3567,Might Happen,50,14
3567,Highly Unlikely,15,15
3567,Likely,70,16
3567,Little Chance,15,17
3567,Chances are Slight,20,18
3567,Improbable,30,19
3566,Unlikely,49,1
3566,Will Happen,100,2
3566,Probable,51,3
3566,Better than Even,51,4
3566,Almost No Chance,1,5
3566,Very Good Chance,80,6
3566,Improbable,25,7
3566,Highly Likely,80,8
3566,About Even,50,9
3566,Little Chance,10,10
3566,Chances are Slight,10,11
3566,Remote Chance,2,12
3566,Might Happen,49,13
3566,Realistic Possibility,35,14
3566,Could Happen,35,15
3566,Almost Certain,99,16
3566,Likely,51,17
3566,Highly Unlikely,5,18
3566,May Happen,25,19
3565,Remote Chance,10,1
3565,Almost No Chance,3,2
3565,May Happen,40,3
3565,Unlikely,8,4
3565,Chances are Slight,15,5
3565,Highly Unlikely,1,6
3565,Better than Even,60,7
3565,Highly Likely,95,8
3565,Realistic Possibility,80,9
3565,Likely,85,10
3565,Very Good Chance,93,11
3565,Might Happen,40,12
3565,Little Chance,4,13
3565,Probable,90,14
3565,About Even,48,15
3565,Almost Certain,97,16
3565,Will Happen,100,17
3565,Could Happen,10,18
3565,Improbable,5,19
3564,May Happen,30,1
3564,Highly Unlikely,5,2
3564,Very Good Chance,70,3
3564,Might Happen,30,4
3564,Improbable,5,5
3564,Probable,65,6
3564,Unlikely,20,7
3564,Could Happen,15,8
3564,Realistic Possibility,55,9
3564,Highly Likely,80,10
3564,Remote Chance,10,11
3564,About Even,50,12
3564,Better than Even,60,13
3564,Almost No Chance,5,14
3564,Almost Certain,85,15
3564,Likely,70,16
3564,Will Happen,100,17
3564,Little Chance,10,18
3564,Chances are Slight,30,19
3563,About Even,50,1
3563,May Happen,20,2
3563,Remote Chance,2,3
3563,Little Chance,8,4
3563,Almost Certain,96,5
3563,Realistic Possibility,80,6
3563,Highly Likely,90,7
3563,Likely,65,8
3563,Better than Even,56,9
3563,Unlikely,1,10
3563,Will Happen,100,11
3563,Could Happen,40,12
3563,Improbable,2,13
3563,Almost No Chance,1,14
3563,Might Happen,40,15
3563,Chances are Slight,5,16
3563,Probable,65,17
3563,Very Good Chance,85,18
3563,Highly Unlikely,1,19
3562,May Happen,51,1
3562,Better than Even,60,2
3562,Highly Likely,95,3
3562,Highly Unlikely,5,4
3562,Unlikely,25,5
3562,Almost Certain,99,6
3562,Improbable,20,7
3562,Likely,80,8
3562,Could Happen,55,9
3562,Probable,60,10
3562,About Even,50,11
3562,Remote Chance,10,12
3562,Realistic Possibility,40,13
3562,Might Happen,50,14
3562,Chances are Slight,10,15
3562,Little Chance,5,16
3562,Almost No Chance,1,17
3562,Will Happen,99,18
3562,Very Good Chance,90,19
3561,Realistic Possibility,80,1
3561,Better than Even,65,2
3561,Might Happen,20,3
3561,Remote Chance,10,4
3561,Almost Certain,90,5
3561,Probable,75,6
3561,Chances are Slight,15,7
3561,May Happen,45,8
3561,Unlikely,25,9
3561,Very Good Chance,75,10
3561,Highly Unlikely,5,11
3561,Will Happen,90,12
3561,Improbable,1,13
3561,Likely,60,14
3561,Highly Likely,80,15
3561,Almost No Chance,1,16
3561,About Even,55,17
3561,Could Happen,45,18
3561,Little Chance,10,19
3560,Unlikely,10,1
3560,Very Good Chance,70,2
3560,Could Happen,65,3
3560,Almost Certain,98,4
3560,Highly Unlikely,5,5
3560,About Even,51,6
3560,Probable,70,7
3560,May Happen,60,8
3560,Better than Even,55,9
3560,Chances are Slight,20,10
3560,Might Happen,45,11
3560,Realistic Possibility,70,12
3560,Remote Chance,15,13
3560,Highly Likely,95,14
3560,Little Chance,10,15
3560,Improbable,2,16
3560,Likely,85,17
3560,Will Happen,99,18
3560,Almost No Chance,1,19
3559,Might Happen,65,1
3559,Almost Certain,90,2
3559,Chances are Slight,25,3
3559,Will Happen,75,4
3559,Better than Even,55,5
3559,Realistic Possibility,95,6
3559,Could Happen,85,7
3559,May Happen,55,8
3559,Improbable,5,9
3559,About Even,50,10
3559,Probable,67,11
3559,Highly Likely,98,12
3559,Likely,90,13
3559,Unlikely,10,14
3559,Very Good Chance,99,15
3559,Highly Unlikely,15,16
3559,Almost No Chance,1,17
3559,Little Chance,15,18
3559,Remote Chance,35,19
3558,Better than Even,60,1
3558,Improbable,1,2
3558,Highly Likely,85,3
3558,Probable,90,4
3558,Almost No Chance,0,5
3558,Very Good Chance,90,6
3558,May Happen,50,7
3558,Will Happen,100,8
3558,Remote Chance,2,9
3558,Almost Certain,99,10
3558,Likely,80,11
3558,Could Happen,60,12
3558,Highly Unlikely,10,13
3558,Little Chance,5,14
3558,Chances are Slight,3,15
3558,About Even,50,16
3558,Might Happen,55,17
3558,Realistic Possibility,95,18
3558,Unlikely,1,19
3557,Almost Certain,95,1
3557,Very Good Chance,80,2
3557,About Even,50,3
3557,Realistic Possibility,75,4
3557,Chances are Slight,10,5
3557,Will Happen,100,6
3557,Highly Unlikely,5,7
3557,Might Happen,50,8
3557,Could Happen,50,9
3557,Remote Chance,5,10
3557,Unlikely,25,11
3557,Likely,75,12
3557,May Happen,60,13
3557,Almost No Chance,10,14
3557,Better than Even,60,15
3557,Improbable,20,16
3557,Highly Likely,80,17
3557,Probable,60,18
3557,Little Chance,10,19
3556,About Even,50,1
3556,May Happen,10,2
3556,Remote Chance,1,3
3556,Little Chance,2,4
3556,Almost Certain,99,5
3556,Realistic Possibility,65,6
3556,Highly Likely,85,7
3556,Likely,70,8
3556,Better than Even,60,9
3556,Unlikely,5,10
3556,Will Happen,100,11
3556,Could Happen,10,12
3556,Improbable,2,13
3556,Almost No Chance,1,14
3556,Might Happen,8,15
3556,Chances are Slight,2,16
3556,Probable,85,17
3556,Very Good Chance,80,18
3556,Highly Unlikely,3,19
3555,Chances are Slight,25,1
3555,Highly Likely,75,2
3555,About Even,50,3
3555,Could Happen,50,4
3555,Little Chance,10,5
3555,Likely,75,6
3555,Almost Certain,99,7
3555,Remote Chance,25,8
3555,Better than Even,60,9
3555,Improbable,10,10
3555,Realistic Possibility,70,11
3555,Almost No Chance,5,12
3555,Will Happen,100,13
3555,Very Good Chance,95,14
3555,Highly Unlikely,1,15
3555,Probable,30,16
3555,Unlikely,5,17
3555,Might Happen,40,18
3555,May Happen,30,19
3554,Improbable,20,1
3554,Likely,85,2
3554,Almost Certain,95,3
3554,Will Happen,99,4
3554,Could Happen,60,5
3554,Very Good Chance,75,6
3554,Might Happen,30,7
3554,Remote Chance,10,8
3554,Better than Even,55,9
3554,Probable,65,10
3554,Highly Likely,99,11
3554,Realistic Possibility,80,12
3554,Unlikely,20,13
3554,May Happen,50,14
3554,Highly Unlikely,10,15
3554,About Even,50,16
3554,Almost No Chance,5,17
3554,Chances are Slight,10,18
3554,Little Chance,10,19
3553,Will Happen,75,1
3553,Better than Even,60,2
3553,Chances are Slight,15,3
3553,Unlikely,10,4
3553,Likely,40,5
3553,Little Chance,5,6
3553,About Even,50,7
3553,Realistic Possibility,60,8
3553,May Happen,25,9
3553,Remote Chance,5,10
3553,Might Happen,25,11
3553,Almost No Chance,5,12
3553,Highly Likely,75,13
3553,Almost Certain,80,14
3553,Improbable,10,15
3553,Very Good Chance,60,16
3553,Highly Unlikely,5,17
3553,Could Happen,10,18
3553,Probable,35,19
3552,Almost Certain,90,1
3552,Realistic Possibility,70,2
3552,Better than Even,55,3
3552,Highly Likely,65,4
3552,Very Good Chance,75,5
3552,Probable,60,6
3552,Improbable,40,7
3552,Could Happen,66,8
3552,Remote Chance,20,9
3552,Highly Unlikely,10,10
3552,Likely,60,11
3552,Unlikely,40,12
3552,Chances are Slight,30,13
3552,Will Happen,80,14
3552,Might Happen,60,15
3552,Almost No Chance,1,16
3552,May Happen,40,17
3552,Little Chance,10,18
3552,About Even,50,19
3551,Little Chance,5,1
3551,Improbable,0,2
3551,Probable,70,3
3551,Might Happen,60,4
3551,Chances are Slight,20,5
3551,Unlikely,5,6
3551,Highly Likely,90,7
3551,May Happen,60,8
3551,Likely,55,9
3551,Realistic Possibility,65,10
3551,Better than Even,60,11
3551,Could Happen,60,12
3551,Almost Certain,99,13
3551,Remote Chance,1,14
3551,Highly Unlikely,1,15
3551,Very Good Chance,90,16
3551,Will Happen,100,17
3551,About Even,50,18
3551,Almost No Chance,1,19
3550,Little Chance,10,1
3550,Remote Chance,5,2
3550,May Happen,45,3
3550,Realistic Possibility,85,4
3550,Unlikely,35,5
3550,Probable,90,6
3550,Highly Unlikely,10,7
3550,Likely,90,8
3550,Very Good Chance,95,9
3550,Will Happen,100,10
3550,Almost Certain,99,11
3550,Might Happen,50,12
3550,Better than Even,51,13
3550,Could Happen,55,14
3550,Almost No Chance,5,15
3550,Chances are Slight,10,16
3550,Improbable,5,17
3550,About Even,50,18
3550,Highly Likely,90,19
3549,Remote Chance,7,1
3549,Probable,80,2
3549,Almost Certain,98,3
3549,Chances are Slight,3,4
3549,Almost No Chance,1,5
3549,Very Good Chance,99,6
3549,Likely,70,7
3549,Realistic Possibility,60,8
3549,Could Happen,55,9
3549,Might Happen,50,10
3549,Highly Unlikely,1,11
3549,Highly Likely,99,12
3549,Unlikely,15,13
3549,Better than Even,55,14
3549,May Happen,58,15
3549,Will Happen,100,16
3549,Little Chance,5,17
3549,Improbable,20,18
3549,About Even,50,19
3548,Unlikely,10,1
3548,Very Good Chance,80,2
3548,Could Happen,50,3
3548,Almost Certain,90,4
3548,Highly Unlikely,5,5
3548,About Even,50,6
3548,Probable,60,7
3548,May Happen,70,8
3548,Better than Even,60,9
3548,Chances are Slight,15,10
3548,Might Happen,85,11
3548,Realistic Possibility,85,12
3548,Remote Chance,5,13
3548,Highly Likely,95,14
3548,Little Chance,10,15
3548,Improbable,1,16
3548,Likely,85,17
3548,Will Happen,100,18
3548,Almost No Chance,1,19
3547,Highly Likely,80,1
3547,May Happen,40,2
3547,Unlikely,10,3
3547,Could Happen,30,4
3547,Highly Unlikely,5,5
3547,Chances are Slight,20,6
3547,Almost Certain,95,7
3547,Realistic Possibility,65,8
3547,Better than Even,55,9
3547,Likely,70,10
3547,Very Good Chance,80,11
3547,Will Happen,100,12
3547,Might Happen,40,13
3547,Little Chance,10,14
3547,Improbable,15,15
3547,Probable,70,16
3547,Remote Chance,5,17
3547,About Even,50,18
3547,Almost No Chance,5,19
3546,Very Good Chance,80,1
3546,Probable,65,2
3546,Chances are Slight,30,3
3546,Better than Even,55,4
3546,Will Happen,95,5
3546,Highly Likely,95,6
3546,Almost Certain,95,7
3546,Realistic Possibility,75,8
3546,Little Chance,25,9
3546,Likely,80,10
3546,Improbable,15,11
3546,Highly Unlikely,10,12
3546,Remote Chance,5,13
3546,Could Happen,40,14
3546,Almost No Chance,5,15
3546,May Happen,45,16
3546,Unlikely,35,17
3546,Might Happen,40,18
3546,About Even,50,19
3545,Probable,70,1
3545,Very Good Chance,85,2
3545,Highly Likely,90,3
3545,Will Happen,100,4
3545,May Happen,50,5
3545,Little Chance,30,6
3545,Chances are Slight,20,7
3545,Remote Chance,5,8
3545,Could Happen,60,9
3545,Highly Unlikely,10,10
3545,Unlikely,25,11
3545,Improbable,20,12
3545,Almost No Chance,10,13
3545,Realistic Possibility,65,14
3545,Better than Even,55,15
3545,About Even,50,16
3545,Almost Certain,95,17
3545,Likely,90,18
3545,Might Happen,40,19
3544,Unlikely,10,1
3544,Improbable,10,2
3544,Almost No Chance,1,3
3544,Very Good Chance,85,4
3544,Could Happen,50,5
3544,Might Happen,40,6
3544,Will Happen,100,7
3544,Better than Even,60,8
3544,Likely,75,9
3544,About Even,50,10
3544,Almost Certain,99,11
3544,Probable,85,12
3544,Highly Unlikely,1,13
3544,May Happen,50,14
3544,Realistic Possibility,50,15
3544,Chances are Slight,5,16
3544,Little Chance,5,17
3544,Highly Likely,90,18
3544,Remote Chance,5,19
3543,Almost No Chance,5,1
3543,Highly Unlikely,10,2
3543,About Even,50,3
3543,Improbable,25,4
3543,Will Happen,100,5
3543,Probable,75,6
3543,Realistic Possibility,5,7
3543,Likely,80,8
3543,Might Happen,1,9
3543,Chances are Slight,20,10
3543,Little Chance,20,11
3543,Remote Chance,10,12
3543,Better than Even,51,13
3543,Could Happen,20,14
3543,Almost Certain,90,15
3543,Unlikely,40,16
3543,May Happen,20,17
3543,Very Good Chance,80,18
3543,Highly Likely,90,19
3542,Will Happen,100,1
3542,Remote Chance,10,2
3542,Might Happen,60,3
3542,Almost Certain,90,4
3542,About Even,50,5
3542,Probable,60,6
3542,Very Good Chance,75,7
3542,Little Chance,10,8
3542,Improbable,10,9
3542,Almost No Chance,5,10
3542,Realistic Possibility,60,11
3542,Highly Likely,90,12
3542,Unlikely,10,13
3542,Chances are Slight,10,14
3542,Highly Unlikely,5,15
3542,Could Happen,40,16
3542,Better than Even,55,17
3542,Likely,60,18
3542,May Happen,60,19
3541,Could Happen,40,1
3541,Chances are Slight,20,2
3541,Almost Certain,95,3
3541,Highly Likely,85,4
3541,About Even,50,5
3541,Realistic Possibility,35,6
3541,Likely,55,7
3541,Highly Unlikely,10,8
3541,May Happen,50,9
3541,Almost No Chance,5,10
3541,Probable,30,11
3541,Better than Even,60,12
3541,Remote Chance,15,13
3541,Little Chance,20,14
3541,Unlikely,10,15
3541,Might Happen,30,16
3541,Will Happen,98,17
3541,Improbable,10,18
3541,Very Good Chance,80,19
3540,May Happen,70,1
3540,Very Good Chance,70,2
3540,Highly Unlikely,20,3
3540,Might Happen,60,4
3540,Unlikely,5,5
3540,Likely,90,6
3540,Will Happen,95,7
3540,Almost Certain,95,8
3540,Realistic Possibility,95,9
3540,Could Happen,55,10
3540,Chances are Slight,51,11
3540,Little Chance,20,12
3540,About Even,50,13
3540,Better than Even,55,14
3540,Probable,60,15
3540,Almost No Chance,1,16
3540,Highly Likely,80,17
3540,Remote Chance,10,18
3540,Improbable,1,19
3539,Remote Chance,3,1
3539,Unlikely,15,2
3539,Highly Unlikely,5,3
3539,Highly Likely,95,4
3539,Will Happen,100,5
3539,Almost No Chance,1,6
3539,Could Happen,50,7
3539,Likely,80,8
3539,Probable,70,9
3539,Chances are Slight,15,10
3539,Almost Certain,99,11
3539,Realistic Possibility,35,12
3539,Little Chance,10,13
3539,Improbable,5,14
3539,About Even,50,15
3539,Better than Even,60,16
3539,Very Good Chance,85,17
3539,May Happen,40,18
3539,Might Happen,35,19
3538,Remote Chance,40,1
3538,Almost No Chance,10,2
3538,May Happen,60,3
3538,Unlikely,35,4
3538,Chances are Slight,20,5
3538,Highly Unlikely,15,6
3538,Better than Even,55,7
3538,Highly Likely,85,8
3538,Realistic Possibility,70,9
3538,Likely,65,10
3538,Very Good Chance,80,11
3538,Might Happen,60,12
3538,Little Chance,20,13
3538,Probable,55,14
3538,About Even,55,15
3538,Almost Certain,90,16
3538,Will Happen,100,17
3538,Could Happen,55,18
3538,Improbable,25,19
3537,Likely,70,1
3537,Probable,51,2
3537,Chances are Slight,10,3
3537,Almost No Chance,1,4
3537,Little Chance,5,5
3537,Highly Likely,80,6
3537,Improbable,0,7
3537,Might Happen,30,8
3537,Realistic Possibility,75,9
3537,Could Happen,75,10
3537,Almost Certain,99,11
3537,Highly Unlikely,5,12
3537,May Happen,50,13
3537,Very Good Chance,80,14
3537,Unlikely,30,15
3537,Will Happen,100,16
3537,About Even,50,17
3537,Better than Even,51,18
3537,Remote Chance,10,19
3536,About Even,50,1
3536,May Happen,20,2
3536,Remote Chance,1,3
3536,Little Chance,5,4
3536,Almost Certain,95,5
3536,Realistic Possibility,75,6
3536,Highly Likely,90,7
3536,Likely,80,8
3536,Better than Even,60,9
3536,Unlikely,25,10
3536,Will Happen,99,11
3536,Could Happen,50,12
3536,Improbable,5,13
3536,Almost No Chance,1,14
3536,Might Happen,10,15
3536,Chances are Slight,5,16
3536,Probable,50,17
3536,Very Good Chance,90,18
3536,Highly Unlikely,10,19
3535,About Even,50,1
3535,May Happen,30,2
3535,Remote Chance,10,3
3535,Little Chance,5,4
3535,Almost Certain,95,5
3535,Realistic Possibility,40,6
3535,Highly Likely,80,7
3535,Likely,65,8
3535,Better than Even,60,9
3535,Unlikely,20,10
3535,Will Happen,100,11
3535,Could Happen,30,12
3535,Improbable,5,13
3535,Almost No Chance,1,14
3535,Might Happen,20,15
3535,Chances are Slight,5,16
3535,Probable,60,17
3535,Very Good Chance,75,18
3535,Highly Unlikely,1,19
3534,Remote Chance,20,1
3534,Almost No Chance,1,2
3534,May Happen,60,3
3534,Unlikely,10,4
3534,Chances are Slight,30,5
3534,Highly Unlikely,5,6
3534,Better than Even,55,7
3534,Highly Likely,90,8
3534,Realistic Possibility,75,9
3534,Likely,70,10
3534,Very Good Chance,80,11
3534,Might Happen,65,12
3534,Little Chance,25,13
3534,Probable,65,14
3534,About Even,50,15
3534,Almost Certain,95,16
3534,Will Happen,90,17
3534,Could Happen,65,18
3534,Improbable,5,19
3533,Unlikely,5,1
3533,May Happen,50,2
3533,Very Good Chance,75,3
3533,Highly Likely,90,4
3533,Better than Even,70,5
3533,Almost No Chance,1,6
3533,Will Happen,100,7
3533,Likely,80,8
3533,Remote Chance,15,9
3533,About Even,50,10
3533,Realistic Possibility,75,11
3533,Might Happen,50,12
3533,Highly Unlikely,10,13
3533,Improbable,1,14
3533,Almost Certain,99,15
3533,Chances are Slight,5,16
3533,Probable,90,17
3533,Could Happen,60,18
3533,Little Chance,10,19
