number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore
1117,عالم أريب,"Nov 2, 2015",54.99,"0 .. 20,000",Remal IT,Remal IT,0,0,NA
1118,Extreme Formula Championship,"May 4, 2015",1.04,"0 .. 20,000",Yash Future Tech Solutions Pvt Ltd,Yash Future Tech Solutions Pvt Ltd,0,0,NA
1119,Deficis,"Jul 30, 2015",14.99,"0 .. 20,000",Gneu LLC,Gneu LLC,0,0,NA
1120,Dad Beat Dads,"Oct 19, 2015",5.99,"0 .. 20,000",Stellar Jay Studios,Stellar Jay Studios,0,0,NA
1121,Blues and Bullets - Digital Comic,"Jul 23, 2015",2.99,"0 .. 20,000",A Crowd of Monsters,A Crowd of Monsters,0,0,NA
1122,Soccer Pinball Thrills,"Jun 26, 2015",3.99,"0 .. 20,000","Fancy Bytes, Reactor",United Independent Entertainment GmbH,0,0,NA
1123,Soda Star,"May 14, 2015",3.99,"0 .. 20,000",Tiny Utopia,Tiny Utopia,0,0,NA
1124,Shmup Love Boom,"Sep 18, 2015",2.99,"0 .. 20,000",NickySwan,NickySwan,0,0,NA
1125,Mass Vector,"Nov 24, 2015",5.99,"0 .. 20,000",Moving Pixel Games,Moving Pixel Games,0,0,NA
1126,Hope in Hell,"Oct 31, 2015",2.99,"0 .. 20,000",Emeryon games,Emeryon games,0,0,NA
1127,Caribbean Odyssey,"Nov 12, 2015",9.99,"0 .. 20,000",Imran Arafat,Reality Gameware,0,0,NA
1128,Professor Teaches OneNote 2016,"Sep 15, 2015",14.99,"0 .. 20,000",Individual Software,Individual Software,0,0,NA
1129,Spoko and Poko,"May 18, 2015",3.99,"0 .. 20,000",LemonOrange,LemonOrange,0,0,NA
1131,Rubber Ducky and the Rainbow Gun,"Dec 15, 2015",0.99,"0 .. 20,000",John Szymanski,John Szymanski,0,0,NA
1138,Scraps: Modular Vehicle Combat,"Jul 7, 2015",14.99,"0 .. 20,000",Moment Studio,Moment Studio,0,0,NA
1139,Sketch Tales,"Sep 28, 2015",1,"0 .. 20,000",8D Studio,8D Studio,0,0,NA
1141,War of the Human Tanks - ALTeR,"Feb 13, 2015",12.99,"0 .. 20,000",Yakiniku Banzai,Fruitbat Factory,0,0,NA
1142,Rugby League Live 3,"Sep 29, 2015",19.99,"0 .. 20,000",Big Ant Studios,"Big Ant Studios (Steam), Tru Blu Games",0,0,NA
1143,The Last Crown: Midnight Horror,"Oct 29, 2015",4.99,"0 .. 20,000",Darkling Room,Iceberg Interactive,0,0,NA
1146,Diner Mania,"Jun 25, 2015",3.99,"0 .. 20,000",InImages,InImages,0,0,NA
1147,Vortex Attack: ボルテックスアタック,"May 27, 2015",7.99,"0 .. 20,000",KaleidoGames,KaleidoGames,0,0,NA
1148,Loot Hound,"Nov 17, 2015",2.99,"0 .. 20,000",Rhizome Games™,Rhizome Games™,0,0,NA
1149,samurai_jazz,"Jan 27, 2015",0.99,"0 .. 20,000",Blaze Epic,Blaze Epic,0,0,NA
1152,Farm Frenzy Collection,"Aug 21, 2015",19.99,"0 .. 20,000",Alawar Entertainment,Buka Entertainment,0,0,NA
1154,Servo,"May 28, 2015",NA,"0 .. 20,000",BonusXP,BonusXP,0,0,NA
1155,A-Train 9 V4.0 : Japan Rail Simulator,"Oct 21, 2015",59.99,"0 .. 20,000",ARTDINK,Degica,0,0,NA
1156,Nusakana,"Nov 19, 2015",8.99,"0 .. 20,000",Studio Namaapa,Studio Namaapa,0,0,NA
1158,Ferrum's Secrets: Where Is Grandpa?,"Aug 14, 2015",4.99,"0 .. 20,000",EJRGames,EJRGames,0,0,NA
1159,Burnstar,"Mar 18, 2015",4.99,"0 .. 20,000",Nerve Software LLC,Nerve Software LLC,0,0,NA
1162,The Last Warlock,"Aug 24, 2015",5.99,"0 .. 20,000",Sonic Sloth,Sonic Sloth,0,0,NA
1163,Silver Creek Falls: Chapter 2,"Sep 30, 2015",4.99,"0 .. 20,000",Sapphire Dragon Productions,Sapphire Dragon Productions,0,0,NA
1164,STEEL STRIDER,"Nov 12, 2015",5.99,"0 .. 20,000",ASTRO PORT,Nyu Media,0,0,NA
1165,Starship Traveller,"Mar 11, 2015",4.99,"0 .. 20,000",Tin Man Games,Tin Man Games,0,0,NA
1166,Street Arena,"Jul 10, 2015",6.99,"0 .. 20,000",Blossom Games,Blossom Games,0,0,NA
1167,Abomination Tower,"Feb 13, 2015",NA,"0 .. 20,000",Amethyst Quarter,Amethyst Quarter,0,0,NA
1169,quadrant,"May 1, 2015",3.99,"0 .. 20,000",undef,undef,0,0,NA
1170,Wimp: Who Stole My Pants?,"Jun 5, 2015",3.99,"0 .. 20,000",FlexileStudio,FlexileStudio,0,0,NA
1171,The World Named Fred,"Feb 27, 2015",3.99,"0 .. 20,000",Here Be Dragonz,Here Be Dragonz,0,0,NA
1172,Fist Slash: Of Ultimate Fury,"Dec 10, 2015",3.99,"0 .. 20,000",Sinclair Strange,Rising Star Games,0,0,NA
1173,JUMP,"Jul 30, 2015",9.99,"0 .. 20,000",Endeavor One Inc.,Endeavor One Inc.,0,0,NA
1174,Arcane Sorcery,"Sep 15, 2015",NA,"0 .. 20,000",Andrew Rowe,Andrew Rowe,0,0,NA
1175,Pirate's Life,"Apr 17, 2015",4.99,"0 .. 20,000",Team Eyepatch,None,0,0,NA
1176,Shu's Garden,"Aug 11, 2015",4.99,"0 .. 20,000","Colin Sanders, Jason RT Bond",Jason RT Bond,0,0,NA
1177,Aquadelic GT,"Mar 25, 2015",4.99,"0 .. 20,000","Hammerware, s.r.o.","Hammerware, s.r.o.",0,0,NA
1178,Sentris,"Aug 12, 2015",14.99,"0 .. 20,000",Timbre Interactive,Timbre Interactive,0,0,NA
1179,3D MiniGolf,"May 29, 2015",9.99,"0 .. 20,000",Z-Software GmbH,rokapublish,0,0,NA
1180,Puzzle Strike,"Dec 21, 2015",14.99,"0 .. 20,000",Sirlin Games,Sirlin Games,0,0,NA
1181,Veteran Combat,"Feb 16, 2015",1.99,"0 .. 20,000",CyberphobX,CyberphobX,0,0,NA
1182,Cubicity,"Feb 12, 2015",2.99,"0 .. 20,000",Bubble Head Games,Bubble Head Games,0,0,NA
1183,Ninjahtic Mind Tricks,"Jul 16, 2015",1.99,"0 .. 20,000",Blaze Epic,Blaze Epic,0,0,NA
1184,SHOFER Race Driver,"Jun 30, 2015",8.99,"0 .. 20,000",Zhoori Maang Entertainment,Zhoori Maang Entertainment,0,0,NA
1185,ASDAD: All-Stars Dungeons and Diamonds,"Oct 1, 2015",4.99,"0 .. 20,000",Giant Enemy Labs,Giant Enemy Labs,0,0,NA
1187,Shrooms,"May 8, 2015",14.99,"0 .. 20,000",Immersive Douro,Immersive Douro,0,0,NA
1188,Hacker Evolution Source Code,"May 11, 2015",9.99,"0 .. 20,000",exosyphen studios,exosyphen studios,0,0,NA
1189,AWAKE,"Dec 16, 2015",NA,"0 .. 20,000",Diios,Yeti Studio©,0,0,NA
1190,StandPoint,"Mar 5, 2015",9.99,"0 .. 20,000",Unruly Attractions,"BANDAI NAMCO Entertainment, United Independent Entertainment GmbH",0,0,NA
1191,MotorSport Revolution,"Jan 15, 2015",14.99,"0 .. 20,000",Ghost Machine,Ghost Machine,0,0,NA
1192,Inventioneers,"Oct 5, 2015",6.99,"0 .. 20,000",Filimundus,Filimundus,0,0,NA
1193,Red Goblin: Cursed Forest,"May 15, 2015",4.99,"0 .. 20,000",Eerie Games,Flying Interactive,0,0,NA
1194,Shades of Black,"Aug 10, 2015",11.99,"0 .. 20,000",MDNA Games,"Tri Synergy, Inc.",0,0,NA
1195,Titanis,"Jun 8, 2015",4.99,"0 .. 20,000",Silver Goblet Games,Silver Goblet Games,0,0,NA
1196,Aware,"Feb 18, 2015",12.99,"0 .. 20,000","Guilherme Nunes Barbosa, Lennie Svensson, Morgan Andersson",Limevision Studios,0,0,NA
1198,A.V.,"Feb 13, 2015",6.99,"0 .. 20,000",FirstForever Studios,MAGIC Spell Studios,0,0,NA
1199,Helicopter 2015: Natural Disasters,"May 1, 2015",9.99,"0 .. 20,000",Si7,Ravenscourt,0,0,NA
1200,Vagrant Hearts 2,"May 20, 2015",0.99,"0 .. 20,000",Warfare Studios,Warfare Studios,0,0,NA
1201,Fantastic Pinball Thrills,"Jun 26, 2015",4.99,"0 .. 20,000","Fancy Bytes, Reactor",United Independent Entertainment GmbH,0,0,NA
1202,Unheard Screams - King Leopold II's Rule Over The Congo,"May 11, 2015",2.99,"0 .. 20,000",Locomotivah,Locomotivah,0,0,NA
1203,Crazy Steam Bros 2,"Apr 2, 2015",0.99,"0 .. 20,000",Ars Creativa,Ars Creativa,0,0,NA
1204,The Logomancer,"Aug 4, 2015",4.99,"0 .. 20,000","Jeffrey Nordin, Justin Nordin",Jeffrey Nordin,0,0,NA
1205,Purgatory: War of the Damned,"Feb 11, 2015",14.99,"0 .. 20,000",Ironsun Studios,KISS ltd,0,0,NA
1206,Professor Teaches Outlook 2016,"Oct 12, 2015",14.99,"0 .. 20,000",Individual Software,Individual Software,0,0,NA
1207,Dr. Bulbaceous,"Nov 19, 2015",3.99,"0 .. 20,000",Wetgenes,Wetgenes,0,0,NA
1208,Vector Assault,"Dec 10, 2015",4.99,"0 .. 20,000",Wizbyte Games,Strategy First,0,0,NA
1209,Fragmentum,"Dec 2, 2015",9.99,"0 .. 20,000",Lundar Games,Lundar Games,0,0,NA
1210,The Quivering,"Jan 28, 2015",3.99,"0 .. 20,000",Charybdis Ltd,Alternative Software Ltd,0,0,NA
1211,Gene,"Jan 30, 2015",0.99,"0 .. 20,000",Vital Games Ltd,Vital Games Ltd,0,0,NA
1212,SBX: Invasion,"Jun 1, 2015",1.99,"0 .. 20,000",Jason Carter,Wakeskater Studio,0,0,NA
1213,Voodoo Chronicles: The First Sign HD - Director’s Cut Edition,"May 28, 2015",6.99,"0 .. 20,000",Space Monkey International,1C Online Games,0,0,NA
1214,UfoPilot : Astro-Creeps Elite,"May 5, 2015",4.99,"0 .. 20,000",nornware AB,nornware AB,0,0,NA
1215,Bionite: Origins,"Dec 24, 2015",11.99,"0 .. 20,000",Platoon Studios,Platoon Studios,0,0,NA
1216,Puzzle Expedition,"Jun 29, 2015",7.99,"0 .. 20,000",Top3Line,Top3Line,0,0,NA
1237,Dragon's Wake,"Dec 10, 2015",3.99,"0 .. 20,000",Brainbox Software,Brainbox Software,0,0,NA
1245,The Withering,"Dec 18, 2015",9.99,"0 .. 20,000",CM Softworks,CM Softworks,0,0,NA
1249,Brilliant Shadows - Part One of the Book of Gray Magic,"Oct 30, 2015",6.99,"0 .. 20,000",Ithaqua Labs,Ithaqua Labs,0,0,NA
1251,Star Sky - ブルームーン,"Oct 23, 2015",3.99,"0 .. 20,000","JMJ Interactive, Mårten Jonsson",AGM PLAYISM,0,0,NA
1274,G-senjou no Maou - The Devil on G-String,"Nov 5, 2015",19.99,"0 .. 20,000",AKABEiSOFT2,Sekai Project,0,0,NA
1276,The Rainy Port Keelung 雨港基隆,"Mar 30, 2015",24.99,"0 .. 20,000",Erotes studio,Erotes studio,0,0,NA
1281,Zombie Grinder,"Oct 16, 2015",8.99,"0 .. 20,000",TwinDrills,TwinDrills,0,0,NA
1302,Arms Dealer,"Mar 26, 2015",NA,"0 .. 20,000","Case in Point Studios, LLC","Case in Point Studios, LLC",0,0,NA
1303,"I, Gladiator","Apr 7, 2015",7.99,"0 .. 20,000",Steel Monkeys,Next Dimension Game Adventures Ltd.,0,0,NA
1304,Hotel Remorse,"Apr 28, 2015",NA,"0 .. 20,000","Charlie Behan, Raddy Peid",Charlie Behan,0,0,NA
1305,Total Extreme Wrestling 2010,"Mar 19, 2015",14.99,"0 .. 20,000",Grey Dog Software,Viva Media,0,0,NA
1306,Pushcat,"Jan 12, 2015",4.99,"0 .. 20,000",Zut Games,Zut Games,0,0,NA
1310,MODO indie,"Sep 24, 2015",NA,"0 .. 20,000",Foundry,Foundry,0,0,NA
1313,Loot Hunter,"Jan 23, 2015",6.99,"0 .. 20,000",Rake in Grass,Rake in Grass,0,0,NA
1316,Blind Love,"Jun 28, 2015",0.99,"0 .. 20,000",Michaela Laws,Michaela Laws,0,0,NA
1319,Cahors Sunset,"Jan 12, 2015",1.99,"0 .. 20,000",Locomotivah,Locomotivah,0,0,NA
1320,Farm Frenzy: Heave Ho,"Aug 26, 2015",4.99,"0 .. 20,000","Alawar Stargaze, Alawar Entertainment",Buka Entertainment,0,0,NA
1321,BRAWL,"Aug 13, 2015",14.99,"0 .. 20,000",Bloober Team SA,Bloober Team SA,0,0,NA
1322,Incredible Dracula: Chasing Love Collector's Edition,"Nov 29, 2015",9.99,"0 .. 20,000",New Bridge Games,Alawar Entertainment,0,0,NA
1323,Default Dan,"Jan 15, 2015",5.99,"0 .. 20,000",Kikiwik Games,Kikiwik Games,0,0,NA
1325,Natural Soccer,"Feb 2, 2015",9.99,"0 .. 20,000",Thorsten Schleinzer,Thorsten Schleinzer,0,0,NA
1328,Dead But Alive! Southern England,"Oct 2, 2015",14.99,"0 .. 20,000",Niels Bauer Games,Niels Bauer Games,0,0,NA
1329,Blood of Magic,"Dec 18, 2015",9.99,"0 .. 20,000",Stoneworks Games,Stoneworks Games,0,0,NA
1331,Starchaser: Priestess of the Night Sky,"Jul 24, 2015",9.99,"0 .. 20,000",Nonlinear,AGM PLAYISM,0,0,NA
1332,Spectra,"Jul 10, 2015",7.49,"0 .. 20,000",Gateway Interactive,Mastertronic,0,0,NA
1333,Herding Dog,"Dec 25, 2015",1.99,"0 .. 20,000",xixgames,xixgames,0,0,NA
1334,Lost Labyrinth Extended Version,"Nov 24, 2015",4.99,"0 .. 20,000",Markus Döbele,Flying Interactive,0,0,NA
1335,The Race for the White House,"Jan 2, 2015",14.99,"0 .. 20,000",Eversim,Eversim,0,0,NA
1337,Hello Kitty and Sanrio Friends Racing,"Jul 9, 2015",19.99,"0 .. 20,000",Scarab Entertainment,Scarab Entertainment,0,0,NA
1338,Arclight Cascade,"Aug 25, 2015",NA,"0 .. 20,000",Hexdragonal Games,Hexdragonal Games,0,0,NA
1340,Skyflower,"Jun 25, 2015",2.99,"0 .. 20,000",The Taco Heaven,"KOEI TECMO GAMES CO., LTD.",0,0,NA
1341,B.A.D Battle Armor Division,"Aug 18, 2015",5.99,"0 .. 20,000",Crian Soft,Crian Soft,0,0,NA
1343,Caverns of the Snow Witch (Standalone),"Aug 3, 2015",4.99,"0 .. 20,000",Tin Man Games,Tin Man Games,0,0,NA
1344,Infect and Destroy,"Jan 29, 2015",6.99,"0 .. 20,000",FarrugiaSoft,FarrugiaSoft,0,0,NA
1345,Networm,"Oct 27, 2015",1.99,"0 .. 20,000",Cuddly Zombie Games,Cuddly Zombie Games,0,0,NA
1346,The Ables: Freepoint High,"Dec 16, 2015",4.99,"0 .. 20,000","Qiwi Games, LLC, Graveck","Qiwi Games, LLC",0,0,NA
1347,MadOut,"Jun 6, 2015",9.99,"0 .. 20,000","Nuligine, MadOut Games","Nuligine, MadOut Games",0,0,NA
1348,Curse of the Assassin,"May 12, 2015",4.99,"0 .. 20,000",Tin Man Games,Tin Man Games,0,0,NA
1349,But to Paint a Universe,"Jan 15, 2015",4.99,"0 .. 20,000",Mårten Jonsson,JMJ Interactive,0,0,NA
1350,Spirit Run - Fire vs. Ice,"Feb 12, 2015",1.99,"0 .. 20,000",Lunagames,Libredia,0,0,NA
1351,Subaeria,"Sep 22, 2015",12.99,"0 .. 20,000",Studios iLLOGIKA,Studios iLLOGIKA,0,0,NA
1352,Dark Storm: VR Missions,"Aug 19, 2015",NA,"0 .. 20,000",Fenrir Studios,Fenrir Studios,0,0,NA
1353,Pilot Crusader,"Jul 3, 2015",NA,"0 .. 20,000",RadLabGaming,Ludomotion,0,0,NA
1354,Expert Rifleman - Reloaded,"Aug 14, 2015",14.99,"0 .. 20,000",BattleByte,BattleByte,0,0,NA
1355,Roads of Rome 2,"Oct 16, 2015",3.99,"0 .. 20,000",Whiterra,Qumaron,0,0,NA
1357,Human Extinction Simulator,"Jan 21, 2015",19.99,"0 .. 20,000",Machine 22,Machine 22,0,0,NA
1358,Déjà Vu II: MacVenture Series,"Jan 26, 2015",2.99,"0 .. 20,000",Zojoi,Zojoi,0,0,NA
1359,Slinki,"Apr 15, 2015",0.99,"0 .. 20,000",Titan Forged Games,Titan Forged Games,0,0,NA
1360,The Last Dogma - Wilder Wein Edition,"Jun 30, 2015",6.99,"0 .. 20,000",Sasha Darko,Sasha Darko,0,0,NA
1361,Celestial Tear: Demon's Revenge,"Nov 19, 2015",NA,"0 .. 20,000","White Guardian Studios, LLC",Degica,0,0,NA
1362,Ashes of Immortality II,"Aug 28, 2015",6.99,"0 .. 20,000",Warfare Studios,Warfare Studios,0,0,NA
1363,Miko Gakkou Monogatari: Kaede Episode,"Aug 16, 2015",8.99,"0 .. 20,000",xinoro,xinoro,0,0,NA
1364,The Hole Story,"Jul 13, 2015",4.99,"0 .. 20,000","LearnDistrict Inc., The Negatives",LearnDistrict Inc.,0,0,NA
1365,Alchemist Penguin,"Jun 6, 2015",1.99,"0 .. 20,000","Foot in the Box, LLC","Foot in the Box, LLC",0,0,NA
1366,Orc Slayer,"Nov 5, 2015",4.99,"0 .. 20,000",Cooply Solutions,Cooply Solutions,0,0,NA
1367,D/Generation HD,"Oct 23, 2015",9.99,"0 .. 20,000",West Coast Software,West Coast Software,0,0,NA
1368,Everything is Black and White,"Apr 23, 2015",1.99,"0 .. 20,000",Thomas Gwaltney,Thomas Gwaltney,0,0,NA
1369,Evolution II: Fighting for Survival,"Feb 12, 2015",1.99,"0 .. 20,000",LiveItGames LLC,LiveItGames LLC,0,0,NA
1370,Dragon Rider,"Nov 2, 2015",NA,"0 .. 20,000","S.F. Bay Studios, Inc.","S.F. Bay Studios, Inc.",0,0,NA
1371,The Forgotten Forest,"Nov 11, 2015",0.99,"0 .. 20,000",Dylan Wentz,Dylan Wentz,0,0,NA
1372,Cell HD: emergence,"Feb 19, 2015",5.99,"0 .. 20,000","New Life Interactive, LLC","New Life Interactive, LLC",0,0,NA
1373,Knight & Damsel,"Aug 20, 2015",9.99,"0 .. 20,000",MK-ULTRA Games,MK-ULTRA Games,0,0,NA
1374,The Worm,"Sep 29, 2015",4.99,"0 .. 20,000",Carlo D'Apostoli Projects,Strategy First,0,0,NA
1375,FPV Freerider,"Apr 17, 2015",5.99,"0 .. 20,000",John Holmvall,Jord&Eld,0,0,NA
1376,ReLoaded,"Jul 24, 2015",4.99,"0 .. 20,000",Urbanscan,Console Classics,0,0,NA
1377,The Electric Shocktopus,"Jan 25, 2015",5.99,"0 .. 20,000",TestTubeGames,TestTubeGames,0,0,NA
1378,Infinite Game Works Episode 1,"Oct 26, 2015",7.99,"0 .. 20,000",Sakura River Interactive,Sakura River Interactive,0,0,NA
1379,Unlimited Escape 2,"Apr 22, 2015",4.99,"0 .. 20,000",Carlo D'Apostoli Projects,Strategy First,0,0,NA
1380,Quicken WillMaker Plus 2016,"Oct 15, 2015",NA,"0 .. 20,000",Nolo,Individual Software,0,0,NA
1414,Super Indie Karts,"May 6, 2015",14.99,"0 .. 20,000",One Legged Seagull,One Legged Seagull,0,0,NA
1418,Yatagarasu Attack on Cataclysm,"Jul 7, 2015",14.99,"0 .. 20,000",Yatagarasu Dev Team,Nyu Media,0,0,NA
1419,WORLD END ECONOMiCA episode.02,"Jul 21, 2015",12.99,"0 .. 20,000",Spicy Tails,Sekai Project,0,0,NA
1423,Champion of the Gods,"Jul 17, 2015",5.99,"0 .. 20,000",Choice of Games,Choice of Games,0,0,NA
1427,AntharioN,"Jul 15, 2015",14.99,"0 .. 20,000",Orphic Software,Orphic Software,0,0,NA
1430,Diabolical,"Nov 6, 2015",3.99,"0 .. 20,000",Choice of Games,Choice of Games,0,0,NA
1431,A Wise Use of Time,"Sep 4, 2015",5.99,"0 .. 20,000",Choice of Games,Choice of Games,0,0,NA
1433,ESCHATOS,"Sep 18, 2015",14.99,"0 .. 20,000",Qute,Degica,0,0,NA
1436,Gunman Clive 2,"Sep 3, 2015",2.99,"0 .. 20,000",Hörberg Productions,Hörberg Productions,0,0,NA
1440,The Seven Years War (1756-1763),"Oct 30, 2015",19.99,"0 .. 20,000",Oliver Keppelmüller,Oliver Keppelmüller,0,0,NA
1443,TankZone Battle,"Sep 21, 2015",9.99,"0 .. 20,000",Render System,Render System,0,0,NA
1446,Shallow Space,"Oct 21, 2015",14.99,"0 .. 20,000",Special Circumstances,Special Circumstances,0,0,NA
1447,Spaceman Sparkles 2,"May 20, 2015",2.99,"0 .. 20,000",tjern,tjern,0,0,NA
1451,Brighter Day,"Jul 17, 2015",2.99,"0 .. 20,000",girl software,girl software,0,0,NA
1452,Last Heroes,"Nov 13, 2015",0.5,"0 .. 20,000",Warfare Studios,Aldorlea Games,0,0,NA
1453,Explosionade,"Sep 23, 2015",3.99,"0 .. 20,000",Mommy's Best Games,Mommy's Best Games,0,0,NA
1454,Handball 16,"Nov 27, 2015",39.99,"0 .. 20,000",Eko Software,"Bigben Interactive, Plug In Digital",0,0,NA
1455,Predator Simulator,"May 11, 2015",7.99,"0 .. 20,000",Imran Arafat,Reality Gameware,0,0,NA
1456,Wave Mechanics,"Apr 23, 2015",0.99,"0 .. 20,000",Adam Tarnowski,Adam Tarnowski,0,0,NA
1457,Mystery of Unicorn Castle: The Beastmaster,Dec 2015,6.99,"0 .. 20,000",Meridian'93,1C Entertainment,0,0,NA
1458,CDF Ghostship,"Jun 26, 2015",9.99,"0 .. 20,000",MadAboutGamesStudios,MadAboutGamesStudios,0,0,NA
1459,Zombie Camp: Last Survivor,"Apr 17, 2015",1.99,"0 .. 20,000",Lunagames,Libredia,0,0,NA
1464,Pluck,"Jul 31, 2015",9.99,"0 .. 20,000",Benjamin Lapid,Benjamin Lapid,0,0,NA
1465,Megatect,"Nov 4, 2015",7.99,"0 .. 20,000",Timedrop Studios,Timedrop Studios,0,0,NA
1466,Gare Sapphire Mechs,"Apr 1, 2015",7.99,"0 .. 20,000",Prexen Studios,Prexen Studios,0,0,NA
1467,ARM PLANETARY PROSPECTORS Asteroid Resource Mining,"Sep 15, 2015",19.99,"0 .. 20,000","NeFARiOUS Dimensions iNteractive, nDi",Nefarious Dimensions Inc.,0,0,NA
1468,Corona MotorSport,"Mar 13, 2015",9.99,"0 .. 20,000",LucasGame,LucasGame,0,0,NA
1470,Valiant: Resurrection,"May 8, 2015",9.99,"0 .. 20,000",Warfare Studios,Aldorlea Games,0,0,NA
1471,Midnight's Blessing,"May 25, 2015",0.99,"0 .. 20,000",Warfare Studios,Warfare Studios,0,0,NA
1472,Way to Go!,"Jun 8, 2015",4.99,"0 .. 20,000",Makivision Games,Makivision Games,0,0,NA
1473,Viking Saga: The Cursed Ring,"Oct 29, 2015",2.99,"0 .. 20,000",Realore,Qumaron,0,0,NA
1475,The Journey Back,"Aug 12, 2015",1.99,"0 .. 20,000",Erwin Wolf,MarWin Studios,0,0,NA
1477,500 Years Act 1,"Apr 15, 2015",7.99,"0 .. 20,000",Poorwill Games,Poorwill Games,0,0,NA
1478,Hypnosis,"Jan 28, 2015",4.99,"0 .. 20,000",Nevosoft,Nevosoft,0,0,NA
1479,Monster RPG 2,"Oct 12, 2015",2.99,"0 .. 20,000",Nooskewl,Nooskewl,0,0,NA
1480,Carnivore Land,"Sep 15, 2015",7.99,"0 .. 20,000",dwCrew,dwCrew,0,0,NA
1481,Mech Marines: Steel March,"Jan 9, 2015",NA,"0 .. 20,000",ByteTrail Software,ByteTrail Software,0,0,NA
1482,BADBLOOD,"Nov 13, 2015",7.99,"0 .. 20,000",Winnie Song,WSONG LLC,0,0,NA
1483,Bomb The Monsters!,"Nov 6, 2015",3.99,"0 .. 20,000",Finalboss game studio,Immanitas Entertainment GmbH,0,0,NA
1484,XO-Planets,"Oct 23, 2015",7.99,"0 .. 20,000",Bohfam,Bohfam,0,0,NA
1485,FranknJohn,"Mar 4, 2015",14.99,"0 .. 20,000",bitSmith Games,bitSmith Games,0,0,NA
1486,Signal to Noise,"Nov 20, 2015",4.99,"0 .. 20,000",Solanimus Inc.,Solanimus Inc.,0,0,NA
1487,Country Tales,"Aug 27, 2015",6.99,"0 .. 20,000",Cateia Games,Libredia Entertainment,0,0,NA
1488,WolfWars,"Jan 2, 2015",3.99,"0 .. 20,000",Peter Hrdy,Peter Hrdy,0,0,NA
1489,Deliverance,"Aug 31, 2015",4.99,"0 .. 20,000",TBDTS Games,TBDTS Games,0,0,NA
1490,Frizzy,"Dec 22, 2015",2.99,"0 .. 20,000",Team Frizz,Team Frizz,0,0,NA
1492,The BoX,"Dec 7, 2015",2.99,"0 .. 20,000",White Clover Worlds,White Clover Inc.,0,0,NA
1493,The Glow,"Dec 10, 2015",3.99,"0 .. 20,000",Brainwashing games,Brainwashing games,0,0,NA
1494,Quantum Lock,"Dec 14, 2015",5.99,"0 .. 20,000","FAT BOMB STUDIOS, LLC","FAT BOMB STUDIOS, LLC",0,0,NA
1496,Drone Zero Gravity,"Oct 2, 2015",9.99,"0 .. 20,000",Isaac Nichols,Isaac Nichols,0,0,NA
1497,After All,"Apr 17, 2015",0.99,"0 .. 20,000",JAMgames,JAMgames,0,0,NA
1498,Professor Teaches Word 2013 & 365,"Jun 29, 2015",14.99,"0 .. 20,000",Individual Software,Individual Software,0,0,NA
1499,Lucid Awakening 2,"Jan 7, 2015",8.99,"0 .. 20,000",Momiji Studios,Momiji Studios,0,0,NA
1500,Tower of Eglathia,"Apr 6, 2015",3.99,"0 .. 20,000",Lord Eglathia,Eglathia Games,0,0,NA
1501,Rotieer,"Mar 5, 2015",2.99,"0 .. 20,000",Enzo Whyte,Enzo Whyte,0,0,NA
1502,History in Letters - The Eternal Alchemist,"Dec 8, 2015",7.99,"0 .. 20,000",Z-Software,Z-Software GmbH,0,0,NA
1503,Spellbind,"Mar 17, 2015",9.99,"0 .. 20,000",Point2Point Entertainment,Strategy First,0,0,NA
1504,Prometheus - The Fire Thief,"Apr 20, 2015",4.99,"0 .. 20,000",Magical Hackers,Magical Hackers,0,0,NA
1505,Datswer,"Feb 4, 2015",3.99,"0 .. 20,000",Behtam Developer,"Behtam Developer, UK VENUS",0,0,NA
1506,Monkey King Saga,"Nov 30, 2015",4.99,"0 .. 20,000",T-Rex Games,T-Rex Games,0,0,NA
1507,Professor Teaches QuickBooks 2016,"Nov 10, 2015",14.99,"0 .. 20,000",Individual Software,Individual Software,0,0,NA
1508,Egyptian Settlement Gold,"May 12, 2015",7.99,"0 .. 20,000",magnussoft,magnussoft,0,0,NA
1509,Raiden Legacy - Steam Edition,"Dec 10, 2015",9.99,"0 .. 20,000",DotEmu,DotEmu,0,0,NA
1511,Sword Daughter,"Feb 13, 2015",6.99,"0 .. 20,000",Hanabira,Hanako Games,0,0,NA
1513,Car Mechanic Manager,"Sep 23, 2015",4.99,"0 .. 20,000",InImages,InImages,0,0,NA
1514,Boneless Zombie,"Jul 27, 2015",4.99,"0 .. 20,000",Zoo Corporation,Zoo Corporation,0,0,NA
1518,Cluck Yegger in Escape From The Planet of The Poultroid,"Nov 9, 2015",2.99,"0 .. 20,000",Guys From Andromeda LLC,Guys From Andromeda LLC,0,0,NA
1520,Trap Them,"Jul 10, 2015",4.99,"0 .. 20,000",Juri Schupilo,Juri Schupilo,0,0,NA
1521,Prismatica,"Jul 1, 2015",4.99,"0 .. 20,000",Loomus Games,Loomus Games,0,0,NA
1522,RePete,"Nov 1, 2015",1.99,"0 .. 20,000",Luke Godfrey,Luke Godfrey,0,0,NA
1523,The Guilt and the Shadow,"Feb 2, 2015",8.99,"0 .. 20,000",oophok,oophok,0,0,NA
1524,Respawn Man,"Dec 21, 2015",2.99,"0 .. 20,000",Evan (Solidplasma) Peiperl,Solidplasma,0,0,NA
