season,season_episode,series_episode,episode_name,episode_notes,air_date,judge1,judge2,judge3,appetizer,entree,dessert,contestant1,contestant1_info,contestant2,contestant2_info,contestant3,contestant3_info,contestant4,contestant4_info
11,6,128,"""Sound the Alarm!""","This episode was the first to feature ""amateur chefs,"" and the contestants consisted of four F.D.N.Y firefighters. The contestants wore T-shirts instead of the traditional Chopped chefs coats. Winner Paul Rut was awarded an authentic Chopped chefs coat along with the prize money","March 20, 2012",Scott Conant,Alex Guarnaschelli,Aarón Sánchez," smoked mozzarella, fresh pasta sheets, rainier cherries, hot dogs "," fire roasted tomatoes, bison sirloin steaks, spinach, Italian hot peppers "," cinnamon-flavored candy coal, crescent roll dough, sour cream, hot chocolate mix",Robert Painter, Sous Chef  Biagio's Osteria  Stratford  CT/ Engine 63  F.D.N.Y.  New York  NY , Walter Lewis, Chef / Engine 35  F.D.N.Y.  New York  NY , Dan Gardner, Chef / Engine 15  F.D.N.Y.  New York  NY , Paul Rut, Chef / Engine 262  F.D.N.Y.  New York  NY 
11,7,129,"""Ready, Set, Escargot!""",,"April 10, 2012",Marc Murphy,Zakary Pelaccio,Aarón Sánchez," Asian long beans, red jalapeño peppers, calvados, escargots "," ground lamb, Stilton cheese, Chinese eggplant, birch syrup "," coconut water, garnet yams, Thai basil, roasted noodles",John Deatcher, Caterer  Foodini's Catering  Neptune  NJ , David Guas, Chef and Restaurateur  Bayou Bakery  Arlington  VA , Frank Whittaker, Executive Sous chef  Fishtail by David Burke  New York  NY , Missy Corey, Kitchen Manager  Duckfat  Portland  ME 
11,8,130,"""Own It!""",,"April 17, 2012",Chris Santos,Alex Guarnaschelli,Marcus Samuelsson," injera, hearts of palm, mâche, rabbit escabeche "," goat chops, dragon's tongue beans, cinnamon schnapps, dark chocolate "," hollandaise sauce, strawberries, walnuts, blue corn tortilla chips",Nelly Godfrey, Chef and Restaurateur  Lima's Taste  New York  NY , Miguel Escobedo, Chef and Restaurateur  Papalote Mexican Grill  San Francisco  CA , Vito Facciabene, Chef and Restaurateur  Vibano's Trattoria  Bronx  NY , Kris Wessel, Chef and Restaurateur  Red Light  Miami  FL 
11,9,131,"""Yuzu Never Know""",,"May 1, 2012",Seamus Mullen,Amanda Freitag,Missy Robbin," sturgeon filets, cucumber, yuzu juice, black mission figs "," mutton chops, baby leeks, banana potatoes, orange gelatin "," pasilla chiles, pineapple, Israeli couscous, Mexican chocolate",Prasad Chirnomula, Executive Chef  Thali  New Haven  CT , Fany Gerson, Pastry Chef  La Newyorkina  New York  NY , Zaina Dellaquila, Executive Chef  Condé Nast Cafe  New York NY , Kenneth Johnson, Executive Chef  Pescatore  New York  NY 
11,10,132,"""Reversal of Fortune""",,"May 8, 2012",Geoffrey Zakarian,Chris Santos,Marcus Samuelsson," chicken livers, California raisins, heirloom tomatoes, green goddess dressing "," branzino, baby bok choy, celery soda, fortune cookies "," sourdough bread, dried figs, baby fennel, coffee beans",Jessica North, Line Cook  St. Francis Fountain  San Francisco  CA , William Bunn III, Caterer  Brooklyn  NY , Dimitri Voutsinas, Executive Sous chef  Water's Edge  Long Island City  NY , Jean-Louis Gerin, Chef and Restaurateur  Restaurant Jean-Louis  Greenwich  CT 
11,11,133,"""A Very Piggy Halloween""",This was a Halloween-themed episode.,"October 16, 2012",Chris Santos,Amanda Freitag,Marc Murphy," lacinato kale, finger lime, gummy tarantulas, pre-cooked pig snout "," calf's liver, sea beans, strawberry popping candy, dried ghost chiles "," puffed rice cereal bars, spiced rum, rambutan, tequila lollipops",Pete Ascolese, Chef and Restaurateur  Hope and Anchor  Brooklyn  NY , Kyle Bernstein, Culinary Instructor  New Hampton  NY , Brittanny Evans, Sous chef  Northern Spy Food Co.  New York  NY , Sean Scotese, Freelance Chef  New York  NY 
11,12,134,"""Happy Turkey Gizzards Day!""",This was a Thanksgiving-themed episode. The chefs were directed to prepare holiday-themed dishes for each course. The chefs were given 40 minutes instead of the usual 30 in the entrée round to allow time to adequately butcher and cook the turkey.,"November 13, 2012",Maneet Chauhan,Amanda Freitag,Marc Murphy," cranberry sauce, cheese and green chile tamales, green beans, smoked turkey gizzards "," pumpkin pie, French-fried onions, dried oysters, turkey "," lavash, kumquats, mulling spices, chocolate turkeys",Evelyn Cheatham, Chef and Instructor  W.O.W.  Worth Our Weight  Santa Rosa  CA , Tim Cipriano, Director of Food Services  Guilford Public Schools  Guilford  CT , Jeremiah Bullfrog, Chef and Owner  gastroPod Mobile Gourmet  Miami  FL , Eddie Canlon, Chef and Restaurateur  Canlon's Restaurant  Staten Island  NY 
11,13,135,"""Chopping in a Winter Wonderland""",This was a holiday-themed episode. The chefs were directed to prepare holiday-themed dishes for each course.,"November 25, 2012",Geoffrey Zakarian,Alex Guarnaschelli,Marc Murphy," baby mustard greens, spiral ham, pizzelle cookies, kugel "," roasted chestnuts, stone crabs, beef tenderloin, Santa Claus melon "," eggnog, panettone, pomegranate molasses, Hanukkah gelt",Deborah Gelman, Executive Chef  NYU Law  New York  NY , Kenny Minor, Private Chef  New York  NY , William Artley, Executive Chef  Evening Star Cafe  Alexandria  VA , Rachel Willen, Culinary Instructor  foodfix  Clinton  NJ 
12,1,136,"""Sunny Side Apps""",ach basket included a type of candy. All four chefs were male.,"June 5, 2012",Aarón Sánchez,Amanda Freitag,Maneet Chauhan," corned beef, gummy fried eggs, black olives, baby corn "," striped bass, sour lemon candy, Jerusalem artichokes, cream of mushroom soup "," spearmint leaf candy, knodel, almond flour, raisins on the vine",Jesse Kramer, Chef and Restaurateur  Brooklyn Taco Co.  New York  NY , Brian Howard, Executive Chef  Comme Ça  Cosmopolitan of Las Vegas  Las Vegas  NV , Tony Kang, Sous chef  Brookville Country Club  Upper Brookville  NY , Cory Bahr, Chef and Restaurateur  Cotton  Monroe  LA 
12,2,137,"""A Guts Reaction""",,"June 12, 2012",Geoffrey Zakarian,Amanda Freitag,Marc Murphy," chicken intestines, red miso, Savoy cabbage, clementine oranges "," duck breast, red malabar spinach, cherry cola, olive loaf "," kombucha, rambutan, egg white powder, candied nuts",Kerenza Napoles, Sous chef  Dickie Brennan's Bourbon House  New Orleans  LA , Robert Magsalin, Chef and Entrepreneur  Fükü Burger  Los Angeles  CA , Steve Luttrell, Chef de cuisine  La Silhouette  New York  NY , Fatima Ali, Sous chef  Café Centro  New York  NY 
12,3,138,"""Chocolate Challenge""",ach basket included a chocolate ingredient.,"June 19, 2012",Marc Murphy,Alex Guarnaschelli,Amanda Freita," button mushrooms, dried dates, duck hearts, chocolate covered cherries "," chateaubriand, rainbow carrots, escarole, chocolate wine "," marzipan, membrillo, ladyfingers, chocolate lips",Taryn Mumpower, Baker  Pick Your Poison Bake Shop  Las Vegas  NV , Richard Ingraham, Personal Chef  Atlanta  GA , Zach Meloy, Chef and Restaurateur  Push Start Kitchen  Atlanta  GA , Christina Olivarez, Executive Chef  Diego  Las Vegas  NV 
12,4,139,"""Pride of New Orleans""",This episode featured four chefs from New Orleans with basket ingredients inspired by the New Orleans theme.,"June 26, 2012",Marc Murphy,Alex Guarnaschelli,Amanda Freita," razor clams, andouille sausage, lime pickle, cajun chips "," catfish, chard, fig preserves, chai tea powder "," gin liqueur, huckleberries, beignet mix, chicory coffee",Richard Bond, Chef and Culinary Instructor  Mardi Gras School of Cooking  New Orleans  LA , Justin Kennedy, Chef  Parkway Bakery & Tavern  New Orleans  LA , Cody Monfra, Sous chef  Palace Cafe  New Orleans  LA , Linda Green, Caterer  Ms. Linda's Soul Food Catering  New Orleans  LA 
12,5,140,"""All-American Competition""",ach basket contained American staple-themed ingredients in honor of the 4th of July.,"July 3, 2012",Marc Murphy,Amanda Freitag,Elizabeth Karmel," fried chicken, American cheese, spinach, apple pie "," Maine lobster, hot dogs, frozen lemonade, potato chips "," peaches, breakfast toaster pastries, bourbon whiskey, corn on the cob",Kimberly Parris, Personal Chef and Caterer  K. Parris Catering & Personal Chef Service  New York  NY , Mary Rusch, Chef and Restaurateur  Hash House  Las Vegas  NV , Steve Overlay, Chef and Executive Pitmaster  Memphis Championship Barbecue  Las Vegas  NV , Mike Gowland, Chef and Firefighter  Manning's Eat-Drink-Cheer  New Orleans  LA 
12,6,141,"""Orzo It Seemed""",,"July 17, 2012",Geoffrey Zakarian,Alex Guarnaschelli,Amanda Freita," pink grapefruit, seafood sausage, wasabi peas, cream of coconut "," clove liqueur, bistec norteno, butternut squash, orzo "," red jalapeños, shortbread cookies, sharon fruit, cream cheese frosting",Alex Friedman, Chef and Restaurateur  P'cheen International Bistro and Pub  Atlanta  GA , Brigeth Brookins, Sous chef  Banquets Department at the Cosmopolitan  Las Vegas  NV , Willie Box, Executive Chef  793 Juniper  Atlanta  GA , Joe Rego, Executive Chef  Club Opera  Atlanta  GA 
12,7,142,"""Belly Dance!""",,"July 31, 2012",Chris Santos,Maneet Chauhan,Claudia Flemin," tuna belly, dandelion greens, canned chickpeas, dates "," lamb top round, rutabagas, carrot jam, grenadine "," arak, canned pumpkin, amaretti cookies, cayenne pepper",Michael Chen, Executive Sous chef  Yellowtail Japanese Restaurant & Lounge  Las Vegas  NV , Danushka Lysek, Private Chef and Model  New York  NY , Ryan Bartlow, Chef de cuisine  Frankies 570  New York  NY , Matt Murphy, Executive Chef  The Irish House  New Orleans  LA 
12,8,143,"""Cake Walk?""",,"August 7, 2012",Geoffrey Zakarian,Chris Santos,Aarón Sánchez," carrot cake, baby fennel, kumquats, kosher shrimp "," cardoons, chanterelle mushrooms, pickled green beans, turkey burgers "," caramel popcorn, red plums, prosecco, udon noodles",Monique Barrow, Sous chef  Murphy's  Atlanta  GA , Beni Velazquez, Chef and Restaurateur  Bar and Bistro  Las Vegas  NV , Carla Contreras, Private Chef and Owner  Red Clog Kitchen  New York  NY , Zeb Stevenson, Executive Chef  Livingston Restaurant and Bar  Atlanta  GA 
12,9,144,"""Oui, Oui, Confit""",,"August 14, 2012",Geoffrey Zakarian,Alex Guarnaschelli,Marc Murphy," duck confit, unripe mangoes, couscous, red carrots "," peanut butter, pork tenderloin, okra, canned shrimp "," grape jelly beans, buttermilk, wonton wrappers, sweet potatoes",Bryon Peck, Chef and Restaurateur  Elizabeth's Restaurant  New Orleans  LA , Maria Velez, Chef and Restaurateur  Mojito Cuban Cuisine  Brooklyn  NY , John Simmons, Chef and Restaurateur  Firefly Tapas Kitchen and Bar  Las Vegas  NV , Franco Barrio, Chef and Restaurateur  Caliu  New York  NY 
12,10,145,"""Drawing a Flank""",,"August 21, 2012",Chris Santos,Maneet Chauhan,Marcus Samuelsson," black licorice, Arctic char, mangos, caperberries "," flank steak, sour cherries, espresso powder, crosnes "," polenta, Pedro Ximénez sherry, beets, whipped topping",Jude Huval, Executive Chef  Pat's Fisherman's Wharf  Henderson  LA , Frances Tariga, Private Chef  United Nations  New York  NY , Rick Giffen, Executive Chef  Stratosphere Las Vegas  Las Vegas  NV , Quentin Donnaud, Executive Chef  Coast Seafood & Raw Bar  Atlanta  GA 
12,11,146,"""A Bunny Thing Happened""",ach basket contained an Easter-themed ingredient.,"September 11, 2012",Marc Murphy,Alex Guarnaschelli,Amanda Freita," conch, sugared marshmallow candies, peas in the pod, prepared horseradish "," chocolate bunny, lamb breast, aleppo pepper, spring garlic "," babka, rhubarb, baby bananas, Beaumes de Venise",Chuck Subra, Executive Chef  JW Marriott New Orleans  New Orleans  LA , Mihoko Obunai, Freelance Chef  Atlanta  GA , Zoe Feigenbaum, Chef and Restaurateur  Zoë  New York  NY , Andrew Scurlock, Kitchen Manager  St. James Cheese Company  New Orleans  LA 
12,12,147,"""Charge!""",,"October 9, 2012",Chris Santos,Alex Guarnaschelli,Aarón Sánchez," Korean-style short ribs, canned spaghetti, purple artichokes, baby pineapples "," tilefish, hot German mustard, pimento cheese, cape gooseberries "," honey flavored cereal, soy sauce, anjou pears, cocktail franks",Jennifer Iserloh, Private Chef and Author  Secrets of a Skinny Chef food blog  Hoboken  NJ , Chris DeBarr, Chef and Restaurateur  The Green Goddess / Serendipity  New Orleans  LA , Gason Nelson, Private Chef  Full of Flavor  New Orleans  LA , Scott Pajak, Chef de cuisine  Lagasse Stadium at the Palazzo Resort  Las Vegas  NV 
12,13,148,"""For Sake's Sake""",Chef Boudreaux cut himself at the end of the appetizer round and failed to plate 2 ingredients because he was getting bandaged. The judges could still taste his dish. However he was eliminated.,"November 20, 2012",Chris Santos,Amanda Freitag,Marc Murphy," ostrich tenderloin, Anzac biscuits, cauliflower, pork rinds "," sablefish, pomegranates, sake, graffiti eggplant "," lime curd, cactus pear, candied orange slices, hot dog buns",Cam Boudreaux, Sous chef  The Green Goddess  New Orleans  LA , Tasheena Butler, Chef and Caterer  T. Marie's Kitchen & Catering  New Orleans  LA , Derek Gigliotti, Executive Chef  Onda Ristorante  Mirage Resort  Las Vegas  NV , Ria Pell, Chef and Restaurateur  Ria's Bluebird / Sauced  Atlanta  GA 
13,1,149,"""Stacking Up""",,"September 4, 2012",Scott Conant,Geoffrey Zakarian,Aarón Sánchez," jumbo shrimp, yellowfoot chanterelle mushrooms, lapchang, gingerbread syrup "," slipper shells, taro root, Asian long beans, quail "," frozen pancakes, tamarind paste, farmer's cheese, orange sherbet",Sheridan Su, Chef and Restaurateur  Great Bao Café  Las Vegas  NV , Sung Kim, Private Chef  New York  NY , Vincent Contreras, Chef de cuisine  Las Vegas  NV , Gianfranco Franzese, Chef and Restaurateur  Pasticceria Bruno  Staten Island  NY 
13,2,150,"""Class Acts, Too""","This episode featured four school cafeteria cooks. The three cooks who were chopped each received $5,000, and all four competitors, along with the four cooks from the first ""Class Acts"" episode, were invited by Sam Kass to the White House to meet its chefs and tour its garden.","September 25, 2012",Scott Conant,Alex Guarnaschelli,Sam Ka," ground turkey, broccoli, raw pepitas, frozen yogurt "," pork tenderloin, sweet potatoes, rainbow chard, hoisin sauce "," corn flakes, carrots, skim milk, blueberries",Terry Accaira, Head Cook and Nutritionist  Avery/Parsons Elementary School  Buena Vista  CO , Shannon Solomon, Cook Manager  William C. Hinkley High School  Aurora  CO , Lynette Thomas, Head Cook  St. Martinville Primary School  St. Martinville  LA , Cindy Tinnel, Cook  Henry C. Maxwell Elementary School  Nashville  TN 
13,3,151,"""No Kidding!""","This is the first episode to feature teenage competitors. The contestants were given 30 minutes instead of the usual 20 in the appetizer round. The three eliminated teenagers each received a $1,000 gift certificate to Food Network's online store.","October 2, 2012",Chris Santos,Alex Guarnaschelli,Marcus Samuelsson," gummy bacon, salmon fillets, frozen lima beans, lemon sorbet "," cotton candy, chicken cutlets, Brussels sprouts, French-fried onions "," zucchini, chocolate cake mix, crème fraîche, movie theatre popcorn",Romilly Newman ,age 13  from New York  NY , Joel Allette ,age 17  from New York  NY , Noah Museles ,age 16  from Washington  D.C. , Shania Thomas ,age 17  from New York  NY 
13,4,152,"""Pigging Out!""","This was a ""nose-to-tail"" themed competition. The pig organs in the entrée round consisted of heart, liver, and kidneys, and the chefs were required to use all three of them.","October 23, 2012",Aarón Sánchez,Alex Guarnaschelli,Marcus Samuelsson," pig's head, fava beans, strawberries, Roquefort blue cheese "," pig organs, fiddlehead ferns, morel mushrooms, bourbon cream liqueur "," pig tails, dragonfruit, sorghum flour, lard",Terry Koval, Chef and Restaurateur  Farm Burger  Decatur  GA , Nicole Brisson, Executive Chef  Carnevino at the Palazzo Resort  Las Vegas  NV , Robert Finn, Chef de cuisine  Fatty Crab  New York  NY , Hugh Mangum, Executive Chef and Owner  Mighty Quinn's  New York  NY 
