tconst,parent_tconst,season_number,episode_number,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,parent_title_type,parent_primary_title,parent_original_title,parent_start_year,parent_end_year,parent_runtime_minutes,parent_genres,parent_simple_title,parent_average_rating,parent_num_votes,christmas,hanukkah,kwanzaa,holiday
tt0616296,tt0375355,2,13,Joey and the Christmas Party,Joey and the Christmas Party,2005,30,"Comedy,Romance",joey and the christmas party,7.4,285,tvSeries,Joey,Joey,2004,2006,22,"Comedy,Romance",joey,6,43881,TRUE,FALSE,FALSE,FALSE
tt0616705,tt0118360,3,18,A Johnny Bravo Christmas,A Johnny Bravo Christmas,2001,NA,"Adventure,Animation,Comedy",a johnny bravo christmas,7.6,121,tvSeries,Johnny Bravo,Johnny Bravo,1997,2004,30,"Adventure,Animation,Comedy",johnny bravo,7.2,38606,TRUE,FALSE,FALSE,FALSE
tt0617882,tt0118364,6,9,Christmas? Christmas!,Christmas? Christmas!,2001,22,Comedy,christmas christmas,7.3,126,tvSeries,Just Shoot Me!,Just Shoot Me!,1997,2003,30,Comedy,just shoot me,6.9,21435,TRUE,FALSE,FALSE,FALSE
tt0617913,tt0118364,3,10,How the Finch Stole Christmas,How the Finch Stole Christmas,1998,23,Comedy,how the finch stole christmas,7.5,174,tvSeries,Just Shoot Me!,Just Shoot Me!,1997,2003,30,Comedy,just shoot me,6.9,21435,TRUE,FALSE,FALSE,FALSE
tt0617920,tt0118364,2,9,"Jesus, It's Christmas","Jesus, It's Christmas",1997,23,Comedy,jesus its christmas,6.7,159,tvSeries,Just Shoot Me!,Just Shoot Me!,1997,2003,30,Comedy,just shoot me,6.9,21435,TRUE,FALSE,FALSE,FALSE
tt0618082,tt0094490,2,8,A Christmas Story,A Christmas Story,1988,NA,"Comedy,Family",a christmas story,7.8,177,tvSeries,Just the Ten of Us,Just the Ten of Us,1987,1990,30,"Comedy,Family",just the ten of us,7,1925,TRUE,FALSE,FALSE,FALSE
tt0618774,tt0086742,5,12,The Nightmare Before Christmas,The Nightmare Before Christmas,1987,30,Comedy,the nightmare before christmas,6.8,75,tvSeries,Kate & Allie,Kate & Allie,1984,1989,30,Comedy,kate  allie,6.9,2275,TRUE,FALSE,FALSE,FALSE
tt0619160,tt0098837,NA,NA,The Father Christmas Suit,The Father Christmas Suit,1991,30,Comedy,the father christmas suit,8,253,tvSeries,Keeping Up Appearances,Keeping Up Appearances,1990,1995,60,Comedy,keeping up appearances,7.8,17427,TRUE,FALSE,FALSE,FALSE
tt0619439,tt0077036,2,0,The Didn't Quite Make It in Time for Christmas Video Show,The Didn't Quite Make It in Time for Christmas Video Show,1979,NA,"Comedy,Music",the didnt quite make it in time for christmas video show,7.9,15,tvSeries,The Kenny Everett Video Show,The Kenny Everett Video Show,1978,1981,30,"Comedy,Music",the kenny everett video show,7.8,257,TRUE,FALSE,FALSE,FALSE
tt0619768,tt0278866,2,15,A Very Possible Christmas,A Very Possible Christmas,2003,22,"Action,Adventure,Animation",a very possible christmas,7.9,169,tvSeries,Kim Possible,Kim Possible,2002,2007,22,"Action,Adventure,Animation",kim possible,7.2,31308,TRUE,FALSE,FALSE,FALSE
tt0620140,tt0165581,2,10,Roamin' Holiday,Roamin' Holiday,1999,30,Comedy,roamin holiday,8,513,tvSeries,The King of Queens,The King of Queens,1998,2007,22,Comedy,the king of queens,7.4,86979,FALSE,FALSE,FALSE,TRUE
tt0620188,tt0118375,5,8,'Twas the Nut Before Christmas,'Twas the Nut Before Christmas,2000,30,"Animation,Comedy,Drama",twas the nut before christmas,7.5,368,tvSeries,King of the Hill,King of the Hill,1997,2010,30,"Animation,Comedy,Drama",king of the hill,7.5,57282,TRUE,FALSE,FALSE,FALSE
tt0620483,tt0112033,1,12,The Christmas Show,The Christmas Show,1995,NA,Comedy,the christmas show,7.6,15,tvSeries,Kirk,Kirk,1995,1997,30,Comedy,kirk,2.8,262,TRUE,FALSE,FALSE,FALSE
tt0620936,tt0078638,12,12,A Merry Little Christmas,A Merry Little Christmas,1990,NA,"Drama,Romance",a merry little christmas,8.6,14,tvSeries,Knots Landing,Knots Landing,1979,1993,60,"Drama,Romance",knots landing,6.9,3117,TRUE,FALSE,FALSE,FALSE
tt0621047,tt0078638,13,11,Holiday on Ice,Holiday on Ice,1991,NA,"Drama,Romance",holiday on ice,7.8,14,tvSeries,Knots Landing,Knots Landing,1979,1993,60,"Drama,Romance",knots landing,6.9,3117,FALSE,FALSE,FALSE,TRUE
tt0623206,tt0103460,4,21,A Shaolin Christmas,A Shaolin Christmas,1996,NA,"Action,Crime,Drama",a shaolin christmas,8.5,23,tvSeries,Kung Fu: The Legend Continues,Kung Fu: The Legend Continues,1993,1997,60,"Action,Crime,Drama",kung fu the legend continues,6.5,2578,TRUE,FALSE,FALSE,FALSE
tt0624017,tt0090466,7,8,Christmas Stalking,Christmas Stalking,1992,47,Drama,christmas stalking,6.2,23,tvSeries,L.A. Law,L.A. Law,1986,1994,46,Drama,la law,7.1,6146,TRUE,FALSE,FALSE,FALSE
tt0624137,tt0090466,6,8,The Nut Before Christmas,The Nut Before Christmas,1991,47,Drama,the nut before christmas,7.2,26,tvSeries,L.A. Law,L.A. Law,1986,1994,46,Drama,la law,7.1,6146,TRUE,FALSE,FALSE,FALSE
tt0625618,tt0046617,11,15,The Little Christmas Tree,The Little Christmas Tree,1964,30,"Adventure,Drama,Family",the little christmas tree,7.6,23,tvSeries,Lassie,Lassie,1954,1974,30,"Adventure,Drama,Family",lassie,6.5,3686,TRUE,FALSE,FALSE,FALSE
tt0625646,tt0046617,8,15,Yochim's Christmas,Yochim's Christmas,1961,30,"Adventure,Drama,Family",yochims christmas,8.1,31,tvSeries,Lassie,Lassie,1954,1974,30,"Adventure,Drama,Family",lassie,6.5,3686,TRUE,FALSE,FALSE,FALSE
tt0625908,tt0312895,2,2,The Long Bank Holiday,The Long Bank Holiday,2004,69,"Comedy,Crime,Drama",the long bank holiday,7.6,118,tvSeries,The Last Detective,The Last Detective,2003,2007,90,"Comedy,Crime,Drama",the last detective,7.8,1807,FALSE,FALSE,FALSE,TRUE
tt0629020,tt0074016,5,3,Fat City Holiday,Fat City Holiday,1979,30,"Comedy,Family",fat city holiday,8.4,87,tvSeries,Laverne & Shirley,Laverne & Shirley,1976,1983,30,"Comedy,Family",laverne  shirley,7,8563,FALSE,FALSE,FALSE,TRUE
tt0630129,tt0184135,2,7,The League of Gentlemen Christmas Special,The League of Gentlemen Christmas Special,2000,60,"Comedy,Horror",the league of gentlemen christmas special,8.5,371,tvSeries,The League of Gentlemen,The League of Gentlemen,1999,2017,60,"Comedy,Horror",the league of gentlemen,8.4,11976,TRUE,FALSE,FALSE,FALSE
tt0630836,tt0045409,3,17,Christmas Stopover,Christmas Stopover,1955,30,Drama,christmas stopover,7.2,13,tvSeries,The Loretta Young Show,Letter to Loretta,1953,1961,30,Drama,the loretta young show,7.6,287,TRUE,FALSE,FALSE,FALSE
tt0631680,tt0096635,4,9,Happy Holidays,Happy Holidays,1992,60,Drama,happy holidays,8.1,10,tvSeries,Life Goes On,Life Goes On,1989,1993,60,Drama,life goes on,7.1,2846,FALSE,FALSE,FALSE,TRUE
tt0631993,tt0419348,1,10,Magic Takes a Holiday,Magic Takes a Holiday,2005,22,"Action,Adventure,Animation",magic takes a holiday,9,15,tvSeries,The Life and Times of Juniper Lee,The Life and Times of Juniper Lee,2005,2007,30,"Action,Adventure,Animation",the life and times of juniper lee,6.6,3173,FALSE,FALSE,FALSE,TRUE
tt0632961,tt0071007,8,11,A Christmas They Never Forgot,A Christmas They Never Forgot,1981,49,"Drama,Family,Romance",a christmas they never forgot,8.2,325,tvSeries,Little House on the Prairie,Little House on the Prairie,1974,1983,60,"Drama,Family,Romance",little house on the prairie,7.5,25871,TRUE,FALSE,FALSE,FALSE
tt0633044,tt0071007,1,8,Ma's Holiday,Ma's Holiday,1974,60,"Drama,Family,Romance",mas holiday,8,388,tvSeries,Little House on the Prairie,Little House on the Prairie,1974,1983,60,"Drama,Family,Romance",little house on the prairie,7.5,25871,FALSE,FALSE,FALSE,TRUE
tt0633166,tt0179029,2,13,Home for Christmas,Home for Christmas,1999,44,"Drama,Family",home for christmas,8.3,10,tvSeries,Little Men,Little Men,1998,1999,60,"Drama,Family",little men,7.6,383,TRUE,FALSE,FALSE,FALSE
tt0634066,tt0106056,1,13,Love Takes a Holiday,Love Takes a Holiday,1993,30,Comedy,love takes a holiday,8.3,46,tvSeries,Living Single,Living Single,1993,1998,30,Comedy,living single,7.6,6369,FALSE,FALSE,FALSE,TRUE
tt0634239,tt0273366,2,20,Xtreme Xmas,Xtreme Xmas,2002,22,"Comedy,Drama,Family",xtreme xmas,7.4,91,tvSeries,Lizzie McGuire,Lizzie McGuire,2001,2004,30,"Comedy,Drama,Family",lizzie mcguire,6.6,20201,TRUE,FALSE,FALSE,FALSE
tt0635340,tt0041038,5,15,Christmas Story,Christmas Story,1956,30,Western,christmas story,8.3,45,tvSeries,The Lone Ranger,The Lone Ranger,1949,1957,30,Western,the lone ranger,7.7,2775,TRUE,FALSE,FALSE,FALSE
tt0636415,tt0075528,1,13,Christmas,Christmas,1977,47,"Crime,Drama",christmas,6.8,33,tvSeries,Lou Grant,Lou Grant,1977,1982,60,"Crime,Drama",lou grant,7.3,2323,TRUE,FALSE,FALSE,FALSE
tt0636582,tt0075529,6,13,The Christmas Presence,The Christmas Presence,1982,60,"Comedy,Drama,Romance",the christmas presence,7.6,102,tvSeries,The Love Boat,The Love Boat,1977,1987,60,"Comedy,Drama,Romance",the love boat,6.3,13127,TRUE,FALSE,FALSE,FALSE
tt0636713,tt0075529,2,1,Marooned/The Search/Isaac's Holiday: Part 1,Marooned/The Search/Isaac's Holiday: Part 1,1978,60,"Comedy,Drama,Romance",maroonedthe searchisaacs holiday part 1,6.7,129,tvSeries,The Love Boat,The Love Boat,1977,1987,60,"Comedy,Drama,Romance",the love boat,6.3,13127,FALSE,FALSE,FALSE,TRUE
tt0636714,tt0075529,2,2,Marooned/The Search/Isaac's Holiday: Part 2,Marooned/The Search/Isaac's Holiday: Part 2,1978,60,"Comedy,Drama,Romance",maroonedthe searchisaacs holiday part 2,6.7,112,tvSeries,The Love Boat,The Love Boat,1977,1987,60,"Comedy,Drama,Romance",the love boat,6.3,13127,FALSE,FALSE,FALSE,TRUE
tt0636740,tt0075529,7,4,Youth Takes a Holiday/Don't Leave Home Without It/Prisoner of Love,Youth Takes a Holiday/Don't Leave Home Without It/Prisoner of Love,1983,60,"Comedy,Drama,Romance",youth takes a holidaydont leave home without itprisoner of love,6.8,65,tvSeries,The Love Boat,The Love Boat,1977,1987,60,"Comedy,Drama,Romance",the love boat,6.3,13127,FALSE,FALSE,FALSE,TRUE
tt0636752,tt0075529,8,15,"Santa, Santa, Santa/Another Dog Gone Christmas/Noel's Christmas Carol","Santa, Santa, Santa/Another Dog Gone Christmas/Noel's Christmas Carol",1984,60,"Comedy,Drama,Romance",santa santa santaanother dog gone christmasnoels christmas carol,7.1,80,tvSeries,The Love Boat,The Love Boat,1977,1987,60,"Comedy,Drama,Romance",the love boat,6.3,13127,TRUE,FALSE,FALSE,FALSE
tt0636770,tt0075529,8,21,Ace Takes a Holiday/The Runaway/Courier,Ace Takes a Holiday/The Runaway/Courier,1985,60,"Comedy,Drama,Romance",ace takes a holidaythe runawaycourier,6.6,56,tvSeries,The Love Boat,The Love Boat,1977,1987,60,"Comedy,Drama,Romance",the love boat,6.3,13127,FALSE,FALSE,FALSE,TRUE
tt0637076,tt0063925,4,10,Love and the Christmas Punch/Love and the Mystic/Love and the Tycoon,Love and the Christmas Punch/Love and the Mystic/Love and the Tycoon,1972,60,"Comedy,Romance",love and the christmas punchlove and the mysticlove and the tycoon,7.2,22,tvSeries,"Love, American Style","Love, American Style",1969,1974,60,"Comedy,Romance",love american style,6.8,2407,TRUE,FALSE,FALSE,FALSE
tt0637522,tt0055686,1,13,Together for Christmas,Together for Christmas,1962,30,Comedy,together for christmas,8.1,109,tvSeries,The Lucy Show,The Lucy Show,1962,1968,30,Comedy,the lucy show,7.2,3064,TRUE,FALSE,FALSE,FALSE
tt0637729,tt0042123,6,13,Holiday Affair,Holiday Affair,1955,53,"Comedy,Drama",holiday affair,6.7,25,tvSeries,Lux Video Theatre,Lux Video Theatre,1950,1959,30,"Comedy,Drama",lux video theatre,7.6,148,FALSE,FALSE,FALSE,TRUE
tt0638236,tt0068098,10,9,'Twas the Day After Christmas,'Twas the Day After Christmas,1981,24,"Comedy,Drama,War",twas the day after christmas,7.7,432,tvSeries,M*A*S*H,M*A*S*H,1972,1983,25,"Comedy,Drama,War",mash,8.5,62016,TRUE,FALSE,FALSE,FALSE
tt0638292,tt0068098,9,5,Death Takes a Holiday,Death Takes a Holiday,1980,24,"Comedy,Drama,War",death takes a holiday,8.7,641,tvSeries,M*A*S*H,M*A*S*H,1972,1983,25,"Comedy,Drama,War",mash,8.5,62016,FALSE,FALSE,FALSE,TRUE
tt0639566,tt0108847,3,13,The Family Holiday Special,The Family Holiday Special,1996,26,"Adventure,Animation,Comedy",the family holiday special,7.9,74,tvSeries,The Magic School Bus,The Magic School Bus,1994,1997,30,"Adventure,Animation,Comedy",the magic school bus,7.8,10908,FALSE,FALSE,FALSE,TRUE
tt0639821,tt0159178,2,10,A Crime for Christmas,A Crime for Christmas,1961,50,"Crime,Drama",a crime for christmas,7.8,40,tvSeries,Maigret,Maigret,1959,1963,50,"Crime,Drama",maigret,7.9,354,TRUE,FALSE,FALSE,FALSE
tt0639833,tt0159178,1,10,On Holiday,On Holiday,1961,52,"Crime,Drama",on holiday,7.6,36,tvSeries,Maigret,Maigret,1959,1963,50,"Crime,Drama",maigret,7.9,354,FALSE,FALSE,FALSE,TRUE
tt0639967,tt0045410,1,13,Christmas,Christmas,1953,30,"Comedy,Family",christmas,6.3,18,tvSeries,The Danny Thomas Show,Make Room for Daddy,1953,1965,30,"Comedy,Family",the danny thomas show,7.1,1206,TRUE,FALSE,FALSE,FALSE
tt0639968,tt0045410,11,12,Christmas Story,Christmas Story,1963,30,"Comedy,Family",christmas story,7.9,12,tvSeries,The Danny Thomas Show,Make Room for Daddy,1953,1965,30,"Comedy,Family",the danny thomas show,7.1,1206,TRUE,FALSE,FALSE,FALSE
tt0640302,tt0212671,3,7,Christmas,Christmas,2001,23,"Comedy,Family",christmas,8,835,tvSeries,Malcolm in the Middle,Malcolm in the Middle,2000,2006,22,"Comedy,Family",malcolm in the middle,8.2,139634,TRUE,FALSE,FALSE,FALSE
tt0640303,tt0212671,5,7,Christmas Trees,Christmas Trees,2003,22,"Comedy,Family",christmas trees,7.7,673,tvSeries,Malcolm in the Middle,Malcolm in the Middle,2000,2006,22,"Comedy,Family",malcolm in the middle,8.2,139634,TRUE,FALSE,FALSE,FALSE
tt0640334,tt0212671,6,6,Hal's Christmas Gift,Hal's Christmas Gift,2004,22,"Comedy,Family",hals christmas gift,7.9,688,tvSeries,Malcolm in the Middle,Malcolm in the Middle,2000,2006,22,"Comedy,Family",malcolm in the middle,8.2,139634,TRUE,FALSE,FALSE,FALSE
tt0640852,tt0202741,1,18,Holiday Show,Holiday Show,1999,23,"Comedy,Talk-Show",holiday show,7.6,18,tvSeries,The Man Show,The Man Show,1999,2014,30,"Comedy,Talk-Show",the man show,6.6,3663,FALSE,FALSE,FALSE,TRUE
tt0642248,tt0092400,7,12,Christmas,Christmas,1992,23,Comedy,christmas,7.6,549,tvSeries,Married... with Children,Married with Children,1987,1997,22,Comedy,married with children,8.1,109328,TRUE,FALSE,FALSE,FALSE
tt0642684,tt0103488,2,15,Holiday Blues,Holiday Blues,1993,23,"Comedy,Drama,Romance",holiday blues,7.6,62,tvSeries,Martin,Martin,1992,1997,30,"Comedy,Drama,Romance",martin,7.5,10488,FALSE,FALSE,FALSE,TRUE
tt0642806,tt0065314,1,14,Christmas and the Hard-Luck Kid II,Christmas and the Hard-Luck Kid II,1970,30,Comedy,christmas and the hardluck kid ii,8.1,272,tvSeries,The Mary Tyler Moore Show,Mary Tyler Moore,1970,1977,30,Comedy,the mary tyler moore show,8.3,9899,TRUE,FALSE,FALSE,FALSE
tt0644323,tt0068103,6,11,Maude's Christmas Surprise,Maude's Christmas Surprise,1977,30,Comedy,maudes christmas surprise,7.4,56,tvSeries,Maude,Maude,1972,1978,30,Comedy,maude,7.3,4571,TRUE,FALSE,FALSE,FALSE
tt0644388,tt0068103,5,13,Walter's Christmas Gift,Walter's Christmas Gift,1976,30,Comedy,walters christmas gift,7.1,44,tvSeries,Maude,Maude,1972,1978,30,Comedy,maude,7.3,4571,TRUE,FALSE,FALSE,FALSE
tt0644397,tt0068103,2,3,Walter's Holiday,Walter's Holiday,1973,25,Comedy,walters holiday,6.7,67,tvSeries,Maude,Maude,1972,1978,30,Comedy,maude,7.3,4571,FALSE,FALSE,FALSE,TRUE
tt0644457,tt0050037,2,13,Holiday at Hollow Rock,Holiday at Hollow Rock,1958,60,Western,holiday at hollow rock,8.3,104,tvSeries,Maverick,Maverick,1957,1962,60,Western,maverick,8.1,3530,FALSE,FALSE,FALSE,TRUE
tt0644803,tt0065317,7,2,'Twas the Fight Before Christmas...,'Twas the Fight Before Christmas...,1976,70,"Action,Crime,Drama",twas the fight before christmas,7.9,76,tvSeries,McCloud,McCloud,1970,1977,120,"Action,Crime,Drama",mccloud,6.9,3644,TRUE,FALSE,FALSE,FALSE
tt0645302,tt0046623,1,12,Red Christmas,Red Christmas,1954,29,Drama,red christmas,6.9,11,tvSeries,Medic,Medic,1954,1956,30,Drama,medic,8.1,176,TRUE,FALSE,FALSE,FALSE
tt0645976,tt0103491,1,18,A Melrose Place Christmas,A Melrose Place Christmas,1992,46,"Drama,Romance",a melrose place christmas,7.7,103,tvSeries,Melrose Place,Melrose Place,1992,1999,60,"Drama,Romance",melrose place,6,13029,TRUE,FALSE,FALSE,FALSE
tt0646045,tt0103491,3,15,Holiday on Ice,Holiday on Ice,1994,45,"Drama,Romance",holiday on ice,7.8,89,tvSeries,Melrose Place,Melrose Place,1992,1999,60,"Drama,Romance",melrose place,6,13029,FALSE,FALSE,FALSE,TRUE
tt0646246,tt0115265,1,10,Christmas,Christmas,1996,22,Comedy,christmas,6.3,62,tvSeries,Men Behaving Badly,Men Behaving Badly,1996,1997,30,Comedy,men behaving badly,6.3,870,TRUE,FALSE,FALSE,FALSE
tt0646276,tt0052493,1,12,Christmas on the Moon,Christmas on the Moon,1959,30,Sci-Fi,christmas on the moon,7.7,42,tvSeries,Men Into Space,Men Into Space,1959,1960,30,Sci-Fi,men into space,7.8,210,TRUE,FALSE,FALSE,FALSE
tt0647491,tt0118401,7,7,Ghosts of Christmas Past,Ghosts of Christmas Past,2004,102,"Crime,Drama,Mystery",ghosts of christmas past,8.2,1052,tvSeries,Midsomer Murders,Midsomer Murders,1997,NA,90,"Crime,Drama,Mystery",midsomer murders,7.9,37755,TRUE,FALSE,FALSE,FALSE
tt0650704,tt0060010,2,15,The Christmas Show,The Christmas Show,1967,30,"Comedy,Music",the christmas show,7.8,143,tvSeries,The Monkees,The Monkees,1965,1968,30,"Comedy,Music",the monkees,7.5,5036,TRUE,FALSE,FALSE,FALSE
tt0651100,tt0088571,2,10,Twas the Episode Before Christmas,Twas the Episode Before Christmas,1985,60,"Comedy,Drama,Mystery",twas the episode before christmas,7.8,269,tvSeries,Moonlighting,Moonlighting,1985,1989,3073,"Comedy,Drama,Mystery",moonlighting,7.6,23401,TRUE,FALSE,FALSE,FALSE
tt0651111,tt0476922,1,1,The Best Christmas Ever,The Best Christmas Ever,2005,11,"Animation,Comedy,Drama",the best christmas ever,8,279,tvSeries,Moral Orel,Moral Orel,2005,2009,11,"Animation,Comedy,Drama",moral orel,8.1,7429,TRUE,FALSE,FALSE,FALSE
tt0651160,tt0063930,NA,NA,1973 Christmas Special,1973 Christmas Special,1973,63,Comedy,1973 christmas special,9.2,100,tvSeries,The Morecambe & Wise Show,The Morecambe & Wise Show,1968,1977,NA,Comedy,the morecambe  wise show,8.1,1038,TRUE,FALSE,FALSE,FALSE
tt0651162,tt0240285,NA,NA,1980 Christmas Show,1980 Christmas Show,1980,51,Comedy,1980 christmas show,8.4,14,tvSeries,The Morecambe & Wise Show,The Morecambe & Wise Show,1978,1983,30,Comedy,the morecambe  wise show,7.9,1010,TRUE,FALSE,FALSE,FALSE
tt0651235,tt0077053,1,12,Mork's First Christmas,Mork's First Christmas,1978,30,"Comedy,Family,Sci-Fi",morks first christmas,7.6,161,tvSeries,Mork & Mindy,Mork & Mindy,1978,1982,30,"Comedy,Family,Sci-Fi",mork  mindy,7.1,12363,TRUE,FALSE,FALSE,FALSE
tt0651455,tt0088573,3,1,Christmas Drinks,Christmas Drinks,1986,NA,Comedy,christmas drinks,8.8,15,tvSeries,Mother and Son,Mother and Son,1984,1994,30,Comedy,mother and son,8.3,790,TRUE,FALSE,FALSE,FALSE
tt0651459,tt0088573,1,1,Maggie Takes a Holiday,Maggie Takes a Holiday,1984,29,Comedy,maggie takes a holiday,8.6,25,tvSeries,Mother and Son,Mother and Son,1984,1994,30,Comedy,mother and son,8.3,790,FALSE,FALSE,FALSE,TRUE
tt0652152,tt0112084,3,6,Goin' on a Holiday,Goin' on a Holiday,1997,28,Comedy,goin on a holiday,8.5,133,tvSeries,Mr. Show with Bob and David,Mr. Show with Bob and David,1995,1998,27,Comedy,mr show with bob and david,8.4,10412,FALSE,FALSE,FALSE,TRUE
tt0653442,tt0086765,9,9,A Christmas Secret,A Christmas Secret,1992,47,"Crime,Drama,Mystery",a christmas secret,7.9,352,tvSeries,"Murder, She Wrote","Murder, She Wrote",1984,1996,50,"Crime,Drama,Mystery",murder she wrote,7.2,28084,TRUE,FALSE,FALSE,FALSE
tt0653794,tt0094514,5,12,I'm Dreaming of a Brown Christmas,I'm Dreaming of a Brown Christmas,1992,NA,Comedy,im dreaming of a brown christmas,7.3,65,tvSeries,Murphy Brown,Murphy Brown,1988,2018,30,Comedy,murphy brown,6.9,10415,TRUE,FALSE,FALSE,FALSE
tt0654432,tt0257315,2,5,Death and Ben Take a Holiday,Death and Ben Take a Holiday,2001,29,Comedy,death and ben take a holiday,8.5,118,tvSeries,My Family,My Family,2000,2011,50,Comedy,my family,7.5,10344,FALSE,FALSE,FALSE,TRUE
tt0654819,tt0460091,1,10,White Lie Christmas,White Lie Christmas,2005,22,Comedy,white lie christmas,7.8,766,tvSeries,My Name Is Earl,My Name Is Earl,2005,2009,22,Comedy,my name is earl,7.8,108072,TRUE,FALSE,FALSE,FALSE
tt0656763,tt0051297,1,13,And a Merry Christmas to the Force on Patrol,And a Merry Christmas to the Force on Patrol,1958,30,"Crime,Drama,Thriller",and a merry christmas to the force on patrol,7.9,104,tvSeries,Naked City,Naked City,1958,1963,60,"Crime,Drama,Thriller",naked city,8.2,1386,TRUE,FALSE,FALSE,FALSE
tt0656794,tt0051297,4,1,Hold for Gloria Christmas,Hold for Gloria Christmas,1962,60,"Crime,Drama,Thriller",hold for gloria christmas,7.7,83,tvSeries,Naked City,Naked City,1958,1963,60,"Crime,Drama,Thriller",naked city,8.2,1386,TRUE,FALSE,FALSE,FALSE
tt0657241,tt0106080,1,8,Christmas Episode,Christmas Episode,1993,30,"Comedy,Family,Romance",christmas episode,7.6,496,tvSeries,The Nanny,The Nanny,1993,1999,22,"Comedy,Family,Romance",the nanny,7.1,47723,TRUE,FALSE,FALSE,FALSE
tt0657333,tt0106080,6,10,The Hanukkah Story,The Hanukkah Story,1998,30,"Comedy,Family,Romance",the hanukkah story,7.5,254,tvSeries,The Nanny,The Nanny,1993,1999,22,"Comedy,Family,Romance",the nanny,7.1,47723,FALSE,TRUE,FALSE,FALSE
tt0657471,tt0115285,2,12,25 Hours of Christmas,25 Hours of Christmas,1996,NA,"Action,Crime,Drama",25 hours of christmas,7.4,61,tvSeries,Nash Bridges,Nash Bridges,1996,2001,60,"Action,Crime,Drama",nash bridges,6.8,7906,TRUE,FALSE,FALSE,FALSE
tt0659112,tt0115286,11,9,Christmas Show,Christmas Show,2002,NA,"Comedy,Game-Show,Music",christmas show,7,10,tvSeries,Never Mind the Buzzcocks,Never Mind the Buzzcocks,1996,2023,30,"Comedy,Game-Show,Music",never mind the buzzcocks,7.8,6004,TRUE,FALSE,FALSE,FALSE
