rcid,session,importantvote,date,unres,amend,para,short,descr
3225,42,1,1987-12-06,R/42/176,NA,NA,"NICARAGUA, EMBARGO",Regrets the unilateral trade embargo and other measures imposed against Nicaragua and requests that those measures be immediately revoked
3226,42,0,1987-12-06,R/42/184,NA,NA,"ENVIRONMENT, COOPERATION",International co?operation in the field of the environment
3227,42,0,1987-12-06,R/42/190,NA,NA,"PALESTINE, LIVING CONDITIONS",Living conditions of the Palestinian people in the occupied Palestinian territories
3228,42,0,1987-12-06,R/42/198,NA,NA,DEBT PROBLEM SOLUTIONS,Enhanced international cooperation towards a durable solution to the external debt problems of developing countries
3229,42,0,1987-12-06,R/42/199,NA,NA,"LEBANON, AID",Assistance for the reconstruction and development of Lebanon
3230,42,0,1987-12-06,R/42/200,NA,NA,"ECONOMIC AID, CHAD",Special economic assistance to Chad
3231,42,0,1987-12-06,R/42/201,NA,NA,"ECONOMIC AID, FRONT-LINE STATES",Special assistance to front?line States
3232,42,0,1987-12-06,R/42/202,NA,NA,"MALDIVES, AID",Special assistance to Maldives for disaster relief and the strengthening of its coastal defense
3233,42,0,1987-12-06,R/42/203,NA,NA,"EL SALVADOR, ASSISTANCE",Assistance to El Salvador
3234,42,0,1987-12-06,R/42/204,NA,NA,"ECONOMIC ASSISTANCE, CENTRAL AMERICA",Special economic assistance to Central America
3235,42,0,1987-12-06,R/42/205,NA,NA,EMERGENCY ASSISTANCE,"Emergency assistance to Benin, the Central African  Republic, Democratic Yemen, Djibouti, Ecuador, the Gambia, Madagascar, Nicaragua and Vanuatu due to climatic catastrophe"
3236,42,0,1987-12-06,R/42/209/A,NA,NA,MIDDLE EAST PEACE CONFERENCE,"Calls for the convening of the International Peace Conference on the Middle East, under the auspices of the United Nations, with the participation of all parties to the conflict, including the Palestine Liberation Organization, on an equal foot"
3237,42,1,1987-12-06,R/42/209/B,NA,NA,MIDDLE EAST PEACE PROCESS,"Reaffirms its conviction that the question of Palestine is the core of the conflict in the Middle East and that no comprehensive, just and lasting peace in the region will be achieved without the full exercise by the Palestinian people of its i"
3238,42,0,1987-12-06,R/42/209/C,NA,NA,"ISRAEL, ACTIONS AGAINST",Deplores Israel's continued ignoring of UN resolutions; calls for the severing of ties with Israel
3239,42,0,1987-12-06,R/42/209/D,NA,NA,JERUSALEM,"Determines that all legislative and administrative measures and actions taken by Israel, the occupying Power, which have altered or purported to alter the character and status of the Holy City of Jerusalem, in particular the so-called Basic Law"
3240,42,0,1987-12-05,R/42/210B,NA,NA,"HOST COUNTRY, RELATIONS",Relations between the UN Permanent HQ country and the PLO
3241,42,0,1987-12-02,R/42/223,NA,NA,"LEBANON, INTERM FORCE",Financing of the UN Interim Force in Lebanon
3242,42,0,1987-12-02,R/42/224,NA,NA,TROOP REIMBURSEMENT,Review of the rates of reimbursement to the Governments of troop contributing States
3243,42,1,1987-12-02,R/42/226A,NA,NA,"BUDGET, 1988-1989",Budget appropriations for the biennium 1988-1989
3244,42,0,1988-03-04,R/42/229A,NA,NA,"HOST COUNTRY, RELATIONS",Relations between the UN Permanent HQ country and the PLO
3245,42,0,1988-03-04,R/42/229B,NA,NA,"HOST COUNTRY, RELATIONS",Settlement of disputes between the delegations and the host countries.
3246,42,0,1988-03-04,R/42/230,NA,NA,"REPORT, RELATIONS WITH HOST COUNTRY",Report of the Committee on Relations with the Host Country
3247,42,0,1988-05-06,R/42/232,NA,NA,"REPORT, RELATIONS WITH HOST COUNTRY",Report of the Committee on Relations with the Host Country
3248,43,0,1988-10-02,R/43/3,NA,NA,"U.N., LEAGUE OF ARAB STATES",Cooperation between UN and the League of Arab States
3249,43,1,1988-10-03,R/43/11,NA,NA,"NICARAGUA, ICJ RULING",Urgently calls for full and immediate compliance with the Judgment of the International Court of Justice of 27 June 1986 in the case of Military and Paramilitary Activities in and against Nicaragua in conformity with the relevant provisions of
3250,43,0,1988-10-03,R/43/12,NA,NA,"COOPERATION, U.N. AND OAU",Cooperation between the UN and the OAU
3251,43,0,1988-10-04,R/43/13,NA,NA,"PRETORIA, RACIAL ELECTION",Declares that the municipal elections are contrary to the principles of the Charter of the United Nations and that the enforcement of  the municipal elections and their results will inevitably aggravate tension  and conflict in South Africa
3252,43,0,1988-10-04,R/43/14,NA,NA,"COMOROS, MAYOTTE",Question of the Comorian island of Mayotte
3253,43,0,1988-11-03,R/43/18,NA,NA,LAW OF THE SEA,"Calls upon all States that have not done so to become parties to the United Nations Convention on the Law of the Sea and to ratify, confirm formally or accede to the Agreement relating to the implementation of Part XI of the United Nations Conv"
3254,43,1,1988-11-05,R/43/19,NA,NA,KAMPUCHEA,The situation in Kampuchea
3255,43,0,1988-11-05,R/43/21,NA,NA,"PALESTINE, INTIFADAH","Condemns those policies and practices of Israel, the occupying Power, which violate the human rights wof the Palestinian people in the occupied Palestinian territory, including Jerusalem, and, in particular, such acts as the opening of fire by"
3256,43,0,1988-11-06,R/43/22,NA,NA,RIGHT TO PEACE,Right of peoples to peace
3257,43,0,1988-11-02,R/43/23,NA,NA,"SOUTH ATLANTIC, ZONE OF PEACE",Zone of peace and cooperation of the South Atlantic
3258,43,0,1988-11-05,R/43/25,NA,NA,FALKLAND ISLANDS,Question of the Falkland Islands (Malvinas)
3259,43,0,1988-11-05,R/43/26A,NA,NA,"NAMIBIA, SITUATION",Situation in Namibia resulting from illegal occupation of the Territory by South Africa
3260,43,0,1988-11-05,R/43/26B,NA,NA,"NAMIBIA, S.C. RESOLUTION 435",Implementation of Security Council resolution 435 (1978)
3261,43,0,1988-11-05,R/43/26C,NA,NA,"NAMIBIA, U.N. COUNCIL",Programme of work of the UN Council for Namibia
3262,43,0,1988-11-05,R/43/26D,NA,NA,"NAMIBIA, INFORMATION",Dissemination of information and mobilization of international public opinion in support of the immediate independence of Namibia
3263,43,0,1988-11-05,R/43/26E,NA,NA,"NAMIBIA, U.N. FUND",UN Fund for Namibia
3264,43,0,1988-11-03,R/43/28,NA,NA,"NON SELF GOVERNING TERRITORIES, INFORMATION",Information from Non-Self-Governing Territories transmitted under Article 73e of the Charter of the UN
3265,43,0,1988-11-03,R/43/29,NA,NA,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS",Activities of foreign economic and other interests which are impeding the implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples in Namibia and in all other Territories under colonial domination and
3266,43,0,1988-11-03,R/43/30,NA,NA,"SELF-DETERMINATION, IMPLEMENTATION",Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples by the specialized agencies and the international institutions associated with the UN
3267,43,0,1988-11-03,R/43/33,NA,NA,WESTERN SAHARA,"Requests that the two parties to the conflict, the Kingdom of Morocco and the Frente Popular para la Liberacion de Saguia el-Hamra y de Rio de Oro, to undertake direct negotiations, in the shortest possible time, with a view to bringing about a"
3268,43,0,1988-11-03,R/43/45,NA,NA,"SELF-DETERMINATION, IMPLEMENTATION",Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples
3269,43,0,1988-11-03,R/43/46,NA,NA,"DECOLONIZATION, INFORMATION",Dissemination of information on decolonization
3270,43,0,1988-11-03,R/43/47,NA,NA,DECOLONIZATION DECADE,International Decade for the Eradication of Colonialism
3271,43,0,1988-11-04,R/43/48,NA,NA,"HOST COUNTRY, RELATIONS",Report of the Committee on Relations with the Host Country
3272,43,0,1988-12-06,R/43/49,NA,NA,"HOST COUNTRY, RELATIONS",Report of the Committee on Relations with the Host Country
3273,43,0,1988-12-02,R/43/50A,NA,NA,"SOUTH AFRICA, LIBERATION MOVEMENTS","Reaffirms its full support to the people of South Africa in their struggle, under the leadership of their national liberation movements, to eradicate apartheid totally"
3274,43,0,1988-12-02,R/43/50B,NA,NA,"SOUTH AFRICA, MILITARY COLLABORATION","Strongly deplores the actions of those States and organizations which directly or indirectly continue to violate the arms embargo and collaborate with South Africa in the military, nuclear, intelligence and technology fields"
3275,43,0,1988-12-02,R/43/50C,NA,NA,"SOUTH AFRICA, SANCTIONS",Calls upon the Security Council urgently to take action under Chapter VII of the Charter of the United Nations with a view to applying comprehensive and mandatory sanctions against South Africa and urges the Governments of the United States of
3276,43,0,1988-12-02,R/43/50D,NA,NA,"SOUTH AFRICA, ISOLATION","Imposition, coordination and strict monitoring of measures against racist South Africa"
3277,43,0,1988-12-02,R/43/50E,NA,NA,"SOUTH AFRICA, ISRAEL","strongly condemns the continuing and increasing collaboration of Israel with the racist regime of South Africa, especially in the economic, military and nuclear fields;"
3278,43,0,1988-12-02,R/43/50F,NA,NA,"APARTHEID, COMMITTEE",Programme of work of the Special Committee against Apartheid
3279,43,0,1988-12-02,R/43/50H,NA,NA,"APARTHEID, INFORMATION",Dissemination of information against the policies of apartheid of the regime of racist South Africa
3280,43,0,1988-12-02,R/43/50J,NA,NA,"SOUTH AFRICA, OIL EMBARGO","Requests all States concerned, pending a decision by the Security Council, to adopt effective measures and/or legislation to broaden the scope of the oil embargo in order to ensure the complete cessation of the supply and shipping of oil and pe"
3281,43,0,1988-12-02,R/43/50K,NA,NA,"APARTHEID, ELIMINATION",Concerted international action for the elimination of apartheid
3282,43,0,1988-12-03,R/43/54A,NA,NA,MIDDLE EAST PEACE PROCESS,"Reaffirms its conviction that the question of Palestine is the core of the conflict in the Middle East and that no comprehensive, just and lasting peace in the region will be achieved without the full exercise by the Palestinian people of its i"
3283,43,0,1988-12-03,R/43/54B,NA,NA,"ISRAEL, ACTIONS AGAINST",Deplores Israel's continued ignoring of UN resolutions; calls for the severing of ties with Israel
3284,43,0,1988-12-03,R/43/54C,NA,NA,JERUSALEM,"Determines that all legislative and administrative measures and actions taken by Israel, the occupying Power, which have altered or purported to alter the character and status of the Holy City of Jerusalem, in particular the so-called Basic Law"
3285,43,0,1988-12-03,R/43/57A,NA,NA,"PALESTINE, ASSISTANCE","Urges all Member States to extend and expedite aid and assistance to the relief agency. Notes with regret that repatriation or compensation of the refugees, as provided for in paragraph 11 of its resolution 194 (III), has not yet been effected"
3286,43,0,1988-12-03,R/43/57D,NA,NA,"PALESTINE, SCHOLARSHIPS, GRANTS","Offers by Member States of grants and scholarships for higher education, including vocational training, for Palestine refugees"
3287,43,0,1988-12-03,R/43/57E,NA,NA,"PALESTINE, REFUGEES RESETTLEMENT",Strongly reiterates its demand that Israel desist from the removal and resettlement of Palestine refugees in the Palestinian territory occupied  by Israel since 1967 and from the destruction of their shelters
3288,43,0,1988-12-03,R/43/57F,NA,NA,"PALESTINE, REFUGEES, RELIEF","Calls once again upon all Governments, as a matter of urgency, to make the most generous efforts possible and to offer the necessary resources to meet the needs of the United Nations Relief and Works Agency for Palestine Refugees in the Near Ea"
3289,43,0,1988-12-03,R/43/57G,NA,NA,"PALESTINE, DISPLACED PERSONS",Reaffirms the inalienable right of all displaced inhabitants to return to their homes or former places of residence in the territories occupied by Israel since 1967
3290,43,0,1988-12-03,R/43/57H,NA,NA,"PALESTINE, REFUGEES, PROPERTIES","Reaffirms that the Palestine Arab refugees are entitled to their property and to the income derived therefrom, in conformity with the principles of justice and equity"
3291,43,0,1988-12-03,R/43/57I,NA,NA,"PALESTINE, REFUGEES, PROTECTION","Holds Israel responsible for the security of the Palestine refugees in the occupied Palestinian territory, including Jerusalem, and other Arab territories occupied by Israel since 1967, and calls upon it to fulfil its obligations as the occupyi"
3292,43,0,1988-12-03,R/43/57J,NA,NA,"JERUSALEM, UNIVERSITY","Emphasizes the need for strengthening the educational system in the Palestinian territory occupied by Israel since 5 June 1967, including Jerusalem, and specifically the need for the establishment of the proposed university and Requests the Sec"
3293,43,0,1988-12-03,R/43/58A,NA,NA,"ISRAEL, OCCUPIED TERRITORIES","the Special Committee, pending complete termination of the Israeli occupation, to continue to investigate Israeli policies and practices in the occupied Palestinian territory, including Jerusalem, and other Arab territories occupied by Israel s"
3294,43,0,1988-12-03,R/43/58B,NA,NA,"ISRAEL, GENEVA CONVENTION",Requests Israel to respect the Geneva convention pretaining to persons in times of war
3295,43,0,1988-12-03,R/43/58C,NA,NA,"ISRAEL, OCCUPIED TERRITORIES","Illegality of Israeli measures threatening the legal status, geographical nature and demographic composition of the occupied territories"
3296,43,0,1988-12-03,R/43/58D,NA,NA,"PALESTINE, DETENTIONS","Deplores the arbitrary detention or imprisonment by Israel of thousands of Palestinians as a result of their resistance to occupation in order to attain self-determination, Calls upon Israel, the occupying Power, to release all Palestinians and"
3297,43,0,1988-12-03,R/43/58E,NA,NA,"ISRAEL, RESOLUTION COMPLIANCE",Demands that Israel come into compliance with previous UN resolutions
3298,43,0,1988-12-03,R/43/58F,NA,NA,"ISRAEL, GOLAN HEIGHTS",Affirms the illegality of Israel's occupation and transformation of the Golan heights
3299,43,0,1988-12-03,R/43/58G,NA,NA,"ISRAEL, PALESTINIAN STUDENTS",Delpores the continued actions by Israel against Palestinian students and educational institutions
3300,43,0,1988-12-03,R/43/60A,NA,NA,NEW INFORMATION ORDER,"Balance in the dissemination of information, the establishment of a new world information and communication order"
3301,43,0,1988-12-03,R/43/60B,NA,NA,NEW INFORMATION ORDER,"Balance in the dissemination of information, the establishment of a new world information and communication order"
3303,43,0,1988-12-04,R/43/63A,NA,NA,"CESSATION, NUCLEAR TESTING",Cessation of all nuclear test explosions
3304,43,0,1988-12-04,R/43/63B,NA,NA,"CESSATION, NUCLEAR TESTING",Cessation of all nuclear test explosions
3305,43,0,1988-12-04,R/43/64,NA,NA,COMPREHENSIVE TEST-BAN-TREATY,Urgent need for a comprehensive nuclear-test-ban treaty :
3306,43,0,1988-12-04,R/43/66,NA,NA,"DENUCLEARIZATION, SOUTH ASIA",Establishment of a nuclear-weapon-free zone in South Asia
3307,43,0,1988-12-04,R/43/68,NA,NA,NON-NUCLEAR STATES,Conclusion of effective international arrangements on the strengthening of the security of non-nuclear-weapon States against the use or threat of use of nuclear weapons
3308,43,0,1988-12-04,R/43/69,NA,NA,NON-NUCLEAR STATES,Conclusion of effective international arrangements to assure non nuclear weapon States against the use or threat of use of nuclear weapons
