rcid,short_name,issue
5440,co,Colonialism
5441,co,Colonialism
5442,co,Colonialism
5447,co,Colonialism
5448,co,Colonialism
5464,co,Colonialism
5531,co,Colonialism
5532,co,Colonialism
5533,co,Colonialism
5534,co,Colonialism
5535,co,Colonialism
5478,co,Colonialism
5479,co,Colonialism
5494,co,Colonialism
5513,co,Colonialism
5540,co,Colonialism
5576,co,Colonialism
5623,co,Colonialism
5571,co,Colonialism
5628,co,Colonialism
5629,co,Colonialism
5573,co,Colonialism
5607,co,Colonialism
5630,co,Colonialism
5631,co,Colonialism
5632,co,Colonialism
5633,co,Colonialism
5634,co,Colonialism
5635,co,Colonialism
5636,co,Colonialism
5637,co,Colonialism
5950,co,Colonialism
6056,co,Colonialism
6080,co,Colonialism
6130,co,Colonialism
6137,co,Colonialism
9070,co,Colonialism
9081,co,Colonialism
9082,co,Colonialism
9118,co,Colonialism
9113,co,Colonialism
9115,co,Colonialism
9127,co,Colonialism
9128,co,Colonialism
9135,co,Colonialism
9142,co,Colonialism
9136,co,Colonialism
9145,co,Colonialism
9069,co,Colonialism
9074,co,Colonialism
9095,co,Colonialism
9092,co,Colonialism
8,ec,Economic development
11,ec,Economic development
18,ec,Economic development
19,ec,Economic development
24,ec,Economic development
37,ec,Economic development
41,ec,Economic development
42,ec,Economic development
43,ec,Economic development
44,ec,Economic development
73,ec,Economic development
77,ec,Economic development
80,ec,Economic development
93,ec,Economic development
103,ec,Economic development
105,ec,Economic development
113,ec,Economic development
133,ec,Economic development
158,ec,Economic development
9010,ec,Economic development
9011,ec,Economic development
179,ec,Economic development
182,ec,Economic development
183,ec,Economic development
201,ec,Economic development
204,ec,Economic development
210,ec,Economic development
238,ec,Economic development
248,ec,Economic development
300,ec,Economic development
360,ec,Economic development
361,ec,Economic development
368,ec,Economic development
419,ec,Economic development
429,ec,Economic development
430,ec,Economic development
482,ec,Economic development
524,ec,Economic development
525,ec,Economic development
546,ec,Economic development
558,ec,Economic development
563,ec,Economic development
564,ec,Economic development
565,ec,Economic development
579,ec,Economic development
580,ec,Economic development
594,ec,Economic development
596,ec,Economic development
597,ec,Economic development
600,ec,Economic development
727,ec,Economic development
728,ec,Economic development
766,ec,Economic development
767,ec,Economic development
768,ec,Economic development
769,ec,Economic development
770,ec,Economic development
777,ec,Economic development
778,ec,Economic development
779,ec,Economic development
781,ec,Economic development
798,ec,Economic development
811,ec,Economic development
826,ec,Economic development
842,ec,Economic development
843,ec,Economic development
844,ec,Economic development
854,ec,Economic development
874,ec,Economic development
877,ec,Economic development
878,ec,Economic development
936,ec,Economic development
937,ec,Economic development
941,ec,Economic development
943,ec,Economic development
946,ec,Economic development
947,ec,Economic development
986,ec,Economic development
987,ec,Economic development
989,ec,Economic development
990,ec,Economic development
991,ec,Economic development
996,ec,Economic development
1032,ec,Economic development
1034,ec,Economic development
1038,ec,Economic development
1044,ec,Economic development
1058,ec,Economic development
1059,ec,Economic development
1076,ec,Economic development
1093,ec,Economic development
1096,ec,Economic development
1109,ec,Economic development
1124,ec,Economic development
1137,ec,Economic development
1143,ec,Economic development
1147,ec,Economic development
1160,ec,Economic development
1170,ec,Economic development
1172,ec,Economic development
1173,ec,Economic development
1174,ec,Economic development
1204,ec,Economic development
1218,ec,Economic development
1222,ec,Economic development
1244,ec,Economic development
1245,ec,Economic development
1260,ec,Economic development
1261,ec,Economic development
1262,ec,Economic development
1271,ec,Economic development
1272,ec,Economic development
1281,ec,Economic development
1283,ec,Economic development
1286,ec,Economic development
1289,ec,Economic development
1290,ec,Economic development
1291,ec,Economic development
1292,ec,Economic development
1293,ec,Economic development
1294,ec,Economic development
1295,ec,Economic development
1296,ec,Economic development
1297,ec,Economic development
1298,ec,Economic development
1299,ec,Economic development
1300,ec,Economic development
1301,ec,Economic development
1302,ec,Economic development
1333,ec,Economic development
1338,ec,Economic development
1339,ec,Economic development
1340,ec,Economic development
1341,ec,Economic development
1347,ec,Economic development
1350,ec,Economic development
1354,ec,Economic development
1365,ec,Economic development
1366,ec,Economic development
1373,ec,Economic development
1385,ec,Economic development
1386,ec,Economic development
1391,ec,Economic development
1395,ec,Economic development
1397,ec,Economic development
1398,ec,Economic development
1399,ec,Economic development
1400,ec,Economic development
1401,ec,Economic development
1402,ec,Economic development
1403,ec,Economic development
1404,ec,Economic development
1405,ec,Economic development
1406,ec,Economic development
1407,ec,Economic development
1408,ec,Economic development
1409,ec,Economic development
1410,ec,Economic development
1442,ec,Economic development
1444,ec,Economic development
1446,ec,Economic development
1447,ec,Economic development
1449,ec,Economic development
1450,ec,Economic development
1453,ec,Economic development
1455,ec,Economic development
1467,ec,Economic development
1480,ec,Economic development
1489,ec,Economic development
1496,ec,Economic development
1498,ec,Economic development
1499,ec,Economic development
1500,ec,Economic development
1501,ec,Economic development
1502,ec,Economic development
1503,ec,Economic development
1504,ec,Economic development
1505,ec,Economic development
1544,ec,Economic development
1548,ec,Economic development
1549,ec,Economic development
1550,ec,Economic development
1551,ec,Economic development
1554,ec,Economic development
1577,ec,Economic development
1591,ec,Economic development
1602,ec,Economic development
1618,ec,Economic development
1627,ec,Economic development
1628,ec,Economic development
1644,ec,Economic development
1645,ec,Economic development
1648,ec,Economic development
1649,ec,Economic development
1650,ec,Economic development
1651,ec,Economic development
1658,ec,Economic development
1661,ec,Economic development
1677,ec,Economic development
1679,ec,Economic development
1682,ec,Economic development
1693,ec,Economic development
1695,ec,Economic development
1696,ec,Economic development
1697,ec,Economic development
1698,ec,Economic development
1699,ec,Economic development
1700,ec,Economic development
1701,ec,Economic development
1702,ec,Economic development
1703,ec,Economic development
1707,ec,Economic development
1710,ec,Economic development
1720,ec,Economic development
1729,ec,Economic development
1731,ec,Economic development
1732,ec,Economic development
1734,ec,Economic development
1735,ec,Economic development
1736,ec,Economic development
1737,ec,Economic development
1738,ec,Economic development
1739,ec,Economic development
1746,ec,Economic development
1755,ec,Economic development
1757,ec,Economic development
1758,ec,Economic development
1766,ec,Economic development
1774,ec,Economic development
1775,ec,Economic development
1776,ec,Economic development
1793,ec,Economic development
1795,ec,Economic development
1806,ec,Economic development
1808,ec,Economic development
1820,ec,Economic development
1823,ec,Economic development
1824,ec,Economic development
1826,ec,Economic development
1827,ec,Economic development
1830,ec,Economic development
1831,ec,Economic development
1832,ec,Economic development
1833,ec,Economic development
1835,ec,Economic development
1836,ec,Economic development
1855,ec,Economic development
1862,ec,Economic development
1869,ec,Economic development
1870,ec,Economic development
1876,ec,Economic development
1898,ec,Economic development
1902,ec,Economic development
1905,ec,Economic development
1906,ec,Economic development
1907,ec,Economic development
1908,ec,Economic development
1911,ec,Economic development
1912,ec,Economic development
1914,ec,Economic development
1917,ec,Economic development
1924,ec,Economic development
1927,ec,Economic development
1931,ec,Economic development
1933,ec,Economic development
1935,ec,Economic development
1940,ec,Economic development
1941,ec,Economic development
1944,ec,Economic development
1945,ec,Economic development
1955,ec,Economic development
1957,ec,Economic development
1958,ec,Economic development
1961,ec,Economic development
1962,ec,Economic development
1963,ec,Economic development
1981,ec,Economic development
1990,ec,Economic development
1995,ec,Economic development
2018,ec,Economic development
2032,ec,Economic development
2039,ec,Economic development
2041,ec,Economic development
2059,ec,Economic development
2067,ec,Economic development
2073,ec,Economic development
2074,ec,Economic development
2077,ec,Economic development
2079,ec,Economic development
2080,ec,Economic development
2081,ec,Economic development
2083,ec,Economic development
2087,ec,Economic development
2091,ec,Economic development
2096,ec,Economic development
2109,ec,Economic development
2112,ec,Economic development
2116,ec,Economic development
2121,ec,Economic development
2131,ec,Economic development
2159,ec,Economic development
2165,ec,Economic development
2167,ec,Economic development
2168,ec,Economic development
2170,ec,Economic development
2177,ec,Economic development
2182,ec,Economic development
2183,ec,Economic development
2185,ec,Economic development
2195,ec,Economic development
2202,ec,Economic development
2218,ec,Economic development
2226,ec,Economic development
2232,ec,Economic development
2251,ec,Economic development
2252,ec,Economic development
2282,ec,Economic development
2283,ec,Economic development
2289,ec,Economic development
2290,ec,Economic development
2293,ec,Economic development
2294,ec,Economic development
2298,ec,Economic development
2309,ec,Economic development
2312,ec,Economic development
2315,ec,Economic development
2319,ec,Economic development
2320,ec,Economic development
2321,ec,Economic development
2322,ec,Economic development
2326,ec,Economic development
2352,ec,Economic development
2368,ec,Economic development
2377,ec,Economic development
2382,ec,Economic development
2392,ec,Economic development
2394,ec,Economic development
2395,ec,Economic development
2405,ec,Economic development
2411,ec,Economic development
2434,ec,Economic development
2438,ec,Economic development
2440,ec,Economic development
2443,ec,Economic development
2444,ec,Economic development
2445,ec,Economic development
2446,ec,Economic development
2447,ec,Economic development
2457,ec,Economic development
2466,ec,Economic development
2468,ec,Economic development
2469,ec,Economic development
2472,ec,Economic development
2473,ec,Economic development
2477,ec,Economic development
2478,ec,Economic development
2480,ec,Economic development
2481,ec,Economic development
2482,ec,Economic development
2501,ec,Economic development
2511,ec,Economic development
2519,ec,Economic development
2526,ec,Economic development
2535,ec,Economic development
2547,ec,Economic development
2550,ec,Economic development
2562,ec,Economic development
2585,ec,Economic development
2586,ec,Economic development
2596,ec,Economic development
2597,ec,Economic development
2601,ec,Economic development
2602,ec,Economic development
2603,ec,Economic development
2604,ec,Economic development
2608,ec,Economic development
2610,ec,Economic development
2621,ec,Economic development
2623,ec,Economic development
2629,ec,Economic development
2630,ec,Economic development
2631,ec,Economic development
2632,ec,Economic development
2634,ec,Economic development
2681,ec,Economic development
2688,ec,Economic development
2697,ec,Economic development
2712,ec,Economic development
2739,ec,Economic development
2743,ec,Economic development
2745,ec,Economic development
2747,ec,Economic development
2749,ec,Economic development
2752,ec,Economic development
2753,ec,Economic development
2763,ec,Economic development
2769,ec,Economic development
2774,ec,Economic development
2775,ec,Economic development
2777,ec,Economic development
2780,ec,Economic development
2781,ec,Economic development
2782,ec,Economic development
2788,ec,Economic development
2799,ec,Economic development
2805,ec,Economic development
2811,ec,Economic development
2818,ec,Economic development
2822,ec,Economic development
2836,ec,Economic development
2837,ec,Economic development
2860,ec,Economic development
2861,ec,Economic development
2862,ec,Economic development
2863,ec,Economic development
2871,ec,Economic development
2918,ec,Economic development
2919,ec,Economic development
2920,ec,Economic development
2921,ec,Economic development
2923,ec,Economic development
2924,ec,Economic development
2929,ec,Economic development
2930,ec,Economic development
2931,ec,Economic development
2934,ec,Economic development
2937,ec,Economic development
2938,ec,Economic development
2939,ec,Economic development
2953,ec,Economic development
2962,ec,Economic development
2994,ec,Economic development
3001,ec,Economic development
3002,ec,Economic development
3034,ec,Economic development
3056,ec,Economic development
3060,ec,Economic development
3061,ec,Economic development
3062,ec,Economic development
3064,ec,Economic development
3066,ec,Economic development
3067,ec,Economic development
3081,ec,Economic development
3082,ec,Economic development
3086,ec,Economic development
3087,ec,Economic development
3088,ec,Economic development
3098,ec,Economic development
3099,ec,Economic development
3119,ec,Economic development
3133,ec,Economic development
3137,ec,Economic development
3162,ec,Economic development
3183,ec,Economic development
3192,ec,Economic development
3193,ec,Economic development
3195,ec,Economic development
3203,ec,Economic development
3206,ec,Economic development
3210,ec,Economic development
3221,ec,Economic development
3222,ec,Economic development
3223,ec,Economic development
3225,ec,Economic development
3229,ec,Economic development
3230,ec,Economic development
3231,ec,Economic development
3234,ec,Economic development
3243,ec,Economic development
3265,ec,Economic development
3277,ec,Economic development
3312,ec,Economic development
3317,ec,Economic development
3329,ec,Economic development
3337,ec,Economic development
3348,ec,Economic development
3352,ec,Economic development
3353,ec,Economic development
3359,ec,Economic development
3363,ec,Economic development
3366,ec,Economic development
3367,ec,Economic development
3373,ec,Economic development
3374,ec,Economic development
3375,ec,Economic development
3376,ec,Economic development
3378,ec,Economic development
3392,ec,Economic development
3397,ec,Economic development
3398,ec,Economic development
3404,ec,Economic development
3432,ec,Economic development
3438,ec,Economic development
3453,ec,Economic development
3454,ec,Economic development
3455,ec,Economic development
3470,ec,Economic development
3471,ec,Economic development
3485,ec,Economic development
3489,ec,Economic development
3490,ec,Economic development
3495,ec,Economic development
3496,ec,Economic development
3497,ec,Economic development
3498,ec,Economic development
3499,ec,Economic development
3503,ec,Economic development
3534,ec,Economic development
3568,ec,Economic development
3569,ec,Economic development
3581,ec,Economic development
3585,ec,Economic development
3605,ec,Economic development
3628,ec,Economic development
3630,ec,Economic development
3642,ec,Economic development
3650,ec,Economic development
3658,ec,Economic development
3659,ec,Economic development
3660,ec,Economic development
3668,ec,Economic development
3670,ec,Economic development
3674,ec,Economic development
3723,ec,Economic development
3734,ec,Economic development
3735,ec,Economic development
3737,ec,Economic development
3741,ec,Economic development
3757,ec,Economic development
3765,ec,Economic development
3800,ec,Economic development
3802,ec,Economic development
3804,ec,Economic development
3821,ec,Economic development
3831,ec,Economic development
3857,ec,Economic development
3873,ec,Economic development
3876,ec,Economic development
3895,ec,Economic development
3948,ec,Economic development
3949,ec,Economic development
3964,ec,Economic development
3966,ec,Economic development
4027,ec,Economic development
4039,ec,Economic development
4083,ec,Economic development
4095,ec,Economic development
4104,ec,Economic development
4108,ec,Economic development
4109,ec,Economic development
4131,ec,Economic development
4162,ec,Economic development
4169,ec,Economic development
4199,ec,Economic development
4213,ec,Economic development
4227,ec,Economic development
4234,ec,Economic development
4235,ec,Economic development
4238,ec,Economic development
4241,ec,Economic development
4295,ec,Economic development
4306,ec,Economic development
4345,ec,Economic development
4353,ec,Economic development
4365,ec,Economic development
4372,ec,Economic development
4374,ec,Economic development
4384,ec,Economic development
4416,ec,Economic development
4435,ec,Economic development
4452,ec,Economic development
4469,ec,Economic development
4475,ec,Economic development
4481,ec,Economic development
4519,ec,Economic development
4526,ec,Economic development
4539,ec,Economic development
4551,ec,Economic development
4562,ec,Economic development
4590,ec,Economic development
4599,ec,Economic development
4600,ec,Economic development
4611,ec,Economic development
4618,ec,Economic development
4619,ec,Economic development
4628,ec,Economic development
4632,ec,Economic development
4651,ec,Economic development
4664,ec,Economic development
4668,ec,Economic development
4689,ec,Economic development
4692,ec,Economic development
4700,ec,Economic development
4722,ec,Economic development
4728,ec,Economic development
4745,ec,Economic development
4754,ec,Economic development
4762,ec,Economic development
4770,ec,Economic development
4774,ec,Economic development
4787,ec,Economic development
4810,ec,Economic development
4815,ec,Economic development
4816,ec,Economic development
4818,ec,Economic development
4819,ec,Economic development
4821,ec,Economic development
4822,ec,Economic development
4829,ec,Economic development
4830,ec,Economic development
4833,ec,Economic development
4842,ec,Economic development
4864,ec,Economic development
4865,ec,Economic development
4872,ec,Economic development
4888,ec,Economic development
4899,ec,Economic development
4900,ec,Economic development
4901,ec,Economic development
4979,ec,Economic development
4996,ec,Economic development
4997,ec,Economic development
5014,ec,Economic development
5026,ec,Economic development
5037,ec,Economic development
5039,ec,Economic development
5040,ec,Economic development
5041,ec,Economic development
5042,ec,Economic development
5047,ec,Economic development
5049,ec,Economic development
5087,ec,Economic development
5095,ec,Economic development
5096,ec,Economic development
5104,ec,Economic development
5114,ec,Economic development
5127,ec,Economic development
5137,ec,Economic development
5139,ec,Economic development
5140,ec,Economic development
5142,ec,Economic development
5163,ec,Economic development
5176,ec,Economic development
5181,ec,Economic development
5223,ec,Economic development
5227,ec,Economic development
5236,ec,Economic development
5242,ec,Economic development
5243,ec,Economic development
5244,ec,Economic development
5245,ec,Economic development
5247,ec,Economic development
5249,ec,Economic development
5260,ec,Economic development
5277,ec,Economic development
5296,ec,Economic development
5304,ec,Economic development
5305,ec,Economic development
5307,ec,Economic development
5310,ec,Economic development
5313,ec,Economic development
5321,ec,Economic development
5335,ec,Economic development
5345,ec,Economic development
5361,ec,Economic development
5374,ec,Economic development
5380,ec,Economic development
5381,ec,Economic development
5383,ec,Economic development
5384,ec,Economic development
5393,ec,Economic development
5394,ec,Economic development
5414,ec,Economic development
5426,ec,Economic development
5441,ec,Economic development
5452,ec,Economic development
5460,ec,Economic development
5462,ec,Economic development
5532,ec,Economic development
5483,ec,Economic development
5490,ec,Economic development
5491,ec,Economic development
5492,ec,Economic development
5493,ec,Economic development
5500,ec,Economic development
5546,ec,Economic development
5639,ec,Economic development
5467,ec,Economic development
5514,ec,Economic development
5525,ec,Economic development
5578,ec,Economic development
5562,ec,Economic development
5579,ec,Economic development
5603,ec,Economic development
5566,ec,Economic development
5581,ec,Economic development
5582,ec,Economic development
5629,ec,Economic development
5608,ec,Economic development
5583,ec,Economic development
5584,ec,Economic development
5585,ec,Economic development
5586,ec,Economic development
5587,ec,Economic development
5612,ec,Economic development
5549,ec,Economic development
5656,ec,Economic development
5702,ec,Economic development
5730,ec,Economic development
5737,ec,Economic development
5741,ec,Economic development
5753,ec,Economic development
5784,ec,Economic development
5795,ec,Economic development
5833,ec,Economic development
5842,ec,Economic development
5848,ec,Economic development
5851,ec,Economic development
5869,ec,Economic development
5894,ec,Economic development
5926,ec,Economic development
5935,ec,Economic development
5939,ec,Economic development
5950,ec,Economic development
5956,ec,Economic development
5960,ec,Economic development
5973,ec,Economic development
5988,ec,Economic development
5997,ec,Economic development
6034,ec,Economic development
6049,ec,Economic development
6142,ec,Economic development
6143,ec,Economic development
6073,ec,Economic development
6144,ec,Economic development
6145,ec,Economic development
6146,ec,Economic development
6147,ec,Economic development
6156,ec,Economic development
6110,ec,Economic development
6148,ec,Economic development
6140,ec,Economic development
6088,ec,Economic development
6132,ec,Economic development
6149,ec,Economic development
6150,ec,Economic development
6151,ec,Economic development
6139,ec,Economic development
6098,ec,Economic development
9070,ec,Economic development
9081,ec,Economic development
9082,ec,Economic development
9118,ec,Economic development
9113,ec,Economic development
9115,ec,Economic development
9127,ec,Economic development
9128,ec,Economic development
9135,ec,Economic development
9142,ec,Economic development
9136,ec,Economic development
9145,ec,Economic development
9069,ec,Economic development
9074,ec,Economic development
9095,ec,Economic development
9092,ec,Economic development
