objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
1194,Manitoba,St. Joseph,138,SJH2,2/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1356693237753,-97.42430770603,NA
1195,Manitoba,St. Joseph,138,SJH3,3/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1356917767665,-97.4167707205898,NA
1196,Manitoba,St. Joseph,138,SJH4,4/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1357185872414,-97.4090351581386,NA
1197,Manitoba,St. Joseph,138,SJH5,5/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1175179985432,-97.4461610116608,NA
1198,Manitoba,St. Joseph,138,SJH6,6/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1175145664426,-97.4403222234101,NA
1199,Manitoba,St. Joseph,138,SJH7,7/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.119042762831,-97.4349377163258,NA
1200,Manitoba,St. Joseph,138,SJH8,8/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1051049377812,-97.4390496589312,NA
1201,Manitoba,St. Joseph,138,SJH9,9/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.105206303968,-97.4322704765461,NA
1202,Manitoba,St. Joseph,138,SJH10,10/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1080363983122,-97.4240010958447,NA
1203,Manitoba,St. Joseph,138,SJH11,11/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1080635481602,-97.418466795258,NA
1204,Manitoba,St. Joseph,138,SJH12,12/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1043655906983,-97.4096595138792,NA
1205,Manitoba,St. Joseph,138,SJH13,13/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1044306068686,-97.4023095792126,NA
1206,Manitoba,St. Joseph,138,SJH14,14/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1044508164827,-97.3961812562674,NA
1207,Manitoba,St. Joseph,138,SJH15,15/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1029178306206,-97.3896928794512,NA
1208,Manitoba,St. Joseph,138,SJH16,16/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1028529701066,-97.3793893546613,NA
1209,Manitoba,St. Joseph,138,SJH17,17/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1029085607856,-97.3732182236786,NA
1210,Manitoba,St. Joseph,138,SJH18,18/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1029533920977,-97.3651624814791,NA
1211,Manitoba,St. Joseph,138,SJH19,19/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1028870407528,-97.3572585223548,NA
1212,Manitoba,St. Joseph,138,SJH20,20/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1045731452492,-97.3485104144742,NA
1213,Manitoba,St. Joseph,138,SJH21,21/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1173805811396,-97.3842558900924,NA
1214,Manitoba,St. Joseph,138,SJH22,22/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1175966449724,-97.37767852516,NA
1215,Manitoba,St. Joseph,138,SJH23,23/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1176755211739,-97.3722502646529,NA
1216,Manitoba,St. Joseph,138,SJH24,24/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1192969413209,-97.3652948216098,NA
1217,Manitoba,St. Joseph,138,SJH25,25/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1193324460387,-97.3569568256578,NA
1218,Manitoba,St. Joseph,138,SJH26,26/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1271514579873,-97.3370165751556,NA
1219,Manitoba,St. Joseph,138,SJH27,27/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1272199519421,-97.3287512683317,NA
1220,Manitoba,St. Joseph,138,SJH28,28/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1485760508948,-97.4959986458508,NA
1221,Manitoba,St. Joseph,138,SJH29,29/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1486652998877,-97.4871284983522,NA
1222,Manitoba,St. Joseph,138,SJH30,30/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1486706276223,-97.4791315122739,NA
1223,Manitoba,St. Joseph,138,SJH31,31/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1486133330758,-97.4723647999561,NA
1224,Manitoba,St. Joseph,138,SJH32,32/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1485603418633,-97.4623318515255,NA
1225,Manitoba,St. Joseph,138,SJH33,33/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1597932268432,-97.3968680583074,NA
1226,Manitoba,St. Joseph,138,SJH34,34/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1596298709864,-97.3856230460586,NA
1227,Manitoba,St. Joseph,138,SJH35,35/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.164129113139,-97.3731905522648,NA
1228,Manitoba,St. Joseph,138,SJH36,36/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1641820149424,-97.3646081985806,NA
1229,Manitoba,St. Joseph,138,SJH37,37/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1641513351996,-97.3558466874454,NA
1230,Manitoba,St. Joseph,138,SJH38,38/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1694831996357,-97.349648347311,NA
1231,Manitoba,St. Joseph,138,SJH39,39/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1599747398963,-97.3407359236736,NA
1232,Manitoba,St. Joseph,138,SJH40,40/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.160178057017,-97.3344544415641,NA
1233,Manitoba,St. Joseph,138,SJH41,41/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1600847457604,-97.3271197570444,NA
1234,Manitoba,St. Joseph,138,SJH42,42/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1490241878009,-97.3433099513924,NA
1235,Manitoba,St. Joseph,138,SJH43,43/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1489200171324,-97.3517871531286,NA
1236,Manitoba,St. Joseph,138,SJH44,44/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1488286586433,-97.3598181141913,NA
1237,Manitoba,St. Joseph,138,SJH45,45/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1487474475464,-97.3662191253226,NA
1238,Manitoba,St. Joseph,138,SJH46,46/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1600331928934,-97.4311382989381,NA
1239,Manitoba,St. Joseph,138,SJH47,47/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.175501600417,-97.435542066374,NA
1240,Manitoba,St. Joseph,138,SJH48,48/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1753295068538,-97.4235567204832,NA
1241,Manitoba,St. Joseph,138,SJH49,49/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1759159749541,-97.4108360985701,NA
1242,Manitoba,St. Joseph,138,SJH50,50/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1761536988114,-97.3973100819551,NA
1243,Manitoba,St. Joseph,138,SJH51,51/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1727101307703,-97.3342561872509,NA
1244,Manitoba,St. Joseph,138,SJH52,52/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1783236447757,-97.3501784860453,NA
1245,Manitoba,St. Joseph,138,SJH53,53/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1783519956552,-97.3598792832796,NA
1246,Manitoba,St. Joseph,138,SJH54,54/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1783526276092,-97.3676600187879,NA
1247,Manitoba,St. Joseph,138,SJH55,55/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1782899578007,-97.3770162337227,NA
1248,Manitoba,St. Joseph,138,SJH56,56/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1888905652814,-97.3814552178043,NA
1249,Manitoba,St. Joseph,138,SJH57,57/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1888334830248,-97.3715626792711,NA
1250,Manitoba,St. Joseph,138,SJH58,58/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1891707603672,-97.3632372928453,NA
1251,Manitoba,St. Joseph,138,SJH59,59/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1890729170954,-97.3448448444458,NA
1252,Manitoba,St. Joseph,138,SJH60,60/60,2300,101,80,Siemens,SWT 2.3-101,2011,49.1896495100212,-97.3362764978168,NA
1253,Manitoba,St. Leon,120.45,LEO1,1/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3747883519925,-98.5895004456408,NA
1254,Manitoba,St. Leon,120.45,LEO2,2/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3763810721142,-98.5847140004913,NA
1255,Manitoba,St. Leon,120.45,LEO3,3/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3779278995869,-98.5800122542363,NA
1256,Manitoba,St. Leon,120.45,LEO4,4/73,1650,82,80,Vestas,V82,2005/2006/2012,49.37955912758,-98.5753006605179,NA
1257,Manitoba,St. Leon,120.45,LEO5,5/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3669181936248,-98.5698498844144,NA
1258,Manitoba,St. Leon,120.45,LEO6,6/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3712087356834,-98.5610105915694,NA
1259,Manitoba,St. Leon,120.45,LEO7,7/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3777496413053,-98.6028715603919,NA
1260,Manitoba,St. Leon,120.45,LEO8,8/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3760108416864,-98.6074945196216,NA
1261,Manitoba,St. Leon,120.45,LEO9,9/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3742394362467,-98.6121441321938,NA
1262,Manitoba,St. Leon,120.45,LEO10,10/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3629579790493,-98.6104069359444,NA
1263,Manitoba,St. Leon,120.45,LEO11,11/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3610339054675,-98.61539960113,NA
1264,Manitoba,St. Leon,120.45,LEO12,12/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3875880040904,-98.5700243082103,NA
1265,Manitoba,St. Leon,120.45,LEO13,13/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3453760874969,-98.6576502886051,NA
1266,Manitoba,St. Leon,120.45,LEO14,14/73,1650,82,80,Vestas,V82,2005/2006/2012,49.34299437513,-98.663904375986,NA
1267,Manitoba,St. Leon,120.45,LEO15,15/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3408715161767,-98.67114302505,NA
1268,Manitoba,St. Leon,120.45,LEO16,16/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3535997006447,-98.6722851782886,NA
1269,Manitoba,St. Leon,120.45,LEO17,17/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3582014068668,-98.6637929486215,NA
1270,Manitoba,St. Leon,120.45,LEO18,18/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3609329012365,-98.6558521722571,NA
1271,Manitoba,St. Leon,120.45,LEO19,19/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3616865932867,-98.6481184609171,NA
1272,Manitoba,St. Leon,120.45,LEO20,20/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3573676135835,-98.6253511125218,NA
1273,Manitoba,St. Leon,120.45,LEO21,21/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3556908839809,-98.6298756184018,NA
1274,Manitoba,St. Leon,120.45,LEO22,22/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3503241545519,-98.6387520641814,NA
1275,Manitoba,St. Leon,120.45,LEO23,23/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3417042674313,-98.6172672065427,NA
1276,Manitoba,St. Leon,120.45,LEO24,24/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3447501915741,-98.6105067372194,NA
1277,Manitoba,St. Leon,120.45,LEO25,25/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3466860952577,-98.6025616681282,NA
1278,Manitoba,St. Leon,120.45,LEO26,26/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3723848644296,-98.6707465240928,NA
1279,Manitoba,St. Leon,120.45,LEO27,27/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3733649429611,-98.6769103547013,NA
1280,Manitoba,St. Leon,120.45,LEO28,28/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3742371698626,-98.654850465175,NA
1281,Manitoba,St. Leon,120.45,LEO29,29/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3758498122419,-98.6493337613252,NA
1282,Manitoba,St. Leon,120.45,LEO30,30/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3772250706046,-98.6438582757658,NA
1283,Manitoba,St. Leon,120.45,LEO31,31/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3817843052683,-98.6201677102129,NA
1284,Manitoba,St. Leon,120.45,LEO32,32/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3834260315973,-98.6151770302327,NA
1285,Manitoba,St. Leon,120.45,LEO33,33/73,1650,82,80,Vestas,V82,2005/2006/2012,49.401204558446,-98.6318801941632,NA
1286,Manitoba,St. Leon,120.45,LEO34,34/73,1650,82,80,Vestas,V82,2005/2006/2012,49.4026682559215,-98.626671916376,NA
1287,Manitoba,St. Leon,120.45,LEO35,35/73,1650,82,80,Vestas,V82,2005/2006/2012,49.4042218911305,-98.621654011658,NA
1288,Manitoba,St. Leon,120.45,LEO36,36/73,1650,82,80,Vestas,V82,2005/2006/2012,49.4056697693594,-98.6164289882983,NA
1289,Manitoba,St. Leon,120.45,LEO37,37/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3537180591308,-98.6969364935298,NA
1290,Manitoba,St. Leon,120.45,LEO38,38/73,1650,82,80,Vestas,V82,2005/2006/2012,49.350996881395,-98.702324261429,NA
1291,Manitoba,St. Leon,120.45,LEO39,39/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3455244707431,-98.7100882897138,NA
1292,Manitoba,St. Leon,120.45,LEO40,40/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3436937209376,-98.7228977229412,NA
1293,Manitoba,St. Leon,120.45,LEO41,41/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3428831845641,-98.6875353971906,NA
1294,Manitoba,St. Leon,120.45,LEO42,42/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3370953393128,-98.6875524464492,NA
1295,Manitoba,St. Leon,120.45,LEO43,43/73,1650,82,80,Vestas,V82,2005/2006/2012,49.334627700033,-98.6935564051606,NA
1296,Manitoba,St. Leon,120.45,LEO44,44/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3330821810179,-98.6984072174742,NA
1297,Manitoba,St. Leon,120.45,LEO45,45/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3301655491343,-98.6511196049485,NA
1298,Manitoba,St. Leon,120.45,LEO46,46/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3320315524055,-98.645507005191,NA
1299,Manitoba,St. Leon,120.45,LEO47,47/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3341037474802,-98.6405256482835,NA
1300,Manitoba,St. Leon,120.45,LEO48,48/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3357864401546,-98.6343265946407,NA
1301,Manitoba,St. Leon,120.45,LEO49,49/73,1650,82,80,Vestas,V82,2005/2006/2012,49.4056391045087,-98.5609931586006,NA
1302,Manitoba,St. Leon,120.45,LEO50,50/73,1650,82,80,Vestas,V82,2005/2006/2012,49.4072992654515,-98.5553642090257,NA
1303,Manitoba,St. Leon,120.45,LEO51,51/73,1650,82,80,Vestas,V82,2005/2006/2012,49.4089200877085,-98.5497256925121,NA
1304,Manitoba,St. Leon,120.45,LEO52,52/73,1650,82,80,Vestas,V82,2005/2006/2012,49.4109701035743,-98.5399006463353,NA
1305,Manitoba,St. Leon,120.45,LEO53,53/73,1650,82,80,Vestas,V82,2005/2006/2012,49.4124783748125,-98.5347311660605,NA
1306,Manitoba,St. Leon,120.45,LEO54,54/73,1650,82,80,Vestas,V82,2005/2006/2012,49.394931717903,-98.5370334086488,NA
1307,Manitoba,St. Leon,120.45,LEO55,55/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3964124969979,-98.5318414167769,NA
1308,Manitoba,St. Leon,120.45,LEO56,56/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3979354044924,-98.5266233600624,NA
1309,Manitoba,St. Leon,120.45,LEO57,57/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3816091308187,-98.5243694639578,NA
1310,Manitoba,St. Leon,120.45,LEO58,58/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3797115851153,-98.530313263215,NA
1311,Manitoba,St. Leon,120.45,LEO59,59/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3780132494806,-98.53642488249,NA
1312,Manitoba,St. Leon,120.45,LEO60,60/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3760391486486,-98.5423743288005,NA
1313,Manitoba,St. Leon,120.45,LEO61,61/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3597543030766,-98.540741814711,NA
1314,Manitoba,St. Leon,120.45,LEO62,62/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3604758441083,-98.5376218784351,NA
1315,Manitoba,St. Leon,120.45,LEO63,63/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3612594986499,-98.5345054853138,NA
1316,Manitoba,St. Leon,120.45,LEO64,64/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3284041443844,-98.5846127778542,NA
1317,Manitoba,St. Leon,120.45,LEO65,65/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3309935721996,-98.5770750441604,NA
1318,Manitoba,St. Leon,120.45,LEO66,66/73,1650,82,80,Vestas,V82,2005/2006/2012,49.333509282839,-98.5694547699132,NA
1319,Manitoba,St. Leon,120.45,LEO67,67/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3415527472482,-98.5849749936023,NA
1320,Manitoba,St. Leon,120.45,LEO68,68/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3428937389732,-98.5778766245307,NA
1321,Manitoba,St. Leon,120.45,LEO69,69/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3453962994969,-98.5716286734502,NA
1322,Manitoba,St. Leon,120.45,LEO70,70/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3473602956675,-98.5650502033741,NA
1323,Manitoba,St. Leon,120.45,LEO71,71/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3493052221783,-98.5583151333227,NA
1324,Manitoba,St. Leon,120.45,LEO72,72/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3899551198199,-98.5623291404911,NA
1325,Manitoba,St. Leon,120.45,LEO73,73/73,1650,82,80,Vestas,V82,2005/2006/2012,49.3485001745636,-98.6450240905975,NA
1326,New Brunswick,Kent Hills 1,167.25,KHW1,1/55,3000,90,80,Vestas,V90,2008,45.8396292,-64.8604665,NA
1327,New Brunswick,Kent Hills 1,167.25,KHW2,2/55,3000,90,80,Vestas,V90,2008,45.8363744,-64.857339,NA
1328,New Brunswick,Kent Hills 1,167.25,KHW3,3/55,3000,90,80,Vestas,V90,2008,45.8364395,-64.8721467,NA
1329,New Brunswick,Kent Hills 1,167.25,KHW4,4/55,3000,90,80,Vestas,V90,2008,45.8334579,-64.8703996,NA
1330,New Brunswick,Kent Hills 1,167.25,KHW5,5/55,3000,90,80,Vestas,V90,2008,45.8292073,-64.8822888,NA
1331,New Brunswick,Kent Hills 1,167.25,KHW6,6/55,3000,90,80,Vestas,V90,2008,45.8232335,-64.8817287,NA
1332,New Brunswick,Kent Hills 1,167.25,KHW7,7/55,3000,90,80,Vestas,V90,2008,45.8229184,-64.8431686,NA
1333,New Brunswick,Kent Hills 1,167.25,KHW8,8/55,3000,90,80,Vestas,V90,2008,45.8178309,-64.8432295,NA
1334,New Brunswick,Kent Hills 1,167.25,KHW9,9/55,3000,90,80,Vestas,V90,2008,45.8126494,-64.8500993,NA
1335,New Brunswick,Kent Hills 1,167.25,KHW10,10/55,3000,90,80,Vestas,V90,2008,45.8095334,-64.8422602,NA
1336,New Brunswick,Kent Hills 1,167.25,KHW11,11/55,3000,90,80,Vestas,V90,2008,45.8180991,-64.912279,NA
1337,New Brunswick,Kent Hills 1,167.25,KHW12,12/55,3000,90,80,Vestas,V90,2008,45.8139405,-64.9092976,NA
1338,New Brunswick,Kent Hills 1,167.25,KHW13,13/55,3000,90,80,Vestas,V90,2008,45.8114454,-64.8997593,NA
1339,New Brunswick,Kent Hills 1,167.25,KHW14,14/55,3000,90,80,Vestas,V90,2008,45.8084473,-64.8979983,NA
1340,New Brunswick,Kent Hills 1,167.25,KHW15,15/55,3000,90,80,Vestas,V90,2008,45.8115282,-64.8877718,NA
1341,New Brunswick,Kent Hills 1,167.25,KHW16,16/55,3000,90,80,Vestas,V90,2008,45.808419,-64.8862548,NA
1342,New Brunswick,Kent Hills 1,167.25,KHW17,17/55,3000,90,80,Vestas,V90,2008,45.8143167,-64.8688108,NA
1343,New Brunswick,Kent Hills 1,167.25,KHW18,18/55,3000,90,80,Vestas,V90,2008,45.8107499,-64.8673984,NA
1344,New Brunswick,Kent Hills 1,167.25,KHW19,19/55,3000,90,80,Vestas,V90,2008,45.807368,-64.8660221,NA
1345,New Brunswick,Kent Hills 1,167.25,KHW20,20/55,3000,90,80,Vestas,V90,2008,45.8039831,-64.8646485,NA
1346,New Brunswick,Kent Hills 1,167.25,KHW21,21/55,3000,90,80,Vestas,V90,2008,45.8004043,-64.8644762,NA
1347,New Brunswick,Kent Hills 1,167.25,KHW22,22/55,3000,90,80,Vestas,V90,2008,45.7978434,-64.8973318,NA
1348,New Brunswick,Kent Hills 1,167.25,KHW23,23/55,3000,90,80,Vestas,V90,2008,45.794869,-64.8955445,NA
1349,New Brunswick,Kent Hills 1,167.25,KHW24,24/55,3000,90,80,Vestas,V90,2008,45.7942909,-64.9096498,NA
1350,New Brunswick,Kent Hills 1,167.25,KHW25,25/55,3000,90,80,Vestas,V90,2008,45.7899311,-64.9093437,NA
1351,New Brunswick,Kent Hills 1,167.25,KHW26,26/55,3000,90,80,Vestas,V90,2008,45.7862947,-64.9091525,NA
1352,New Brunswick,Kent Hills 1,167.25,KHW27,27/55,3000,90,80,Vestas,V90,2008,45.781198,-64.9081655,NA
1353,New Brunswick,Kent Hills 1,167.25,KHW28,28/55,3000,90,80,Vestas,V90,2008,45.7776019,-64.9073884,NA
1354,New Brunswick,Kent Hills 1,167.25,KHW29,29/55,3000,90,80,Vestas,V90,2008,45.7743086,-64.9057674,NA
1355,New Brunswick,Kent Hills 1,167.25,KHW30,30/55,3000,90,80,Vestas,V90,2008,45.7708924,-64.9040031,NA
1356,New Brunswick,Kent Hills 1,167.25,KHW31,31/55,3000,90,80,Vestas,V90,2008,45.7675573,-64.9023524,NA
1357,New Brunswick,Kent Hills 1,167.25,KHW32,32/55,3000,90,80,Vestas,V90,2008,45.764221,-64.9006858,NA
1358,New Brunswick,Caribou Wind Park,99,CWP1,1/33,3000,90,80,Vestas,V90,2009,47.511,-66.418,NA
1359,New Brunswick,Caribou Wind Park,99,CWP2,2/33,3000,90,80,Vestas,V90,2009,47.508,-66.4161395,NA
1360,New Brunswick,Caribou Wind Park,99,CWP3,3/33,3000,90,80,Vestas,V90,2009,47.505,-66.415,NA
1361,New Brunswick,Caribou Wind Park,99,CWP4,4/33,3000,90,80,Vestas,V90,2009,47.501,-66.415,NA
1362,New Brunswick,Caribou Wind Park,99,CWP5,5/33,3000,90,80,Vestas,V90,2009,47.498,-66.414,NA
1363,New Brunswick,Caribou Wind Park,99,CWP6,6/33,3000,90,80,Vestas,V90,2009,47.493,-66.432,NA
1364,New Brunswick,Caribou Wind Park,99,CWP7,7/33,3000,90,80,Vestas,V90,2009,47.487,-66.428,NA
1365,New Brunswick,Caribou Wind Park,99,CWP8,8/33,3000,90,80,Vestas,V90,2009,47.484,-66.43,NA
1366,New Brunswick,Caribou Wind Park,99,CWP9,9/33,3000,90,80,Vestas,V90,2009,47.481,-66.421,NA
1367,New Brunswick,Caribou Wind Park,99,CWP10,10/33,3000,90,80,Vestas,V90,2009,47.478,-66.425,NA
1368,New Brunswick,Caribou Wind Park,99,CWP11,11/33,3000,90,80,Vestas,V90,2009,47.474,-66.424,NA
1369,New Brunswick,Caribou Wind Park,99,CWP12,12/33,3000,90,80,Vestas,V90,2009,47.471,-66.423,NA
1370,New Brunswick,Caribou Wind Park,99,CWP13,13/33,3000,90,80,Vestas,V90,2009,47.468,-66.424,NA
1371,New Brunswick,Caribou Wind Park,99,CWP14,14/33,3000,90,80,Vestas,V90,2009,47.461,-66.429,NA
1372,New Brunswick,Caribou Wind Park,99,CWP15,15/33,3000,90,80,Vestas,V90,2009,47.454,-66.423,NA
1373,New Brunswick,Caribou Wind Park,99,CWP16,16/33,3000,90,80,Vestas,V90,2009,47.452,-66.432,NA
1374,New Brunswick,Caribou Wind Park,99,CWP17,17/33,3000,90,80,Vestas,V90,2009,47.451,-66.424,NA
1375,New Brunswick,Caribou Wind Park,99,CWP18,18/33,3000,90,80,Vestas,V90,2009,47.465,-66.487,NA
1376,New Brunswick,Caribou Wind Park,99,CWP19,19/33,3000,90,80,Vestas,V90,2009,47.46,-66.467,NA
1377,New Brunswick,Caribou Wind Park,99,CWP20,20/33,3000,90,80,Vestas,V90,2009,47.442,-66.486,NA
1378,New Brunswick,Caribou Wind Park,99,CWP21,21/33,3000,90,80,Vestas,V90,2009,47.444,-66.483,NA
1379,New Brunswick,Caribou Wind Park,99,CWP22,22/33,3000,90,80,Vestas,V90,2009,47.447,-66.48,NA
1380,New Brunswick,Caribou Wind Park,99,CWP23,23/33,3000,90,80,Vestas,V90,2009,47.45,-66.474,NA
