x,qx,lx,dx,Lx,Tx,ex,sex,year
1,4.6e-4,99377,46,99354,8319458,83.72,F,2000
2,2.8e-4,99331,28,99317,8220104,82.75,F,2000
3,2e-4,99303,20,99293,8120787,81.78,F,2000
4,1.5e-4,99283,15,99276,8021494,80.79,F,2000
5,1.4e-4,99268,13,99262,7922218,79.81,F,2000
6,1.3e-4,99255,13,99249,7822956,78.82,F,2000
7,1.2e-4,99242,12,99236,7723708,77.83,F,2000
8,1.2e-4,99230,11,99225,7624471,76.84,F,2000
9,1.1e-4,99219,11,99214,7525247,75.84,F,2000
10,1e-4,99208,10,99203,7426033,74.85,F,2000
11,1e-4,99199,10,99194,7326830,73.86,F,2000
12,1.2e-4,99189,11,99183,7227636,72.87,F,2000
13,1.5e-4,99178,15,99170,7128453,71.88,F,2000
14,2.1e-4,99162,20,99152,7029283,70.89,F,2000
15,2.7e-4,99142,26,99129,6930131,69.9,F,2000
16,3.2e-4,99116,32,99100,6831002,68.92,F,2000
17,3.6e-4,99084,36,99066,6731903,67.94,F,2000
18,3.8e-4,99048,37,99030,6632837,66.97,F,2000
19,3.8e-4,99011,37,98993,6533807,65.99,F,2000
20,3.7e-4,98974,37,98955,6434815,65.02,F,2000
21,3.8e-4,98937,37,98918,6335859,64.04,F,2000
22,3.8e-4,98900,37,98881,6236941,63.06,F,2000
23,3.8e-4,98862,38,98843,6138060,62.09,F,2000
24,3.9e-4,98825,38,98805,6039216,61.11,F,2000
25,4e-4,98786,39,98766,5940411,60.13,F,2000
26,4.1e-4,98747,40,98727,5841644,59.16,F,2000
27,4.2e-4,98706,42,98686,5742918,58.18,F,2000
28,4.5e-4,98665,44,98643,5644232,57.21,F,2000
29,4.8e-4,98621,47,98597,5545590,56.23,F,2000
30,5.1e-4,98573,50,98548,5446993,55.26,F,2000
31,5.5e-4,98523,54,98496,5348444,54.29,F,2000
32,5.9e-4,98469,58,98440,5249948,53.32,F,2000
33,6.5e-4,98411,64,98379,5151508,52.35,F,2000
34,7.1e-4,98347,70,98312,5053129,51.38,F,2000
35,7.8e-4,98277,77,98238,4954817,50.42,F,2000
36,8.5e-4,98200,84,98158,4856579,49.46,F,2000
37,0.00093000000000000005,98116,91,98071,4758421,48.5,F,2000
38,0.001,98025,98,97976,4660350,47.54,F,2000
39,0.00108,97927,105,97874,4562374,46.59,F,2000
40,0.00116,97821,113,97765,4464500,45.64,F,2000
41,0.00125,97708,122,97647,4366735,44.69,F,2000
42,0.00132,97586,129,97522,4269088,43.75,F,2000
43,0.00139,97457,136,97390,4171566,42.8,F,2000
44,0.00146,97322,142,97251,4074176,41.86,F,2000
45,0.00153,97180,149,97106,3976925,40.92,F,2000
46,0.00162,97032,157,96953,3879820,39.99,F,2000
47,0.00171,96875,165,96792,3782866,39.05,F,2000
48,0.00181,96709,175,96622,3686074,38.11,F,2000
49,0.00191,96535,185,96442,3589452,37.18,F,2000
50,0.00204,96350,196,96252,3493010,36.25,F,2000
51,0.00219,96154,210,96049,3396758,35.33,F,2000
52,0.00237,95943,227,95830,3300709,34.4,F,2000
53,0.00259,95716,248,95592,3204879,33.48,F,2000
54,0.00284,95468,271,95333,3109287,32.57,F,2000
55,0.00313,95198,298,95048,3013954,31.66,F,2000
56,0.00345,94899,328,94736,2918906,30.76,F,2000
57,0.00379,94572,358,94392,2824170,29.86,F,2000
58,0.00414,94213,390,94018,2729778,28.97,F,2000
59,0.00451,93823,423,93612,2635759,28.09,F,2000
60,0.00491,93401,459,93171,2542147,27.22,F,2000
61,0.00537,92942,499,92692,2448976,26.35,F,2000
62,0.00592,92443,547,92169,2356284,25.49,F,2000
63,0.00656,91896,602,91595,2264115,24.64,F,2000
64,0.00729,91293,665,90961,2172520,23.8,F,2000
65,0.0081,90628,734,90261,2081559,22.97,F,2000
66,0.00897,89894,806,89491,1991298,22.15,F,2000
67,0.00985,89088,878,88649,1901807,21.35,F,2000
68,0.01074,88210,948,87736,1813158,20.55,F,2000
69,0.01166,87263,1018,86754,1725422,19.77,F,2000
70,0.0127,86245,1095,85697,1638668,19,F,2000
71,0.01385,85150,1179,84560,1552971,18.24,F,2000
72,0.01503,83971,1262,83339,1468410,17.49,F,2000
73,0.01623,82708,1343,82037,1385071,16.75,F,2000
74,0.01751,81366,1425,80653,1303034,16.01,F,2000
75,0.0191,79941,1527,79178,1222381,15.29,F,2000
76,0.02094,78414,1642,77593,1143203,14.58,F,2000
77,0.0228,76772,1750,75897,1065610,13.88,F,2000
78,0.0246,75022,1845,74099,989712,13.19,F,2000
79,0.02654,73177,1942,72206,915613,12.51,F,2000
80,0.02877,71235,2049,70210,843407,11.84,F,2000
81,0.03165,69185,2190,68090,773197,11.18,F,2000
82,0.03551,66995,2379,65806,705107,10.52,F,2000
83,0.04057,64616,2621,63306,639301,9.89,F,2000
84,0.04667,61995,2893,60548,575996,9.29,F,2000
85,0.05353,59102,3164,57520,515447,8.72,F,2000
86,0.06091,55938,3407,54235,457927,8.19,F,2000
87,0.06867,52531,3607,50728,403693,7.68,F,2000
88,0.07679,48924,3757,47046,352965,7.21,F,2000
89,0.08535,45167,3855,43240,305920,6.77,F,2000
90,0.09447,41312,3903,39361,262680,6.36,F,2000
91,0.10429,37409,3901,35459,223319,5.97,F,2000
92,0.11492,33508,3851,31583,187860,5.61,F,2000
93,0.12649,29657,3751,27782,156278,5.27,F,2000
94,0.13909,25906,3603,24104,128496,4.96,F,2000
95,0.15172,22303,3384,20611,104392,4.68,F,2000
96,0.16414,18919,3105,17366,83781,4.43,F,2000
97,0.17611,15814,2785,14421,66414,4.2,F,2000
98,0.18738,13029,2441,11808,51993,3.99,F,2000
99,0.19771,10587,2093,9541,40185,3.8,F,2000
100,0.20859,8494,1772,7608,30644,3.61,F,2000
101,0.22008,6722,1480,5983,23036,3.43,F,2000
102,0.23222,5243,1218,4634,17053,3.25,F,2000
103,0.24503,4025,986,3532,12419,3.09,F,2000
104,0.25854,3039,786,2646,8887,2.92,F,2000
105,0.27282,2253,615,1946,6240,2.77,F,2000
106,0.28788,1639,472,1403,4294,2.62,F,2000
107,0.30378,1167,354,990,2892,2.48,F,2000
108,0.32057,812,260,682,1902,2.34,F,2000
109,0.33828,552,187,459,1220,2.21,F,2000
110,0.357,365,130,300,761,2.08,F,2000
111,0.37674,235,88,191,461,1.96,F,2000
112,0.3976,146,58,117,271,1.85,F,2000
113,0.4196,88,37,70,153,1.74,F,2000
114,0.44283,51,23,40,84,1.63,F,2000
115,0.46736,29,13,22,44,1.54,F,2000
116,0.49327,15,7,11,22,1.45,F,2000
117,0.51656,8,4,6,11,1.37,F,2000
118,0.54008,4,2,3,5,1.29,F,2000
119,0.56469,2,1,1,2,1.22,F,2000
0,0.00587,100000,587,99484,8096362,80.96,M,2010
1,4e-4,99413,39,99394,7996877,80.44,M,2010
2,2.6e-4,99374,26,99361,7897484,79.47,M,2010
3,2.2e-4,99348,21,99337,7798123,78.49,M,2010
4,1.7e-4,99326,16,99318,7698786,77.51,M,2010
5,1.4e-4,99310,14,99303,7599468,76.52,M,2010
6,1.3e-4,99296,13,99289,7500165,75.53,M,2010
7,1.2e-4,99282,12,99276,7400876,74.54,M,2010
8,1.1e-4,99270,11,99265,7301600,73.55,M,2010
9,9e-5,99259,9,99255,7202335,72.56,M,2010
10,7e-5,99251,7,99247,7103080,71.57,M,2010
11,8e-5,99244,8,99240,7003833,70.57,M,2010
12,1.2e-4,99236,12,99230,6904593,69.58,M,2010
13,2.2e-4,99224,21,99213,6805363,68.59,M,2010
14,3.5e-4,99203,34,99185,6706150,67.6,M,2010
15,4.9e-4,99168,48,99144,6606964,66.62,M,2010
16,6.2e-4,99120,61,99089,6507820,65.66,M,2010
17,7.3e-4,99059,73,99022,6408731,64.7,M,2010
18,8.2e-4,98986,81,98946,6309708,63.74,M,2010
19,8.9e-4,98905,88,98861,6210763,62.8,M,2010
20,9.6e-4,98817,94,98770,6111902,61.85,M,2010
21,0.00102,98723,100,98673,6013132,60.91,M,2010
22,0.00104,98622,103,98571,5914459,59.97,M,2010
23,0.00102,98520,101,98469,5815888,59.03,M,2010
24,9.7e-4,98419,96,98371,5717419,58.09,M,2010
25,9.1e-4,98323,90,98278,5619048,57.15,M,2010
26,8.6e-4,98233,85,98191,5520770,56.2,M,2010
27,8.3e-4,98148,82,98107,5422580,55.25,M,2010
28,8.3e-4,98067,81,98026,5324472,54.29,M,2010
29,8.6e-4,97985,84,97943,5226446,53.34,M,2010
30,8.9e-4,97901,87,97858,5128503,52.38,M,2010
31,9.2e-4,97815,90,97770,5030645,51.43,M,2010
32,9.6e-4,97725,94,97678,4932876,50.48,M,2010
33,0.00102,97631,100,97581,4835198,49.53,M,2010
34,0.00109,97531,107,97477,4737618,48.58,M,2010
35,0.00118,97424,114,97367,4640140,47.63,M,2010
36,0.00126,97310,123,97248,4542773,46.68,M,2010
37,0.00136,97187,132,97121,4445525,45.74,M,2010
38,0.00147,97055,142,96984,4348404,44.8,M,2010
39,0.00158,96912,153,96836,4251421,43.87,M,2010
40,0.0017,96759,165,96677,4154585,42.94,M,2010
41,0.00183,96595,176,96506,4057908,42.01,M,2010
42,0.00196,96418,189,96324,3961402,41.09,M,2010
43,0.00209,96229,201,96129,3865078,40.17,M,2010
44,0.00223,96028,214,95921,3768949,39.25,M,2010
45,0.00238,95814,228,95700,3673028,38.33,M,2010
46,0.00254,95586,243,95465,3577328,37.43,M,2010
47,0.00268,95343,255,95216,3481864,36.52,M,2010
48,0.00278,95088,265,94956,3386648,35.62,M,2010
49,0.00288,94823,273,94687,3291692,34.71,M,2010
50,0.00299,94550,282,94409,3197006,33.81,M,2010
51,0.00313,94268,295,94121,3102596,32.91,M,2010
52,0.00331,93973,311,93818,3008476,32.01,M,2010
53,0.00355,93662,333,93495,2914658,31.12,M,2010
54,0.00385,93329,359,93150,2821163,30.23,M,2010
55,0.00419,92970,389,92776,2728013,29.34,M,2010
56,0.00457,92581,423,92369,2635237,28.46,M,2010
57,0.00497,92158,458,91929,2542868,27.59,M,2010
58,0.00539,91700,495,91452,2450939,26.73,M,2010
59,0.00585,91205,533,90938,2359487,25.87,M,2010
60,0.00635,90672,575,90384,2268549,25.02,M,2010
61,0.00693,90096,624,89784,2178165,24.18,M,2010
62,0.00763,89472,682,89131,2088381,23.34,M,2010
63,0.00847,88790,752,88414,1999250,22.52,M,2010
64,0.00944,88038,831,87622,1910837,21.7,M,2010
65,0.01053,87206,918,86747,1823215,20.91,M,2010
66,0.01167,86288,1007,85785,1736467,20.12,M,2010
67,0.01284,85281,1095,84734,1650683,19.36,M,2010
68,0.01402,84186,1180,83596,1565949,18.6,M,2010
69,0.01523,83006,1264,82374,1482353,17.86,M,2010
70,0.0166,81742,1357,81063,1399979,17.13,M,2010
71,0.01811,80385,1456,79657,1318916,16.41,M,2010
72,0.01965,78929,1551,78154,1239259,15.7,M,2010
73,0.02119,77378,1639,76559,1161105,15.01,M,2010
74,0.0228,75739,1727,74875,1084547,14.32,M,2010
75,0.02479,74012,1835,73094,1009671,13.64,M,2010
76,0.02713,72177,1958,71198,936577,12.98,M,2010
77,0.02954,70219,2075,69182,865379,12.32,M,2010
78,0.032,68144,2180,67054,796197,11.68,M,2010
79,0.03469,65964,2288,64820,729143,11.05,M,2010
80,0.03768,63676,2399,62476,664323,10.43,M,2010
81,0.04142,61277,2538,60008,601846,9.82,M,2010
82,0.04647,58739,2729,57374,541839,9.22,M,2010
83,0.0531,56009,2974,54522,484465,8.65,M,2010
84,0.06103,53035,3237,51417,429943,8.11,M,2010
85,0.06977,49798,3474,48061,378526,7.6,M,2010
86,0.0789,46324,3655,44496,330465,7.13,M,2010
87,0.0882,42669,3763,40787,285968,6.7,M,2010
88,0.09761,38905,3797,37007,245181,6.3,M,2010
89,0.10722,35108,3764,33226,208174,5.93,M,2010
90,0.11721,31344,3674,29507,174949,5.58,M,2010
91,0.12776,27670,3535,25902,145442,5.26,M,2010
92,0.13904,24135,3356,22457,119540,4.95,M,2010
93,0.15121,20779,3142,19208,97083,4.67,M,2010
94,0.16442,17637,2900,16187,77875,4.42,M,2010
95,0.1774,14737,2614,13430,61688,4.19,M,2010
96,0.18993,12123,2303,10972,48258,3.98,M,2010
97,0.20175,9820,1981,8830,37286,3.8,M,2010
98,0.21261,7839,1667,7006,28457,3.63,M,2010
99,0.22225,6172,1372,5486,21451,3.48,M,2010
100,0.23234,4801,1115,4243,15965,3.33,M,2010
101,0.24289,3685,895,3238,11722,3.18,M,2010
102,0.25392,2790,708,2436,8484,3.04,M,2010
103,0.26545,2082,553,1805,6048,2.91,M,2010
104,0.27752,1529,424,1317,4243,2.77,M,2010
105,0.29013,1105,321,944,2926,2.65,M,2010
106,0.30333,784,238,665,1981,2.53,M,2010
107,0.31713,546,173,460,1316,2.41,M,2010
108,0.33157,373,124,311,856,2.29,M,2010
109,0.34667,249,86,206,545,2.19,M,2010
110,0.36246,163,59,133,339,2.08,M,2010
111,0.37897,104,39,84,205,1.98,M,2010
112,0.39625,65,26,52,121,1.88,M,2010
113,0.41432,39,16,31,70,1.78,M,2010
114,0.43323,23,10,18,39,1.69,M,2010
115,0.453,13,6,10,21,1.61,M,2010
116,0.47368,7,3,5,11,1.52,M,2010
117,0.49531,4,2,3,5,1.44,M,2010
118,0.51795,2,1,1,3,1.36,M,2010
119,0.54163,1,0,1,1,1.28,M,2010
0,0.00495,100000,495,99568,8495932,84.96,F,2010
1,3.5e-4,99505,34,99488,8396364,84.38,F,2010
2,2.2e-4,99471,22,99460,8296876,83.41,F,2010
3,1.6e-4,99449,16,99441,8197416,82.43,F,2010
4,1.2e-4,99433,12,99427,8097976,81.44,F,2010
5,1.1e-4,99421,11,99415,7998549,80.45,F,2010
6,1.1e-4,99410,11,99404,7899134,79.46,F,2010
7,1e-4,99399,10,99394,7799730,78.47,F,2010
8,1e-4,99389,10,99384,7700336,77.48,F,2010
9,9e-5,99379,9,99375,7600952,76.48,F,2010
10,8e-5,99370,8,99366,7501577,75.49,F,2010
11,8e-5,99362,8,99358,7402211,74.5,F,2010
12,1e-4,99354,10,99349,7302853,73.5,F,2010
13,1.4e-4,99344,13,99337,7203504,72.51,F,2010
14,1.9e-4,99331,18,99321,7104167,71.52,F,2010
15,2.4e-4,99312,24,99300,7004845,70.53,F,2010
16,2.9e-4,99288,29,99274,6905545,69.55,F,2010
17,3.3e-4,99259,33,99243,6806272,68.57,F,2010
18,3.5e-4,99226,35,99209,6707029,67.59,F,2010
19,3.5e-4,99192,35,99174,6607820,66.62,F,2010
20,3.5e-4,99157,34,99140,6508646,65.64,F,2010
21,3.5e-4,99123,34,99106,6409506,64.66,F,2010
22,3.5e-4,99088,35,99071,6310400,63.68,F,2010
23,3.5e-4,99054,35,99036,6211329,62.71,F,2010
24,3.6e-4,99019,36,99001,6112293,61.73,F,2010
25,3.7e-4,98983,36,98965,6013292,60.75,F,2010
26,3.8e-4,98947,37,98928,5914327,59.77,F,2010
27,3.9e-4,98909,39,98890,5815399,58.8,F,2010
28,4.1e-4,98870,41,98850,5716509,57.82,F,2010
29,4.4e-4,98829,44,98808,5617659,56.84,F,2010
30,4.7e-4,98786,47,98762,5518852,55.87,F,2010
31,5.1e-4,98739,50,98714,5420089,54.89,F,2010
32,5.5e-4,98689,54,98662,5321375,53.92,F,2010
33,6e-4,98635,59,98605,5222713,52.95,F,2010
34,6.6e-4,98575,65,98543,5124108,51.98,F,2010
35,7.3e-4,98510,71,98475,5025565,51.02,F,2010
36,7.9e-4,98439,78,98400,4927091,50.05,F,2010
37,8.6e-4,98361,84,98319,4828691,49.09,F,2010
38,0.00093000000000000005,98277,91,98231,4730372,48.13,F,2010
39,0.001,98186,98,98137,4632141,47.18,F,2010
40,0.00108,98088,105,98035,4534004,46.22,F,2010
41,0.00116,97982,113,97925,4435969,45.27,F,2010
42,0.00123,97869,120,97809,4338044,44.33,F,2010
43,0.00129,97749,126,97686,4240235,43.38,F,2010
44,0.00135,97622,132,97556,4142549,42.43,F,2010
45,0.00142,97490,139,97421,4044993,41.49,F,2010
46,0.0015,97352,146,97279,3947572,40.55,F,2010
47,0.00159,97205,154,97128,3850293,39.61,F,2010
48,0.00168,97051,163,96970,3753165,38.67,F,2010
49,0.00178,96888,173,96802,3656195,37.74,F,2010
50,0.0019,96715,184,96624,3559394,36.8,F,2010
51,0.00204,96532,197,96433,3462770,35.87,F,2010
52,0.00221,96335,213,96229,3366337,34.94,F,2010
53,0.00241,96123,232,96007,3270108,34.02,F,2010
54,0.00265,95891,254,95764,3174101,33.1,F,2010
55,0.00292,95637,279,95498,3078337,32.19,F,2010
56,0.00322,95358,307,95204,2982839,31.28,F,2010
57,0.00354,95051,336,94882,2887635,30.38,F,2010
58,0.00386,94714,366,94531,2792752,29.49,F,2010
59,0.0042,94348,396,94150,2698221,28.6,F,2010
60,0.00457,93952,430,93737,2604071,27.72,F,2010
61,0.005,93522,468,93288,2510334,26.84,F,2010
62,0.00551,93054,513,92798,2417046,25.97,F,2010
63,0.00613,92541,567,92258,2324248,25.12,F,2010
64,0.00683,91974,629,91660,2231990,24.27,F,2010
65,0.00762,91346,696,90998,2140330,23.43,F,2010
66,0.00845,90650,766,90267,2049332,22.61,F,2010
67,0.0093,89884,836,89466,1959065,21.8,F,2010
68,0.01014,89048,903,88597,1869599,21,F,2010
69,0.01101,88145,970,87660,1781003,20.21,F,2010
70,0.01199,87175,1045,86652,1693343,19.42,F,2010
71,0.01308,86130,1126,85567,1606691,18.65,F,2010
72,0.01419,85003,1206,84400,1521124,17.89,F,2010
73,0.01533,83797,1284,83155,1436724,17.15,F,2010
74,0.01653,82513,1364,81830,1353569,16.4,F,2010
75,0.01804,81148,1464,80416,1271739,15.67,F,2010
76,0.01979,79685,1577,78896,1191322,14.95,F,2010
77,0.02154,78107,1682,77266,1112426,14.24,F,2010
78,0.02321,76425,1774,75538,1035160,13.54,F,2010
79,0.02502,74651,1867,73717,959622,12.85,F,2010
80,0.02709,72784,1971,71798,885904,12.17,F,2010
81,0.02979,70812,2110,69758,814106,11.5,F,2010
82,0.03347,68703,2299,67553,744348,10.83,F,2010
83,0.03833,66404,2545,65131,676795,10.19,F,2010
84,0.04423,63858,2824,62446,611664,9.58,F,2010
85,0.05085,61034,3104,59482,549218,9,F,2010
86,0.05796,57930,3357,56252,489736,8.45,F,2010
87,0.06541,54573,3569,52788,433485,7.94,F,2010
88,0.07317,51004,3732,49138,380697,7.46,F,2010
89,0.08135,47271,3845,45349,331559,7.01,F,2010
90,0.09005,43426,3910,41471,286210,6.59,F,2010
91,0.0994,39516,3928,37552,244739,6.19,F,2010
92,0.10956,35588,3899,33638,207187,5.82,F,2010
93,0.12062,31689,3822,29778,173549,5.48,F,2010
94,0.1327,27867,3698,26018,143771,5.16,F,2010
95,0.1448,24169,3500,22419,117753,4.87,F,2010
96,0.15671,20669,3239,19050,95334,4.61,F,2010
97,0.16819,17430,2932,15964,76284,4.38,F,2010
98,0.17901,14499,2595,13201,60320,4.16,F,2010
99,0.1889,11903,2248,10779,47119,3.96,F,2010
100,0.19934,9655,1925,8692,36340,3.76,F,2010
101,0.21037,7730,1626,6917,27648,3.58,F,2010
102,0.22202,6104,1355,5426,20731,3.4,F,2010
103,0.2343,4749,1113,4192,15304,3.22,F,2010
104,0.24727,3636,899,3187,11112,3.06,F,2010
105,0.26097,2737,714,2380,7925,2.9,F,2010
106,0.27544,2023,557,1744,5545,2.74,F,2010
107,0.29071,1466,426,1253,3801,2.59,F,2010
108,0.30683,1040,319,880,2549,2.45,F,2010
109,0.32385,721,233,604,1668,2.32,F,2010
110,0.34182,487,167,404,1065,2.18,F,2010
111,0.3608,321,116,263,661,2.06,F,2010
112,0.38082,205,78,166,398,1.94,F,2010
113,0.40198,127,51,101,232,1.83,F,2010
114,0.42433,76,32,60,130,1.72,F,2010
115,0.44791,44,20,34,71,1.62,F,2010
116,0.47283,24,11,18,37,1.52,F,2010
117,0.49531,13,6,10,18,1.44,F,2010
118,0.51795,6,3,5,9,1.36,F,2010
119,0.54163,3,2,2,4,1.28,F,2010
