timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,other_monetary_comp,currency,currency_other,additional_context_on_income,country,state,city,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,race
4/27/2021 11:28:25,35-44,Insurance,Underwriter,NA,55000,7000,CAD,NA,NA,Canada,NA,Sault Ste Marie,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:28:25,25-34,Property or Construction,Facility Manager I,Parking Garage and Valet Manager,58000,500,USD,NA,NA,USA,Indiana,Indianapolis,11 - 20 years,8 - 10 years,Master's degree,Man,White
4/27/2021 11:28:26,25-34,"Accounting, Banking & Finance",Teller,NA,38200,NA,USD,NA,NA,United States,Virginia,Fredericksburg,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:28:27,45-54,Nonprofits,Data entry clerk,NA,44000,NA,USD,NA,NA,United States,Washington,Seattle,11 - 20 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:28:29,35-44,Media & Digital,Editorial Director,NA,110000,11000,USD,NA,NA,USA,New York,New York,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:28:32,25-34,Law,Patent Agent,NA,142000,21800,USD,NA,NA,USA,Massachusetts,Boston,2 - 4 years,2 - 4 years,PhD,Other or prefer not to answer,Another option not listed here or prefer not to answer
4/27/2021 11:28:32,35-44,Computing or Tech,Test Analyst,NA,38000,0,GBP,NA,NA,UK,NA,Hull,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:28:34,45-54,Recruitment or HR,Learning and Development Specialist,Supervisor leadership training,82000,2000,USD,NA,NA,United States,Oregon,Portland,21 - 30 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:28:35,25-34,Nonprofits,Operations Manager,NA,57000,1500,USD,NA,NA,United States,Texas,Dallas,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:28:38,35-44,Law,legal assistant,NA,60000,1000,USD,NA,NA,USA,Kentucky,Ft. Mitchell,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:28:38,35-44,Education (Higher Education),Associate Professor,NA,61500,0,USD,NA,NA,United States,NA,Pittsburgh,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:28:38,25-34,Municipal Government (Library),Youth Services Librarian,NA,54953,0,USD,NA,NA,United States of America,New Jersey,Ringwood,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:28:40,35-44,Law,Legal Assistant/Paralegal,NA,70000,1500,USD,NA,NA,United States,Michigan,Detroit,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:28:40,18-24,Law,Legal Assistant,NA,36000,NA,CAD,NA,NA,Canada,NA,Brockville,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:28:44,35-44,Government and Public Administration,Leave Management Coordinator,NA,48609,NA,USD,NA,NA,United States,Minnesota,St. Paul,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:28:47,25-34,Computing or Tech,Solution Architect,NA,118000,11000,CAD,NA,NA,Canada,NA,Toronto,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:28:50,35-44,Education (Higher Education),Administrative Support Specialist,NA,46145,700,USD,NA,NA,United States,North Carolina,Raleigh,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:28:50,45-54,Computing or Tech,Customer Support Rep,NA,65000,20000,USD,NA,Bonus depends on company performance,USA,Illinois,Chicago but the company is remote,21 - 30 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:28:51,25-34,Computing or Tech,Software Developer,NA,120000,1000,USD,NA,NA,USA,Wisconsin,Madison,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:28:52,25-34,Education (Higher Education),Academic Evaluations Specialist,NA,62000,0,USD,NA,NA,USA,California,Riverside,5-7 years,5-7 years,Master's degree,Man,"Middle Eastern or Northern African, White"
4/27/2021 11:28:54,25-34,Art & Design,Art Director,NA,95000,NA,USD,NA,NA,United States,Illinois,Chicago,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:28:54,25-34,"Marketing, Advertising & PR",Senior Marketing Associate,Associate is a relatively high title in this case. I report to the Director.,50000,3700,USD,NA,NA,US,South Carolina,Columbia,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:28:55,25-34,Public Policy,Research Analyst,NA,50160,0,USD,NA,NA,United States,District of Columbia,Washington,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:28:58,25-34,Education (Higher Education),Librarian,NA,64500,0,USD,NA,NA,USA,Florida,Orlando metro area,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:28:59,35-44,"Accounting, Banking & Finance",Director Internal Comms & Change Management,NA,146000,5000,USD,NA,NA,US,Illinois,Chicago,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:28:59,35-44,"Accounting, Banking & Finance",Accountant,Specialist,87400,NA,USD,NA,NA,USA,Connecticut,Windsor Locks,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:29:02,25-34,Health care,Quality Management Consultant,NA,62000,3000,USD,NA,NA,US,Arizona,Phoenix,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:29:02,25-34,Law,Staff Attorney,NA,80000,NA,USD,NA,NA,USA,New York,New York,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:29:03,45-54,Research,Senior scientist,NA,71000,2000,USD,NA,NA,USA,Maryland,Frederick,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:29:03,35-44,Education (Primary/Secondary),Math Teacher,NA,61000,1000,USD,NA,NA,USA,Colorado,Denver,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:29:03,35-44,Government and Public Administration,Communications specialist,NA,65000,NA,CAD,NA,NA,Canada,NA,Kitchener,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:29:04,35-44,"Accounting, Banking & Finance",Trust Servicing Analyst,NA,51350,1500,USD,NA,NA,United States,Virginia,Richmond,21 - 30 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:29:04,25-34,Library/archives,College assistant archivist,Started as a graduate assistant,31000,0,USD,NA,"I work 10 hours a week in this position, at $15.31/hour",USA,New York,New York City,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:29:05,35-44,Business or Consulting,Research Analyst,I do background research for an engineering consulting firm,63000,2500,USD,NA,bonuses are variable; I've also received bonuses for certifications obtained,USA,Virginia,Herndon,8 - 10 years,2 - 4 years,PhD,Woman,White
4/27/2021 11:29:05,25-34,Health care,Senior Database Analyst,NA,86000,NA,USD,NA,NA,USA,New York,New York,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:29:07,25-34,Health care,Senior Clinical Nurse II,NA,81000,0,USD,NA,Night and weekend hourly shift differential = higher than baseline pay,U.S.,Maryland,Baltimore,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:29:09,55-64,Sales,Regional sales director,NA,105000,40000,USD,NA,NA,USA,California,Oakland,31 - 40 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:29:10,18-24,Government and Public Administration,Press Secretary/Digital Assistant,NA,65000,NA,USD,NA,NA,U.S.,District of Columbia,"Washington, D.C.",2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
4/27/2021 11:29:13,35-44,Education (Higher Education),Associate librarian,NA,64105,0,USD,NA,NA,U.S.,Ohio,This info will make me identifiable,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:29:14,25-34,Sales,Sales Administrative Assistant,Also act as company Travel Coordinator,51500,0,USD,NA,NA,United States,Texas,Dallas,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:29:14,35-44,Government and Public Administration,Public-health Program Coordinator,"Highest grade in my job category without leaving the union; would probably be equivalent to a program manager or program director in a statewide non-profit in terms of supervisory/contract management/compliance responsibilities, but I also do a lot of the front-line work myself.",87000,0,USD,NA,Collective bargaining agreement provides standard annual step increases and usually a 1-2% COLA; I am in the top third of the salary band and will max out my step increases in about 5 years.,U.S.,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Non-binary,"Middle Eastern or Northern African, White"
4/27/2021 11:29:15,35-44,Government- Scientist,Forensic Scientist,Advanced level,100000,6000,USD,NA,"Overtime only, no bonuses",United States,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:29:17,25-34,Computing or Tech,Senior Technical Writer,NA,67080,NA,CAD,NA,Occasional grants of restricted stock units are given (functionally a form of retention bonus when focal pools aren't available.),Canada,NA,Ottawa,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:29:17,35-44,"Marketing, Advertising & PR",Marketing Manager,NA,56000,1000,USD,NA,NA,United States,Nebraska,Lincoln,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:29:17,25-34,Property or Construction,Purchasing Agent,NA,37440,500,USD,NA,NA,US,Florida,Jacksonville,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:29:17,25-34,Government and Public Administration,analyst,NA,135200,2000,USD,NA,NA,USA,Virginia,Arlington,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:29:19,65 or over,Law,Of Counsel,NA,200000,NA,USD,NA,NA,USA,California,San Francisco,31 - 40 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:29:22,35-44,Engineering or Manufacturing,Plant Controller,NA,115000,25000,USD,NA,"15% Bonus potential (can be prorated up), additional weeks pay for achieving company goals.",USA,New Hampshire,Manchester,21 - 30 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:29:23,25-34,Libraries,Metadata Librarian,NA,44553,NA,USD,NA,NA,United States,District of Columbia,"Washington, DC",5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:29:27,45-54,Technical/Cybersecurity,Product Manager,NA,190000,28000,USD,NA,NA,USA,Massachusetts,Hopkinton,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:29:28,25-34,Business or Consulting,Senior Associate,Strategy consulting,168000,27000,USD,NA,NA,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:29:38,35-44,Health care,Patient Access Representative II,Admitting,38000,3000,USD,NA,NA,US,Texas,Dallas,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:29:40,35-44,Education (Primary/Secondary),Teacher,NA,70000,0,USD,NA,NA,US,Kentucky,Louisville,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:29:40,25-34,Education (Higher Education),Reference Librarian,Tenure-Track Faculty,50000,0,USD,NA,NA,USA,South Carolina,Can't share,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:29:40,25-34,Health care,Registered Behavioral Technician,NA,54080,NA,USD,NA,NA,USA,Georgia,Dalton,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:29:40,45-54,Museums,Curator,NA,75544,1500,USD,NA,NA,United States,Washington,Tacoma,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:29:41,18-24,"Accounting, Banking & Finance",Senior Analyst,Financial advisor in public finance (work with governments and nonprofits),71000,7000,USD,NA,NA,United States,Pennsylvania,Philadelphia,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:29:42,35-44,Education (Higher Education),Professor,NA,450000,100000,USD,NA,NA,USA,NA,Major Metro Area,11 - 20 years,11 - 20 years,PhD,Man,White
4/27/2021 11:29:43,25-34,Law,Supervisory Paralegal Specialist,NA,72000,0,USD,NA,NA,United States,District of Columbia,Washington,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:29:44,35-44,"Accounting, Banking & Finance",Trainer,NA,50000,2000,USD,NA,NA,United States,Florida,Jacksonville,11 - 20 years,5-7 years,High School,Woman,"Black or African American, White"
4/27/2021 11:29:46,18-24,Education (Higher Education),Sustainability Coordinator,NA,35000,0,USD,NA,NA,US,Montana,Missoula,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:29:47,25-34,Education (Primary/Secondary),Music Teacher (PreK-8),NA,47612,1000,USD,NA,NA,United States,Virginia,Charlottesville,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:29:49,25-34,Education (Higher Education),Project Coordinator,For public health outreach campaigns,62000,0,USD,NA,NA,US,New Jersey,New Bruswick,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:29:49,25-34,"Accounting, Banking & Finance",Senior Accountant,NA,59500,0,USD,NA,NA,United States,NA,Clifton Park,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:29:50,45-54,Computing or Tech,Senior System Engineer,Job is a fancy title for a senior field technician. I am an onsite computer tech.,62000,4500,USD,NA,additional income includes mileage/parking reimbursement,USA,Minnesota,Twin Cities Metro Area,21 - 30 years,11 - 20 years,College degree,Man,White
4/27/2021 11:29:51,35-44,Computing or Tech,Senior UI developer,Software developer with focus on the front end.,65790,600,GBP,NA,"There is usually an annual bonus, but it's not guaranteed, and the amount varies. £600 is typical. Everyone gets the same amount, irrespective of salary level or job title.",UK,NA,London,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:29:59,35-44,Computing or Tech,Compliance Officer,NA,63000,5000,USD,NA,NA,United States,New York,Canton,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:30:00,25-34,"Accounting, Banking & Finance",Internal Auditor,NA,71500,NA,USD,NA,NA,United States,Louisiana,Baton Rouge,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:30:03,65 or over,Computing or Tech,product support,NA,68300,5000,USD,NA,NA,us,Illinois,Chicago,41 years or more,21 - 30 years,Some college,Woman,White
4/27/2021 11:30:03,45-54,Health care,Data Analyst,NA,92000,0,USD,NA,NA,United States,Michigan,Southfield,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:30:04,25-34,Education (Higher Education),Professor,Community college professor; not expected to maintain a research program,60000,0,USD,NA,Stipends for some special projects are available. Stipends range from around $250–$1000 USD per year. Participation in the special projects is entirely voluntary.,US,Washington,Bremerton,8 - 10 years,8 - 10 years,Master's degree,Man,White
4/27/2021 11:30:07,35-44,Business or Consulting,Senior Researcher,NA,140000,15000,USD,NA,NA,United States,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:30:09,35-44,Media & Digital,Data quality manager,NA,96000,20000,USD,NA,"Salary, stock options, quarterly and annual bonuses",United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:30:09,35-44,Education (Primary/Secondary),Food and Wellness Program Manager,Oversee food program (full kitchen w/chef) for public charter school w/2 campuses,64000,NA,USD,NA,NA,usa,District of Columbia,"Washington, DC",11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:30:10,25-34,Education (Higher Education),assistant professor,"tenure-track, R1",77000,NA,USD,NA,NA,USA,New Hampshire,Durham,5-7 years,5-7 years,PhD,Woman,White
4/27/2021 11:30:10,45-54,Health care,Audiologist,NA,113000,0,USD,NA,NA,USA,Illinois,Chicago,21 - 30 years,21 - 30 years,PhD,Woman,White
4/27/2021 11:30:10,35-44,Education (Primary/Secondary),Assistant Director of Communications,NA,50000,NA,USD,NA,NA,USA,NA,Memphis,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:30:10,35-44,Business or Consulting,Merchandise and Supply planner,NA,65500,0,USD,NA,NA,United States,Illinois,Chicago,11 - 20 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:30:11,35-44,"Accounting, Banking & Finance",CERTIFIED PUBLIC ACCOUNTANT,BUSINESS OWNER,105000,10000,USD,NA,NA,UNITED STATES,New York,ROCHESTER,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:30:12,45-54,Computing or Tech,Senior Software Engineer,NA,138000,0,USD,NA,NA,United States,NA,"Cambridge, MA",21 - 30 years,21 - 30 years,Master's degree,Man,White
4/27/2021 11:30:12,35-44,Education (Higher Education),Assistant professor,NA,69000,0,USD,NA,NA,United States,Michigan,Grand Rapids,5-7 years,5-7 years,PhD,Woman,White
4/27/2021 11:30:14,35-44,Computing or Tech,Project Manager,NA,117500,22000,USD,NA,NA,United States,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Man,White
4/27/2021 11:30:14,35-44,Pharmaceutical research,Science writer (communications),NA,90000,5000,USD,NA,NA,USA,Massachusetts,Boston,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:30:15,25-34,Computing or Tech,Senior Software Engineer,NA,121184,10000,USD,NA,NA,United States,Texas,Austin,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:30:16,45-54,Health care,Statistical Programmer II,NA,87000,NA,USD,NA,NA,U.S.A,Michigan,Ypsilanti,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:30:16,55-64,Computing or Tech,Senior marketing strategist and writer,NA,147000,20000,USD,NA,NA,U.S.,California,Santa Clara,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:30:17,35-44,Education (Higher Education),Operations Finance Manager,Not my exact title because its too identifying. I work in an academic unit.,84578,0,CAD,NA,35 hours per week not 40,Canada,NA,Ontario,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:30:17,25-34,"Accounting, Banking & Finance",System Analyst,NA,75000,5000,USD,NA,NA,United States,Wisconsin,Madison,11 - 20 years,8 - 10 years,Some college,Man,White
