Timestamp,How old are you?,Industry,Job title,Additional context on job title,Annual salary,Other monetary comp,Currency,Currency - other,Additional context on income,Country,State,City,Overall years of professional experience,Years of experience in field,Highest level of education completed,Gender,Race
4/27/2021 14:06:38,35-44,Insurance,Claim Attorney,In-house attorney for insurance company ,"130,000",15000,USD,,,US,Illinois,Chicago,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
4/27/2021 14:06:49,35-44,Nonprofits,fundraising and communications manager,,"50,300",0,CAD,,,Canada,,Victoria,11 - 20 years,5-7 years,College degree,Man,White
4/27/2021 14:06:52,25-34,Entertainment,Influencer Marketing Manager,Video Game Company,"140,000",100000,USD,,,USA,California,Bay Area,8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:06:52,25-34,International development ,Program specialist ,"Write proposal and concept notes, work on developing strategy for a department of a large ingo ","845,000",,Other,Bdt,"Local rate, not very high",Bangladesh ,,.. ,2 - 4 years,2 - 4 years,,Woman,Another option not listed here or prefer not to answer
4/27/2021 14:06:54,45-54,Education (Higher Education),Dean,,"130,000",0,USD,,,USA,Minnesota,Outside the Twin Cities,21 - 30 years,11 - 20 years,PhD,Woman,White
4/27/2021 14:07:04,55-64,Sales,Director of Human Resources,,"102,000",5000,USD,,,US,Illinois,Glendale Heights,31 - 40 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 14:07:08,25-34,Retail,Chef and Recipe Developer,,"82,500",8250,CAD,,,Canada ,,Toronto,8 - 10 years,5-7 years,College degree,Man,White
4/27/2021 14:07:08,35-44,Early Childhood Education,Lead Teacher,"I'm in charge of lesson plans, etc.  I have an assistant who helps implement.","30,000",,USD,,,USA,,Streamwood,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:07:09,25-34,"Accounting, Banking & Finance",Accounts Senior,"I prepare accounts and tax for companies and individuals at a top 10 UK firm, and am ACA qualified.","35,000",,GBP,,,England,,"Birmingham, UK",5-7 years,5-7 years,College degree,Woman,White
4/27/2021 14:07:28,25-34,Nonprofits,Program Coordinator,,"50,000",,USD,,,United States,New York,New York City,5-7 years,2 - 4 years,Master's degree,Non-binary,White
4/27/2021 14:07:33,35-44,"Accounting, Banking & Finance",Advisory Manager,CPA who provides business advisory services,"100,000",25000,USD,,,United States,Texas,Dallas,8 - 10 years,8 - 10 years,College degree,Man,White
4/27/2021 14:07:36,35-44,Education (Primary/Secondary),development services coordinator,,"62,488",0,USD,,,United States,Tennessee,Nashville,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:07:53,25-34,Computing or Tech,Lead MES Developer,MES = Manufacturing Execution System,"101,000",13000,USD,,,US,New York,Rochester,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 14:07:57,35-44,Education (Higher Education),"Director, Resource Services",,"85,200",0,USD,,,USA,Georgia,Atlanta,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:07:58,18-24,Nonprofits,Admin manager,,"750,000",,USD,,,US,District of Columbia,DC,1 year or less,1 year or less,Some college,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 14:08:04,45-54,Education (Higher Education),Librarian,,"64,000",0,USD,,,United States,North Carolina,Raleigh,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 14:08:06,25-34,Law,Legal Translator,,"62,000",5000,CAD,,,Canada,,Montréal,5-7 years,2 - 4 years,Master's degree,Woman,"Native American or Alaska Native, White"
4/27/2021 14:08:13,35-44,Government and Public Administration,Analyst ,,"125,000",2000,USD,,,USA ,Virginia,Annandale,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:08:29,35-44,Nonprofits,Chief of Staff,,"100,000",20000,USD,,,United States,Pennsylvania,Pittsburgh ,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/27/2021 14:08:34,35-44,Retail,Grocery Clerk,,"27,500",,USD,,,USA,Maine,Augusta,5-7 years,1 year or less,College degree,Woman,White
4/27/2021 14:08:36,25-34,Computing or Tech,Lead Software Engineer,,"144,991",24648,USD,,,United States,Massachusetts,Watertown,5-7 years,5-7 years,PhD,Man,White
4/27/2021 14:08:47,25-34,Computing or Tech,Principal Software Engineer,,"1,650,000",25000,USD,,,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Man,"Asian or Asian American, White"
4/27/2021 14:08:55,35-44,public libraries ,Central Reference Manager ,,"61,157",0,USD,,,United States,Texas,San Antonio,11 - 20 years,11 - 20 years,Master's degree,,White
4/27/2021 14:08:56,25-34,Education (Higher Education),Interlibrary Loan Supervisor,,"31,678",,USD,,,USA,Iowa,Waverly,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 14:08:58,35-44,Computing or Tech,Senior Technical Writer,,"97,646",,USD,,,United States,Georgia,Atlanta,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:08:59,35-44,Education (Higher Education),Account Director,Selling learning solutions to corporate clients,"74,000",5000,GBP,,Target-based bonus,United Kingdom,,London,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 14:09:05,25-34,Computing or Tech,Software Engineer,,"120,000",,USD,,,United States,Indiana,Indianapolis,11 - 20 years,11 - 20 years,College degree,Man,White
4/27/2021 14:09:06,35-44,Computing or Tech,Senior Software Analyst,,"92,000",92000,USD,,,United States,Oregon,Portland,11 - 20 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:09:09,55-64,Government and Public Administration,"Senior Manager, Bus Scheduling",Public transportation agency,"115,600",0,USD,,,USA,New York,NYC,31 - 40 years,31 - 40 years,Master's degree,Man,White
4/27/2021 14:09:10,25-34,Art & Design,Assistant Curator ,,"58,500",,USD,,,USA ,New York,New York,8 - 10 years,5-7 years,College degree,Woman,Black or African American
4/27/2021 14:09:11,25-34,Media & Digital,Assistant Production Editor,,"41,000",1000,USD,,,USA,Minnesota,Minneapolis,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
4/27/2021 14:09:12,35-44,Computing or Tech,Accounts Executive,,"48,000",2700,EUR,,,Ireland,,Ireland,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:09:13,35-44,Government and Public Administration,researcher,,"60,000",,EUR,,,Netherlands,,zwolle,11 - 20 years,8 - 10 years,Master's degree,,White
4/27/2021 14:09:13,55-64,Computing or Tech,"Senior Associate, Quality Assurance ",Ensures that the medicine made by my company meets FDA requirements ,"73,000",12500,USD,,,USA,California,Fremont ,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 14:09:20,35-44,Retail,Senior Data Analyst,,"108,055",9200,USD,,,Unites States,"Georgia, Minnesota","Minneapolis, MN/Atlanta, GA",11 - 20 years,8 - 10 years,Master's degree,Woman,Black or African American
4/27/2021 14:09:32,25-34,Government and Public Administration,Emergency Management Coordinator 1,,"103,000",,USD,,,USA,California,Los Angeles,8 - 10 years,8 - 10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 14:09:33,35-44,Government and Public Administration,Policy and program manager,,"108,000",,USD,,,US,New York,NYC,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 14:09:43,35-44,Engineering or Manufacturing,Consumer Experience Analyst,,"60,000",5000,USD,,,United States,Colorado,Fort Collins,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:09:46,45-54,Nonprofits,Collection Manager,"Library collections, not bill collections!","86,000",,USD,,,USA,Ohio,Cleveland,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 14:09:49,35-44,Real Estate,Executive Assistant,,"75,000",25000,USD,,"Revenue dependent bonuses, may be up to another $50k depending on company successes. ",USA,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:09:53,35-44,Computing or Tech,Technical Program Manager,Software engineer program manager,"151,000",21000,USD,RSU / equity,,USA,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:09:59,45-54,Retail,"Customer Service Rep, entry level",At-home phone agent,"28,000",,USD,,,United States,Vermont,North Clarendon,21 - 30 years,1 year or less,Master's degree,Woman,White
4/27/2021 14:10:00,25-34,Retail,Accounting Manager,,"95,000",9500,USD,,,USA,Massachusetts,Boston,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 14:10:06,25-34,Nonprofits,Program Coordinator,,"36,000",200,USD,,,United States,Illinois,Chicago,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 14:10:12,35-44,Architect,Project Manager/Architect,,"94,500",18000,USD,,,United States,Missouri,Kansas City,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 14:10:17,35-44,Children's Book Wholesale,Collection Development Specialist,"I select the books we carry, build collections of them, curate all associated metadata, and maintain relationships with our vendors (ie publishers)","55,000",3000,USD,,,United States,Missouri,Saint Louis,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 14:10:20,25-34,Public safety,Field Service Admin,,"35,360",3000,USD,,,USA,Georgia,Douglasville,5-7 years,2 - 4 years,High School,Woman,White
4/27/2021 14:10:25,35-44,Government and Public Administration,Analyst,,"82,000",7000,CAD,,,Canada,,Ottawa,11 - 20 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:10:28,25-34,Government and Public Administration,Economist,,"67,000",0,USD,,,United States,Nevada,Carson City,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 14:10:29,35-44,Engineering or Manufacturing,Supply Chain Analytics Manager,,"110,500",15500,USD,,,United States,Missouri,St. Louis,11 - 20 years,5-7 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
4/27/2021 14:10:34,45-54,Sales,Sales Manager ,,"76,500",30000,USD,,,United States,Washington,Seattle,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 14:10:37,35-44,Business or Consulting,Director of Research & Strategy,,"150,000",,USD,,,United States,Georgia,Atlanta,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 14:10:38,35-44,Government and Public Administration,Data Analyst,City Government,"73,000",0,USD,,,United States,Minnesota,Minneapolis,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 14:10:39,25-34,Nonprofits,Economist,,"62,084",0,USD,,,USA,,Durham,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 14:10:42,45-54,Consumer Packaged Goods,"Senior Manager, Editorial",,"149,000",25000,USD,,,United States,California,Los Angeles,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 14:10:42,25-34,Libraries,Library Services Representative II,"Basically the combo between a page and a clerk, with additional responsibilities","33,000",0,USD,,,US,Texas,Dallas,5-7 years,2 - 4 years,Master's degree,Non-binary,White
4/27/2021 14:10:46,25-34,"Marketing, Advertising & PR",Senior Digital and Marketing Specialist,,"87,000",8000,USD,,,US,District of Columbia,"Alexandria, VA",8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 14:10:42,45-54,Engineering or Manufacturing,Head of Intellectual Property,,"70,000",0,GBP,,,UK,,London,11 - 20 years,11 - 20 years,PhD,Woman,White
4/27/2021 14:10:43,25-34,Biological Sciences,Research Associate 2,,"78,000",7800,USD,,,United States,Massachusetts,Cambridge,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:10:50,25-34,Education (Higher Education),Administrative Assistant,,"41,766",,USD,,,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:10:47,35-44,Education (Primary/Secondary),High school English teacher,,"73,880",0,USD,,,United States,Oregon,Tualatin,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:10:52,25-34,Computing or Tech,Software Engineer,,"100,000",15000,USD,,I also get stock options which may or may not ever be worth anything.,U.S.A.,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Man,White
4/27/2021 14:10:54,65 or over,Nonprofits,lead editor and translator,,"103,000",500,USD,,,US,District of Columbia,washington,21 - 30 years,21 - 30 years,Some college,Woman,White
4/27/2021 14:10:56,45-54,Computing or Tech,Senior Oracle Applications Consultant,Implement and support Oracle EBS and Oracle Cloud,"130,000",,USD,,,US,Colorado,Denver,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:10:56,35-44,Education (Higher Education),Director,,"65,000",0,USD,,,USA,Kentucky,Louisville,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:10:58,35-44,Hospitality & Events,Director of Engineering,,"150,000",50000,USD,,"In addition to base compensation, there is a 20% annual bonus, and a three-year stock grant of 60k.",USA,Illinois,Chicago,21 - 30 years,11 - 20 years,Master's degree,Man,White
4/27/2021 14:11:04,25-34,Mining,Geotechnical Engineer in Training,,"86,500",12000,CAD,,,Canada,,BC,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:11:05,25-34,Education (Primary/Secondary),Middle school teacher ,,"60,000",0,USD,,,USA,New York,New York City,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 14:11:16,35-44,Education (Primary/Secondary),Teacher,,"98,486",1000,USD,,,USA,New York,New York City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:11:23,35-44,Education (Higher Education),Librarian,,"72,587",0,CAD,,,Canada,,Toronto,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:11:23,25-34,Computing or Tech,IT Project Manager,,"91,500",0,USD,,,US,Texas,Allen,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 14:11:28,35-44,"Accounting, Banking & Finance",Business Operations,,"80,000",2000,USD,,,USA,California,Los Angeles,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 14:11:37,25-34,"Marketing, Advertising & PR",Associate Product Manager ,,"58,500",10000,USD,,,US,Massachusetts,Boston ,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:11:38,25-34,Engineering or Manufacturing,Mechanical Engineer ,,"85,283",,USD,,,United States,Colorado,Boulder ,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:11:41,25-34,Computing or Tech,Software engineer II,,"96,000",0,USD,,,US,Illinois,Chicago,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 14:11:44,25-34,"Accounting, Banking & Finance",Director,,"195,000",45000,USD,,,USA,Massachusetts,Boston,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
4/27/2021 14:11:45,35-44,Nonprofits,Development Associate ,Fundraising department,"58,000",,USD,,,USA,California,San Francisco,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:11:45,45-54,Library/Archive/Research Center,Manager of Special Collections,I oversee catalogers and archivists who make rare materials accessible for research.,"85,000",0,USD,,"Salary is on the higher end for the industry, but reflects LA's high cost of living.",US,California,Los Angeles,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 14:11:52,35-44,Education (Primary/Secondary),Elementary School Teacher,,"71,734",0,USD,,,USA,Maryland,Columbia,11 - 20 years,11 - 20 years,Master's degree,Woman,"Asian or Asian American, White"
4/27/2021 14:11:57,35-44,Government and Public Administration,PA to Senior directors ,,"27,500",0,GBP,,,UK,,Birmingham ,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
4/27/2021 14:12:02,35-44,Law,Counsel,Senior associate level counsel at government agency,"130,000",,CAD,,,Canada,,Saskatoon,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
4/27/2021 14:12:03,25-34,Health care,Senior Software Engineer,,"117,851",11700,USD,,,United States,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Man,Asian or Asian American
4/27/2021 14:12:07,45-54,Pharma,Quality Assurance Auditor,,"87,000",4100,USD,,,USA,North Carolina,Durham,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 14:12:08,25-34,Law,Billing Coordinator,,"68,215",7000,USD,,"Bonuses vary, additional compensation listed is from 2020",United States,District of Columbia,Washington,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 14:12:09,25-34,"Marketing, Advertising & PR",Global Communications Coordinator,,"52,000",,CAD,,,Canada,,Montreal,2 - 4 years,2 - 4 years,Master's degree,Woman,White
