town11cd,town11nm,population_2011,size_flag,rgn11nm,coastal,coastal_detailed,ttwa11cd,ttwa11nm,ttwa_classification,job_density_flag,income_flag,university_flag,level4qual_residents35_64_2011,ks4_2012_2013_counts,key_stage_2_attainment_school_year_2007_to_2008,key_stage_4_attainment_school_year_2012_to_2013,level_2_at_age_18,level_3_at_age_18,activity_at_age_19_full_time_higher_education,activity_at_age_19_sustained_further_education,activity_at_age_19_appprenticeships,activity_at_age_19_employment_with_earnings_above_0,activity_at_age_19_employment_with_earnings_above_10_000,activity_at_age_19_out_of_work,highest_level_qualification_achieved_by_age_22_less_than_level_1,highest_level_qualification_achieved_by_age_22_level_1_to_level_2,highest_level_qualification_achieved_by_age_22_level_3_to_level_5,highest_level_qualification_achieved_by_age_22_level_6_or_above,highest_level_qualification_achieved_b_age_22_average_score,education_score
E34003241,Benson BUA,5802,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000250,Oxford,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,46,79.24528301886792,80.43478260869566,97.82608695652173,76.08695652173914,32.608695652173914,NA,NA,58.69565217391305,41.30434782608695,NA,NA,NA,53.2,NA,3.739130434782609,5.522860023
E34003243,Liphook BUA,6480,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,88,80.45977011494253,77.27272727272727,92.04545454545455,57.95454545454546,39.77272727272727,13.636363636363635,NA,51.13636363636363,23.863636363636363,NA,NA,16.1,48.3,34.5,3.8295454545454546,3.980502734
E34003244,Haxby BUA,11894,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000294,York,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,123,78.74015748031496,71.54471544715447,93.4959349593496,61.78861788617886,48.78048780487805,26.01626016260163,19.51219512195122,53.65853658536586,19.51219512195122,NA,NA,17.6,42.4,40,4.008130081300813,4.051929603
E34003253,Shaftesbury BUA,7314,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000172,Blandford Forum and Gillingham,Majority rural,Working,Mid deprivation towns,No university,Medium,84,84.05797101449275,60.71428571428571,82.14285714285714,41.66666666666667,29.761904761904763,20.238095238095237,14.285714285714285,41.66666666666667,28.57142857142857,NA,NA,35.3,35.3,29.4,3.4404761904761907,0.223261118
E34003258,Bungay BUA,5127,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000235,Lowestoft,Majority town and city (small),Working,Mid deprivation towns,No university,Low,81,65.21739130434783,44.44444444444444,74.07407407407408,40.74074074074074,18.51851851851852,18.51851851851852,NA,53.086419753086425,30.864197530864196,NA,NA,37,42,NA,3,-4.910679677
E34003294,Calne BUA,17274,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000276,Swindon,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,225,72.33009708737865,58.666666666666664,85.33333333333334,49.77777777777778,33.33333333333333,12.444444444444445,7.555555555555555,47.11111111111111,20,7.555555555555555,NA,27.8,43,26.9,3.4755555555555557,-0.53407729
E34003297,King's Hill BUA,7459,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000242,Medway,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,98,80.24691358024691,78.57142857142857,90.81632653061224,65.3061224489796,51.02040816326531,15.306122448979592,12.244897959183673,42.857142857142854,24.489795918367346,NA,NA,21.2,32.3,45.5,4.112244897959184,5.529242273
E34003299,Cobham (Elmbridge) BUA,17273,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,66,72.05882352941177,62.121212121212125,81.81818181818183,57.57575757575758,37.878787878787875,NA,NA,45.45454545454545,24.242424242424242,NA,NA,24.2,47,NA,3.227272727272727,-0.216811374
E34003308,Beccles BUA,13868,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000235,Lowestoft,Majority town and city (small),Working,Higher deprivation towns,No university,Low,160,68.63905325443787,58.12500000000001,91.875,50,31.25,23.125,15.625,49.375,22.5,11.25,NA,28.8,45,25,3.4375,-1.107627457
E34003332,Tiptree BUA,9182,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000193,Colchester,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,108,77.77777777777779,59.25925925925925,88.88888888888889,47.22222222222222,27.77777777777778,13.88888888888889,10.185185185185185,49.074074074074076,26.851851851851855,NA,NA,27.5,48.6,22.9,3.324074074074074,-0.485494354
E34003343,Peacehaven BUA,18579,Small Towns,South East,Coastal,Smaller other coastal town,E30000179,Brighton,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,196,70.49180327868852,55.10204081632652,82.14285714285714,40.30612244897959,28.061224489795915,19.897959183673468,12.755102040816327,53.57142857142857,27.55102040816326,8.16326530612245,NA,24.1,50.3,23.1,3.377551020408163,-2.223980389
E34003347,Tetbury BUA,5472,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000276,Swindon,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,56,76.78571428571429,55.35714285714286,67.85714285714286,48.214285714285715,35.714285714285715,NA,NA,60.71428571428571,28.57142857142857,NA,NA,33.9,33.9,NA,3.232142857142857,-1.155313769
E34003354,Leighton Buzzard BUA,37469,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000243,Milton Keynes,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,380,74.44444444444444,56.315789473684205,78.42105263157895,48.68421052631579,34.21052631578947,21.31578947368421,12.105263157894736,48.94736842105264,28.947368421052634,7.105263157894736,NA,29.9,41.5,27.6,3.4763157894736842,-0.613976223
E34003376,Broughton Astley BUA,8940,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,117,88,62.39316239316239,85.47008547008546,53.84615384615385,34.18803418803419,22.22222222222222,11.965811965811966,47.008547008547005,24.786324786324787,NA,NA,17.1,51.3,29.9,3.7264957264957266,2.739689191
E34003389,Whittlesey BUA,12745,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000108,Peterborough,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,159,75.14124293785311,58.490566037735846,83.01886792452831,32.70440251572327,25.157232704402517,18.238993710691823,11.320754716981133,53.459119496855344,32.075471698113205,6.289308176100629,NA,36.6,43.5,18.6,3.119496855345912,-2.741101517
E34003397,Brandon (Forest Heath) BUA,9145,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000135,Thetford and Mildenhall,Majority rural,Residential,Mid deprivation towns,No university,Low,75,60.97560975609756,42.66666666666667,82.66666666666667,45.33333333333333,26.666666666666668,17.333333333333336,NA,58.666666666666664,34.66666666666667,NA,NA,30.1,43.8,NA,3.2,-4.617306675
E34003412,Cottenham BUA,5903,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000186,Cambridge,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,70,87.6923076923077,61.42857142857143,88.57142857142857,54.285714285714285,42.857142857142854,NA,NA,51.42857142857142,22.857142857142858,NA,NA,21.7,47.8,NA,3.585714285714286,2.255576163
E34003418,Bourne BUA,13961,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000108,Peterborough,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,169,81.81818181818183,69.8224852071006,90.53254437869822,60.946745562130175,44.37869822485207,17.159763313609467,10.650887573964498,52.662721893491124,20.710059171597635,NA,NA,20.7,43.8,35.5,3.828402366863905,3.667706727
E34003424,Staplehurst BUA,5051,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000242,Medway,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,53,72.91666666666666,66.0377358490566,88.67924528301887,54.71698113207547,37.735849056603776,22.641509433962266,18.867924528301888,62.264150943396224,32.075471698113205,NA,NA,35.8,26.4,NA,3.7735849056603774,1.536195874
E34003425,Cheadle BUA,11404,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000273,Stoke-on-Trent,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Low,109,79.81651376146789,65.13761467889908,85.3211009174312,52.293577981651374,27.522935779816514,23.853211009174313,15.59633027522936,61.46788990825688,33.94495412844037,NA,NA,25.9,49.1,23.1,3.385321100917431,0.96055605
E34003440,Brixworth BUA,5228,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000247,Northampton,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,89,82.75862068965517,66.29213483146067,87.64044943820225,62.92134831460674,44.9438202247191,NA,NA,48.31460674157304,21.34831460674157,NA,NA,18.4,41.4,40.2,4.056179775280899,4.239730507
E34003456,Chipping Ongar BUA,6093,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000188,Chelmsford,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Low,62,71.875,64.51612903225806,85.48387096774194,50,32.25806451612903,16.129032258064516,NA,41.935483870967744,32.25806451612903,NA,NA,28.3,45,NA,3.4516129032258065,-0.055451779
E34003462,Fleetwood BUA,25359,Medium Towns,North West,Coastal,Large seaside town,E30000171,Blackpool,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,315,72.49283667621776,46.34920634920635,75.87301587301587,42.22222222222222,25.396825396825395,17.46031746031746,6.031746031746032,42.857142857142854,17.77777777777778,12.698412698412698,3.8,29.7,46.1,20.5,3.2,-3.177517481
E34003463,Shildon BUA,9976,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000203,Durham and Bishop Auckland,Majority rural,Residential,Higher deprivation towns,No university,Low,115,78.99159663865547,44.34782608695652,73.91304347826086,31.30434782608696,17.391304347826086,33.91304347826087,26.08695652173913,48.69565217391305,28.695652173913043,17.391304347826086,NA,40.2,41.9,NA,3.0956521739130434,-3.879778293
E34003490,Hemsby BUA,5522,Small Towns,East of England,Coastal,Smaller seaside town,E30000210,Great Yarmouth,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,58,81.35593220338984,53.44827586206896,81.03448275862068,43.103448275862064,17.24137931034483,NA,NA,44.827586206896555,25.862068965517242,NA,NA,31.7,43.3,NA,3.3448275862068964,-0.950998707
E34003491,Ashby-de-la-Zouch BUA,12370,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000183,Burton upon Trent,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,140,82.17054263565892,80,89.85507246376811,57.971014492753625,46.42857142857143,15.714285714285714,11.428571428571429,45,25,NA,NA,21.7,37,39.9,3.9642857142857144,4.828025815
E34003494,Wadebridge BUA,6599,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000282,Wadebridge,Majority rural,Mixed,Mid deprivation towns,No university,Medium,78,73.49397590361446,57.692307692307686,79.48717948717949,48.717948717948715,32.05128205128205,14.102564102564102,NA,55.12820512820513,24.358974358974358,NA,NA,25.6,46.2,NA,3.423076923076923,-0.73465615
E34003511,Harpenden BUA,30240,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000237,Luton,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,354,90.85872576177285,86.4406779661017,95.48022598870057,84.18079096045197,73.44632768361582,7.627118644067797,3.389830508474576,33.05084745762712,7.062146892655368,3.389830508474576,NA,6.8,32.4,60.6,4.754237288135593,11.03279063
E34003514,Halesworth BUA,5558,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000235,Lowestoft,Majority town and city (small),Working,Higher deprivation towns,No university,Low,55,49.2063492063492,50.90909090909091,70.9090909090909,45.45454545454545,18.181818181818183,23.636363636363637,NA,69.0909090909091,34.54545454545455,NA,NA,37,44.4,NA,3.1454545454545455,-5.326206889
E34003517,Attleborough BUA,10549,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000135,Thetford and Mildenhall,Majority rural,Mixed,Lower deprivation towns,No university,Low,122,65.57377049180327,54.09836065573771,83.60655737704919,43.44262295081967,24.59016393442623,27.049180327868854,15.573770491803279,56.557377049180324,34.42622950819672,NA,NA,31.1,46.7,20.5,3.237704918032787,-3.009828323
E34003525,Fleet BUA,38726,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000164,Basingstoke,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,High,440,87.38532110091744,76.13636363636364,92.95454545454545,68.18181818181817,52.27272727272727,13.863636363636363,7.954545454545454,47.04545454545455,20.909090909090907,2.272727272727273,NA,14.8,39.9,44.4,4.168181818181818,6.540699064
E34003541,Ramsey (Huntingdonshire) BUA,7829,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000221,Huntingdon,Majority rural,Residential,Mid deprivation towns,No university,Medium,97,78,58.76288659793815,67.0103092783505,45.36082474226804,30.927835051546392,11.34020618556701,NA,51.546391752577314,28.865979381443296,NA,NA,34.7,37.8,25.5,3.3195876288659796,-0.687678695
E34003553,Wantage BUA,18505,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000250,Oxford,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,233,77.03349282296651,73.8197424892704,87.55364806866953,50.21459227467812,30.042918454935624,12.017167381974248,7.725321888412018,52.78969957081545,28.32618025751073,4.291845493562231,NA,28.9,45.3,23.7,3.351931330472103,1.21344731
E34003561,East Leake BUA,6337,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000249,Nottingham,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,70,80.24691358024691,77.14285714285715,91.42857142857143,61.42857142857143,42.857142857142854,20,NA,54.285714285714285,27.142857142857142,NA,NA,16.7,48.6,34.7,3.8714285714285714,4.370325265
E34003562,Askern BUA,5570,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000201,Doncaster,Majority conurbation,Residential,Higher deprivation towns,No university,Low,50,62.295081967213115,44,76,42,20,20,NA,44,30,22,NA,37.3,39.2,NA,3.02,-5.129770739
E34003565,Long Sutton (South Holland) BUA,5161,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000124,Spalding,Majority rural,Mixed,Mid deprivation towns,No university,Low,50,59.523809523809526,62,80,44,20,20,NA,44,24,NA,NA,28,52,NA,3.32,-2.660142264
E34003566,Battle BUA,6054,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000061,Hastings,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,86,85.1063829787234,65.11627906976744,93.02325581395348,60.46511627906976,46.51162790697674,11.627906976744185,NA,37.2093023255814,15.11627906976744,NA,NA,14,48.8,34.9,3.813953488372093,3.50519266
E34003574,New Ollerton BUA,9840,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000240,Mansfield,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,127,63.358778625954194,35.43307086614173,71.65354330708661,16.535433070866144,7.874015748031496,29.133858267716533,21.25984251968504,51.96850393700787,30.708661417322837,17.322834645669293,NA,48.8,39.5,NA,2.5669291338582676,-9.394098568
E34003596,Uttoxeter BUA,13089,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000273,Stoke-on-Trent,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Low,181,75.28735632183908,57.4585635359116,82.87292817679558,44.751381215469614,33.14917127071823,14.917127071823206,9.94475138121547,59.66850828729282,33.14917127071823,5.524861878453039,NA,29.3,39.2,30.4,3.5082872928176796,-0.665013634
E34003597,Bircotes BUA,7948,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000291,Worksop and Retford,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,98,59.64912280701754,53.06122448979592,76.53061224489795,29.591836734693878,20.408163265306122,22.448979591836736,12.244897959183673,42.857142857142854,27.55102040816326,11.224489795918368,NA,47.4,32,NA,3.204081632653061,-5.142988334
E34003606,North Walsham BUA,12463,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000248,Norwich,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,139,58.27338129496403,41.726618705035975,81.29496402877699,41.726618705035975,17.985611510791365,23.741007194244602,17.26618705035971,47.482014388489205,33.093525179856115,11.510791366906476,NA,29.5,54.7,NA,3.0215827338129495,-5.847621161
