State,Year,Total Employed RN,Employed Standard Error (%),Hourly Wage Avg,Hourly Wage Median,Annual Salary Avg,Annual Salary Median,Wage/Salary standard error (%),Hourly 10th Percentile,Hourly 25th Percentile,Hourly 75th Percentile,Hourly 90th Percentile,Annual 10th Percentile,Annual 25th Percentile,Annual 75th Percentile,Annual 90th Percentile,Location Quotient,Total Employed (National)_Aggregate,"Total Employed (Healthcare, National)_Aggregate","Total Employed (Healthcare, State)_Aggregate",Yearly Total Employed (State)_Aggregate
Illinois,2016,121670,3.4,34.08,33.03,70890,68710,0.9,22.64,27.08,40.36,47.88,47100,56330,83940,99590,1.01,141382280,8372570,341890,5903820
Indiana,2016,63870,2.6,28.87,28.27,60050,58810,0.8,20.42,23.47,34.15,38.54,42460,48830,71030,80160,1.05,141382280,8372570,185940,2991260
Iowa,2016,32370,3,27.06,26.59,56290,55310,1.1,19.93,22.45,30.65,36.17,41450,46690,63750,75230,1.04,141382280,8372570,85260,1534910
Kansas,2016,27130,5.5,28.01,27.5,58260,57200,1.1,20.25,23.08,32.51,37.44,42130,48000,67620,77870,0.97,141382280,8372570,80790,1374180
Kentucky,2016,45500,4.2,28.76,28.33,59810,58930,0.8,20.67,23.89,33.51,37.77,42990,49680,69710,78570,1.2,141382280,8372570,127750,1869650
Louisiana,2016,44780,3.2,30.47,29.24,63370,60820,2.1,20.82,24.8,35.25,40.3,43310,51580,73320,83820,1.14,141382280,8372570,130960,1922170
Maine,2016,14190,3.4,30.67,29.76,63800,61890,2,22.32,25.86,35.58,40.14,46420,53780,74010,83500,1.17,141382280,8372570,40640,596390
Maryland,2016,53330,5.2,35.92,35.31,74710,73440,1,26.18,29.79,41.79,47.94,54460,61960,86920,99710,0.99,141382280,8372570,170140,2640900
Massachusetts,2016,85140,2.2,42.82,40.58,89060,84410,1.7,26.63,32.43,52.52,64.57,55400,67450,109240,134300,1.21,141382280,8372570,240340,3459910
Michigan,2016,92670,5.9,33.22,32.43,69100,67450,1.6,24.8,27.77,37.3,43.7,51590,57760,77590,90900,1.08,141382280,8372570,268410,4212090
Minnesota,2016,61830,3.5,35.55,35.8,73940,74460,1.8,24.16,28.44,43.32,48.03,50260,59160,90110,99910,1.08,141382280,8372570,174230,2810400
Mississippi,2016,28590,4.1,27.41,26.86,57010,55870,1.1,19.61,22.45,31.54,37.47,40790,46700,65590,77940,1.26,141382280,8372570,77970,1117280
Missouri,2016,67920,3,29.25,28.28,60830,58820,0.9,20.1,23.26,34.49,39.26,41810,48380,71730,81650,1.21,141382280,8372570,183850,2757850
Montana,2016,9800,3.4,30.91,29.98,64300,62360,1,23.59,26.56,35.4,39.66,49060,55240,73620,82500,1.06,141382280,8372570,29390,454740
Nebraska,2016,21240,2.9,29.02,28.45,60370,59180,0.6,21.05,24.68,33.43,38.06,43790,51340,69530,79170,1.08,141382280,8372570,59560,968000
Nevada,2016,20250,1.8,40.28,40.36,83790,83940,1.3,29.74,34.2,46.54,50.9,61860,71140,96810,105880,0.78,141382280,8372570,56200,1270930
New Hampshire,2016,13260,4.9,33.02,32.07,68680,66700,1.2,24.05,27.19,38.28,45.41,50030,56560,79610,94450,1.01,141382280,8372570,38550,645050
New Jersey,2016,79400,2.6,38.74,38.36,80580,79790,0.6,27.66,32.67,45.34,49.9,57540,67960,94300,103800,0.99,141382280,8372570,223250,3955350
New Mexico,2016,16200,2.8,33.02,32.49,68670,67580,1.5,24.96,27.76,37.9,44.28,51910,57750,78830,92090,0.99,141382280,8372570,47240,805440
New York,2016,180730,2.2,38.86,38.65,80830,80380,1,25.51,30.8,46.71,54.55,53060,64060,97150,113450,0.98,141382280,8372570,528800,9097650
North Carolina,2016,99050,0.7,29.49,28.65,61330,59590,0.6,21.11,24.52,34.25,39.02,43910,50990,71240,81170,1.15,141382280,8372570,265870,4231020
North Dakota,2016,8710,6.3,29.25,28.77,60840,59840,1.1,21.64,25.34,33.29,37.59,45020,52710,69240,78190,1.01,141382280,8372570,25340,425200
Ohio,2016,128030,3.7,30.75,29.95,63960,62310,0.7,22.87,26.25,35.46,39.32,47560,54600,73760,81780,1.18,141382280,8372570,360860,5337890
Oklahoma,2016,27660,2.5,29.15,28.49,60630,59270,0.8,20.89,24.47,33.6,38.07,43450,50900,69880,79200,0.86,141382280,8372570,97590,1586890
Oregon,2016,35220,3.1,41.83,42.32,87000,88010,1.4,30.9,35.75,48.08,54.62,64270,74360,100000,113610,0.97,141382280,8372570,98610,1790940
Pennsylvania,2016,139480,2.4,33.06,32.05,68770,66660,0.9,23.1,27.09,38.31,46.09,48050,56340,79690,95870,1.19,141382280,8372570,386050,5747020
Rhode Island,2016,12150,22.9,36.15,35.73,75200,74320,1.2,26.56,30.6,42.07,47.71,55250,63660,87510,99240,1.26,141382280,8372570,31280,475190
South Carolina,2016,41800,1.2,30.51,29.32,63470,60980,1.9,21.04,25.21,34.9,39.21,43760,52430,72590,81560,1.04,141382280,8372570,119740,1979820
South Dakota,2016,12130,1,26.89,26.14,55920,54380,1,19.92,22.17,30.76,36.49,41440,46100,63980,75900,1.43,141382280,8372570,29800,417520
Tennessee,2016,60080,2.7,28.08,27.69,58410,57590,0.9,20.28,23.37,32.42,37.5,42180,48600,67420,77990,1.02,141382280,8372570,195290,2893040
Texas,2016,207810,1.8,33.84,33.02,70390,68680,0.8,24.21,27.62,38.97,46.49,50360,57450,81060,96690,0.87,141382280,8372570,645920,11745250
Utah,2016,21470,2.6,29.98,29.23,62360,60810,1,21.7,25.3,34.66,38.82,45130,52610,72090,80750,0.77,141382280,8372570,66980,1374900
Vermont,2016,5850,5,32.59,31.36,67780,65230,1.7,24.55,27.14,37.57,44.33,51060,56440,78150,92210,0.94,141382280,8372570,18530,304670
Virginia,2016,63820,3.7,32.05,31,66670,64470,1.3,21.24,25.43,37.24,44.53,44190,52900,77470,92630,0.83,141382280,8372570,204190,3760550
Washington,2016,55350,6.4,38.52,37.71,80120,78440,1.1,25.99,30.55,46.33,54.61,54050,63530,96360,113600,0.89,141382280,8372570,157500,3067110
West Virginia,2016,20880,5.5,28.55,27.98,59380,58200,1.3,19.87,23.71,33.03,37.94,41330,49320,68710,78920,1.47,141382280,8372570,58860,697440
Wisconsin,2016,55410,4.3,32.66,31.94,67930,66430,1,24.88,27.56,37.32,43.63,51740,57320,77620,90750,0.97,141382280,8372570,162560,2805010
Wyoming,2016,4970,1.9,30.28,29.54,62980,61450,1.2,21.29,25.52,35.23,39.57,44290,53090,73280,82300,0.88,141382280,8372570,14300,276120
Guam,2016,400,2.7,25.43,25.2,52890,52410,1.9,16.93,20.47,29.84,35.32,35220,42580,62070,73460,0.32,141382280,8372570,1690,61520
Puerto Rico,2016,17470,4.9,16.73,15.69,34810,32630,2.6,11.8,13.33,18.32,23.46,24550,27730,38110,48790,0.97,141382280,8372570,51290,883360
Virgin Islands,2016,310,12,25.45,26.14,52930,54380,5.5,15.54,19.11,30.23,35.64,32330,39740,62870,74130,0.41,141382280,8372570,1100,37320
Alabama,2017,49290,1.4,27.83,27.2,57890,56570,0.5,20.14,22.82,31.71,37.4,41890,47470,65950,77790,1.26,143524090,8562280,131410,1922570
Alaska,2017,5570,3.8,42.07,41.45,87510,86220,2.1,29.94,34.63,49,57.31,62270,72030,101910,119210,0.86,143524090,8562280,17140,318170
Arizona,2017,54630,2.9,36.11,35.7,75110,74260,0.8,26.14,30.64,41.69,47.76,54370,63720,86720,99350,0.99,143524090,8562280,160350,2704050
Arkansas,2017,24380,4,28.28,27.68,58810,57570,1.3,20.06,23.13,32.88,37.97,41730,48100,68400,78980,1,143524090,8562280,79770,1200130
California,2017,282290,1.7,49.37,48.43,102700,100730,0.8,30.98,38.56,60.3,72.7,64430,80210,125430,151210,0.83,143524090,8562280,827030,16695010
Colorado,2017,49340,1.7,34.89,34.27,72570,71280,0.6,25.67,28.89,40.19,47.02,53390,60100,83600,97810,0.95,143524090,8562280,142130,2555300
Connecticut,2017,34310,7.7,38.56,38.22,80200,79500,1,27.58,32.71,45.21,49.77,57360,68040,94030,103520,1.02,143524090,8562280,103500,1654420
Delaware,2017,11620,2.8,35.18,34.43,73180,71610,1.9,26.13,29.44,39.26,47.08,54350,61240,81660,97930,1.29,143524090,8562280,31000,442690
District of Columbia,2017,11000,2.4,43.32,41.85,90110,87040,5.1,27.53,33.54,49.44,61.92,57270,69760,102840,128790,0.76,143524090,8562280,31380,708220
Florida,2017,178330,2.1,31.2,30.32,64890,63060,0.6,22.51,26.36,36.12,40.64,46830,54840,75130,84530,1.04,143524090,8562280,523070,8419030
Georgia,2017,75000,3,32.09,31.78,66750,66110,0.6,22.46,26.67,37.23,43,46720,55470,77430,89430,0.85,143524090,8562280,242940,4303530
Hawaii,2017,10800,5.3,46.63,49.26,96990,102450,2.3,30.46,39.12,56.43,60.87,63360,81360,117370,126600,0.84,143524090,8562280,31050,632990
Idaho,2017,13320,6.5,31.02,30.78,64520,64030,1.5,21.77,26.26,36.25,40.35,45270,54620,75390,83930,0.95,143524090,8562280,37650,685630
Illinois,2017,123100,2.1,34.66,33.74,72090,70190,0.8,23.58,27.73,40.98,48.14,49050,57690,85230,100130,1.02,143524090,8562280,349020,5927860
Indiana,2017,68530,2.4,30.02,29.12,62450,60560,0.7,20.96,24.75,35.04,39.63,43600,51480,72880,82440,1.11,143524090,8562280,193410,3018490
Iowa,2017,33280,2.7,27.85,27.27,57930,56710,1.1,20.39,23.29,31.28,37.13,42400,48450,65050,77220,1.06,143524090,8562280,87150,1535460
Kansas,2017,28900,5.6,28.82,28.29,59940,58850,1.1,20.74,23.93,33.57,38.16,43140,49780,69830,79370,1.04,143524090,8562280,83290,1369110
Kentucky,2017,44410,4.2,29.58,29.01,61530,60340,0.9,20.94,24.7,34.52,38.61,43550,51370,71810,80310,1.16,143524090,8562280,124670,1876430
Louisiana,2017,45970,3,30.56,29.47,63560,61300,1.9,20.56,25.05,35.47,40.58,42770,52100,73790,84400,1.19,143524090,8562280,133380,1902060
Maine,2017,14200,3.2,31.68,30.71,65890,63880,2,22.83,26.46,36.72,42.7,47490,55030,76370,88810,1.16,143524090,8562280,40770,599180
Maryland,2017,53700,4.6,36.18,35.63,75250,74120,0.7,26.01,29.83,42.33,48.24,54100,62050,88040,100340,0.99,143524090,8562280,170810,2664330
Massachusetts,2017,82870,4.2,42.95,40.72,89330,84700,1.6,27.16,32.8,52.67,63.32,56490,68220,109560,131710,1.15,143524090,8562280,242720,3528070
Michigan,2017,94090,2.8,33.23,32.87,69120,68370,0.8,25.25,28.19,37.55,43.29,52530,58640,78100,90050,1.08,143524090,8562280,279080,4276040
Minnesota,2017,64540,5.7,37.28,37.41,77540,77810,1.2,26.08,30.73,44.46,48.85,54240,63920,92470,101600,1.12,143524090,8562280,182500,2838270
Mississippi,2017,28760,3.8,27.74,27.31,57700,56810,1.1,19.85,22.86,32.11,37.67,41290,47560,66800,78360,1.26,143524090,8562280,77830,1119470
Missouri,2017,72090,3.5,30.43,29.21,63300,60750,1.1,20.67,24.2,35.68,41.55,42990,50330,74210,86420,1.27,143524090,8562280,192550,2788680
Montana,2017,10110,3,31.87,31.04,66280,64560,1,24.43,27.04,36.47,41.38,50810,56240,75860,86080,1.08,143524090,8562280,29990,460740
Nebraska,2017,22870,2.4,29.91,29.27,62210,60890,0.7,21.87,25.7,34.45,38.69,45490,53460,71650,80480,1.16,143524090,8562280,62310,970230
Nevada,2017,21060,2,40.86,40.87,84980,85020,1.3,30.96,34.87,47.01,52.15,64400,72530,97790,108480,0.79,143524090,8562280,59030,1310220
New Hampshire,2017,13190,4.5,33.67,32.97,70040,68580,1.1,24.62,27.72,38.94,46,51200,57650,80980,95680,1,143524090,8562280,39180,649950
New Jersey,2017,80560,2.5,39.43,38.9,82010,80910,0.9,28.32,33.22,45.9,50.82,58900,69100,95470,105710,0.99,143524090,8562280,231550,4007470
New Mexico,2017,16290,2,33.58,33.45,69840,69570,1.5,25.18,28.46,38.27,44.95,52380,59190,79610,93500,1,143524090,8562280,46490,801080
New York,2017,180170,2,40.12,40.23,83450,83680,0.7,25.98,31.64,47.91,56.48,54050,65810,99660,117470,0.96,143524090,8562280,535900,9207870
North Carolina,2017,99210,0.8,30.08,29.27,62560,60880,0.7,21.39,25.06,35,39.49,44500,52130,72790,82140,1.13,143524090,8562280,264860,4298390
North Dakota,2017,9020,7.5,30.35,29.67,63140,61720,1,23.55,26.34,34.62,38.47,48990,54780,72020,80020,1.06,143524090,8562280,25730,416670
Ohio,2017,124620,2.6,31.49,30.43,65500,63300,0.5,24.05,26.74,36.12,40.44,50010,55620,75130,84110,1.14,143524090,8562280,359670,5370640
Oklahoma,2017,28000,2.7,29.63,29.05,61640,60420,0.8,21.17,25.11,34.31,38.32,44030,52230,71370,79710,0.87,143524090,8562280,96150,1573000
Oregon,2017,35140,5.3,42.68,42.92,88770,89280,1.1,31.29,36.19,49.04,56.99,65080,75270,101990,118540,0.94,143524090,8562280,97450,1830790
Pennsylvania,2017,143130,1.8,33.57,32.8,69820,68230,0.9,24,27.57,38.73,46.49,49930,57340,80560,96690,1.21,143524090,8562280,397810,5781610
Rhode Island,2017,11820,18.7,36.85,36.51,76650,75940,1.1,26.9,31.11,42.96,48.08,55950,64720,89350,100010,1.22,143524090,8562280,30880,475910
South Carolina,2017,43200,1.1,30.59,29.58,63630,61540,1.9,21.48,25.44,35.07,39.05,44680,52910,72950,81230,1.05,143524090,8562280,121130,2009460
South Dakota,2017,12530,0.9,27.41,26.76,57010,55660,1,20.22,22.6,31.41,37.09,42050,47000,65330,77140,1.47,143524090,8562280,30750,419470
Tennessee,2017,59350,3.6,28.87,28.41,60050,59080,0.9,20.51,24,33.76,38.06,42660,49920,70210,79160,1,143524090,8562280,192900,2915750
Texas,2017,212230,2,34.65,34.01,72070,70730,0.7,24.94,28.33,40.05,47.28,51890,58940,83310,98340,0.88,143524090,8562280,670610,11890880
Utah,2017,21340,2.6,30.31,29.55,63050,61470,0.8,21.87,25.57,35.12,39.15,45490,53190,73050,81430,0.74,143524090,8562280,68820,1410670
Vermont,2017,6270,8.9,33.44,31.94,69560,66420,1.8,25.09,27.55,38.4,45.75,52190,57290,79870,95160,1.01,143524090,8562280,19320,305110
Virginia,2017,64260,3.2,32.69,31.76,67990,66060,1,21.92,26.25,37.92,45.49,45600,54610,78870,94620,0.83,143524090,8562280,208090,3789910
Washington,2017,56880,5.1,38.37,37.24,79810,77470,1.3,25.89,30.55,45.76,54.1,53850,63550,95170,112530,0.88,143524090,8562280,163410,3186610
West Virginia,2017,20410,5,29.03,28.6,60380,59480,1.2,20.23,24.47,33.93,38.51,42080,50900,70570,80100,1.45,143524090,8562280,58230,688530
Wisconsin,2017,55940,2.4,33.27,32.65,69200,67910,0.9,25.34,28.07,37.81,44.25,52700,58390,78640,92040,0.97,143524090,8562280,166510,2825170
Wyoming,2017,4910,1.7,31.2,30.43,64900,63290,1.1,22.07,26.27,36.27,40.85,45900,54650,75430,84970,0.9,143524090,8562280,14400,267980
Guam,2017,550,2.7,,,,,,,,,,,,,,0.44,143524090,8562280,1990,61520
Puerto Rico,2017,19090,4.2,16.65,15.67,34630,32590,2.2,11.52,13.3,18.32,23.08,23950,27670,38110,48010,1.07,143524090,8562280,52420,875780
Virgin Islands,2017,,,28.26,28.33,58770,58930,1.9,18.31,24.09,33.32,37.79,38090,50110,69310,78600,,143524090,8562280,1100,37490
Alabama,2011,45400,2.4,27.81,26.41,57840,54920,0.9,19.53,22.23,31.53,36.45,40630,46240,65580,75820,1.18,129312400,7562850,116460,1809420
Alaska,2011,5460,6.1,39.46,38.67,82080,80430,1.1,29.5,33.02,44.42,52.26,61360,68690,92400,108700,0.82,129312400,7562850,15150,313170
Arizona,2011,44710,3.1,34.78,34.42,72340,71590,1,24.53,29.16,40.8,45.21,51030,60660,84860,94030,0.88,129312400,7562850,128840,2380200
Arkansas,2011,23550,3.6,27.4,25.9,56990,53870,1.8,18.87,21.5,31.06,36.46,39240,44730,64600,75830,0.97,129312400,7562850,70960,1139670
California,2011,250230,1.9,43.68,42.51,90860,88430,0.9,30.21,34.95,52.14,61.66,62840,72710,108440,128250,0.84,129312400,7562850,703190,14038950
Colorado,2011,42510,2.9,33.02,32.35,68670,67290,0.7,23.85,27.12,38.22,44.23,49610,56420,79490,92000,0.92,129312400,7562850,114970,2179060
Connecticut,2011,36320,2.9,36.47,35.6,75850,74040,1.1,25.9,30.82,42.01,46.33,53880,64100,87380,96370,1.06,129312400,7562850,97170,1608820
Delaware,2011,10510,5.2,34.64,33.69,72060,70080,2,25.09,29.43,39.43,44.91,52180,61220,82010,93420,1.23,129312400,7562850,26150,403430
District of Columbia,2011,10680,6.1,36.13,35.25,75160,73330,2.5,25.3,30.69,42.02,47.33,52630,63830,87400,98450,0.78,129312400,7562850,29200,644730
Florida,2011,164800,2.3,30.78,29.44,64020,61230,0.7,21.35,25.06,34.96,41.99,44400,52120,72720,87340,1.08,129312400,7562850,444830,7151700
Georgia,2011,65240,2.4,29.98,29.68,62370,61740,0.7,20.96,24.91,34.4,39.23,43600,51810,71550,81610,0.81,129312400,7562850,202080,3779250
Hawaii,2011,10210,12.3,40.36,40.4,83950,84030,2.1,27.83,33.04,48.74,54.67,57890,68730,101370,113720,0.83,129312400,7562850,26350,577220
Idaho,2011,11660,4.5,30.13,28.24,62670,58740,1.5,21.11,24.56,33.81,40.46,43920,51080,70330,84160,0.93,129312400,7562850,32300,592730
Illinois,2011,123770,2.4,32.31,31.54,67190,65610,0.9,21.77,25.96,37.17,44.13,45280,53990,77310,91800,1.05,129312400,7562850,326920,5574180
Indiana,2011,61150,3.7,28.08,27.42,58410,57030,0.7,19.52,22.69,33.02,37.23,40600,47190,68680,77450,1.04,129312400,7562850,175230,2758100
Iowa,2011,33230,3.8,25.62,24.69,53300,51350,1.2,18.38,20.77,29.08,34.56,38220,43200,60490,71890,1.08,129312400,7562850,82040,1449110
Kansas,2011,28180,6.7,28.25,26.75,58750,55630,1.3,19.51,22.33,32.13,36.46,40590,46440,66820,75840,1.01,129312400,7562850,75190,1308070
Kentucky,2011,44810,6.2,28.86,27.35,60040,56890,0.9,20.08,23.08,32.8,37.15,41770,48000,68220,77260,1.22,129312400,7562850,112740,1732870
Louisiana,2011,40840,2,30.86,29.27,64190,60890,1.3,20.76,24.57,34.93,42.71,43180,51110,72650,88830,1.05,129312400,7562850,117170,1839780
Maine,2011,14810,12.6,31.78,28.98,66100,60270,2.6,21.31,24.94,34.74,42.13,44320,51870,72260,87630,1.21,129312400,7562850,39320,575640
Maryland,2011,49620,5.4,36.29,35,75490,72800,1.5,24.25,28.84,43.15,52.13,50440,59980,89740,108420,0.94,129312400,7562850,154160,2480670
Massachusetts,2011,87040,2.3,41.74,39.63,86810,82430,1.7,26.38,31.82,51.46,63.78,54870,66180,107040,132670,1.3,129312400,7562850,227900,3157020
Michigan,2011,89670,1.3,31.46,30.72,65430,63890,0.7,23.08,26.11,35.07,41.23,48020,54300,72950,85760,1.1,129312400,7562850,252190,3829000
Minnesota,2011,56660,2.8,35.7,34.77,74250,72330,1.3,24.16,28.86,41.5,46.03,50250,60030,86320,95740,1.03,129312400,7562850,153140,2595450
Mississippi,2011,29640,2.9,28.59,26.89,59480,55920,1.7,19.23,22.33,33.19,41.5,40000,46450,69040,86330,1.3,129312400,7562850,73960,1073100
Missouri,2011,67630,3.7,28.66,27.03,59620,56230,1.3,19.01,21.94,33.3,40.28,39550,45630,69260,83770,1.23,129312400,7562850,175850,2591020
Montana,2011,8700,4.3,28.94,27.86,60190,57940,0.9,21.02,24.24,33.13,37.84,43730,50430,68900,78710,0.96,129312400,7562850,25240,425110
Nebraska,2011,19170,1.4,27.91,26.61,58060,55350,1,19.73,22.26,32.14,36.94,41050,46310,66840,76830,1,129312400,7562850,53040,904630
Nevada,2011,16470,2.1,37.42,37.29,77840,77570,1.2,27.5,32.01,42.71,46.43,57210,66580,88830,96570,0.7,129312400,7562850,45810,1112780
New Hampshire,2011,13850,3,31.38,30.17,65280,62760,1.3,22.04,25.45,36.34,43.22,45850,52940,75600,89910,1.07,129312400,7562850,36080,606690
New Jersey,2011,78180,3.4,36.76,36.31,76460,75530,0.8,27.09,31.37,42.27,46.22,56340,65250,87930,96130,0.98,129312400,7562850,203390,3771250
New Mexico,2011,15400,2.1,32.05,31.48,66660,65480,1.4,23.08,26.4,36.84,43.28,48010,54910,76620,90020,0.93,129312400,7562850,43860,777640
New York,2011,176180,2.4,36.23,35.38,75370,73580,0.8,23.99,29.22,43.07,51.14,49900,60790,89590,106380,0.98,129312400,7562850,489900,8427560
North Carolina,2011,91300,1.3,29.31,27.99,60960,58220,0.6,20.41,23.6,33.51,38.45,42450,49080,69700,79980,1.13,129312400,7562850,232330,3814860
North Dakota,2011,8960,17.4,27.69,25.77,57600,53590,1.2,19.5,22.16,29.57,35.81,40570,46090,61510,74480,1.13,129312400,7562850,22580,371630
Ohio,2011,124790,2.5,29.67,28.74,61710,59780,0.7,22,25.07,33.74,37.44,45750,52150,70170,77870,1.18,129312400,7562850,332730,4977910
Oklahoma,2011,28290,3.8,26.99,26.52,56130,55150,1.1,18.82,22,31.6,35.63,39140,45770,65730,74110,0.89,129312400,7562850,92450,1498260
Oregon,2011,30960,3.3,37.12,37.35,77220,77690,0.9,26.87,31.67,42.7,46.16,55880,65870,88820,96020,0.92,129312400,7562850,83820,1586620
Pennsylvania,2011,130740,1.9,32.28,30.78,67140,64020,1.2,21.14,25.4,36.75,44.47,43980,52830,76440,92490,1.11,129312400,7562850,350850,5549240
Rhode Island,2011,12340,4.9,34.96,34.49,72720,71750,1.5,25.25,29.53,40.58,45,52520,61420,84410,93600,1.29,129312400,7562850,30920,450980
South Carolina,2011,42650,1.8,29.5,28.02,61350,58290,1.2,19.86,23.53,33.42,37.74,41310,48930,69510,78500,1.13,129312400,7562850,110760,1772880
South Dakota,2011,11120,1,26.78,24.57,55710,51100,1.3,19.03,20.91,30.24,35.71,39590,43490,62900,74280,1.33,129312400,7562850,26020,392670
Tennessee,2011,60570,2.8,29.16,26.92,60660,55980,1.2,19.63,22.86,32.56,40.8,40820,47540,67710,84860,1.1,129312400,7562850,177160,2602320
Texas,2011,184890,2.2,32.49,31.54,67580,65610,0.6,22.46,26.21,36.94,44.08,46710,54520,76840,91680,0.84,129312400,7562850,555780,10304370
Utah,2011,19100,2.5,29.59,28.57,61540,59420,0.9,21.56,24.69,33.72,37.43,44840,51350,70140,77860,0.77,129312400,7562850,56850,1165980
Vermont,2011,6370,4.7,31.35,30.41,65210,63250,2,21.63,25.43,36.45,43.04,44980,52890,75820,89530,1.03,129312400,7562850,18130,290830
Virginia,2011,62210,2.3,31.59,30.63,65710,63710,0.9,20.59,24.74,36.2,43.65,42820,51450,75300,90800,0.82,129312400,7562850,183890,3553360
Washington,2011,54490,6.3,35.98,35.56,74840,73970,0.8,24.83,29.42,42.36,47.75,51660,61200,88120,99320,0.94,129312400,7562850,147940,2720660
West Virginia,2011,18280,3.1,27.32,25.66,56820,53370,1.8,18.19,21.11,31.03,36.94,37840,43910,64540,76830,1.23,129312400,7562850,51430,700250
Wisconsin,2011,56430,5.1,31.15,30.22,64800,62860,0.9,23.41,25.92,35.21,41.52,48700,53920,73230,86370,1,129312400,7562850,157260,2645180
Wyoming,2011,4800,4.2,29.29,28.5,60930,59270,1.3,20.69,24.49,33.67,38.44,43040,50940,70030,79950,0.83,129312400,7562850,13280,272570
Guam,2011,450,2.8,25.1,24.84,52210,51680,1.7,16.34,19.35,30.02,35.19,33990,40250,62440,73200,0.36,129312400,7562850,1520,59560
Puerto Rico,2011,18260,2.4,15.63,14.47,32510,30100,2.5,10.06,12.5,17.33,21.86,20930,25990,36060,45470,0.92,129312400,7562850,45220,930940
Virgin Islands,2011,320,15.6,26.76,26.61,55670,55340,3,18.88,22.73,31.16,35.82,39280,47270,64820,74510,0.35,129312400,7562850,1150,43310
Alabama,2014,43680,2.5,27.15,26.39,56470,54900,0.7,19.68,22.21,31.17,36.12,40930,46200,64830,75130,1.18,136129200,7907200,119810,1857530
Alaska,2014,5780,20.5,41.22,41.12,85740,85530,1.5,29.96,34.23,48.25,54.88,62320,71190,100370,114150,0.89,136129200,7907200,16570,324970
Arizona,2014,47020,3.8,34.28,34,71300,70720,0.9,24.72,28.76,39.95,45.52,51410,59810,83100,94690,0.94,136129200,7907200,138610,2526990
Arkansas,2014,22780,4.6,27.15,26.72,56480,55580,1,19.19,22.15,31.53,36.24,39920,46070,65580,75380,0.99,136129200,7907200,73070,1158790
California,2014,253310,1.7,47.31,46.38,98400,96470,1,30.6,36.84,57.76,68.79,63640,76630,120140,143070,0.84,136129200,7907200,737820,15119730
Colorado,2014,44370,4.8,33.46,32.83,69600,68290,0.9,24.31,27.54,38.78,45.16,50560,57280,80660,93940,0.94,136129200,7907200,124530,2367780
Connecticut,2014,33780,3.8,36.71,36.19,76370,75280,1,26.2,31.36,42.97,48.26,54490,65230,89380,100380,1.03,136129200,7907200,101370,1646510
Delaware,2014,10090,11.3,33.73,33.6,70160,69890,1.9,25.55,29.3,38.28,43.96,53140,60940,79620,91450,1.2,136129200,7907200,27430,424330
District of Columbia,2014,11030,5.2,38.48,38.29,80040,79640,1.8,26.52,31.17,44.52,51.44,55160,64840,92590,106990,0.82,136129200,7907200,31010,674650
Florida,2014,163950,2,30.15,29.29,62720,60920,0.5,21.9,25.36,34.63,39.32,45550,52740,72030,81790,1.08,136129200,7907200,475220,7665280
Georgia,2014,68010,3.7,29.98,30.06,62350,62520,0.7,21.09,25.3,34.87,38.44,43870,52630,72520,79950,0.86,136129200,7907200,221060,3983250
Hawaii,2014,10650,13.1,42.42,43.38,88230,90220,2,30.38,36.23,49.67,55.79,63190,75360,103320,116050,0.87,136129200,7907200,28710,612580
Idaho,2014,11890,3.9,29,28.79,60320,59890,1.2,21.03,24.75,33.78,37.11,43740,51470,70260,77190,0.95,136129200,7907200,34340,628140
Illinois,2014,111600,2.1,32.71,31.77,68030,66080,1,21.46,25.99,38.76,45.96,44640,54060,80610,95610,0.97,136129200,7907200,326380,5765880
Indiana,2014,59610,3.3,28.32,27.77,58900,57770,0.8,19.96,22.91,33.49,37.57,41520,47660,69660,78140,1.03,136129200,7907200,179290,2905170
Iowa,2014,31860,4.5,25.97,25.58,54020,53220,1,19.26,21.61,29.57,34.72,40060,44940,61490,72210,1.06,136129200,7907200,83700,1512740
Kansas,2014,26380,5.5,27.31,26.87,56800,55880,1.3,19.74,22.3,32.04,36.14,41070,46390,66650,75160,0.98,136129200,7907200,76090,1359500
Kentucky,2014,43740,4.4,27.87,27.46,57980,57120,0.8,20.27,23.23,32.45,36.36,42160,48310,67490,75630,1.22,136129200,7907200,122320,1808010
Louisiana,2014,40460,1.9,28.96,28.29,60230,58850,0.8,20.24,23.77,33.85,38.18,42100,49440,70400,79410,1.06,136129200,7907200,123270,1915800
Maine,2014,14460,2.1,30.44,29.79,63320,61960,1.7,21.85,25.43,35.34,40.88,45460,52900,73510,85040,1.24,136129200,7907200,40930,586390
Maryland,2014,47790,8.5,34.72,34.3,72210,71350,0.9,25.36,28.95,40.67,45.77,52750,60220,84590,95190,0.94,136129200,7907200,157630,2557510
Massachusetts,2014,79910,2.1,41.23,39.12,85770,81380,1.8,25.97,31.35,50.11,62.8,54020,65210,104240,130620,1.21,136129200,7907200,235250,3322500
Michigan,2014,90340,4.3,32.3,31.47,67180,65460,1.4,24.1,26.89,36.06,42.7,50130,55920,75000,88810,1.12,136129200,7907200,257300,4073730
Minnesota,2014,56000,3.7,34.35,34.15,71450,71030,1.5,23.35,27.57,41.42,46.47,48570,57340,86160,96660,1.03,136129200,7907200,160390,2730020
