ref,company_manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,ingredients,most_memorable_characteristics,rating
2350,ENNA,U.S.A.,2019,Sierra Leone,Gola Rainforest,70%,"3- B,S,C","dirty, earthy, burnt, honey",2.5
2350,ENNA,U.S.A.,2019,Tanzania,Kokoa Kamili,80%,"3- B,S,C","fruit, dirty",3
2350,ENNA,U.S.A.,2019,Trinidad,"Maiden Voyage Estate, Herbert Pasqual",72%,"3- B,S,C","muddy, raisins, nut, rubbery",3.5
565,Enric Rovira (Claudio Corallo),Spain,2010,Blend,"Terreiro Velho P., Sao Tome & Principe",80%,,"unrefined, crumbly, sweet",3.25
1209,Erithaj (A. Morin),France,2014,Vietnam,Ham Luong,80%,"3- B,S,C","mild bitter, smoke, hammy",3
1205,Erithaj (A. Morin),France,2014,Vietnam,Ben Tre,70%,"3- B,S,C","spicy, green, long, intense",3.25
1209,Erithaj (A. Morin),France,2014,Vietnam,"Ba Lai, Mekong Delta",74%,"3- B,S,C","grit,smoke, wood, blackberry",3.25
252,Escazu,U.S.A.,2008,Venezuela,Ocumare,72%,"4- B,S,C,V","woody, cocoa",3
414,Escazu,U.S.A.,2009,Costa Rica,Guapiles,65%,"4- B,S,C,V","sticky, slight plum, medicinal",2
431,Escazu,U.S.A.,2009,Blend,"Carenero, Guapiles, Ocumare blend",74%,"4- B,S,C,V","sweet, vanilla, sticky",2.75
423,Escazu,U.S.A.,2009,Venezuela,Carenero Superior,81%,"4- B,S,C,V","hazelnut, fruit, slight bitter",3.5
903,Escazu,U.S.A.,2012,Venezuela,Rio Caribe,70%,"4- B,S,C,V","nutty, ginger, off notes",2.75
2570,Escazu,U.S.A.,2021,Blend,"""Roasted Cocoa Nibs"", Latin America Blend, b.060321",65%,"3- B,S,C","sweet, too few nibs, cocoa",3
2570,Escazu,U.S.A.,2021,Colombia,"Arhuacos, Sierra Nevada, batch 060221",70%,"2- B,S","mild licorice, late mocha",3.5
666,Ethel's Artisan (Mars),U.S.A.,2011,Blend,"Peru, Madagascar",55%,"4- B,S,C,V","gritty,overyly sweet,fruit punch",2.5
666,Ethel's Artisan (Mars),U.S.A.,2011,Trinidad,Trinidad,55%,"4- B,S,C,V","grits, very sweet, banana",2.5
666,Ethel's Artisan (Mars),U.S.A.,2011,Venezuela,Porcelana,70%,"4- B,S,C,V","strong vanilla, strawberry, nut",2.5
672,Ethel's Artisan (Mars),U.S.A.,2011,Blend,"Venezuela, Trinidad",62%,"4- B,S,C,V","gritty, sweet, vanilla, woody",2.5
666,Ethel's Artisan (Mars),U.S.A.,2011,Blend,Red Vanilla,62%,"4- B,S,C,V","sweet, vanilla, mild banana",2.75
1275,Ethereal,U.S.A.,2014,Belize,Belize,80%,"3- B,S,C","mild fruit, earthy",3
1275,Ethereal,U.S.A.,2014,Ecuador,Ecuador,80%,"3- B,S,C","spicy, roasty, mild bitter",3.5
1275,Ethereal,U.S.A.,2014,Dominican Republic,Dominican Republic,80%,"3- B,S,C","coarse, mild bitter, raisin",3.75
2142,Ethereal,U.S.A.,2018,Guatemala,Guatemala,80%,"3- B,S,C",prominent plum note,3.5
2664,Ethereal,U.S.A.,2021,Uganda,Uganda,70%,"3- B,S,C","sandy, basic cocoa, sweet",3
2450,Exquisito,U.S.A.,2019,Peru,"Maranon, Fortunato",73%,"3- B,S,C",dominated by heavy roast,3
565,Fearless (AMMA),U.S.A.,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",75%,"2- B,S","perfume, floral, vanilla",2.75
1736,Feitoria Cacao,Portugal,2016,Venezuela,Cuyagua,76%,"2- B,S","fatty, sandy, nutty, off notes",2.5
1736,Feitoria Cacao,Portugal,2016,Belize,Maya Mountain,76%,"2- B,S","metallic, off notes, powdery",2.75
1732,Feitoria Cacao,Portugal,2016,Jamaica,Blue Mountain,76%,"2- B,S","roasty, spicy, nutty",3
105,Felchlin,Switzerland,2006,Blend,Supremo- SF,62%,"5- B,S,C,V,L","malitol, cocoa",2
48,Felchlin,Switzerland,2006,Madagascar,"Madagascar, Grand Cru",64%,"5- B,S,C,V,L","basic cocoa, short length",3
48,Felchlin,Switzerland,2006,Venezuela,Maracaibo Clasificado,65%,"5- B,S,C,V,L","creamy, floral, complex",3
105,Felchlin,Switzerland,2006,Dominican Republic,Elvesia P.,74%,"5- B,S,C,V,L","creamy, roasty, cocoa",3
48,Felchlin,Switzerland,2006,Ecuador,Arriba,72%,"5- B,S,C,V,L","fatty, rich, spice, nutty",3.5
56,Felchlin,Switzerland,2006,Bolivia,"Alto Beni, Cru Savage",68%,"5- B,S,C,V,L","complex, raspberry, cocoa",4
494,Felchlin,Switzerland,2010,Grenada,Grenada,58%,"5- B,S,C,V,L","spicey, marshmallow",3.5
1283,Finca,U.S.A.,2014,Puerto Rico,Puerto Rico,65%,"3- B,S,C","intense, molasses, sweet",2.25
1287,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,85%,"3- B,S,C","intense, molasses, bitter",2.5
1283,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,80%,"3- B,S,C","molasses, licorice, bitter",3
1283,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,70%,"3- B,S,C","sandy, sweet, mild fruit",3.25
2474,Finnia,Canada,2020,Honduras,Honduras,70%,"3- B,S,C","off, hammy, roasty",2.75
2482,Finnia,Canada,2020,Colombia,"Chigorodo, batch 001",70%,"3- B,S,C","nutty, melon, vinegar",2.75
2478,Finnia,Canada,2020,Mexico,Mexico,70%,"3- B,S,C","banana, bland, sour, off",3
2486,Finnia,Canada,2020,Blend,"Ucayali (Peru), Papua New G., Tabasco (Mexico)",70%,"3- B,S,C","fruit, cocoa, fatty",3.25
2398,Firetree,U.K.,2019,Philippines,Mindanao Island,73%,"4- B,S,C,L","creamy, honey, mild hammy",3.25
2394,Firetree,U.K.,2019,Papua New Guinea,Karkar Island,72%,"4- B,S,C,L","caramel, acidic, creamy",3.5
2398,Firetree,U.K.,2019,Solomon Islands,Guadalcanal,69%,"4- B,S,C,L","plums, cocoa",3.5
2398,Firetree,U.K.,2019,Vanuatu,Malekula Island,72%,"4- B,S,C,L","cherry, cocoa, creamy",3.75
2154,Five (5)Mile,U.S.A.,2018,Belize,"Maya Mtn, batch 7C",75%,"2- B,S","hammy, dried fruit",2.75
2154,Five (5)Mile,U.S.A.,2018,Guatemala,"Monte Grande, batch 18",75%,"2- B,S","hammy, large grits",2.75
2154,Five (5)Mile,U.S.A.,2018,Colombia,"Tumaco, batch 23abc",75%,"2- B,S","high acidity, bitter, nutty",3
2150,Five (5)Mile,U.S.A.,2018,Dominican Republic,"Oko Caribe, San Fran. De Mac.,batch A",75%,"2- B,S","roasty, simple",3.5
2202,FJAK,Norway,2018,Madagascar,Bejofo,70%,"3- B,S,C","molasses, sour notes",3
2206,FJAK,Norway,2018,India,Goground,68%,"3- B,S,C","muted, mild sweet cocoa",3.5
2206,FJAK,Norway,2018,Tanzania,Kokoa Kamili,70%,"3- B,S,C","fruit, spicy mild molasses",3.5
1267,Forever Cacao,U.K.,2014,Peru,Rio Eni,72%,"3- B,S*,C","coconut, true to sugar bar",2.75
1776,Forteza (Cortes),Puerto Rico,2016,Dominican Republic,Dominican Republic,70%,"6-B,S,C,V,L,Sa","strong vanilla, earthy, nutty",2.75
1776,Forteza (Cortes),Puerto Rico,2016,Dominican Republic,Puerto Rico,80%,"6-B,S,C,V,L,Sa","vanilla, dried fruit, nuts",2.75
1772,Fossa,Singapore,2016,Madagascar,"Akesson's E., Sambirano V.",70%,"2- B,S","gummy, bland, sour",2.75
1776,Fossa,Singapore,2016,Ecuador,"Camino Verde P., Balao, Guayas",75%,"2- B,S","sticky, floral",3.5
1776,Fossa,Singapore,2016,Tanzania,"Kokoa Kamili Coop, Kilombero",67%,"2- B,S","gummy, sandy, complex",3.75
2076,Fossa,Singapore,2018,Dominican Republic,Oko Caribe,72%,"2- B,S","coffee, acidic, astringent",2.75
2072,Fossa,Singapore,2018,Bolivia,Alto Beni,70%,"2- B,S","nuts, sour milk",3
2072,Fossa,Singapore,2018,Indonesia,"Pak Eddy Farm, Yogyakarta Region",70%,"2- B,S","sandy, powdery, late sour",3
2072,Fossa,Singapore,2018,Philippines,Davao,70%,"2- B,S","sandy, dried fruit, roasty",3.25
2072,Fossa,Singapore,2018,Haiti,Pisa,68%,"2- B,S","roasty, hazelnut, cocoa",3.5
2430,Fossa,Singapore,2019,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas, microlot",70%,"2- B,S","sticky, dried sour fruit, roasty",3
2430,Fossa,Singapore,2019,Madagascar,"Ottange Farm, Mava Plantation, Sambirano",70%,"2- B,S","roasted nuts, citrus, creamy",3.5
2712,Fossa,Singapore,2021,Indonesia,"Burang, Popayato-Paquat microlot, Goranulo Province",72%,"2- B,S","dried fruit (fig), black licorice",3.5
2712,Fossa,Singapore,2021,Malaysia,"Semai Community, Kamping Long B, Pahang",72%,"2- B,S","dairy, cocoa, mild sour",3.5
2318,Foundry,New Zealand,2019,Papua New Guinea,"Kulkul P., Karkar Island, 2018 h., batch PK019",70%,"2- B,S","off, tropical, vegetal, rubbery",3
2322,Foundry,New Zealand,2019,Bolivia,"Alto Beni, 2017 h.",70%,"2- B,S","honey, mild floral, mild off",3
2322,Foundry,New Zealand,2019,Vanuatu,"Masidau Farm, batch VM021",70%,"2- B,S","fruit, smokey, mocha",3
2322,Foundry,New Zealand,2019,Colombia,"Tumaco, 2017 h., batch U022",70%,"2- B,S","dirty, roasty, acidic",3
2318,Foundry,New Zealand,2019,Tanzania,"Kilombero Valley, 2017 h., batch TK020",70%,"2- B,S","nutty, bland, late sour",3.25
2322,Foundry,New Zealand,2019,Ecuador,"Camino Verde, 2017 h., batch EC019",70%,"2- B,S","floral, orange, cocoa",3.75
2326,Foundry,New Zealand,2019,Peru,"Ucayali, 2017 h., batch PU024",70%,"2- B,S","fig, mild anise",3.75
915,Franceschi,Venezuela,2012,Venezuela,Sur del Lago,60%,"3- B,S,C","grits, hazelnut, rum",3.5
911,Franceschi,Venezuela,2012,Venezuela,Canoabo,70%,"3- B,S,C","nutty, dried fruit",3.75
1355,Franceschi,Venezuela,2014,Venezuela,"Choroni, batch 210414",70%,"3- B,S,C","intense, tobacco, nuts",3.5
1355,Franceschi,Venezuela,2014,Venezuela,"Ocumare, batch 210414",70%,"3- B,S,C","caramel, dairy",3.75
2044,Franceschi,Venezuela,2018,Venezuela,Rio Caribe,60%,"4- B,S,C,L","large grits, sweet",2.5
2100,Franceschi,Venezuela,2018,Venezuela,"Sur del Lago, Zulia",70%,"3- B,S,C",large grits,3
2122,Franceschi,Venezuela,2018,Venezuela,"Chuao, batch 4, Lot DH17",85%,"2- B,S","sl. dry, gritty, fruity, nuts",3
2100,Franceschi,Venezuela,2018,Venezuela,"Carenero, Miranda",70%,"3- B,S,C","dried fruit, large grits",3.25
2118,Franceschi,Venezuela,2018,Venezuela,"Cuyagua, batch 4, lot DC2.3",72%,"2- B,S",nutty,3.5
1351,Frederic Blondeel,Belgium,2014,Ghana,Ghana,60%,"4- B,S,C,L","coarse, hazelnut, peanut",3.5
1351,Frederic Blondeel,Belgium,2014,Madagascar,Madagascar,65%,"4- B,S,C,L",banana,3.5
1542,Frederic Blondeel,Belgium,2015,Vietnam,Vietnam,80%,"4- B,S,C,L","intense, bitter, off notes",3
1538,Frederic Blondeel,Belgium,2015,Costa Rica,Costa Rica,70%,"4- B,S,C,L","few grits, spicy, cocoa",3.5
1538,Frederic Blondeel,Belgium,2015,Peru,Peru Brutus,75%,"4- B,S,C,L","very coarse, intense, spice",3.5
781,French Broad,U.S.A.,2011,Peru,"Maranon Canyon, Fortunato No. 4",70%,"2- B,S","coarse,perfume,heavy roast",3.5
785,French Broad,U.S.A.,2011,Dominican Republic,La Red,65%,"2- B,S",choco covered strawberry,3.5
887,French Broad,U.S.A.,2012,Peru,"Palo Blanco w/ panela, Chulucanas, b. 120725A",81%,"2- B,S*","sandpaper, some fruit, bitter",2
883,French Broad,U.S.A.,2012,Peru,"Tumbes Coop, batch 120724M",70%,"2- B,S","fruit, cough medicine",2.5
883,French Broad,U.S.A.,2012,Peru,"Palo Blanco, Chulucanas, b. 120725A",66%,"2- B,S*","olive, rum",3.5
1042,French Broad,U.S.A.,2013,Peru,"Palo Blanco, Chulucanas",66%,"2- B,S","spice, citrus, sweet",3.5
1209,French Broad,U.S.A.,2014,Costa Rica,San Andres,80%,"2- B,S","mild bitter, roasty, red berry",3
1295,French Broad,U.S.A.,2014,Nicaragua,Matagalpa,68%,"2- B,S","sweet, tobacco",3.25
1634,French Broad,U.S.A.,2015,Guatemala,Guatemala,73%,"2- B,S","roasty, grapes, rich brownie",3.5
1940,French Broad,U.S.A.,2017,Peru,"Norandino, batch 161208",70%,"2- B,S","slight dry, citrus, grapefruit",3.5
2430,French Broad,U.S.A.,2019,India,"Animalai, batch 1063",71%,"3- B,S,C","tea, spicy, sweet",3.25
370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #204, DR, SC",80%,"3- B,S,C","slightly burnt, earthy",2.75
370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #206, DR, LC",70%,"3- B,S,C","creamy, simple, nutty",3
370,Fresco,U.S.A.,2009,Jamaica,"Jamaica, #205, DR, MC",70%,"3- B,S,C","creamy, roasty, tobacco",3.25
370,Fresco,U.S.A.,2009,Venezuela,"Carenero Superior, #203, MR, SC",65%,"3- B,S,C","complex, mild licorice, spice",3.5
636,Fresco,U.S.A.,2011,Ghana,"Ghana, #211, MR, MC",74%,"3- B,S,C","mild bitter, mild cocoa, roasty",2.75
682,Fresco,U.S.A.,2011,Madagascar,"Sambirano Valley, #214, LR, MC",74%,"3- B,S,C","woody, red fruit, sour",2.75
688,Fresco,U.S.A.,2011,Madagascar,"Sambirano Valley, #215, MR, MC",74%,"3- B,S,C","sandy, cocoa, red fruit",3
642,Fresco,U.S.A.,2011,Jamaica,"Jamaica, #209, DR, SC",70%,"3- B,S,C","grassy, brownie, astringent",3.25
682,Fresco,U.S.A.,2011,Dominican Republic,"Conacado, #213, DR, -C",72%,"3- B,S,C","spicy, cocoa",3.25
745,Fresco,U.S.A.,2011,Venezuela,"Chuao, #218, MR, MC, batch 11-020",76%,"3- B,S,C","bready, nutty, earthy,intense",3.25
642,Fresco,U.S.A.,2011,Dominican Republic,"Conacado, #212, LR, SC",72%,"3- B,S,C","red berry, some roasty notes",3.5
642,Fresco,U.S.A.,2011,Jamaica,"Jamaica, #210, DR, MC",70%,"3- B,S,C","woody, grassy, long",3.5
745,Fresco,U.S.A.,2011,Venezuela,"Chuao, #217, DR, MC, batch 11-021",70%,"3- B,S,C","tart, roasted cocoa",4
931,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #222, LR, 0C",69%,"2- B,S","sandy, smoke, red berry",3
899,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #219, LR, MC",69%,"2- B,S",mild smoke and fruit,3.5
899,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #221, DR, MC",69%,"2- B,S","smoke, fruit, sour, hammy",3.5
915,Fresco,U.S.A.,2012,Madagascar,"Sambirano Valley, #216, MR, LC",74%,"3- B,S,C","caramel, nuts, dried fruit",4
927,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #220, MR, MC",69%,"2- B,S","tart, red berry, smoke",4
1030,Fresco,U.S.A.,2013,Dominican Republic,"Conacado, #223, MR, SC, batch 13-051",72%,"3- B,S,C",mildly burnt caramel,3.25
1081,Fresco,U.S.A.,2013,Dominican Republic,"Conacado, #224, MR, MC, batch 13-061",72%,"3- B,S,C","blackberries, caramel, roasty",3.75
1117,Fresco,U.S.A.,2013,Peru,"San Martin, Bellavista Coop, #226, DR, MC",70%,"3- B,S,C",cocoa and fresh grapes,3.75
1149,Fresco,U.S.A.,2013,Peru,"Bellavista Coop, #225, LR, MC, CG Exclusive",70%,"3- B,S,C",chocolate covered banana,4
1383,Fresco,U.S.A.,2014,Peru,"Maranon, #228, MR, SC",70%,"3- B,S,C","light color, leathery flavor",3
1383,Fresco,U.S.A.,2014,Peru,"Maranon, #227, LR, MC",70%,"3- B,S,C","orange, mellow but flavorful",3.5
1383,Fresco,U.S.A.,2014,Peru,"Maranon, #229, MR, LC",70%,"3- B,S,C","fruity, floral, caramel",3.5
1387,Fresco,U.S.A.,2014,Peru,"Maranon, #230, DR, LC",70%,"3- B,S,C","slow develop, caramel, roasty",3.5
2024,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, LR, LC, batch 17-203",70%,"3- B,S,C","rich cocoa, mild, fatty",3.5
2028,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, DR, LC, batch 17-201",70%,"3- B,S,C","rich cocoa, nuts",3.5
2024,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, MR, LC, batch 17-189",70%,"3- B,S,C","long lasting, fruit, spicy",3.75
2174,Fresco,U.S.A.,2018,Venezuela,"Chuao, MR, SC, batch 18-224",72%,"3- B,S,C","roasty, mild fatty",3.25
2174,Fresco,U.S.A.,2018,Venezuela,Carupano Pintao,72%,"3- B,S,C","complex, nuts, spice, floral",3.5
2708,Fresco,U.S.A.,2021,Peru,"Lamas, Oro Verde, #280, MR 0C, batch 21-457",74%,"3- B,S,C","licorice, caramel, floral, dirty",3
2642,Fresco,U.S.A.,2021,Ghana,"ABOCFA, #260, LR-SC, batch 20-335",68%,"3- B,S,C","coconut, high astringency",3.25
2708,Fresco,U.S.A.,2021,Peru,"Lamas, Oro Verde, #282, DR MC, batch 21-451",74%,"3- B,S,C","spicey, herbal, ripe, sl. burnt",3.25
2642,Fresco,U.S.A.,2021,Ghana,"ABOCFA, #261, DR-MC, batch 21-448",68%,"3- B,S,C","fudgey, spicey, nutty",3.5
2644,Fresco,U.S.A.,2021,Nicaragua,"O'Payo Profundo, Waslala, MR-MC, #271, b. 21-431",70%,"3- B,S,C","oily, black licorice, spicey",3.5
2704,Fresco,U.S.A.,2021,Madagascar,"Sambirano V., #290, MR MC, batch 21-454",70%,"3- B,S,C","raspberry, mild sour, cocoa",3.5
2644,Fresco,U.S.A.,2021,Nicaragua,"O'Payo Profundo, Waslala, DR-LC, #271, b. 21-433",70%,"3- B,S,C","rich chocolate, late spice notes",3.75
2644,Fresco,U.S.A.,2021,Venezuela,"Chuao Village, BR-SC, batch 21-437",68%,"3- B,S,C","robust cocoa, dried cranberry",4
2000,Fresh Coast,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia",70%,"2- B,S","creamy, fragrant",3.5
2000,Fresh Coast,U.S.A.,2017,Tanzania,"Kokoa Kamili, Kilombero District",70%,"2- B,S","creamy, simple, strong choco",3.75
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Belize,Belize,70%,"2- B,S","spice, fatty, mild cocoa",3.5
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Madagascar,Madagascar,70%,"2- B,S","strong fruit, ham, deep cocoa",3.5
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Peru,Peru,70%,"2- B,S","banana, yogurt, cocoa",4
1912,Friis Holm,Denmark,2016,Nicaragua,"Rugoso, Bad Fermentation",70%,"2- B,S","vegetal, herbs, raw",3.5
1956,Friis Holm,Denmark,2017,Nicaragua,Barba,70%,"3- B,S,C","creamy, black pepper, nut",3.75
2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",60%,"3- B,S,C","sweet, metallic",3
2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 2x turned",70%,"3- B,S,C","floral, sticky",3
2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",70%,"3- B,S,C","woody, grassy, spicy",3.25
2134,Friis Holm,Denmark,2018,Nicaragua,Rugoso,70%,"3- B,S,C","high acidity, grassy",3.25
2122,Friis Holm,Denmark,2018,Nicaragua,"O'Payo, Wasalala Co-op",68%,"3- B,S,C","unique flavor, floral-spice mix",3.5
2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 3x turned",70%,"3- B,S,C","delicate, balanced",3.5
2122,Friis Holm,Denmark,2018,Nicaragua,Johe,70%,"3- B,S,C","strong cocoa, orange citrus",3.75
2126,Friis Holm,Denmark,2018,Nicaragua,Medagla,70%,"3- B,S,C","cocoa, savory",3.75
2130,Friis Holm,Denmark,2018,Nicaragua,Nicaliso,70%,"3- B,S,C","black pepper,high astringency",3.75
2126,Friis Holm,Denmark,2018,Guatemala,Indio Rojo,70%,"3- B,S,C","honey, deep cocoa",4
2130,Friis Holm,Denmark,2018,Nicaragua,"Rugoso, Bad Fermentation",70%,"3- B,S,C","banana,dairy, cocoa",4
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Johe, Xoco",70%,"3- B,S,C","fatty, leathery, earthy",3.25
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Chuno, Xoco",70%,"3- B,S,C","tobacco, woody, wild berry",3.5
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Nicaliso, Xoco",70%,"3- B,S,C","roasty, fatty, woody",3.5
895,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, triple turned, Xoco",70%,"3- B,S,C","intense olive, citrus, vegetal",3.25
899,Friis Holm (Bonnat),Denmark,2012,Honduras,"Red Mayan, Xoco",70%,"3- B,S,C","spicy, earthy",3.25
899,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, double turned, Xoco",70%,"3- B,S,C","oily, fatty, bold olive",3.25
923,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Rugoso, Xoco",70%,"3- B,S,C","oily, gritty, savory",3.75
1034,Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Barba, Xoco",70%,"3- B,S,C","oily, burnt black pepper",3.25
1034,Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Medagla, Xoco",70%,"3- B,S,C",baked bread,3.5
1259,Friis Holm (Bonnat),Denmark,2014,Nicaragua,La Dalia,70%,"3- B,S,C","mild fatty, nutty, roasty",3.5
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,60%,"3- B,S,C","oily, sweet, dairy, bland",3
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,85%,"3- B,S,C","oily, spicy, sour",3.25
781,Fruition,U.S.A.,2011,Costa Rica,Costa Rica,70%,"3- B,S,C","fatty, sweet, vanilla",3
753,Fruition,U.S.A.,2011,Costa Rica,Signature Blend,66%,"3- B,S,C","cocoa, spicy, sweet",3.25
863,Fruition,U.S.A.,2012,Peru,Peru,70%,"3- B,S,C","oily, tart, chlorine",2.5
1185,Fruition,U.S.A.,2013,Ecuador,Camino Verde,75%,"3- B,S,C","sandy,sweet, molasses,floral",3
1046,Fruition,U.S.A.,2013,Dominican Republic,La Red,70%,"3- B,S,C","dried fruit, intense",3.75
1359,Fruition,U.S.A.,2014,Peru,Maranon,76%,"3- B,S,C","acidic, undefined, brownie, off",3
1347,Fruition,U.S.A.,2014,Trinidad,Gran Couva,70%,"3- B,S,C","delicate, hebs, choco",3.75
1780,Fruition,U.S.A.,2016,Bolivia,"Wild Bolivian, Batch 2",74%,"2- B,S","oily, tropical",3.75
1780,Fruition,U.S.A.,2016,Costa Rica,"Coto Brus, Heirloom, Batch 1",74%,"2- B,S","oily, dried fruit, leather",4
2366,Fruition,U.S.A.,2019,Colombia,"Tumaco, batch 2",85%,"2- B,S","black current,bitter,astringent",3.5
2278,Fruition,U.S.A.,2019,Madagascar,"Sambirano, Akessons, batch 1",74%,"2- B,S","balanced, fruit, nut, roasty",3.75
2550,Fruition,U.S.A.,2021,Dominican Republic,"Los Bejucos, batch 1",77%,"2- B,S","sl. bitter up front, fatty, intense",3.25
2554,Fruition,U.S.A.,2021,Dominican Republic,"Hispaniola, Dom. Rep. blend, batch 50",68%,"4- B,S,C,V","dried fruit, cocoa base, fatty",3.75
2664,Fruition,U.S.A.,2021,Peru,"Ucayali, batch 1",72%,"3- B,S,C","black licorice, tangy",3.75
2174,Fu Wan,Taiwan,2018,Taiwan,"Taiwan, #1",70%,"3- B,S,C",cheesy off flavor,2.5
2190,Fu Wan,Taiwan,2018,Madagascar,Madagascar,70%,"2- B,S","grainy texture, sour, hammy",3
2202,Fu Wan,Taiwan,2018,Tanzania,Tanzania,70%,"2- B,S","accessible, sweet, sandy",3
2202,Fu Wan,Taiwan,2018,Venezuela,Chuao,70%,"3- B,S,C","dried fruit, cocoa",3.5
1367,Garden Island,U.S.A.,2014,U.S.A.,"Kaua'i Island, Alea Estate +world",85%,"3- B,S,V","gritty, ambiguous",2.5
1642,Georgia Ramon,Germany,2015,Madagascar,Akesson P.,65%,"4- B,S,C,L","sandy, sweet, candy tart",3.25
1646,Georgia Ramon,Germany,2015,Dominican Republic,Conacado Coop,70%,"4- B,S,C,L","sticky, spice, roasty, earthy",3.5
1646,Georgia Ramon,Germany,2015,Dominican Republic,Conacado Coop,80%,"4- B,S,C,L","deep cocoa, fruit, spice",3.5
1646,Georgia Ramon,Germany,2015,Madagascar,Akesson P.,75%,"4- B,S,C,L","red fruit, tart, fat, leathery",3.5
1642,Georgia Ramon,Germany,2015,Ghana,ABOCFA Coop,70%,"4- B,S,C,L",cocoa and coconut,4
2012,Georgia Ramon,Germany,2017,St. Lucia,"Rabot Estate, Island Growers",77%,"3- B,S,C","chewy, woody, rustic",3.5
2012,Georgia Ramon,Germany,2017,Venezuela,"Porcelana, La Orquidea, Santa Barbara, Zulia",75%,"3- B,S,C","fatty, creamy, roasty",3.5
2096,Georgia Ramon,Germany,2018,Guatemala,Cahabon E.,72%,"3- B,S,C","dry, grainy, spicy, roasty",2.75
2282,Georgia Ramon,Germany,2019,Venezuela,Chuao,75%,"3- B,S,C","earthy, roasty, strong vanilla",2.75
1672,Glennmade,U.S.A.,2015,Brazil,Bahia,66%,"2- B,S","mild woody, black licorice",3
1848,Glennmade,U.S.A.,2016,Belize,"Toledo District, 2015 Harvest",70%,"2- B,S","mild strawberry, cocoa",3.5
1924,Goodnow Farms,U.S.A.,2016,Mexico,"Almendra Blanca, batch 1004",77%,"3- B,S,C","sour off flavor, nutty, earthy",2.75
1924,Goodnow Farms,U.S.A.,2016,Guatemala,"Asochivite, batch 1005",77%,"3- B,S,C","sweet edge, bright fruit, sour",3.25
1924,Goodnow Farms,U.S.A.,2016,Nicaragua,"El Carmen, batch 1003",77%,"3- B,S,C","mild molasses, rich, gateway",3.25
2032,Goodnow Farms,U.S.A.,2017,Peru,"Ucayali, batch 1041",70%,"3- B,S,C","creamy, fig",3.25
2446,Goodnow Farms,U.S.A.,2019,Colombia,Boyaca,73%,"3- B,S,C","acidic, mildly burnt, metallic",2.5
2446,Goodnow Farms,U.S.A.,2019,Costa Rica,Coto Brus,73%,"3- B,S,C","floral, rubbery, woody",3
2602,Goodnow Farms,U.S.A.,2021,Ecuador,"Costa Esmeraldas, Salazar Farm",70%,"3- B,S,C","banana, cocoa, late floral",3.75
2194,Gotham,U.S.A.,2018,Belize,Maya Mtn,70%,"2- B,S","fruit, tart, rubber",2.75
2642,Gotham,U.S.A.,2021,India,"Idukki Hills, ""Adventurous""",70%,"2- B,S","sweet, dominate cocoa, spice",3
2642,Gotham,U.S.A.,2021,Bolivia,"Alto Beni, ""Wild""",70%,"2- B,S",spice/herb dominate cocoa base,3.25
2644,Gotham,U.S.A.,2021,Dominican Republic,Oko Caribe,70%,"2- B,S","sandy, sweet, earthy,deep cocoa",3.25
741,Grand Place,Vietnam,2011,Vietnam,"Ben Tre, Dong Nai",72%,"5- B,S,C,V,L","fatty, vanilla, dairy",3
