name,contact_name,contact_url,description,title,provider_name,service_name,license_name,license_url,terms_of_service
twilio.com:twilio_serverless_v1,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Serverless,twilio.com,twilio_serverless_v1,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twilio.com:twilio_studio_v1,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Studio,twilio.com,twilio_studio_v1,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twilio.com:twilio_studio_v2,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Studio,twilio.com,twilio_studio_v2,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twilio.com:twilio_supersim_v1,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Supersim,twilio.com,twilio_supersim_v1,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twilio.com:twilio_sync_v1,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Sync,twilio.com,twilio_sync_v1,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twilio.com:twilio_taskrouter_v1,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Taskrouter,twilio.com,twilio_taskrouter_v1,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twilio.com:twilio_trunking_v1,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Trunking,twilio.com,twilio_trunking_v1,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twilio.com:twilio_trusthub_v1,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Trusthub,twilio.com,twilio_trusthub_v1,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twilio.com:twilio_verify_v2,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Verify,twilio.com,twilio_verify_v2,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twilio.com:twilio_video_v1,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Video,twilio.com,twilio_video_v1,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twilio.com:twilio_voice_v1,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Voice,twilio.com,twilio_voice_v1,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twilio.com:twilio_wireless_v1,Twilio Support,https://support.twilio.com,This is the public Twilio REST API.,Twilio - Wireless,twilio.com,twilio_wireless_v1,Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0.html,https://www.twilio.com/legal/tos
twinehealth.com,NA,NA,"# Overview
The Fitbit Plus API is a RESTful API. The requests and responses are formated according to the
[JSON API](http://jsonapi.org/format/1.0/) specification.

In addition to this documentation, we also provide an
[OpenAPI](https://github.com/OAI/OpenAPI-Specification/blob/master/versions/2.0.md) ""yaml"" file describing the API:
[Fitbit Plus API Specification](swagger.yaml).

# Authentication
Authentication for the Fitbit Plus API is based on the
[OAuth 2.0 Authorization Framework](https://tools.ietf.org/html/rfc6749). Fitbit Plus currently supports grant
types of **client_credentials** and **refresh_token**.

See [POST /oauth/token](#operation/createToken) for details on the request and response formats.
<!-- ReDoc-Inject: <security-definitions> -->

## Building Integrations
We will provide customers with unique client credentials for each application/integration they build, allowing us
to enforce appropriate access controls and monitor API usage.
The client credentials will be scoped to the organization, and allow full access to all patients and related data
within that organization.

These credentials are appropriate for creating an integration that does one of the following:
 - background reporting/analysis
 - synchronizing data with another system (such as an EMR)

The API credentials and oauth flows we currently support are **not** well suited for creating a user-facing
application that allows a user (patient, coach, or admin) to login and have access to data which is appropriate to
that specific user. It is possible to build such an application, but it is not possible to use Fitbit Plus as a
federated identity provider. You would need to have a separate means of verifying a user's identity. We do not
currently support the required password-based oauth flow to make this possible.

# Paging
The Fitbit Plus API supports two different pagination strategies for GET collection endpoints.

#### Skip-based paging

Skip-based paging uses the query parameters `page[size]` and `page[number]` to specify the max number of resources returned and the page number. We default to skip-based paging if there are no page parameters. The response will include a `links` object containing links to the first, last, prev, and next pages of data.

If the contents of the collection change while you are iterating through the collection, you will see duplicate or missing documents. For example, if you are iterating through the `calender_event` resource via `GET /pub/calendar_event?sort=start_at&page[size]=50&page[number]=1`, and a new `calendar_event` is created that has a `start_at` value before the first `calendar_event`, when you fetch the next page at `GET /pub/calendar_event?sort=start_at&page[size]=50&page[number]=2`, the first entry in the second response will be a duplicate of the last entry in the first response.

#### Cursor-based paging
Cursor-based paging uses the query parameters `page[limit]` and `page[after]` to specify the max number of entries returned and identify where to begin the next page. Add `page[limit]` to the parameters to use cursor-based paging. The response will include a `links` object containing a link to the next page of data, if the next page exists.

Cursor-based paging is not subject to duplication if new resources are added to the collection. For example, if you are iterating through the `calender_event` resource via `GET /pub/calendar_event?sort=start_at&page[limit]=50`, and a new `calendar_event` is created that has a `start_at` value before the first `calendar_event`, you will not see a duplicate entry when you fetch the next page at `GET /pub/calendar_event?sort=start_at&page[limit]=50&page[after]=<cursor>`.

We encourage the use of cursor-based paging for performance reasons.

In either form of paging, you can determine whether any resources were missed by comparing the number of fetched resources against `meta.count`. Set `page[size]` or `page[limit]` to 0 to get only the count.

It is not valid to mix the two strategies.
",Fitbit Plus API,twinehealth.com,NA,NA,NA,NA
twitter.com:current,Twitter Developers,https://developer.twitter.com/,Twitter API v2 available endpoints,Twitter API v2,twitter.com,current,Twitter Developer Agreement and Policy,https://developer.twitter.com/en/developer-terms/agreement-and-policy.html,https://developer.twitter.com/en/developer-terms/agreement-and-policy.html
twitter.com:legacy,Twitter support,https://dev.twitter.com,NA,Twitter API,twitter.com,legacy,NA,NA,NA
tyk.com,NA,NA,NA,Gateway REST API,tyk.com,NA,NA,NA,NA
uebermaps.com,uebermaps API Team,NA,Enable people to store spots on public and private maps,uebermaps API endpoints,uebermaps.com,NA,NA,NA,https://uebermaps.com/terms/
unicourt.com,NA,NA,"<button><a href=""/enterpriseapi/download/UniCourt-Enterprise-API-Spec.yaml"" >Download UniCourt Enterprise APIs Specification</a></button>
",UniCourt Enterprise APIs,unicourt.com,NA,NA,NA,NA
up.com.au,API Specification and Support,https://github.com/up-banking/api,"The Up API gives you programmatic access to your balances and
transaction data. You can request past transactions or set up
webhooks to receive real-time events when new transactions hit your
account. It’s new, it’s exciting and it’s just the beginning.
",Up API,up.com.au,NA,NA,NA,NA
urlbox.io,NA,NA,A plugin that allows the user to capture screenshots of a web page from a URL or HTML using ChatGPT.,Urlbox API,urlbox.io,NA,NA,NA,NA
uscann.net,NA,NA,Api Documentation,Api Documentation,uscann.net,NA,Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0,urn:tos
uspto.gov:bdss,NA,NA,"Bulk Data Storage System (BDSS) allows the public to discover, search, and download patent and trademark data in bulk form.",Bulk Data Storage System Services,uspto.gov,bdss,NA,NA,NA
va.gov:benefits,va.gov,NA,"The Benefits Intake API allows authorized third-party systems used by Veteran Service Organizations (VSOs), agencies, and Veterans to digitally submit VA benefits claim documents directly to the Veterans Benefits Administration's (VBA) claims intake process. This API handles documents related to the following benefit claim types: 

* Compensation
* Pension/Survivors Benefits
* Education
* Fiduciary
* Insurance
* Veteran Readiness & Employment (VRE)
* Board of Veteran Appeals (BVA)

This API also provides submission status updates until documents are successfully established for VBA claim processing, eliminating the need for users to switch between systems to manually check whether documents have been successfully uploaded.

## Background 
This API provides a secure, efficient, and tracked alternative to mail or fax for VA benefit claim document submissions. Documents are uploaded directly to the VBA so they can be processed as quickly as possible.

## Technical overview
The Benefits Intake API first provides an upload location and unique submission identifier, and then accepts a payload consisting of a document in PDF format, zero or more optional attachments in PDF format, and some JSON metadata. 

The metadata describes the document and attachments, and identifies the person for whom it is being submitted. This payload is encoded as binary multipart/form-data (not base64). The unique identifier supplied with the payload can subsequently be used to request the processing status of the uploaded document package.

To avoid errors and processing delays, API consumers are encouraged to validate the `zipcode`,`fileNumber`, `veteranFirstName`, `veteranLastName` and `businessLine` fields before submission according to their description in the DocumentUploadMetadata model and use the 'businessLine' attribute for the most efficient processing. Additionally, please ensure no PDF user passwords are used in submitted PDFs. 

### Attachment & file size limits
There is no limit on the number of files a payload can contain, but size limits do apply.

* Uploaded documents cannot be larger than 21"" x 21""
* The entire payload cannot exceed 5 GB
* No single file in a payload can exceed 100 MB

### Date of receipt
The date that documents are successfully submitted through the Benefits Intake API is used as the official VA date of receipt. However, note that until a document status of `received`, `processing`, `success`, or `vbms` is returned, a client cannot consider the document received by VA. 

A status of `received` means that the document package has been transmitted, but may not be validated. Any errors with the document package, such as unreadable PDFs or a Veteran not found, will cause the status to change to `error`.

If the document status is `error`, VA has not received the submission and cannot honor the submission date as the date of receipt.

### Authentication and Authorization
API requests are authorized through a symmetric API token, provided in an HTTP header with name 'apikey'. [Request an API key.](https://developer.va.gov/apply)

### Testing in the sandbox environment
In the sandbox environment, the final status of a submission is `received` and submissions do not actually progress to the central mail repository or VBMS. 

Progress beyond the `received` status can be simulated for testing. We allow passing in a `Status-Override` header on the `/uploads/{id}` endpoint so that you can change the status of your submission to simulate the various scenarios. 

The available statuses are `pending`, `uploaded`, `received`, `processing`, `success`, `vbms`, and `error`. The meaning of the various statuses is listed below in Models under DocumentUploadStatusAttributes.

### Test data
We use mock test data in the sandbox environment. Data is not sent upstream and it is not necessary to align submitted test data with any other systems' data.
