voyage_id,ship_name,port_origin,place_of_purchase,port_arrival,year_arrival,n_slaves_arrived,captains_name
60,Feliz Americano,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,400,"Azevedo, Agostinho de"
61,Pérola do Norte,Rio de Janeiro,Mozambique,Rio de Janeiro,1818,260,"Barbosa, Joaquim Gomes"
62,Esgueira,Rio de Janeiro,Quilimane,Cabo de Buzios,1818,500,"Domingues, Jerônimo"
63,Feliz Eugênia,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,596,"Moraes, José de"
64,Reino do Brasil,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1818,385,"Teixeira, José de Souza"
65,Ligeiro,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,433,"Assis, Francisco Antônio de"
66,Conde da Barca,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1818,430,"Lopes, Francisco da Silva"
67,Grão Penedo,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,420,"Pina, Antônio de"
68,Serpente,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,414,"Santos, Manoel Pereira dos"
69,Pastora de Lima,Rio de Janeiro,Mozambique,Rio de Janeiro,1818,400,"Cunha, Eusébio José da"
70,Aurora do Cabo,Rio de Janeiro,Quilimane,Rio de Janeiro,1818,341,"Pederneira, Manoel Pereira"
71,Mariana Dáfne,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,326,"Macedo, Joaquim Teixeira de"
72,NS do Livramento Telêmaco,Rio de Janeiro,Benguela,Rio de Janeiro,1818,509,"Nunes, José Antônio"
73,Triunfo do Rio,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1818,495,"Jaques, Malaquias Lisandro"
74,Famoso Ateneu,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,344,"Fogaça, Antônio Gomes"
75,Feliz Carlota,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,187,"Cardoso, Manoel Eusébio"
76,S José Diligente,Rio de Janeiro,Quilimane,Rio de Janeiro,1818,226,"Nunes, Francisco Pereira"
77,Ana do Rio,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,317,"Oliveira, João José de"
78,Lusitânia,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,621,"Fogaça, José Joaquim"
79,Amizade,Rio de Janeiro,Luanda,Rio de Janeiro,1818,428,"Portela, Adriano"
80,S João Americano,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1818,329,"Madeira, Manoel José"
81,Saudade do Sul,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1818,259,"Rocha, João Manoel Pinto da"
82,Delfina,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1818,274,"Rozo, Manoel Fernandes"
83,Olímpia,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,368,"Blanchart, Manoel Pereira de Souza"
84,Voadora,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,424,"Santos, José Pedro dos"
85,S José Diligente Vulcano,Rio de Janeiro,Luanda,Rio de Janeiro,1818,385,"Alves, Isidoro<br/> Oliveira, José Malaquías de"
86,Maria Tomásia,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,281,"Melo, Francisco Xavier Álvares de"
87,União Feliz,Rio de Janeiro,Mozambique,Rio de Janeiro,1818,430,"Silva, Joaquim José da<br/> Caldeira, Antônio Gomes<br/> Teixeira, Jacinto Alves"
88,Emília,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,290,"Almeida, André Germano Severino de"
89,S Rosa,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1818,293,"Araújo, Tomás Raimundo Rodrigues de"
90,Príncipe Real,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,319,"Marta, Inácio Alves"
91,Amália,Rio de Janeiro,Luanda,Rio de Janeiro,1818,751,"Garcia, Francisco Correa"
92,Bonfim,Rio de Janeiro,Benguela,Rio de Janeiro,1818,540,"Batalha, Luís Antônio"
93,General Silveira,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,391,"Figueiredo, João Macário da Silva<br/> Serra, Vicente Nunes da"
94,Voador,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,365,"Pacheco, José dos Santos<br/> Viana, Pedro Jose Correa"
95,Patrocínio,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,239,"Gomes, Manoel Luís<br/> SIlva, Manoel Francisco da"
96,Maria,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1818,467,"Silva, Joaquim Henriques da"
97,Elisa,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,282,"Carvalho, Antônio Joaquim de"
98,Diligente,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,100,"Ferreira, Antônio José"
99,Luís,Rio de Janeiro,Luanda,Rio de Janeiro,1818,513,"Coelho, Jacinto Fernandes"
100,S Pedro do Sul,Rio de Janeiro,Benguela,Rio de Janeiro,1818,431,"Siqueira, João Inácio de"
101,Feliz Americano,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,290,"Azevedo, Agostinho de"
102,Ludovino,Rio de Janeiro,Congo River,Rio de Janeiro,1818,407,"Viana, José Pinto de Araújo"
103,Reino do Brasil,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,334,"Teixeira, José de Souza"
104,Ligeiro,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,324,"Assis, Francisco Antônio de"
105,Feliz Eugênia,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,479,"Moraes, José de"
106,Mercúrio,Rio de Janeiro,Benguela,Rio de Janeiro,1818,480,"Martins, Francisco José"
107,Ásia,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,328,"Martins, Diogo José<br/> Lima, Lourenço Manoel de"
108,Feliz Carlota,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1818,265,"Pereira, Albino Mariano dos Santos"
109,Esgueira,Rio de Janeiro,Mozambique,Rio de Janeiro,1818,396,"Silva, José dos Santos Almeida e"
110,Leopoldina,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,316,"Cunha, Henrique Francisco da"
111,Serpente,Rio de Janeiro,Mozambique,Rio de Janeiro,1818,293,"Cunha, Eusébio José da"
112,Maria,NA,Cap Lopez,Havana,1820,160,Benoat
113,Tellus,NA,Benguela,???,1820,177,"Botet, Juan"
114,NA,NA,"Africa., port unspecified","Martinique, port unspecified",1816,500,NA
115,NA,NA,Bonny,"Martinique, port unspecified",1816,507,NA
116,Eleonora,NA,Gabon,"Martinique, port unspecified",1816,265,"Brito, Vítor de"
117,Rôdeur,NA,Bonny,"Guadeloupe, port unspecified",1819,160,Boucher
118,NA,NA,"Africa., port unspecified",Suriname,1820,480,NA
119,Aimable Henriette,Nantes,"Africa., port unspecified",Havana,1821,246,"Bréaut, J Auguste"
120,Daphnée,"Guadeloupe, port unspecified",Gallinhas,Basse-Terre,1821,150,Allain
121,Aurore,Nantes,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Cayenne,1821,82,"Deniel, Jean Baptiste"
122,Romano,NA,"Africa., port unspecified",Matanzas,1820,454,"Antônio, D José"
123,Caroline,Bayonne,"Africa., port unspecified",Havana,1819,240,"Triarte, Felix"
124,Minerva,NA,Accra,Havana,1821,500,"Sangredo, J S"
125,Atalanta,NA,"Africa., port unspecified",Havana,1821,570,"Peoli, Juan Jorge"
126,Zéfiro,Lisbon,Malembo,Havana,1821,205,"Brito, Vítor Nobre de"
127,NS de Pilar (a) L Zaragor,NA,"Africa., port unspecified",Havana,1821,392,"Sandeli, Juan"
128,Herculina,NA,"Africa., port unspecified",Havana,1821,390,"Garay, José"
129,Esencia,NA,"Africa., port unspecified",Matanzas,1821,113,"Brown, M"
130,Merced,NA,"Africa., port unspecified",Havana,1821,306,"Trasmussas, Juan"
131,Romana,NA,"Africa., port unspecified",Havana,1821,NA,"Antônio, José"
132,Africain,Saint-Louis,Gallinhas,Havana,1820,NA,"Quoniam, B C"
133,Antonica,Matanzas,Rio Pongo,Havana,1821,NA,"Zorilla, Joaquin"
134,S José Americano,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,750,"Marques, Domingos Joaquim"
135,Golfinho,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,417,"Braga, Antônio Manoel de Azevedo<br/> Porto, Antônio Alves da Silva"
136,Aurora do Cabo,Rio de Janeiro,Mozambique,Rio de Janeiro,1822,298,"Pacheco, José Emídio Adauto<br/> Ferreira, João Antônio"
137,S Filipe Londoffe,"Bahia, port unspecified",Mozambique,Rio de Janeiro,1822,413,NA
138,Paquete do Rio,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,460,"Blanchart, Manoel Pereira de Souza"
139,Liberal,"Southeast Brazil, port unspecified",Congo River,Rio de Janeiro,1822,145,"Machado, Manoel de Souza"
140,Amazona,Rio de Janeiro,Mozambique,Rio de Janeiro,1822,422,"Silva, Manoel Lopes da<br/> Viana, Manoel Goncalves"
141,NS da Conceição Esperança,Santos,Mozambique,Rio de Janeiro,1822,265,"Carvalho, Agostinho J"
142,Pastora de Lima,Rio de Janeiro,Luanda,Rio de Janeiro,1822,407,"Oliveira, José Malaquias de"
143,Esperança,Rio de Janeiro,Benguela,Rio de Janeiro,1822,402,"Loureiro, Joaquim José da Silva"
144,Triunfo do Brasil,Rio de Janeiro,Mozambique,Rio de Janeiro,1822,401,"Carrilho, João Rodrigues"
145,NS da Guia,Rio de Janeiro,Quilimane,Rio de Janeiro,1822,436,"Silva, José Jorge da"
146,Maria Tomásia,Rio de Janeiro,Luanda,Rio de Janeiro,1822,410,"Silva, José Pinto Ribeiro da<br/> Trindade, Francisco Dias"
147,Ulisses,Rio de Janeiro,Mozambique,Rio de Janeiro,1822,418,"Viana, Pedro José Correa"
148,Trajano,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,460,"Silva, Manoel Francisco da"
149,Zéfiro,Rio de Janeiro,Quilimane,Rio de Janeiro,1822,483,"Melo, José Antônio de<br/> Costa, Domingos Luís da"
150,Mercúrio,Rio de Janeiro,Benguela,Rio de Janeiro,1822,384,"Pereira, Anacleto de Jesus"
151,Leopoldina,Rio de Janeiro,Quilimane,Rio de Janeiro,1822,448,"Menezes, Antônio Joaquim de"
152,Mariana,Rio de Janeiro,Mozambique,Rio de Janeiro,1822,380,"Domingues, Jerônimo"
153,Minerva,Rio de Janeiro,Quilimane,Rio de Janeiro,1822,475,"Souza, Antônio José de"
154,Príncipe Regente,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1822,664,"Santos, Antônio Teodoro dos"
155,Príncipe Real Duque de Bragança,"Pernambuco, port unspecified",Benguela,Rio de Janeiro,1822,NA,"Baduem, Joaquim Azevedo"
156,Vinte e Seis de Fevereiro,Rio de Janeiro,Mozambique,Rio de Janeiro,1822,455,"Branco, Paulo José"
157,NS da Boa Viagem Abismo,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1822,239,"Brito, Antônio Luís Ribeiro de<br/> Rocha, Joaquim Jose da"
158,General Sampaio,Lisbon,Luanda,Rio de Janeiro,1822,352,"Ferreira, Joaquim Francisco Xavier"
159,General Silveira,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,1822,406,"Freitas, Antônio Lourenço de<br/> Vale, João Gomes"
160,Conde dos Arcos,Rio de Janeiro,Quilimane,Rio de Janeiro,1822,425,"Luz, Antônio da"
161,Mariana Dáfne,Rio de Janeiro,Luanda,Rio de Janeiro,1822,375,"Oliveira, Sérgio Ferreira de"
162,Feliz Eugênia,Rio de Janeiro,Mozambique,Rio de Janeiro,1822,455,"Fogaça, Antônio Gomes"
163,S Antônio Destemido (a) S Amaro,Rio de Janeiro,Luanda,Rio de Janeiro,1822,519,"Silva, Jacob Leandro da"
164,Maria,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,379,"Marta, Inácio Alves<br/> Lopes, João Crisóstomo Rodrigues"
165,S Rosa,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1822,291,"Faria, Manoel de Jesus"
166,NS do Baluarte,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,1822,203,"Pinheiro, Luís José Soares"
167,S José Diligente Vulcano,Rio de Janeiro,Luanda,Rio de Janeiro,1822,362,"Costa, Silvestre Manoel Pereira da"
168,NS da Conceição e Sr dos Passos,Rio de Janeiro,Luanda,Rio de Janeiro,1822,400,"Santos, José Vitorino dos"
169,Reino do Brasil,Rio de Janeiro,Benguela,Rio de Janeiro,1822,388,"Maia, Manoel Rodrigues"
170,Grão Penedo,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,432,"Salazar, José Pereira<br/> Ferreira, João Antônio"
171,Urânia,Rio de Janeiro,Luanda,Rio de Janeiro,1822,268,"Gomes, Manoel de Souza"
172,Amália,Rio de Janeiro,Luanda,Rio de Janeiro,1822,607,"Batalha, Luís Antônio<br/> Viana, Manoel Goncalves"
173,Santana Flor de Luanda,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,533,"Lopes, Francisco da Silva"
174,Ligeiro,Rio de Janeiro,Benguela,Rio de Janeiro,1822,390,"Santos, Francisco dos"
175,S José Diligente,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,1822,428,"Branco, Antônio Rodrigues"
176,Mercantil,Rio de Janeiro,Luanda,Rio de Janeiro,1822,695,"Rodrigues, Francisco Manoel de"
177,Seis de Fevereiro,"Southeast Brazil, port unspecified","Africa., port unspecified",Rio de Janeiro,1822,466,NA
178,Flor do Brasil,Rio de Janeiro,Luanda,Rio de Janeiro,1822,572,"Costa, João Lopes da"
179,Caçador,Rio de Janeiro,Luanda,Rio de Janeiro,1822,535,"Oliveira, Francisco de Paula Neves de"
180,Tejo,Rio de Janeiro,Luanda,Rio de Janeiro,1822,376,"Sá, José Ferreira de"
181,Adamastor,Rio de Janeiro,Benguela,Rio de Janeiro,1822,524,"Seixas, Valeriano José de<br/> Vale, João Gomes"
182,Marquês de Pombal,Lisbon,Benguela,Rio de Janeiro,1822,298,"Azevedo, José Francisco de<br/> Felix, Inácio José"
183,Vitória,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1822,100,NA
184,General Rêgo,Rio de Janeiro,Luanda,Rio de Janeiro,1822,467,"Pereira, Albino Mariano dos Santos"
185,Polifemo,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,434,"Santos, Antônio Teodoro dos"
186,Trajano,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1822,407,"Melo, Francisco José de"
187,Bela Americana,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,351,"Chaves, José Joaquim<br/> Silva, José.da"
188,Golfinho,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,470,"Braga, Antônio Manoel de Azevedo<br/> Ferreira, João Antônio"
189,Paquete do Rio,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,495,"Blanchart, Manoel Pereira de Souza"
190,Esperança,Rio de Janeiro,Luanda,Rio de Janeiro,1822,561,"Loureiro, Joaquim José da Silva"
191,Esperança,Rio de Janeiro,Benguela,Rio de Janeiro,1822,425,"Pacheco, José dos Santos"
192,Imperador Feliz,Rio de Janeiro,Luanda,Rio de Janeiro,1822,541,"Pereira, Francisco Manoel"
193,Aurora do Cabo,Rio de Janeiro,Quilimane,Rio de Janeiro,1822,452,"Pacheco, José Emídio Adauto<br/> Vale, João Gomes"
194,Triunfo do Brasil,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,335,"Neves, Maximiliano José das"
195,Africano Constitucional,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,1822,590,NA
196,NS da Conceição e Sr dos Passos,Rio de Janeiro,Luanda,Rio de Janeiro,1822,418,"Santos, José Vitorino dos"
197,Pastora de Lima,Rio de Janeiro,Benguela,Rio de Janeiro,1822,460,"Oliveira, José Malaquias de"
198,Santana Flor da África,"Bahia, port unspecified","Bight of Benin, port unspecified","Bahia, port unspecified",1822,216,"Almeida, Manoel Joaquim de"
199,Sacramento,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,196,"Santos, José Martins dos"
200,Alegria dos Anjos,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,168,"Porto, Antônio Ribeiro"
201,Lusitânia,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,165,"Neto, Miguel Antônio"
202,Rosália,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,146,"Alberto, Caetano"
203,Desengano Feliz,"Southeast Brazil, port unspecified","Lagos, Onim",Rio de Janeiro,1822,390,NA
204,Bonfim,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,57,"Neves, Pascoal de Souza"
205,Vitória,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,412,"Santos, Manoel Cardoso dos"
206,Paquete da Bahia,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,355,"Cardoso, Manoel Isidoro"
207,Vigilante Guerreiro,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1822,233,"Pontes, João Antônio"
208,Paz e União,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,355,"Silva, André Pinto da"
209,Bela Astrea,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,40,"Guimarães, Manoel José da Silveira"
210,Fé,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,48,NA
211,Americana,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,45,"Ribeiro, José da Conceição"
212,Lucrécia,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1822,294,"Noronha, Manoel Joaquim de"
213,Voador,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,94,"Pereira, Manoel Joaquim"
214,Cisne,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,409,"Almeida, Manoel Gomes de"
215,Maria da Glória,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1822,381,"Teixeira, João Vicente da"
216,Toninha,"Bahia, port unspecified",Bights,Rio de Janeiro,1822,256,"Silva, Antônio José da"
217,Zéfiro,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1822,357,"Rios, Marcelino Álvares da Cruz"
218,Sacramento,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1822,185,"Veloso, José Joaquim"
219,S João e Segunda Rosália,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,160,"Sabino, João"
220,Primeira Estrela,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,170,"Rodrigues, Cosme José"
221,Vigilante,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1822,243,"Costa, João Martins da"
222,Alegria dos Anjos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1822,315,"Porto, Antônio Ribeiro<br/> Belém, João Maurício"
223,NS da Conceição,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1822,352,"Miranda, Manoel Joaquim de"
224,Afra,"Bahia, port unspecified",Ambriz,"Bahia, port unspecified",1822,182,"Neves, Pascoal de Souza"
225,Amazona,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1822,226,"Batista, Martinho José"
226,União,"Bahia, port unspecified",Popo,"Bahia, port unspecified",1822,297,"Cruz, Marcelino Álvares da<br/> Martins, Marcelino"
227,Maria da Glória,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1822,381,"Fonseca, João José da"
228,Divina Providência,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1822,173,"Coelho, João Batista"
229,Constituição,"Bahia, port unspecified","Bight of Benin, port unspecified","Bahia, port unspecified",1822,263,"Araújo, Joaquim Luís de"
230,Lusitânia,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1822,196,"Neto, Miguel Antônio"
231,Trident,"Martinique, port unspecified",Bonny,"Pernambuco, port unspecified",1823,126,"Borbascan, T"
232,Théodore,Honfleur,Bonny,Havana,1822,160,"Lecuyer, J L"
234,Trajano,Rio de Janeiro,Cabinda,Rio de Janeiro,1821,408,"Carvalho, Francisco Cândido da Silva e"
235,Caçador,Rio de Janeiro,Luanda,Rio de Janeiro,1821,549,"Vieira, Manoel"
236,Mercúrio,Rio de Janeiro,Benguela,Rio de Janeiro,1821,396,"Santos, José Joaquim dos"
237,Patrocínio,Rio de Janeiro,Cabinda,Rio de Janeiro,1821,194,"SIlva, Manoel Francisco da"
238,Tejo,Rio de Janeiro,Cabinda,Rio de Janeiro,1821,632,"Oliveira, João José de"
239,Quatro de Abril,Rio de Janeiro,Cabinda,Rio de Janeiro,1821,342,"Silva, Joaquim Rodrigues da"
240,Especulação,Rio de Janeiro,Cabinda,Rio de Janeiro,1821,511,"Silva, Manoel Pacheco da"
241,Lucônia,Rio de Janeiro,Mozambique,Rio de Janeiro,1821,241,"Costa, Desidério Manoel da"
