city,state,city_size,mode,n,percent,moe,state_abb,state_region
Sapulpa city,Oklahoma,Small,Bike,0,0,0.3,OK,South
Sarasota city,Florida,Small,Bike,465,2.1,0.8,FL,South
Saratoga city,California,Small,Bike,67,0.5,0.4,CA,West
Saratoga Springs city,New York,Small,Bike,82,0.6,0.4,NY,Northeast
Saratoga Springs city,Utah,Small,Bike,0,0,0.5,UT,West
Savage city,Minnesota,Small,Bike,27,0.2,0.2,MN,North Central
Sayreville borough,New Jersey,Small,Bike,14,0.1,0.1,NJ,Northeast
Schaumburg village,Illinois,Small,Bike,90,0.2,0.2,IL,North Central
Schenectady city,New York,Small,Bike,117,0.4,0.2,NY,Northeast
Schererville town,Indiana,Small,Bike,65,0.4,0.6,IN,North Central
Schertz city,Texas,Small,Bike,0,0,0.2,TX,South
Scranton city,Pennsylvania,Small,Bike,75,0.2,0.1,PA,Northeast
Seal Beach city,California,Small,Bike,82,0.9,0.4,CA,West
Searcy city,Arkansas,Small,Bike,26,0.3,0.3,AR,South
Seaside city,California,Small,Bike,218,1.4,0.7,CA,West
SeaTac city,Washington,Small,Bike,48,0.4,0.4,WA,West
Sebastian city,Florida,Small,Bike,15,0.2,0.3,FL,South
Sedalia city,Missouri,Small,Bike,12,0.1,0.2,MO,North Central
Seguin city,Texas,Small,Bike,71,0.7,0.5,TX,South
Selma city,Alabama,Small,Bike,0,0,0.6,AL,South
Selma city,California,Small,Bike,40,0.4,0.5,CA,West
Shaker Heights city,Ohio,Small,Bike,69,0.5,0.3,OH,North Central
Shakopee city,Minnesota,Small,Bike,32,0.2,0.2,MN,North Central
Shawnee city,Kansas,Small,Bike,54,0.2,0.1,KS,North Central
Shawnee city,Oklahoma,Small,Bike,39,0.3,0.2,OK,South
Sheboygan city,Wisconsin,Small,Bike,262,1.1,0.5,WI,North Central
Shelby city,North Carolina,Small,Bike,20,0.3,0.4,NC,South
Shelbyville city,Tennessee,Small,Bike,0,0,0.5,TN,South
Shelton city,Connecticut,Small,Bike,0,0,0.2,CT,Northeast
Sherman city,Texas,Small,Bike,35,0.2,0.2,TX,South
Sherwood city,Arkansas,Small,Bike,0,0,0.2,AR,South
Shoreline city,Washington,Small,Bike,201,0.8,0.3,WA,West
Shoreview city,Minnesota,Small,Bike,44,0.3,0.3,MN,North Central
Sidney city,Ohio,Small,Bike,0,0,0.3,OH,North Central
Sierra Vista city,Arizona,Small,Bike,101,0.5,0.4,AZ,West
Sioux City city,Iowa,Small,Bike,35,0.1,0.1,IA,North Central
Skokie village,Illinois,Small,Bike,151,0.5,0.4,IL,North Central
Slidell city,Louisiana,Small,Bike,48,0.4,0.3,LA,South
Smyrna city,Georgia,Small,Bike,0,0,0.1,GA,South
Smyrna town,Tennessee,Small,Bike,85,0.4,0.6,TN,South
Socorro city,Texas,Small,Bike,32,0.3,0.3,TX,South
Soledad city,California,Small,Bike,0,0,0.6,CA,West
Solon city,Ohio,Small,Bike,0,0,0.3,OH,North Central
Somerville city,Massachusetts,Small,Bike,2048,4.5,0.7,MA,Northeast
South El Monte city,California,Small,Bike,57,0.7,0.5,CA,West
South Elgin village,Illinois,Small,Bike,0,0,0.3,IL,North Central
South Euclid city,Ohio,Small,Bike,67,0.6,0.4,OH,North Central
South Gate city,California,Small,Bike,171,0.5,0.2,CA,West
South Holland village,Illinois,Small,Bike,0,0,0.3,IL,North Central
South Jordan city,Utah,Small,Bike,59,0.3,0.2,UT,West
South Lake Tahoe city,California,Small,Bike,348,3.3,1.3,CA,West
South Milwaukee city,Wisconsin,Small,Bike,34,0.3,0.3,WI,North Central
South Pasadena city,California,Small,Bike,110,0.8,0.8,CA,West
South Plainfield borough,New Jersey,Small,Bike,35,0.3,0.4,NJ,Northeast
South Portland city,Maine,Small,Bike,149,1.1,0.6,ME,Northeast
South Salt Lake city,Utah,Small,Bike,277,2.6,1.5,UT,West
South San Francisco city,California,Small,Bike,216,0.7,0.3,CA,West
South St. Paul city,Minnesota,Small,Bike,66,0.6,0.6,MN,North Central
Southaven city,Mississippi,Small,Bike,42,0.2,0.2,MS,South
Southfield city,Michigan,Small,Bike,12,0,0.1,MI,North Central
Southgate city,Michigan,Small,Bike,30,0.2,0.2,MI,North Central
Southlake city,Texas,Small,Bike,0,0,0.3,TX,South
Spanish Fork city,Utah,Small,Bike,35,0.3,0.3,UT,West
Sparks city,Nevada,Small,Bike,243,0.6,0.3,NV,West
Spartanburg city,South Carolina,Small,Bike,48,0.3,0.2,SC,South
Spokane Valley city,Washington,Small,Bike,248,0.6,0.3,WA,West
Spring Hill city,Tennessee,Small,Bike,11,0.1,0.1,TN,South
Spring Valley village,New York,Small,Bike,8,0.1,0.1,NY,Northeast
Springdale city,Arkansas,Small,Bike,11,0,0.1,AR,South
Springfield city,Ohio,Small,Bike,37,0.2,0.1,OH,North Central
Springfield city,Oregon,Small,Bike,574,2.2,0.6,OR,West
Springville city,Utah,Small,Bike,117,0.9,0.6,UT,West
St. Charles city,Illinois,Small,Bike,28,0.2,0.2,IL,North Central
St. Charles city,Missouri,Small,Bike,120,0.4,0.2,MO,North Central
St. Clair Shores city,Michigan,Small,Bike,38,0.1,0.1,MI,North Central
St. Cloud city,Florida,Small,Bike,98,0.6,0.5,FL,South
St. Cloud city,Minnesota,Small,Bike,337,1,0.4,MN,North Central
St. George city,Utah,Small,Bike,178,0.6,0.5,UT,West
St. Joseph city,Missouri,Small,Bike,20,0.1,0.1,MO,North Central
St. Louis Park city,Minnesota,Small,Bike,333,1.3,0.4,MN,North Central
St. Peters city,Missouri,Small,Bike,0,0,0.1,MO,North Central
Stanton city,California,Small,Bike,260,1.5,1.1,CA,West
Starkville city,Mississippi,Small,Bike,220,2.1,2.2,MS,South
State College borough,Pennsylvania,Small,Bike,637,4.2,1.3,PA,Northeast
Statesboro city,Georgia,Small,Bike,90,0.8,0.7,GA,South
Statesville city,North Carolina,Small,Bike,9,0.1,0.2,NC,South
Staunton city,Virginia,Small,Bike,58,0.5,0.4,VA,South
Stevens Point city,Wisconsin,Small,Bike,630,4.7,1.2,WI,North Central
Stillwater city,Oklahoma,Small,Bike,549,2.4,0.8,OK,South
Stockbridge city,Georgia,Small,Bike,0,0,0.4,GA,South
Stow city,Ohio,Small,Bike,10,0.1,0.1,OH,North Central
Streamwood village,Illinois,Small,Bike,48,0.2,0.2,IL,North Central
Strongsville city,Ohio,Small,Bike,0,0,0.1,OH,North Central
Suffolk city,Virginia,Small,Bike,44,0.1,0.1,VA,South
Sugar Land city,Texas,Small,Bike,99,0.3,0.3,TX,South
Suisun City city,California,Small,Bike,71,0.5,0.5,CA,West
Sulphur city,Louisiana,Small,Bike,0,0,0.4,LA,South
Summerville town,South Carolina,Small,Bike,86,0.4,0.4,SC,South
Summit city,New Jersey,Small,Bike,51,0.5,0.4,NJ,Northeast
Sumter city,South Carolina,Small,Bike,72,0.4,0.4,SC,South
Sun Prairie city,Wisconsin,Small,Bike,0,0,0.1,WI,North Central
Sunny Isles Beach city,Florida,Small,Bike,10,0.1,0.2,FL,South
Sunrise city,Florida,Small,Bike,23,0.1,0.1,FL,South
Superior city,Wisconsin,Small,Bike,124,0.9,0.7,WI,North Central
Sweetwater city,Florida,Small,Bike,0,0,0.6,FL,South
Syracuse city,Utah,Small,Bike,38,0.3,0.4,UT,West
Tamarac city,Florida,Small,Bike,77,0.3,0.2,FL,South
Tarpon Springs city,Florida,Small,Bike,56,0.6,0.7,FL,South
Taunton city,Massachusetts,Small,Bike,68,0.3,0.3,MA,Northeast
Taylor city,Michigan,Small,Bike,87,0.4,0.2,MI,North Central
Taylorsville city,Utah,Small,Bike,107,0.4,0.3,UT,West
Temple City city,California,Small,Bike,67,0.4,0.3,CA,West
Temple city,Texas,Small,Bike,80,0.3,0.2,TX,South
Temple Terrace city,Florida,Small,Bike,65,0.5,0.6,FL,South
Terre Haute city,Indiana,Small,Bike,220,0.9,0.4,IN,North Central
Texarkana city,Arkansas,Small,Bike,15,0.1,0.2,AR,South
Texarkana city,Texas,Small,Bike,59,0.4,0.7,TX,South
Texas City city,Texas,Small,Bike,48,0.3,0.3,TX,South
The Colony city,Texas,Small,Bike,0,0,0.2,TX,South
Thomasville city,North Carolina,Small,Bike,15,0.1,0.2,NC,South
Tigard city,Oregon,Small,Bike,192,0.8,0.3,OR,West
Tinley Park village,Illinois,Small,Bike,32,0.1,0.1,IL,North Central
Titusville city,Florida,Small,Bike,52,0.3,0.3,FL,South
Tooele city,Utah,Small,Bike,91,0.7,0.6,UT,West
Torrington city,Connecticut,Small,Bike,32,0.2,0.2,CT,Northeast
Tracy city,California,Small,Bike,132,0.4,0.3,CA,West
Trenton city,New Jersey,Small,Bike,343,1,0.4,NJ,Northeast
Trotwood city,Ohio,Small,Bike,0,0,0.3,OH,North Central
Troy city,Michigan,Small,Bike,88,0.2,0.1,MI,North Central
Troy city,New York,Small,Bike,29,0.1,0.1,NY,Northeast
Troy city,Ohio,Small,Bike,54,0.5,0.5,OH,North Central
Trussville city,Alabama,Small,Bike,0,0,0.4,AL,South
Tualatin city,Oregon,Small,Bike,50,0.4,0.3,OR,West
Tulare city,California,Small,Bike,30,0.1,0.1,CA,West
Tupelo city,Mississippi,Small,Bike,7,0,0.1,MS,South
Turlock city,California,Small,Bike,213,0.8,0.4,CA,West
Tuscaloosa city,Alabama,Small,Bike,250,0.7,0.4,AL,South
Tustin city,California,Small,Bike,367,1,0.6,CA,West
Twentynine Palms city,California,Small,Bike,3,0,0.1,CA,West
Twin Falls city,Idaho,Small,Bike,156,0.8,0.6,ID,West
Tyler city,Texas,Small,Bike,96,0.2,0.2,TX,South
Union City city,California,Small,Bike,69,0.2,0.2,CA,West
Union City city,Georgia,Small,Bike,0,0,0.5,GA,South
Union City city,New Jersey,Small,Bike,8,0,0.1,NJ,Northeast
University City city,Missouri,Small,Bike,209,1.2,0.6,MO,North Central
University Park city,Texas,Small,Bike,50,0.5,0.3,TX,South
University Place city,Washington,Small,Bike,0,0,0.2,WA,West
Upland city,California,Small,Bike,116,0.3,0.2,CA,West
Upper Arlington city,Ohio,Small,Bike,90,0.5,0.4,OH,North Central
Urbana city,Illinois,Small,Bike,1131,5.8,1.2,IL,North Central
Urbandale city,Iowa,Small,Bike,26,0.1,0.1,IA,North Central
Utica city,New York,Small,Bike,80,0.3,0.2,NY,Northeast
Vacaville city,California,Small,Bike,171,0.4,0.3,CA,West
Valdosta city,Georgia,Small,Bike,288,1.2,0.8,GA,South
Valley Stream village,New York,Small,Bike,0,0,0.2,NY,Northeast
Valparaiso city,Indiana,Small,Bike,198,1.4,0.8,IN,North Central
Van Buren city,Arkansas,Small,Bike,0,0,0.3,AR,South
Venice city,Florida,Small,Bike,251,4.5,1.9,FL,South
Vernon Hills village,Illinois,Small,Bike,91,0.7,0.5,IL,North Central
Vestavia Hills city,Alabama,Small,Bike,58,0.4,0.5,AL,South
Vicksburg city,Mississippi,Small,Bike,0,0,0.4,MS,South
Victoria city,Texas,Small,Bike,139,0.5,0.4,TX,South
Villa Park village,Illinois,Small,Bike,108,1,0.9,IL,North Central
Vineland city,New Jersey,Small,Bike,0,0,0.1,NJ,Northeast
Vista city,California,Small,Bike,143,0.4,0.2,CA,West
Wadsworth city,Ohio,Small,Bike,58,0.6,0.7,OH,North Central
Wake Forest town,North Carolina,Small,Bike,19,0.1,0.2,NC,South
Walker city,Michigan,Small,Bike,13,0.1,0.2,MI,North Central
Walla Walla city,Washington,Small,Bike,393,3.1,1.1,WA,West
Walnut city,California,Small,Bike,0,0,0.3,CA,West
Walnut Creek city,California,Small,Bike,249,0.8,0.3,CA,West
Waltham city,Massachusetts,Small,Bike,277,0.8,0.4,MA,Northeast
Warner Robins city,Georgia,Small,Bike,65,0.2,0.2,GA,South
Warren city,Ohio,Small,Bike,25,0.2,0.2,OH,North Central
Warwick city,Rhode Island,Small,Bike,54,0.1,0.1,RI,Northeast
Wasco city,California,Small,Bike,0,0,0.5,CA,West
Washington city,Utah,Small,Bike,10,0.1,0.3,UT,West
Watauga city,Texas,Small,Bike,0,0,0.3,TX,South
Waterloo city,Iowa,Small,Bike,68,0.2,0.2,IA,North Central
Watertown city,New York,Small,Bike,81,0.7,0.6,NY,Northeast
Watertown city,South Dakota,Small,Bike,37,0.3,0.5,SD,North Central
Watertown city,Wisconsin,Small,Bike,105,0.9,0.6,WI,North Central
Watertown Town city,Massachusetts,Small,Bike,210,1.1,0.5,MA,Northeast
Watsonville city,California,Small,Bike,194,0.9,0.5,CA,West
Waukegan city,Illinois,Small,Bike,119,0.3,0.2,IL,North Central
Waukesha city,Wisconsin,Small,Bike,176,0.5,0.3,WI,North Central
Wausau city,Wisconsin,Small,Bike,190,1,0.4,WI,North Central
Wauwatosa city,Wisconsin,Small,Bike,147,0.6,0.3,WI,North Central
Waxahachie city,Texas,Small,Bike,45,0.3,0.4,TX,South
Waynesboro city,Virginia,Small,Bike,31,0.3,0.4,VA,South
Weatherford city,Texas,Small,Bike,14,0.1,0.2,TX,South
Webster Groves city,Missouri,Small,Bike,27,0.2,0.3,MO,North Central
Wellington village,Florida,Small,Bike,50,0.2,0.2,FL,South
Wenatchee city,Washington,Small,Bike,215,1.5,0.9,WA,West
Wentzville city,Missouri,Small,Bike,0,0,0.2,MO,North Central
Weslaco city,Texas,Small,Bike,0,0,0.3,TX,South
West Allis city,Wisconsin,Small,Bike,70,0.2,0.1,WI,North Central
West Bend city,Wisconsin,Small,Bike,98,0.6,0.3,WI,North Central
West Chicago city,Illinois,Small,Bike,66,0.5,0.4,IL,North Central
West Des Moines city,Iowa,Small,Bike,31,0.1,0.1,IA,North Central
West Fargo city,North Dakota,Small,Bike,10,0.1,0.1,ND,North Central
West Haven city,Connecticut,Small,Bike,20,0.1,0.1,CT,Northeast
West Hollywood city,California,Small,Bike,117,0.5,0.4,CA,West
West Lafayette city,Indiana,Small,Bike,477,3.7,1.2,IN,North Central
West Linn city,Oregon,Small,Bike,54,0.4,0.4,OR,West
West Memphis city,Arkansas,Small,Bike,5,0.1,0.1,AR,South
West Mifflin borough,Pennsylvania,Small,Bike,0,0,0.3,PA,Northeast
West New York town,New Jersey,Small,Bike,8,0,0.1,NJ,Northeast
West Sacramento city,California,Small,Bike,241,1.2,0.6,CA,West
West Springfield Town city,Massachusett,Small,Bike,23,0.2,0.2,NA,NA
Westerville city,Ohio,Small,Bike,61,0.3,0.4,OH,North Central
Westfield city,Indiana,Small,Bike,117,0.8,0.7,IN,North Central
Westfield city,Massachusetts,Small,Bike,70,0.4,0.4,MA,Northeast
Westfield town,New Jersey,Small,Bike,44,0.3,0.3,NJ,Northeast
Westlake city,Ohio,Small,Bike,25,0.2,0.2,OH,North Central
Westland city,Michigan,Small,Bike,43,0.1,0.1,MI,North Central
Westminster city,California,Small,Bike,440,1.2,0.6,CA,West
Westmont village,Illinois,Small,Bike,38,0.3,0.3,IL,North Central
Weston city,Florida,Small,Bike,0,0,0.1,FL,South
Weymouth Town city,Massachusetts,Small,Bike,24,0.1,0.1,MA,Northeast
Wheat Ridge city,Colorado,Small,Bike,136,0.9,0.6,CO,West
Wheaton city,Illinois,Small,Bike,98,0.4,0.2,IL,North Central
Wheeling city,West Virginia,Small,Bike,17,0.1,0.2,WV,South
Wheeling village,Illinois,Small,Bike,113,0.6,0.4,IL,North Central
White Bear Lake city,Minnesota,Small,Bike,37,0.3,0.2,MN,North Central
White Plains city,New York,Small,Bike,118,0.4,0.3,NY,Northeast
Whittier city,California,Small,Bike,168,0.4,0.2,CA,West
Wildomar city,California,Small,Bike,10,0.1,0.1,CA,West
Wildwood city,Missouri,Small,Bike,2,0,0.1,MO,North Central
Wilkes-Barre city,Pennsylvania,Small,Bike,48,0.3,0.2,PA,Northeast
Williamsport city,Pennsylvania,Small,Bike,202,1.6,0.7,PA,Northeast
Willoughby city,Ohio,Small,Bike,36,0.3,0.2,OH,North Central
Wilmette village,Illinois,Small,Bike,55,0.5,0.3,IL,North Central
Wilmington city,Delaware,Small,Bike,89,0.3,0.2,DE,South
Wilson city,North Carolina,Small,Bike,53,0.3,0.2,NC,South
Wilsonville city,Oregon,Small,Bike,0,0,0.4,OR,West
Winchester city,Virginia,Small,Bike,89,0.7,0.6,VA,South
Windsor town,California,Small,Bike,22,0.2,0.2,CA,West
Winona city,Minnesota,Small,Bike,460,3.1,1,MN,North Central
Winter Garden city,Florida,Small,Bike,286,1.7,1.3,FL,South
Winter Haven city,Florida,Small,Bike,40,0.3,0.4,FL,South
Winter Park city,Florida,Small,Bike,327,2.6,2,FL,South
Winter Springs city,Florida,Small,Bike,93,0.6,0.5,FL,South
Woburn city,Massachusetts,Small,Bike,28,0.1,0.2,MA,Northeast
Woodburn city,Oregon,Small,Bike,88,0.9,0.8,OR,West
Woodbury city,Minnesota,Small,Bike,53,0.2,0.1,MN,North Central
Woodland city,California,Small,Bike,536,2.2,0.6,CA,West
Woodridge village,Illinois,Small,Bike,20,0.1,0.1,IL,North Central
Woodstock city,Georgia,Small,Bike,0,0,0.3,GA,South
Woodstock city,Illinois,Small,Bike,20,0.2,0.2,IL,North Central
Woonsocket city,Rhode Island,Small,Bike,12,0.1,0.1,RI,Northeast
Wooster city,Ohio,Small,Bike,15,0.1,0.2,OH,North Central
Wyandotte city,Michigan,Small,Bike,74,0.6,0.4,MI,North Central
Wylie city,Texas,Small,Bike,0,0,0.2,TX,South
Wyoming city,Michigan,Small,Bike,69,0.2,0.2,MI,North Central
Xenia city,Ohio,Small,Bike,43,0.4,0.4,OH,North Central
Yakima city,Washington,Small,Bike,112,0.3,0.2,WA,West
Yorba Linda city,California,Small,Bike,84,0.3,0.2,CA,West
York city,Pennsylvania,Small,Bike,178,1.1,0.7,PA,Northeast
Youngstown city,Ohio,Small,Bike,6,0,0.1,OH,North Central
Yuba City city,California,Small,Bike,71,0.3,0.2,CA,West
Yucaipa city,California,Small,Bike,41,0.2,0.2,CA,West
Yucca Valley town,California,Small,Bike,31,0.4,0.5,CA,West
Yukon city,Oklahoma,Small,Bike,53,0.5,0.5,OK,South
Yuma city,Arizona,Small,Bike,207,0.5,0.4,AZ,West
Zanesville city,Ohio,Small,Bike,0,0,0.3,OH,North Central
Zion city,Illinois,Small,Bike,17,0.2,0.2,IL,North Central
Zionsville town,Indiana,Small,Bike,14,0.1,0.2,IN,North Central
Abilene city,Texas,Medium,Bike,227,0.4,0.2,TX,South
Akron city,Ohio,Medium,Bike,159,0.2,0.1,OH,North Central
Alexandria city,Virginia,Medium,Bike,864,1,0.2,VA,South
Allentown city,Pennsylvania,Medium,Bike,186,0.4,0.2,PA,Northeast
Amarillo city,Texas,Medium,Bike,184,0.2,0.1,TX,South
Ann Arbor city,Michigan,Medium,Bike,2063,3.7,0.5,MI,North Central
Antioch city,California,Medium,Bike,115,0.3,0.2,CA,West
Arvada city,Colorado,Medium,Bike,303,0.6,0.2,CO,West
Aurora city,Illinois,Medium,Bike,327,0.4,0.2,IL,North Central
Beaumont city,Texas,Medium,Bike,119,0.2,0.1,TX,South
Bellevue city,Washington,Medium,Bike,324,0.5,0.2,WA,West
Berkeley city,California,Medium,Bike,4348,8.1,1,CA,West
Billings city,Montana,Medium,Bike,502,0.9,0.3,MT,West
Boulder city,Colorado,Medium,Bike,5507,10.5,1,CO,West
Bridgeport city,Connecticut,Medium,Bike,185,0.3,0.2,CT,Northeast
Broken Arrow city,Oklahoma,Medium,Bike,8,0,0.1,OK,South
Brownsville city,Texas,Medium,Bike,94,0.1,0.1,TX,South
Burbank city,California,Medium,Bike,593,1.1,0.4,CA,West
Cambridge city,Massachusetts,Medium,Bike,4173,7.2,0.8,MA,Northeast
Cape Coral city,Florida,Medium,Bike,271,0.4,0.2,FL,South
Carlsbad city,California,Medium,Bike,287,0.6,0.3,CA,West
Carrollton city,Texas,Medium,Bike,105,0.2,0.1,TX,South
Cary town,North Carolina,Medium,Bike,121,0.2,0.1,NC,South
Cedar Rapids city,Iowa,Medium,Bike,262,0.4,0.2,IA,North Central
Centennial city,Colorado,Medium,Bike,263,0.5,0.2,CO,West
Charleston city,South Carolina,Medium,Bike,1375,2.2,0.4,SC,South
Chattanooga city,Tennessee,Medium,Bike,356,0.5,0.2,TN,South
Clarksville city,Tennessee,Medium,Bike,75,0.1,0.1,TN,South
Clearwater city,Florida,Medium,Bike,673,1.4,0.6,FL,South
Columbia city,Missouri,Medium,Bike,777,1.4,0.4,MO,North Central
Columbia city,South Carolina,Medium,Bike,343,0.5,0.2,SC,South
Columbus city,Georgia,Medium,Bike,187,0.2,0.1,GA,South
Concord city,California,Medium,Bike,546,0.9,0.3,CA,West
Coral Springs city,Florida,Medium,Bike,218,0.4,0.2,FL,South
Corona city,California,Medium,Bike,113,0.2,0.1,CA,West
Costa Mesa city,California,Medium,Bike,1295,2.2,0.6,CA,West
Daly City city,California,Medium,Bike,113,0.2,0.1,CA,West
Davenport city,Iowa,Medium,Bike,168,0.4,0.2,IA,North Central
Dayton city,Ohio,Medium,Bike,350,0.6,0.2,OH,North Central
Denton city,Texas,Medium,Bike,731,1.3,0.4,TX,South
Downey city,California,Medium,Bike,108,0.2,0.1,CA,West
El Cajon city,California,Medium,Bike,92,0.2,0.1,CA,West
El Monte city,California,Medium,Bike,500,1.1,0.5,CA,West
Elgin city,Illinois,Medium,Bike,122,0.2,0.2,IL,North Central
Elizabeth city,New Jersey,Medium,Bike,248,0.4,0.3,NJ,Northeast
Elk Grove city,California,Medium,Bike,337,0.5,0.2,CA,West
Erie city,Pennsylvania,Medium,Bike,238,0.6,0.3,PA,Northeast
Escondido city,California,Medium,Bike,411,0.7,0.3,CA,West
Eugene city,Oregon,Medium,Bike,6066,8.7,0.9,OR,West
Evansville city,Indiana,Medium,Bike,373,0.7,0.2,IN,North Central
Everett city,Washington,Medium,Bike,250,0.5,0.2,WA,West
Fairfield city,California,Medium,Bike,105,0.2,0.1,CA,West
Fargo city,North Dakota,Medium,Bike,675,1.1,0.3,ND,North Central
Flint city,Michigan,Medium,Bike,59,0.2,0.2,MI,North Central
Fort Collins city,Colorado,Medium,Bike,5182,6.8,0.6,CO,West
Fort Lauderdale city,Florida,Medium,Bike,1149,1.5,0.3,FL,South
Frisco city,Texas,Medium,Bike,52,0.1,0.1,TX,South
Fullerton city,California,Medium,Bike,555,0.9,0.3,CA,West
Gainesville city,Florida,Medium,Bike,3623,6.5,1,FL,South
Garden Grove city,California,Medium,Bike,629,0.8,0.3,CA,West
Glendale city,California,Medium,Bike,472,0.5,0.2,CA,West
Grand Prairie city,Texas,Medium,Bike,60,0.1,0.1,TX,South
Grand Rapids city,Michigan,Medium,Bike,732,0.9,0.3,MI,North Central
Green Bay city,Wisconsin,Medium,Bike,313,0.6,0.2,WI,North Central
Gresham city,Oregon,Medium,Bike,215,0.5,0.3,OR,West
Hampton city,Virginia,Medium,Bike,91,0.1,0.1,VA,South
Hartford city,Connecticut,Medium,Bike,364,0.8,0.5,CT,Northeast
Hayward city,California,Medium,Bike,187,0.3,0.2,CA,West
High Point city,North Carolina,Medium,Bike,75,0.2,0.1,NC,South
Hollywood city,Florida,Medium,Bike,742,1.1,0.5,FL,South
Huntington Beach city,California,Medium,Bike,1253,1.3,0.3,CA,West
Huntsville city,Alabama,Medium,Bike,103,0.1,0.1,AL,South
Independence city,Missouri,Medium,Bike,49,0.1,0.1,MO,North Central
Inglewood city,California,Medium,Bike,280,0.6,0.3,CA,West
Jackson city,Mississippi,Medium,Bike,70,0.1,0.1,MS,South
Joliet city,Illinois,Medium,Bike,81,0.1,0.1,IL,North Central
Kansas City city,Kansas,Medium,Bike,76,0.1,0.1,KS,North Central
Kenosha city,Wisconsin,Medium,Bike,158,0.4,0.2,WI,North Central
Kent city,Washington,Medium,Bike,61,0.1,0.1,WA,West
Killeen city,Texas,Medium,Bike,134,0.2,0.2,TX,South
Knoxville city,Tennessee,Medium,Bike,440,0.5,0.2,TN,South
Lafayette city,Louisiana,Medium,Bike,513,0.9,0.3,LA,South
Lakewood city,Colorado,Medium,Bike,546,0.8,0.3,CO,West
Lancaster city,California,Medium,Bike,74,0.1,0.1,CA,West
Lansing city,Michigan,Medium,Bike,668,1.3,0.4,MI,North Central
Las Cruces city,New Mexico,Medium,Bike,602,1.4,0.6,NM,West
Little Rock city,Arkansas,Medium,Bike,60,0.1,0.1,AR,South
Lowell city,Massachusetts,Medium,Bike,142,0.3,0.2,MA,Northeast
Manchester city,New Hampshire,Medium,Bike,102,0.2,0.1,NH,Northeast
McAllen city,Texas,Medium,Bike,32,0.1,0.1,TX,South
McKinney city,Texas,Medium,Bike,74,0.1,0.1,TX,South
Mesquite city,Texas,Medium,Bike,94,0.1,0.1,TX,South
Miami Gardens city,Florida,Medium,Bike,78,0.2,0.1,FL,South
Midland city,Texas,Medium,Bike,98,0.2,0.1,TX,South
Miramar city,Florida,Medium,Bike,127,0.2,0.1,FL,South
