category,logo,production,type,title,distributor,producer,year,page,page_id
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/the-americans-v2-600x600.png?itok=I1IYw4tg,"Stephen Schiff, Executive Producer",Nominee,The Americans,FX Networks,Fox 21 Television Studios and FX Productions,2018,237,2
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/the-americans-v2-600x600.png?itok=I1IYw4tg,"Mary Rae Thewlis, Executive Producer",Nominee,The Americans,FX Networks,Fox 21 Television Studios and FX Productions,2018,237,2
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/the-americans-v2-600x600.png?itok=I1IYw4tg,"Tracey Scott Wilson, Co-Executive Producer",Nominee,The Americans,FX Networks,Fox 21 Television Studios and FX Productions,2018,237,2
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/the-americans-v2-600x600.png?itok=I1IYw4tg,"Peter Ackerman, Co-Executive Producer",Nominee,The Americans,FX Networks,Fox 21 Television Studios and FX Productions,2018,237,2
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/the-americans-v2-600x600.png?itok=I1IYw4tg,"Joshua Brand, Consulting Producer",Nominee,The Americans,FX Networks,Fox 21 Television Studios and FX Productions,2018,237,2
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Peter Morgan, Executive Producer",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television,2018,237,3
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Stephen Daldry, Executive Producer",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television,2018,237,3
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Andy Harries, Executive Producer",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television,2018,237,3
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Philip Martin, Executive Producer",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television,2018,237,3
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Suzanne Mackie, Executive Producer",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television,2018,237,3
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Matthew Byam Shaw, Executive Producer",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television,2018,237,3
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Robert Fox, Executive Producer",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television,2018,237,3
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Andy Stebbing, Producer",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television,2018,237,3
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-crown-2021-600x600.jpg?itok=4PuSCCdx,"Martin Harrison, Producer",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television,2018,237,3
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"David Benioff, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"D.B. Weiss, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Carolyn Strauss, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Frank Doelger, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Bernadette Caulfield, Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"George R.R. Martin, Co-Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Guymon Casady, Co-Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Vince Gerardis, Co-Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Bryan Cogman, Co-Executive Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Chris Newman, Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Lisa McAtackney, Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/2013/08/GAME-of-THRONES-w0717_0.jpg?itok=QlP6vE7v,"Greg Spence, Producer",Winner,Game Of Thrones,HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",2018,237,4
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Bruce Miller, Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Warren Littlefield, Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Elisabeth Moss, Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Daniel Wilson, Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Fran Sears, Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Mike Barker, Co-Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Sheila Hockin, Co-Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Eric Tuchman, Co-Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Kira Snyder, Co-Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Yahlin Chang, Co-Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Frank Siracusa, Co-Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"John Weber, Co-Executive Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Dorothy Fortenberry, Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Joseph Boccia, Produced by",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Margaret Atwood, Consulting Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-the-handmaids-tale-2021-600x600.jpg?itok=AD3bTghp,"Ron Milbauer, Consulting Producer",Nominee,The Handmaid's Tale,Hulu,"MGM, Hulu, The Littlefield Company, White Oak Pictures, Daniel Wilson Productions",2018,237,5
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/stranger-things-600x600.jpg?itok=dl_G8r6T,"Iain Paterson, Executive Producer",Nominee,Stranger Things,Netflix,A Netflix Original Production,2018,237,6
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/stranger-things-600x600.jpg?itok=dl_G8r6T,"Shawn Levy, Executive Producer",Nominee,Stranger Things,Netflix,A Netflix Original Production,2018,237,6
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/stranger-things-600x600.jpg?itok=dl_G8r6T,"Dan Cohen, Executive Producer",Nominee,Stranger Things,Netflix,A Netflix Original Production,2018,237,6
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/stranger-things-600x600.jpg?itok=dl_G8r6T,"The Duffer Brothers, Executive Producers",Nominee,Stranger Things,Netflix,A Netflix Original Production,2018,237,6
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/stranger-things-600x600.jpg?itok=dl_G8r6T,"Rand Geiger, Producer",Nominee,Stranger Things,Netflix,A Netflix Original Production,2018,237,6
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/stranger-things-600x600.jpg?itok=dl_G8r6T,"Justin Doble, Producer",Nominee,Stranger Things,Netflix,A Netflix Original Production,2018,237,6
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"Dan Fogelman, Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"Jess Rosenthal, Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"Isaac Aptaker, Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"Elizabeth Berger, Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"John Requa, Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"Glenn Ficarra, Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"Ken Olin, Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"Charles Gogolak, Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"KJ Steinberg, Co-Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"Steve Beers, Co-Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"Don Roos, Co-Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
Outstanding Drama Series - 2018,https://www.emmys.com/sites/default/files/styles/show_search/public/logos/logo-this-is-us-2021-600x600.jpg?itok=K0si05ws,"Tyler Bensinger, Co-Executive Producer",Nominee,This Is Us,NBC,20th Century Fox Television,2018,237,7
