prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1/3,356,Individual,John Franklin Enders,1897-02-10,"West Hartford, CT",United States of America,Male,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",United States of America,1985-09-08,"Waterford, CT",United States of America
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1/3,357,Individual,Thomas Huckle Weller,1915-06-15,"Ann Arbor, MI",United States of America,Male,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",United States of America,2008-08-23,"Needham, MA",United States of America
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1/3,358,Individual,Frederick Chapman Robbins,1916-08-25,"Auburn, AL",United States of America,Male,Western Reserve University,"Cleveland, OH",United States of America,2003-08-04,"Cleveland, OH",United States of America
1954,Peace,The Nobel Peace Prize 1954,NA,1/1,515,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,Physics,The Nobel Prize in Physics 1954,"""for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction""",1/2,61,Individual,Max Born,1882-12-11,Breslau (Wroclaw),Germany (Poland),Male,Edinburgh University,Edinburgh,United Kingdom,1970-01-05,Göttingen,West Germany (Germany)
1954,Physics,The Nobel Prize in Physics 1954,"""for the coincidence method and his discoveries made therewith""",1/2,62,Individual,Walther Bothe,1891-01-08,Oranienburg,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany,1957-02-08,Heidelberg,West Germany (Germany)
1954,Physics,The Nobel Prize in Physics 1954,"""for the coincidence method and his discoveries made therewith""",1/2,62,Individual,Walther Bothe,1891-01-08,Oranienburg,Germany,Male,Max-Planck-Institut für medizinische Forschung,Heidelberg,Federal Republic of Germany,1957-02-08,Heidelberg,West Germany (Germany)
1955,Chemistry,The Nobel Prize in Chemistry 1955,"""for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone""",1/1,218,Individual,Vincent du Vigneaud,1901-05-18,"Chicago, IL",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,1978-12-11,"White Plains, NY",United States of America
1955,Literature,The Nobel Prize in Literature 1955,"""for his vivid epic power which has renewed the great narrative art of Iceland""",1/1,626,Individual,Halldór Kiljan Laxness,1902-04-23,Reykjavik,Iceland,Male,NA,NA,NA,1998-02-08,Reykjavik,Iceland
1955,Medicine,The Nobel Prize in Physiology or Medicine 1955,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",1/1,359,Individual,Axel Hugo Theodor Theorell,1903-07-06,Linköping,Sweden,Male,"Karolinska Institutet, Nobel Medical Institute",Stockholm,Sweden,1982-08-15,Stockholm,Sweden
1955,Physics,The Nobel Prize in Physics 1955,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",1/2,63,Individual,Willis Eugene Lamb,1913-07-12,"Los Angeles, CA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,2008-05-15,"Tucson, AZ",United States of America
1955,Physics,The Nobel Prize in Physics 1955,"""for his precision determination of the magnetic moment of the electron""",1/2,64,Individual,Polykarp Kusch,1911-01-26,Blankenburg,Germany,Male,Columbia University,"New York, NY",United States of America,1993-03-20,"Dallas, TX",United States of America
1956,Chemistry,The Nobel Prize in Chemistry 1956,"""for their researches into the mechanism of chemical reactions""",1/2,219,Individual,Sir Cyril Norman Hinshelwood,1897-05-19,London,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1967-10-09,London,United Kingdom
1956,Chemistry,The Nobel Prize in Chemistry 1956,"""for their researches into the mechanism of chemical reactions""",1/2,220,Individual,Nikolay Nikolaevich Semenov,1896-04-03,Saratov,Russia,Male,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,Union of Soviet Socialist Republics,1986-09-25,Moscow,Union of Soviet Socialist Republics
1956,Literature,The Nobel Prize in Literature 1956,"""for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity""",1/1,627,Individual,Juan Ramón Jiménez,1881-12-24,Moguer,Spain,Male,NA,NA,NA,1958-05-29,San Juan,Puerto Rico
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1/3,360,Individual,André Frédéric Cournand,1895-09-24,Paris,France,Male,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","New York, NY",United States of America,1988-02-19,"Great Barrington, MA",United States of America
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1/3,361,Individual,Werner Forssmann,1904-08-29,Berlin,Germany,Male,Mainz University,Mainz,Federal Republic of Germany,1979-06-01,Schopfheim,West Germany (Germany)
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1/3,361,Individual,Werner Forssmann,1904-08-29,Berlin,Germany,Male,NA,Bad Kreuznach,Federal Republic of Germany,1979-06-01,Schopfheim,West Germany (Germany)
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1/3,362,Individual,Dickinson W. Richards,1895-10-30,"Orange, NJ",United States of America,Male,Columbia University,"New York, NY",United States of America,1973-02-23,"Lakeville, CT",United States of America
1956,Physics,The Nobel Prize in Physics 1956,"""for their researches on semiconductors and their discovery of the transistor effect""",1/3,65,Individual,William Bradford Shockley,1910-02-13,London,United Kingdom,Male,"Semiconductor Laboratory of Beckman Instruments, Inc.","Mountain View, CA",United States of America,1989-08-12,"Palo Alto, CA",United States of America
1956,Physics,The Nobel Prize in Physics 1956,"""for their researches on semiconductors and their discovery of the transistor effect""",1/3,66,Individual,John Bardeen,1908-05-23,"Madison, WI",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,1991-01-30,"Boston, MA",United States of America
1956,Physics,The Nobel Prize in Physics 1956,"""for their researches on semiconductors and their discovery of the transistor effect""",1/3,67,Individual,Walter Houser Brattain,1902-02-10,Amoy,China,Male,Bell Telephone Laboratories,"Murray Hill, NJ",United States of America,1987-10-13,"Seattle, WA",United States of America
1957,Chemistry,The Nobel Prize in Chemistry 1957,"""for his work on nucleotides and nucleotide co-enzymes""",1/1,221,Individual,Lord (Alexander R.) Todd,1907-10-02,Glasgow,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,1997-01-10,Cambridge,United Kingdom
1957,Literature,The Nobel Prize in Literature 1957,"""for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",1/1,628,Individual,Albert Camus,1913-11-07,Mondovi,French Algeria (Algeria),Male,NA,NA,NA,1960-01-04,Sens,France
1957,Medicine,The Nobel Prize in Physiology or Medicine 1957,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles""",1/1,363,Individual,Daniel Bovet,1907-03-23,Neuchâtel,Switzerland,Male,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy,1992-04-08,Rome,Italy
1957,Peace,The Nobel Peace Prize 1957,NA,1/1,516,Individual,Lester Bowles Pearson,1897-04-23,Toronto,Canada,Male,NA,NA,NA,1972-12-27,Ottawa,Canada
1957,Physics,The Nobel Prize in Physics 1957,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",1/2,68,Individual,Chen Ning Yang,1922-09-22,"Hofei, Anhwei",China,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,NA,NA,NA
1957,Physics,The Nobel Prize in Physics 1957,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",1/2,69,Individual,Tsung-Dao (T.D.) Lee,1926-11-24,Shanghai,China,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA
1958,Chemistry,The Nobel Prize in Chemistry 1958,"""for his work on the structure of proteins, especially that of insulin""",1/1,222,Individual,Frederick Sanger,1918-08-13,Rendcombe,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,2013-11-19,Cambridge,United Kingdom
1958,Literature,The Nobel Prize in Literature 1958,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",1/1,629,Individual,Boris Leonidovich Pasternak,1890-02-10,Moscow,Russia,Male,NA,NA,NA,1960-05-30,Peredelkino,Russia
1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,"""for their discovery that genes act by regulating definite chemical events""",1/4,364,Individual,George Wells Beadle,1903-10-22,"Wahoo, NE",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1989-06-09,"Pomona, CA",United States of America
1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,"""for their discovery that genes act by regulating definite chemical events""",1/4,365,Individual,Edward Lawrie Tatum,1909-12-14,"Boulder, CO",United States of America,Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America,1975-11-05,"New York, NY",United States of America
1958,Medicine,The Nobel Prize in Physiology or Medicine 1958,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",1/2,366,Individual,Joshua Lederberg,1925-05-23,"Montclair, NJ",United States of America,Male,University of Wisconsin,"Madison, WI",United States of America,2008-02-02,"New York, NY",United States of America
1958,Peace,The Nobel Peace Prize 1958,NA,1/1,517,Individual,Georges Pire,1910-02-10,Dinant,Belgium,Male,NA,NA,NA,1969-01-30,Leuven,Belgium
1958,Physics,The Nobel Prize in Physics 1958,"""for the discovery and the interpretation of the Cherenkov effect""",1/3,70,Individual,Pavel Alekseyevich Cherenkov,1904-07-28,Novaya Chigla,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics,1990-01-06,NA,Union of Soviet Socialist Republics
1958,Physics,The Nobel Prize in Physics 1958,"""for the discovery and the interpretation of the Cherenkov effect""",1/3,71,Individual,Igor Yevgenyevich Tamm,1895-07-08,Vladivostok,Russia,Male,University of Moscow,Moscow,Union of Soviet Socialist Republics,1971-04-12,Moscow,Union of Soviet Socialist Republics (Russia)
1958,Physics,The Nobel Prize in Physics 1958,"""for the discovery and the interpretation of the Cherenkov effect""",1/3,71,Individual,Igor Yevgenyevich Tamm,1895-07-08,Vladivostok,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics,1971-04-12,Moscow,Union of Soviet Socialist Republics (Russia)
1958,Physics,The Nobel Prize in Physics 1958,"""for the discovery and the interpretation of the Cherenkov effect""",1/3,721,Individual,Il´ja Mikhailovich Frank,1908-10-23,Leningrad (Saint Petersburg),Russia,Male,University of Moscow,Moscow,Union of Soviet Socialist Republics,1990-06-22,Moscow,Union of Soviet Socialist Republics (Russia)
1958,Physics,The Nobel Prize in Physics 1958,"""for the discovery and the interpretation of the Cherenkov effect""",1/3,721,Individual,Il´ja Mikhailovich Frank,1908-10-23,Leningrad (Saint Petersburg),Russia,Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics,1990-06-22,Moscow,Union of Soviet Socialist Republics (Russia)
1959,Chemistry,The Nobel Prize in Chemistry 1959,"""for his discovery and development of the polarographic methods of analysis""",1/1,223,Individual,Jaroslav Heyrovsky,1890-12-20,Prague,Austria-Hungary (Czech Republic),Male,Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia,1967-03-27,Prague,Czechoslovakia
1959,Literature,The Nobel Prize in Literature 1959,"""for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times""",1/1,630,Individual,Salvatore Quasimodo,1901-08-20,Modica,Italy,Male,NA,NA,NA,1968-06-14,Naples,Italy
1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1/2,367,Individual,Severo Ochoa,1905-09-24,Luarca,Spain,Male,"New York University, College of Medicine","New York, NY",United States of America,1993-11-01,Madrid,Spain
1959,Medicine,The Nobel Prize in Physiology or Medicine 1959,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1/2,368,Individual,Arthur Kornberg,1918-03-03,"Brooklyn, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,2007-10-26,"Stanford, CA",United States of America
1959,Peace,The Nobel Peace Prize 1959,NA,1/1,518,Individual,Philip J. Noel-Baker,1889-11-01,London,United Kingdom,Male,NA,NA,NA,1982-10-08,London,United Kingdom
1959,Physics,The Nobel Prize in Physics 1959,"""for their discovery of the antiproton""",1/2,72,Individual,Emilio Gino Segrè,1905-02-01,Tivoli,Italy,Male,University of California,"Berkeley, CA",United States of America,1989-04-22,"Lafayette, CA",United States of America
