license_issue_date,license_number,animals_name,species,primary_breed,secondary_breed,zip_code
June 22 2018,349454,Lulu,Dog,"Terrier, West Highland White",NA,98105
January 23 2018,S107136,Dibbs,Cat,Domestic Longhair,NA,98103
June 12 2018,S144667,Brownie,Dog,"Poodle, Miniature","Retriever, Labrador",98115
April 26 2018,S143263,Stanley,Dog,"Vizsla, Smooth Haired",NA,98117
June 20 2018,S144931,Luna,Dog,Catahoula Leopard dog,Mix,98116
February 09 2017,76442,Kiki,Dog,"Retriever, Labrador",Australian Cattle Dog,98133
October 13 2016,80152,Parker,Dog,Australian Shepherd,NA,98105
July 22 2018,426797,Daisy,Dog,"Terrier, Yorkshire",NA,98105
June 20 2018,S142200,Charlie,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",98118
February 17 2017,21042,Chimay,Dog,"Terrier, Australian",NA,98116
February 27 2018,S141023,Roxy,Dog,"Retriever, Golden","Setter, Irish",98106
March 09 2018,S141162,Chloe,Dog,Havanese,NA,98133
June 25 2018,S121606,Tyler,Dog,Bulldog,NA,98133
July 24 2017,S109636,Archie,Dog,"Chihuahua, Short Coat",Italian Greyhound,98103
February 20 2018,S112494,Cali,Dog,Havanese,NA,98118
July 05 2017,26737,Louie,Dog,"Pointer, German Wirehaired",NA,98119
November 07 2017,899155,Kloee,Dog,"Retriever, Labrador",NA,98117
August 13 2018,S115887,Moxie,Dog,"Spaniel, Cavalier King Charles",Mix,98122
December 14 2017,962057,Maui,Dog,Shih Tzu,"Poodle, Miniature",98115
July 06 2017,S131086,Levi,Dog,Norwegian Elkhound,NA,98119
May 30 2017,359909,Pink,Dog,"Terrier, Yorkshire",NA,98112
August 29 2017,S135041,Ava,Dog,"Retriever, Golden","Poodle, Miniature",98107
November 16 2015,29872,Chance,Dog,"Poodle, Miniature","Spaniel, Cavalier King Charles",98103
May 13 2017,276874,Patsy,Cat,Domestic Shorthair,NA,98115
November 16 2017,S107108,Sophie,Dog,"Retriever, Labrador","Poodle, Standard",98117
June 11 2018,S144608,Yeti,Dog,Pomeranian,NA,98122
January 04 2017,S126196,Alfie,Dog,Coton de Tulear,NA,98115
June 07 2017,212887,Murdock,Dog,"Terrier, Norwich",NA,98146
October 13 2018,8001815,Roudy,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98126
September 09 2018,733108,Shida,Cat,Domestic Shorthair,NA,98102
October 18 2016,83983,Mayling,Dog,Pomeranian,NA,98122
July 03 2018,354302,Sam,Dog,"Retriever, Labrador",NA,98178
August 31 2018,8000510,Maximillian,Dog,"Terrier, Scottish",NA,98133
April 21 2017,S126662,Spooky,Cat,Siamese,Mix,98115
January 26 2018,S140021,Golden,Dog,Terrier,NA,98109
October 05 2018,727923,Tasha,Dog,Shih Tzu,NA,98126
August 30 2018,584442,Fina,Cat,Domestic Shorthair,Mix,98102
March 22 2018,S104533,Uly,Dog,"Poodle, Toy",Maltese,98112
September 06 2018,S146909,Roscoe,Dog,"Retriever, Golden",NA,98199
November 22 2017,S138096,Dooie,Dog,Australian Cattle Dog,Mix,98105
May 22 2018,S134573,Melvin,Cat,Domestic Shorthair,Mix,98199
May 11 2017,434484,Mayo,Cat,Domestic Medium Hair,NA,98112
April 07 2017,S102533,Finn Tarbet Antolin,Dog,"Poodle, Miniature","Retriever, Labrador",98122
September 11 2018,S131806,Tucker,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98119
January 19 2018,S128832,Patience,Dog,Boxer,Mix,98118
October 06 2018,831619,Lola,Dog,Pomeranian,NA,98115
September 23 2018,S146483,Aliyah,Cat,Domestic Medium Hair,Mix,98122
September 04 2018,721991,Olivia,Dog,Shih Tzu,Mix,98126
July 02 2018,278308,Angus,Dog,"Dachshund, Miniature Smooth Haired",NA,98118
March 30 2018,203186,Punkin,Cat,Domestic Shorthair,NA,98118
May 18 2017,S131177,Darwin,Cat,American Shorthair,NA,98107
August 07 2018,433823,Sasha,Cat,Domestic Longhair,NA,98107
January 29 2018,S106835,Bava,Cat,American Shorthair,NA,98199
April 20 2018,215566,Katrina,Cat,Domestic Shorthair,NA,98116
September 10 2018,S115139,Walter,Dog,Boxer,Beagle,98122
May 29 2018,141068,Falcon,Dog,German Shepherd,Australian Shepherd,98117
December 30 2015,24601,Diego,Dog,Xoloitzcuintli,NA,98107
February 17 2017,S120928,Murphy,Dog,"Terrier, Yorkshire",Maltese,98117
April 09 2018,S142330,Betty White,Dog,"Bulldog, English",NA,98107
September 05 2017,573981,Nantucket,Cat,Domestic Shorthair,NA,98125
August 02 2018,442577,Caramel,Dog,"Terrier, American Pit Bull",NA,98118
December 13 2016,960161,Jin,Dog,Great Dane,NA,98136
December 03 2016,360086,Tootsie,Dog,"Poodle, Miniature",Maltese,98115
June 13 2018,S144811,Raphael,Dog,"Terrier, Jack Russell",Mix,98118
July 14 2017,434637,Nibs,Cat,Domestic Shorthair,NA,98136
September 22 2018,8001181,Speck,Dog,Catahoula Leopard dog,Mix,98103
September 26 2017,S108283,Trasker Bligh,Dog,Australian Shepherd,Border Collie,98106
February 09 2018,S139754,Jasper,Dog,"Retriever, Labrador","Poodle, Standard",98119
April 04 2017,S129415,Tallulah,Cat,Mix,NA,98103
January 16 2018,22132,Lulu,Cat,Domestic Medium Hair,NA,98117
July 05 2018,349159,NA,Cat,Bengal,Mix,98125
February 20 2018,S140778,Mushu,Cat,Domestic Longhair,NA,98109
September 23 2018,8001197,Beetle,Cat,Domestic Shorthair,NA,98106
July 07 2018,443507,Buddy,Dog,Pug,"Chihuahua, Short Coat",98133
November 07 2017,902538,Ruby Dee,Dog,"Retriever, Labrador",NA,98103
July 11 2017,441529,Chester Chesebro,Dog,Basenji,NA,98118
April 10 2018,212059,Holly,Dog,"Retriever, Labrador",NA,98144
January 16 2018,S139630,Otto,Dog,American Eskimo,NA,98122
September 17 2018,S132585,Logan,Dog,Rhodesian Ridgeback,"Retriever, Labrador",98106
January 17 2017,S117808,Asimov,Dog,"Dachshund, Standard Smooth Haired","Chihuahua, Long Coat",98125
October 10 2017,S105735,Gracie,Dog,"Poodle, Standard","Retriever, Labrador",98103
October 10 2017,830478,Jessie,Dog,"Retriever, Golden",NA,98177
January 26 2017,S127333,Nazy,Dog,"Retriever, Golden",NA,98133
February 03 2017,S126260,Daisy,Dog,Beagle,Mix,98125
February 13 2018,79442,Chloe,Dog,"Spaniel, Welsh Springer",NA,NA
August 01 2018,S147350,Cheddar,Dog,"Retriever, Labrador",NA,98107
June 12 2018,S144676,Hurley,Dog,"Retriever, Labrador",Mix,98115
September 08 2018,434127,Cat,Cat,Domestic Shorthair,NA,98118
March 08 2017,S128665,Jack,Dog,Australian Cattle Dog,NA,98115
March 07 2018,127941,IceMan,Cat,Domestic Shorthair,NA,98105
December 20 2016,964607,Gremy,Dog,"Chihuahua, Short Coat",Terrier,98101
February 28 2018,444933,Lucy,Dog,"Terrier, Jack Russell","Chihuahua, Short Coat",98103
October 17 2018,8001958,Sophie,Dog,Portuguese Water Dog,NA,98116
July 23 2018,586774,Chutney,Cat,Domestic Shorthair,NA,98177
August 04 2017,581147,Henry,Dog,"Terrier, Rat","Chihuahua, Short Coat",98105
July 03 2018,S145411,Huckleberry,Dog,"Australian Shepherd, Miniature",NA,98146
February 09 2017,S119230,Bramble,Cat,Domestic Medium Hair,Mix,98105
December 19 2017,S138964,Olive McCluskey,Dog,Dalmatian,Mix,98126
February 20 2018,82083,River,Dog,Newfoundland,"Retriever, Labrador",98115
September 15 2018,S146472,Bob,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98125
July 24 2018,444108,Fiona,Cat,Domestic Medium Hair,Maine Coon,98117
October 18 2016,79023,Marley,Dog,Xoloitzcuintli,NA,98108
September 05 2018,S102576,Westley,Dog,Border Collie,Australian Shepherd,98136
January 16 2018,27081,Pete,Dog,Hound,Great Dane,98144
May 25 2018,S143866,Cailleach,Cat,Domestic Longhair,Mix,98107
October 09 2018,S102796,Griz,Dog,"Retriever, Labrador",NA,98105
April 19 2017,213397,Farley,Dog,"Poodle, Miniature",NA,98115
August 15 2017,S134202,Darwin,Cat,Domestic Shorthair,Mix,98117
November 09 2017,S138138,Axel,Dog,"Terrier, Cairn",NA,98122
August 09 2017,S102829,Tillie,Dog,"Dachshund, Standard Smooth Haired",Terrier,98103
April 13 2018,S133495,Stubbs,Dog,"Welsh Corgi, Pembroke",NA,98118
May 15 2018,138300,Ike,Dog,"Retriever, Labrador",Australian Cattle Dog,98199
May 08 2018,S143537,Sierra,Cat,Russian Blue,Domestic Longhair,98102
November 15 2017,S138240,Midnight,Cat,Domestic Shorthair,NA,98103
February 13 2018,S140586,Caddie,Dog,"Setter, English",NA,98118
September 13 2017,733441,Faith,Dog,Whippet,"Collie, Rough",98103
February 21 2018,S113856,Rocco,Dog,"Bulldog, French",Pug,98115
March 16 2017,S128277,Cassie,Dog,"Terrier, American Pit Bull",Mix,98103
April 28 2017,S130139,Mr Bingley,Dog,"Spaniel, English Cocker",Mix,98199
July 08 2018,S144989,Clou,Cat,Domestic Shorthair,NA,98109
January 16 2018,S110281,Arbor,Cat,Domestic Shorthair,Mix,98117
September 20 2018,8001115,Louis,Dog,"Dachshund, Standard Smooth Haired",NA,98146
October 06 2016,824935,Aussie,Cat,Domestic Shorthair,NA,98102
July 20 2018,444490,Bingley,Dog,"Retriever, Labrador","Poodle, Standard",98107
October 17 2018,729578,Ellie,Dog,Boxer,"Terrier, American Pit Bull",98118
September 08 2018,8000760,Leo,Dog,American Blue Heeler,Mix,98199
April 14 2017,S129354,Gaston,Cat,Domestic Shorthair,Mix,98125
January 25 2017,S127049,Abilene,Dog,Shiba Inu,NA,98121
May 10 2017,359843,Elle,Dog,Rhodesian Ridgeback,Beagle,98136
August 27 2018,577755,Thomas,Cat,Domestic Shorthair,NA,98146
March 20 2018,141273,Gaia,Dog,German Shepherd,NA,98109
August 19 2018,573038,Evar,Cat,Domestic Shorthair,NA,98146
January 09 2018,S139495,Meisje,Dog,"Collie, Rough",NA,98115
May 23 2018,284624,Lilly,Cat,Domestic Shorthair,NA,98112
August 29 2018,S134165,Neville,Dog,Pug,NA,98103
June 06 2018,282458,Clover Pixie,Cat,Domestic Shorthair,NA,98119
January 10 2017,S126001,Kat,Dog,Australian Cattle Dog,"Dachshund, Standard Smooth Haired",98105
October 16 2017,823333,Annie,Cat,American Shorthair,NA,98115
May 21 2018,S115158,Kooter,Cat,LaPerm,NA,98117
September 14 2017,S110360,NA,Cat,Domestic Medium Hair,NA,98119
June 18 2018,S144805,Matcha,Dog,"Retriever, Golden","Poodle, Miniature",98103
June 06 2017,S124913,Gecko,Dog,"Bulldog, French",NA,98122
August 02 2018,S118371,Kolgrima,Dog,Icelandic Sheepdog,NA,98105
August 19 2017,580338,Lewis,Dog,Australian Cattle Dog,NA,98122
April 28 2018,284589,Milo,Cat,Domestic Shorthair,NA,98199
February 16 2017,73685,Bobby,Cat,Domestic Shorthair,NA,98107
April 07 2017,586223,Berry,Dog,Basenji,Mix,98103
July 24 2018,S147249,Lily,Cat,Domestic Shorthair,Mix,98119
October 16 2017,833132,Juneau,Cat,Domestic Medium Hair,NA,98117
October 10 2017,S136944,Bear,Dog,"Retriever, Labrador","Poodle, Standard",98112
September 29 2018,8001376,Nala,Dog,"Spaniel, Cavalier King Charles","Poodle, Toy",98112
April 18 2018,80749,Quentin,Dog,Papillon,NA,98119
January 30 2018,S140116,Calvin,Dog,Shetland Sheepdog,NA,98115
February 23 2017,69496,Shadow,Cat,Domestic Shorthair,NA,98103
May 27 2018,S101075,Snoopy,Dog,Terrier,Mix,98126
October 07 2018,S135328,Paxi,Cat,Domestic Longhair,NA,98118
June 09 2017,S132286,Bocce,Dog,"Welsh Corgi, Cardigan",Beagle,98107
January 16 2018,S111058,NA,Cat,Domestic Shorthair,NA,98133
June 11 2018,S144688,Marley,Dog,"Terrier, Rat",Catahoula Leopard dog,98106
May 16 2018,S143831,Gulliver,Cat,Russian Blue,Exotic Longhair,98103
October 05 2017,731406,Penny,Dog,Beagle,NA,98112
July 25 2017,282257,Kierkey,Dog,Australian Shepherd,"Setter, English",98115
May 23 2018,215983,Canela,Dog,Xoloitzcuintli,NA,98117
August 09 2017,S134052,Pearl,Dog,"Poodle, Standard",NA,98125
May 09 2017,272764,Ella,Cat,American Shorthair,NA,98107
July 02 2018,S144504,Fig,Cat,Domestic Shorthair,Mix,98118
April 26 2017,S123015,Estelle,Dog,Shepherd,Mix,98116
August 17 2018,8000154,Dizzy,Dog,"Terrier, Cairn",NA,98144
June 12 2018,S144672,Midas,Dog,"Retriever, Golden",NA,98115
May 11 2018,278672,Amber,Dog,"Poodle, Miniature","Terrier, Cairn",98144
October 08 2018,8001680,Odin,Dog,German Shepherd,Alaskan Malamute,98122
May 30 2017,S131339,Robin,Dog,"Retriever, Labrador",German Shepherd,98105
February 28 2017,82434,Wimbledon,Dog,"Dachshund, Miniature Smooth Haired",NA,98109
September 23 2017,S135525,Muffin,Cat,Domestic Shorthair,Mix,98103
May 30 2018,275611,Cassady,Cat,Domestic Shorthair,NA,98105
October 17 2017,822724,Gnomi,Cat,LaPerm,NA,98119
April 03 2017,137251,The Dude,Dog,"Retriever, Flat-Coated",Australian Shepherd,98118
October 05 2018,S121282,Frank,Dog,"Terrier, Norwich","Chihuahua, Short Coat",98103
September 22 2017,284971,Belle,Dog,"Retriever, Labrador","Poodle, Standard",98122
May 17 2017,279548,Lady Bird,Dog,"Retriever, Labrador",NA,98115
December 06 2017,961398,Otter,Dog,"Retriever, Golden",NA,98103
September 16 2018,S135808,Henry Jackson,Dog,"Dachshund, Miniature Smooth Haired","Schnauzer, Miniature",98115
September 06 2017,S103405,Augie,Dog,"Schnauzer, Miniature","Poodle, Miniature",98118
September 07 2018,8000721,Molly,Dog,"Spaniel, English Springer","Spaniel, Welsh Springer",98116
August 16 2017,436003,Marley,Dog,Chinese Shar-Pei,Mix,98112
April 13 2018,215125,Monty,Cat,American Shorthair,NA,98105
February 07 2017,72812,Nikolla,Cat,Domestic Shorthair,NA,98122
August 04 2018,S100258,Annabelle,Cat,Domestic Shorthair,Mix,98133
April 10 2018,S129311,Panthera,Cat,Bombay,Mix,98136
November 14 2017,S136527,Cooper,Dog,"Retriever, Labrador",Mix,98103
November 06 2017,S106997,Olive,Dog,"Dachshund, Miniature Long Haired","Poodle, Miniature",98133
May 15 2018,S115842,Kona,Cat,Mix,NA,98102
July 31 2018,S147567,Greta,Dog,German Shepherd,NA,98118
December 05 2017,954425,Grace,Cat,Domestic Shorthair,NA,98102
September 03 2018,8000594,Jack,Dog,Beagle,Mix,98117
June 26 2018,S145203,Percy,Cat,Domestic Shorthair,Mix,NA
April 13 2018,S142173,Olive,Dog,Basenji,"Terrier, Jack Russell",98116
November 21 2017,S138353,Mushu,Dog,Pekingese,"Poodle, Miniature",98105
April 17 2018,216136,Duggie,Dog,Chinese Shar-Pei,Border Collie,98116
March 08 2017,137805,Lucy,Dog,"Terrier, Boston",NA,98112
September 11 2018,S146010,Fae,Cat,Domestic Shorthair,Mix,98104
January 24 2018,S126124,Madeline,Dog,Hound,Mix,98118
September 05 2017,213995,Babette,Dog,"Poodle, Standard",NA,98103
June 19 2018,S144737,Minnie,Cat,Domestic Longhair,NA,98109
December 29 2015,S101827,Chyann,Dog,"Chihuahua, Short Coat",Mix,98104
July 05 2018,S142281,Duck,Dog,"Retriever, Labrador",NA,98101
September 22 2018,8001177,Georgie Britton,Cat,Domestic Longhair,Mix,98107
July 28 2016,439593,Pili,Dog,Australian Cattle Dog,NA,98119
July 05 2018,431079,Angus,Dog,Hound,Mix,98109
June 13 2018,S109794,Josephine,Dog,"Terrier, Soft Coated Wheaten",NA,98112
May 04 2018,S111747,Oliver,Cat,American Shorthair,NA,98122
July 05 2017,443377,Widdy,Dog,German Shepherd,NA,98122
May 03 2018,S126137,Scout,Dog,Terrier,NA,98118
October 26 2017,S137111,Tacoma,Goat,Miniature,NA,98125
June 28 2017,S133217,Leo,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",98103
February 20 2018,S108502,Chief Rocky Bigpaws,Dog,"Retriever, Labrador",Boxer,98103
June 21 2018,S144930,Waffles,Cat,Domestic Shorthair,NA,98126
May 11 2017,S130199,Carson,Dog,"Poodle, Standard",NA,98122
January 25 2018,S139932,Junior,Dog,"Bulldog, French","Bulldog, English",98122
November 15 2017,S136535,Paisley,Dog,Chinese Crested,NA,98107
March 21 2018,140058,Buddy,Dog,Miniature Pinscher,NA,98133
May 09 2017,S130816,Piper,Cat,Domestic Longhair,NA,98115
May 12 2017,359928,Winston,Dog,"Retriever, Golden","Poodle, Standard",98199
June 28 2018,S145334,Josie,Dog,Australian Shepherd,German Shepherd,98125
September 05 2017,S135333,Jane,Dog,Australian Kelpie,Australian Shepherd,98144
December 29 2017,27703,Kika,Dog,Xoloitzcuintli,NA,98122
October 26 2017,S137116,Pepper,Dog,"Australian Shepherd, Miniature",NA,98144
January 09 2018,S113766,Stomp Stomp,Dog,Australian Cattle Dog,NA,98133
June 04 2018,S144465,Malcolm,Dog,Bichon Frise,"Poodle, Miniature",98107
January 06 2018,957660,Squiggy,Dog,"Chihuahua, Short Coat",NA,98107
April 26 2017,210778,Bailey,Dog,"Dachshund, Standard Smooth Haired",NA,98125
February 09 2017,S127714,Henry,Dog,"Chihuahua, Short Coat","Welsh Corgi, Cardigan",98103
May 22 2018,S121030,Simba,Dog,"Chihuahua, Short Coat","Terrier, Yorkshire",98117
July 18 2017,433937,Faye,Cat,Domestic Shorthair,NA,98125
December 13 2016,S119142,Mr. Snuggles,Cat,Domestic Shorthair,Mix,98101
June 20 2018,347251,Jenny,Cat,Domestic Shorthair,NA,98115
February 07 2017,731741,Buddha,Dog,"Retriever, Golden","Poodle, Miniature",98115
August 10 2018,S145584,Huckleberry,Dog,"Retriever, Labrador",Beagle,98115
July 24 2018,S120437,Gracie,Dog,"Chihuahua, Long Coat","Dachshund, Miniature Smooth Haired",98102
September 19 2018,8001102,Ripley,Cat,Domestic Longhair,NA,98126
December 22 2016,S135761,Lo,Dog,"Terrier, Pit Bull",Whippet,98118
July 13 2017,443726,Rye,Dog,"Chihuahua, Short Coat",Mix,98107
September 21 2018,S136046,D'argent,Cat,Domestic Shorthair,Mix,98103
January 16 2018,S139571,Marlo,Cat,Mix,NA,98116
July 10 2018,445201,Guinness,Dog,Shiba Inu,NA,98106
February 28 2017,77701,Lyra,Cat,Domestic Shorthair,NA,98118
May 09 2017,282517,Pepper,Cat,Domestic Shorthair,NA,98103
October 10 2017,826193,Jack,Cat,Domestic Longhair,NA,98107
September 18 2018,8001034,Dasher Tufts,Dog,Retriever,NA,98105
April 16 2018,S142221,Gypsy Danger,Cat,Domestic Shorthair,Mix,98121
July 17 2018,361329,Whopper,Dog,Basset Hound,NA,98103
April 11 2017,215204,Niles,Cat,American Shorthair,NA,98108
June 30 2018,S144971,Phoebe,Dog,Pomeranian,Mix,98106
April 03 2018,136984,Laika,Dog,"Schnauzer, Miniature",Havanese,98103
October 31 2017,585726,Xhiggy,Dog,Catahoula Leopard dog,NA,98118
February 06 2018,S108236,Cole,Cat,Domestic Shorthair,NA,98125
March 30 2018,141108,Butter,Dog,"Chihuahua, Short Coat",Mix,98106
July 18 2017,432333,Wrinkles,Dog,Pug,NA,98125
May 29 2018,S130973,Elliott,Dog,"Retriever, Labrador",NA,98115
March 23 2018,S113083,Rocky,Dog,Shih Tzu,Terrier,98119
August 26 2018,8000369,Peanut,Dog,"Retriever, Labrador",NA,98117
October 16 2018,S121897,Bandit,Cat,American Shorthair,NA,98103
July 06 2018,S145687,Maggie,Dog,"Retriever, Labrador",NA,98106
September 20 2018,S112112,Tiki,Dog,Siberian Husky,NA,98117
September 18 2018,S124861,Ace,Cat,Domestic Shorthair,Mix,98122
April 25 2018,77736,Olive,Cat,Domestic Longhair,NA,98107
October 04 2018,8001530,Jax,Dog,Terrier,Mix,98102
September 05 2018,S146897,Gareth Brown,Cat,Domestic Longhair,Mix,98122
October 16 2018,8001905,Bourbon,Cat,Mix,Mix,98108
April 09 2018,S142391,Vagabond,Cat,Domestic Longhair,NA,98118
April 17 2018,S142804,Sydney,Dog,Border Collie,Mix,98177
September 07 2018,79441,Molly,Dog,"Poodle, Miniature",NA,98115
February 08 2018,S139957,Canellonito,Dog,Border Collie,"Welsh Corgi, Cardigan",98108
April 16 2018,S130627,Rocky,Cat,American Shorthair,NA,98103
February 08 2017,84356,Llily,Dog,"Terrier, Welsh",NA,98115
March 10 2017,81052,Sal,Dog,"Bulldog, French",NA,98115
April 14 2018,S129641,Kayla,Cat,Domestic Shorthair,NA,98109
July 21 2018,S146612,Toasty,Cat,Domestic Shorthair,Mix,98155
July 27 2017,273305,Teddy,Cat,Domestic Shorthair,NA,98116
April 30 2018,S120327,Ellie,Dog,"Retriever, Golden","Poodle, Standard",98144
October 11 2017,830307,Maxine,Dog,"Retriever, Labrador",Mix,98125
October 20 2017,583918,Remy,Dog,"Poodle, Standard",NA,98112
April 05 2016,141536,Millie,Dog,Australian Shepherd,Mix,98117
March 10 2017,S128463,Caleb,Dog,"Terrier, American Staffordshire",NA,98108
September 19 2018,724653,Katara,Cat,Maine Coon,Maine Coon,98105
September 12 2018,8000865,Shaka,Dog,"Retriever, Labrador",Mix,98116
March 02 2017,S127687,Clancy,Dog,"Spaniel, English Springer",Australian Cattle Dog,98106
June 02 2018,S144034,Kiwi,Dog,Retriever,Mix,98109
May 18 2018,S144001,Kohana,Dog,"Retriever, Labrador",NA,98115
October 31 2017,S105554,Winston,Cat,Domestic Medium Hair,NA,98199
February 17 2018,S131815,Roma,Dog,"Retriever, Labrador",NA,98107
July 27 2018,S147426,Olive,Dog,"Chihuahua, Short Coat",Pug,98122
March 28 2018,S141804,Bilbo,Dog,Terrier,"Welsh Corgi, Pembroke",98125
February 27 2018,S131293,Nero,Dog,Shepherd,"Retriever, Labrador",98146
October 06 2018,8001592,Porter,Cat,Domestic Shorthair,Mix,98115
July 03 2018,S145453,Winnie,Dog,"Retriever, Golden","Poodle, Standard",98119
August 01 2018,S146264,Boo Boo,Cat,Maine Coon,Mix,98122
May 22 2018,S143996,Nox Stuart,Cat,Domestic Shorthair,Mix,98117
April 18 2017,S129366,Beau,Dog,"Retriever, Labrador","Terrier, Pit Bull",98136
October 25 2017,S103635,Simon,Dog,"Welsh Corgi, Pembroke",NA,98107
October 17 2018,S152143,Glitch,Cat,Domestic Shorthair,Mix,98133
December 08 2017,S105988,Tinkerbell,Dog,"Chihuahua, Short Coat",Mix,98104
October 22 2017,585649,Taxi,Dog,Papillon,NA,98178
January 16 2018,19687,Ciarli,Dog,Terrier,Bichon Frise,98103
November 07 2017,S137952,Gracie,Dog,"Schnauzer, Miniature",NA,98199
August 14 2017,586578,Lilith,Cat,Domestic Shorthair,NA,98146
January 30 2018,S140180,Charlie,Dog,Havanese,NA,98112
September 22 2018,729845,Stella,Dog,Australian Cattle Dog,NA,98106
June 13 2018,S144873,Buddy,Dog,"Schnauzer, Miniature",NA,98115
February 14 2017,72850,Maisy,Cat,Domestic Shorthair,NA,98118
May 28 2017,S126607,Rosita,Cat,Domestic Medium Hair,Mix,98103
October 20 2016,S122939,Ashley,Dog,Shepherd,Mix,98103
December 08 2017,S138269,Lola,Dog,"Chihuahua, Short Coat",Mix,98133
July 16 2017,436847,Annie,Dog,"Terrier, Jack Russell",Mix,98106
June 27 2018,217762,Sarah,Cat,Siamese,NA,98115
April 25 2018,S127730,Rudy,Dog,"Spaniel, Clumber",NA,98116
January 06 2018,961532,Tsuki,Dog,German Shepherd,NA,98118
April 05 2018,139906,Ginger,Dog,"Terrier, American Staffordshire",Retriever,98103
May 23 2018,281586,Archie,Dog,"Retriever, Flat-Coated",NA,98117
October 08 2017,S135584,Cleo,Dog,Siberian Husky,Mix,98126
June 06 2018,215153,Elektra,Dog,Pomeranian,"Terrier, Boston",98115
February 27 2018,S106555,Miao Miao,Cat,Bombay,Bombay,98112
January 06 2018,S108962,Tiger,Cat,Domestic Shorthair,Mix,98103
February 28 2017,79250,Maisie,Dog,"Terrier, Scottish",NA,98102
