gamename,year,month,avg,gain,peak,avg_peak_perc
Grand Theft Auto: San Andreas,2020,June,955.12,-200.94,1682,56.7848%
Wolfenstein: The New Order,2020,June,340.16,12.23,1201,28.3231%
Slay the Spire,2020,June,5523.65,-714.34,9030,61.17%
Elite Dangerous,2020,June,10094.15,3293.9,21535,46.8732%
Batman: Arkham City GOTY,2020,June,397.6,-64.2,735,54.0952%
Emily is Away,2020,June,16.45,-2.83,38,43.2895%
Besiege,2020,June,525.03,9.3,965,54.4073%
Call of Duty: Black Ops II,2020,June,176.33,-120.9,291,60.5945%
"Papers, Please",2020,June,430.67,160.09,2035,21.1631%
American Truck Simulator,2020,June,4007.72,-858.57,7049,56.8552%
Resident Evil 2,2020,June,1236.39,-288.87,2162,57.1873%
Alien: Isolation,2020,June,451.9,-889.24,844,53.5427%
Slime Rancher,2020,June,1163.98,-373.13,2120,54.9047%
Fistful of Frags,2020,June,165.86,-37.52,293,56.6075%
Metro: Last Light Redux,2020,June,330.88,-1.19,664,49.8313%
Hitman: Absolution,2020,June,250.07,-33.39,662,37.7749%
Battlefield: Bad Company 2,2020,June,306.32,94.67,781,39.2215%
Alan Wake,2020,June,194.28,-291.81,374,51.9465%
Risk of Rain,2020,June,91.92,-15.67,214,42.9533%
Depth,2020,June,175.04,-17.51,330,53.0424%
Transistor,2020,June,39.97,-6.69,96,41.6354%
ORION: Prelude,2020,June,12.92,-3.68,33,39.1515%
Verdun,2020,June,168.69,-7.78,362,46.5994%
Hotline Miami 2: Wrong Number,2020,June,200.99,-16.06,418,48.0837%
Life is Strange: Before the Storm,2020,June,159.85,-4.86,433,36.9169%
Max Payne 3,2020,June,203.34,5.17,744,27.3306%
Sekiro: Shadows Die Twice,2020,June,3493.34,-622.15,8663,40.3248%
Mortal Kombat X,2020,June,354.1,28.42,748,47.3396%
Mirror,2020,June,597.31,-192.49,2565,23.2869%
The Wolf Among Us,2020,June,69.19,5.68,285,24.2772%
Cry of Fear,2020,June,138.39,-29.43,247,56.0283%
Totally Accurate Battlegrounds,2020,June,107.36,-52.65,257,41.7743%
Magicka,2020,June,101.51,-55.19,274,37.0474%
Watch_Dogs 2,2020,June,739.92,84.55,2608,28.3712%
SpeedRunners,2020,June,270.82,-445.12,699,38.7439%
Awesomenauts,2020,June,236.39,-39.05,424,55.7524%
Batman: Arkham Origins,2020,June,297.08,-10.71,691,42.9928%
Batman: Arkham Asylum GOTY Edition,2020,June,246.4,6.59,732,33.6612%
Hellblade: Senua's Sacrifice,2020,June,190.76,34.11,791,24.1163%
Amnesia: The Dark Descent,2020,June,84.21,-21.77,170,49.5353%
APB Reloaded,2020,June,474.45,-185.78,1311,36.1899%
Super Hexagon,2020,June,27.55,0.37,61,45.1639%
INSIDE,2020,June,71.41,12.05,276,25.8732%
Call of Duty: World at War,2020,June,912.45,-371.77,1378,66.2155%
The Plan,2020,June,2.48,1.41,8,31%
Creativerse,2020,June,414.19,-173.28,766,54.0718%
Shadow Warrior,2020,June,48.41,-9.03,100,48.41%
A Story About My Uncle,2020,June,125.23,46.41,1367,9.1609%
Risk of Rain 2,2020,June,3584.73,-2017.2,5839,61.3929%
Mirror's Edge,2020,June,721.81,663.52,1786,40.4149%
Prey,2020,June,498.1,4.26,1169,42.6091%
HuniePop,2020,June,246.29,31.91,643,38.3033%
Fallout 3 - Game of the Year Edition,2020,June,254.91,-49.64,481,52.9958%
Arma 2: Operation Arrowhead,2020,June,448.79,-167.48,883,50.8256%
Devil May Cry 5,2020,June,654.1,-191.02,2158,30.3105%
DiRT Rally,2020,June,368.27,-120.49,651,56.5699%
Alien Swarm,2020,June,37.89,-164.91,211,17.9573%
Miscreated,2020,June,363.47,-195.23,680,53.4515%
The Talos Principle,2020,June,159.43,-42.87,377,42.2891%
Spintires®,2020,June,336.05,-175.96,803,41.8493%
ICEY,2020,June,16.71,-9.27,47,35.5532%
Blood and Bacon,2020,June,51.15,-1.35,133,38.4586%
Duck Game,2020,June,289.23,-25.68,542,53.3635%
Magic Duels,2020,June,102.29,-11.56,153,66.8562%
SOMA,2020,June,81.1,-0.08,236,34.3644%
Trine 2,2020,June,78.29,-65.22,203,38.5665%
NEKOPARA Vol. 1,2020,June,86.68,-12.71,301,28.7973%
BLOCKADE 3D,2020,June,22.3,-6.48,61,36.5574%
Five Nights at Freddy's,2020,June,80.95,0.81,222,36.464%
Spiral Knights,2020,June,311.81,-32.3,475,65.6442%
Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,2020,June,21.95,2.01,105,20.9048%
ABZU,2020,June,26.46,1.32,103,25.6893%
Stranded Deep,2020,June,614.64,-266.31,1140,53.9158%
Serious Sam 3: BFE,2020,June,205.88,-186.41,601,34.2562%
Hurtworld,2020,June,378.7,-211.54,698,54.255%
TEKKEN 7,2020,June,3237.67,-306.15,5915,54.7366%
Assetto Corsa,2020,June,3336.6,-521.69,6232,53.5398%
Scrap Mechanic,2020,June,6114.99,-8647.88,13438,45.5052%
Watch_Dogs,2020,June,187.48,-9.95,462,40.5801%
The Expendabros,2020,June,41.82,-11.38,81,51.6296%
Dust: An Elysian Tail,2020,June,24.47,-1.77,67,36.5224%
Ryse: Son of Rome,2020,June,124.23,39.4,284,43.743%
Hero Siege,2020,June,360.02,116.38,903,39.8693%
Call of Duty: Ghosts,2020,June,63.86,-27.74,129,49.5039%
Assassin's Creed II,2020,June,335.8,-267.44,758,44.3008%
SUPERHOT,2020,June,118.35,39.9,317,37.3344%
DmC Devil May Cry,2020,June,67.56,-27.15,196,34.4694%
Layers of Fear,2020,June,90.5,7.61,1177,7.689%
Day of Infamy,2020,June,140.92,-14.71,251,56.1434%
Tales from the Borderlands,2020,June,19.82,-3.58,38,52.1579%
Skullgirls 2nd Encore,2020,June,357.05,-20.79,726,49.1804%
Call of Duty: Black Ops,2020,June,477.35,-253.49,792,60.2715%
One Finger Death Punch,2020,June,20.9,-3.98,43,48.6047%
Crypt of the NecroDancer,2020,June,198.29,18.23,403,49.2035%
L.A. Noire,2020,June,248.16,-67.67,574,43.2334%
A Hat in Time,2020,June,332.41,43.22,967,34.3754%
Warhammer: End Times - Vermintide,2020,June,67.19,-13.17,192,34.9948%
Half-Life 2: Episode Two,2020,June,168.23,-66.97,289,58.2111%
Iron Snout,2020,June,23.96,-4.66,44,54.4545%
Rogue Legacy,2020,June,109.18,-0.43,263,41.5133%
Age of Empires® III (2007),2020,June,2094.5,-629.82,4002,52.3363%
Infestation: The New Z,2020,June,474.86,-119.91,781,60.8015%
METAL GEAR RISING: REVENGEANCE,2020,June,143.03,-22.84,524,27.2958%
Gang Beasts,2020,June,292.66,89.77,1297,22.5644%
Call of Duty: Advanced Warfare,2020,June,58.9,-36.41,121,48.6777%
Town of Salem,2020,June,1244.31,-165.22,2057,60.4915%
Orcs Must Die! 2,2020,June,154.16,-113.61,376,41%
Tabletop Simulator,2020,June,6480.7,-2814.99,16169,40.081%
HELLDIVERS,2020,June,172.91,-0.6,555,31.155%
Deus Ex: Human Revolution - Director's Cut,2020,June,360.67,-100.37,782,46.1215%
How to Survive,2020,June,35.97,-3.7,88,40.875%
Guns of Icarus Online,2020,June,52.62,15.47,1374,3.8297%
Dragon's Dogma: Dark Arisen,2020,June,715.78,-429.79,1132,63.2314%
Brütal Legend,2020,June,43.12,-9.09,92,46.8696%
The Beginner's Guide,2020,June,9.21,0.56,43,21.4186%
Sniper Elite 3,2020,June,241.46,-43.58,662,36.4743%
DRAGON BALL XENOVERSE,2020,June,57.44,-3.23,190,30.2316%
VA-11 Hall-A: Cyberpunk Bartender Action,2020,June,260.04,134.95,629,41.3418%
Just Cause 2: Multiplayer Mod,2020,June,43.01,-13.6,99,43.4444%
Antichamber,2020,June,26.02,2.05,88,29.5682%
Dino D-Day,2020,June,13.13,6.23,58,22.6379%
Counter-Strike: Condition Zero,2020,June,547.13,-138.09,929,58.8945%
The Darkness II,2020,June,41.64,-7.43,81,51.4074%
GRID 2,2020,June,197.05,-74.63,407,48.4152%
Sakura Clicker,2020,June,121.65,-7.87,166,73.2831%
Refunct,2020,June,6.98,-0.84,22,31.7273%
Gone Home,2020,June,7.84,-0.06,29,27.0345%
NEKOPARA Vol. 0,2020,June,40.8,10.33,285,14.3158%
FINAL FANTASY VII,2020,June,565.01,-998.04,1015,55.666%
Sanctum 2,2020,June,43.27,-43.1,111,38.982%
The Escapists,2020,June,98.35,18.15,222,44.3018%
STAR WARS: Knights of the Old Republic,2020,June,449.27,-354.17,790,56.8696%
Pillars of Eternity,2020,June,695.79,-249.76,1379,50.4561%
Codename CURE,2020,June,42.73,-11.41,82,52.1098%
ShellShock Live,2020,June,960.93,-51.82,1987,48.3608%
Need for Speed: Hot Pursuit,2020,June,255,88.99,747,34.1365%
Surgeon Simulator,2020,June,26.6,-0.49,73,36.4384%
Tricolour Lovestory,2020,June,147.02,-104.58,565,26.0212%
World of Guns: Gun Disassembly,2020,June,164.02,-13.95,249,65.8715%
Toribash,2020,June,104.71,-18.24,187,55.9947%
Empyrion - Galactic Survival,2020,June,3475.57,1370.97,8778,39.5941%
Hyper Light Drifter,2020,June,74.76,16.31,220,33.9818%
OneShot,2020,June,56.58,-26.71,179,31.6089%
Mountain,2020,June,82.03,-4.4,149,55.0537%
Chinese Parents,2020,June,573.86,-129.14,1535,37.385%
Block N Load,2020,June,52.53,-16.43,122,43.0574%
Portal Knights,2020,June,508.68,47.56,1277,39.834%
Shadow of the Tomb Raider,2020,June,1517.83,-183.76,4320,35.135%
Outlast 2,2020,June,135.25,15.11,441,30.6689%
Call of Duty: WWII,2020,June,312.57,-238.84,881,35.479%
My Time At Portia,2020,June,2874.27,903.91,6291,45.6886%
Dungeon Defenders,2020,June,244.84,-138.36,512,47.8203%
Mass Effect 2,2020,June,417.07,165.26,932,44.75%
FEZ,2020,June,26.61,-7.13,55,48.3818%
100% Orange Juice,2020,June,317.1,-137.7,890,35.6292%
The Evil Within,2020,June,141.88,-31.71,320,44.3375%
What Remains of Edith Finch,2020,June,31.79,-3.27,142,22.3873%
Day of Defeat: Source,2020,June,433.92,-110.82,861,50.3972%
Thief,2020,June,163.17,-66.98,333,49%
Bad Rats,2020,June,17.4,0.51,36,48.3333%
Gunpoint,2020,June,11.21,-0.59,44,25.4773%
Quantum Break,2020,June,97.74,-8.68,302,32.3642%
Quake Live,2020,June,341.26,-31.44,642,53.1558%
The Room,2020,June,53.63,6.67,206,26.034%
S.T.A.L.K.E.R.: Call of Pripyat,2020,June,232.73,-44.86,500,46.546%
Shadow Warrior 2,2020,June,123.58,-3.57,429,28.8065%
Eternal Senia,2020,June,7.27,-0.47,17,42.7647%
Montaro,2020,June,8.72,0.6,58,15.0345%
Tom Clancy's Splinter Cell Blacklist,2020,June,102.24,-14.47,262,39.0229%
Endless Legend,2020,June,443.55,10.07,940,47.1862%
Survarium,2020,June,220.9,-41.65,438,50.4338%
Child of Light,2020,June,25.55,-4.59,54,47.3148%
Beholder,2020,June,79.78,-18.02,277,28.8014%
Artifact,2020,June,77.61,-64.13,168,46.1964%
Fallout 3,2020,June,53.11,-7.64,106,50.1038%
Bendy and the Ink Machine,2020,June,84.81,17.08,245,34.6163%
Yet Another Zombie Defense,2020,June,26.52,8.63,916,2.8952%
Moonbase Alpha,2020,June,6.02,-3.33,21,28.6667%
"Warhammer 40,000: Space Marine",2020,June,161.45,10.25,446,36.1996%
Grand Theft Auto: Vice City,2020,June,295.99,-68.64,561,52.7611%
Hand Simulator,2020,June,217.07,-3.69,728,29.8173%
Who's Your Daddy?!,2020,June,58.36,4.55,206,28.3301%
The Banner Saga,2020,June,75.63,-104.15,169,44.7515%
Burnout Paradise: The Ultimate Box,2020,June,56.27,-15.88,112,50.2411%
Nuclear Throne,2020,June,181.25,-21.26,265,68.3962%
Business Tour - Online Multiplayer Board Game,2020,June,926.89,-416.35,2209,41.9597%
Kingdom: Classic,2020,June,73.83,3.08,223,33.1076%
Darwin Project,2020,June,84.54,-57.57,223,37.9103%
Sid Meier's Civilization: Beyond Earth,2020,June,567.58,-19.95,981,57.8573%
DRAGON BALL XENOVERSE 2,2020,June,733.88,-13.52,1482,49.5196%
Shadow Tactics: Blades of the Shogun,2020,June,797.25,472.5,4645,17.1636%
The Crew,2020,June,41.06,-7.8,83,49.4699%
Mitos.is: The Game,2020,June,88.39,-5.09,177,49.9379%
Aliens vs. Predator,2020,June,73.09,-60.58,147,49.7211%
Trine,2020,June,45.84,-32.68,175,26.1943%
Saints Row 2,2020,June,122.82,-1.23,225,54.5867%
RAGE,2020,June,68.11,-11.37,148,46.0203%
Car Mechanic Simulator 2018,2020,June,1573.73,-185.53,3469,45.3655%
Blackwake,2020,June,171.01,57.12,640,26.7203%
Pony Island,2020,June,12.9,1.76,43,30%
Shovel Knight: Treasure Trove,2020,June,98.22,-5.1,216,45.4722%
Far Cry® 3 Blood Dragon,2020,June,23.48,-9.24,76,30.8947%
Gotham City Impostors: Free To Play,2020,June,23.34,-4.4,56,41.6786%
Double Action: Boogaloo,2020,June,18.26,-4.48,51,35.8039%
Defiance,2020,June,65.33,-13.14,114,57.307%
Hyperdimension Neptunia Re;Birth1,2020,June,71.17,-57.44,116,61.3534%
Dead Space,2020,June,206.88,113.58,1019,20.3023%
Contagion,2020,June,24.93,-5.27,65,38.3538%
Remember Me,2020,June,29.13,-15.02,71,41.0282%
Resident Evil Revelations 2,2020,June,213.14,-6.18,425,50.1506%
Spooky's Jump Scare Mansion,2020,June,34.1,-2.21,64,53.2813%
LEGO® Worlds,2020,June,157.48,-19.59,302,52.1457%
WARMODE,2020,June,36.85,-10.7,77,47.8571%
Deadlight,2020,June,6.1,-0.07,16,38.125%
Dungeons 3,2020,June,165.17,-5.27,555,29.7604%
Dead Space 2,2020,June,149.21,64.99,537,27.7858%
The Evil Within 2,2020,June,168.7,-18.22,462,36.5152%
Bayonetta,2020,June,108.32,25.75,452,23.9646%
Valkyria Chronicles,2020,June,86.26,-37.19,204,42.2843%
RWBY: Grimm Eclipse,2020,June,16.55,-1.6,42,39.4048%
Dragon Age: Origins - Ultimate Edition,2020,June,999.37,573.98,2024,49.376%
LEGO® MARVEL Super Heroes,2020,June,249.85,-37.78,473,52.8224%
Injustice: Gods Among Us Ultimate Edition,2020,June,1460.25,1423.31,10262,14.2297%
Tropico 4,2020,June,173.86,-42.51,390,44.5795%
Call of Duty 4: Modern Warfare,2020,June,175.87,-49.62,343,51.2741%
Shadowrun Returns,2020,June,83.4,-36.31,162,51.4815%
NEKOPARA Vol. 2,2020,June,35.44,1.65,192,18.4583%
Sonic Mania,2020,June,141.57,9.11,377,37.5517%
MURDERED: SOUL SUSPECT,2020,June,30.56,-8.34,82,37.2683%
Star Conflict,2020,June,257.51,-35.71,449,57.3519%
Move or Die,2020,June,130.45,-139.14,473,27.5793%
Project CARS,2020,June,138.65,-55.48,293,47.3208%
Detention,2020,June,13.94,2.65,63,22.127%
We Were Here,2020,June,123.53,-35.83,258,47.8798%
World War 3,2020,June,43.7,0.92,98,44.5918%
Kingdoms of Amalur: Reckoning,2020,June,233.77,-1.15,518,45.1293%
Bully: Scholarship Edition,2020,June,110.79,3.1,291,38.0722%
Zombie Army Trilogy,2020,June,82.72,5.82,280,29.5429%
Far Cry Primal,2020,June,292.11,-143.57,673,43.4042%
Natural Selection 2,2020,June,185.3,-5.34,419,44.2243%
BRAIN / OUT,2020,June,138.79,-77.81,248,55.9637%
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2020,June,8.6,0.88,21,40.9524%
TrackMania Nations Forever,2020,June,334.51,-47.81,667,50.1514%
Ultra Street Fighter IV,2020,June,164.81,-18.44,317,51.9905%
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,2020,June,69.57,-19.31,157,44.3121%
Psychonauts,2020,June,57.56,-2.89,123,46.7967%
The Awesome Adventures of Captain Spirit,2020,June,35.7,-8.19,82,43.5366%
Reign Of Kings,2020,June,54.42,14.01,181,30.0663%
Hand of Fate,2020,June,20.18,-6.45,49,41.1837%
Five Nights at Freddy's 2,2020,June,32.99,-0.12,90,36.6556%
METAL GEAR SOLID V: GROUND ZEROES,2020,June,91.19,-85.49,330,27.6333%
Transmissions: Element 120,2020,June,6.73,-3.63,18,37.3889%
Half-Life 2: Episode One,2020,June,123.4,-48.06,239,51.6318%
Tropico 5,2020,June,255.68,-49.79,585,43.706%
Freddy Fazbear's Pizzeria Simulator,2020,June,139.65,-33.43,237,58.9241%
Call of Duty: Infinite Warfare,2020,June,152.8,-70.04,291,52.5086%
Ultimate Custom Night,2020,June,482.1,-67.41,843,57.1886%
NEKOPARA Vol. 3,2020,June,54.08,-0.55,166,32.5783%
AirMech Strike,2020,June,34.29,-9.65,66,51.9545%
Alien Swarm: Reactive Drop,2020,June,256.03,-97.41,554,46.2148%
Defy Gravity,2020,June,3.47,-5.06,250,1.388%
Mini Metro,2020,June,94.89,-47.94,197,48.1675%
Thomas Was Alone,2020,June,4.65,-1.42,17,27.3529%
LISA,2020,June,43.95,2.15,122,36.0246%
Tales of Berseria,2020,June,306.47,-41.03,681,45.0029%
Dungeon of the Endless,2020,June,99.54,-15.37,229,43.4672%
Lords Of The Fallen,2020,June,75.74,8.05,212,35.7264%
ELEX,2020,June,221.47,-58.27,532,41.6297%
The Room Two,2020,June,37.39,2.24,145,25.7862%
S.K.I.L.L. - Special Force 2,2020,June,1.43,0.14,6,23.8333%
Dead Rising 3,2020,June,97.26,-69.62,235,41.3872%
Celeste,2020,June,616.95,100.71,1026,60.1316%
Monaco,2020,June,22.54,-10.58,82,27.4878%
SNOW,2020,June,17.03,-4.45,34,50.0882%
DEEP SPACE WAIFU,2020,June,6.06,-1.06,22,27.5455%
Deponia,2020,June,37.77,-35.78,101,37.396%
Armello,2020,June,238.22,-98.55,533,44.6942%
Assassin's Creed Syndicate,2020,June,391.85,-299.85,891,43.9787%
Salt and Sanctuary,2020,June,170.58,39.89,548,31.1277%
Orwell,2020,June,113.6,-16.7,1164,9.7595%
FINAL FANTASY XIII,2020,June,287.04,-265.61,485,59.1835%
Fallout,2020,June,157.65,-30.71,310,50.8548%
Craft The World,2020,June,410.99,67.77,1171,35.0974%
Material Girl,2020,June,30.03,-10.06,128,23.4609%
Sonic Generations,2020,June,259.79,150.67,1594,16.298%
The Vanishing of Ethan Carter,2020,June,4.53,-0.75,19,23.8421%
RIFT,2020,June,339.45,-17.7,791,42.914%
GunZ 2: The Second Duel,2020,June,7.08,-2.96,22,32.1818%
LYNE,2020,June,12.19,-0.92,37,32.9459%
DISTRAINT: Deluxe Edition,2020,June,51.78,27.21,1503,3.4451%
"Warhammer 40,000: Dawn of War III",2020,June,171.12,-9.84,432,39.6111%
Carpe Diem,2020,June,1.1,-0.28,5,22%
Sniper Ghost Warrior 2,2020,June,77.75,-44.33,192,40.4948%
Night in the Woods,2020,June,84.02,2.28,241,34.8631%
Viscera Cleanup Detail,2020,June,213,-17.28,600,35.5%
Octodad: Dadliest Catch,2020,June,27.39,0.67,67,40.8806%
Crysis 2 Maximum Edition,2020,June,202.41,125.96,541,37.414%
VVVVVV,2020,June,16.15,-1.17,43,37.5581%
Assassin's Creed Brotherhood,2020,June,225.41,-215.13,439,51.3462%
The Bureau: XCOM Declassified,2020,June,32.96,-15.8,79,41.7215%
Scribblenauts Unlimited,2020,June,62.36,-2.95,158,39.4684%
Overcooked,2020,June,224.52,21.82,549,40.8962%
Wolfenstein: The Old Blood,2020,June,111.01,-4.62,327,33.948%
Finding Paradise,2020,June,15.81,-0.6,52,30.4038%
The Witness,2020,June,140.2,-6.95,489,28.6708%
Oxenfree,2020,June,20.98,1.27,76,27.6053%
Braid,2020,June,15.7,1.36,63,24.9206%
STAR WARS Empire at War: Gold Pack,2020,June,1826.3,-350.29,2767,66.0029%
Rabi-Ribi,2020,June,67.96,-16.98,255,26.651%
Youtubers Life,2020,June,162.32,13.63,348,46.6437%
Tribes: Ascend,2020,June,10.71,2.87,29,36.931%
America's Army: Proving Grounds,2020,June,263.54,-46.45,548,48.0912%
Little Inferno,2020,June,24.85,-1.5,65,38.2308%
Homefront: The Revolution,2020,June,62.12,-5.01,159,39.0692%
Absolver,2020,June,54.29,-8.09,126,43.0873%
STAR WARS Republic Commando,2020,June,59.48,-63.62,110,54.0727%
Gear Up,2020,June,7.22,-1.76,27,26.7407%
Kingdoms and Castles,2020,June,262.57,-38.85,669,39.2481%
F.E.A.R.,2020,June,41.14,-7.17,104,39.5577%
Five Nights at Freddy's 4,2020,June,14.58,1.67,44,33.1364%
Mount Your Friends,2020,June,16.93,3.26,87,19.4598%
FINAL FANTASY X/X-2 HD Remaster,2020,June,609.85,-680.07,1028,59.3239%
Osiris: New Dawn,2020,June,30.61,-1.03,65,47.0923%
Resident Evil,2020,June,195.87,-35.11,430,45.5512%
Deus Ex: Game of the Year Edition,2020,June,103.07,-26.93,198,52.0556%
Mount & Blade: With Fire and Sword,2020,June,213.83,-44.73,421,50.791%
Wasteland 2,2020,June,28.24,-3.29,69,40.9275%
CrossCode,2020,June,118.31,1.21,199,59.4523%
CPUCores :: Maximize Your FPS,2020,June,609.53,-72.38,931,65.4705%
Dragon Age: Origins,2020,June,351.27,198.5,759,46.2806%
Vampire: The Masquerade - Bloodlines,2020,June,132.77,-6.77,337,39.3976%
Tyranny,2020,June,147.18,-52.83,308,47.7857%
Crysis,2020,June,173.03,113.78,493,35.0974%
Foxhole,2020,June,261.07,-79.99,541,48.2569%
Punch Club,2020,June,67.46,-39.98,191,35.3194%
Galactic Civilizations III,2020,June,440.05,-140.32,731,60.1984%
Minecraft: Story Mode - A Telltale Games Series,2020,June,19.55,1.18,38,51.4474%
Half-Life 2: Deathmatch,2020,June,179.36,-19.68,324,55.358%
PAC-MAN Championship Edition DX+,2020,June,12.78,-7.45,33,38.7273%
SoulWorker,2020,June,864.13,-107.92,1678,51.4976%
Super Crate Box,2020,June,4.17,-1.58,14,29.7857%
Darksiders II Deathinitive Edition,2020,June,154.15,-22.94,305,50.541%
Universe Sandbox,2020,June,259.77,-6.51,372,69.8306%
Assassin's Creed Revelations,2020,June,127.36,-97.81,251,50.741%
Sakura Spirit,2020,June,5.28,-0.08,12,44%
Momodora: Reverie Under the Moonlight,2020,June,24.53,-14.49,61,40.2131%
Unepic,2020,June,27.87,-7.83,64,43.5469%
Hitman: Blood Money,2020,June,81.34,-10.65,205,39.678%
Door Kickers,2020,June,52.94,-6.04,148,35.7703%
How to Survive 2,2020,June,94.75,26.32,249,38.0522%
Zup!,2020,June,6.92,3.05,41,16.878%
Call to Arms,2020,June,177.61,-75.73,296,60.0034%
Half-Life 2: Lost Coast,2020,June,19.95,-10.24,36,55.4167%
Loading Screen Simulator,2020,June,15.14,-2.57,34,44.5294%
FreeStyle 2: Street Basketball,2020,June,627.68,-250.18,1359,46.1869%
Lucius,2020,June,14.7,-5.53,39,37.6923%
GRIS,2020,June,135.88,-12.82,588,23.1088%
Keep Talking and Nobody Explodes,2020,June,132,-10.23,449,29.3987%
Assassin's Creed,2020,June,92.5,-122.87,239,38.7029%
Batman - The Telltale Series,2020,June,43.6,14,203,21.4778%
STEINS;GATE,2020,June,96.05,-48.34,289,33.2353%
Relic Hunters Zero: Remix,2020,June,14.95,-7.49,43,34.7674%
Endless Space® - Definitive Edition,2020,June,122.99,-10.31,1046,11.7581%
The Swapper,2020,June,4.63,-0.71,18,25.7222%
STAR WARS Jedi Knight: Jedi Academy,2020,June,156.21,-117.61,286,54.6189%
Aura Kingdom,2020,June,424.29,-92.1,597,71.0704%
Long Live The Queen,2020,June,13.67,-4.43,47,29.0851%
Sword Art Online: Fatal Bullet,2020,June,681.39,-189.94,1973,34.5357%
Anno 2070,2020,June,135.34,-36.51,311,43.5177%
Archeblade,2020,June,3.95,-0.43,14,28.2143%
"Warhammer 40,000: Dawn of War II",2020,June,251.9,-0.61,559,45.0626%
S.T.A.L.K.E.R.: Clear Sky,2020,June,156.11,-35.25,308,50.6851%
60 Seconds!,2020,June,32.84,-2.55,62,52.9677%
Viridi,2020,June,33.51,-6.17,53,63.2264%
Homefront,2020,June,18.78,-4.96,57,32.9474%
Magicite,2020,June,24.5,0.38,56,43.75%
Streets of Rogue,2020,June,268.9,-351.48,595,45.1933%
Nidhogg,2020,June,14.05,-3.7,38,36.9737%
Hatred,2020,June,31.64,-5.41,89,35.5506%
"Warhammer 40,000: Eternal Crusade",2020,June,47.15,-12.15,129,36.5504%
FlatOut 2,2020,June,66.42,-43.22,155,42.8516%
Machinarium,2020,June,28.89,-2.6,109,26.5046%
DLC Quest,2020,June,2.14,0.08,8,26.75%
PROTOTYPE 2,2020,June,70.4,-23.19,140,50.2857%
Homeworld Remastered Collection,2020,June,188.98,-45.56,424,44.5708%
