name,sex,event,equipment,age,age_class,division,bodyweight_kg,weight_class_kg,best3squat_kg,best3bench_kg,best3deadlift_kg,place,date,federation,meet_name
Yerlan Smagulov,M,SBD,Raw,20.5,20-23,Juniors,92.02,93,290,185,310,1,2015-06-05,IPF,World Classic Powerlifting Championships
Knut Martin Haraldsen,M,SBD,Raw,20.5,20-23,Juniors,91.84,93,242.5,202.5,277.5,2,2015-06-05,IPF,World Classic Powerlifting Championships
Jarkko Perttula,M,SBD,Raw,21.5,20-23,Juniors,92.53,93,267.5,157.5,275,3,2015-06-05,IPF,World Classic Powerlifting Championships
Devon Blackwood,M,SBD,Raw,21.5,20-23,Juniors,91.8,93,257.5,162.5,260,4,2015-06-05,IPF,World Classic Powerlifting Championships
Michael Mighton,M,SBD,Raw,21.5,20-23,Juniors,92.43,93,255,157.5,260,5,2015-06-05,IPF,World Classic Powerlifting Championships
Riccardo Ciarrocchi,M,SBD,Raw,19.5,20-23,Juniors,92.02,93,260,150,260,6,2015-06-05,IPF,World Classic Powerlifting Championships
Mateusz Czechyra,M,SBD,Raw,21.5,20-23,Juniors,90.84,93,245,160,260,7,2015-06-05,IPF,World Classic Powerlifting Championships
Vito Minheere,M,SBD,Raw,21.5,20-23,Juniors,90.53,93,230,130,290,8,2015-06-05,IPF,World Classic Powerlifting Championships
George Seeger,M,SBD,Raw,22.5,20-23,Juniors,91.79,93,212.5,125,280,9,2015-06-05,IPF,World Classic Powerlifting Championships
Alex-Edward Raus,M,SBD,Raw,22.5,20-23,Juniors,101.3,105,300,190,290,1,2015-06-05,IPF,World Classic Powerlifting Championships
Markus Suomela,M,SBD,Raw,22.5,20-23,Juniors,104.6,105,252.5,172.5,325,2,2015-06-05,IPF,World Classic Powerlifting Championships
Łukasz Nizio,M,SBD,Raw,22.5,20-23,Juniors,104.83,105,275,175,300,3,2015-06-05,IPF,World Classic Powerlifting Championships
Sergey Cherentaev,M,SBD,Raw,22.5,20-23,Juniors,104.13,105,280,185,270,4,2015-06-05,IPF,World Classic Powerlifting Championships
Thomas Brannick,M,SBD,Raw,22.5,20-23,Juniors,103.5,105,247.5,180,287.5,5,2015-06-05,IPF,World Classic Powerlifting Championships
Takanobu Matsuzawa,M,SBD,Raw,22.5,20-23,Juniors,103.73,105,260,152.5,300,6,2015-06-05,IPF,World Classic Powerlifting Championships
Adam Porteš,M,SBD,Raw,19.5,20-23,Juniors,102.86,105,255,157.5,295,7,2015-06-05,IPF,World Classic Powerlifting Championships
Niko Nurmi,M,SBD,Raw,19.5,20-23,Juniors,104.16,105,252.5,150,300,8,2015-06-05,IPF,World Classic Powerlifting Championships
Michal Marciniewski,M,SBD,Raw,22.5,20-23,Juniors,104.36,105,230,155,290,9,2015-06-05,IPF,World Classic Powerlifting Championships
Seiken Sano,M,SBD,Raw,20,20-23,Juniors,103.04,105,235,137.5,285,10,2015-06-05,IPF,World Classic Powerlifting Championships
Mathew Deacon-Smith,M,SBD,Raw,21.5,20-23,Juniors,99.76,105,230,137.5,280,11,2015-06-05,IPF,World Classic Powerlifting Championships
William DeJong,M,SBD,Raw,22.5,20-23,Juniors,99.28,105,217.5,137.5,287.5,12,2015-06-05,IPF,World Classic Powerlifting Championships
Tuomas Hautala,M,SBD,Raw,22.5,20-23,Juniors,119.22,120,305,212.5,357.5,1,2015-06-05,IPF,World Classic Powerlifting Championships
Piotr Sadowski,M,SBD,Raw,21.5,20-23,Juniors,118.83,120,320,200,307.5,2,2015-06-05,IPF,World Classic Powerlifting Championships
Mehmet Kaya,M,SBD,Raw,18.5,18-19,Juniors,116.18,120,287.5,175,305,3,2015-06-05,IPF,World Classic Powerlifting Championships
Vadim Tishkin,M,SBD,Raw,22.5,20-23,Juniors,119.8,120,270,202.5,272.5,4,2015-06-05,IPF,World Classic Powerlifting Championships
Henrique Sinihur,M,SBD,Raw,22.5,20-23,Juniors,119.34,120,285,167.5,285,5,2015-06-05,IPF,World Classic Powerlifting Championships
Jake Ripco,M,SBD,Raw,21.5,20-23,Juniors,117.84,120,260,150,277.5,6,2015-06-05,IPF,World Classic Powerlifting Championships
Andy Askow,M,SBD,Raw,20.5,20-23,Juniors,170.93,120+,340.5,217.5,300,1,2015-06-05,IPF,World Classic Powerlifting Championships
Luke Klein,M,SBD,Raw,22.5,20-23,Juniors,160.04,120+,315,200,325,2,2015-06-05,IPF,World Classic Powerlifting Championships
Alexander Skripnik,M,SBD,Raw,22.5,20-23,Juniors,124.62,120+,280,190,300,3,2015-06-05,IPF,World Classic Powerlifting Championships
Shaun Kelly,M,SBD,Raw,21.5,20-23,Juniors,124.77,120+,260,162.5,282.5,4,2015-06-05,IPF,World Classic Powerlifting Championships
Thomas Wulffeld,M,SBD,Raw,45.5,45-49,Masters 1,58.78,59,167.5,90,212.5,1,2015-06-05,IPF,World Classic Powerlifting Championships
Kiyokazu Genda,M,SBD,Raw,42.5,40-44,Masters 1,56.95,59,167.5,107.5,192.5,2,2015-06-05,IPF,World Classic Powerlifting Championships
Eikichi Tomita,M,SBD,Raw,43.5,40-44,Masters 1,57.09,59,130,87.5,177.5,3,2015-06-05,IPF,World Classic Powerlifting Championships
Nicolas Le Bellego,M,SBD,Raw,39.5,35-39,Masters 1,58.01,59,132.5,90,172.5,4,2015-06-05,IPF,World Classic Powerlifting Championships
Ari-Pekka Töllikkö,M,SBD,Raw,44.5,40-44,Masters 1,58.08,59,110,95,172.5,5,2015-06-05,IPF,World Classic Powerlifting Championships
Kazuya Matsunaga,M,SBD,Raw,39.5,35-39,Masters 1,65.01,66,190,122.5,240,1,2015-06-05,IPF,World Classic Powerlifting Championships
Timo Heiskanen,M,SBD,Raw,44.5,40-44,Masters 1,65.6,66,185,107.5,250,2,2015-06-05,IPF,World Classic Powerlifting Championships
Franck Jouveaux,M,SBD,Raw,43.5,40-44,Masters 1,65.57,66,190,120,217.5,3,2015-06-05,IPF,World Classic Powerlifting Championships
Jacob Carrasco-Gonsales,M,SBD,Raw,48.5,45-49,Masters 1,65.67,66,180,117.5,225,4,2015-06-05,IPF,World Classic Powerlifting Championships
Aissa Abdelkader,M,SBD,Raw,45.5,45-49,Masters 1,65.91,66,175,110,230,5,2015-06-05,IPF,World Classic Powerlifting Championships
Nobuyuki Ganaha,M,SBD,Raw,40.5,40-44,Masters 1,65.41,66,175,130,200,6,2015-06-05,IPF,World Classic Powerlifting Championships
Peep Päll,M,SBD,Raw,44.5,40-44,Masters 1,66,66,170,107.5,205,7,2015-06-05,IPF,World Classic Powerlifting Championships
Pascal Poidras,M,SBD,Raw,47.5,45-49,Masters 1,65,66,162.5,135,180,8,2015-06-05,IPF,World Classic Powerlifting Championships
Roger Hamilton-Smith,M,SBD,Raw,39.5,35-39,Masters 1,64.64,66,155,110,195,9,2015-06-05,IPF,World Classic Powerlifting Championships
Oleksandr Chernyshov,M,SBD,Raw,48.5,45-49,Masters 1,65.73,66,80,142.5,90,10,2015-06-05,IPF,World Classic Powerlifting Championships
Tom Kean,M,SBD,Raw,42.5,40-44,Masters 1,73.56,74,215,155,252.5,1,2015-06-05,IPF,World Classic Powerlifting Championships
Sean Muir,M,SBD,Raw,44.5,40-44,Masters 1,73.01,74,202.5,130,257.5,2,2015-06-05,IPF,World Classic Powerlifting Championships
Sami Siltala,M,SBD,Raw,42.5,40-44,Masters 1,73.99,74,187.5,140,257.5,3,2015-06-05,IPF,World Classic Powerlifting Championships
Johnny May,M,SBD,Raw,47,45-49,Masters 1,73.33,74,220,155,207.5,4,2015-06-05,IPF,World Classic Powerlifting Championships
Tsutomu Imai,M,SBD,Raw,44.5,40-44,Masters 1,73.04,74,200,135,225,5,2015-06-05,IPF,World Classic Powerlifting Championships
Vincent Halbot,M,SBD,Raw,45.5,45-49,Masters 1,73.88,74,182.5,152.5,195,6,2015-06-05,IPF,World Classic Powerlifting Championships
Dušan Švarcbach,M,SBD,Raw,39.5,35-39,Masters 1,73.98,74,197.5,100,232.5,7,2015-06-05,IPF,World Classic Powerlifting Championships
Christer Kedmalm,M,SBD,Raw,42.5,40-44,Masters 1,72.91,74,162.5,140,210,8,2015-06-05,IPF,World Classic Powerlifting Championships
Kevin Wooldrage,M,SBD,Raw,45,45-49,Masters 1,73.08,74,177.5,112.5,205,9,2015-06-05,IPF,World Classic Powerlifting Championships
Kenji Nakama,M,SBD,Raw,40.5,40-44,Masters 1,71.79,74,155,125,190,10,2015-06-05,IPF,World Classic Powerlifting Championships
Jamie McDougal,M,SBD,Raw,42.5,40-44,Masters 1,81.58,83,222.5,187.5,285,1,2015-06-05,IPF,World Classic Powerlifting Championships
David Decouleur,M,SBD,Raw,42.5,40-44,Masters 1,82.6,83,240,137.5,282.5,2,2015-06-05,IPF,World Classic Powerlifting Championships
Leonid Plotnytskiy,M,SBD,Raw,41.5,40-44,Masters 1,81.08,83,220,172.5,250,3,2015-06-05,IPF,World Classic Powerlifting Championships
Peter Schmidt,M,SBD,Raw,40.5,40-44,Masters 1,81.48,83,235,152.5,240,4,2015-06-05,IPF,World Classic Powerlifting Championships
Miklós Fekete,M,SBD,Raw,41.5,40-44,Masters 1,82.09,83,225,155,235,5,2015-06-05,IPF,World Classic Powerlifting Championships
Robert King,M,SBD,Raw,40.5,40-44,Masters 1,82.34,83,215,132.5,252.5,6,2015-06-05,IPF,World Classic Powerlifting Championships
Donald Bigham,M,SBD,Raw,42.5,40-44,Masters 1,87.98,93,270,165,280,1,2015-06-05,IPF,World Classic Powerlifting Championships
Keijo Huttunen,M,SBD,Raw,39.5,35-39,Masters 1,92.02,93,235,170,272.5,2,2015-06-05,IPF,World Classic Powerlifting Championships
Sheridan Wray,M,SBD,Raw,40.5,40-44,Masters 1,92.28,93,220,177.5,265,3,2015-06-05,IPF,World Classic Powerlifting Championships
Ray Owen,M,SBD,Raw,44.5,40-44,Masters 1,90.93,93,232.5,172.5,255,4,2015-06-05,IPF,World Classic Powerlifting Championships
Matthew MacKay,M,SBD,Raw,42.5,40-44,Masters 1,91.92,93,195,140,255,5,2015-06-05,IPF,World Classic Powerlifting Championships
Roman Tůma,M,SBD,Raw,43.5,40-44,Masters 1,92.2,93,220,120,250,6,2015-06-05,IPF,World Classic Powerlifting Championships
Hamid Jamal,M,SBD,Raw,43.5,40-44,Masters 1,92.49,93,185,157.5,240,7,2015-06-05,IPF,World Classic Powerlifting Championships
Eiichi Meguro,M,SBD,Raw,45.5,45-49,Masters 1,91.25,93,200,155,225,8,2015-06-05,IPF,World Classic Powerlifting Championships
Tomáš Tauer,M,SBD,Raw,42.5,40-44,Masters 1,92.01,93,190,165,220,9,2015-06-05,IPF,World Classic Powerlifting Championships
Tim Wheeler,M,SBD,Raw,40.5,40-44,Masters 1,92.71,93,210,112.5,252.5,10,2015-06-05,IPF,World Classic Powerlifting Championships
Waldemar Doktor,M,SBD,Raw,41.5,40-44,Masters 1,92.3,93,180,115,200,11,2015-06-05,IPF,World Classic Powerlifting Championships
Igor Makovetskyi,M,SBD,Raw,42.5,40-44,Masters 1,102.67,105,300,190,290,1,2015-06-05,IPF,World Classic Powerlifting Championships
Leon Brown,M,SBD,Raw,48.5,45-49,Masters 1,99.98,105,260,221.5,270,2,2015-06-05,IPF,World Classic Powerlifting Championships
Kenneth Gack,M,SBD,Raw,45,45-49,Masters 1,103.89,105,270,182.5,277.5,3,2015-06-05,IPF,World Classic Powerlifting Championships
Russ Kirby,M,SBD,Raw,44,40-44,Masters 1,104.72,105,270,177.5,270,4,2015-06-05,IPF,World Classic Powerlifting Championships
Karel Rada,M,SBD,Raw,41.5,40-44,Masters 1,104.08,105,260,160,270,5,2015-06-05,IPF,World Classic Powerlifting Championships
Øystein Aas,M,SBD,Raw,40.5,40-44,Masters 1,102.73,105,225,185,260,6,2015-06-05,IPF,World Classic Powerlifting Championships
Mika Paasonen,M,SBD,Raw,42.5,40-44,Masters 1,104.31,105,230,165,272.5,7,2015-06-05,IPF,World Classic Powerlifting Championships
Brian George,M,SBD,Raw,43.5,40-44,Masters 1,104.71,105,252.5,140,260,8,2015-06-05,IPF,World Classic Powerlifting Championships
Henk de Wet,M,SBD,Raw,40.5,40-44,Masters 1,99.36,105,220,155,255,9,2015-06-05,IPF,World Classic Powerlifting Championships
Akihiro Takezawa,M,SBD,Raw,41.5,40-44,Masters 1,101.93,105,195,195,210,10,2015-06-05,IPF,World Classic Powerlifting Championships
Almakky Harun Yasir,M,SBD,Raw,42.5,40-44,Masters 1,102.05,105,210,147.5,210,11,2015-06-05,IPF,World Classic Powerlifting Championships
Thomas Ziegler,M,SBD,Raw,47,45-49,Masters 1,103.65,105,202.5,NA,225,DQ,2015-06-05,IPF,World Classic Powerlifting Championships
Jarno Ruohonen,M,SBD,Raw,39.5,35-39,Masters 1,104.43,105,260,192.5,NA,DQ,2015-06-05,IPF,World Classic Powerlifting Championships
Thad Benefield,M,SBD,Raw,39,35-39,Masters 1,119.41,120,275,200,307.5,1,2015-06-05,IPF,World Classic Powerlifting Championships
Huub Hetterschijt,M,SBD,Raw,41.5,40-44,Masters 1,114.65,120,272.5,200,280,2,2015-06-05,IPF,World Classic Powerlifting Championships
Laszlo Panisz,M,SBD,Raw,42.5,40-44,Masters 1,115.63,120,285,145,305,3,2015-06-05,IPF,World Classic Powerlifting Championships
Per Montonen,M,SBD,Raw,42.5,40-44,Masters 1,116.94,120,267.5,187.5,275,4,2015-06-05,IPF,World Classic Powerlifting Championships
Andy Hutchings,M,SBD,Raw,39.5,35-39,Masters 1,117.16,120,257.5,180,292.5,5,2015-06-05,IPF,World Classic Powerlifting Championships
Roman Reinbold,M,SBD,Raw,42.5,40-44,Masters 1,117.69,120,260,200,267.5,6,2015-06-05,IPF,World Classic Powerlifting Championships
Petr Lahoda,M,SBD,Raw,44.5,40-44,Masters 1,118.1,120,275,185,257.5,7,2015-06-05,IPF,World Classic Powerlifting Championships
Éric Bonin,M,SBD,Raw,42.5,40-44,Masters 1,119.63,120,230,187.5,260,8,2015-06-05,IPF,World Classic Powerlifting Championships
Derek MacNeill Jean,M,SBD,Raw,43.5,40-44,Masters 1,107.63,120,247.5,162.5,250,9,2015-06-05,IPF,World Classic Powerlifting Championships
Madikane Faku,M,SBD,Raw,39.5,35-39,Masters 1,110.35,120,240,145,270,10,2015-06-05,IPF,World Classic Powerlifting Championships
Pål Guddal,M,SBD,Raw,43.5,40-44,Masters 1,118.91,120,240,195,220,11,2015-06-05,IPF,World Classic Powerlifting Championships
Ove Lehto,M,SBD,Raw,42.5,40-44,Masters 1,143.36,120+,285,240.5,325,1,2015-06-05,IPF,World Classic Powerlifting Championships
Tero Seppänen,M,SBD,Raw,42.5,40-44,Masters 1,131.47,120+,295,236,317.5,2,2015-06-05,IPF,World Classic Powerlifting Championships
Stefan Pielorz,M,SBD,Raw,40,40-44,Masters 1,138.88,120+,305,205,315,3,2015-06-05,IPF,World Classic Powerlifting Championships
Jaroslav Šoukal,M,SBD,Raw,42.5,40-44,Masters 1,164.5,120+,305,225,295,4,2015-06-05,IPF,World Classic Powerlifting Championships
Christopher Baker,M,SBD,Raw,40.5,40-44,Masters 1,138.99,120+,250,225,300,5,2015-06-05,IPF,World Classic Powerlifting Championships
Ricky Mullan,M,SBD,Raw,40,40-44,Masters 1,128.32,120+,265,150,305,6,2015-06-05,IPF,World Classic Powerlifting Championships
Rick Debanks,M,SBD,Raw,44.5,40-44,Masters 1,140.24,120+,262.5,185,270,7,2015-06-05,IPF,World Classic Powerlifting Championships
Richard Hocquard,M,SBD,Raw,46.5,45-49,Masters 1,127.54,120+,255,172.5,275,8,2015-06-05,IPF,World Classic Powerlifting Championships
Jan Filo,M,SBD,Raw,43.5,40-44,Masters 1,147.11,120+,272.5,180,240,9,2015-06-05,IPF,World Classic Powerlifting Championships
Shaifulizzam Mohammad Rouse,M,SBD,Raw,39.5,35-39,Masters 1,138.15,120+,255,140,267.5,10,2015-06-05,IPF,World Classic Powerlifting Championships
Yann Paulet,M,SBD,Raw,39.5,35-39,Masters 1,143.75,120+,235,162.5,260,11,2015-06-05,IPF,World Classic Powerlifting Championships
Iurii Nepovinnykh,M,SBD,Raw,49.5,45-49,Masters 2,58.29,59,165,107.5,190,1,2015-06-05,IPF,World Classic Powerlifting Championships
Tomoyoshi Shiiki,M,SBD,Raw,50.5,50-54,Masters 2,58.58,59,125,100,155,2,2015-06-05,IPF,World Classic Powerlifting Championships
David Gray,M,SBD,Raw,50.5,50-54,Masters 2,65.35,66,192.5,135,240,1,2015-06-05,IPF,World Classic Powerlifting Championships
Jeff Phillips #1,M,SBD,Raw,49.5,45-49,Masters 2,63.89,66,182.5,117.5,227.5,2,2015-06-05,IPF,World Classic Powerlifting Championships
Christian Voisin,M,SBD,Raw,58.5,55-59,Masters 2,65.63,66,180,122.5,205,3,2015-06-05,IPF,World Classic Powerlifting Championships
Jonas Telégin,M,SBD,Raw,49.5,45-49,Masters 2,65.83,66,172.5,107.5,212.5,4,2015-06-05,IPF,World Classic Powerlifting Championships
Gregory Simmons,M,SBD,Raw,49.5,45-49,Masters 2,65.97,66,172.5,122.5,195,5,2015-06-05,IPF,World Classic Powerlifting Championships
Hironori Niwa,M,SBD,Raw,54,50-54,Masters 2,65.62,66,165,105,200,6,2015-06-05,IPF,World Classic Powerlifting Championships
Fabrice Pailler,M,SBD,Raw,51.5,50-54,Masters 2,65.91,66,152.5,110,200,7,2015-06-05,IPF,World Classic Powerlifting Championships
Karsten Gelhar,M,SBD,Raw,57.5,55-59,Masters 2,65.17,66,157.5,97.5,162.5,8,2015-06-05,IPF,World Classic Powerlifting Championships
Glen Chaytor,M,SBD,Raw,49.5,45-49,Masters 2,65.87,66,160,97.5,NA,DQ,2015-06-05,IPF,World Classic Powerlifting Championships
Michel Ruffault,M,SBD,Raw,50.5,50-54,Masters 2,72.61,74,195,102.5,247.5,1,2015-06-05,IPF,World Classic Powerlifting Championships
Udo Bauer,M,SBD,Raw,49,45-49,Masters 2,73.04,74,177.5,102.5,256,2,2015-06-05,IPF,World Classic Powerlifting Championships
Thomas Nordqvist,M,SBD,Raw,49.5,45-49,Masters 2,73.48,74,195,122.5,207.5,3,2015-06-05,IPF,World Classic Powerlifting Championships
Vasilii Motovilnik,M,SBD,Raw,57.5,55-59,Masters 2,73.24,74,185,140,192.5,4,2015-06-05,IPF,World Classic Powerlifting Championships
Jukka Hakonen,M,SBD,Raw,51.5,50-54,Masters 2,73.37,74,190,122.5,195,5,2015-06-05,IPF,World Classic Powerlifting Championships
Seiji Harada,M,SBD,Raw,53.5,50-54,Masters 2,73.45,74,165,110,210,6,2015-06-05,IPF,World Classic Powerlifting Championships
Pauli Linna,M,SBD,Raw,57.5,55-59,Masters 2,73.43,74,150,100,202.5,7,2015-06-05,IPF,World Classic Powerlifting Championships
Allen Ottolangui,M,SBD,Raw,54.5,50-54,Masters 2,73.43,74,160,102.5,190,8,2015-06-05,IPF,World Classic Powerlifting Championships
Laddie Gibson,M,SBD,Raw,49.5,45-49,Masters 2,81.28,83,220,170,245,1,2015-06-05,IPF,World Classic Powerlifting Championships
Philippe Ducamin,M,SBD,Raw,55.5,55-59,Masters 2,82.54,83,230,140,250,2,2015-06-05,IPF,World Classic Powerlifting Championships
Vladimir Shkirman,M,SBD,Raw,50.5,50-54,Masters 2,82.19,83,220,120,267.5,3,2015-06-05,IPF,World Classic Powerlifting Championships
Makoto Yamaguchi,M,SBD,Raw,51.5,50-54,Masters 2,82.54,83,225,140,235,4,2015-06-05,IPF,World Classic Powerlifting Championships
Sandro D'Angelo,M,SBD,Raw,50.5,50-54,Masters 2,81.69,83,220,125,250,5,2015-06-05,IPF,World Classic Powerlifting Championships
Yasuyuki Suzuki,M,SBD,Raw,49.5,45-49,Masters 2,81.27,83,212.5,135,240,6,2015-06-05,IPF,World Classic Powerlifting Championships
Alan Joseph,M,SBD,Raw,49.5,45-49,Masters 2,82.58,83,187.5,122.5,245,7,2015-06-05,IPF,World Classic Powerlifting Championships
Ari Oksanen,M,SBD,Raw,50.5,50-54,Masters 2,80.02,83,182.5,145,215,8,2015-06-05,IPF,World Classic Powerlifting Championships
Mikael Israelsson,M,SBD,Raw,49.5,45-49,Masters 2,82.42,83,177.5,130,215,9,2015-06-05,IPF,World Classic Powerlifting Championships
Régis Gautier,M,SBD,Raw,58.5,55-59,Masters 2,82.12,83,160,115,210,10,2015-06-05,IPF,World Classic Powerlifting Championships
Nail Garipov,M,SBD,Raw,54.5,50-54,Masters 2,82.66,83,157.5,120,190,11,2015-06-05,IPF,World Classic Powerlifting Championships
Tomas Berg,M,SBD,Raw,54.5,50-54,Masters 2,81.61,83,190,117.5,145,12,2015-06-05,IPF,World Classic Powerlifting Championships
Troy Gibson,M,SBD,Raw,49.5,45-49,Masters 2,90.49,93,240,175,265,1,2015-06-05,IPF,World Classic Powerlifting Championships
Peer Haensicke,M,SBD,Raw,53.5,50-54,Masters 2,92.65,93,237.5,170,240,2,2015-06-05,IPF,World Classic Powerlifting Championships
Harri Hagfors,M,SBD,Raw,53.5,50-54,Masters 2,92.52,93,217.5,152.5,275,3,2015-06-05,IPF,World Classic Powerlifting Championships
Gemel Bougamdouz,M,SBD,Raw,51.5,50-54,Masters 2,91.37,93,220,167.5,255,4,2015-06-05,IPF,World Classic Powerlifting Championships
Gennadii Smirnov,M,SBD,Raw,54.5,50-54,Masters 2,91.53,93,252.5,155,230,5,2015-06-05,IPF,World Classic Powerlifting Championships
Eric Dumas,M,SBD,Raw,50.5,50-54,Masters 2,91.75,93,250,145,242.5,6,2015-06-05,IPF,World Classic Powerlifting Championships
Klaus-Dieter Jacob,M,SBD,Raw,53,50-54,Masters 2,92.27,93,217.5,162.5,235,7,2015-06-05,IPF,World Classic Powerlifting Championships
Michal Sekot,M,SBD,Raw,53.5,50-54,Masters 2,91.77,93,225,152.5,235,8,2015-06-05,IPF,World Classic Powerlifting Championships
William Jumel,M,SBD,Raw,53.5,50-54,Masters 2,91.11,93,225,135,235,9,2015-06-05,IPF,World Classic Powerlifting Championships
Kazunori Ishikawa,M,SBD,Raw,49.5,45-49,Masters 2,87.02,93,190,132.5,200,10,2015-06-05,IPF,World Classic Powerlifting Championships
Asgeir Eide-Olsen,M,SBD,Raw,53.5,50-54,Masters 2,91.46,93,177.5,120,192.5,11,2015-06-05,IPF,World Classic Powerlifting Championships
Mark Robb,M,SBD,Raw,55,55-59,Masters 2,103.47,105,265,152.5,295,1,2015-06-05,IPF,World Classic Powerlifting Championships
Adalgiso Sicoli,M,SBD,Raw,54.5,50-54,Masters 2,104.14,105,255,145,270,2,2015-06-05,IPF,World Classic Powerlifting Championships
Henrik Winter,M,SBD,Raw,52.5,50-54,Masters 2,103.4,105,237.5,162.5,255,3,2015-06-05,IPF,World Classic Powerlifting Championships
Aleksander Ilin,M,SBD,Raw,50.5,50-54,Masters 2,98.79,105,225,157.5,270,4,2015-06-05,IPF,World Classic Powerlifting Championships
Jaroslaw Dabrowski,M,SBD,Raw,49.5,45-49,Masters 2,103.24,105,225,162.5,265,5,2015-06-05,IPF,World Classic Powerlifting Championships
Jari Niskanen,M,SBD,Raw,51.5,50-54,Masters 2,104.84,105,215,160,260,6,2015-06-05,IPF,World Classic Powerlifting Championships
Jiří Psota,M,SBD,Raw,52.5,50-54,Masters 2,103.22,105,220,157.5,235,7,2015-06-05,IPF,World Classic Powerlifting Championships
Marc Giles,M,SBD,Raw,50.5,50-54,Masters 2,104.44,105,210,160,240,8,2015-06-05,IPF,World Classic Powerlifting Championships
Andrew Rodney,M,SBD,Raw,49.5,45-49,Masters 2,119.75,120,270,175,290,1,2015-06-05,IPF,World Classic Powerlifting Championships
Zoltán Kanát,M,SBD,Raw,52.5,50-54,Masters 2,114.09,120,260,165,275,2,2015-06-05,IPF,World Classic Powerlifting Championships
Tomas Andersson,M,SBD,Raw,53.5,50-54,Masters 2,117.97,120,280,130,275,3,2015-06-05,IPF,World Classic Powerlifting Championships
Ron Strong,M,SBD,Raw,56.5,55-59,Masters 2,118.6,120,235,152.5,290,4,2015-06-05,IPF,World Classic Powerlifting Championships
Steve Lousich,M,SBD,Raw,49.5,45-49,Masters 2,119.89,120,267.5,190,220,5,2015-06-05,IPF,World Classic Powerlifting Championships
Gerhardus Oosthuizen,M,SBD,Raw,50.5,50-54,Masters 2,116.17,120,202.5,198,252.5,6,2015-06-05,IPF,World Classic Powerlifting Championships
Tapani Laitala,M,SBD,Raw,51.5,50-54,Masters 2,114.06,120,240,145,250,7,2015-06-05,IPF,World Classic Powerlifting Championships
Bengt Eide-Olsen,M,SBD,Raw,53.5,50-54,Masters 2,108.88,120,205,165,215,8,2015-06-05,IPF,World Classic Powerlifting Championships
Uwe Doerfert,M,SBD,Raw,55.5,55-59,Masters 2,117.98,120,192.5,142.5,202.5,9,2015-06-05,IPF,World Classic Powerlifting Championships
Vitalii Iakovlev,M,SBD,Raw,53.5,50-54,Masters 2,113.06,120,230,165,NA,DQ,2015-06-05,IPF,World Classic Powerlifting Championships
Ronny Andersen,M,SBD,Raw,50.5,50-54,Masters 2,119.73,120,220,162.5,NA,DQ,2015-06-05,IPF,World Classic Powerlifting Championships
