Entity,Code,Year,Aquaculture production (metric tons),Capture fisheries production (metric tons)
El Salvador,SLV,1966,,10600
El Salvador,SLV,1967,,9900
El Salvador,SLV,1968,,10200
El Salvador,SLV,1969,,10300
El Salvador,SLV,1970,,11100
El Salvador,SLV,1971,,10700
El Salvador,SLV,1972,,10400
El Salvador,SLV,1973,,12400
El Salvador,SLV,1974,,9654
El Salvador,SLV,1975,,8730
El Salvador,SLV,1976,,7201
El Salvador,SLV,1977,,6368
El Salvador,SLV,1978,,9540
El Salvador,SLV,1979,,12738
El Salvador,SLV,1980,,13958
El Salvador,SLV,1981,,20770
El Salvador,SLV,1982,,12916
El Salvador,SLV,1983,,7603
Equatorial Guinea,GNQ,2006,2,4000
Equatorial Guinea,GNQ,2007,2,4533
Equatorial Guinea,GNQ,2008,2,5400
Equatorial Guinea,GNQ,2009,3,7669
Equatorial Guinea,GNQ,2010,15,7376
Equatorial Guinea,GNQ,2011,17,7115
Equatorial Guinea,GNQ,2012,15,7834
Equatorial Guinea,GNQ,2013,15,6940
Equatorial Guinea,GNQ,2014,15,6068
Equatorial Guinea,GNQ,2015,15,6420
Equatorial Guinea,GNQ,2016,15,6451
Equatorial Guinea,GNQ,2017,15,6380
Equatorial Guinea,GNQ,2018,15,6410
Equatorial Guinea,GNQ,1960,,900
Equatorial Guinea,GNQ,1961,,500
Equatorial Guinea,GNQ,1962,,800
Equatorial Guinea,GNQ,1963,,1000
Equatorial Guinea,GNQ,1964,,1000
Equatorial Guinea,GNQ,1965,,600
Equatorial Guinea,GNQ,1966,,1200
Equatorial Guinea,GNQ,1967,,1100
Equatorial Guinea,GNQ,1968,,3700
Equatorial Guinea,GNQ,1969,,3500
Equatorial Guinea,GNQ,1970,,4000
Equatorial Guinea,GNQ,1971,,4000
Equatorial Guinea,GNQ,1972,,4000
Equatorial Guinea,GNQ,1973,,4000
Equatorial Guinea,GNQ,1974,,4000
Equatorial Guinea,GNQ,1975,,4000
Equatorial Guinea,GNQ,1976,,4000
Equatorial Guinea,GNQ,1977,,4000
Equatorial Guinea,GNQ,1978,,4000
Equatorial Guinea,GNQ,1979,,4000
Equatorial Guinea,GNQ,1980,,2500
Equatorial Guinea,GNQ,1981,,2500
Equatorial Guinea,GNQ,1982,,2019
Equatorial Guinea,GNQ,1983,,2341
Equatorial Guinea,GNQ,1984,,4000
Equatorial Guinea,GNQ,1985,,3600
Equatorial Guinea,GNQ,1986,,4400
Equatorial Guinea,GNQ,1987,,4000
Equatorial Guinea,GNQ,1988,,4000
Equatorial Guinea,GNQ,1989,,4000
Equatorial Guinea,GNQ,1990,,3700
Equatorial Guinea,GNQ,1991,,3500
Equatorial Guinea,GNQ,1992,,3600
Equatorial Guinea,GNQ,1993,,3507
Equatorial Guinea,GNQ,1994,,5069
Equatorial Guinea,GNQ,1995,,2306
Equatorial Guinea,GNQ,1996,,5040
Equatorial Guinea,GNQ,1997,,6090
Equatorial Guinea,GNQ,1998,,6005
Equatorial Guinea,GNQ,1999,,7001
Equatorial Guinea,GNQ,2000,,3634
Equatorial Guinea,GNQ,2001,,3600
Equatorial Guinea,GNQ,2002,,3550
Equatorial Guinea,GNQ,2003,,3550
Equatorial Guinea,GNQ,2004,,3500
Equatorial Guinea,GNQ,2005,,3750
Eritrea,ERI,2000,12,12712
Eritrea,ERI,2001,32,8880
Eritrea,ERI,2002,42,7852
Eritrea,ERI,2003,42,6689
Eritrea,ERI,2004,10,7404
Eritrea,ERI,2005,0,4027
Eritrea,ERI,2006,0,8813
Eritrea,ERI,2007,0,2232
Eritrea,ERI,2008,0,1965
Eritrea,ERI,2009,0,3330
Eritrea,ERI,2010,0,3586
Eritrea,ERI,2011,0,2939
Eritrea,ERI,2012,0,4452
Eritrea,ERI,2013,0,4300
Eritrea,ERI,2014,0,4300
Eritrea,ERI,2015,0,4300
Eritrea,ERI,2016,0,4300
Eritrea,ERI,2017,0,4300
Eritrea,ERI,2018,0,4300
Eritrea,ERI,1993,,475
Eritrea,ERI,1994,,2706
Eritrea,ERI,1995,,3559
Eritrea,ERI,1996,,3252
Eritrea,ERI,1997,,1038
Eritrea,ERI,1998,,1852.90002441406
Eritrea,ERI,1999,,6997.0498046875
Estonia,EST,1988,401,397381
Estonia,EST,1989,1232,374222
Estonia,EST,1990,936,345147
Estonia,EST,1991,1337,327876
Estonia,EST,1992,693,128996
Estonia,EST,1993,330,147185
Estonia,EST,1994,417,124091
Estonia,EST,1995,315,132576
Estonia,EST,1996,272,108720
Estonia,EST,1997,260,126057
Estonia,EST,1998,260,121594
Estonia,EST,1999,200,113112
Estonia,EST,2000,225,113347
Estonia,EST,2001,467,105492
Estonia,EST,2002,257,102365
Estonia,EST,2003,372,80208
Estonia,EST,2004,252,88625
Estonia,EST,2005,555,99581
Estonia,EST,2006,703,86884
Estonia,EST,2007,772,99444
Estonia,EST,2008,813,102580
Estonia,EST,2009,653.599975585938,98504
Estonia,EST,2010,573.039978027344,95731
Estonia,EST,2011,388.339996337891,81580
Estonia,EST,2012,581.398010253906,67744
Estonia,EST,2013,733.213989257813,69781
Estonia,EST,2014,870.474975585938,69160
Estonia,EST,2015,798.700012207031,73616
Estonia,EST,2016,867.733032226563,76054
Estonia,EST,2017,870.460998535156,82821
Estonia,EST,2018,943.661010742188,87462
Eswatini,SWZ,1984,8,82
Eswatini,SWZ,1985,12,78
Eswatini,SWZ,1986,18,82
Eswatini,SWZ,1987,19,81
Eswatini,SWZ,1988,20,90
Eswatini,SWZ,1989,40,70
Eswatini,SWZ,1990,45,65
Eswatini,SWZ,1991,45,60
Eswatini,SWZ,1992,40,60
Eswatini,SWZ,1993,42,68
Eswatini,SWZ,1994,60,60
Eswatini,SWZ,1995,88,50
Eswatini,SWZ,1996,93,50
Eswatini,SWZ,1997,66,50
Eswatini,SWZ,1998,81,50
Eswatini,SWZ,1999,61,50
Eswatini,SWZ,2000,69,50
Eswatini,SWZ,2001,72,50
Eswatini,SWZ,2009,73,60
Eswatini,SWZ,2010,209,60
Eswatini,SWZ,2011,100,60
Eswatini,SWZ,2012,100,60
Eswatini,SWZ,2013,100,60
Eswatini,SWZ,2014,100,65
Eswatini,SWZ,2015,100,65
Eswatini,SWZ,2016,100,65
Eswatini,SWZ,2017,100,65
Eswatini,SWZ,2018,100,65
Eswatini,SWZ,1968,,50
Eswatini,SWZ,1969,,50
Eswatini,SWZ,1970,,50
Eswatini,SWZ,1971,,50
Eswatini,SWZ,1972,,50
Eswatini,SWZ,1973,,50
Eswatini,SWZ,1974,,50
Eswatini,SWZ,1975,,50
Eswatini,SWZ,1976,,50
Eswatini,SWZ,1977,,53
Eswatini,SWZ,1978,,44
Eswatini,SWZ,1979,,60
Eswatini,SWZ,1980,,70
Eswatini,SWZ,1981,,70
Eswatini,SWZ,1982,,80
Eswatini,SWZ,1983,,80
Eswatini,SWZ,2002,,60
Eswatini,SWZ,2003,,60
Eswatini,SWZ,2004,,60
Eswatini,SWZ,2005,,60
Eswatini,SWZ,2006,,60
Eswatini,SWZ,2007,,60
Eswatini,SWZ,2008,,60
Ethiopia,ETH,1988,1,4066
Ethiopia,ETH,1989,33,4236
Ethiopia,ETH,1990,36,14265
Ethiopia,ETH,1991,36,6335
Ethiopia,ETH,1992,22,4590
Ethiopia,ETH,1993,28,4769
Ethiopia,ETH,1994,33,5287
Ethiopia,ETH,1995,55,8330
Ethiopia,ETH,1996,38,8770
Ethiopia,ETH,1997,24,10370
Ethiopia,ETH,1998,14,14000
Ethiopia,ETH,1999,15,16849
Ethiopia,ETH,2000,15,15725
Ethiopia,ETH,2001,15,15432
Ethiopia,ETH,2002,15,12520
Ethiopia,ETH,2003,15,10113
Ethiopia,ETH,2004,25,10451
Ethiopia,ETH,2005,25,9797
Ethiopia,ETH,2006,25,10617
Ethiopia,ETH,2007,25,13794
Ethiopia,ETH,2008,25,17262
Ethiopia,ETH,2009,25,17050
Ethiopia,ETH,2010,25,18062
Ethiopia,ETH,2011,25,24118
Ethiopia,ETH,2012,38,29352
Ethiopia,ETH,2013,45.2999992370605,38371
Ethiopia,ETH,2014,85.5,50119
Ethiopia,ETH,2015,90.5,45525
Ethiopia,ETH,2016,95,50007
Ethiopia,ETH,2017,126,56005
Ethiopia,ETH,2018,165,57166
Ethiopia,ETH,1960,,8300
Ethiopia,ETH,1961,,8600
Ethiopia,ETH,1962,,9100
Ethiopia,ETH,1963,,9600
Ethiopia,ETH,1964,,12000
Ethiopia,ETH,1965,,15900
Ethiopia,ETH,1966,,16200
Ethiopia,ETH,1967,,16200
Ethiopia,ETH,1968,,14600
Ethiopia,ETH,1969,,14400
Ethiopia,ETH,1970,,17200
Ethiopia,ETH,1971,,19100
Ethiopia,ETH,1972,,14800
Ethiopia,ETH,1973,,4700
Ethiopia,ETH,1974,,5900
Ethiopia,ETH,1975,,3930
Ethiopia,ETH,1976,,2970
Ethiopia,ETH,1977,,2472
Ethiopia,ETH,1978,,2515
Ethiopia,ETH,1979,,2800
Ethiopia,ETH,1980,,3507
Ethiopia,ETH,1981,,3828
Ethiopia,ETH,1982,,3750
Ethiopia,ETH,1983,,3900
Ethiopia,ETH,1984,,4300
Ethiopia,ETH,1985,,4000
Ethiopia,ETH,1986,,4100
Ethiopia,ETH,1987,,4000
Euro area,,1960,220684,3521471
Euro area,,1961,233396,3649449
Euro area,,1962,280611,3634345
Euro area,,1963,286731,3821693.125
Euro area,,1964,305153,4050216.125
Euro area,,1965,317854,4225906.375
Euro area,,1966,296396,4278249.75
Euro area,,1967,293454,4506355
Euro area,,1968,339359,4649885
Euro area,,1969,354561,4444173
Euro area,,1970,407410,4475609
Euro area,,1971,391880,4350386
Euro area,,1972,474329,4296136
Euro area,,1973,472817,4483313
Euro area,,1974,495698,4474673
Euro area,,1975,544898,4306558
Euro area,,1976,520364,4173109
Euro area,,1977,591456,3854946
Euro area,,1978,630744,3843286.09375
Euro area,,1979,601919,3631548.71875
Euro area,,1980,619601,3775424.875
Euro area,,1981,661714,3963250.6484375
Euro area,,1982,708585,4050248.078125
Euro area,,1983,729656,4010582.63818359
Euro area,,1984,733099,4105620.578125
Euro area,,1985,810998,4107066.2421875
Euro area,,1986,817002,4144069.01293945
Euro area,,1987,829424,4133518.21875
Euro area,,1988,843166,5518193.734375
Euro area,,1989,826507,5405795.9375
Euro area,,1990,851075,4968976.21875
Euro area,,1991,850632,4894696.8125
Euro area,,1992,822665,4217534.171875
Euro area,,1993,807407,4272904.03125
Euro area,,1994,889206,4167182.59375
Euro area,,1995,959926,4363878.03125
Euro area,,1996,997686,4206004.578125
Euro area,,1997,1006002,4149190.4375
Euro area,,1998,1119999,4195719.8359375
Euro area,,1999,1144352,4085011.53125
Euro area,,2000,1116236,3953915.171875
Euro area,,2001,1084460,4107923.0234375
Euro area,,2002,980889,3849375.4921875
Euro area,,2003,1036926,3841392.2734375
Euro area,,2004,977641,3794467.2109375
Euro area,,2005,960142,3812967.53125
Euro area,,2006,984698.1875,3839835.55957031
Euro area,,2007,1006528.40625,3677791.50085449
Euro area,,2008,923158.05859375,3542235.19836426
Euro area,,2009,963262.086120605,3456693.6809082
Euro area,,2010,920251.360473633,3577800.421875
Euro area,,2011,905027.545196533,3415348.49963379
Euro area,,2012,868671.615478516,3156033.16845703
Euro area,,2013,830954.68963623,3284246.24334717
Euro area,,2014,882930.724853516,3524910.19921875
Euro area,,2015,890265.620178223,3304453.99356079
Euro area,,2016,925204.025024414,3376806.31588745
Euro area,,2017,961020.249938965,3495374.60125732
Euro area,,2018,989697.340026855,3456669.22937012
Europe & Central Asia,,1960,261934,8074060
Europe & Central Asia,,1961,279060,8485100
Europe & Central Asia,,1962,325424,8612989
Europe & Central Asia,,1963,333898,8980319.125
Europe & Central Asia,,1964,359826,9803489.125
Europe & Central Asia,,1965,375837,10903547.375
Europe & Central Asia,,1966,355332,11694728.75
Europe & Central Asia,,1967,359314,12296627
Europe & Central Asia,,1968,405595,11960442
Europe & Central Asia,,1969,421634,11486515
Europe & Central Asia,,1970,472162,12205944
Europe & Central Asia,,1971,462284,12314374
Europe & Central Asia,,1972,559283,12413438
Europe & Central Asia,,1973,556672,12707100
Europe & Central Asia,,1974,586590,12842434
Europe & Central Asia,,1975,639914,12622538
Europe & Central Asia,,1976,620374,13579672
Europe & Central Asia,,1977,693358,13494078
Europe & Central Asia,,1978,732189,12767852.09375
Europe & Central Asia,,1979,707372,12713889.71875
Europe & Central Asia,,1980,730339,12856675.875
Europe & Central Asia,,1981,797569,12960107.6484375
Europe & Central Asia,,1982,862011,12511506.078125
Europe & Central Asia,,1983,887447,12938000.6381836
Europe & Central Asia,,1984,903543,13309362.640625
Europe & Central Asia,,1985,990333,13030806.3671875
Europe & Central Asia,,1986,1022837,12776007.1506348
Europe & Central Asia,,1987,1049738,12887861.6191406
Europe & Central Asia,,1988,1438686,24113763.5341797
Europe & Central Asia,,1989,1495156,23192392.6503906
Europe & Central Asia,,1990,1627793,20967140.9121094
Europe & Central Asia,,1991,1481996,20098837.8125
Europe & Central Asia,,1992,1392890,19216172.4499512
Europe & Central Asia,,1993,1403206,17853354.3046875
Europe & Central Asia,,1994,1515927,17214412.6015625
Europe & Central Asia,,1995,1627416,18610279.3850098
Europe & Central Asia,,1996,1711454,18794113.2741699
Europe & Central Asia,,1997,1803809,19158452.7296753
Europe & Central Asia,,1998,1984332,18329130.4140625
Europe & Central Asia,,1999,2141310,17533061.6225586
Europe & Central Asia,,2000,2139974,17630773.4160156
Europe & Central Asia,,2001,2163100,17298188.3483887
Europe & Central Asia,,2002,2108011.75976563,16751845.8312988
Europe & Central Asia,,2003,2244610.09960938,15888640.9086914
Europe & Central Asia,,2004,2269426.3992157,15301763.8476563
Europe & Central Asia,,2005,2257248,15133984.6210938
Europe & Central Asia,,2006,2329865.23730469,14804618.7922363
Europe & Central Asia,,2007,2516668.20605469,14840563.5335693
Europe & Central Asia,,2008,2491943.77880859,14370515.2764893
Europe & Central Asia,,2009,2691913.83739624,14562089.3808594
Europe & Central Asia,,2010,2708483.21947022,15099474.322876
Europe & Central Asia,,2011,2858710.98430786,14607607.3623047
Europe & Central Asia,,2012,3071282.13664624,14232911.1483154
Europe & Central Asia,,2013,3005843.57216919,14680994.5870972
Europe & Central Asia,,2014,3187962.91989136,14872926.0992432
Europe & Central Asia,,2015,3241090.38634033,15315699.3092346
Europe & Central Asia,,2016,3261461.75583496,14864776.5160828
Europe & Central Asia,,2017,3364659.68499756,16107113.3607788
Europe & Central Asia,,2018,3470098.24749756,16294046.6651611
Europe & Central Asia (IDA & IBRD),,1960,22760,298411
Europe & Central Asia (IDA & IBRD),,1961,24080,292822
Europe & Central Asia (IDA & IBRD),,1962,22300,264216
Europe & Central Asia (IDA & IBRD),,1963,23220,380537
Europe & Central Asia (IDA & IBRD),,1964,28860,407931
Europe & Central Asia (IDA & IBRD),,1965,28830,465971
Europe & Central Asia (IDA & IBRD),,1966,29029,491057
Europe & Central Asia (IDA & IBRD),,1967,34877,589875
Europe & Central Asia (IDA & IBRD),,1968,33074,615626
Europe & Central Asia (IDA & IBRD),,1969,34455,680442
Europe & Central Asia (IDA & IBRD),,1970,34683,774029
Europe & Central Asia (IDA & IBRD),,1971,38135,821315
Europe & Central Asia (IDA & IBRD),,1972,47044,875967
Europe & Central Asia (IDA & IBRD),,1973,47158,890832
Europe & Central Asia (IDA & IBRD),,1974,53581,1011497
Europe & Central Asia (IDA & IBRD),,1975,53958,1172822
Europe & Central Asia (IDA & IBRD),,1976,59184,1148240
Europe & Central Asia (IDA & IBRD),,1977,61138,1065084
Europe & Central Asia (IDA & IBRD),,1978,56007,1015943
Europe & Central Asia (IDA & IBRD),,1979,56005,1168372
Europe & Central Asia (IDA & IBRD),,1980,57521,1318916
Europe & Central Asia (IDA & IBRD),,1981,67921,1334949
Europe & Central Asia (IDA & IBRD),,1982,73617,1401652
Europe & Central Asia (IDA & IBRD),,1983,66268,1607417
Europe & Central Asia (IDA & IBRD),,1984,83110,1562449.0625
Europe & Central Asia (IDA & IBRD),,1985,76981,1531357.125
Europe & Central Asia (IDA & IBRD),,1986,83606,1536910.13769531
Europe & Central Asia (IDA & IBRD),,1987,78970,1610305.40039063
Europe & Central Asia (IDA & IBRD),,1988,409208,11197980.7998047
Europe & Central Asia (IDA & IBRD),,1989,431620,10726715.7128906
Europe & Central Asia (IDA & IBRD),,1990,490382,9664069.69335938
Europe & Central Asia (IDA & IBRD),,1991,323003,8718759
Europe & Central Asia (IDA & IBRD),,1992,295284,7250131.27807617
Europe & Central Asia (IDA & IBRD),,1993,264914,5902372.2734375
Europe & Central Asia (IDA & IBRD),,1994,224690,5238877.0078125
Europe & Central Asia (IDA & IBRD),,1995,203247,5981029.35375977
Europe & Central Asia (IDA & IBRD),,1996,184832,6130201.69604492
Europe & Central Asia (IDA & IBRD),,1997,201520,6005953.29217529
Europe & Central Asia (IDA & IBRD),,1998,217158,5804779.578125
Europe & Central Asia (IDA & IBRD),,1999,241007,5549513.09130859
Europe & Central Asia (IDA & IBRD),,2000,260930,5306078.24414063
Europe & Central Asia (IDA & IBRD),,2001,261951,4842590.32495117
Europe & Central Asia (IDA & IBRD),,2002,268072.759765625,4449225.33911133
Europe & Central Asia (IDA & IBRD),,2003,295921.099609375,4383961.63525391
Europe & Central Asia (IDA & IBRD),,2004,310792.399215698,4054332.63671875
Europe & Central Asia (IDA & IBRD),,2005,350569,4213483.08984375
Europe & Central Asia (IDA & IBRD),,2006,354339.049804688,4347884.23266602
Europe & Central Asia (IDA & IBRD),,2007,386722.799804688,4663129.03271484
Europe & Central Asia (IDA & IBRD),,2008,413724.720214844,4478308.078125
Europe & Central Asia (IDA & IBRD),,2009,427782.127838135,4938224.69995117
Europe & Central Asia (IDA & IBRD),,2010,433481.877746582,5160196.90100098
Europe & Central Asia (IDA & IBRD),,2011,458657.594238281,5347190.8626709
Europe & Central Asia (IDA & IBRD),,2012,509645.611175537,5300251.9798584
Europe & Central Asia (IDA & IBRD),,2013,558151.027923584,5355567.34375
Europe & Central Asia (IDA & IBRD),,2014,582205.402069092,5112334.90002441
Europe & Central Asia (IDA & IBRD),,2015,586330.845458984,5443396.31567383
Europe & Central Asia (IDA & IBRD),,2016,630677.607177734,5647607.20019531
Europe & Central Asia (IDA & IBRD),,2017,677875.073730469,5882819.75952148
Europe & Central Asia (IDA & IBRD),,2018,750132.108642578,6139055.43579102
Europe & Central Asia (excluding high income),,1960,14660,122500
Europe & Central Asia (excluding high income),,1961,15380,116000
Europe & Central Asia (excluding high income),,1962,14800,91200
Europe & Central Asia (excluding high income),,1963,14420,162600
Europe & Central Asia (excluding high income),,1964,18260,153590
Europe & Central Asia (excluding high income),,1965,19130,178214
Europe & Central Asia (excluding high income),,1966,18920,166444
Europe & Central Asia (excluding high income),,1967,24950,261660
Europe & Central Asia (excluding high income),,1968,20610,221344
Europe & Central Asia (excluding high income),,1969,21550,285500
Europe & Central Asia (excluding high income),,1970,24850,314401
Europe & Central Asia (excluding high income),,1971,27770,314066
Europe & Central Asia (excluding high income),,1972,33840,344953
Europe & Central Asia (excluding high income),,1973,33353,325699
Europe & Central Asia (excluding high income),,1974,40069,345861
Europe & Central Asia (excluding high income),,1975,39359,386380
Europe & Central Asia (excluding high income),,1976,44606,411755
Europe & Central Asia (excluding high income),,1977,44410,418223
Europe & Central Asia (excluding high income),,1978,44380,446545
Europe & Central Asia (excluding high income),,1979,46073,579023
Europe & Central Asia (excluding high income),,1980,47885,688133
Europe & Central Asia (excluding high income),,1981,53731,726051
Europe & Central Asia (excluding high income),,1982,60736,805252
Europe & Central Asia (excluding high income),,1983,48268,884584
Europe & Central Asia (excluding high income),,1984,63110,862080.0625
Europe & Central Asia (excluding high income),,1985,56882,873159.125
Europe & Central Asia (excluding high income),,1986,64922,910509.137695313
Europe & Central Asia (excluding high income),,1987,58498,958657.400390625
Europe & Central Asia (excluding high income),,1988,383257,10569954.7998047
Europe & Central Asia (excluding high income),,1989,405669,10187271.7128906
Europe & Central Asia (excluding high income),,1990,463982,9215776.69335938
Europe & Central Asia (excluding high income),,1991,293503,8290132
Europe & Central Asia (excluding high income),,1992,258282,6741624.19995117
Europe & Central Asia (excluding high income),,1993,241702,5480336
Europe & Central Asia (excluding high income),,1994,195249,4783364
Europe & Central Asia (excluding high income),,1995,174129,5535389.30004883
Europe & Central Asia (excluding high income),,1996,154243,5769171.69995117
Europe & Central Asia (excluding high income),,1997,169330,5639998.79998779
Europe & Central Asia (excluding high income),,1998,181378,5540823.5
Europe & Central Asia (excluding high income),,1999,200983,5294879.89990234
Europe & Central Asia (excluding high income),,2000,218259,5067328
Europe & Central Asia (excluding high income),,2001,216023,4598975.19995117
Europe & Central Asia (excluding high income),,2002,226268.759765625,4204545.80004883
Europe & Central Asia (excluding high income),,2003,250980.099609375,4183604.60009766
Europe & Central Asia (excluding high income),,2004,264744.399215698,3832052.515625
Europe & Central Asia (excluding high income),,2005,300522,4023541
Europe & Central Asia (excluding high income),,2006,302975.049804688,4164529.09985352
