Entity,Code,Year,Capture fisheries production (metric tons)
Europe & Central Asia (IDA & IBRD),,2006,4347884.23266602
Europe & Central Asia (IDA & IBRD),,2007,4663129.03271484
Europe & Central Asia (IDA & IBRD),,2008,4478308.078125
Europe & Central Asia (IDA & IBRD),,2009,4938224.69995117
Europe & Central Asia (IDA & IBRD),,2010,5160196.90100098
Europe & Central Asia (IDA & IBRD),,2011,5347190.8626709
Europe & Central Asia (IDA & IBRD),,2012,5300251.9798584
Europe & Central Asia (IDA & IBRD),,2013,5355567.34375
Europe & Central Asia (IDA & IBRD),,2014,5112334.90002441
Europe & Central Asia (IDA & IBRD),,2015,5443396.31567383
Europe & Central Asia (IDA & IBRD),,2016,5647607.20019531
Europe & Central Asia (IDA & IBRD),,2017,5882819.75952148
Europe & Central Asia (IDA & IBRD),,2018,6139055.43579102
Europe & Central Asia (excluding high income),,1960,122500
Europe & Central Asia (excluding high income),,1961,116000
Europe & Central Asia (excluding high income),,1962,91200
Europe & Central Asia (excluding high income),,1963,162600
Europe & Central Asia (excluding high income),,1964,153590
Europe & Central Asia (excluding high income),,1965,178214
Europe & Central Asia (excluding high income),,1966,166444
Europe & Central Asia (excluding high income),,1967,261660
Europe & Central Asia (excluding high income),,1968,221344
Europe & Central Asia (excluding high income),,1969,285500
Europe & Central Asia (excluding high income),,1970,314401
Europe & Central Asia (excluding high income),,1971,314066
Europe & Central Asia (excluding high income),,1972,344953
Europe & Central Asia (excluding high income),,1973,325699
Europe & Central Asia (excluding high income),,1974,345861
Europe & Central Asia (excluding high income),,1975,386380
Europe & Central Asia (excluding high income),,1976,411755
Europe & Central Asia (excluding high income),,1977,418223
Europe & Central Asia (excluding high income),,1978,446545
Europe & Central Asia (excluding high income),,1979,579023
Europe & Central Asia (excluding high income),,1980,688133
Europe & Central Asia (excluding high income),,1981,726051
Europe & Central Asia (excluding high income),,1982,805252
Europe & Central Asia (excluding high income),,1983,884584
Europe & Central Asia (excluding high income),,1984,862080.0625
Europe & Central Asia (excluding high income),,1985,873159.125
Europe & Central Asia (excluding high income),,1986,910509.137695313
Europe & Central Asia (excluding high income),,1987,958657.400390625
Europe & Central Asia (excluding high income),,1988,10569954.7998047
Europe & Central Asia (excluding high income),,1989,10187271.7128906
Europe & Central Asia (excluding high income),,1990,9215776.69335938
Europe & Central Asia (excluding high income),,1991,8290132
Europe & Central Asia (excluding high income),,1992,6741624.19995117
Europe & Central Asia (excluding high income),,1993,5480336
Europe & Central Asia (excluding high income),,1994,4783364
Europe & Central Asia (excluding high income),,1995,5535389.30004883
Europe & Central Asia (excluding high income),,1996,5769171.69995117
Europe & Central Asia (excluding high income),,1997,5639998.79998779
Europe & Central Asia (excluding high income),,1998,5540823.5
Europe & Central Asia (excluding high income),,1999,5294879.89990234
Europe & Central Asia (excluding high income),,2000,5067328
Europe & Central Asia (excluding high income),,2001,4598975.19995117
Europe & Central Asia (excluding high income),,2002,4204545.80004883
Europe & Central Asia (excluding high income),,2003,4183604.60009766
Europe & Central Asia (excluding high income),,2004,3832052.515625
Europe & Central Asia (excluding high income),,2005,4023541
Europe & Central Asia (excluding high income),,2006,4164529.09985352
Europe & Central Asia (excluding high income),,2007,4471080.39990234
Europe & Central Asia (excluding high income),,2008,4286744
Europe & Central Asia (excluding high income),,2009,4658541.19995117
Europe & Central Asia (excluding high income),,2010,4917607.60021973
Europe & Central Asia (excluding high income),,2011,5077486.8001709
Europe & Central Asia (excluding high income),,2012,5037477.8001709
Europe & Central Asia (excluding high income),,2013,5065566
Europe & Central Asia (excluding high income),,2014,4840367.90002441
Europe & Central Asia (excluding high income),,2015,5164021.31567383
Europe & Central Asia (excluding high income),,2016,5356186.70019531
Europe & Central Asia (excluding high income),,2017,5586478.10327148
Europe & Central Asia (excluding high income),,2018,5845794.09985352
European Union,,1960,4552526
European Union,,1961,4763038
European Union,,1962,4914213
European Union,,1963,5257660.125
European Union,,1964,5580843.125
European Union,,1965,5761074.375
European Union,,1966,5816937.75
European Union,,1967,6313232
European Union,,1968,6909433
European Union,,1969,6489497
European Union,,1970,6577194
European Union,,1971,6628468
European Union,,1972,6642558
European Union,,1973,6877918
European Union,,1974,7385673
European Union,,1975,7316792
European Union,,1976,7280102
European Union,,1977,6735296
European Union,,1978,6536739.09375
European Union,,1979,6374336.71875
European Union,,1980,6916199.875
European Union,,1981,6925048.6484375
European Union,,1982,7117154.078125
European Union,,1983,7172332.63818359
European Union,,1984,7216250.578125
European Union,,1985,7078173.2421875
European Union,,1986,7146769.01293945
European Union,,1987,7016276.21875
European Union,,1988,8677824.734375
European Union,,1989,8375291.9375
European Union,,1990,7302335.21875
European Union,,1991,7465607.8125
European Union,,1992,7090987.25
European Union,,1993,6694123.3046875
European Union,,1994,6928397.6015625
European Union,,1995,7288707.08496094
European Union,,1996,6657817.57421875
European Union,,1997,6729797.9296875
European Union,,1998,6472341.9140625
European Union,,1999,6130232.72265625
European Union,,2000,6097232.41601563
European Union,,2001,6205506.1484375
European Union,,2002,5865091.03125
European Union,,2003,5393438.30859375
European Union,,2004,5402391.33203125
European Union,,2005,5193204.62109375
European Union,,2006,5186560.69238281
European Union,,2007,4787535.13366699
European Union,,2008,4681552.27648926
European Union,,2009,4741021.1809082
European Union,,2010,4884176.72265625
European Union,,2011,4606544.56213379
European Union,,2012,4097497.34814453
European Union,,2013,4456799.58709717
European Union,,2014,4749808.19921875
European Union,,2015,4692707.99356079
European Union,,2016,4573916.81588745
European Union,,2017,4957735.25750732
European Union,,2018,4789538.56530762
Faeroe Islands,FRO,1960,111077
Faeroe Islands,FRO,1961,122139
Faeroe Islands,FRO,1962,146027
Faeroe Islands,FRO,1963,140038
Faeroe Islands,FRO,1964,140398
Faeroe Islands,FRO,1965,146479
Faeroe Islands,FRO,1966,167804
Faeroe Islands,FRO,1967,175325
Faeroe Islands,FRO,1968,167989
Faeroe Islands,FRO,1969,177691
Faeroe Islands,FRO,1970,208220
Faeroe Islands,FRO,1971,208390
Faeroe Islands,FRO,1972,208663
Faeroe Islands,FRO,1973,247312
Faeroe Islands,FRO,1974,247312
Faeroe Islands,FRO,1975,286698
Faeroe Islands,FRO,1976,342537
Faeroe Islands,FRO,1977,311388
Faeroe Islands,FRO,1978,317946
Faeroe Islands,FRO,1979,268470
Faeroe Islands,FRO,1980,277837
Faeroe Islands,FRO,1981,246316
Faeroe Islands,FRO,1982,253170
Faeroe Islands,FRO,1983,331664
Faeroe Islands,FRO,1984,348760
Faeroe Islands,FRO,1985,374918
Faeroe Islands,FRO,1986,351596
Faeroe Islands,FRO,1987,388019
Faeroe Islands,FRO,1988,363002
Faeroe Islands,FRO,1989,304105
Faeroe Islands,FRO,1990,273996
Faeroe Islands,FRO,1991,229098
Faeroe Islands,FRO,1992,250048
Faeroe Islands,FRO,1993,246294
Faeroe Islands,FRO,1994,239175
Faeroe Islands,FRO,1995,288175
Faeroe Islands,FRO,1996,306287
Faeroe Islands,FRO,1997,330657
Faeroe Islands,FRO,1998,365750
Faeroe Islands,FRO,1999,358970
Faeroe Islands,FRO,2000,455242
Faeroe Islands,FRO,2001,517381
Faeroe Islands,FRO,2002,527415
Faeroe Islands,FRO,2003,621683
Faeroe Islands,FRO,2004,600729
Faeroe Islands,FRO,2005,565873
Faeroe Islands,FRO,2006,623122
Faeroe Islands,FRO,2007,620834
Faeroe Islands,FRO,2008,518275
Faeroe Islands,FRO,2009,351117
Faeroe Islands,FRO,2010,395017
Faeroe Islands,FRO,2011,355682
Faeroe Islands,FRO,2012,361187
Faeroe Islands,FRO,2013,488680
Faeroe Islands,FRO,2014,542902
Faeroe Islands,FRO,2015,585564
Faeroe Islands,FRO,2016,568739
Faeroe Islands,FRO,2017,703591
Faeroe Islands,FRO,2018,660936
Fiji,FJI,1960,3000
Fiji,FJI,1961,3000
Fiji,FJI,1962,3000
Fiji,FJI,1963,3200
Fiji,FJI,1964,3400
Fiji,FJI,1965,3500
Fiji,FJI,1966,3500
Fiji,FJI,1967,3500
Fiji,FJI,1968,3800
Fiji,FJI,1969,3800
Fiji,FJI,1970,3900
Fiji,FJI,1971,3900
Fiji,FJI,1972,4700
Fiji,FJI,1973,4700
Fiji,FJI,1974,4800
Fiji,FJI,1975,5036
Fiji,FJI,1976,5589
Fiji,FJI,1977,7935
Fiji,FJI,1978,9250
Fiji,FJI,1979,20243
Fiji,FJI,1980,20404
Fiji,FJI,1981,23608
Fiji,FJI,1982,24931
Fiji,FJI,1983,24227
Fiji,FJI,1984,25633
Fiji,FJI,1985,26113
Fiji,FJI,1986,26440.400390625
Fiji,FJI,1987,27774.5
Fiji,FJI,1988,29120
Fiji,FJI,1989,29475.30078125
Fiji,FJI,1990,33175.76953125
Fiji,FJI,1991,29518.380859375
Fiji,FJI,1992,25188.201171875
Fiji,FJI,1993,28814
Fiji,FJI,1994,30116
Fiji,FJI,1995,30307
Fiji,FJI,1996,26622
Fiji,FJI,1997,29721
Fiji,FJI,1998,30667.609375
Fiji,FJI,1999,39206
Fiji,FJI,2000,42366
Fiji,FJI,2001,45106
Fiji,FJI,2002,40320
Fiji,FJI,2003,37237.80078125
Fiji,FJI,2004,49632.66015625
Fiji,FJI,2005,47390
Fiji,FJI,2006,48733
Fiji,FJI,2007,47247
Fiji,FJI,2008,46595
Fiji,FJI,2009,46387
Fiji,FJI,2010,41943
Fiji,FJI,2011,46159
Fiji,FJI,2012,44363
Fiji,FJI,2013,40863
Fiji,FJI,2014,43290
Fiji,FJI,2015,41234
Fiji,FJI,2016,44652
Fiji,FJI,2017,47126
Fiji,FJI,2018,43672
Finland,FIN,1960,65500
Finland,FIN,1961,67000
Finland,FIN,1962,64900
Finland,FIN,1963,80500
Finland,FIN,1964,62900
Finland,FIN,1965,73200
Finland,FIN,1966,70800
Finland,FIN,1967,73700
Finland,FIN,1968,92200
Finland,FIN,1969,86500
Finland,FIN,1970,80700
Finland,FIN,1971,90200
Finland,FIN,1972,87600
Finland,FIN,1973,98800
Finland,FIN,1974,110650
Finland,FIN,1975,109997
Finland,FIN,1976,117559
Finland,FIN,1977,115331
Finland,FIN,1978,135711
Finland,FIN,1979,130697
Finland,FIN,1980,160579
Finland,FIN,1981,149696
Finland,FIN,1982,157818
Finland,FIN,1983,167647
Finland,FIN,1984,169408
Finland,FIN,1985,169122
Finland,FIN,1986,156544
Finland,FIN,1987,153675
Finland,FIN,1988,159624
Finland,FIN,1989,146622
Finland,FIN,1990,133020
Finland,FIN,1991,119372
Finland,FIN,1992,151795
Finland,FIN,1993,156336
Finland,FIN,1994,164269
Finland,FIN,1995,167485
Finland,FIN,1996,179079
Finland,FIN,1997,180100
Finland,FIN,1998,171693
Finland,FIN,1999,160598
Finland,FIN,2000,156458
Finland,FIN,2001,150067
Finland,FIN,2002,142432
Finland,FIN,2003,122107
Finland,FIN,2004,135713
Finland,FIN,2005,132045
Finland,FIN,2006,149603
Finland,FIN,2007,164895
Finland,FIN,2008,149026
Finland,FIN,2009,155101
Finland,FIN,2010,156447
Finland,FIN,2011,154000
Finland,FIN,2012,162487
Finland,FIN,2013,167904
Finland,FIN,2014,183135
Finland,FIN,2015,183025
Finland,FIN,2016,193173
Finland,FIN,2017,191167
Finland,FIN,2018,184299
Fragile and conflict affected situations,,1960,885335
Fragile and conflict affected situations,,1961,887174
Fragile and conflict affected situations,,1962,930902
Fragile and conflict affected situations,,1963,941527
Fragile and conflict affected situations,,1964,997968
Fragile and conflict affected situations,,1965,1047325
Fragile and conflict affected situations,,1966,1087844
Fragile and conflict affected situations,,1967,1102492
Fragile and conflict affected situations,,1968,1201091
Fragile and conflict affected situations,,1969,1255672
Fragile and conflict affected situations,,1970,1316150
Fragile and conflict affected situations,,1971,1420737
Fragile and conflict affected situations,,1972,1443546
Fragile and conflict affected situations,,1973,1586241
Fragile and conflict affected situations,,1974,1542432
Fragile and conflict affected situations,,1975,1523778
Fragile and conflict affected situations,,1976,1611541
Fragile and conflict affected situations,,1977,1603727
Fragile and conflict affected situations,,1978,1694695
Fragile and conflict affected situations,,1979,1764396
Fragile and conflict affected situations,,1980,1808929
Fragile and conflict affected situations,,1981,1753465
Fragile and conflict affected situations,,1982,1718409
Fragile and conflict affected situations,,1983,1743940.24291992
Fragile and conflict affected situations,,1984,1859376.90966797
Fragile and conflict affected situations,,1985,1894372.70678711
Fragile and conflict affected situations,,1986,2032424.31762695
Fragile and conflict affected situations,,1987,2170977.7746582
Fragile and conflict affected situations,,1988,2284929.97021484
Fragile and conflict affected situations,,1989,2381123.68896484
Fragile and conflict affected situations,,1990,2412424.35546875
Fragile and conflict affected situations,,1991,2381530.77734375
Fragile and conflict affected situations,,1992,2443816.7109375
Fragile and conflict affected situations,,1993,2462450.71875
Fragile and conflict affected situations,,1994,2488563.61328125
Fragile and conflict affected situations,,1995,2796392.05859375
Fragile and conflict affected situations,,1996,2574694.49453125
Fragile and conflict affected situations,,1997,2831373.92578125
Fragile and conflict affected situations,,1998,2993676.04064941
Fragile and conflict affected situations,,1999,3042582.51464844
Fragile and conflict affected situations,,2000,3283868.70703125
Fragile and conflict affected situations,,2001,3548443.73632813
Fragile and conflict affected situations,,2002,3794685.46679688
Fragile and conflict affected situations,,2003,4004648.28125
Fragile and conflict affected situations,,2004,4463650.546875
Fragile and conflict affected situations,,2005,4483182.109375
Fragile and conflict affected situations,,2006,4525812.84765625
Fragile and conflict affected situations,,2007,4534711.8359375
Fragile and conflict affected situations,,2008,4519672.69921875
Fragile and conflict affected situations,,2009,4660614.6328125
Fragile and conflict affected situations,,2010,4738368.59375
Fragile and conflict affected situations,,2011,4827196.91015625
Fragile and conflict affected situations,,2012,5032812.44921875
Fragile and conflict affected situations,,2013,5111098.3515625
Fragile and conflict affected situations,,2014,5310711.78125
Fragile and conflict affected situations,,2015,5278238.453125
Fragile and conflict affected situations,,2016,5608158.828125
Fragile and conflict affected situations,,2017,5949473
Fragile and conflict affected situations,,2018,5792833
France,FRA,1960,651576
France,FRA,1961,674920
France,FRA,1962,654311
France,FRA,1963,689299
France,FRA,1964,709330
France,FRA,1965,745249
France,FRA,1966,799698
France,FRA,1967,810052
France,FRA,1968,829986
France,FRA,1969,750969
France,FRA,1970,752458
France,FRA,1971,761294
France,FRA,1972,725937
France,FRA,1973,764694
France,FRA,1974,747194
France,FRA,1975,714393
France,FRA,1976,713101
France,FRA,1977,656550
France,FRA,1978,696895.3125
France,FRA,1979,649366.3125
France,FRA,1980,652110.875
France,FRA,1981,673271.875
France,FRA,1982,668109.625
France,FRA,1983,690911.5
France,FRA,1984,677803.5625
France,FRA,1985,695289.375
France,FRA,1986,716702.5625
France,FRA,1987,694899.5
France,FRA,1988,741153.0625
France,FRA,1989,719648.375
France,FRA,1990,699246.8125
France,FRA,1991,657306.5
France,FRA,1992,668774.5
France,FRA,1993,681951.5
France,FRA,1994,703979.625
France,FRA,1995,688478.3125
France,FRA,1996,643249.875
France,FRA,1997,642803.5
France,FRA,1998,610466.5
France,FRA,1999,657231.8125
France,FRA,2000,694723.625
France,FRA,2001,672078.6875
France,FRA,2002,702197
France,FRA,2003,709159.6875
France,FRA,2004,665046.1875
France,FRA,2005,598621.8125
France,FRA,2006,595229.875
France,FRA,2007,553733.6875
France,FRA,2008,500203.8125
France,FRA,2009,440359.3125
France,FRA,2010,452253.5
France,FRA,2011,502010.5
France,FRA,2012,472560.5
France,FRA,2013,540353.125
France,FRA,2014,556717
France,FRA,2015,507037.09375
France,FRA,2016,572553.1875
France,FRA,2017,545667.8125
France,FRA,2018,611842.375
French Polynesia,PYF,1960,2600
French Polynesia,PYF,1961,2700
French Polynesia,PYF,1962,3000
French Polynesia,PYF,1963,2500
French Polynesia,PYF,1964,2500
French Polynesia,PYF,1965,1900
French Polynesia,PYF,1966,2100
French Polynesia,PYF,1967,2000
French Polynesia,PYF,1968,2100
French Polynesia,PYF,1969,2300
French Polynesia,PYF,1970,2300
French Polynesia,PYF,1971,2200
French Polynesia,PYF,1972,2400
French Polynesia,PYF,1973,2600
French Polynesia,PYF,1974,2386
French Polynesia,PYF,1975,2169
French Polynesia,PYF,1976,2826
French Polynesia,PYF,1977,2701
French Polynesia,PYF,1978,2991
French Polynesia,PYF,1979,2479
French Polynesia,PYF,1980,2741
French Polynesia,PYF,1981,2685
French Polynesia,PYF,1982,2658
French Polynesia,PYF,1983,2284
French Polynesia,PYF,1984,2867
French Polynesia,PYF,1985,2359
French Polynesia,PYF,1986,2232
French Polynesia,PYF,1987,2271
French Polynesia,PYF,1988,2794
French Polynesia,PYF,1989,3144
French Polynesia,PYF,1990,4216
French Polynesia,PYF,1991,3992
French Polynesia,PYF,1992,3775
French Polynesia,PYF,1993,7931
French Polynesia,PYF,1994,8519
French Polynesia,PYF,1995,8889
French Polynesia,PYF,1996,9631
French Polynesia,PYF,1997,11519.1337890625
French Polynesia,PYF,1998,12410
French Polynesia,PYF,1999,12283
French Polynesia,PYF,2000,13894.3203125
French Polynesia,PYF,2001,15189
French Polynesia,PYF,2002,15287.890625
French Polynesia,PYF,2003,13604
French Polynesia,PYF,2004,12306
French Polynesia,PYF,2005,11589
French Polynesia,PYF,2006,12778
French Polynesia,PYF,2007,13177
French Polynesia,PYF,2008,12284
French Polynesia,PYF,2009,13374
French Polynesia,PYF,2010,13044
French Polynesia,PYF,2011,12852
French Polynesia,PYF,2012,14387
French Polynesia,PYF,2013,14533
French Polynesia,PYF,2014,15307
French Polynesia,PYF,2015,14180
French Polynesia,PYF,2016,13754
French Polynesia,PYF,2017,13038
French Polynesia,PYF,2018,13025
Gabon,GAB,1960,6000
Gabon,GAB,1961,6500
Gabon,GAB,1962,7000
Gabon,GAB,1963,7000
Gabon,GAB,1964,7000
Gabon,GAB,1965,8000
Gabon,GAB,1966,8000
Gabon,GAB,1967,8000
Gabon,GAB,1968,9000
Gabon,GAB,1969,9000
Gabon,GAB,1970,10000
Gabon,GAB,1971,10000
Gabon,GAB,1972,10000
Gabon,GAB,1973,12000
Gabon,GAB,1974,12000
Gabon,GAB,1975,14900
Gabon,GAB,1976,14820
Gabon,GAB,1977,14010
Gabon,GAB,1978,17800
Gabon,GAB,1979,21000
Gabon,GAB,1980,19800
Gabon,GAB,1981,20146
Gabon,GAB,1982,20605
Gabon,GAB,1983,19449
Gabon,GAB,1984,21000
Gabon,GAB,1985,20953
Gabon,GAB,1986,20223
Gabon,GAB,1987,22185
Gabon,GAB,1988,22091
Gabon,GAB,1989,20500
Gabon,GAB,1990,20000
Gabon,GAB,1991,22000
Gabon,GAB,1992,24000
Gabon,GAB,1993,31789
Gabon,GAB,1994,31015
Gabon,GAB,1995,40437
Gabon,GAB,1996,46113
Gabon,GAB,1997,44193
Gabon,GAB,1998,53754
Gabon,GAB,1999,51255
Gabon,GAB,2000,47826
Gabon,GAB,2001,42871
Gabon,GAB,2002,41570
Gabon,GAB,2003,45479
Gabon,GAB,2004,46072
Gabon,GAB,2005,43863
Gabon,GAB,2006,41521
Gabon,GAB,2007,37814
Gabon,GAB,2008,31326
Gabon,GAB,2009,29589
Gabon,GAB,2010,32692
Gabon,GAB,2011,36522
Gabon,GAB,2012,36500
Gabon,GAB,2013,36600
Gabon,GAB,2014,36855
Gabon,GAB,2015,33000
Gabon,GAB,2016,31000
Gabon,GAB,2017,29000
Gabon,GAB,2018,29000
Gambia,GMB,1960,4500
Gambia,GMB,1961,4800
Gambia,GMB,1962,5300
Gambia,GMB,1963,5300
Gambia,GMB,1964,5300
Gambia,GMB,1965,6200
Gambia,GMB,1966,6200
Gambia,GMB,1967,6200
Gambia,GMB,1968,6700
Gambia,GMB,1969,6700
Gambia,GMB,1970,7447
Gambia,GMB,1971,7739
Gambia,GMB,1972,7884
Gambia,GMB,1973,12294
Gambia,GMB,1974,12695
Gambia,GMB,1975,12695
Gambia,GMB,1976,12695
Gambia,GMB,1977,18092
Gambia,GMB,1978,14972
Gambia,GMB,1979,11143
Gambia,GMB,1980,13265
Gambia,GMB,1981,14739
Gambia,GMB,1982,9212
Gambia,GMB,1983,11653
Gambia,GMB,1984,11882
Gambia,GMB,1985,10712
Gambia,GMB,1986,13262
Gambia,GMB,1987,14642
Gambia,GMB,1988,13852
Gambia,GMB,1989,19789
Gambia,GMB,1990,21602
Gambia,GMB,1991,24985
Gambia,GMB,1992,18045
Gambia,GMB,1993,21308
Gambia,GMB,1994,22781
Gambia,GMB,1995,23699
Gambia,GMB,1996,31601
Gambia,GMB,1997,32743
Gambia,GMB,1998,29033
Gambia,GMB,1999,32639
Gambia,GMB,2000,29016
Gambia,GMB,2001,34527
Gambia,GMB,2002,37405
Gambia,GMB,2003,37366
Gambia,GMB,2004,32817
Gambia,GMB,2005,34955
Gambia,GMB,2006,37477
Gambia,GMB,2007,43574
Gambia,GMB,2008,42881
Gambia,GMB,2009,45884
Gambia,GMB,2010,46624
Gambia,GMB,2011,41500
Gambia,GMB,2012,36062
Gambia,GMB,2013,43726
Gambia,GMB,2014,51500
Gambia,GMB,2015,55968
Gambia,GMB,2016,58261
Gambia,GMB,2017,60461
Gambia,GMB,2018,49526
Georgia,GEO,1988,201355
Georgia,GEO,1989,147688
Georgia,GEO,1990,104574
Georgia,GEO,1991,58153
Georgia,GEO,1992,38100
Georgia,GEO,1993,18240
