state,race,type,all_workers_n,artists_n,artists_share,location_quotient
Oklahoma,Asian,Designers,44710,250,0.005591590248266608,0.6893125867284545
Oregon,Asian,Designers,98010,940,0.00959085807570656,1.182328978980571
Pennsylvania,Asian,Designers,227500,905,0.003978021978021978,0.4903972748330448
Rhode Island,Asian,Designers,18645,155,0.008313220702601236,1.024826107086624
South Carolina,Asian,Designers,41915,320,0.007634498389597997,0.9411554852288051
South Dakota,Asian,Designers,7135,NA,NA,NA
Tennessee,Asian,Designers,62925,250,0.003972983710766786,0.4897761740584696
Texas,Asian,Designers,712575,4150,0.005823948356313369,0.7179569189118965
Utah,Asian,Designers,40990,345,0.008416686996828494,1.0375810865730253
Vermont,Asian,Designers,6080,40,0.006578947368421052,0.8110306777007683
Virginia,Asian,Designers,304945,1475,0.004836937808457262,0.5962815522160136
Washington,Asian,Designers,355135,2935,0.008264462809917356,1.0188153967811306
West Virginia,Asian,Designers,7825,0,NA,NA
Wisconsin,Asian,Designers,85760,320,0.0037313432835820895,0.4599875485467045
Wyoming,Asian,Designers,2835,0,NA,NA
Puerto Rico,Asian,Designers,1335,0,NA,NA
Alabama,Other,Designers,43075,135,0.0031340684852002323,0.5936441777534712
Alaska,Other,Designers,71330,135,0.00189261180428992,0.3584918401336152
Arizona,Other,Designers,182520,630,0.0034516765285996054,0.6538043710172963
Arkansas,Other,Designers,37895,90,0.002374983507058979,0.44986098353750753
California,Other,Designers,688910,6420,0.009319069254329303,1.7651851677901436
Colorado,Other,Designers,87510,580,0.006627813964118386,1.2554171006829988
Connecticut,Other,Designers,41230,150,0.0036381275770070334,0.6891212697531671
Delaware,Other,Designers,10885,40,0.003674781809830042,0.6960641850111304
District of Columbia,Other,Designers,11085,95,0.008570139828597206,1.623325602425315
Florida,Other,Designers,214840,825,0.0038400670266244647,0.727371926715588
Georgia,Other,Designers,102865,680,0.006610606134253633,1.2521576543565316
Hawaii,Other,Designers,198250,625,0.0031525851197982345,0.5971515332476477
Idaho,Other,Designers,25710,60,0.0023337222870478407,0.4420454290458666
Illinois,Other,Designers,112345,730,0.0064978414704704255,1.2307981702140045
Indiana,Other,Designers,61485,305,0.004960559486053509,0.9396116489481487
Iowa,Other,Designers,27340,80,0.002926115581565472,0.5542544735805526
Kansas,Other,Designers,43715,225,0.005146974722635252,0.9749217643345448
Kentucky,Other,Designers,36080,50,0.001385809312638581,0.2624951030295924
Louisiana,Other,Designers,42460,120,0.002826189354686764,0.5353268007898837
Maine,Other,Designers,14700,NA,NA,NA
Maryland,Other,Designers,85910,420,0.00488883715516238,0.9260262584726414
Massachusetts,Other,Designers,97815,520,0.0053161580534682815,1.0069678730256095
Michigan,Other,Designers,120390,325,0.0026995597641000083,0.5113410712060803
Minnesota,Other,Designers,83065,295,0.0035514356227051105,0.6727003861086546
Mississippi,Other,Designers,17430,NA,NA,NA
Missouri,Other,Designers,70070,345,0.004923647780790638,0.9326199641704448
Montana,Other,Designers,37130,50,0.00134661998384056,0.25507199885019366
Nebraska,Other,Designers,24240,50,0.0020627062706270625,0.3907105328922315
Nevada,Other,Designers,69460,145,0.0020875323927440253,0.39541300921670475
New Hampshire,Other,Designers,12270,70,0.0057049714751426246,1.080615537427121
New Jersey,Other,Designers,85410,585,0.00684931506849315,1.2973730571654374
New Mexico,Other,Designers,91840,305,0.0033209930313588846,0.6290507647602017
New York,Other,Designers,234265,2320,0.009903314622329412,1.8758508608758329
North Carolina,Other,Designers,145630,455,0.003124356245279132,0.5918045195873103
North Dakota,Other,Designers,23305,60,0.0025745548165629693,0.487663075767828
Ohio,Other,Designers,121180,580,0.004786268361115695,0.906598039946932
Oklahoma,Other,Designers,242885,870,0.0035819420713506392,0.6784788098118609
Oregon,Other,Designers,93460,580,0.006205863471003638,1.175492729304186
Pennsylvania,Other,Designers,104810,440,0.004198072702986356,0.7951840968639222
Rhode Island,Other,Designers,16140,170,0.01053283767038414,1.9950928921218187
South Carolina,Other,Designers,46335,190,0.004100571921873314,0.7767158434394998
South Dakota,Other,Designers,32695,20,6.117143294081664e-4,0.11586876668980202
Tennessee,Other,Designers,60575,355,0.005860503508047873,1.1100758655036669
Texas,Other,Designers,261190,1600,0.006125808798192888,1.160329056065876
Utah,Other,Designers,57995,230,0.003965859125786705,0.7511990216331647
Vermont,Other,Designers,5900,75,0.012711864406779662,2.4078364366036507
Virginia,Other,Designers,128845,760,0.005898560285614498,1.1172844458308582
Washington,Other,Designers,214925,805,0.0037454926137024543,0.7094579756131387
West Virginia,Other,Designers,10700,70,0.006542056074766356,1.2391731443206329
Wisconsin,Other,Designers,66920,270,0.004034668260609683,0.7642326048036692
Wyoming,Other,Designers,10830,0,NA,NA
Puerto Rico,Other,Designers,2275,0,NA,NA
Alabama,Hispanic,Actors,88165,0,NA,NA
Alaska,Hispanic,Actors,26875,0,NA,NA
Arizona,Hispanic,Actors,1033370,45,4.354684188625565e-5,0.17377099486005815
Arkansas,Hispanic,Actors,101405,0,NA,NA
California,Hispanic,Actors,7470730,3320,4.444010156972612e-4,1.773354927005786
Colorado,Hispanic,Actors,594525,35,5.887052689121568e-5,0.23491921762186768
Connecticut,Hispanic,Actors,288845,NA,NA,NA
Delaware,Hispanic,Actors,41365,0,NA,NA
District of Columbia,Hispanic,Actors,44885,NA,NA,NA
Florida,Hispanic,Actors,2752995,800,2.905926091402273e-4,1.159591938289678
Georgia,Hispanic,Actors,467240,150,3.2103415803441486e-4,1.281067067306868
Hawaii,Hispanic,Actors,69470,0,NA,NA
Idaho,Hispanic,Actors,101285,0,NA,NA
Illinois,Hispanic,Actors,1100445,180,1.6357019205866718e-4,0.6527167935100375
Indiana,Hispanic,Actors,212120,35,1.6500094286253064e-4,0.6584261166162592
Iowa,Hispanic,Actors,90730,0,NA,NA
Kansas,Hispanic,Actors,167495,NA,NA,NA
Kentucky,Hispanic,Actors,76325,0,NA,NA
Louisiana,Hispanic,Actors,113925,90,7.899934167215273e-4,3.152420152881954
Maine,Hispanic,Actors,10935,0,NA,NA
Maryland,Hispanic,Actors,321570,NA,NA,NA
Massachusetts,Hispanic,Actors,401715,105,2.613793360964863e-4,1.0430181685272462
Michigan,Hispanic,Actors,236520,NA,NA,NA
Minnesota,Hispanic,Actors,149745,0,NA,NA
Mississippi,Hispanic,Actors,38780,0,NA,NA
Missouri,Hispanic,Actors,121550,NA,NA,NA
Montana,Hispanic,Actors,19215,0,NA,NA
Nebraska,Hispanic,Actors,99485,NA,NA,NA
Nevada,Hispanic,Actors,430565,60,1.3935178196091184e-4,0.5560747172003865
New Hampshire,Hispanic,Actors,25860,0,NA,NA
New Jersey,Hispanic,Actors,928940,180,1.937692423622624e-4,0.773224246812661
New Mexico,Hispanic,Actors,459615,NA,NA,NA
New York,Hispanic,Actors,1819490,1345,7.392181325536275e-4,2.9498045035725395
North Carolina,Hispanic,Actors,451040,NA,NA,NA
North Dakota,Hispanic,Actors,14510,0,NA,NA
Ohio,Hispanic,Actors,204545,NA,NA,NA
Oklahoma,Hispanic,Actors,187725,NA,NA,NA
Oregon,Hispanic,Actors,266060,NA,NA,NA
Pennsylvania,Hispanic,Actors,423215,50,1.1814326051770376e-4,0.47144341648922417
Rhode Island,Hispanic,Actors,78695,NA,NA,NA
South Carolina,Hispanic,Actors,134610,0,NA,NA
South Dakota,Hispanic,Actors,15565,0,NA,NA
Tennessee,Hispanic,Actors,167595,0,NA,NA
Texas,Hispanic,Actors,5220455,180,3.447975320158875e-5,0.13758933499745774
Utah,Hispanic,Actors,213410,65,3.045780422660606e-4,1.2153999492166865
Vermont,Hispanic,Actors,6470,0,NA,NA
Virginia,Hispanic,Actors,427525,80,1.871235600257295e-4,0.7467050600904723
Washington,Hispanic,Actors,448570,NA,NA,NA
West Virginia,Hispanic,Actors,12005,0,NA,NA
Wisconsin,Hispanic,Actors,186120,20,1.074575542660649e-4,0.4288027627541092
Wyoming,Hispanic,Actors,27680,0,NA,NA
Puerto Rico,Hispanic,Actors,1208905,175,1.447591001774333e-4,NA
Alabama,White,Actors,1496830,170,1.1357335168322388e-4,0.29135473862221006
Alaska,White,Actors,253950,25,9.844457570387872e-5,0.25254422096283585
Arizona,White,Actors,1857110,490,2.638508219760811e-4,0.6768681749087767
Arkansas,White,Actors,1014735,NA,NA,NA
California,White,Actors,7686845,14585,0.001897397436789736,4.8674775029993445
Colorado,White,Actors,2172170,415,1.910531864448915e-4,0.49011718307696994
Connecticut,White,Actors,1329540,445,3.347022278381997e-4,0.8586264177538971
Delaware,White,Actors,307920,55,1.7861782281111978e-4,0.458216195147203
District of Columbia,White,Actors,183365,150,8.180405202737709e-4,2.0985555012192783
Florida,White,Actors,5285390,1720,3.254253706916613e-4,0.8348280861108901
Georgia,White,Actors,2773560,1250,4.50684319070076e-4,1.1561604023982204
Hawaii,White,Actors,177700,10,5.627462014631401e-5,0.144363770204867
Idaho,White,Actors,688065,35,5.0867287247571086e-5,0.13049210013431436
Illinois,White,Actors,4224420,1315,3.11285336211835e-4,0.798554030719185
Indiana,White,Actors,2724985,215,7.889951687807454e-5,0.20240441773301673
Iowa,White,Actors,1463250,65,4.442166410387836e-5,0.1139568582095552
Kansas,White,Actors,1178420,40,3.3943755197637515e-5,0.08707741540505037
Kentucky,White,Actors,1787115,230,1.2869904846638295e-4,0.33015735708351834
Louisiana,White,Actors,1337315,720,5.38392226214467e-4,1.3811613729817958
Maine,White,Actors,658985,45,6.828683505694363e-5,0.17517923601344776
Maryland,White,Actors,1690500,295,1.7450458444247263e-4,0.4476643229692064
Massachusetts,White,Actors,2791055,510,1.8272660338115876e-4,0.4687566315374108
Michigan,White,Actors,3807850,435,1.142376931864438e-4,0.2930590032420162
Minnesota,White,Actors,2524705,470,1.8616036328996847e-4,0.4775654075917893
Mississippi,White,Actors,787155,35,4.446392387776232e-5,0.11406526907523554
Missouri,White,Actors,2479115,375,1.5126365658712888e-4,0.3880433435732842
Montana,White,Actors,472695,45,9.519880684162095e-5,0.24421770664873096
Nebraska,White,Actors,845465,45,5.3225148291177046e-5,0.1365408252787778
Nevada,White,Actors,749805,240,3.2008322163762576e-4,0.8211236350380654
New Hampshire,White,Actors,690940,75,1.085477754942542e-4,0.2784624059115647
New Jersey,White,Actors,2640925,1275,4.827853876955991e-4,1.238510692499454
New Mexico,White,Actors,374900,250,6.668444918644973e-4,1.7106856471995775
New York,White,Actors,5774960,7675,0.0013290135342928782,3.4093771573219955
North Carolina,White,Actors,3309215,400,1.208745880820678e-4,0.31008492304555446
North Dakota,White,Actors,363175,0,NA,NA
Ohio,White,Actors,4775955,470,9.84096374442389e-5,0.25245459230123163
Oklahoma,White,Actors,1276415,110,8.617886815808337e-5,0.22107845929376693
Oregon,White,Actors,1600140,420,2.624770332595898e-4,0.6733439339976529
Pennsylvania,White,Actors,5161830,1085,2.1019677130010091e-4,0.5392270673862618
Rhode Island,White,Actors,423445,100,2.361581787481255e-4,0.6058270133170746
South Carolina,White,Actors,1586190,245,1.5445816705438818e-4,0.39623836246125566
South Dakota,White,Actors,398225,15,3.766714796911294e-5,0.09662919944279565
Tennessee,White,Actors,2455855,375,1.5269631146790018e-4,0.3917185964573162
Texas,White,Actors,6162190,1230,1.9960436143643735e-4,0.5120538902151344
Utah,White,Actors,1227970,325,2.6466444619982574e-4,0.6789554010893247
Vermont,White,Actors,319270,15,4.6982178093776426e-5,0.12052545791370092
Virginia,White,Actors,2778485,460,1.655578489716518e-4,0.4247128670511533
Washington,White,Actors,2668545,515,1.92989063328518e-4,0.495083373605598
West Virginia,White,Actors,734535,85,1.1571946877956804e-4,0.29686026766041285
Wisconsin,White,Actors,2597700,275,1.058628787003888e-4,0.2715747215031119
Wyoming,White,Actors,260685,55,2.109826035253275e-4,0.5412429975247013
Puerto Rico,White,Actors,13370,0,NA,NA
Alabama,African-American,Actors,581200,30,5.16173434273916e-5,0.12670159687726373
Alaska,African-American,Actors,13760,0,NA,NA
Arizona,African-American,Actors,152575,NA,NA,NA
Arkansas,African-American,Actors,200385,NA,NA,NA
California,African-American,Actors,1066265,3080,0.002888587733818516,7.090420666644854
Colorado,African-American,Actors,118415,NA,NA,NA
Connecticut,African-American,Actors,191785,0,NA,NA
Delaware,African-American,Actors,105485,0,NA,NA
District of Columbia,African-American,Actors,149480,NA,NA,NA
Florida,African-American,Actors,1569980,180,1.14651142052765e-4,0.28142639309443046
Georgia,African-American,Actors,1613775,750,4.647488032718316e-4,1.1407874100333948
Hawaii,African-American,Actors,16455,0,NA,NA
Idaho,African-American,Actors,5195,0,NA,NA
Illinois,African-American,Actors,848255,385,4.538729509404601e-4,1.1140911919352192
Indiana,African-American,Actors,292355,NA,NA,NA
Iowa,African-American,Actors,56060,0,NA,NA
Kansas,African-American,Actors,83690,0,NA,NA
Kentucky,African-American,Actors,176080,NA,NA,NA
Louisiana,African-American,Actors,656860,255,3.8821057759644365e-4,0.9529142113891212
Maine,African-American,Actors,8410,0,NA,NA
Maryland,African-American,Actors,957780,160,1.6705297667522813e-4,0.41005362737478007
Massachusetts,African-American,Actors,260415,40,1.536009830462915e-4,0.3770339297150864
Michigan,African-American,Actors,624375,NA,NA,NA
Minnesota,African-American,Actors,171180,60,3.505082369435682e-4,0.8603688293616739
Mississippi,African-American,Actors,488460,0,NA,NA
Missouri,African-American,Actors,340530,0,NA,NA
Montana,African-American,Actors,2855,0,NA,NA
Nebraska,African-American,Actors,45795,0,NA,NA
Nevada,African-American,Actors,125635,50,3.979782703864369e-4,0.9768903053165342
New Hampshire,African-American,Actors,9675,NA,NA,NA
New Jersey,African-American,Actors,584190,175,2.995600746332529e-4,0.7353098260489734
New Mexico,African-American,Actors,19190,NA,NA,NA
New York,African-American,Actors,1375735,1520,0.0011048639454546115,2.712034694658972
North Carolina,African-American,Actors,1079195,145,1.3435940678005364e-4,0.32980293568306374
North Dakota,African-American,Actors,12445,0,NA,NA
Ohio,African-American,Actors,680665,50,7.345757457780257e-5,0.1803113330470096
Oklahoma,African-American,Actors,134195,0,NA,NA
Oregon,African-American,Actors,39020,NA,NA,NA
Pennsylvania,African-American,Actors,636035,320,5.031169668335862e-4,1.2349671424591946
Rhode Island,African-American,Actors,31000,NA,NA,NA
South Carolina,African-American,Actors,638810,NA,NA,NA
South Dakota,African-American,Actors,8670,0,NA,NA
Tennessee,African-American,Actors,554550,NA,NA,NA
Texas,African-American,Actors,1699445,205,1.2062761666308709e-4,0.2960964405347719
Utah,African-American,Actors,16855,NA,NA,NA
Vermont,African-American,Actors,4210,0,NA,NA
Virginia,African-American,Actors,837445,NA,NA,NA
Washington,African-American,Actors,147305,20,1.357727164726248e-4,0.33327209126219143
West Virginia,African-American,Actors,29055,0,NA,NA
Wisconsin,African-American,Actors,160610,NA,NA,NA
Wyoming,African-American,Actors,2975,0,NA,NA
Puerto Rico,African-American,Actors,1405,0,NA,NA
Alabama,Asian,Actors,33515,0,NA,NA
Alaska,Asian,Actors,26420,0,NA,NA
Arizona,Asian,Actors,120580,0,NA,NA
Arkansas,Asian,Actors,24295,0,NA,NA
California,Asian,Actors,3008795,1870,6.215112694616948e-4,2.0333901192911448
Colorado,Asian,Actors,97015,0,NA,NA
Connecticut,Asian,Actors,89425,NA,NA,NA
Delaware,Asian,Actors,19880,0,NA,NA
District of Columbia,Asian,Actors,19090,0,NA,NA
Florida,Asian,Actors,292825,65,2.2197558268590456e-4,0.7262345491311024
Georgia,Asian,Actors,217095,175,8.06098712545199e-4,2.637302391447214
Hawaii,Asian,Actors,290190,NA,NA,NA
Idaho,Asian,Actors,12030,0,NA,NA
Illinois,Asian,Actors,378055,NA,NA,NA
Indiana,Asian,Actors,76575,NA,NA,NA
Iowa,Asian,Actors,40760,0,NA,NA
Kansas,Asian,Actors,46470,0,NA,NA
Kentucky,Asian,Actors,33565,NA,NA,NA
Louisiana,Asian,Actors,41430,15,3.620564808110065e-4,1.184535352583496
