id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs
382,181,108,"Fisher, William F.","Fisher, William F.",male,1946,U.S.,civilian,NASA- 9,1980,1,1,MSP,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170,170,2,11.76,11.76
383,182,59,"Vasyutin, Vladimir",Владимир Владимирович Васютин,male,1952,U.S.S.R/Russia,military,TsPK-6,1976,1,1,commander,1985,Salyut 7,Soyuz T­14,Salyut 7,Soyuz T­14,1557,1557.87,0,0,0
384,183,60,"Volkov, Alexander",Александр Александрович Волков,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,1,3,MSP,1985,Salyut 7,Soyuz T­14,Salyut 7,Soyuz T­14,1557,9395.87,0,0,10.2
385,183,60,"Volkov, Alexander",Александр Александрович Волков,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,2,3,MSP,1989,4,Soyuz TM­7,Mir,Soyuz TM­7,3635,9395.87,1,6,10.2
386,183,60,"Volkov, Alexander",Александр Александрович Волков,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,3,3,MSP,1992,10,Soyuz TM­13,Mir,Soyuz TM­13,4202,9395.87,1,4.2,10.2
387,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,1945,U.S.,military,NASA Astronaut Group 9,1980,1,4,pilot,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,97.73,626.73,0,0,0
388,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,1945,U.S.,military,NASA Astronaut Group 10,1980,2,4,pilot,1989,STS-30,STS-30,STS-30,STS-30,97,626.73,0,0,0
389,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,1945,U.S.,military,NASA Astronaut Group 11,1980,3,4,commander,1992,STS-42,STS-42,STS-42,STS-42,193,626.73,0,0,0
390,184,109,"Grabe, Ronald J.","Grabe, Ronald J.",male,1945,U.S.,military,NASA Astronaut Group 12,1980,4,4,commander,1993,STS-57,STS-57,STS-57,STS-57,239,626.73,0,0,0
391,185,110,"Hilmers, David C.","Hilmers, David C.",male,1950,U.S.,military,NASA- 9,1980,1,4,MSP,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,97,493,0,0,0
392,185,110,"Hilmers, David C.","Hilmers, David C.",male,1950,U.S.,military,NASA- 10,1980,2,4,MSP,1988,STS-26,STS-26,STS-26,STS-26,97,493,0,0,0
393,185,110,"Hilmers, David C.","Hilmers, David C.",male,1950,U.S.,military,NASA- 11,1980,3,4,MSP,1990,STS-36,STS-36,STS-36,STS-36,106,493,0,0,0
394,185,110,"Hilmers, David C.","Hilmers, David C.",male,1950,U.S.,military,NASA- 12,1980,4,4,MSP,1992,STS-42,STS-42,STS-42,STS-42,193,493,0,0,0
395,186,111,"Pailes, William Arthur","Pailes, William Arthur",male,1936,U.S.,military,USAF group,1982,1,1,PSP,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,98.11,98.11,0,0,0
396,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,1949,U.S.,civilian,NASA- 9,1980,1,5,MSP,1985,STS-61-A,STS-61-A,STS-61-A,STS-61-A,168,1208,0,0,0
397,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,1949,U.S.,civilian,NASA- 9,1980,2,5,MSP,1990,STS-32,STS-32,STS-32,STS-32,261,1208,0,0,0
398,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,1949,U.S.,civilian,NASA- 9,1980,3,5,MSP,1992,STS-50,STS-50,STS-50,STS-50,331,1208,0,0,0
399,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,1949,U.S.,civilian,NASA- 9,1980,4,5,MSP,1995,STS-71,STS-71,STS-71,STS-71,235,1208,0,0,0
400,187,112,"Dunbar, Bonnie J.","Dunbar, Bonnie J.",female,1949,U.S.,civilian,NASA- 9,1980,5,5,MSP,1998,STS-89,STS-89,STS-89,STS-89,211,1208,0,0,0
401,188,2,"Furrer, Reinhard Alfred","Furrer, Reinhard Alfred",male,1940,Germany,civilian,DLR-1,1982,1,1,PSP,1985,STS-61A,STS-61A,STS-61A,STS-61A,168.73,168.73,0,0,0
402,189,3,"Messerschmid, Ernst Willi","Messerschmid, Ernst Willi",male,1945,Germany,military,DLR-1,1982,1,1,PSP,1985,STS-61A,STS-61A,STS-61A,STS-61A,168.73,168.73,0,0,0
403,190,1,"Ockels, Wubbo Johannes","Ockels, Wubbo Johannes",male,1946,Netherland,civilian,1978 ESA Group,1978,1,1,PSP,1985,STS-61-A,STS-61-A,STS-61-A,STS-61-A,168.73,168.73,0,0,0
404,191,113,"O'Connor, Bryan D.","O'Connor, Bryan D.",male,1946,U.S.,military,NASA-9,1980,1,2,pilot,1985,STS-61B Atlantis,STS-61B Atlantis,STS-61B Atlantis,STS-61B Atlantis,165,386,0,0,0
405,191,113,"O'Connor, Bryan D.","O'Connor, Bryan D.",male,1946,U.S.,military,NASA-9,1980,2,2,commander,1991,STS-40 Columbia,STS-40 Columbia,STS-40 Columbia,STS-40 Columbia,218,386,0,0,0
406,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military,NASA-9,1980,1,7,MSP,1985,STS-61,STS-61,STS-61,STS-61,165,1393,2,12.2,58.53
407,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military,NASA-9,1980,2,7,MSP,1988,STS-27,STS-27,STS-27,STS-27,105,1393,0,0,58.53
408,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military,NASA-9,1980,3,7,MSP,1991,STS-37,STS-37,STS-37,STS-37,143,1393,2,10.58,58.53
409,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military,NASA-9,1980,4,7,MSP,1993,STS-55,STS-55,STS-55,STS-55,239,1393,0,0,58.53
410,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military,NASA-9,1980,5,7,MSP,1995,STS-74,STS-74,STS-74,STS-74,129,1393,1,7.24999999999999,58.53
411,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military,NASA-9,1980,6,7,MSP,1998,STS-88,STS-88,STS-88,STS-88,283,1393,2,14.38,58.53
412,192,114,"Ross, Jerry L.","Ross, Jerry L.",male,1948,U.S.,military,NASA-9,1980,7,7,MSP,2002,STS-110,STS-110,STS-110,STS-110,259,1393,2,14.12,58.53
413,193,115,"Cleave, Mary L.","Cleave, Mary L.",female,1947,U.S.,civilian,NASA- 9,1980,1,2,MSP,1985,STS-30,STS-30,STS-30,STS-30,97,262,0,0,0
414,193,115,"Cleave, Mary L.","Cleave, Mary L.",female,1947,U.S.,civilian,NASA- 9,1980,2,2,MSP,1989,STS-61-B,STS-61-B,STS-61-B,STS-61-B,165,262,0,0,0
415,194,116,"Spring, Sherwood C.","Spring, Sherwood C.",male,1944,U.S.,military,1980 NASA group,1980,1,1,MSP,1985,STS-61-B,STS-61-B,STS-61-B,STS-61-B,165,165,2,12.17,12.17
416,195,1,"Neri Vela, Rodolfl",NA,male,1952,Mexico,civilian,1985 NASA Group,1985,1,1,PSP,1985,STS-61-B,STS-61-B,STS-61-B,STS-61-B,165.07,165.67,0,0,0
417,196,117,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.",male,1946,U.S.,military,NASA- 9,1980,1,4,pilot,1986,STS-61-C,STS-61-C,STS-61-C,STS-61-C,74,680,0,0,0
418,196,117,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.",male,1946,U.S.,military,NASA- 9,1980,2,4,pilot,1990,STS-31,STS-31,STS-31,STS-31,121,680,0,0,0
419,196,117,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.",male,1946,U.S.,military,NASA- 9,1980,3,4,commander,1992,STS-45,STS-45,STS-45,STS-45,214,680,0,0,0
420,196,117,"Bolden, Charles F., Jr.","Bolden, Charles F., Jr.",male,1946,U.S.,military,NASA- 9,1980,4,4,commander,1994,STS-60,STS-60,STS-60,STS-60,199,680,0,0,0
421,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian,NASA- 9,1980,1,7,MSP,1986,STS-61-C,STS-61-C,STS-61-C,STS-61-C,146,1601,0,0,19.52
422,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian,NASA- 9,1980,2,7,MSP,1989,STS-34,STS-34,STS-34,STS-34,120,1601,0,0,19.52
423,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian,NASA- 9,1980,3,7,MSP,1992,STS-46,STS-46,STS-46,STS-46,191,1601,0,0,19.52
424,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian,NASA- 9,1980,4,7,MSP,1994,STS-60,STS-60,STS-60,STS-60,199,1601,0,0,19.52
425,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian,NASA- 9,1980,5,7,MSP,1996,STS-75,STS-75,STS-75,STS-75,377,1601,0,0,19.52
426,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian,NASA- 9,1980,6,7,MSP,1998,STS-91,STS-91,STS-91,STS-91,236,1601,0,0,19.52
427,197,118,"Chang-Diaz, Franklin R.","Chang-Diaz, Franklin R.",male,1950,U.S.,civilian,NASA- 9,1980,7,7,MSP,2002,STS-111,STS-111,STS-111,STS-111,333,1601,3,19.52,19.52
428,198,119,"Cenker, Robert Joseph","Cenker, Robert Joseph",male,1948,U.S.,civilian,PS by RCA,1985,1,1,PSP,1986,STS-61C,STS-61C,STS-61C,STS-61C,146.42,146.42,0,0,0
429,199,120,"Nelson, William Clarence","Nelson, William Clarence",male,1942,U.S.,civilian,Congress Observer,1984,1,1,PSP,1986,STS-61C,STS-61C,STS-61C,STS-61C,6.03,6.03,0,0,0
430,200,121,"Smith, Michael John","Smith, Michael John",male,1945,U.S.,military,1980 NASA group 9,1980,1,1,pilot,1986,STS-51L,STS-51L,explosion,explosion,0.61,0.61,0,0,0
431,201,122,"Jarvis, Gregory Bruce","Jarvis, Gregory Bruce",male,1944,U.S.,civilian,PS by SAL,1984,1,1,PSP,1986,STS-51L,STS-51L,explosion,explosion,0.61,0.61,0,0,0
432,202,123,"McAuliffe, Sharon Christa Corrigan","McAuliffe, Sharon Christa Corrigan",female,1948,U.S.,civilian,1985 Teacher in Space,1985,1,1,PSP,1986,STS-51L,STS-51L,explosion,explosion,0.61,0.61,0,0,0
433,203,61,"Laveykin, Aleksandr",Александр Иванович Лавейкин,male,1951,U.S.S.R/Russia,civilian,NPOE-4,1978,1,1,flight engineer,1987,2,Soyuz TM­2,Mir,Soyuz TM­2,4179,4179.42,3,8.8,8.8
434,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military,TsPK-7,1978,1,4,commander,1987,1,Soyuz TM­3,Mir EP,Soyuz TM­2,191,11737.55,0,0,19.65
435,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military,TsPK-7,1978,2,4,commander,1990,5,Soyuz TM­8,Mir,Soyuz TM­8,3990,11737.55,5,17.6,19.65
436,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military,TsPK-7,1978,3,4,commander,1992,11,Soyuz TM­14,Mir,Soyuz TM­14,3494,11737.55,1,2.05,19.65
437,204,62,"Viktorenko, Aleksandr",Александр Степанович Викторенко,male,1947,U.S.S.R/Russia,military,TsPK-7,1978,4,4,commander,1994,17,Soyuz TM­20,Mir,Soyuz TM­20,4061,11737.55,0,0,19.65
438,205,1,"Faris, M. Achmed",NA,male,1951,Syria,military,Syria,1985,1,1,MSP,1987,1,Soyuz TM-3,Mir EP,Soyuz TM-2,191,191,0,0,0
439,206,63,"Manarov, Musa",Муса Хираманович Манаров,male,1951,U.S.S.R/Russia,military,NPOE-4,1978,1,2,flight engineer,1987,3,Soyuz TM­4,Mir,Soyuz TM­6,8782,12984.47,3,13.78,34.38
440,206,63,"Manarov, Musa",Муса Хираманович Манаров,male,1951,U.S.S.R/Russia,military,NPOE-4,1978,2,2,flight engineer,1990,8,Soyuz TM­11,Mir,Soyuz TM­11,4201,12984.47,4,20.75,34.38
441,207,64,"Levchenko, Anatoli",Левченко Анатолий Семёнович,male,1941,U.S.S.R/Russia,military,LII-1,1977,1,1,MSP,1987,Soyuz TM­4/3,Soyuz TM­4,Soyuz TM­4,Soyuz TM­3,189,189.97,0,0,0
442,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,1,5,commander,1988,2,Soyuz TM­5,Mir EP,Soyuz TM­4,236,15624.03,0,0,78.8
443,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,2,5,commander,1990,6,Soyuz TM­9,Mir,Soyuz TM­9,4297,15624.03,2,10.78,78.8
444,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,3,5,commander,1993,12,Soyuz TM­15,Mir,Soyuz TM­15,4533,15624.03,4,18.35,78.8
445,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,4,5,commander,1995,19,STS­71,Mir,Soyuz TM­21,1811,15624.03,3,14.53,78.8
446,208,65,"Solovyev, Anatoly",Анатолий Яковлевич Соловьёв,male,1948,U.S.S.R/Russia,military,TsPK-6,1976,5,5,commander,1997,24,Soyuz TM­26,Mir,Soyuz TM­26,4745,15624.03,7,89.13,78.8
447,209,2,"Aleksandrov, Aleksandr",Александър Панайотов Александров,male,1951,Bulgaria,military,1978 Intercosmos Group,1978,1,1,pilot,1988,2,Soyuz TM-5,Mir EP,Soyuz TM-4,47,47,0,0,0
448,210,66,"Polyakov, Valeri",Валерий Владимирович Поляков,male,1942,U.S.S.R/Russia,civilian,IMBP-1,1972,1,2,flight engineer,1988,3,Soyuz TM­6,Mir,Soyuz TM­7,5782,16288.53,0,0,0
449,210,66,"Polyakov, Valeri",Валерий Владимирович Поляков,male,1942,U.S.S.R/Russia,civilian,IMBP-1,1972,2,2,MSP,1994,15,Soyuz TM­18,Mir,Soyuz TM­20,10505,16288.53,0,0,0
450,211,1,"Mohmand, Abdul Ahad",NA,male,1959,Afghanistan,military,Afghanistan,1988,1,1,MSP,1988,3,Soyuz TM-6,Mir EP,Soyuz TM-5,212,212,0,0,0
451,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,1,6,flight engineer,1988,4,Soyuz TM­7,Mir,Soyuz TM­7,3635,19281.65,0,0,41.43
452,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,2,6,flight engineer,1991,9,Soyuz TM­12,Mir,Soyuz TM­13,7484,19281.65,7,34.48,41.43
453,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,3,6,flight engineer,1994,STS­60,STS­60,STS­60,STS­60,199,19281.65,0,0,41.43
454,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,4,6,flight engineer,1998,STS­88,STS­88,STS­88,STS­88,283,19281.65,0,0,41.43
455,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,5,6,flight engineer,2000,1,Soyuz TM­31,ISS,STS­102,3383,19281.65,0,0,41.43
456,212,67,"Krikalev, Sergei",Сергей Константинович Крикалёв,male,1958,U.S.S.R/Russia,civilian,NPOE-7,1985,6,6,commander,2005,11,Soyuz TMA­6,ISS,Soyuz TMA­6,4296,19281.65,1,4.95,41.43
457,213,124,"Gardner, Guy S.","Gardner, Guy S.",male,1948,U.S.,military,NASA Astronaut Group 9,1980,1,2,pilot,1988,STS-27,STS-27,STS-27,STS-27,105,320.16,0,0,0
458,213,124,"Gardner, Guy S.","Gardner, Guy S.",male,1948,U.S.,military,NASA Astronaut Group 9,1980,2,2,pilot,1990,STS-35,STS-35,STS-35,STS-35,215,320.16,0,0,0
459,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military,1984 NASA group 10,1984,1,4,MSP,1988,STS-27,STS-27,STS-27,STS-27,105,3721,0,0,0
460,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military,1984 NASA group 10,1984,2,4,MSP,1990,STS-41,STS-41,STS-41,STS-41,98,3721,0,0,0
461,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military,1984 NASA group 10,1984,3,4,MSP,1992,STS-52,STS-52,STS-52,STS-52,237,3721,0,0,0
462,214,125,"Shepherd, William M.","Shepherd, William M.",male,1949,U.S.,military,1984 NASA group 10,1984,4,4,flight engineer,2000,1,soyuz TM-31,ISS,STS-102,3281,3721,0,0,0
463,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military,NASA- 9,1980,1,5,pilot,1989,STS-29,STS-29,STS-29,STS-29,120,3864,0,0,0
464,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military,NASA- 9,1980,2,5,pilot,1989,STS-33,STS-33,STS-33,STS-33,120,3864,0,0,0
465,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military,NASA- 9,1980,3,5,commander,1991,STS-43,STS-43,STS-43,STS-43,213,3864,0,0,0
466,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military,NASA- 9,1980,4,5,commander,1993,STS-58,STS-58,STS-58,STS-58,336,3864,0,0,0
467,215,126,"Blaha, John E.","Blaha, John E.",male,1942,U.S.,military,NASA- 9,1980,5,5,MSP,1996,22,STS-79,Mir,STS-81,3077,3864,0,0,0
468,216,127,"Springer, Robert C.","Springer, Robert C.",male,1942,U.S.,military,1980 NASA group,1980,1,2,MSP,1989,STS-29,STS-29,STS-29,STS-29,119,237,0,0,0
469,216,127,"Springer, Robert C.","Springer, Robert C.",male,1942,U.S.,military,1980 NASA group,1980,2,2,MSP,1990,STS-38,STS-38,STS-38,STS-38,118,237,0,0,0
470,217,128,"Bagian, James P.","Bagian, James P.",male,1952,U.S.,civilian,NASA- 9,1980,1,2,MSP,1989,STS-29,STS-29,STS-29,STS-29,120,338,0,0,0
471,217,128,"Bagian, James P.","Bagian, James P.",male,1952,U.S.,civilian,NASA- 9,1980,2,2,MSP,1991,STS-40,STS-40,STS-40,STS-40,218,338,0,0,0
472,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military,NASA- 10,1984,1,4,MSP,1989,STS-30,STS-30,STS-30,STS-30,97,789.76,0,0,26.02
473,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military,NASA- 10,1984,2,4,MSP,1992,STS-47,STS-47,STS-47,STS-47,190,789.76,0,0,26.02
474,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military,NASA- 10,1984,3,4,MSP,1994,STS-64,STS-64,STS-64,STS-64,262,789.76,1,6.85,26.02
475,218,129,"Lee, Mark C.","Lee, Mark C.",male,1952,U.S.,military,NASA- 10,1984,4,4,MSP,1997,STS-82,STS-82,STS-82,STS-82,239,789.76,3,19.17,26.02
476,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military,NASA-9,1980,1,4,pilot,1989,STS-28,STS-28,STS-28,STS-28,120,813,0,0,0
477,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military,NASA-9,1980,2,4,commander,1990,STS-41,STS-41,STS-41,STS-41,96,813,0,0,0
478,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military,NASA-9,1980,3,4,commander,1992,STS-50,STS-50,STS-50,STS-50,336,813,0,0,0
479,219,130,"Richards, Richard N.","Richards, Richard N.",male,1946,U.S.,military,NASA-9,1980,4,4,commander,1994,STS-64,STS-64,STS-64,STS-64,242,813,0,0,0
480,220,131,"Adamson, James C.","Adamson, James C.",male,1946,U.S.,military,NASA- 10,1984,1,2,MSP,1989,STS-28,STS-28,STS-28,STS-28,121,334,0,0,0
481,220,131,"Adamson, James C.","Adamson, James C.",male,1946,U.S.,military,NASA- 10,1984,2,2,MSP,1991,STS-43,STS-43,STS-43,STS-43,213,334,0,0,0
482,221,132,"Brown, Mark N.","Brown, Mark N.",male,1951,U.S.,military,NASA- 10,1984,1,2,MSP,1989,STS-28,STS-28,STS-28,STS-28,121,249,0,0,0
483,221,132,"Brown, Mark N.","Brown, Mark N.",male,1951,U.S.,military,NASA- 10,1984,2,2,MSP,1991,STS-48,STS-48,STS-48,STS-48,128,249,0,0,0
484,222,133,"McCulley, Michael J.","McCulley, Michael J.",male,1943,U.S.,military,NASA- 10,1984,1,1,pilot,1989,STS-34,STS-34,STS-34,STS-34,119,119,0,0,0
485,223,134,"Baker, Ellen S.","Baker, Ellen S.",female,1953,U.S.,civilian,NASA- 10,1984,1,3,MSP,1989,STS-34,STS-34,STS-34,STS-34,120,686,0,0,0
486,223,134,"Baker, Ellen S.","Baker, Ellen S.",female,1953,U.S.,civilian,NASA- 10,1984,2,3,MSP,1992,STS-50,STS-50,STS-50,STS-50,331,686,0,0,0
487,223,134,"Baker, Ellen S.","Baker, Ellen S.",female,1953,U.S.,civilian,NASA- 10,1984,3,3,MSP,1995,STS-71,STS-71,STS-71,STS-71,235,686,0,0,0
488,224,135,"Carter, Manley Lanier, Jr.","Carter, Manley Lanier, Jr.",male,1947,U.S.,military,NASA- 10,1984,1,1,MSP,1989,STS-33,STS-33,STS-33,STS-33,120,120,0,0,0
489,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian,1984 NASA group,1984,1,4,MSP,1989,STS-33,STS-33,STS-33,STS-33,120,975.23,0,0,21.18
490,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian,1984 NASA group,1984,2,4,MSP,1992,STS-49,STS-49,STS-49,STS-49,213,975.23,1,7.75,21.18
491,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian,1984 NASA group,1984,3,4,MSP,1993,STS-61,STS-61,STS-61,STS-61,264,975.23,2,13.43,21.18
492,225,136,"Thornton, Kathryn C.","Thornton, Kathryn C.",female,1952,U.S.,civilian,1984 NASA group,1984,4,4,MSP,1995,STS-73,STS-73,STS-73,STS-73,360,975.23,0,0,21.18
493,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,1,6,pilot,1990,STS-32,STS-32,STS-32,STS-32,261,1594.38,0,0,0
494,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,2,6,commander,1992,STS-52,STS-52,STS-52,STS-52,236,1594.38,0,0,0
495,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,3,6,commander,1995,STS-63,STS-63,STS-63,STS-63,198,1594.38,0,0,0
496,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,4,6,commander,1997,STS-86,STS-86,STS-86,STS-86,259,1594.38,0,0,0
497,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,5,6,commander,2001,STS-102,STS-102,STS-102,STS-102,307,1594.38,0,0,0
498,226,137,"Wetherbee, James D.","Wetherbee, James D.",male,1952,U.S.,military,1984 NASA group 10,1984,6,6,commander,2002,STS-113,STS-113,STS-113,STS-113,330,1594.38,0,0,0
499,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian,NASA- 10,1984,1,5,MSP,1990,STS-32,STS-32,STS-32,STS-32,261,1341.8,0,0,0
500,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian,NASA- 10,1984,2,5,MSP,1992,STS-46,STS-46,STS-46,STS-46,191,1341.8,0,0,0
501,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian,NASA- 10,1984,3,5,MSP,1994,STS-62,STS-62,STS-62,STS-62,335,1341.8,0,0,0
502,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian,NASA- 10,1984,4,5,MSP,1997,STS-81,STS-81,STS-81,STS-81,244,1341.8,0,0,0
503,227,138,"Ivins, Marsha S.","Ivins, Marsha S.",female,1951,U.S.,civilian,NASA- 10,1984,5,5,MSP,2001,STS-98,STS-98,STS-98,STS-98,309,1341.8,0,0,0
504,228,139,"Low, G. David","Low, G. David",male,1956,U.S.,civilian,NASA- 10,1984,1,3,MSP,1990,STS-32,STS-32,STS-32,STS-32,261,713,0,0,5.83
505,228,139,"Low, G. David","Low, G. David",male,1956,U.S.,civilian,NASA- 10,1984,2,3,MSP,1991,STS-43,STS-43,STS-43,STS-43,213,713,0,0,5.83
506,228,139,"Low, G. David","Low, G. David",male,1956,U.S.,civilian,NASA- 10,1984,3,3,MSP,1993,STS-57,STS-57,STS-57,STS-57,239,713,1,5.83,5.83
507,229,68,"Balandin, Aleksandr",Александр Николаевич Баландин,male,1953,U.S.S.R/Russia,civilian,NPOE-4,1978,1,1,flight engineer,1990,6,Soyuz TM­9,Mir,Soyuz TM­9,4297,4297.28,2,10.78,10.78
508,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military,NASA- 10,1984,1,4,pilot,1990,STS-36,STS-36,STS-36,STS-36,106,825,0,0,0
509,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military,NASA- 10,1984,2,4,commander,1993,STS-54,STS-54,STS-54,STS-54,143,825,0,0,0
510,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military,NASA- 10,1984,3,4,commander,1994,STS-62,STS-62,STS-62,STS-62,335,825,0,0,0
511,230,140,"Casper, John H.","Casper, John H.",male,1943,U.S.,military,NASA- 10,1984,4,4,commander,1996,STS-77,STS-77,STS-77,STS-77,241,825,0,0,0
512,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,U.S.,military,1985 NASA group,1985,1,3,MSP,1990,STS-36,STS-36,STS-36,STS-36,106,654.85,0,0,17.7
513,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,U.S.,military,1985 NASA group,1985,2,3,MSP,1992,STS-49,STS-49,STS-49,STS-49,213,654.85,3,17.7,17.7
514,231,141,"Thuot, Pierre J.","Thuot, Pierre J.",male,1955,U.S.,military,1985 NASA group,1985,3,3,MSP,1994,STS-62,STS-62,STS-62,STS-62,335,654.85,0,0,17.7
515,232,69,"Manakov, Gennadi",Геннадий Михайлович Манаков,male,1950,U.S.S.R/Russia,military,GKNII-2 / TsPK-9,1985,1,2,commander,1990,7,Soyuz TM­10,Mir,Soyuz TM­10,3140,7437.3,1,2.75,12.72
516,232,69,"Manakov, Gennadi",Геннадий Михайлович Манаков,male,1950,U.S.S.R/Russia,military,GKNII-2 / TsPK-9,1985,2,2,commander,1993,13,Soyuz TM­16,Mir,Soyuz TM­16,4296,7437.3,2,9.97,12.72
