Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country
13,1951-07-17,201,Dax,Tarbes,Stage with mountain(s),Serafino Biagioni,ITA
14,1951-07-18,142,Tarbes,Luchon,Stage with mountain(s),Hugo Koblet,SUI
15,1951-07-19,213,Luchon,Carcassonne,Stage with mountain(s),André Rosseel,BEL
16,1951-07-20,192,Carcassonne,Montpellier,Plain stage,Hugo Koblet,SUI
17,1951-07-22,224,Montpellier,Avignon,Stage with mountain(s),Louison Bobet,FRA
18,1951-07-23,173,Avignon,Marseille,Plain stage,Fiorenzo Magni,ITA
19,1951-07-24,208,Marseille,Gap,Stage with mountain(s),Armand Baeyens,BEL
20,1951-07-25,165,Gap,Briançon,Stage with mountain(s),Fausto Coppi,ITA
21,1951-07-26,201,Briançon,Aix-les-Bains,Stage with mountain(s),Bernardo Ruiz,ESP
22,1951-07-27,97,Aix-les-Bains,Geneva,Individual time trial,Hugo Koblet,SUI
23,1951-07-28,197,Geneva,Dijon,Stage with mountain(s),Germain Derijcke,BEL
24,1951-07-29,322,Dijon,Paris,Plain stage,Adolphe Deledda,FRA
1,1950-07-13,307,Paris,Metz,Plain stage,Jean Goldschmit,LUX
2,1950-07-14,241,Metz,Liège,Plain stage,Adolfo Leoni,ITA
3,1950-07-15,232.5,Liège,Lille,Plain stage,Alfredo Pasotti,ITA
4,1950-07-16,231,Lille,Rouen,Plain stage,Stan Ockers,BEL
5,1950-07-17,316,Rouen,Dinard,Plain stage,Giovanni Corrieri,ITA
6,1950-07-19,78,Dinard,St. Brieuc,Individual time trial,Ferdinand Kübler,SUI
7,1950-07-20,248,St. Brieuc,Angers,Plain stage,Nello Lauredi,FRA
8,1950-07-21,181,Angers,Niort,Plain stage,Fiorenzo Magni,ITA
9,1950-07-22,206,Niort,Bordeaux,Plain stage,Alfredo Pasotti,ITA
10,1950-07-23,202,Bordeaux,Pau,Plain stage,Marcel Dussault,FRA
11,1950-07-25,230,Pau,St. Gaudens,Stage with mountain(s),Gino Bartali,ITA
12,1950-07-26,233,Saint-Gaudens,Perpignan,Plain stage,Maurice Blomme,BEL
13,1950-07-27,215,Perpignan,Nîmes,Plain stage,Marcel Molinès,FRA
14,1950-07-28,222,Nîmes,Toulon,Plain stage,Custodio Dos Reis,FRA
15,1950-07-29,205.5,Toulon,Menton,Stage with mountain(s),Jean Diederich,LUX
16,1950-07-30,96,Menton,Nice,Stage with mountain(s),Ferdinand Kübler,SUI
17,1950-08-01,229,Nice,Gap,Stage with mountain(s),Raphaël Géminiani,FRA
18,1950-08-02,165,Gap,Briançon,Stage with mountain(s),Louison Bobet,FRA
19,1950-08-03,291,Briançon,Saint-Étienne,Stage with mountain(s),Raphaël Géminiani,FRA
20,1950-08-05,98,Saint-Étienne,Lyon,Mountain time trial,Ferdinand Kübler,SUI
21,1950-08-06,233,Lyon,Dijon,Plain stage,Gino Sciardis,FRA
22,1950-08-07,314,Dijon,Paris,Plain stage,Émile Baffert,FRA
1,1949-06-30,182,Paris,Reims,Plain stage,Marcel Dussault,FRA
2,1949-07-01,273,Reims,Brussels,Plain stage,Roger Lambrecht,BEL
3,1949-07-02,211,Brussels,Boulogne-sur-Mer,Plain stage,Norbert Callens,BEL
4,1949-07-03,185,Boulogne-sur-Mer,Rouen,Plain stage,Lucien Teisseire,FRA
5,1949-07-04,293,Rouen,Saint-Malo,Plain stage,Ferdinand Kübler,SUI
6,1949-07-05,305,Saint-Malo,Les Sables-d'Olonne,Plain stage,Adolphe Deledda,FRA
7,1949-07-07,92,Les Sables-d'Olonne,La Rochelle,Individual time trial,Fausto Coppi,ITA
8,1949-07-08,262,La Rochelle,Bordeaux,Plain stage,Guy Lapébie,FRA
9,1949-07-09,228,Bordeaux,San Sebastián,Plain stage,Louis Caput,FRA
10,1949-07-10,192,San Sebastián,Pau,Plain stage,Fiorenzo Magni,ITA
11,1949-07-12,193,Pau,Luchon,Stage with mountain(s),Jean Robic,FRA
12,1949-07-13,134,Luchon,Toulouse,Plain stage,Rik Van Steenbergen,BEL
13,1949-07-14,289,Toulouse,Nîmes,Plain stage,Emile Idée,FRA
14,1949-07-15,199,Nîmes,Marseille,Plain stage,Jean Goldschmidt,LUX
15,1949-07-16,215,Marseille,Cannes,Plain stage,Désiré Keteleer,BEL
16,1949-07-18,275,Cannes,Briançon,Stage with mountain(s),Gino Bartali,ITA
17,1949-07-19,257,Briançon,Aosta,Stage with mountain(s),Fausto Coppi,ITA
18,1949-07-21,265,Aosta,Lausanne,Stage with mountain(s),Vincenzo Rossello,ITA
19,1949-07-22,283,Lausanne,Colmar,Stage with mountain(s),Raphaël Géminiani,FRA
20,1949-07-23,137,Colmar,Nancy,Mountain time trial,Fausto Coppi,ITA
21,1949-07-24,340,Nancy,Paris,Plain stage,Rik Van Steenbergen,BEL
1,1948-06-30,237,Paris,Trouville,Plain stage,Gino Bartali,ITA
2,1948-07-01,259,Trouville,Dinard,Plain stage,Vincenzo Rossello,ITA
3,1948-07-02,251,Dinard,Nantes,Plain stage,Guy Lapébie,FRA
4,1948-07-03,166,Nantes,La Rochelle,Plain stage,Jacques Pras,FRA
5,1948-07-04,262,La Rochelle,Bordeaux,Plain stage,Raoul Remy,FRA
6,1948-07-05,244,Bordeaux,Biarritz,Plain stage,Louison Bobet,FRA
7,1948-07-07,219,Biarritz,Lourdes,Stage with mountain(s),Gino Bartali,ITA
8,1948-07-08,261,Lourdes,Toulouse,Stage with mountain(s),Gino Bartali,ITA
9,1948-07-10,246,Toulouse,Montpellier,Plain stage,Raymond Impanis,BEL
10,1948-07-11,248,Montpellier,Marseille,Plain stage,Raymond Impanis,BEL
11,1948-07-12,245,Marseille,Sanremo,Plain stage,Gino Sciardis,ITA
12,1948-07-13,170,Sanremo,Cannes,Stage with mountain(s),Louison Bobet,FRA
13,1948-07-15,274,Cannes,Briançon,Stage with mountain(s),Gino Bartali,ITA
14,1948-07-16,263,Briançon,Aix-les-Bains,Stage with mountain(s),Gino Bartali,ITA
15,1948-07-18,256,Aix-les-Bains,Lausanne,Stage with mountain(s),Gino Bartali,ITA
16,1948-07-19,243,Lausanne,Mulhouse,Stage with mountain(s),Edward Van Dijck,BEL
17,1948-07-21,120,Mulhouse,Strasbourg,Individual time trial,Roger Lambrecht,BEL
18,1948-07-22,195,Strasbourg,Metz,Plain stage,Giovanni Corrieri,ITA
19,1948-07-23,249,Metz,Liège,Plain stage,Gino Bartali,ITA
20,1948-07-24,228,Liège,Roubaix,Plain stage,Bernard Gauthier,FRA
21,1948-07-25,286,Roubaix,Paris,Plain stage,Giovanni Corrieri,ITA
1,1947-06-25,236,Paris,Lille,Plain stage,Ferdinand Kübler,SUI
2,1947-06-26,182,Lille,Brussels,Plain stage,René Vietto,FRA
3,1947-06-27,314,Brussels,Luxembourg City,Plain stage,Aldo Ronconi,ITA
4,1947-06-28,223,Luxembourg City,Strasbourg,Plain stage,Jean Robic,FRA
5,1947-06-29,248,Strasbourg,Besançon,Plain stage,Ferdinand Kübler,SUI
6,1947-07-01,249,Besançon,Lyon,Plain stage,Lucien Teisseire,FRA
7,1947-07-02,172,Lyon,Grenoble,Stage with mountain(s),Jean Robic,FRA
8,1947-07-03,185,Grenoble,Briançon,Stage with mountain(s),Fermo Camellini,ITA
9,1947-07-05,217,Briançon,Digne,Stage with mountain(s),René Vietto,FRA
10,1947-07-06,255,Digne,Nice,Stage with mountain(s),Fermo Camellini,ITA
11,1947-07-08,230,Nice,Marseille,Plain stage,Édouard Fachleitner,FRA
12,1947-07-09,165,Marseille,Montpellier,Plain stage,Henri Massal,FRA
13,1947-07-10,172,Montpellier,Carcassonne,Plain stage,Lucien Teisseire,FRA
14,1947-07-11,253,Carcassonne,Luchon,Stage with mountain(s),Albert Bourlon,FRA
15,1947-07-13,195,Luchon,Pau,Stage with mountain(s),Jean Robic,FRA
16,1947-07-14,195,Pau,Bordeaux,Plain stage,Giuseppe Tacca,ITA
17,1947-07-15,272,Bordeaux,Les Sables-d'Olonne,Plain stage,Éloi Tassin,FRA
18,1947-07-16,236,Les Sables-d'Olonne,Vannes,Plain stage,Pietro Tarchini,SUI
19,1947-07-18,139,Vannes,Saint-Brieuc,Individual time trial,Raymond Impanis,BEL
20,1947-07-19,235,Saint-Brieuc,Caen,Plain stage,Maurice Diot,FRA
21,1947-07-20,257,Caen,Paris,Plain stage,Briek Schotte,BEL
1,1939-07-10,215,Paris,Caen,Plain stage,Amédée Fournier,FRA
2a,1939-07-11,64,Caen,Vire,Individual time trial,Romain Maes,BEL
2b,1939-07-11,119,Vire,Rennes,Plain stage,Éloi Tassin,FRA
3,1939-07-12,244,Rennes,Brest,Plain stage,Pierre Cloarec,FRA
4,1939-07-13,174,Brest,Lorient,Plain stage,Raymond Louviot,FRA
5,1939-07-14,207,Lorient,Nantes,Plain stage,Amédée Fournier,FRA
6a,1939-07-15,144,Nantes,La Rochelle,Plain stage,Lucien Storme,BEL
6b,1939-07-15,107,La Rochelle,Royan,Plain stage,Edmond Pagès,FRA
7,1939-07-17,198,Royan,Bordeaux,Plain stage,Raymond Passat,FRA
8a,1939-07-18,210,Bordeaux,Salies-de-Béarn,Plain stage,Marcel Kint,BEL
8b,1939-07-18,69,Salies-de-Béarn,Pau,Individual time trial,Karl Litschi,SUI
9,1939-07-19,311,Pau,Toulouse,Stage with mountain(s),Edward Vissers,BEL
10a,1939-07-21,149,Toulouse,Narbonne,Plain stage,Pierre Jaminet,FRA
10b,1939-07-21,27,Narbonne,Béziers,Individual time trial,Maurice Archambaud,FRA
10c,1939-07-21,70,Béziers,Montpellier,Plain stage,Maurice Archambaud,FRA
11,1939-07-22,212,Montpellier,Marseille,Plain stage,Fabien Galateau,FRA
12a,1939-07-23,157,Marseille,Saint-Raphaël,Plain stage,François Neuens,LUX
12b,1939-07-23,122,Saint-Raphaël,Monaco,Plain stage,Maurice Archambaud,FRA
13,1939-07-24,101,Monaco,Monaco,Stage with mountain(s),Pierre Gallien,FRA
14,1939-07-25,175,Monaco,Digne,Plain stage,Pierre Cloarec,FRA
15,1939-07-26,219,Digne,Briançon,Stage with mountain(s),Sylvère Maes,BEL
16a,1939-07-27,126,Briançon,Briançon,Stage with mountain(s),Pierre Jaminet,FRA
16b,1939-07-27,64,Bonneval,Bourg-Saint-Maurice,Mountain time trial,Sylvère Maes,BEL
16c,1939-07-27,104,Bourg-Saint-Maurice,Annecy,Plain stage,Antoon van Schendel,NED
17a,1939-07-29,226,Annecy,Dôle,Stage with mountain(s),François Neuens,LUX
17b,1939-07-29,59,Dôle,Dijon,Individual time trial,Maurice Archambaud,FRA
18a,1939-07-30,151,Dijon,Troyes,Plain stage,René Le Grevès,FRA
18b,1939-07-30,201,Troyes,Paris,Plain stage,Marcel Kint,BEL
1,1938-07-05,215,Paris,Caen,Plain stage,Willi Oberbeck,GER
2,1938-07-06,237,Caen,Saint-Brieuc,Plain stage,Jean Majerus,LUX
3,1938-07-07,238,Saint-Brieuc,Nantes,Plain stage,Gerrit Schulte,NED
4a,1938-07-08,62,Nantes,La Roche-sur-Yon,Plain stage,Éloi Meulenberg,BEL
4b,1938-07-08,83,La Roche-sur-Yon,La Rochelle,Plain stage,Éloi Meulenberg,BEL
4c,1938-07-08,83,La Rochelle,Royan,Plain stage,Félicien Vervaecke,BEL
5,1938-07-10,198,Royan,Bordeaux,Plain stage,Éloi Meulenberg,BEL
6a,1938-07-11,53,Bordeaux,Arcachon,Plain stage,Jules Rossi,ITA
6b,1938-07-11,171,Arcachon,Bayonne,Plain stage,Glauco Servadei,ITA
7,1938-07-12,115,Bayonne,Pau,Plain stage,Theo Middelkamp,NED
8,1938-07-14,193,Pau,Luchon,Stage with mountain(s),Félicien Vervaecke,BEL
9,1938-07-16,260,Luchon,Perpignan,Stage with mountain(s),Jean Fréchaut,FRA
10a,1938-07-17,63,Perpignan,Narbonne,Plain stage,Antoon van Schendel,NED
10b,1938-07-17,27,Narbonne,Béziers,Individual time trial,Félicien Vervaecke,BEL
10c,1938-07-17,73,Béziers,Montpellier,Plain stage,Antonin Magne,FRA
11,1938-07-18,223,Montpellier,Marseille,Plain stage,Gino Bartali,ITA
12,1938-07-19,199,Marseille,Cannes,Plain stage,Jean Fréchaut,FRA
13,1938-07-21,284,Cannes,Digne,Stage with mountain(s),Dante Gianello,FRA
14,1938-07-22,219,Digne,Briançon,Stage with mountain(s),Gino Bartali,ITA
15,1938-07-23,311,Briançon,Aix-les-Bains,Stage with mountain(s),Marcel Kint,BEL
16,1938-07-25,284,Aix-les-Bains,Besançon,Stage with mountain(s),Marcel Kint,BEL
17a,1938-07-26,89,Besançon,Belfort,Plain stage,Émile Masson Jr.,BEL
17b,1938-07-26,143,Belfort,Strasbourg,Plain stage,Jean Fréchaut,FRA
18,1938-07-27,186,Strasbourg,Metz,Plain stage,Marcel Kint,BEL
19,1938-07-28,196,Metz,Reims,Plain stage,Fabien Galateau,FRA
20a,1938-07-30,48,Reims,Laon,Plain stage,Glauco Servadei,ITA
20b,1938-07-30,42,Laon,Saint-Quentin,Individual time trial,Félicien Vervaecke,BEL
20c,1938-07-30,107,Saint-Quentin,Lille,Plain stage,François Neuville,BEL
21,1938-07-31,279,Lille,Paris,Plain stage,Antonin Magne André Leducq[n 2],"c(""FRA"", ""FRA"")"
1,1937-06-30,263,Paris,Lille,Plain stage,Jean Majerus,LUX
2,1937-07-01,192,Lille,Charleville,Plain stage,Maurice Archambaud,FRA
3,1937-07-02,161,Charleville,Metz,Plain stage,Walter Generati,ITA
4,1937-07-03,220,Metz,Belfort,Stage with mountain(s),Erich Bautz,GER
5a,1937-07-04,175,Belfort,Lons-le-Saunier,Plain stage,Henri Puppo,FRA
5b,1937-07-04,34,Lons-le-Saunier,Champagnole,Team time trial,Sylvère Maes,BEL
5c,1937-07-04,93,Champagnole,Geneva,Plain stage,Leo Amberg,SUI
6,1937-07-06,180,Geneva,Aix-les-Bains,Stage with mountain(s),Gustaaf Deloor,BEL
7,1937-07-07,228,Aix-les-Bains,Grenoble,Stage with mountain(s),Gino Bartali,ITA
8,1937-07-08,194,Grenoble,Briançon,Stage with mountain(s),Otto Weckerling,GER
9,1937-07-09,220,Briançon,Digne,Stage with mountain(s),Roger Lapébie,FRA
10,1937-07-11,251,Digne,Nice,Stage with mountain(s),Félicien Vervaecke,BEL
11a,1937-07-13,169,Nice,Toulon,Plain stage,Eloi Meulenberg,BEL
11b,1937-07-13,65,Toulon,Marseille,Team time trial,Gustaaf Danneels,BEL
12a,1937-07-14,112,Marseille,Nîmes,Plain stage,Alphonse Antoine,FRA
12b,1937-07-14,51,Nîmes,Montpellier,Plain stage,René Pedroli,SUI
13a,1937-07-15,103,Montpellier,Narbonne,Plain stage,Francesco Camusso,ITA
13b,1937-07-15,63,Narbonne,Perpignan,Plain stage,Eloi Meulenberg,BEL
14a,1937-07-17,99,Perpignan,Bourg-Madame,Plain stage,Eloi Meulenberg,BEL
14b,1937-07-17,59,Bourg-Madame,Ax-les-Thermes,Stage with mountain(s),Mariano Canardo,ESP
14c,1937-07-17,167,Ax-les-Thermes,Luchon,Stage with mountain(s),Eloi Meulenberg,BEL
15,1937-07-19,194,Luchon,Pau,Stage with mountain(s),Julian Berrendero,ESP
16,1937-07-21,235,Pau,Bordeaux,Plain stage,Paul Chocque,FRA
17a,1937-07-22,123,Bordeaux,Royan,Plain stage,Erich Bautz,GER
17b,1937-07-22,37,Royan,Saintes,Plain stage,Adolph Braeckeveldt Heinz Wengler[n 3],"c(""BEL"", ""GER"")"
17c,1937-07-22,67,Saintes,La Rochelle,Plain stage,Roger Lapébie,FRA
18a,1937-07-23,82,La Rochelle,La Roche-sur-Yon,Team time trial,Roger Lapébie,FRA
18b,1937-07-23,172,La Roche-sur-Yon,Rennes,Plain stage,Paul Chocque,FRA
19a,1937-07-24,114,Rennes,Vire,Plain stage,Raymond Passat,FRA
19b,1937-07-24,59,Vire,Caen,Individual time trial,Leo Amberg,SUI
20,1937-07-25,234,Caen,Paris,Plain stage,Edward Vissers,BEL
1,1936-07-07,258,Paris,Lille,Plain stage,Paul Egli,SUI
2,1936-07-08,192,Lille,Charleville,Plain stage,Robert Wierinckx,BEL
3,1936-07-09,161,Charleville,Metz,Plain stage,Mathias Clemens,LUX
4,1936-07-10,220,Metz,Belfort,Stage with mountain(s),Maurice Archambaud,FRA
5,1936-07-11,298,Belfort,Évian-les-Bains,Plain stage,René Le Grèves,FRA
6,1936-07-13,212,Évian-les-Bains,Aix-les-Bains,Stage with mountain(s),Éloi Meulenberg,BEL
7,1936-07-14,230,Aix-les-Bains,Grenoble,Stage with mountain(s),Theo Middelkamp,NED
8,1936-07-15,194,Grenoble,Briançon,Stage with mountain(s),Jean-Marie Goasmat,FRA
9,1936-07-16,220,Briançon,Digne,Stage with mountain(s),Léon Level,FRA
10,1936-07-18,156,Digne,Nice,Plain stage,Paul Maye,FRA
11,1936-07-19,126,Nice,Cannes,Stage with mountain(s),Federico Ezquerra,ESP
12,1936-07-21,195,Cannes,Marseille,Plain stage,René Le Grevès,FRA
13a,1936-07-22,112,Marseille,Nîmes,Plain stage,René Le Grevès,FRA
13b,1936-07-22,52,Nîmes,Montpellier,Individual time trial,Sylvère Maes,BEL
14a,1936-07-23,103,Montpellier,Narbonne,Plain stage,René Le Grevès,FRA
14b,1936-07-23,63,Narbonne,Perpignan,Individual time trial,Sylvère Maes,BEL
15,1936-07-25,325,Perpignan,Luchon,Stage with mountain(s),Sauveur Ducazeaux,FRA
16,1936-07-27,194,Luchon,Pau,Stage with mountain(s),Sylvère Maes,BEL
17,1936-07-29,229,Pau,Bordeaux,Plain stage,René Le Grevès,FRA
18a,1936-07-30,117,Bordeaux,Saintes,Plain stage,Éloi Meulenberg,BEL
18b,1936-07-30,75,Saintes,La Rochelle,Individual time trial,Sylvère Maes,BEL
19a,1936-07-31,81,La Rochelle,La Roche-sur-Yon,Plain stage,Marcel Kint,BEL
19b,1936-07-31,65,La Roche-sur-Yon,Cholet,Individual time trial,Félicien Vervaecke,BEL
19c,1936-07-31,67,Cholet,Angers,Plain stage,Paul Maye,FRA
20a,1936-08-01,204,Angers,Vire,Plain stage,René Le Grevès,FRA
20b,1936-08-01,55,Vire,Caen,Individual time trial,Antonin Magne,FRA
21,1936-08-02,234,Caen,Paris,Plain stage,Arsène Mersch,LUX
1,1935-07-04,262,Paris,Lille,Plain stage,Romain Maes,BEL
2,1935-07-05,192,Lille,Charleville,Plain stage,Charles Pélissier,FRA
3,1935-07-06,161,Charleville,Metz,Plain stage,Rafaele di Paco,ITA
4,1935-07-07,220,Metz,Belfort,Stage with mountain(s),Jean Aerts,BEL
5a,1935-07-08,262,Belfort,"Geneva, Switzerland",Plain stage,Maurice Archambaud,FRA
5b,1935-07-08,58,Geneva,Evian,Individual time trial,Rafaele di Paco,ITA
6,1935-07-10,207,Evian,Aix-les-Bains,Stage with mountain(s),René Vietto,FRA
7,1935-07-11,229,Aix-les-Bains,Grenoble,Stage with mountain(s),Francesco Camusso,ITA
8,1935-07-12,102,Grenoble,Gap,Stage with mountain(s),Jean Aerts,BEL
9,1935-07-13,227,Gap,Digne,Stage with mountain(s),René Vietto,FRA
10,1935-07-14,156,Digne,Nice,Plain stage,Jean Aerts,BEL
11,1935-07-16,126,Nice,Cannes,Stage with mountain(s),Romain Maes,BEL
12,1935-07-17,195,Cannes,Marseille,Plain stage,Charles Pélissier,FRA
13a,1935-07-18,112,Marseille,Nîmes,Plain stage,Vasco Bergamaschi,ITA
13b,1935-07-18,56,Nîmes,Montpellier,Individual time trial,Georges Speicher,FRA
14a,1935-07-19,103,Montpellier,Narbonne,Plain stage,René Le Grevès,FRA
14b,1935-07-19,63,Narbonne,Perpignan,Individual time trial,Maurice Archambaud,FRA
15,1935-07-20,325,Perpignan,Luchon,Stage with mountain(s),Sylvère Maes,BEL
16,1935-07-22,194,Luchon,Pau,Stage with mountain(s),Ambrogio Morelli,ITA
17,1935-07-24,224,Pau,Bordeaux,Plain stage,Julien Moineau,FRA
18a,1935-07-25,158,Bordeaux,Rochefort,Plain stage,René Le Grevès,FRA
18b,1935-07-25,33,Rochefort,La Rochelle,Individual time trial,André Leducq,FRA
19a,1935-07-26,81,La Rochelle,La Roche sur Yon,Plain stage,René Le Grevès,FRA
19b,1935-07-26,95,La Roche sur Yon,Nantes,Individual time trial,Jean Aerts,BEL
20a,1935-07-27,220,Nantes,Vire,Plain stage,René Le Grevès,FRA
20b,1935-07-27,55,Vire,Caen,Individual time trial,Ambrogio Morelli,ITA
21,1935-07-28,221,Caen,Paris,Plain stage,Romain Maes,BEL
1,1934-07-03,262,Paris,Lille,Plain stage,Georges Speicher,FRA
2,1934-07-04,192,Lille,Charleville,Plain stage,René Le Grevès,FRA
3,1934-07-05,161,Charleville,Metz,Plain stage,Roger Lapébie,FRA
4,1934-07-06,220,Metz,Belfort,Stage with mountain(s),Roger Lapébie,FRA
5,1934-07-07,293,Belfort,Evian,Plain stage,René Le Grevès  Georges Speicher[n 2],"c(""FRA"", ""FRA"")"
6,1934-07-09,207,Evian,Aix-les-Bains,Stage with mountain(s),Georges Speicher,FRA
7,1934-07-10,229,Aix-les-Bains,Grenoble,Stage with mountain(s),René Vietto,FRA
8,1934-07-11,102,Grenoble,Gap,Stage with mountain(s),Giuseppe Martano,ITA
9,1934-07-12,227,Gap,Digne,Stage with mountain(s),René Vietto,FRA
10,1934-07-13,156,Digne,Nice,Plain stage,René Le Grevès,FRA
11,1934-07-15,126,Nice,Cannes,Stage with mountain(s),René Vietto,FRA
12,1934-07-16,195,Cannes,Marseille,Plain stage,Roger Lapébie,FRA
13,1934-07-17,172,Marseille,Montpellier,Plain stage,Georges Speicher,FRA
14,1934-07-18,177,Montpellier,Perpignan,Plain stage,Roger Lapébie,FRA
15,1934-07-20,158,Perpignan,Ax-les-Thermes,Plain stage,Roger Lapébie,FRA
16,1934-07-21,165,Ax-les-Thermes,Luchon,Stage with mountain(s),Adriano Vignoli,ITA
17,1934-07-22,91,Luchon,Tarbes,Stage with mountain(s),Antonin Magne,FRA
18,1934-07-23,172,Tarbes,Pau,Stage with mountain(s),René Vietto,FRA
19,1934-07-25,215,Pau,Bordeaux,Plain stage,Ettore Meini,ITA
20,1934-07-26,183,Bordeaux,La Rochelle,Plain stage,Georges Speicher,FRA
21a,1934-07-27,81,La Rochelle,La Roche sur Yon,Plain stage,René Le Grevès,FRA
21b,1934-07-27,90,La Roche sur Yon,Nantes,Individual time trial,Antonin Magne,FRA
22,1934-07-28,275,Nantes,Caen,Plain stage,Raymond Louviot,FRA
23,1934-07-29,221,Caen,Paris,Plain stage,Sylvère Maes,BEL
1,1933-06-27,262,Paris,Lille,Plain stage,Maurice Archambaud,FRA
2,1933-06-28,192,Lille,Charleville,Plain stage,Learco Guerra,ITA
3,1933-06-29,166,Charleville,Metz,Plain stage,Alfons Schepers,BEL
4,1933-06-30,220,Metz,Belfort,Stage with mountain(s),Jean Aerts,BEL
5,1933-07-01,293,Belfort,Evian,Stage with mountain(s),Léon Louyet,BEL
6,1933-07-03,207,Evian,Aix-les-Bains,Stage with mountain(s),Learco Guerra,ITA
7,1933-07-04,229,Aix-les-Bains,Grenoble,Stage with mountain(s),Learco Guerra,ITA
8,1933-07-05,102,Grenoble,Gap,Stage with mountain(s),Georges Speicher,FRA
9,1933-07-06,227,Gap,Digne,Stage with mountain(s),Georges Speicher,FRA
10,1933-07-07,156,Digne,Nice,Plain stage,Fernand Cornez,FRA
11,1933-07-09,128,Nice,Cannes,Stage with mountain(s),Maurice Archambaud,FRA
12,1933-07-10,208,Cannes,Marseille,Plain stage,Georges Speicher,FRA
13,1933-07-11,168,Marseille,Montpellier,Plain stage,André Leducq,FRA
14,1933-07-12,166,Montpellier,Perpignan,Plain stage,André Leducq,FRA
15,1933-07-14,158,Perpignan,Ax-les-Thermes,Stage with mountain(s),Jean Aerts,BEL
16,1933-07-15,165,Ax-les-Thermes,Luchon,Stage with mountain(s),Léon Louyet,BEL
17,1933-07-16,91,Luchon,Tarbes,Stage with mountain(s),Jean Aerts,BEL
18,1933-07-17,185,Tarbes,Pau,Stage with mountain(s),Learco Guerra,ITA
19,1933-07-19,233,Pau,Bordeaux,Plain stage,Jean Aerts,BEL
20,1933-07-20,183,Bordeaux,La Rochelle,Plain stage,Jean Aerts,BEL
21,1933-07-21,266,La Rochelle,Rennes,Plain stage,Jean Aerts,BEL
22,1933-07-22,169,Rennes,Caen,Plain stage,René Le Grevès,FRA
23,1933-07-23,222,Caen,Paris,Plain stage,Learco Guerra,ITA
1,1932-07-06,208,Paris,Caen,Plain stage,Jean Aerts,BEL
2,1932-07-07,300,Caen,Nantes,Plain stage,Kurt Stöpel,GER
3,1932-07-09,387,Nantes,Bordeaux,Plain stage,André Leducq,FRA
4,1932-07-11,206,Bordeaux,Pau,Plain stage,Georges Ronsse,BEL
5,1932-07-12,229,Pau,Luchon,Stage with mountain(s),Antonio Pesenti,ITA
6,1932-07-14,322,Luchon,Perpignan,Stage with mountain(s),Frans Bonduel,BEL
7,1932-07-16,168,Perpignan,Montpellier,Plain stage,Frans Bonduel,BEL
8,1932-07-17,206,Montpellier,Marseille,Plain stage,Michele Orecchia,ITA
9,1932-07-18,191,Marseille,Cannes,Plain stage,Rafaele di Paco,ITA
10,1932-07-19,132,Cannes,Nice,Stage with mountain(s),Francesco Camusso,ITA
11,1932-07-21,233,Nice,Gap,Stage with mountain(s),André Leducq,FRA
12,1932-07-22,102,Gap,Grenoble,Stage with mountain(s),Roger Lapébie,FRA
13,1932-07-23,230,Grenoble,Aix-les-Bains,Stage with mountain(s),André Leducq,FRA
14,1932-07-24,204,Aix-les-Bains,Evian,Stage with mountain(s),Rafaele di Paco,ITA
15,1932-07-25,291,Evian,Belfort,Stage with mountain(s),André Leducq,FRA
16,1932-07-26,145,Belfort,Strasbourg,Plain stage,Gérard Loncke,BEL
17,1932-07-27,165,Strasbourg,Metz,Plain stage,Rafaele di Paco,ITA
18,1932-07-28,159,Metz,Charleville,Plain stage,Rafaele di Paco,ITA
19,1932-07-29,271,Charleville,Malo-les-Bains,Plain stage,Gaston Rebry,BEL
20,1932-07-30,212,Malo-les-Bains,Amiens,Plain stage,André Leducq,FRA
21,1932-07-31,159,Amiens,Paris,Plain stage,André Leducq,FRA
1,1931-06-30,208,Paris,Caen,Plain stage,Alfred Haemerlinck,BEL
2,1931-07-01,212,Caen,Dinan,Plain stage,Max Bulla,AUT
3,1931-07-02,206,Dinan,Brest,Plain stage,Fabio Battesini,ITA
4,1931-07-03,211,Brest,Vannes,Plain stage,André Godinat,FRA
5,1931-07-04,202,Vannes,Les Sables d'Olonne,Plain stage,Charles Pélissier,FRA
6,1931-07-05,338,Les Sables d'Olonne,Bordeaux,Plain stage,Alfred Haemerlinck,BEL
7,1931-07-06,180,Bordeaux,Bayonne,Plain stage,Gérard Loncke,BEL
8,1931-07-07,106,Bayonne,Pau,Plain stage,Charles Pélissier,FRA
9,1931-07-08,231,Pau,Luchon,Stage with mountain(s),Antonin Magne,FRA
10,1931-07-10,322,Luchon,Perpignan,Stage with mountain(s),Rafaele di Paco,ITA
11,1931-07-12,164,Perpignan,Montpellier,Plain stage,Rafaele di Paco,ITA
12,1931-07-13,207,Montpellier,Marseille,Plain stage,Max Bulla,AUT
13,1931-07-14,181,Marseille,Cannes,Plain stage,Charles Pélissier,FRA
14,1931-07-15,132,Cannes,Nice,Stage with mountain(s),Eugenio Gestri,ITA
15,1931-07-17,233,Nice,Gap,Stage with mountain(s),Jef Demuysere,BEL
16,1931-07-18,102,Gap,Grenoble,Stage with mountain(s),Charles Pélissier,FRA
17,1931-07-19,230,Grenoble,Aix-les-Bains,Stage with mountain(s),Max Bulla,AUT
