name,level,school,bard,cleric,druid,paladin,ranger,sorcerer,warlock,wizard,casting_time,action,bonus_action,reaction,ritual,casting_time_long,trigger,range,range_type,verbal_component,somatic_component,material_component,material_component_details,duration,concentration,description
Gate,9,conjuration,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,60 feet,feet,TRUE,TRUE,TRUE,"a diamond worth 5,000+ GP","Concentration, up to 1 minute",TRUE,"You conjure a portal linking an unoccupied space you can see within range to a precise location on a different plane of existence. The portal is a circular opening, which you can make 5 to 20 feet in diameter. You can orient the portal in any direction you choose. The portal lasts for the duration, and the portal’s destination is visible through it.
The portal has a front and a back on each plane where it appears. Travel through the portal is possible only by moving through its front. Anything that does so is instantly transported to the other plane, appearing in the unoccupied space nearest to the portal.
Deities and other planar rulers can prevent portals created by this spell from opening in their presence or anywhere within their domains.
When you cast this spell, you can speak the name of a specific creature (a pseudonym, title, or nickname doesn’t work). If that creature is on a plane other than the one you are on, the portal opens next to the named creature and transports it to the nearest unoccupied space on your side of the portal. You gain no special power over the creature, and it is free to act as the DM deems appropriate. It might leave, attack you, or help you."
Geas,5,enchantment,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1 minute,FALSE,FALSE,FALSE,FALSE,1 minute,NA,60 feet,feet,TRUE,FALSE,FALSE,NA,30 days,FALSE,"You give a verbal command to a creature that you can see within range, ordering it to carry out some service or refrain from an action or a course of activity as you decide. The target must succeed on a Wisdom saving throw or have the Charmed condition for the duration. The target automatically succeeds if it can’t understand your command.
While Charmed, the creature takes 5d10 Psychic damage if it acts in a manner directly counter to your command. It takes this damage no more than once each day.
You can issue any command you choose, short of an activity that would result in certain death. Should you issue a suicidal command, the spell ends.
A Remove Curse, Greater Restoration, or Wish spell ends this spell.
Using a Higher-Level Spell Slot. If you use a level 7 or 8 spell slot, the duration is 365 days. If you use a level 9 spell slot, the spell lasts until it is ended by one of the spells mentioned above."
Gentle Repose,2,necromancy,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Action or Ritual,TRUE,FALSE,FALSE,TRUE,NA,NA,Touch,touch,TRUE,TRUE,TRUE,"2 Copper Pieces, which the spell consumes",10 days,FALSE,"You touch a corpse or other remains. For the duration, the target is protected from decay and can’t become Undead.
The spell also effectively extends the time limit on raising the target from the dead, since days spent under the influence of this spell don’t count against the time limit of spells such as Raise Dead."
Giant Insect,4,conjuration,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,60 feet,feet,TRUE,TRUE,FALSE,NA,"Concentration, up to 10 minutes",TRUE,"You summon a giant centipede, spider, or wasp (chosen when you cast the spell). It manifests in an unoccupied space you can see within range and uses the Giant Insect stat block. The form you choose determines certain details in its stat block. The creature disappears when it drops to 0 Hit Points or when the spell ends.
The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don’t issue any, it takes the Dodge action and uses its movement to avoid danger.
Using a Higher-Level Spell Slot. Use the spell slot’s level for the spell’s level in the stat block.

Giant Insect


Large Beast, Unaligned



AC 11 + the spell’s level



HP 30 + 10 for each spell level above 4



Speed 40 ft., Climb 40 ft., Fly 40 ft. (Wasp only)



  Mod Save STR 17 +3 +3 DEX 13 +1 +1 CON 15 +2 +2
  Mod Save INT 4 −3 −3 WIS 14 +2 +2 CHA 3 −4 −4


Senses Darkvision 60 ft., Passive Perception 12



Languages Understands the languages you know



CR None (XP 0; PB equals your Proficiency Bonus)



Traits



Spider Climb. The insect can climb difficult surfaces, including along ceilings, without needing to make an ability check.



Actions



Multiattack. The insect makes a number of attacks equal to half this spell’s level (round down).



Poison Jab.Melee Attack Roll: Bonus equals your spell attack modifier, reach 10 ft. Hit: 1d6 + 3 plus the spell’s level Piercing damage plus 1d4 Poison damage.



Web Bolt (Spider Only). Ranged Attack Roll: Bonus equals your spell attack modifier, range 60 ft. Hit: 1d10 + 3 plus the spell’s level Bludgeoning damage, and the target’s Speed is reduced to 0 until the start of the insect’s next turn.



Bonus Actions



Venomous Spew (Centipede Only). Constitution Saving Throw: Your spell save DC, one creature the insect can see within 10 feet. Failure: The target has the Poisoned condition until the start of the insect’s next turn."
Glibness,8,enchantment,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Self,self,TRUE,FALSE,FALSE,NA,1 hour,FALSE,"Until the spell ends, when you make a Charisma check, you can replace the number you roll with a 15. Additionally, no matter what you say, magic that would determine if you are telling the truth indicates that you are being truthful."
Globe of Invulnerability,6,abjuration,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Self,self,TRUE,TRUE,TRUE,a glass bead,"Concentration, up to 1 minute",TRUE,"An immobile, shimmering barrier appears in a 10-foot Emanation around you and remains for the duration.
Any spell of level 5 or lower cast from outside the barrier can’t affect anything within it. Such a spell can target creatures and objects within the barrier, but the spell has no effect on them. Similarly, the area within the barrier is excluded from areas of effect created by such spells.
Using a Higher-Level Spell Slot. The barrier blocks spells of 1 level higher for each spell slot level above 6."
Glyph of Warding,3,abjuration,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1 hour,FALSE,FALSE,FALSE,FALSE,1 hour,NA,Touch,touch,TRUE,TRUE,TRUE,"powdered diamond worth 200+ GP, which the spell consumes",Until dispelled or triggered,FALSE,"You inscribe a glyph that later unleashes a magical effect. You inscribe it either on a surface (such as a table or a section of floor) or within an object that can be closed (such as a book or chest) to conceal the glyph. The glyph can cover an area no larger than 10 feet in diameter. If the surface or object is moved more than 10 feet from where you cast this spell, the glyph is broken, and the spell ends without being triggered.
The glyph is nearly imperceptible and requires a successful Wisdom (Perception) check against your spell save DC to notice.
When you inscribe the glyph, you set its trigger and choose whether it’s an explosive rune or a spell glyph, as explained below.
Set the Trigger. You decide what triggers the glyph when you cast the spell. For glyphs inscribed on a surface, common triggers include touching or stepping on the glyph, removing another object covering it, or approaching within a certain distance of it. For glyphs inscribed within an object, common triggers include opening that object or seeing the glyph. Once a glyph is triggered, this spell ends.
You can refine the trigger so that only creatures of certain types activate it (for example, the glyph could be set to affect Aberrations). You can also set conditions for creatures that don’t trigger the glyph, such as those who say a certain password.
Explosive Rune. When triggered, the glyph erupts with magical energy in a 20-foot-radius Sphere centered on the glyph. Each creature in the area makes a Dexterity saving throw. A creature takes 5d8 Acid, Cold, Fire, Lightning, or Thunder damage (your choice when you create the glyph) on a failed save or half as much damage on a successful one.
Spell Glyph. You can store a prepared spell of level 3 or lower in the glyph by casting it as part of creating the glyph. The spell must target a single creature or an area. The spell being stored has no immediate effect when cast in this way.
When the glyph is triggered, the stored spell takes effect. If the spell has a target, it targets the creature that triggered the glyph. If the spell affects an area, the area is centered on that creature. If the spell summons Hostile creatures or creates harmful objects or traps, they appear as close as possible to the intruder and attack it. If the spell requires Concentration, it lasts until the end of its full duration.
Using a Higher-Level Spell Slot. The damage of an explosive rune increases by 1d8 for each spell slot level above 3. If you create a spell glyph, you can store any spell of up to the same level as the spell slot you use for the Glyph of Warding."
Goodberry,1,conjuration,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Self,self,TRUE,TRUE,TRUE,a sprig of mistletoe,24 hours,FALSE,"Ten berries appear in your hand and are infused with magic for the duration. A creature can take a Bonus Action to eat one berry. Eating a berry restores 1 Hit Point, and the berry provides enough nourishment to sustain a creature for one day.
Uneaten berries disappear when the spell ends."
Grease,1,conjuration,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,60 feet,feet,TRUE,TRUE,TRUE,a bit of pork rind or butter,1 minute,FALSE,"Nonflammable grease covers the ground in a 10-foot square centered on a point within range and turns it into Difficult Terrain for the duration.
When the grease appears, each creature standing in its area must succeed on a Dexterity saving throw or have the Prone condition. A creature that enters the area or ends its turn there must also succeed on that save or fall Prone."
Greater Invisibility,4,illusion,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Touch,touch,TRUE,TRUE,FALSE,NA,"Concentration, up to 1 minute",TRUE,A creature you touch has the Invisible condition until the spell ends.
Greater Restoration,5,abjuration,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,Touch,touch,TRUE,TRUE,TRUE,"diamond dust worth 100+ GP, which the spell consumes",Instantaneous,FALSE,"You touch a creature and magically remove one of the following effects from it:
1 Exhaustion level

The Charmed or Petrified condition

A curse, including the target’s Attunement to a cursed magic item

Any reduction to one of the target’s ability scores

Any reduction to the target’s Hit Point maximum"
Guardian of Faith,4,conjuration,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Action,TRUE,FALSE,FALSE,FALSE,NA,NA,30 feet,feet,TRUE,FALSE,FALSE,NA,8 hours,FALSE,"A Large spectral guardian appears and hovers for the duration in an unoccupied space that you can see within range. The guardian occupies that space and is invulnerable, and it appears in a form appropriate for your deity or pantheon.
Any enemy that moves to a space within 10 feet of the guardian for the first time on a turn or starts its turn there makes a Dexterity saving throw, taking 20 Radiant damage on a failed save or half as much damage on a successful one. The guardian vanishes when it has dealt a total of 60 damage."
