package,n_total,n_unique
chkptstanr,24,15
chlorpromazineR,7,7
CHMM,30,13
CHNCapitalStock,2,1
chngpt,101,59
CHNOSZ,1828,277
choiceDes,19,10
ChoiceModelR,20,11
CHOIRBM,4,4
cholera,745,158
CholWishart,11,10
choplump,14,4
chopthin,1,1
chords,32,19
choroplethr,44,26
choroplethrAdmin1,3,3
christmas,28,19
chromatographR,35,25
chromConverter,25,18
chromer,15,11
chromoMap,3,3
chromote,51,31
chromseq,5,5
chron,78,25
chronicle,37,24
chronicler,34,25
chronochrt,27,15
chronosphere,101,31
CHsharp,34,11
chunked,52,42
chunkhooks,10,7
chunkR,7,7
chyper,29,13
CIAAWconsensus,9,7
CIARA,17,14
CICA,15,10
ciccr,8,4
cicerone,2,2
CIDER,15,11
CIEE,38,12
cif,37,20
CIFsmry,3,3
cifti,49,26
ciftiTools,210,116
CIM,1,1
cimir,30,21
CIMTx,33,25
cinaR,23,13
CINE,1,1
CINID,1,1
CINmetrics,23,7
CINNA,58,12
cinterpolate,1,1
CIPerm,7,4
CIplot,1,1
cir,45,20
circacompare,48,15
circle,63,35
CirclesIntersections,19,8
circletyper,1,1
circlize,485,142
CircMLE,105,34
CircNNTSR,48,32
CircOutlier,2,2
CircSpaceTime,12,11
CircStats,64,48
circular,691,258
CircularDDM,5,5
circularEV,52,21
CircularSilhouette,8,6
circumplex,102,60
cIRT,5,5
CIS.DGLM,1,1
cit,9,9
CITAN,22,21
citation,20,15
citationchaser,9,4
citecorp,37,19
cities,17,8
cito,31,21
ciTools,114,71
citrus,45,30
ciu,29,14
ciuupi2,98,31
civis,1669,635
CJAMP,20,10
cjar,124,72
cjbart,8,7
cjoint,20,7
ckanr,445,125
CKAT,28,10
CKLRT,54,25
Ckmeans.1d.dp,9,7
CKMRpop,32,23
CLA,81,13
Claddis,175,59
cladoRcpp,10,7
ClaimsProblems,61,31
clampSeg,2,2
ClamR,12,9
clarifai,21,11
clarkeTest,29,22
ClassComparison,20,14
ClassDiscovery,34,18
classGraph,12,10
classifierplots,53,29
classifly,37,26
classInt,34,21
classmap,103,27
CLAST,67,13
cld2,9,5
cld3,5,5
clda,2,2
CleanBSequences,4,4
cleancall,1,1
cleandata,16,12
cleaner,112,90
cleangeo,24,14
cleanNLP,17,16
cleanrmd,8,8
cleanTS,30,18
clespr,57,18
clevr,103,45
clhs,5,3
cli,1084,507
cliapp,184,87
ClickClust,33,17
ClickClustCont,29,15
ClickHouseHTTP,1,1
clickR,74,37
clickstream,37,21
clidatajp,5,5
cliff,6,5
clifford,17,13
clifro,10,7
CliftLRD,8,2
clikcorr,187,29
climaemet,31,12
climateStability,4,4
climatol,16,13
climatrends,58,26
ClimClass,13,7
climdex.pcic,112,59
clime,11,8
climextRemes,61,24
ClimInd,581,163
ClimMobTools,7,7
ClimProjDiags,19,13
climwin,64,25
clinDataReview,162,80
clinDR,70,28
clinfun,94,58
clinicalsignificance,42,11
ClinicalTrialSummary,29,13
ClinicalUtilityRecal,61,19
clinmon,33,26
clinPK,94,66
clinsig,5,3
ClinSigMeasures,13,13
clinspacy,1,1
clintools,42,33
clinUtils,61,32
clipp,66,24
clipr,37,26
CliquePercolation,19,15
CLME,106,58
clmplus,1,1
clock,1379,1037
clockify,184,76
clogitboost,22,16
clogitL1,10,8
clogitLasso,32,19
CloneSeeker,34,22
CLONETv2,65,35
clordr,48,15
cloudml,126,76
cloudos,5,3
cloudstoR,11,6
clr,1,1
clttools,21,17
clubSandwich,309,147
clue,392,54
ClueR,8,5
CluMP,3,3
ClusBoot,2,1
cluscov,56,19
ClusPred,73,36
clusrank,206,45
ClusROC,102,52
ClussCluster,25,15
clust.bin.pair,3,3
ClustAssess,51,29
ClustBlock,35,21
clustcurv,39,16
clustDRM,21,15
clustEff,12,11
cluster,97,64
Cluster.OBeu,15,6
clusterability,42,37
ClusterBootstrap,22,12
clusterCons,35,24
clusterCrit,13,7
clusteredinterference,90,50
clusterGeneration,80,44
clusterhap,1,1
clusterHD,16,10
Clustering,208,102
clustering.sc.dp,4,4
clustermole,10,6
clustermq,86,30
clusternomics,75,47
clusterPower,100,43
ClusterR,66,37
ClusterRankTest,15,5
clusterRepro,5,3
clusterSEs,38,13
clusterSim,87,47
ClusterStability,41,13
clustertend,1,1
ClustGeo,16,8
ClustImpute,6,6
clustMD,37,22
clustMixType,79,14
ClustMMDD,51,30
ClustOfVar,39,26
ClusTorus,144,48
clustra,39,20
clusTransition,7,2
clustrd,289,60
clustree,21,16
clustringr,10,8
ClustVarLV,149,57
clustvarsel,9,3
ClusVis,29,19
clv,137,81
clValid,27,19
CLVTools,298,131
cmaes,38,13
cmaesr,32,18
cmaRs,10,7
cmce,93,41
cmcR,54,33
cmdfun,56,46
cmenet,11,6
CMF,14,10
cmfrec,133,44
CMFsurrogate,17,8
cmhc,31,19
CMHNPA,33,12
cml,6,4
CMLS,22,9
cmm,192,80
cmmr,3,3
CMMs,6,3
cmna,96,80
cmocean,1,1
CMplot,346,10
cmprsk,2,2
cmprskcoxmsm,2,2
cmprskQR,4,2
cmpsR,28,17
cmR,24,11
cmrutils,2,2
cms,3,2
cmsaf,1,1
cmsafops,459,104
cmsafvis,251,64
cmstatr,136,71
cmtest,13,9
cmvnorm,9,5
cna,612,231
CNAIM,653,60
cnaOpt,51,34
cncaGUI,52,37
CNLTreg,10,6
CNLTtsa,43,12
cNORM,68,35
CNprep,13,11
CNPS,66,38
cns,7,4
cnum,29,17
CNVRG,6,6
CNVScope,76,35
coala,306,172
coalescentMCMC,48,25
coalitions,36,24
coarseDataTools,67,30
cobalt,1004,202
cobiclust,13,9
cobs,36,27
coca,6,4
cocktailApp,6,4
CoClust,12,7
COCONUT,1,1
cocor,55,14
cocorresp,8,4
cocron,16,12
coda.base,122,65
coda4microbiome,32,17
codacore,30,21
codalm,17,7
CodataGS,6,6
cOde,40,19
codebook,122,73
codebookr,19,17
codebreaker,19,13
codeCollection,2,2
CodeDepends,171,61
codemeta,69,45
codemetar,117,89
codename,6,4
codep,39,28
coder,68,45
codetools,198,86
codexcopd,1,1
codez,101,27
CoDiNA,15,10
codingMatrices,13,12
codyn,129,52
coefa,15,15
coefficientalpha,41,3
coefplot,55,44
coenocliner,6,2
coenoflex,11,9
cofad,6,6
cofeatureR,1,1
coffee,59,35
CoFRA,29,20
coga,50,36
cogmapr,67,28
cognitoR,12,9
CohensdpLibrary,97,57
cohortBuilder,195,96
CohortPlat,62,20
cohorts,6,5
cohorttools,11,9
coil,35,20
CoImp,41,12
coin,773,177
coinmarketcapr,27,15
Coinprofile,20,7
COINr,258,148
cointmonitoR,8,3
cointReg,34,18
cold,125,41
colf,12,9
collapse,2607,569
CollapseLevels,7,7
collapsibleTree,8,7
collateral,99,59
collatz,11,6
collections,61,24
collidr,6,6
collin,9,8
CollocInfer,360,150
collpcm,18,12
collUtils,7,7
coloc,117,47
colocalization,16,8
colocalized,25,8
colocr,14,14
colorblindcheck,7,3
colorBlindness,44,25
colorDF,91,16
colordistance,26,16
colorednoise,11,8
colorfindr,24,16
colorhex,39,23
colorist,24,20
colorizer,23,22
colormap,25,3
ColorNameR,9,6
colorpatch,50,31
colorRamps,12,11
colorscience,151,129
colorspace,220,105
colorSpec,1108,318
colourlovers,34,23
colourpicker,23,15
colourvalues,38,36
colourvision,65,23
COLP,4,2
colt,55,27
comat,38,36
comato,82,50
COMBAT,23,8
combinat,4,2
combinationpvalues,7,7
combinatorics,1,1
combinedevents,117,36
CombinePortfolio,26,8
combinIT,67,32
CombinS,17,10
combiroc,32,11
combiter,198,22
cometExactTest,8,6
cometr,122,89
comf,225,86
comFuncs,9,4
ComICS,2,2
COMIX,18,13
CommEcol,35,20
commentr,16,10
CommKern,60,33
common,24,19
CommonJavaJars,1,1
splashr,133,79
splinesurv,188,89
spm12r,75,24
SPMS,4,3
spoccutils,30,19
SPODT,54,32
sporm,31,13
SportsAnalytics,11,8
sppmix,253,130
spread,10,8
SPreFuGED,8,8
sprint,37,32
sprinter,10,9
sprintfr,7,5
sprm,54,16
sprsmdl,5,2
SPRT,16,6
spsann,46,10
spsarlm,21,11
spsmooth,3,3
spssDDI,53,46
sptemExp,49,32
spTest,95,46
sptests,41,19
spweights,54,45
SQB,3,2
SQDA,10,6
SQLiteDF,66,59
sqlshare,2,2
sqlutils,43,22
squashinformr,41,19
srd,22,4
SRMA,65,32
sROC,24,11
SRPM,39,23
SRRS,15,13
ssa,57,24
ssd,14,10
SSDL,29,16
ssh.utils,9,6
sskm,3,3
SSL,19,10
SSOAP,55,18
sspir,172,43
sspline,5,5
SSSR,28,19
sstModel,548,305
ssvd,4,3
commonmark,2,2
CommonMean.Copula,16,7
commonsMath,1,1
communication,12,11
comorbidity,4,4
comorosmaps,3,3
Comp2ROC,22,10
Compack,56,33
comparator,17,16
compare,251,57
compareC,20,8
CompareCausalNetworks,100,50
CompAREdesign,191,50
compareDF,29,21
compareGroups,262,89
compareMCMCs,41,24
comparer,34,5
CompareTests,1,1
comparison,11,9
ComparisonCR,23,13
ComparisonSurv,36,20
compas,15,9
CompDist,90,22
comperank,42,33
comperes,101,90
compHclust,6,3
compicc,2,2
Compind,30,22
completejourney,4,4
complexity,1,1
complexplus,5,5
ComplexUpset,117,55
complmrob,29,21
CompModels,12,12
COMPoissonReg,283,90
Compositional,562,215
compositions,1698,537
composits,35,21
compound.Cox,21,10
CompoundEvents,7,7
CompQuadForm,3,3
CompR,18,10
comprehenr,24,20
compute.es,42,11
comsimitv,9,9
comtradr,23,16
con2aqi,2,2
Conake,4,4
concatenate,13,7
concatipede,19,15
concaveman,4,3
conclust,51,14
concom,6,4
ConConPiWiFun,1,1
concordance,7,3
ConcordanceTest,10,8
concorR,15,9
concreg,49,21
concstats,96,22
cond,5,5
CondCopulas,162,65
condformat,95,64
condGEE,17,13
CondIndTests,75,42
condir,8,5
CondiS,1,1
conditionz,13,8
condmixt,179,99
condMVNorm,4,1
CondMVT,36,16
condSURV,27,13
condTruncMVN,9,5
condusco,3,3
condvis,47,21
condvis2,165,91
coneproj,26,21
conf,94,35
conf.design,10,8
confidence,14,13
config,5,5
ConfigParser,9,5
configr,100,38
configural,61,31
confinterpret,15,11
confintr,113,50
ConfIntVariance,9,8
conflicted,61,40
conflr,68,35
conformalbayes,19,14
conformalClassification,13,9
conformalInference.fd,106,33
conformalInference.multi,99,30
ConformalSmallest,49,19
confoundr,8,5
confreq,63,25
ConfusionTableR,4,4
congress,59,22
CongreveLamsdell2016,3,3
CoNI,63,38
conicfit,44,33
Conigrave,17,8
conjoint,59,30
conjurer,46,24
conleyreg,184,39
ConNEcT,33,20
connectapi,438,208
ConnectednessApproach,126,48
connectwidgets,64,31
ConnMatTools,98,34
conogive,30,16
conos,225,92
conover.test,14,12
conquer,47,47
conquestr,551,144
ConR,7,5
conserveR,1,1
consolechoice,3,2
consort,61,19
consortr,14,10
ConSpline,1,1
ConsRank,116,45
ConsRankClass,46,28
ConsReg,167,41
constants,4,4
constellation,2,2
conStruct,162,95
contactdata,3,3
ContaminatedMixt,41,23
contentid,177,84
conText,109,27
contFracR,11,10
contingency,108,55
contingencytables,518,225
contoureR,11,8
ContourFunctions,43,16
contourPlot,1,1
contrast,24,18
ContRespPP,4,3
contribution,1,1
control,162,66
controlfunctionIV,30,12
controlTest,3,1
contsurvplot,26,9
contTimeCausal,4,4
convdistr,145,50
ConvergenceClubs,21,7
ConvergenceConcepts,91,30
convertGraph,2,2
convertid,3,2
ConvertPar,5,5
convertr,6,5
convevol,28,12
convexjlr,60,40
convey,311,53
Convolutioner,4,4
convoSPAT,36,16
cookies,1,1
CoOL,29,19
cooltools,286,77
coop,50,47
CoopGame,634,259
coopProductGame,54,22
CoordinateCleaner,11,11
copBasic,268,51
copCAR,69,30
CopCTS,124,56
cope,34,25
copent,8,6
CopernicusDEM,3,3
coppeCosenzaR,16,13
copre,27,18
cops,437,54
CopSens,4,4
copula,1564,469
Copula.Markov,744,131
Copula.Markov.survival,124,19
Copula.surv,50,16
copulaboost,34,13
CopulaCenR,193,57
copulaedas,102,51
copulareg,17,5
CopulaREMADA,223,82
copulaSim,9,5
copyseparator,14,6
COR,5,5
coRanking,61,46
Corbi,80,31
CorBin,23,15
corclass,1,1
cord,4,3
cordillera,11,10
CORE,18,8
coreCT,12,7
corehunter,69,37
CORElearn,181,95
coreNLP,14,13
coreSim,18,14
corHMM,147,57
corkscrew,8,7
corlink,29,13
CorMID,20,9
corncob,96,37
CornerstoneR,42,24
cornet,9,5
coro,279,119
coroICA,10,6
corona,47,31
coronavirus,4,3
corpcor,58,37
corpora,32,22
corporaexplorer,26,14
CoRpower,61,29
corpus,149,125
corpustools,362,184
corr2D,3,3
CorrBin,99,48
corrcoverage,123,25
corrDNA,27,2
correctedAUC,15,10
CorrectedFDR,2,2
CorrectOverloadedPeaks,35,20
corregp,33,23
correlation,42,21
correlationfunnel,18,17
correlbinom,2,2
Correlplot,13,9
correspondenceTables,5,4
corrgram,15,15
corrgrapher,24,18
CorrMixed,9,9
corrplot,44,23
corrr,38,35
corrsieve,12,9
corrtable,2,1
CorrToolBox,30,15
corset,14,11
cort,22,15
corTest,18,11
corTESTsrd,9,5
corto,54,27
corx,34,23
cosa,17,6
cosinor,15,13
cosinor2,11,7
cosmicsig,3,3
cosmoFns,9,6
CoSMoS,228,101
COST,26,15
costat,18,8
costsensitive,39,26
CosW,6,6
CoTiMA,36,21
cotram,41,10
cotrend,51,16
couchDB,44,28
COUNT,15,15
countcolors,4,2
countdata,1,1
countdown,11,9
Counterfactual,29,5
Counternull,11,8
countfitteR,56,34
countgmifs,9,8
countHMM,15,9
countland,53,35
Countr,76,54
countrycode,4,3
CountsEPPM,39,18
countToFPKM,4,2
countTransformers,29,19
covafillr,7,7
covatest,64,10
covBM,19,15
CovCombR,16,12
covdepGE,15,11
coveffectsplot,11,7
covequal,12,5
covfefe,1,1
covglasso,5,4
COVID19,29,11
covid19.analytics,213,89
covid19br,6,5
covid19brazil,2,2
covid19france,6,6
covid19india,35,10
covid19italy,1,1
covid19sf,3,3
covid19swiss,2,2
covid19us,13,7
covidcast,81,56
COVIDIBGE,9,6
CovidMutations,5,5
covidmx,43,20
covidprobability,13,5
covidsymptom,3,3
covKCD,16,9
covr,259,142
CovRegRF,514,212
covRobust,12,6
CovSel,3,2
covsep,29,11
covsim,58,24
covTestR,89,56
CovTools,166,79
cowbell,38,21
cowplot,77,53
cowsay,8,5
CoxBcv,9,9
coxed,65,25
CoxICPen,106,18
coxme,165,52
coxphf,8,3
coxphMIC,4,4
coxphSGD,6,4
coxphw,51,27
CoxPlus,2,2
CoxR2,1,1
coxrobust,9,7
coxrt,6,5
coxsei,45,16
CP,159,49
cp4p,17,9
cpa,7,7
CPAT,65,28
CPBayes,57,32
CPC,21,5
cpca,2,2
cPCG,2,2
cpd,60,33
cpfa,4,4
CpGassoc,30,13
CpGFilter,4,3
CPGLIB,16,13
cpi,13,6
cpk,13,13
cplm,158,80
cplots,27,12
cpm,44,25
CPMCGLM,24,14
CpmERCCutoff,4,3
CPNCoverageAnalysis,3,3
cpop,58,19
CPP,27,21
cpp11,47,29
cppcheckR,9,8
cppRouting,42,34
cpr,202,97
Cprob,11,10
cprobit,25,11
cprr,7,5
cPseudoMaRg,4,4
cpsR,10,8
cpss,67,39
CPsurv,21,12
cpsurvsim,18,10
cpsvote,11,8
cpt,10,6
cptcity,1,1
cqcr,24,13
cqrReg,42,30
cquad,16,7
CR2,33,18
CRABS,66,27
cragg,11,6
cramer,6,6
crandep,27,17
crank,25,18
cranlike,39,27
cranlogs,6,6
cranly,85,61
CRANsearcher,1,1
crassmat,1,1
crawl,49,39
crayon,134,76
crch,451,145
crctStepdown,13,8
CRE,55,33
CREAM,9,5
credentials,68,33
creditmodel,494,154
CREDS,1,1
credsubs,27,9
cregg,32,12
cRegulome,49,33
crestr,97,47
CRF,63,45
crfsuite,29,18
cricketdata,14,12
cricketr,197,61
crimCV,5,2
crimedata,9,8
crimelinkage,94,53
crimeutils,18,16
crisp,52,21
crispRdesignR,37,12
criticality,20,11
criticalpath,80,58
critpath,28,22
CRM,5,3
crmn,18,13
crmPack,230,93
crmReg,14,10
crochet,8,8
cromwellDashboard,9,5
Cronbach,6,4
crone,37,25
cronologia,6,4
cronR,47,25
crop,6,4
cropcircles,1,1
cropDemand,7,7
CropDetectR,19,10
cropgrowdays,13,6
crops,9,4
cropZoning,8,8
crossdes,32,17
crossmap,44,37
crossnma,102,29
Crossover,213,57
crossrun,7,7
crosstable,163,103
crosstalk,40,25
crosstalkr,29,19
crossurr,17,10
CrossVA,10,5
crossval,6,5
CrossValidate,6,2
crossvalidationCP,20,10
crosswalkr,7,6
crossword.r,2,2
crov,22,13
crplyr,80,57
crqa,32,17
crrSC,10,7
crs,295,108
crseEventStudy,4,4
crsmeta,7,5
crsnls,24,9
crso,126,56
crsra,23,19
crsuggest,9,3
CRTConjoint,62,20
crtests,71,55
CRTgeeDR,38,28
CRTSize,25,21
crul,186,63
crunch,1245,515
crunchy,36,26
cruts,8,4
CRWRM,1,1
cry,679,144
CrypticIBDcheck,59,43
crypto2,28,10
cryptowatchR,18,6
CryptRndTest,37,24
cryst,5,5
csa,5,3
csampling,19,15
CSCDRNA,19,10
CsChange,4,2
csci,17,14
CSclone,17,4
CSCNet,17,12
cSEM,324,115
CSESA,16,9
CSFA,58,26
CSGo,14,9
cshapes,9,4
CSHShydRology,73,49
CSIndicators,33,26
CSMES,14,10
csn,4,4
csodata,20,12
cspec,12,6
cspp,5,4
cssTools,4,2
cstab,23,13
CSTE,50,23
CSTools,165,82
csurvey,14,12
csv,11,8
csvread,22,21
csvwr,81,47
csvy,8,6
cta,97,28
ctbi,78,17
ctf,6,5
ctgdist,1,1
ctgt,24,8
cthist,8,6
cthreshER,29,13
ctl,162,85
CTM,3,2
ctmcd,50,10
ctmcmove,11,8
ctmle,76,23
ctmm,1873,571
ctmva,7,3
CTNote,1,1
CTP,45,31
ctpm,2,2
ctqr,50,27
ctrdata,41,29
ctrialsgov,28,22
ctrlGene,21,10
ctsem,460,186
ctsemOMX,56,19
CTT,8,5
ctv,75,41
CUB,353,112
cubature,13,10
cubble,377,128
cubelyr,68,58
cubeview,6,6
cubfits,276,157
cubicBsplines,4,4
cubing,247,125
Cubist,35,23
cuda.ml,101,95
CUFF,25,23
cultevo,92,60
cuml4r,8,6
CUMP,14,10
cumSeg,9,7
cumstats,8,4
cuperdec,15,15
cuRe,290,74
curephEM,36,23
curl,83,54
currentSurvival,78,14
curry,5,4
cursr,132,74
curstatCI,3,3
curtailment,122,66
curvecomp,12,7
curveDepth,6,6
curvHDR,72,25
cusp,24,11
CustomerScoringMetrics,20,9
CustosAscensor,14,14
cusum,20,10
cusumcharter,16,10
cutoff,36,14
cutpointr,626,138
CutpointsOEHR,2,2
cvam,79,44
cvap,13,12
cvar,28,8
cvAUC,19,2
cvCovEst,106,42
CVD,81,46
CVEK,51,22
cvequality,5,1
cvGEE,7,5
CVglasso,7,4
cvmdisc,38,18
cvmgof,43,9
cvms,427,213
CVR,10,7
CVrisk,5,5
cvsem,11,7
CVST,50,33
CVThresh,15,7
cvTools,144,60
cvwrapr,28,19
CVXR,1252,289
cwbtools,62,37
cwot,5,5
cxhull,24,15
cxr,80,76
cxxfunplus,17,10
cycleRtools,131,82
cyclestreets,9,7
cyclocomp,35,30
cycloids,8,4
cyclomort,50,28
Cyclops,64,36
cyjShiny,28,24
cylcop,238,88
cymruservices,14,10
cyphr,180,93
cystiSim,9,8
CytobankAPI,79,20
cytofan,2,1
cytometree,33,21
cytominer,22,17
CytOpT,9,8
czechrates,11,8
czso,26,18
d3Network,30,16
D3partitionR,26,19
d3plus,9,9
d3po,90,49
d3r,34,22
d3Tree,15,6
D4TAlink.light,86,54
DA,57,21
DAAG,50,23
DAAGbio,11,7
daarem,11,7
dabestr,37,28
dabr,22,21
DACF,9,6
dad,86,58
dadjokeapi,4,4
dados,6,5
dae,145,38
daewr,101,36
daff,34,16
dafs,18,17
dagitty,67,58
dagR,53,18
dagwood,11,4
dail,2,2
DAIME,12,4
daiR,34,26
DAISIE,415,151
DAKS,47,21
DALEX,196,102
DALEXtra,64,42
dalmatian,35,23
DALY,127,19
dam,1,1
DamiaNN,3,1
DAMisc,196,111
DAMOCLES,74,36
dampack,67,31
damr,17,12
dams,1,1
DandEFA,2,2
dang,36,28
dani,2,2
DanielBiostatistics10th,72,48
dann,17,9
danstat,10,8
DAP,11,6
dapr,43,30
daqapo,42,35
DArand,7,4
Dark,48,18
DarkDiv,11,8
darksky,6,6
dartR,299,98
dashboardthemes,23,11
dashHtmlComponents,131,1
Dasst,17,13
dat,75,45
data.table,624,259
data.tree,182,73
data.validator,36,23
data360r,2,2
DatabaseConnector,121,62
DatabionicSwarm,50,33
DataClean,4,3
datacleanr,69,53
DataCombine,22,18
dataCompareR,103,68
datadictionary,17,12
datadogr,22,15
DataEditR,10,8
DataExplorer,29,18
DataFakeR,270,141
dataframeexplorer,16,7
dataframes2xls,13,4
datafsm,47,25
datagovindia,22,17
DataGraph,9,9
DataLoader,8,8
dataMaid,433,194
dataMeta,5,5
datamods,122,68
datanugget,5,3
dataonderivatives,23,17
dataone,45,12
datapack,17,10
datapasta,94,49
dataprep,18,11
dataPreparation,156,84
dataquieR,135,91
dataReporter,431,193
dataresqc,34,25
dataRetrieval,151,61
datarobot,1053,379
dataseries,14,11
datasets.load,19,11
DataSpaceR,29,20
dataspice,61,37
DatAssim,1,1
datastepr,2,2
DatastreamDSWS2R,3,3
datastructures,8,6
dataverse,108,57
dataversionr,35,15
DataVisualizations,157,70
DataViz,9,8
datawizard,180,117
datazoom.amazonia,47,13
date,19,14
datefixR,8,7
datelife,238,120
daterangepicker,10,6
datetime,135,82
datetimeutils,30,27
dateutils,170,97
datoramar,1,1
datos,6,5
datplot,15,11
datr,6,6
datrProfile,35,27
dauphin,10,9
dave,134,51
Davies,28,8
dawai,34,10
daymetr,8,8
dbarts,173,60
dbcsp,55,10
dbd,94,51
DBEST,14,8
DBfit,41,15
dbflobr,83,49
dbglm,18,12
dbhydroR,13,10
DBI,164,99
DBIsqldf,2,2
DBItest,528,108
dblcens,2,2
dBlockmodeling,5,5
dbMC,2,2
dbmss,83,44
dbnlearn,6,4
DBNMFrank,9,3
dbnR,233,145
dbparser,199,81
dbplot,28,17
dbplyr,1213,632
DBpower,45,23
dbscan,139,86
dbstats,175,58
dbWebForms,3,3
dbx,88,55
dc3net,14,8
DCA,6,5
DCCA,24,13
DCchoice,69,38
dccmidas,37,18
dccpp,1,1
DCD,10,5
DCEM,29,17
DCEmgmt,1,1
DCEtool,14,8
DCG,23,17
dcGOR,75,14
DChaos,47,24
dChipIO,13,9
dcifer,24,17
DCL,62,23
DCLEAR,16,12
dclone,99,39
dclust,9,8
DCluster,85,54
DClusterm,15,10
dcmle,1,1
dcmodify,29,23
dcmodifydb,31,14
DCODE,15,7
dcov,38,24
dCovTS,120,37
DCPO,6,5
DCSmooth,259,113
dCUR,10,4
dcurver,2,2
dcurves,6,5
ddalpha,298,116
DDD,328,90
dde,38,33
DDHFm,10,7
ddiv,18,5
DDIwR,1,1
DDL,14,10
DDM,63,34
DDoutlier,47,17
ddp,3,3
ddpca,6,3
ddpcr,396,165
DDPNA,37,26
DDRTree,7,5
deadband,3,3
deal,167,76
deaR,17,7
debar,56,33
DEBBI,23,14
deBif,158,65
deBInfer,38,21
debugme,30,22
debugr,5,5
DeCAFS,25,9
DECIDE,11,9
decido,7,7
decision,1,1
decisionSupport,126,60
deckgl,102,64
declared,14,4
DeclareDesign,285,143
decode,16,11
decoder,26,25
decomposedPSF,7,7
DecomposeR,83,36
decompr,5,5
decon,39,17
deconstructSigs,33,13
deconvolveR,11,3
decor,13,8
DecorateR,1,1
decorators,4,3
Deducer,76,48
deducorrect,76,53
deductive,12,9
DeductiveR,3,3
dedupewider,14,12
deep,14,4
deepboost,18,11
deepdep,58,43
deepdive,26,14
deepgmm,23,11
deepgp,162,51
deeplr,18,14
deepMOU,32,15
deepnet,30,20
deepNN,68,35
deepredeff,41,21
deepregression,434,173
deeptime,23,15
DEET,9,7
DEEVD,5,5
default,14,9
defineR,59,40
deflateBR,7,7
deforestable,65,33
deformula,8,4
degday,8,4
DEGRE,5,5
degreenet,574,193
degross,34,17
dejaVu,88,60
Delaporte,5,5
delaunay,29,22
delayed,26,15
DelayedEffect.Design,24,11
deldir,58,35
Delta,50,23
deltaccd,20,11
DeltaMAN,61,29
deltaPlotR,4,3
DELTD,10,10
DEM,6,6
dematel,21,8
demcon,12,10
deming,64,17
DemoDecomp,3,3
demodelr,24,10
demogR,1,1
DemografixeR,15,9
demoGraphic,34,11
DemographicTable,37,19
demography,229,93
demoKde,13,12
demoShiny,2,2
DEMOVA,9,9
demu,58,34
dendextend,560,289
dendRoAnalyst,28,14
dendroextras,13,11
dendrometry,40,22
DendroSync,22,13
dendroTools,78,13
DendSer,51,28
dendsort,19,8
denoiSeq,48,21
denoiseR,16,6
denovolyzeR,3,3
denseFLMM,18,12
densEstBayes,30,19
densitr,63,34
densityClust,28,22
DensParcorr,3,2
densratio,38,14
denstrip,25,20
denvax,39,14
DEoptim,5,4
DEoptimR,5,4
depcache,18,9
depcoeff,15,11
depend.truncation,510,107
depigner,48,39
DepLogo,69,37
depmix,212,45
depmixS4,98,28
DEPONS2R,23,13
depth,69,33
depth.plot,20,7
DepthProc,117,52
depthTools,19,6
dequer,55,48
DeRezende.Ferreira,12,2
Deriv,81,31
derivmkts,176,67
DES,12,10
desc,311,186
descomponer,67,26
descr,33,27
describedata,8,8
DescribeDisplay,45,25
describer,11,7
DescriptiveStats.OBeu,27,12
DescriptiveWH,5,5
descriptr,237,120
DescrTab2,65,24
descstat,111,71
descstatsr,13,7
desctable,96,53
DescTools,1882,866
DescToolsAddIns,24,6
Design.parameters,3,2
DesignCTPB,83,12
designer,45,41
DesignLibrary,83,35
designmatch,4,3
designr,91,41
designsize,5,5
desiR,19,6
desirability,30,21
desla,8,6
deSolve,163,63
desplot,14,7
details,31,28
detect,139,32
detectnorm,6,6
detector,14,11
detectR,187,45
detectRUNS,52,32
detectseparation,10,7
deTestSet,111,57
DetLifeInsurance,94,33
DetMCD,17,14
detourr,29,24
detpack,44,22
DetR,48,30
detrendeR,171,67
detrendr,199,116
DetSel,14,11
detzrcr,57,36
devEMF,1,1
devFunc,18,11
devRate,16,16
devtools,195,108
DevTreatRules,45,12
dexter,466,259
dextergui,146,59
dexterMST,196,112
DFA,28,5
DFA.CANCOR,82,31
dfadjust,7,4
dfcomb,4,4
dfCompare,4,2
dfcrm,53,22
dfidx,101,32
DFIT,97,58
dfmeta,20,11
dfms,51,25
dfmta,2,2
dfoliatR,34,20
dfoptim,74,10
Dforest,37,16
dformula,9,9
dfped,75,27
dfphase1,70,37
dfpk,34,9
dfvad,47,22
dga,38,17
dGAselID,26,16
DGCA,43,23
DGEobj,37,23
DGEobj.utils,27,15
dglars,46,31
dglm,7,6
DGLMExtPois,112,56
DGM,59,38
dgof,23,16
dgpsi,32,26
dgumbel,12,4
DHARMa,134,74
DHBins,23,14
dhga,18,8
dhglm,81,11
dhh,4,4
dhReg,2,2
DHS.rates,63,17
dHSIC,20,10
di,4,1
diagis,56,51
diagmeta,114,51
diagonals,6,2
diagram,43,23
DiagrammeR,650,134
dialr,57,31
dials,476,222
diaplt,39,19
diathor,47,24
dibble,188,141
dice,2,2
DiceDesign,92,51
DiceEval,42,15
DiceKriging,57,41
DiceOptim,155,51
diceR,121,72
DiceView,72,33
dichromat,1,1
DICOMread,1,1
DIconvex,2,2
Dict,1,1
dictionar6,17,14
dictionaRy,4,2
did,89,30
did2s,26,13
DidacticBoost,3,3
