year,race,dollar_type,number,income_quintile,income_dollars
1993,White Alone,2019 Dollars,82387000,Fourth,108760
1993,White Alone,2019 Dollars,82387000,Top 5%,187639
1992,White Alone,2019 Dollars,81795000,Lowest,25076
1992,White Alone,2019 Dollars,81795000,Second,46031
1992,White Alone,2019 Dollars,81795000,Third,71091
1992,White Alone,2019 Dollars,81795000,Fourth,107469
1992,White Alone,2019 Dollars,81795000,Top 5%,181481
1991,White Alone,2019 Dollars,81675000,Lowest,25509
1991,White Alone,2019 Dollars,81675000,Second,46325
1991,White Alone,2019 Dollars,81675000,Third,71232
1991,White Alone,2019 Dollars,81675000,Fourth,107458
1991,White Alone,2019 Dollars,81675000,Top 5%,181564
1990,White Alone,2019 Dollars,80968000,Lowest,26247
1990,White Alone,2019 Dollars,80968000,Second,47562
1990,White Alone,2019 Dollars,80968000,Third,71796
1990,White Alone,2019 Dollars,80968000,Fourth,108394
1990,White Alone,2019 Dollars,80968000,Top 5%,185111
1989,White Alone,2019 Dollars,80163000,Lowest,26397
1989,White Alone,2019 Dollars,80163000,Second,48697
1989,White Alone,2019 Dollars,80163000,Third,73863
1989,White Alone,2019 Dollars,80163000,Fourth,110209
1989,White Alone,2019 Dollars,80163000,Top 5%,187733
1988,White Alone,2019 Dollars,79734000,Lowest,26167
1988,White Alone,2019 Dollars,79734000,Second,47957
1988,White Alone,2019 Dollars,79734000,Third,72971
1988,White Alone,2019 Dollars,79734000,Fourth,108493
1988,White Alone,2019 Dollars,79734000,Top 5%,182729
1987,White Alone,2019 Dollars,78519000,Lowest,25906
1987,White Alone,2019 Dollars,78519000,Second,47494
1987,White Alone,2019 Dollars,78519000,Third,72105
1987,White Alone,2019 Dollars,78519000,Fourth,107931
1987,White Alone,2019 Dollars,78519000,Top 5%,178587
1986,White Alone,2019 Dollars,77284000,Lowest,25261
1986,White Alone,2019 Dollars,77284000,Second,46520
1986,White Alone,2019 Dollars,77284000,Third,71008
1986,White Alone,2019 Dollars,77284000,Fourth,105804
1986,White Alone,2019 Dollars,77284000,Top 5%,176571
1985,White Alone,2019 Dollars,76576000,Lowest,24540
1985,White Alone,2019 Dollars,76576000,Second,45371
1985,White Alone,2019 Dollars,76576000,Third,68370
1985,White Alone,2019 Dollars,76576000,Fourth,102248
1985,White Alone,2019 Dollars,76576000,Top 5%,168146
1984,White Alone,2019 Dollars,75328000,Lowest,24339
1984,White Alone,2019 Dollars,75328000,Second,44602
1984,White Alone,2019 Dollars,75328000,Third,67135
1984,White Alone,2019 Dollars,75328000,Fourth,99939
1984,White Alone,2019 Dollars,75328000,Top 5%,165124
1983,White Alone,2019 Dollars,74170000,Lowest,24228
1983,White Alone,2019 Dollars,74170000,Second,43437
1983,White Alone,2019 Dollars,74170000,Third,65224
1983,White Alone,2019 Dollars,74170000,Fourth,97498
1983,White Alone,2019 Dollars,74170000,Top 5%,160172
1982,White Alone,2019 Dollars,73182000,Lowest,23596
1982,White Alone,2019 Dollars,73182000,Second,43306
1982,White Alone,2019 Dollars,73182000,Third,64707
1982,White Alone,2019 Dollars,73182000,Fourth,95976
1982,White Alone,2019 Dollars,73182000,Top 5%,157216
1981,White Alone,2019 Dollars,72845000,Lowest,24146
1981,White Alone,2019 Dollars,72845000,Second,43307
1981,White Alone,2019 Dollars,72845000,Third,65515
1981,White Alone,2019 Dollars,72845000,Fourth,95627
1981,White Alone,2019 Dollars,72845000,Top 5%,153198
1980,White Alone,2019 Dollars,71872000,Lowest,24290
1980,White Alone,2019 Dollars,71872000,Second,44434
1980,White Alone,2019 Dollars,71872000,Third,66209
1980,White Alone,2019 Dollars,71872000,Fourth,95813
1980,White Alone,2019 Dollars,71872000,Top 5%,153944
1979,White Alone,2019 Dollars,70766000,Lowest,25034
1979,White Alone,2019 Dollars,70766000,Second,45635
1979,White Alone,2019 Dollars,70766000,Third,68234
1979,White Alone,2019 Dollars,70766000,Fourth,98160
1979,White Alone,2019 Dollars,70766000,Top 5%,158809
1978,White Alone,2019 Dollars,68028000,Lowest,24858
1978,White Alone,2019 Dollars,68028000,Second,45083
1978,White Alone,2019 Dollars,68028000,Third,68015
1978,White Alone,2019 Dollars,68028000,Fourth,97284
1978,White Alone,2019 Dollars,68028000,Top 5%,155364
1977,White Alone,2019 Dollars,66934000,Lowest,23812
1977,White Alone,2019 Dollars,66934000,Second,44317
1977,White Alone,2019 Dollars,66934000,Third,65704
1977,White Alone,2019 Dollars,66934000,Fourth,94903
1977,White Alone,2019 Dollars,66934000,Top 5%,151062
1976,White Alone,2019 Dollars,65353000,Lowest,24081
1976,White Alone,2019 Dollars,65353000,Second,43754
1976,White Alone,2019 Dollars,65353000,Third,65468
1976,White Alone,2019 Dollars,65353000,Fourth,92912
1976,White Alone,2019 Dollars,65353000,Top 5%,146163
1975,White Alone,2019 Dollars,64392000,Lowest,23361
1975,White Alone,2019 Dollars,64392000,Second,43256
1975,White Alone,2019 Dollars,64392000,Third,63775
1975,White Alone,2019 Dollars,64392000,Fourth,90984
1975,White Alone,2019 Dollars,64392000,Top 5%,142650
1974,White Alone,2019 Dollars,62984000,Lowest,24381
1974,White Alone,2019 Dollars,62984000,Second,45011
1974,White Alone,2019 Dollars,62984000,Third,65079
1974,White Alone,2019 Dollars,62984000,Fourth,93281
1974,White Alone,2019 Dollars,62984000,Top 5%,146788
1973,White Alone,2019 Dollars,61965000,Lowest,24426
1973,White Alone,2019 Dollars,61965000,Second,46402
1973,White Alone,2019 Dollars,61965000,Third,67048
1973,White Alone,2019 Dollars,61965000,Fourth,95466
1973,White Alone,2019 Dollars,61965000,Top 5%,153514
1972,White Alone,2019 Dollars,60618000,Lowest,24179
1972,White Alone,2019 Dollars,60618000,Second,45016
1972,White Alone,2019 Dollars,60618000,Third,65764
1972,White Alone,2019 Dollars,60618000,Fourth,93166
1972,White Alone,2019 Dollars,60618000,Top 5%,149066
1971,White Alone,2019 Dollars,59463000,Lowest,23233
1971,White Alone,2019 Dollars,59463000,Second,43441
1971,White Alone,2019 Dollars,59463000,Third,62159
1971,White Alone,2019 Dollars,59463000,Fourth,87921
1971,White Alone,2019 Dollars,59463000,Top 5%,140011
1970,White Alone,2019 Dollars,57575000,Lowest,23556
1970,White Alone,2019 Dollars,57575000,Second,44190
1970,White Alone,2019 Dollars,57575000,Third,62503
1970,White Alone,2019 Dollars,57575000,Fourth,88380
1970,White Alone,2019 Dollars,57575000,Top 5%,139676
1969,White Alone,2019 Dollars,56248000,Lowest,23882
1969,White Alone,2019 Dollars,56248000,Second,44797
1969,White Alone,2019 Dollars,56248000,Third,63016
1969,White Alone,2019 Dollars,56248000,Fourth,88060
1969,White Alone,2019 Dollars,56248000,Top 5%,138081
1968,White Alone,2019 Dollars,55394000,Lowest,23249
1968,White Alone,2019 Dollars,55394000,Second,43107
1968,White Alone,2019 Dollars,55394000,Third,60705
1968,White Alone,2019 Dollars,55394000,Fourth,83954
1968,White Alone,2019 Dollars,55394000,Top 5%,130451
1967,White Alone,2019 Dollars,54188000,Lowest,21637
1967,White Alone,2019 Dollars,54188000,Second,40925
1967,White Alone,2019 Dollars,54188000,Third,57831
1967,White Alone,2019 Dollars,54188000,Fourth,80669
1967,White Alone,2019 Dollars,54188000,Top 5%,130198
2019,"White, Not Hispanic",Current Dollars,84868000,Lowest,32040
2019,"White, Not Hispanic",Current Dollars,84868000,Second,59815
2019,"White, Not Hispanic",Current Dollars,84868000,Third,95172
2019,"White, Not Hispanic",Current Dollars,84868000,Fourth,153176
2019,"White, Not Hispanic",Current Dollars,84868000,Top 5%,289498
2018,"White, Not Hispanic",Current Dollars,84727000,Lowest,30000
2018,"White, Not Hispanic",Current Dollars,84727000,Second,55698
2018,"White, Not Hispanic",Current Dollars,84727000,Third,87752
2018,"White, Not Hispanic",Current Dollars,84727000,Fourth,140040
2018,"White, Not Hispanic",Current Dollars,84727000,Top 5%,266000
2017,"White, Not Hispanic",Current Dollars,84681000,Lowest,27670
2017,"White, Not Hispanic",Current Dollars,84681000,Second,52570
2017,"White, Not Hispanic",Current Dollars,84681000,Third,84992
2017,"White, Not Hispanic",Current Dollars,84681000,Fourth,136812
2017,"White, Not Hispanic",Current Dollars,84681000,Top 5%,250362
2016,"White, Not Hispanic",Current Dollars,84387000,Lowest,27022
2016,"White, Not Hispanic",Current Dollars,84387000,Second,50522
2016,"White, Not Hispanic",Current Dollars,84387000,Third,81057
2016,"White, Not Hispanic",Current Dollars,84387000,Fourth,130140
2016,"White, Not Hispanic",Current Dollars,84387000,Top 5%,240000
2015,"White, Not Hispanic",Current Dollars,84445000,Lowest,25874
2015,"White, Not Hispanic",Current Dollars,84445000,Second,49243
2015,"White, Not Hispanic",Current Dollars,84445000,Third,79516
2015,"White, Not Hispanic",Current Dollars,84445000,Fourth,125158
2015,"White, Not Hispanic",Current Dollars,84445000,Top 5%,225041
2014,"White, Not Hispanic",Current Dollars,84228000,Lowest,24490
2014,"White, Not Hispanic",Current Dollars,84228000,Second,46904
2014,"White, Not Hispanic",Current Dollars,84228000,Third,75043
2014,"White, Not Hispanic",Current Dollars,84228000,Fourth,121733
2014,"White, Not Hispanic",Current Dollars,84228000,Top 5%,220524
2013,"White, Not Hispanic",Current Dollars,84432000,Lowest,24032
2013,"White, Not Hispanic",Current Dollars,84432000,Second,47156
2013,"White, Not Hispanic",Current Dollars,84432000,Third,74693
2013,"White, Not Hispanic",Current Dollars,84432000,Fourth,119038
2013,"White, Not Hispanic",Current Dollars,84432000,Top 5%,217041
2012,"White, Not Hispanic",Current Dollars,83792000,Lowest,24000
2012,"White, Not Hispanic",Current Dollars,83792000,Second,44722
2012,"White, Not Hispanic",Current Dollars,83792000,Third,70734
2012,"White, Not Hispanic",Current Dollars,83792000,Fourth,112402
2012,"White, Not Hispanic",Current Dollars,83792000,Top 5%,202512
2011,"White, Not Hispanic",Current Dollars,83573000,Lowest,23537
2011,"White, Not Hispanic",Current Dollars,83573000,Second,43157
2011,"White, Not Hispanic",Current Dollars,83573000,Third,69040
2011,"White, Not Hispanic",Current Dollars,83573000,Fourth,110065
2011,"White, Not Hispanic",Current Dollars,83573000,Top 5%,200000
2010,"White, Not Hispanic",Current Dollars,83314000,Lowest,22600
2010,"White, Not Hispanic",Current Dollars,83314000,Second,42357
2010,"White, Not Hispanic",Current Dollars,83314000,Third,68016
2010,"White, Not Hispanic",Current Dollars,83314000,Fourth,107112
2010,"White, Not Hispanic",Current Dollars,83314000,Top 5%,193118
2009,"White, Not Hispanic",Current Dollars,83158000,Lowest,23360
2009,"White, Not Hispanic",Current Dollars,83158000,Second,42734
2009,"White, Not Hispanic",Current Dollars,83158000,Third,67258
2009,"White, Not Hispanic",Current Dollars,83158000,Fourth,106130
2009,"White, Not Hispanic",Current Dollars,83158000,Top 5%,189300
2008,"White, Not Hispanic",Current Dollars,82884000,Lowest,23367
2008,"White, Not Hispanic",Current Dollars,82884000,Second,43414
2008,"White, Not Hispanic",Current Dollars,82884000,Third,69068
2008,"White, Not Hispanic",Current Dollars,82884000,Fourth,107000
2008,"White, Not Hispanic",Current Dollars,82884000,Top 5%,191999
2007,"White, Not Hispanic",Current Dollars,82765000,Lowest,23075
2007,"White, Not Hispanic",Current Dollars,82765000,Second,43002
2007,"White, Not Hispanic",Current Dollars,82765000,Third,68051
2007,"White, Not Hispanic",Current Dollars,82765000,Fourth,106406
2007,"White, Not Hispanic",Current Dollars,82765000,Top 5%,189198
2006,"White, Not Hispanic",Current Dollars,82675000,Lowest,22928
2006,"White, Not Hispanic",Current Dollars,82675000,Second,41502
2006,"White, Not Hispanic",Current Dollars,82675000,Third,65300
2006,"White, Not Hispanic",Current Dollars,82675000,Fourth,102714
2006,"White, Not Hispanic",Current Dollars,82675000,Top 5%,184338
2005,"White, Not Hispanic",Current Dollars,82003000,Lowest,21576
2005,"White, Not Hispanic",Current Dollars,82003000,Second,40000
2005,"White, Not Hispanic",Current Dollars,82003000,Third,62675
2005,"White, Not Hispanic",Current Dollars,82003000,Fourth,98781
2005,"White, Not Hispanic",Current Dollars,82003000,Top 5%,177100
2004,"White, Not Hispanic",Current Dollars,81628000,Lowest,20424
2004,"White, Not Hispanic",Current Dollars,81628000,Second,38222
2004,"White, Not Hispanic",Current Dollars,81628000,Third,60335
2004,"White, Not Hispanic",Current Dollars,81628000,Fourth,94196
2004,"White, Not Hispanic",Current Dollars,81628000,Top 5%,165900
2003,"White, Not Hispanic",Current Dollars,81148000,Lowest,20008
2003,"White, Not Hispanic",Current Dollars,81148000,Second,37500
2003,"White, Not Hispanic",Current Dollars,81148000,Third,59455
2003,"White, Not Hispanic",Current Dollars,81148000,Fourth,92722
2003,"White, Not Hispanic",Current Dollars,81148000,Top 5%,163731
2002,"White, Not Hispanic",Current Dollars,81166000,Lowest,20000
2002,"White, Not Hispanic",Current Dollars,81166000,Second,37000
2002,"White, Not Hispanic",Current Dollars,81166000,Third,58060
2002,"White, Not Hispanic",Current Dollars,81166000,Fourth,89810
2002,"White, Not Hispanic",Current Dollars,81166000,Top 5%,157588
2001,"White, Not Hispanic",Current Dollars,80818000,Lowest,19890
2001,"White, Not Hispanic",Current Dollars,80818000,Second,36216
2001,"White, Not Hispanic",Current Dollars,80818000,Third,57155
2001,"White, Not Hispanic",Current Dollars,80818000,Fourth,88704
2001,"White, Not Hispanic",Current Dollars,80818000,Top 5%,159373
2000,"White, Not Hispanic",Current Dollars,80527000,Lowest,19800
2000,"White, Not Hispanic",Current Dollars,80527000,Second,36000
2000,"White, Not Hispanic",Current Dollars,80527000,Third,56156
2000,"White, Not Hispanic",Current Dollars,80527000,Fourth,86648
2000,"White, Not Hispanic",Current Dollars,80527000,Top 5%,153230
1999,"White, Not Hispanic",Current Dollars,79819000,Lowest,19120
1999,"White, Not Hispanic",Current Dollars,79819000,Second,35000
1999,"White, Not Hispanic",Current Dollars,79819000,Third,54400
1999,"White, Not Hispanic",Current Dollars,79819000,Fourth,83530
1999,"White, Not Hispanic",Current Dollars,79819000,Top 5%,150300
1998,"White, Not Hispanic",Current Dollars,78577000,Lowest,18511
1998,"White, Not Hispanic",Current Dollars,78577000,Second,34000
1998,"White, Not Hispanic",Current Dollars,78577000,Third,52074
1998,"White, Not Hispanic",Current Dollars,78577000,Fourth,79898
1998,"White, Not Hispanic",Current Dollars,78577000,Top 5%,140250
1997,"White, Not Hispanic",Current Dollars,77936000,Lowest,17520
1997,"White, Not Hispanic",Current Dollars,77936000,Second,32100
1997,"White, Not Hispanic",Current Dollars,77936000,Third,50016
1997,"White, Not Hispanic",Current Dollars,77936000,Fourth,76109
1997,"White, Not Hispanic",Current Dollars,77936000,Top 5%,133540
1996,"White, Not Hispanic",Current Dollars,77240000,Lowest,16750
1996,"White, Not Hispanic",Current Dollars,77240000,Second,30510
1996,"White, Not Hispanic",Current Dollars,77240000,Third,47541
1996,"White, Not Hispanic",Current Dollars,77240000,Fourth,72000
1996,"White, Not Hispanic",Current Dollars,77240000,Top 5%,125244
1995,"White, Not Hispanic",Current Dollars,76932000,Lowest,16313
1995,"White, Not Hispanic",Current Dollars,76932000,Second,29964
1995,"White, Not Hispanic",Current Dollars,76932000,Third,45300
1995,"White, Not Hispanic",Current Dollars,76932000,Fourth,69089
1995,"White, Not Hispanic",Current Dollars,76932000,Top 5%,120008
1994,"White, Not Hispanic",Current Dollars,77004000,Lowest,15200
1994,"White, Not Hispanic",Current Dollars,77004000,Second,28000
1994,"White, Not Hispanic",Current Dollars,77004000,Third,43040
1994,"White, Not Hispanic",Current Dollars,77004000,Fourth,66106
1994,"White, Not Hispanic",Current Dollars,77004000,Top 5%,115453
1993,"White, Not Hispanic",Current Dollars,75697000,Lowest,14865
1993,"White, Not Hispanic",Current Dollars,75697000,Second,27150
1993,"White, Not Hispanic",Current Dollars,75697000,Third,41800
1993,"White, Not Hispanic",Current Dollars,75697000,Fourth,63700
1993,"White, Not Hispanic",Current Dollars,75697000,Top 5%,109500
1992,"White, Not Hispanic",Current Dollars,75107000,Lowest,14500
1992,"White, Not Hispanic",Current Dollars,75107000,Second,26590
1992,"White, Not Hispanic",Current Dollars,75107000,Third,40790
1992,"White, Not Hispanic",Current Dollars,75107000,Fourth,61024
1992,"White, Not Hispanic",Current Dollars,75107000,Top 5%,103200
1991,"White, Not Hispanic",Current Dollars,75625000,Lowest,14280
1991,"White, Not Hispanic",Current Dollars,75625000,Second,26000
1991,"White, Not Hispanic",Current Dollars,75625000,Third,39700
1991,"White, Not Hispanic",Current Dollars,75625000,Fourth,59800
1991,"White, Not Hispanic",Current Dollars,75625000,Top 5%,100000
1990,"White, Not Hispanic",Current Dollars,75035000,Lowest,14275
1990,"White, Not Hispanic",Current Dollars,75035000,Second,25710
1990,"White, Not Hispanic",Current Dollars,75035000,Third,38676
1990,"White, Not Hispanic",Current Dollars,75035000,Fourth,58022
1990,"White, Not Hispanic",Current Dollars,75035000,Top 5%,99156
1989,"White, Not Hispanic",Current Dollars,74495000,Lowest,13754
1989,"White, Not Hispanic",Current Dollars,74495000,Second,25000
1989,"White, Not Hispanic",Current Dollars,74495000,Third,37704
1989,"White, Not Hispanic",Current Dollars,74495000,Fourth,56242
1989,"White, Not Hispanic",Current Dollars,74495000,Top 5%,95625
1988,"White, Not Hispanic",Current Dollars,74067000,Lowest,13000
1988,"White, Not Hispanic",Current Dollars,74067000,Second,23831
1988,"White, Not Hispanic",Current Dollars,74067000,Third,35776
1988,"White, Not Hispanic",Current Dollars,74067000,Fourth,53039
1988,"White, Not Hispanic",Current Dollars,74067000,Top 5%,89216
1987,"White, Not Hispanic",Current Dollars,73120000,Lowest,12300
1987,"White, Not Hispanic",Current Dollars,73120000,Second,22582
1987,"White, Not Hispanic",Current Dollars,73120000,Third,34200
1987,"White, Not Hispanic",Current Dollars,73120000,Fourth,50625
1987,"White, Not Hispanic",Current Dollars,73120000,Top 5%,83900
1986,"White, Not Hispanic",Current Dollars,72067000,Lowest,11736
1986,"White, Not Hispanic",Current Dollars,72067000,Second,21372
1986,"White, Not Hispanic",Current Dollars,72067000,Third,32306
1986,"White, Not Hispanic",Current Dollars,72067000,Fourth,48162
1986,"White, Not Hispanic",Current Dollars,72067000,Top 5%,80246
1985,"White, Not Hispanic",Current Dollars,71540000,Lowest,11140
1985,"White, Not Hispanic",Current Dollars,71540000,Second,20279
1985,"White, Not Hispanic",Current Dollars,71540000,Third,30680
1985,"White, Not Hispanic",Current Dollars,71540000,Fourth,45623
1985,"White, Not Hispanic",Current Dollars,71540000,Top 5%,75100
1984,"White, Not Hispanic",Current Dollars,70586000,Lowest,10692
1984,"White, Not Hispanic",Current Dollars,70586000,Second,19344
1984,"White, Not Hispanic",Current Dollars,70586000,Third,29070
1984,"White, Not Hispanic",Current Dollars,70586000,Fourth,43200
1984,"White, Not Hispanic",Current Dollars,70586000,Top 5%,71226
1983,"White, Not Hispanic",Current Dollars,69648000,Lowest,10080
1983,"White, Not Hispanic",Current Dollars,69648000,Second,18121
1983,"White, Not Hispanic",Current Dollars,69648000,Third,27146
1983,"White, Not Hispanic",Current Dollars,69648000,Fourth,40246
1983,"White, Not Hispanic",Current Dollars,69648000,Top 5%,66516
1982,"White, Not Hispanic",Current Dollars,69214000,Lowest,9520
1982,"White, Not Hispanic",Current Dollars,69214000,Second,17243
1982,"White, Not Hispanic",Current Dollars,69214000,Third,25816
1982,"White, Not Hispanic",Current Dollars,69214000,Fourth,38120
1982,"White, Not Hispanic",Current Dollars,69214000,Top 5%,62200
1981,"White, Not Hispanic",Current Dollars,68996000,Lowest,9023
1981,"White, Not Hispanic",Current Dollars,68996000,Second,16200
1981,"White, Not Hispanic",Current Dollars,68996000,Third,24580
1981,"White, Not Hispanic",Current Dollars,68996000,Fourth,35684
1981,"White, Not Hispanic",Current Dollars,68996000,Top 5%,57170
1980,"White, Not Hispanic",Current Dollars,68106000,Lowest,8383
1980,"White, Not Hispanic",Current Dollars,68106000,Second,15161
1980,"White, Not Hispanic",Current Dollars,68106000,Third,22744
1980,"White, Not Hispanic",Current Dollars,68106000,Fourth,32750
1980,"White, Not Hispanic",Current Dollars,68106000,Top 5%,52316
1979,"White, Not Hispanic",Current Dollars,67203000,Lowest,7714
1979,"White, Not Hispanic",Current Dollars,67203000,Second,14050
1979,"White, Not Hispanic",Current Dollars,67203000,Third,21000
1979,"White, Not Hispanic",Current Dollars,67203000,Fourth,30043
1979,"White, Not Hispanic",Current Dollars,67203000,Top 5%,48707
1978,"White, Not Hispanic",Current Dollars,64836000,Lowest,7000
1978,"White, Not Hispanic",Current Dollars,64836000,Second,12750
1978,"White, Not Hispanic",Current Dollars,64836000,Third,19050
1978,"White, Not Hispanic",Current Dollars,64836000,Fourth,27200
1978,"White, Not Hispanic",Current Dollars,64836000,Top 5%,43547
1977,"White, Not Hispanic",Current Dollars,63721000,Lowest,6300
1977,"White, Not Hispanic",Current Dollars,63721000,Second,11725
1977,"White, Not Hispanic",Current Dollars,63721000,Third,17306
1977,"White, Not Hispanic",Current Dollars,63721000,Fourth,24967
1977,"White, Not Hispanic",Current Dollars,63721000,Top 5%,39604
1976,"White, Not Hispanic",Current Dollars,62365000,Lowest,5992
1976,"White, Not Hispanic",Current Dollars,62365000,Second,10901
1976,"White, Not Hispanic",Current Dollars,62365000,Third,16106
1976,"White, Not Hispanic",Current Dollars,62365000,Fourth,22960
1976,"White, Not Hispanic",Current Dollars,62365000,Top 5%,36050
1975,"White, Not Hispanic",Current Dollars,61533000,Lowest,5476
1975,"White, Not Hispanic",Current Dollars,61533000,Second,10031
1975,"White, Not Hispanic",Current Dollars,61533000,Third,14966
1975,"White, Not Hispanic",Current Dollars,61533000,Fourth,21187
1975,"White, Not Hispanic",Current Dollars,61533000,Top 5%,33243
1974,"White, Not Hispanic",Current Dollars,60164000,Lowest,5276
1974,"White, Not Hispanic",Current Dollars,60164000,Second,9746
1974,"White, Not Hispanic",Current Dollars,60164000,Third,14016
1974,"White, Not Hispanic",Current Dollars,60164000,Fourth,20000
1974,"White, Not Hispanic",Current Dollars,60164000,Top 5%,31600
1973,"White, Not Hispanic",Current Dollars,59276000,Lowest,4796
1973,"White, Not Hispanic",Current Dollars,59276000,Second,9052
1973,"White, Not Hispanic",Current Dollars,59276000,Third,13141
1973,"White, Not Hispanic",Current Dollars,59276000,Fourth,18720
1973,"White, Not Hispanic",Current Dollars,59276000,Top 5%,30000
1972,"White, Not Hispanic",Current Dollars,58004000,Lowest,4486
1972,"White, Not Hispanic",Current Dollars,58004000,Second,8360
1972,"White, Not Hispanic",Current Dollars,58004000,Third,12098
1972,"White, Not Hispanic",Current Dollars,58004000,Fourth,17150
1972,"White, Not Hispanic",Current Dollars,58004000,Top 5%,27472
2019,"White, Not Hispanic",2019 Dollars,84868000,Lowest,32040
2019,"White, Not Hispanic",2019 Dollars,84868000,Second,59815
2019,"White, Not Hispanic",2019 Dollars,84868000,Third,95172
2019,"White, Not Hispanic",2019 Dollars,84868000,Fourth,153176
2019,"White, Not Hispanic",2019 Dollars,84868000,Top 5%,289498
2018,"White, Not Hispanic",2019 Dollars,84727000,Lowest,30544
2018,"White, Not Hispanic",2019 Dollars,84727000,Second,56707
2018,"White, Not Hispanic",2019 Dollars,84727000,Third,89342
2018,"White, Not Hispanic",2019 Dollars,84727000,Fourth,142577
2018,"White, Not Hispanic",2019 Dollars,84727000,Top 5%,270819
2017,"White, Not Hispanic",2019 Dollars,84681000,Lowest,28858
2017,"White, Not Hispanic",2019 Dollars,84681000,Second,54827
2017,"White, Not Hispanic",2019 Dollars,84681000,Third,88641
2017,"White, Not Hispanic",2019 Dollars,84681000,Fourth,142686
2017,"White, Not Hispanic",2019 Dollars,84681000,Top 5%,261112
2016,"White, Not Hispanic",2019 Dollars,84387000,Lowest,28788
2016,"White, Not Hispanic",2019 Dollars,84387000,Second,53824
2016,"White, Not Hispanic",2019 Dollars,84387000,Third,86355
2016,"White, Not Hispanic",2019 Dollars,84387000,Fourth,138647
2016,"White, Not Hispanic",2019 Dollars,84387000,Top 5%,255688
2015,"White, Not Hispanic",2019 Dollars,84445000,Lowest,27921
2015,"White, Not Hispanic",2019 Dollars,84445000,Second,53138
2015,"White, Not Hispanic",2019 Dollars,84445000,Third,85806
2015,"White, Not Hispanic",2019 Dollars,84445000,Fourth,135059
2015,"White, Not Hispanic",2019 Dollars,84445000,Top 5%,242843
2014,"White, Not Hispanic",2019 Dollars,84228000,Lowest,26473
2014,"White, Not Hispanic",2019 Dollars,84228000,Second,50702
2014,"White, Not Hispanic",2019 Dollars,84228000,Third,81119
2014,"White, Not Hispanic",2019 Dollars,84228000,Fourth,131589
2014,"White, Not Hispanic",2019 Dollars,84228000,Top 5%,238379
2013,"White, Not Hispanic",2019 Dollars,84432000,Lowest,26418
2013,"White, Not Hispanic",2019 Dollars,84432000,Second,51837
2013,"White, Not Hispanic",2019 Dollars,84432000,Third,82108
2013,"White, Not Hispanic",2019 Dollars,84432000,Fourth,130855
2013,"White, Not Hispanic",2019 Dollars,84432000,Top 5%,238587
2012,"White, Not Hispanic",2019 Dollars,83792000,Lowest,26773
2012,"White, Not Hispanic",2019 Dollars,83792000,Second,49890
2012,"White, Not Hispanic",2019 Dollars,83792000,Third,78908
2012,"White, Not Hispanic",2019 Dollars,83792000,Fourth,125391
2012,"White, Not Hispanic",2019 Dollars,83792000,Top 5%,225913
2011,"White, Not Hispanic",2019 Dollars,83573000,Lowest,26813
2011,"White, Not Hispanic",2019 Dollars,83573000,Second,49164
2011,"White, Not Hispanic",2019 Dollars,83573000,Third,78649
2011,"White, Not Hispanic",2019 Dollars,83573000,Fourth,125384
2011,"White, Not Hispanic",2019 Dollars,83573000,Top 5%,227837
2010,"White, Not Hispanic",2019 Dollars,83314000,Lowest,26557
2010,"White, Not Hispanic",2019 Dollars,83314000,Second,49773
2010,"White, Not Hispanic",2019 Dollars,83314000,Third,79925
2010,"White, Not Hispanic",2019 Dollars,83314000,Fourth,125867
2010,"White, Not Hispanic",2019 Dollars,83314000,Top 5%,226932
2009,"White, Not Hispanic",2019 Dollars,83158000,Lowest,27903
2009,"White, Not Hispanic",2019 Dollars,83158000,Second,51045
2009,"White, Not Hispanic",2019 Dollars,83158000,Third,80338
2009,"White, Not Hispanic",2019 Dollars,83158000,Fourth,126770
2009,"White, Not Hispanic",2019 Dollars,83158000,Top 5%,226115
2008,"White, Not Hispanic",2019 Dollars,82884000,Lowest,27814
2008,"White, Not Hispanic",2019 Dollars,82884000,Second,51677
2008,"White, Not Hispanic",2019 Dollars,82884000,Third,82213
2008,"White, Not Hispanic",2019 Dollars,82884000,Fourth,127365
2008,"White, Not Hispanic",2019 Dollars,82884000,Top 5%,228541
2007,"White, Not Hispanic",2019 Dollars,82765000,Lowest,28522
2007,"White, Not Hispanic",2019 Dollars,82765000,Second,53153
2007,"White, Not Hispanic",2019 Dollars,82765000,Third,84114
2007,"White, Not Hispanic",2019 Dollars,82765000,Fourth,131523
2007,"White, Not Hispanic",2019 Dollars,82765000,Top 5%,233858
2006,"White, Not Hispanic",2019 Dollars,82675000,Lowest,29144
2006,"White, Not Hispanic",2019 Dollars,82675000,Second,52753
2006,"White, Not Hispanic",2019 Dollars,82675000,Third,83003
2006,"White, Not Hispanic",2019 Dollars,82675000,Fourth,130560
2006,"White, Not Hispanic",2019 Dollars,82675000,Top 5%,234312
2005,"White, Not Hispanic",2019 Dollars,82003000,Lowest,28314
2005,"White, Not Hispanic",2019 Dollars,82003000,Second,52492
2005,"White, Not Hispanic",2019 Dollars,82003000,Third,82249
2005,"White, Not Hispanic",2019 Dollars,82003000,Fourth,129631
2005,"White, Not Hispanic",2019 Dollars,82003000,Top 5%,232409
2004,"White, Not Hispanic",2019 Dollars,81628000,Lowest,27710
2004,"White, Not Hispanic",2019 Dollars,81628000,Second,51858
