year,race,dollar_type,income_quintile,income_dollars
2009,White Alone,2019 Dollars,Middle,62248
2009,White Alone,2019 Dollars,Fourth,97571
2009,White Alone,2019 Dollars,Highest,208748
2009,White Alone,2019 Dollars,Top 5%,358938
2008,White Alone,2019 Dollars,Lowest,15334
2008,White Alone,2019 Dollars,Second,37404
2008,White Alone,2019 Dollars,Middle,62910
2008,White Alone,2019 Dollars,Fourth,98528
2008,White Alone,2019 Dollars,Highest,209528
2008,White Alone,2019 Dollars,Top 5%,361544
2007,White Alone,2019 Dollars,Lowest,15856
2007,White Alone,2019 Dollars,Second,38774
2007,White Alone,2019 Dollars,Middle,64810
2007,White Alone,2019 Dollars,Fourth,101439
2007,White Alone,2019 Dollars,Highest,213783
2007,White Alone,2019 Dollars,Top 5%,365788
2006,White Alone,2019 Dollars,Lowest,16026
2006,White Alone,2019 Dollars,Second,38983
2006,White Alone,2019 Dollars,Middle,64308
2006,White Alone,2019 Dollars,Fourth,100702
2006,White Alone,2019 Dollars,Highest,219189
2006,White Alone,2019 Dollars,Top 5%,387290
2005,White Alone,2019 Dollars,Lowest,15598
2005,White Alone,2019 Dollars,Second,38335
2005,White Alone,2019 Dollars,Middle,63762
2005,White Alone,2019 Dollars,Fourth,99011
2005,White Alone,2019 Dollars,Highest,216104
2005,White Alone,2019 Dollars,Top 5%,382421
2004,White Alone,2019 Dollars,Lowest,15377
2004,White Alone,2019 Dollars,Second,37754
2004,White Alone,2019 Dollars,Middle,63301
2004,White Alone,2019 Dollars,Fourth,98640
2004,White Alone,2019 Dollars,Highest,211689
2004,White Alone,2019 Dollars,Top 5%,369477
2003,White Alone,2019 Dollars,Lowest,15461
2003,White Alone,2019 Dollars,Second,38127
2003,White Alone,2019 Dollars,Middle,63661
2003,White Alone,2019 Dollars,Fourth,99736
2003,White Alone,2019 Dollars,Highest,212097
2003,White Alone,2019 Dollars,Top 5%,367900
2002,White Alone,2019 Dollars,Lowest,15708
2002,White Alone,2019 Dollars,Second,38492
2002,White Alone,2019 Dollars,Middle,64224
2002,White Alone,2019 Dollars,Fourth,99537
2002,White Alone,2019 Dollars,Highest,210735
2002,White Alone,2019 Dollars,Top 5%,368605
2001,White Alone,2019 Dollars,Lowest,16094
2001,White Alone,2019 Dollars,Second,39061
2001,White Alone,2019 Dollars,Middle,64600
2001,White Alone,2019 Dollars,Fourth,100247
2001,White Alone,2019 Dollars,Highest,217962
2001,White Alone,2019 Dollars,Top 5%,389617
2000,White Alone,2019 Dollars,Lowest,16434
2000,White Alone,2019 Dollars,Second,39834
2000,White Alone,2019 Dollars,Middle,65580
2000,White Alone,2019 Dollars,Fourth,100963
2000,White Alone,2019 Dollars,Highest,218255
2000,White Alone,2019 Dollars,Top 5%,389285
1999,White Alone,2019 Dollars,Lowest,16798
1999,White Alone,2019 Dollars,Second,39688
1999,White Alone,2019 Dollars,Middle,65472
1999,White Alone,2019 Dollars,Fourth,100688
1999,White Alone,2019 Dollars,Highest,213932
1999,White Alone,2019 Dollars,Top 5%,374845
1998,White Alone,2019 Dollars,Lowest,16132
1998,White Alone,2019 Dollars,Second,39176
1998,White Alone,2019 Dollars,Middle,64502
1998,White Alone,2019 Dollars,Fourth,98203
1998,White Alone,2019 Dollars,Highest,208058
1998,White Alone,2019 Dollars,Top 5%,366044
1997,White Alone,2019 Dollars,Lowest,15503
1997,White Alone,2019 Dollars,Second,37542
1997,White Alone,2019 Dollars,Middle,62173
1997,White Alone,2019 Dollars,Fourth,95285
1997,White Alone,2019 Dollars,Highest,202979
1997,White Alone,2019 Dollars,Top 5%,358719
1996,White Alone,2019 Dollars,Lowest,15496
1996,White Alone,2019 Dollars,Second,36751
1996,White Alone,2019 Dollars,Middle,60717
1996,White Alone,2019 Dollars,Fourth,92616
1996,White Alone,2019 Dollars,Highest,193172
1996,White Alone,2019 Dollars,Top 5%,335738
1995,White Alone,2019 Dollars,Lowest,15429
1995,White Alone,2019 Dollars,Second,36452
1995,White Alone,2019 Dollars,Middle,59787
1995,White Alone,2019 Dollars,Fourth,90848
1995,White Alone,2019 Dollars,Highest,187934
1995,White Alone,2019 Dollars,Top 5%,323148
1994,White Alone,2019 Dollars,Lowest,14692
1994,White Alone,2019 Dollars,Second,35343
1994,White Alone,2019 Dollars,Middle,58322
1994,White Alone,2019 Dollars,Fourth,89523
1994,White Alone,2019 Dollars,Highest,187468
1994,White Alone,2019 Dollars,Top 5%,325676
1993,White Alone,2019 Dollars,Lowest,14471
1993,White Alone,2019 Dollars,Second,35249
1993,White Alone,2019 Dollars,Middle,57805
1993,White Alone,2019 Dollars,Fourth,88223
1993,White Alone,2019 Dollars,Highest,182371
1993,White Alone,2019 Dollars,Top 5%,313557
1992,White Alone,2019 Dollars,Lowest,14671
1992,White Alone,2019 Dollars,Second,35300
1992,White Alone,2019 Dollars,Middle,57942
1992,White Alone,2019 Dollars,Fourth,87586
1992,White Alone,2019 Dollars,Highest,168055
1992,White Alone,2019 Dollars,Top 5%,266835
1991,White Alone,2019 Dollars,Lowest,14961
1991,White Alone,2019 Dollars,Second,35895
1991,White Alone,2019 Dollars,Middle,58202
1991,White Alone,2019 Dollars,Fourth,87496
1991,White Alone,2019 Dollars,Highest,166202
1991,White Alone,2019 Dollars,Top 5%,259111
1990,White Alone,2019 Dollars,Lowest,15319
1990,White Alone,2019 Dollars,Second,36864
1990,White Alone,2019 Dollars,Middle,59308
1990,White Alone,2019 Dollars,Fourth,88387
1990,White Alone,2019 Dollars,Highest,170266
1990,White Alone,2019 Dollars,Top 5%,271577
1989,White Alone,2019 Dollars,Lowest,15627
1989,White Alone,2019 Dollars,Second,37381
1989,White Alone,2019 Dollars,Middle,60643
1989,White Alone,2019 Dollars,Fourth,90368
1989,White Alone,2019 Dollars,Highest,175683
1989,White Alone,2019 Dollars,Top 5%,284369
1988,White Alone,2019 Dollars,Lowest,15148
1988,White Alone,2019 Dollars,Second,36844
1988,White Alone,2019 Dollars,Middle,59971
1988,White Alone,2019 Dollars,Fourth,88974
1988,White Alone,2019 Dollars,Highest,168562
1988,White Alone,2019 Dollars,Top 5%,266159
1987,White Alone,2019 Dollars,Lowest,14902
1987,White Alone,2019 Dollars,Second,36445
1987,White Alone,2019 Dollars,Middle,59402
1987,White Alone,2019 Dollars,Fourth,88136
1987,White Alone,2019 Dollars,Highest,165897
1987,White Alone,2019 Dollars,Top 5%,261594
1986,White Alone,2019 Dollars,Lowest,14403
1986,White Alone,2019 Dollars,Second,35759
1986,White Alone,2019 Dollars,Middle,58433
1986,White Alone,2019 Dollars,Fourth,86617
1986,White Alone,2019 Dollars,Highest,162527
1986,White Alone,2019 Dollars,Top 5%,254783
1985,White Alone,2019 Dollars,Lowest,14063
1985,White Alone,2019 Dollars,Second,34735
1985,White Alone,2019 Dollars,Middle,56370
1985,White Alone,2019 Dollars,Fourth,83528
1985,White Alone,2019 Dollars,Highest,155074
1985,White Alone,2019 Dollars,Top 5%,239394
1984,White Alone,2019 Dollars,Lowest,14146
1984,White Alone,2019 Dollars,Second,34317
1984,White Alone,2019 Dollars,Middle,55511
1984,White Alone,2019 Dollars,Fourth,82184
1984,White Alone,2019 Dollars,Highest,149883
1984,White Alone,2019 Dollars,Top 5%,226285
1983,White Alone,2019 Dollars,Lowest,13799
1983,White Alone,2019 Dollars,Second,33532
1983,White Alone,2019 Dollars,Middle,54025
1983,White Alone,2019 Dollars,Fourth,79794
1983,White Alone,2019 Dollars,Highest,145398
1983,White Alone,2019 Dollars,Top 5%,219770
1982,White Alone,2019 Dollars,Lowest,13477
1982,White Alone,2019 Dollars,Second,33313
1982,White Alone,2019 Dollars,Middle,53774
1982,White Alone,2019 Dollars,Fourth,78907
1982,White Alone,2019 Dollars,Highest,143560
1982,White Alone,2019 Dollars,Top 5%,216468
1981,White Alone,2019 Dollars,Lowest,13774
1981,White Alone,2019 Dollars,Second,33403
1981,White Alone,2019 Dollars,Middle,54166
1981,White Alone,2019 Dollars,Fourth,79298
1981,White Alone,2019 Dollars,Highest,140675
1981,White Alone,2019 Dollars,Top 5%,209067
1980,White Alone,2019 Dollars,Lowest,14071
1980,White Alone,2019 Dollars,Second,34211
1980,White Alone,2019 Dollars,Middle,55112
1980,White Alone,2019 Dollars,Fourth,79868
1980,White Alone,2019 Dollars,Highest,141287
1980,White Alone,2019 Dollars,Top 5%,211065
1979,White Alone,2019 Dollars,Lowest,14464
1979,White Alone,2019 Dollars,Second,35212
1979,White Alone,2019 Dollars,Middle,56785
1979,White Alone,2019 Dollars,Fourth,81967
1979,White Alone,2019 Dollars,Highest,146331
1979,White Alone,2019 Dollars,Top 5%,223311
1978,White Alone,2019 Dollars,Lowest,14440
1978,White Alone,2019 Dollars,Second,34841
1978,White Alone,2019 Dollars,Middle,56414
1978,White Alone,2019 Dollars,Fourth,81348
1978,White Alone,2019 Dollars,Highest,144513
1978,White Alone,2019 Dollars,Top 5%,220617
1977,White Alone,2019 Dollars,Lowest,13865
1977,White Alone,2019 Dollars,Second,33947
1977,White Alone,2019 Dollars,Middle,54976
1977,White Alone,2019 Dollars,Fourth,79227
1977,White Alone,2019 Dollars,Highest,140311
1977,White Alone,2019 Dollars,Top 5%,215094
1976,White Alone,2019 Dollars,Lowest,13966
1976,White Alone,2019 Dollars,Second,33811
1976,White Alone,2019 Dollars,Middle,54492
1976,White Alone,2019 Dollars,Fourth,77926
1976,White Alone,2019 Dollars,Highest,137224
1976,White Alone,2019 Dollars,Top 5%,209545
1975,White Alone,2019 Dollars,Lowest,13600
1975,White Alone,2019 Dollars,Second,33049
1975,White Alone,2019 Dollars,Middle,53109
1975,White Alone,2019 Dollars,Fourth,76076
1975,White Alone,2019 Dollars,Highest,133699
1975,White Alone,2019 Dollars,Top 5%,203410
1974,White Alone,2019 Dollars,Lowest,14085
1974,White Alone,2019 Dollars,Second,34682
1974,White Alone,2019 Dollars,Middle,54618
1974,White Alone,2019 Dollars,Fourth,77832
1974,White Alone,2019 Dollars,Highest,137134
1974,White Alone,2019 Dollars,Top 5%,208585
1973,White Alone,2019 Dollars,Lowest,14090
1973,White Alone,2019 Dollars,Second,35252
1973,White Alone,2019 Dollars,Middle,56501
1973,White Alone,2019 Dollars,Fourth,80184
1973,White Alone,2019 Dollars,Highest,142616
1973,White Alone,2019 Dollars,Top 5%,219917
1972,White Alone,2019 Dollars,Lowest,13520
1972,White Alone,2019 Dollars,Second,34745
1972,White Alone,2019 Dollars,Middle,55313
1972,White Alone,2019 Dollars,Fourth,78073
1972,White Alone,2019 Dollars,Highest,139634
1972,White Alone,2019 Dollars,Top 5%,216518
1971,White Alone,2019 Dollars,Lowest,12729
1971,White Alone,2019 Dollars,Second,33366
1971,White Alone,2019 Dollars,Middle,52857
1971,White Alone,2019 Dollars,Fourth,74058
1971,White Alone,2019 Dollars,Highest,130652
1971,White Alone,2019 Dollars,Top 5%,200719
1970,White Alone,2019 Dollars,Lowest,12662
1970,White Alone,2019 Dollars,Second,33920
1970,White Alone,2019 Dollars,Middle,53323
1970,White Alone,2019 Dollars,Fourth,74234
1970,White Alone,2019 Dollars,Highest,130820
1970,White Alone,2019 Dollars,Top 5%,201366
1969,White Alone,2019 Dollars,Lowest,12921
1969,White Alone,2019 Dollars,Second,34608
1969,White Alone,2019 Dollars,Middle,53885
1969,White Alone,2019 Dollars,Fourth,74397
1969,White Alone,2019 Dollars,Highest,130223
1969,White Alone,2019 Dollars,Top 5%,201196
1968,White Alone,2019 Dollars,Lowest,12587
1968,White Alone,2019 Dollars,Second,33504
1968,White Alone,2019 Dollars,Middle,51683
1968,White Alone,2019 Dollars,Fourth,71135
1968,White Alone,2019 Dollars,Highest,123070
1968,White Alone,2019 Dollars,Top 5%,188844
1967,White Alone,2019 Dollars,Lowest,11550
1967,White Alone,2019 Dollars,Second,31952
1967,White Alone,2019 Dollars,Middle,49542
1967,White Alone,2019 Dollars,Fourth,68401
1967,White Alone,2019 Dollars,Highest,122312
1967,White Alone,2019 Dollars,Top 5%,193102
2019,"White, Not Hispanic",Current Dollars,Lowest,17814
2019,"White, Not Hispanic",Current Dollars,Second,45661
2019,"White, Not Hispanic",Current Dollars,Middle,76252
2019,"White, Not Hispanic",Current Dollars,Fourth,120584
2019,"White, Not Hispanic",Current Dollars,Highest,272981
2019,"White, Not Hispanic",Current Dollars,Top 5%,485622
2018,"White, Not Hispanic",Current Dollars,Lowest,16422
2018,"White, Not Hispanic",Current Dollars,Second,42462
2018,"White, Not Hispanic",Current Dollars,Middle,70810
2018,"White, Not Hispanic",Current Dollars,Fourth,110584
2018,"White, Not Hispanic",Current Dollars,Highest,251026
2018,"White, Not Hispanic",Current Dollars,Top 5%,446407
2017,"White, Not Hispanic",Current Dollars,Lowest,15565
2017,"White, Not Hispanic",Current Dollars,Second,39832
2017,"White, Not Hispanic",Current Dollars,Middle,68274
2017,"White, Not Hispanic",Current Dollars,Fourth,107854
2017,"White, Not Hispanic",Current Dollars,Highest,235738
2017,"White, Not Hispanic",Current Dollars,Top 5%,407085
2016,"White, Not Hispanic",Current Dollars,Lowest,15171
2016,"White, Not Hispanic",Current Dollars,Second,38711
2016,"White, Not Hispanic",Current Dollars,Middle,65237
2016,"White, Not Hispanic",Current Dollars,Fourth,103263
2016,"White, Not Hispanic",Current Dollars,Highest,226402
2016,"White, Not Hispanic",Current Dollars,Top 5%,392242
2015,"White, Not Hispanic",Current Dollars,Lowest,14812
2015,"White, Not Hispanic",Current Dollars,Second,36984
2015,"White, Not Hispanic",Current Dollars,Middle,63389
2015,"White, Not Hispanic",Current Dollars,Fourth,100090
2015,"White, Not Hispanic",Current Dollars,Highest,212648
2015,"White, Not Hispanic",Current Dollars,Top 5%,364354
2014,"White, Not Hispanic",Current Dollars,Lowest,13627
2014,"White, Not Hispanic",Current Dollars,Second,35143
2014,"White, Not Hispanic",Current Dollars,Middle,60201
2014,"White, Not Hispanic",Current Dollars,Fourth,95812
2014,"White, Not Hispanic",Current Dollars,Highest,207539
2014,"White, Not Hispanic",Current Dollars,Top 5%,354291
2013,"White, Not Hispanic",Current Dollars,Lowest,13614
2013,"White, Not Hispanic",Current Dollars,Second,35236
2013,"White, Not Hispanic",Current Dollars,Middle,60182
2013,"White, Not Hispanic",Current Dollars,Fourth,93762
2013,"White, Not Hispanic",Current Dollars,Highest,203343
2013,"White, Not Hispanic",Current Dollars,Top 5%,345579
2012,"White, Not Hispanic",Current Dollars,Lowest,13725
2012,"White, Not Hispanic",Current Dollars,Second,33745
2012,"White, Not Hispanic",Current Dollars,Middle,57133
2012,"White, Not Hispanic",Current Dollars,Fourth,89358
2012,"White, Not Hispanic",Current Dollars,Highest,195253
2012,"White, Not Hispanic",Current Dollars,Top 5%,342913
2011,"White, Not Hispanic",Current Dollars,Lowest,13412
2011,"White, Not Hispanic",Current Dollars,Second,33121
2011,"White, Not Hispanic",Current Dollars,Middle,55481
2011,"White, Not Hispanic",Current Dollars,Fourth,87237
2011,"White, Not Hispanic",Current Dollars,Highest,191064
2011,"White, Not Hispanic",Current Dollars,Top 5%,334360
2010,"White, Not Hispanic",Current Dollars,Lowest,13038
2010,"White, Not Hispanic",Current Dollars,Second,32313
2010,"White, Not Hispanic",Current Dollars,Middle,54595
2010,"White, Not Hispanic",Current Dollars,Fourth,85711
2010,"White, Not Hispanic",Current Dollars,Highest,181009
2010,"White, Not Hispanic",Current Dollars,Top 5%,307480
2009,"White, Not Hispanic",Current Dollars,Lowest,13540
2009,"White, Not Hispanic",Current Dollars,Second,32882
2009,"White, Not Hispanic",Current Dollars,Middle,54521
2009,"White, Not Hispanic",Current Dollars,Fourth,84916
2009,"White, Not Hispanic",Current Dollars,Highest,180341
2009,"White, Not Hispanic",Current Dollars,Top 5%,310032
2008,"White, Not Hispanic",Current Dollars,Lowest,13554
2008,"White, Not Hispanic",Current Dollars,Second,33045
2008,"White, Not Hispanic",Current Dollars,Middle,55602
2008,"White, Not Hispanic",Current Dollars,Fourth,86118
2008,"White, Not Hispanic",Current Dollars,Highest,182192
2008,"White, Not Hispanic",Current Dollars,Top 5%,314468
2007,"White, Not Hispanic",Current Dollars,Lowest,13379
2007,"White, Not Hispanic",Current Dollars,Second,32898
2007,"White, Not Hispanic",Current Dollars,Middle,54965
2007,"White, Not Hispanic",Current Dollars,Fourth,85627
2007,"White, Not Hispanic",Current Dollars,Highest,179042
2007,"White, Not Hispanic",Current Dollars,Top 5%,306109
2006,"White, Not Hispanic",Current Dollars,Lowest,13129
2006,"White, Not Hispanic",Current Dollars,Second,31991
2006,"White, Not Hispanic",Current Dollars,Middle,52920
2006,"White, Not Hispanic",Current Dollars,Fourth,82359
2006,"White, Not Hispanic",Current Dollars,Highest,178326
2006,"White, Not Hispanic",Current Dollars,Top 5%,315193
2005,"White, Not Hispanic",Current Dollars,Lowest,12371
2005,"White, Not Hispanic",Current Dollars,Second,30562
2005,"White, Not Hispanic",Current Dollars,Middle,50806
2005,"White, Not Hispanic",Current Dollars,Fourth,78507
2005,"White, Not Hispanic",Current Dollars,Highest,170771
2005,"White, Not Hispanic",Current Dollars,Top 5%,303543
2004,"White, Not Hispanic",Current Dollars,Lowest,11798
2004,"White, Not Hispanic",Current Dollars,Second,29069
2004,"White, Not Hispanic",Current Dollars,Middle,48827
2004,"White, Not Hispanic",Current Dollars,Fourth,75513
2004,"White, Not Hispanic",Current Dollars,Highest,161082
2004,"White, Not Hispanic",Current Dollars,Top 5%,281428
2003,"White, Not Hispanic",Current Dollars,Lowest,11556
2003,"White, Not Hispanic",Current Dollars,Second,28618
2003,"White, Not Hispanic",Current Dollars,Middle,47848
2003,"White, Not Hispanic",Current Dollars,Fourth,74353
2003,"White, Not Hispanic",Current Dollars,Highest,157061
2003,"White, Not Hispanic",Current Dollars,Top 5%,272772
2002,"White, Not Hispanic",Current Dollars,Lowest,11422
2002,"White, Not Hispanic",Current Dollars,Second,28133
2002,"White, Not Hispanic",Current Dollars,Middle,46973
2002,"White, Not Hispanic",Current Dollars,Fourth,72268
2002,"White, Not Hispanic",Current Dollars,Highest,151779
2002,"White, Not Hispanic",Current Dollars,Top 5%,264864
2001,"White, Not Hispanic",Current Dollars,Lowest,11463
2001,"White, Not Hispanic",Current Dollars,Second,27941
2001,"White, Not Hispanic",Current Dollars,Middle,46322
2001,"White, Not Hispanic",Current Dollars,Fourth,71480
2001,"White, Not Hispanic",Current Dollars,Highest,155015
2001,"White, Not Hispanic",Current Dollars,Top 5%,277375
2000,"White, Not Hispanic",Current Dollars,Lowest,11370
2000,"White, Not Hispanic",Current Dollars,Second,27705
2000,"White, Not Hispanic",Current Dollars,Middle,45664
2000,"White, Not Hispanic",Current Dollars,Fourth,70010
2000,"White, Not Hispanic",Current Dollars,Highest,150534
2000,"White, Not Hispanic",Current Dollars,Top 5%,268005
1999,"White, Not Hispanic",Current Dollars,Lowest,11328
1999,"White, Not Hispanic",Current Dollars,Second,26848
1999,"White, Not Hispanic",Current Dollars,Middle,44224
1999,"White, Not Hispanic",Current Dollars,Fourth,67522
1999,"White, Not Hispanic",Current Dollars,Highest,143006
1999,"White, Not Hispanic",Current Dollars,Top 5%,250640
1998,"White, Not Hispanic",Current Dollars,Lowest,10808
1998,"White, Not Hispanic",Current Dollars,Second,26094
1998,"White, Not Hispanic",Current Dollars,Middle,42736
1998,"White, Not Hispanic",Current Dollars,Fourth,64519
1998,"White, Not Hispanic",Current Dollars,Highest,135558
1998,"White, Not Hispanic",Current Dollars,Top 5%,237943
1997,"White, Not Hispanic",Current Dollars,Lowest,10245
1997,"White, Not Hispanic",Current Dollars,Second,24655
1997,"White, Not Hispanic",Current Dollars,Middle,40616
1997,"White, Not Hispanic",Current Dollars,Fourth,61707
1997,"White, Not Hispanic",Current Dollars,Highest,130603
1997,"White, Not Hispanic",Current Dollars,Top 5%,230843
1996,"White, Not Hispanic",Current Dollars,Lowest,9965
1996,"White, Not Hispanic",Current Dollars,Second,23633
1996,"White, Not Hispanic",Current Dollars,Middle,38783
1996,"White, Not Hispanic",Current Dollars,Fourth,58589
1996,"White, Not Hispanic",Current Dollars,Highest,121410
1996,"White, Not Hispanic",Current Dollars,Top 5%,210783
1995,"White, Not Hispanic",Current Dollars,Lowest,9770
1995,"White, Not Hispanic",Current Dollars,Second,22960
1995,"White, Not Hispanic",Current Dollars,Middle,37261
1995,"White, Not Hispanic",Current Dollars,Fourth,56057
1995,"White, Not Hispanic",Current Dollars,Highest,115218
1995,"White, Not Hispanic",Current Dollars,Top 5%,197941
1994,"White, Not Hispanic",Current Dollars,Lowest,8971
1994,"White, Not Hispanic",Current Dollars,Second,21454
1994,"White, Not Hispanic",Current Dollars,Middle,35164
1994,"White, Not Hispanic",Current Dollars,Fourth,53616
1994,"White, Not Hispanic",Current Dollars,Highest,111698
1994,"White, Not Hispanic",Current Dollars,Top 5%,194009
1993,"White, Not Hispanic",Current Dollars,Lowest,8615
1993,"White, Not Hispanic",Current Dollars,Second,20951
1993,"White, Not Hispanic",Current Dollars,Middle,34204
1993,"White, Not Hispanic",Current Dollars,Fourth,51797
1993,"White, Not Hispanic",Current Dollars,Highest,106563
1993,"White, Not Hispanic",Current Dollars,Top 5%,183143
1992,"White, Not Hispanic",Current Dollars,Lowest,8518
1992,"White, Not Hispanic",Current Dollars,Second,20439
1992,"White, Not Hispanic",Current Dollars,Middle,33381
1992,"White, Not Hispanic",Current Dollars,Fourth,50087
1992,"White, Not Hispanic",Current Dollars,Highest,95699
1992,"White, Not Hispanic",Current Dollars,Top 5%,151952
1991,"White, Not Hispanic",Current Dollars,Lowest,8434
1991,"White, Not Hispanic",Current Dollars,Second,20171
1991,"White, Not Hispanic",Current Dollars,Middle,32537
1991,"White, Not Hispanic",Current Dollars,Fourth,48657
1991,"White, Not Hispanic",Current Dollars,Highest,92055
1991,"White, Not Hispanic",Current Dollars,Top 5%,143581
1990,"White, Not Hispanic",Current Dollars,Lowest,8344
1990,"White, Not Hispanic",Current Dollars,Second,19989
1990,"White, Not Hispanic",Current Dollars,Middle,31982
1990,"White, Not Hispanic",Current Dollars,Fourth,47472
1990,"White, Not Hispanic",Current Dollars,Highest,91082
1990,"White, Not Hispanic",Current Dollars,Top 5%,145276
1989,"White, Not Hispanic",Current Dollars,Lowest,8105
1989,"White, Not Hispanic",Current Dollars,Second,19266
1989,"White, Not Hispanic",Current Dollars,Middle,31079
1989,"White, Not Hispanic",Current Dollars,Fourth,46096
1989,"White, Not Hispanic",Current Dollars,Highest,89468
1989,"White, Not Hispanic",Current Dollars,Top 5%,144915
1988,"White, Not Hispanic",Current Dollars,Lowest,7557
1988,"White, Not Hispanic",Current Dollars,Second,18252
1988,"White, Not Hispanic",Current Dollars,Middle,29519
1988,"White, Not Hispanic",Current Dollars,Fourth,43547
1988,"White, Not Hispanic",Current Dollars,Highest,82085
1988,"White, Not Hispanic",Current Dollars,Top 5%,129359
1987,"White, Not Hispanic",Current Dollars,Lowest,7159
1987,"White, Not Hispanic",Current Dollars,Second,17419
1987,"White, Not Hispanic",Current Dollars,Middle,28219
1987,"White, Not Hispanic",Current Dollars,Fourth,41593
1987,"White, Not Hispanic",Current Dollars,Highest,77889
1987,"White, Not Hispanic",Current Dollars,Top 5%,122615
1986,"White, Not Hispanic",Current Dollars,Lowest,6664
1986,"White, Not Hispanic",Current Dollars,Second,16496
1986,"White, Not Hispanic",Current Dollars,Middle,26789
1986,"White, Not Hispanic",Current Dollars,Fourth,39489
1986,"White, Not Hispanic",Current Dollars,Highest,73941
1986,"White, Not Hispanic",Current Dollars,Top 5%,116053
1985,"White, Not Hispanic",Current Dollars,Lowest,6379
1985,"White, Not Hispanic",Current Dollars,Second,15739
1985,"White, Not Hispanic",Current Dollars,Middle,25382
1985,"White, Not Hispanic",Current Dollars,Fourth,37429
1985,"White, Not Hispanic",Current Dollars,Highest,69313
1985,"White, Not Hispanic",Current Dollars,Top 5%,107074
1984,"White, Not Hispanic",Current Dollars,Lowest,6215
1984,"White, Not Hispanic",Current Dollars,Second,14988
1984,"White, Not Hispanic",Current Dollars,Middle,24092
1984,"White, Not Hispanic",Current Dollars,Fourth,35543
1984,"White, Not Hispanic",Current Dollars,Highest,64631
1984,"White, Not Hispanic",Current Dollars,Top 5%,97482
1983,"White, Not Hispanic",Current Dollars,Lowest,5811
1983,"White, Not Hispanic",Current Dollars,Second,14049
1983,"White, Not Hispanic",Current Dollars,Middle,22534
1983,"White, Not Hispanic",Current Dollars,Fourth,33141
1983,"White, Not Hispanic",Current Dollars,Highest,60217
1983,"White, Not Hispanic",Current Dollars,Top 5%,91021
1982,"White, Not Hispanic",Current Dollars,Lowest,5408
1982,"White, Not Hispanic",Current Dollars,Second,13347
1982,"White, Not Hispanic",Current Dollars,Middle,21443
1982,"White, Not Hispanic",Current Dollars,Fourth,31347
1982,"White, Not Hispanic",Current Dollars,Highest,56872
1982,"White, Not Hispanic",Current Dollars,Top 5%,85641
1981,"White, Not Hispanic",Current Dollars,Lowest,5172
1981,"White, Not Hispanic",Current Dollars,Second,12545
1981,"White, Not Hispanic",Current Dollars,Middle,20323
1981,"White, Not Hispanic",Current Dollars,Fourth,29653
1981,"White, Not Hispanic",Current Dollars,Highest,52514
1981,"White, Not Hispanic",Current Dollars,Top 5%,78014
1980,"White, Not Hispanic",Current Dollars,Lowest,4845
1980,"White, Not Hispanic",Current Dollars,Second,11778
1980,"White, Not Hispanic",Current Dollars,Middle,18916
1980,"White, Not Hispanic",Current Dollars,Fourth,27287
1980,"White, Not Hispanic",Current Dollars,Highest,48176
1980,"White, Not Hispanic",Current Dollars,Top 5%,71915
1979,"White, Not Hispanic",Current Dollars,Lowest,4452
1979,"White, Not Hispanic",Current Dollars,Second,10858
1979,"White, Not Hispanic",Current Dollars,Middle,17486
1979,"White, Not Hispanic",Current Dollars,Fourth,25160
1979,"White, Not Hispanic",Current Dollars,Highest,44846
1979,"White, Not Hispanic",Current Dollars,Top 5%,68458
1978,"White, Not Hispanic",Current Dollars,Lowest,4055
1978,"White, Not Hispanic",Current Dollars,Second,9805
1978,"White, Not Hispanic",Current Dollars,Middle,15870
1978,"White, Not Hispanic",Current Dollars,Fourth,22808
1978,"White, Not Hispanic",Current Dollars,Highest,40485
1978,"White, Not Hispanic",Current Dollars,Top 5%,61853
1977,"White, Not Hispanic",Current Dollars,Lowest,3637
1977,"White, Not Hispanic",Current Dollars,Second,8953
1977,"White, Not Hispanic",Current Dollars,Middle,14484
1977,"White, Not Hispanic",Current Dollars,Fourth,20814
1977,"White, Not Hispanic",Current Dollars,Highest,36794
1977,"White, Not Hispanic",Current Dollars,Top 5%,56471
1976,"White, Not Hispanic",Current Dollars,Lowest,3466
1976,"White, Not Hispanic",Current Dollars,Second,8407
1976,"White, Not Hispanic",Current Dollars,Middle,13507
1976,"White, Not Hispanic",Current Dollars,Fourth,19245
1976,"White, Not Hispanic",Current Dollars,Highest,33851
1976,"White, Not Hispanic",Current Dollars,Top 5%,51737
1975,"White, Not Hispanic",Current Dollars,Lowest,3184
1975,"White, Not Hispanic",Current Dollars,Second,7762
1975,"White, Not Hispanic",Current Dollars,Middle,12443
1975,"White, Not Hispanic",Current Dollars,Fourth,17767
1975,"White, Not Hispanic",Current Dollars,Highest,31157
1975,"White, Not Hispanic",Current Dollars,Top 5%,47388
1974,"White, Not Hispanic",Current Dollars,Lowest,3031
1974,"White, Not Hispanic",Current Dollars,Second,7516
1974,"White, Not Hispanic",Current Dollars,Middle,11801
1974,"White, Not Hispanic",Current Dollars,Fourth,16789
1974,"White, Not Hispanic",Current Dollars,Highest,29526
1974,"White, Not Hispanic",Current Dollars,Top 5%,44932
1973,"White, Not Hispanic",Current Dollars,Lowest,2752
1973,"White, Not Hispanic",Current Dollars,Second,6936
1973,"White, Not Hispanic",Current Dollars,Middle,11095
