year,race,number,income_median,income_med_moe,income_mean,income_mean_moe,income_bracket,income_distribution
1999,"White Alone, Not Hispanic",79819000,67969,706,90178,879,"$75,000 to $99,999",13.9
1999,"White Alone, Not Hispanic",79819000,67969,706,90178,879,"$100,000 to $149,999",17
1999,"White Alone, Not Hispanic",79819000,67969,706,90178,879,"$150,000 to $199,999",7.3
1999,"White Alone, Not Hispanic",79819000,67969,706,90178,879,"$200,000 and over",7.2
1998,"White Alone, Not Hispanic",78577000,66715,631,87944,884,"Under $15,000",7.6
1998,"White Alone, Not Hispanic",78577000,66715,631,87944,884,"$15,000 to $24,999",8.8
1998,"White Alone, Not Hispanic",78577000,66715,631,87944,884,"$25,000 to $34,999",8.6
1998,"White Alone, Not Hispanic",78577000,66715,631,87944,884,"$35,000 to $49,999",12.5
1998,"White Alone, Not Hispanic",78577000,66715,631,87944,884,"$50,000 to $74,999",17.7
1998,"White Alone, Not Hispanic",78577000,66715,631,87944,884,"$75,000 to $99,999",14.6
1998,"White Alone, Not Hispanic",78577000,66715,631,87944,884,"$100,000 to $149,999",16.8
1998,"White Alone, Not Hispanic",78577000,66715,631,87944,884,"$150,000 to $199,999",7
1998,"White Alone, Not Hispanic",78577000,66715,631,87944,884,"$200,000 and over",6.4
1997,"White Alone, Not Hispanic",77936000,64652,556,85346,NA,"Under $15,000",8.1
1997,"White Alone, Not Hispanic",77936000,64652,556,85346,NA,"$15,000 to $24,999",9.4
1997,"White Alone, Not Hispanic",77936000,64652,556,85346,NA,"$25,000 to $34,999",8.9
1997,"White Alone, Not Hispanic",77936000,64652,556,85346,NA,"$35,000 to $49,999",12.7
1997,"White Alone, Not Hispanic",77936000,64652,556,85346,NA,"$50,000 to $74,999",18.1
1997,"White Alone, Not Hispanic",77936000,64652,556,85346,NA,"$75,000 to $99,999",14.1
1997,"White Alone, Not Hispanic",77936000,64652,556,85346,NA,"$100,000 to $149,999",16.2
1997,"White Alone, Not Hispanic",77936000,64652,556,85346,NA,"$150,000 to $199,999",6.5
1997,"White Alone, Not Hispanic",77936000,64652,556,85346,NA,"$200,000 and over",6
1996,"White Alone, Not Hispanic",77240000,63136,712,82163,NA,"Under $15,000",8.4
1996,"White Alone, Not Hispanic",77240000,63136,712,82163,NA,"$15,000 to $24,999",9.6
1996,"White Alone, Not Hispanic",77240000,63136,712,82163,NA,"$25,000 to $34,999",9.1
1996,"White Alone, Not Hispanic",77240000,63136,712,82163,NA,"$35,000 to $49,999",13.3
1996,"White Alone, Not Hispanic",77240000,63136,712,82163,NA,"$50,000 to $74,999",18.2
1996,"White Alone, Not Hispanic",77240000,63136,712,82163,NA,"$75,000 to $99,999",14.4
1996,"White Alone, Not Hispanic",77240000,63136,712,82163,NA,"$100,000 to $149,999",15.8
1996,"White Alone, Not Hispanic",77240000,63136,712,82163,NA,"$150,000 to $199,999",6.1
1996,"White Alone, Not Hispanic",77240000,63136,712,82163,NA,"$200,000 and over",5.3
1995,"White Alone, Not Hispanic",76932000,62128,533,80636,794,"Under $15,000",8.1
1995,"White Alone, Not Hispanic",76932000,62128,533,80636,794,"$15,000 to $24,999",9.5
1995,"White Alone, Not Hispanic",76932000,62128,533,80636,794,"$25,000 to $34,999",9.6
1995,"White Alone, Not Hispanic",76932000,62128,533,80636,794,"$35,000 to $49,999",12.8
1995,"White Alone, Not Hispanic",76932000,62128,533,80636,794,"$50,000 to $74,999",19.3
1995,"White Alone, Not Hispanic",76932000,62128,533,80636,794,"$75,000 to $99,999",14.2
1995,"White Alone, Not Hispanic",76932000,62128,533,80636,794,"$100,000 to $149,999",15.6
1995,"White Alone, Not Hispanic",76932000,62128,533,80636,794,"$150,000 to $199,999",5.9
1995,"White Alone, Not Hispanic",76932000,62128,533,80636,794,"$200,000 and over",5
1994,"White Alone, Not Hispanic",77004000,60113,524,79032,771,"Under $15,000",8.9
1994,"White Alone, Not Hispanic",77004000,60113,524,79032,771,"$15,000 to $24,999",10
1994,"White Alone, Not Hispanic",77004000,60113,524,79032,771,"$25,000 to $34,999",9.7
1994,"White Alone, Not Hispanic",77004000,60113,524,79032,771,"$35,000 to $49,999",13.2
1994,"White Alone, Not Hispanic",77004000,60113,524,79032,771,"$50,000 to $74,999",19
1994,"White Alone, Not Hispanic",77004000,60113,524,79032,771,"$75,000 to $99,999",13.5
1994,"White Alone, Not Hispanic",77004000,60113,524,79032,771,"$100,000 to $149,999",15.2
1994,"White Alone, Not Hispanic",77004000,60113,524,79032,771,"$150,000 to $199,999",5.7
1994,"White Alone, Not Hispanic",77004000,60113,524,79032,771,"$200,000 and over",4.8
1993,"White Alone, Not Hispanic",75697000,59704,575,77617,762,"Under $15,000",9.4
1993,"White Alone, Not Hispanic",75697000,59704,575,77617,762,"$15,000 to $24,999",9.7
1993,"White Alone, Not Hispanic",75697000,59704,575,77617,762,"$25,000 to $34,999",9.5
1993,"White Alone, Not Hispanic",75697000,59704,575,77617,762,"$35,000 to $49,999",13.5
1993,"White Alone, Not Hispanic",75697000,59704,575,77617,762,"$50,000 to $74,999",19.1
1993,"White Alone, Not Hispanic",75697000,59704,575,77617,762,"$75,000 to $99,999",14.1
1993,"White Alone, Not Hispanic",75697000,59704,575,77617,762,"$100,000 to $149,999",14.8
1993,"White Alone, Not Hispanic",75697000,59704,575,77617,762,"$150,000 to $199,999",5.5
1993,"White Alone, Not Hispanic",75697000,59704,575,77617,762,"$200,000 and over",4.5
1992,"White Alone, Not Hispanic",75107000,59627,607,74557,566,"Under $15,000",9.2
1992,"White Alone, Not Hispanic",75107000,59627,607,74557,566,"$15,000 to $24,999",9.8
1992,"White Alone, Not Hispanic",75107000,59627,607,74557,566,"$25,000 to $34,999",9.7
1992,"White Alone, Not Hispanic",75107000,59627,607,74557,566,"$35,000 to $49,999",13.3
1992,"White Alone, Not Hispanic",75107000,59627,607,74557,566,"$50,000 to $74,999",19.3
1992,"White Alone, Not Hispanic",75107000,59627,607,74557,566,"$75,000 to $99,999",14.5
1992,"White Alone, Not Hispanic",75107000,59627,607,74557,566,"$100,000 to $149,999",14.9
1992,"White Alone, Not Hispanic",75107000,59627,607,74557,566,"$150,000 to $199,999",5.3
1992,"White Alone, Not Hispanic",75107000,59627,607,74557,566,"$200,000 and over",4
1991,"White Alone, Not Hispanic",75625000,59335,480,74109,544,"Under $15,000",9.2
1991,"White Alone, Not Hispanic",75625000,59335,480,74109,544,"$15,000 to $24,999",9.6
1991,"White Alone, Not Hispanic",75625000,59335,480,74109,544,"$25,000 to $34,999",9.4
1991,"White Alone, Not Hispanic",75625000,59335,480,74109,544,"$35,000 to $49,999",13.9
1991,"White Alone, Not Hispanic",75625000,59335,480,74109,544,"$50,000 to $74,999",19.6
1991,"White Alone, Not Hispanic",75625000,59335,480,74109,544,"$75,000 to $99,999",14.3
1991,"White Alone, Not Hispanic",75625000,59335,480,74109,544,"$100,000 to $149,999",15
1991,"White Alone, Not Hispanic",75625000,59335,480,74109,544,"$150,000 to $199,999",5.4
1991,"White Alone, Not Hispanic",75625000,59335,480,74109,544,"$200,000 and over",3.7
1990,"White Alone, Not Hispanic",75035000,60775,466,75669,563,"Under $15,000",8.8
1990,"White Alone, Not Hispanic",75035000,60775,466,75669,563,"$15,000 to $24,999",9.2
1990,"White Alone, Not Hispanic",75035000,60775,466,75669,563,"$25,000 to $34,999",9.2
1990,"White Alone, Not Hispanic",75035000,60775,466,75669,563,"$35,000 to $49,999",13.8
1990,"White Alone, Not Hispanic",75035000,60775,466,75669,563,"$50,000 to $74,999",20
1990,"White Alone, Not Hispanic",75035000,60775,466,75669,563,"$75,000 to $99,999",14.5
1990,"White Alone, Not Hispanic",75035000,60775,466,75669,563,"$100,000 to $149,999",15.1
1990,"White Alone, Not Hispanic",75035000,60775,466,75669,563,"$150,000 to $199,999",5.3
1990,"White Alone, Not Hispanic",75035000,60775,466,75669,563,"$200,000 and over",4.1
1989,"White Alone, Not Hispanic",74495000,62005,499,77462,624,"Under $15,000",8.5
1989,"White Alone, Not Hispanic",74495000,62005,499,77462,624,"$15,000 to $24,999",9.4
1989,"White Alone, Not Hispanic",74495000,62005,499,77462,624,"$25,000 to $34,999",9.2
1989,"White Alone, Not Hispanic",74495000,62005,499,77462,624,"$35,000 to $49,999",13.1
1989,"White Alone, Not Hispanic",74495000,62005,499,77462,624,"$50,000 to $74,999",19.6
1989,"White Alone, Not Hispanic",74495000,62005,499,77462,624,"$75,000 to $99,999",14.7
1989,"White Alone, Not Hispanic",74495000,62005,499,77462,624,"$100,000 to $149,999",15.4
1989,"White Alone, Not Hispanic",74495000,62005,499,77462,624,"$150,000 to $199,999",5.6
1989,"White Alone, Not Hispanic",74495000,62005,499,77462,624,"$200,000 and over",4.4
1988,"White Alone, Not Hispanic",74067000,61619,596,75408,583,"Under $15,000",9.1
1988,"White Alone, Not Hispanic",74067000,61619,596,75408,583,"$15,000 to $24,999",8.7
1988,"White Alone, Not Hispanic",74067000,61619,596,75408,583,"$25,000 to $34,999",9.5
1988,"White Alone, Not Hispanic",74067000,61619,596,75408,583,"$35,000 to $49,999",12.9
1988,"White Alone, Not Hispanic",74067000,61619,596,75408,583,"$50,000 to $74,999",20.1
1988,"White Alone, Not Hispanic",74067000,61619,596,75408,583,"$75,000 to $99,999",14.8
1988,"White Alone, Not Hispanic",74067000,61619,596,75408,583,"$100,000 to $149,999",15.6
1988,"White Alone, Not Hispanic",74067000,61619,596,75408,583,"$150,000 to $199,999",5.3
1988,"White Alone, Not Hispanic",74067000,61619,596,75408,583,"$200,000 and over",4
1987,"White Alone, Not Hispanic",73120000,60907,558,74385,568,"Under $15,000",9.2
1987,"White Alone, Not Hispanic",73120000,60907,558,74385,568,"$15,000 to $24,999",9.1
1987,"White Alone, Not Hispanic",73120000,60907,558,74385,568,"$25,000 to $34,999",9.5
1987,"White Alone, Not Hispanic",73120000,60907,558,74385,568,"$35,000 to $49,999",13.3
1987,"White Alone, Not Hispanic",73120000,60907,558,74385,568,"$50,000 to $74,999",19.6
1987,"White Alone, Not Hispanic",73120000,60907,558,74385,568,"$75,000 to $99,999",15.2
1987,"White Alone, Not Hispanic",73120000,60907,558,74385,568,"$100,000 to $149,999",15.2
1987,"White Alone, Not Hispanic",73120000,60907,558,74385,568,"$150,000 to $199,999",5.1
1987,"White Alone, Not Hispanic",73120000,60907,558,74385,568,"$200,000 and over",3.7
1986,"White Alone, Not Hispanic",72067000,59780,507,72969,551,"Under $15,000",9.9
1986,"White Alone, Not Hispanic",72067000,59780,507,72969,551,"$15,000 to $24,999",9.2
1986,"White Alone, Not Hispanic",72067000,59780,507,72969,551,"$25,000 to $34,999",9.4
1986,"White Alone, Not Hispanic",72067000,59780,507,72969,551,"$35,000 to $49,999",13.5
1986,"White Alone, Not Hispanic",72067000,59780,507,72969,551,"$50,000 to $74,999",20
1986,"White Alone, Not Hispanic",72067000,59780,507,72969,551,"$75,000 to $99,999",14.8
1986,"White Alone, Not Hispanic",72067000,59780,507,72969,551,"$100,000 to $149,999",14.9
1986,"White Alone, Not Hispanic",72067000,59780,507,72969,551,"$150,000 to $199,999",4.9
1986,"White Alone, Not Hispanic",72067000,59780,507,72969,551,"$200,000 and over",3.6
1985,"White Alone, Not Hispanic",71540000,57868,486,70092,523,"Under $15,000",10.1
1985,"White Alone, Not Hispanic",71540000,57868,486,70092,523,"$15,000 to $24,999",9.6
1985,"White Alone, Not Hispanic",71540000,57868,486,70092,523,"$25,000 to $34,999",9.7
1985,"White Alone, Not Hispanic",71540000,57868,486,70092,523,"$35,000 to $49,999",14.1
1985,"White Alone, Not Hispanic",71540000,57868,486,70092,523,"$50,000 to $74,999",20.4
1985,"White Alone, Not Hispanic",71540000,57868,486,70092,523,"$75,000 to $99,999",14.5
1985,"White Alone, Not Hispanic",71540000,57868,486,70092,523,"$100,000 to $149,999",14.2
1985,"White Alone, Not Hispanic",71540000,57868,486,70092,523,"$150,000 to $199,999",4.4
1985,"White Alone, Not Hispanic",71540000,57868,486,70092,523,"$200,000 and over",3
1984,"White Alone, Not Hispanic",70586000,56729,518,68376,503,"Under $15,000",10
1984,"White Alone, Not Hispanic",70586000,56729,518,68376,503,"$15,000 to $24,999",9.9
1984,"White Alone, Not Hispanic",70586000,56729,518,68376,503,"$25,000 to $34,999",9.7
1984,"White Alone, Not Hispanic",70586000,56729,518,68376,503,"$35,000 to $49,999",14.7
1984,"White Alone, Not Hispanic",70586000,56729,518,68376,503,"$50,000 to $74,999",20.4
1984,"White Alone, Not Hispanic",70586000,56729,518,68376,503,"$75,000 to $99,999",14.7
1984,"White Alone, Not Hispanic",70586000,56729,518,68376,503,"$100,000 to $149,999",13.7
1984,"White Alone, Not Hispanic",70586000,56729,518,68376,503,"$150,000 to $199,999",4.2
1984,"White Alone, Not Hispanic",70586000,56729,518,68376,503,"$200,000 and over",2.8
1983,"White Alone, Not Hispanic",69648000,54994,455,66463,467,"Under $15,000",10.4
1983,"White Alone, Not Hispanic",69648000,54994,455,66463,467,"$15,000 to $24,999",10
1983,"White Alone, Not Hispanic",69648000,54994,455,66463,467,"$25,000 to $34,999",10.2
1983,"White Alone, Not Hispanic",69648000,54994,455,66463,467,"$35,000 to $49,999",14.9
1983,"White Alone, Not Hispanic",69648000,54994,455,66463,467,"$50,000 to $74,999",21
1983,"White Alone, Not Hispanic",69648000,54994,455,66463,467,"$75,000 to $99,999",14.2
1983,"White Alone, Not Hispanic",69648000,54994,455,66463,467,"$100,000 to $149,999",13
1983,"White Alone, Not Hispanic",69648000,54994,455,66463,467,"$150,000 to $199,999",3.8
1983,"White Alone, Not Hispanic",69648000,54994,455,66463,467,"$200,000 and over",2.6
1982,"White Alone, Not Hispanic",69214000,54806,453,65557,462,"Under $15,000",10.7
1982,"White Alone, Not Hispanic",69214000,54806,453,65557,462,"$15,000 to $24,999",9.9
1982,"White Alone, Not Hispanic",69214000,54806,453,65557,462,"$25,000 to $34,999",10.4
1982,"White Alone, Not Hispanic",69214000,54806,453,65557,462,"$35,000 to $49,999",14.6
1982,"White Alone, Not Hispanic",69214000,54806,453,65557,462,"$50,000 to $74,999",21.4
1982,"White Alone, Not Hispanic",69214000,54806,453,65557,462,"$75,000 to $99,999",14.3
1982,"White Alone, Not Hispanic",69214000,54806,453,65557,462,"$100,000 to $149,999",12.8
1982,"White Alone, Not Hispanic",69214000,54806,453,65557,462,"$150,000 to $199,999",3.7
1982,"White Alone, Not Hispanic",69214000,54806,453,65557,462,"$200,000 and over",2.3
1981,"White Alone, Not Hispanic",68996000,55335,463,65071,445,"Under $15,000",10.5
1981,"White Alone, Not Hispanic",68996000,55335,463,65071,445,"$15,000 to $24,999",10
1981,"White Alone, Not Hispanic",68996000,55335,463,65071,445,"$25,000 to $34,999",10.6
1981,"White Alone, Not Hispanic",68996000,55335,463,65071,445,"$35,000 to $49,999",14.3
1981,"White Alone, Not Hispanic",68996000,55335,463,65071,445,"$50,000 to $74,999",21.2
1981,"White Alone, Not Hispanic",68996000,55335,463,65071,445,"$75,000 to $99,999",15
1981,"White Alone, Not Hispanic",68996000,55335,463,65071,445,"$100,000 to $149,999",12.8
1981,"White Alone, Not Hispanic",68996000,55335,463,65071,445,"$150,000 to $199,999",3.5
1981,"White Alone, Not Hispanic",68996000,55335,463,65071,445,"$200,000 and over",2.1
1980,"White Alone, Not Hispanic",68106000,56327,526,65765,487,"Under $15,000",10.3
1980,"White Alone, Not Hispanic",68106000,56327,526,65765,487,"$15,000 to $24,999",9.9
1980,"White Alone, Not Hispanic",68106000,56327,526,65765,487,"$25,000 to $34,999",9.8
1980,"White Alone, Not Hispanic",68106000,56327,526,65765,487,"$35,000 to $49,999",14.5
1980,"White Alone, Not Hispanic",68106000,56327,526,65765,487,"$50,000 to $74,999",21.9
1980,"White Alone, Not Hispanic",68106000,56327,526,65765,487,"$75,000 to $99,999",14.9
1980,"White Alone, Not Hispanic",68106000,56327,526,65765,487,"$100,000 to $149,999",13
1980,"White Alone, Not Hispanic",68106000,56327,526,65765,487,"$150,000 to $199,999",3.6
1980,"White Alone, Not Hispanic",68106000,56327,526,65765,487,"$200,000 and over",2
1979,"White Alone, Not Hispanic",67203000,57651,526,67724,488,"Under $15,000",10.2
1979,"White Alone, Not Hispanic",67203000,57651,526,67724,488,"$15,000 to $24,999",9.4
1979,"White Alone, Not Hispanic",67203000,57651,526,67724,488,"$25,000 to $34,999",9.8
1979,"White Alone, Not Hispanic",67203000,57651,526,67724,488,"$35,000 to $49,999",14.2
1979,"White Alone, Not Hispanic",67203000,57651,526,67724,488,"$50,000 to $74,999",21
1979,"White Alone, Not Hispanic",67203000,57651,526,67724,488,"$75,000 to $99,999",16.1
1979,"White Alone, Not Hispanic",67203000,57651,526,67724,488,"$100,000 to $149,999",13.2
1979,"White Alone, Not Hispanic",67203000,57651,526,67724,488,"$150,000 to $199,999",3.8
1979,"White Alone, Not Hispanic",67203000,57651,526,67724,488,"$200,000 and over",2.4
1978,"White Alone, Not Hispanic",64836000,57539,498,67092,475,"Under $15,000",10
1978,"White Alone, Not Hispanic",64836000,57539,498,67092,475,"$15,000 to $24,999",9.8
1978,"White Alone, Not Hispanic",64836000,57539,498,67092,475,"$25,000 to $34,999",9.7
1978,"White Alone, Not Hispanic",64836000,57539,498,67092,475,"$35,000 to $49,999",14
1978,"White Alone, Not Hispanic",64836000,57539,498,67092,475,"$50,000 to $74,999",21.5
1978,"White Alone, Not Hispanic",64836000,57539,498,67092,475,"$75,000 to $99,999",15.9
1978,"White Alone, Not Hispanic",64836000,57539,498,67092,475,"$100,000 to $149,999",13.4
1978,"White Alone, Not Hispanic",64836000,57539,498,67092,475,"$150,000 to $199,999",3.5
1978,"White Alone, Not Hispanic",64836000,57539,498,67092,475,"$200,000 and over",2.3
1977,"White Alone, Not Hispanic",63721000,56090,520,65265,507,"Under $15,000",10.4
1977,"White Alone, Not Hispanic",63721000,56090,520,65265,507,"$15,000 to $24,999",10.3
1977,"White Alone, Not Hispanic",63721000,56090,520,65265,507,"$25,000 to $34,999",10
1977,"White Alone, Not Hispanic",63721000,56090,520,65265,507,"$35,000 to $49,999",13.9
1977,"White Alone, Not Hispanic",63721000,56090,520,65265,507,"$50,000 to $74,999",21.9
1977,"White Alone, Not Hispanic",63721000,56090,520,65265,507,"$75,000 to $99,999",15.7
1977,"White Alone, Not Hispanic",63721000,56090,520,65265,507,"$100,000 to $149,999",12.6
1977,"White Alone, Not Hispanic",63721000,56090,520,65265,507,"$150,000 to $199,999",3.2
1977,"White Alone, Not Hispanic",63721000,56090,520,65265,507,"$200,000 and over",2.1
1976,"White Alone, Not Hispanic",62365000,55553,532,64300,472,"Under $15,000",10.4
1976,"White Alone, Not Hispanic",62365000,55553,532,64300,472,"$15,000 to $24,999",10.3
1976,"White Alone, Not Hispanic",62365000,55553,532,64300,472,"$25,000 to $34,999",9.9
1976,"White Alone, Not Hispanic",62365000,55553,532,64300,472,"$35,000 to $49,999",14.6
1976,"White Alone, Not Hispanic",62365000,55553,532,64300,472,"$50,000 to $74,999",22.4
1976,"White Alone, Not Hispanic",62365000,55553,532,64300,472,"$75,000 to $99,999",15.4
1976,"White Alone, Not Hispanic",62365000,55553,532,64300,472,"$100,000 to $149,999",12.2
1976,"White Alone, Not Hispanic",62365000,55553,532,64300,472,"$150,000 to $199,999",2.8
1976,"White Alone, Not Hispanic",62365000,55553,532,64300,472,"$200,000 and over",1.9
1975,"White Alone, Not Hispanic",61533000,53867,470,62662,499,"Under $15,000",10.8
1975,"White Alone, Not Hispanic",61533000,53867,470,62662,499,"$15,000 to $24,999",10.6
