movie_name,release_year,director,age_difference,couple_number,actor_1_name,actor_2_name,character_1_gender,character_2_gender,actor_1_birthdate,actor_2_birthdate,actor_1_age,actor_2_age
Monster Trucks,2017,Chris Wedge,1,1,Jane Levy,Lucas Till,woman,man,1989-12-29,1990-08-10,28,27
Mother's Day,2016,Garry Marshall,1,2,Timothy Olyphant,Jennifer Aniston,man,woman,1968-05-20,1969-02-11,48,47
My Big Fat Greek Wedding,2002,Joel Zwick,1,1,John Corbett,Nia Vardalos,man,woman,1961-05-09,1962-09-24,41,40
On Her Majesty's Secret Service,1969,Peter R. Hunt,1,3,Diana Rigg,George Lazenby,woman,man,1938-07-20,1939-09-05,31,30
Pearl Harbor,2001,Michael Bay,1,2,Ben Affleck,Kate Beckinsale,man,woman,1972-08-15,1973-07-26,29,28
Pride & Prejudice,2005,Joe Wright,1,2,Rosamund Pike,Simon Woods,woman,man,1979-01-27,1980-01-07,26,25
Punch-Drunk Love,2002,Paul Thomas Anderson,1,1,Adam Sandler,Emily Watson,man,woman,1966-09-09,1967-01-14,36,35
Requiem for a Dream,2000,Darren Aronofsky,1,1,Jennifer Connelly,Jared Leto,woman,man,1970-12-12,1971-12-26,30,29
Ride Along,2014,Tim Story,1,1,Kevin Hart,Tika Sumpter,man,woman,1979-07-06,1980-06-20,35,34
Rumble Fish,1983,Francis Ford Coppola,1,1,Matt Dillon,Diane Lane,man,woman,1964-02-18,1965-01-21,19,18
Sense and Sensibility,1995,Ang Lee,1,2,Emma Thompson,Hugh Grant,woman,man,1959-04-15,1960-09-09,36,35
Shopgirl,2005,Anand Tucker,1,2,Claire Danes,Jason Schwartzman,woman,man,1979-04-12,1980-06-26,26,25
Skyscraper,2018,Rawson Marshall Thurber,1,1,Dwayne Johnson,Neve Campbell,man,woman,1972-05-02,1973-10-03,46,45
Slackers,2002,Dewey Nicks,1,1,Devon Sawa,Jaime King,man,woman,1978-09-07,1979-04-23,24,23
Star Trek,2009,J.J. Abrams,1,1,Zachary Quinto,Zoe Saldana,man,woman,1977-06-02,1978-06-19,32,31
Stella Dallas,1937,King Vidor,1,2,Anne Shirley,Tim Holt,woman,man,1918-04-17,1919-02-05,19,18
Stomp the Yard,2007,Sylvain White,1,1,Meagan Good,Columbus Short,woman,man,1981-08-08,1982-09-19,26,25
Tadpole,2002,Gary Winick,1,3,John Ritter,Sigourney Weaver,man,woman,1948-09-17,1949-10-08,54,53
The Aviator,2004,Martin Scorsese,1,3,Kate Beckinsale,Leonardo DiCaprio,woman,man,1973-07-26,1974-11-11,31,30
The Break-Up,2006,Peyton Reed,1,1,Jennifer Aniston,Vince Vaughn,woman,man,1969-02-11,1970-03-28,37,36
The Departed,2006,Martin Scorsese,1,3,Vera Farmiga,Leonardo DiCaprio,woman,man,1973-08-06,1974-11-11,33,32
The Details,2011,Jacob Aaron Estes,1,2,Elizabeth Banks,Tobey Maguire,woman,man,1974-02-10,1975-06-27,37,36
The Family Stone,2007,Thomas Bezucha,1,6,Brian J. White,Tyrone Giordano,man,man,1975-04-21,1976-04-18,32,31
The Last of the Mohicans,1992,Michael Mann,1,1,Daniel Day-Lewis,Madeleine Stowe,man,woman,1957-04-29,1958-08-18,35,34
The Martian,2015,Ridley Scott,1,1,Sebastian Stan,Kate Mara,man,woman,1982-08-13,1983-02-27,33,32
The Painted Veil,2006,John Curran,1,1,Naomi Watts,Edward Norton,woman,man,1968-09-28,1969-08-18,38,37
The Sum of All Fears,2002,Phil Alden Robinson,1,1,Bridget Moynahan,Ben Affleck,woman,man,1971-04-28,1972-08-15,31,30
The Theory of Everything,2014,James Marsh,1,1,Eddie Redmayne,Felicity Jones,man,woman,1982-01-26,1983-10-17,32,31
The Thomas Crown Affair,1999,John McTiernan,1,2,Pierce Brosnan,Rene Russo,man,woman,1953-05-16,1954-02-17,46,45
This Means War,2012,McG,1,2,Reese Witherspoon,Tom Hardy,woman,man,1976-03-21,1977-09-15,36,35
Titanic,1997,James Cameron,1,1,Leonardo DiCaprio,Kate Winslet,man,woman,1974-11-11,1975-10-05,23,22
Tommy Boy,1995,Peter Segal,1,3,Chris Farley,Julie Warner,man,woman,1964-02-15,1965-02-09,31,30
Transformers: Dark of the Moon,2011,Michael Bay,1,1,Shia LaBeouf,Rosie Huntington-Whiteley,man,woman,1986-06-11,1987-04-18,25,24
Troy,2004,Wolfgang Petersen,1,2,Diane Kruger,Orlando Bloom,woman,man,1976-07-15,1977-01-13,28,27
Unfaithful,2002,Adrian Lyne,1,2,Diane Lane,Olivier Martinez,woman,man,1965-01-21,1966-01-12,37,36
Unforgettable,2017,Denise Di Novi,1,2,Geoff Stults,Katherine Heigl,man,woman,1977-12-15,1978-11-24,40,39
Wild Mountain Thyme,2020,John Patrick Shanley,1,1,Jamie Dornan,Emily Blunt,man,woman,1982-05-01,1983-02-23,38,37
Wonder,2017,Stephen Chbosky,1,1,Julia Roberts,Owen Wilson,woman,man,1967-10-28,1968-11-18,50,49
X-Men: First Class,2015,Matthew Vaughn,1,2,Nicholas Hoult,Jennifer Lawrence,man,woman,1989-12-07,1990-08-15,26,25
Year One,2009,Harold Ramis,1,2,Michael Cera,Juno Temple,man,woman,1988-06-07,1989-07-20,21,20
Yesterday,2019,Danny Boyle,1,1,Lily James,Himesh Patel,woman,man,1989-04-05,1990-10-13,30,29
10 Things I Hate About You,1999,Gil Junger,0,2,Joseph Gordon-Levitt,Larisa Oleynik,man,woman,1981-02-17,1981-06-07,18,18
A Happening of Monumental Proportions,2017,Judy Greer,0,2,Common,Jennifer Garner,man,woman,1972-03-13,1972-04-17,45,45
A Simple Favor,2018,Paul Feig,0,2,Henry Golding,Blake Lively,man,woman,1987-02-05,1987-08-25,31,31
American Hustle,2013,David O. Russell,0,3,Christian Bale,Amy Adams,man,woman,1974-01-30,1974-08-20,39,39
American Pie,1999,"Paul Weitz, Chris Weitz",0,4,Mena Suvari,Chris Klein,woman,man,1979-02-13,1979-03-14,20,20
Blue Valentine,2010,Derek Cianfrance,0,1,Michelle Williams,Ryan Gosling,woman,man,1980-09-09,1980-11-12,30,30
Catch Me If You Can,2002,Steven Spielberg,0,1,Amy Adams,Leonardo DiCaprio,woman,man,1974-08-20,1974-11-11,28,28
Chicago,2002,Rob Marshall,0,2,Renee Zellweger,Dominic West,woman,man,1969-04-25,1969-10-15,33,33
Daddy's Little Girls,2007,Tyler Perry,0,1,Idris Elba,Gabrielle Union,man,woman,1972-09-06,1972-10-29,35,35
Empire,2002,Franc. Reyes,0,2,Denise Richards,Peter Sarsgaard,woman,man,1971-02-17,1971-03-07,31,31
Good Will Hunting,1997,Gus Van Sant,0,1,Minnie Driver,Matt Damon,woman,man,1970-01-31,1970-10-08,27,27
He's Just Not That Into You,2009,Ken Kwapis,0,5,Ginnifer Goodwin,Justin Long,woman,man,1978-05-22,1978-06-02,31,31
Killing Me Softly,2002,Chen Kaige,0,1,Heather Graham,Joseph Fiennes,woman,man,1970-01-29,1970-05-27,32,32
Magic Mike,2012,Steven Soderbergh,0,2,Channing Tatum,Olivia Munn,man,woman,1980-04-26,1980-07-03,32,32
Me Before You,2016,Thea Sharrock,0,2,Sam Claflin,Emilia Clarke,man,woman,1986-06-27,1986-10-23,30,30
Mona Lisa Smile,2003,Mike Newell,0,5,Ginnifer Goodwin,Ebon Moss-Bachrach,woman,man,1978-05-22,1978-08-17,25,25
Red Riding Hood,2011,Catherine Hardwicke,0,1,Shiloh Fernandez,Amanda Seyfried,man,woman,1985-02-26,1985-12-03,26,26
She's Out of My League,2010,Jim Field Smith,0,1,Alice Eve,Jay Baruchel,woman,man,1982-02-06,1982-04-09,28,28
Slackers,2002,Dewey Nicks,0,2,Jason Segel,Laura Prepon,man,woman,1980-01-18,1980-03-07,22,22
Soul Food,1997,George Tillman Jr.,0,4,Vanessa Williams,Michael Beach,woman,man,1963-03-18,1963-10-30,34,34
Spanglish,2004,James L. Brooks,0,2,Tea Leoni,Adam Sandler,woman,man,1966-02-25,1966-09-09,38,38
Speed,1994,Jan de Bont,0,1,Sandra Bullock,Keanu Reeves,woman,man,1964-07-26,1964-09-02,30,30
Spider-Man: Far From Home,2019,Jon Watts,0,2,Tom Holland,Zendaya,man,woman,1996-06-01,1996-09-01,23,23
The Crush,1993,Alan Shapiro,0,2,Jennifer Rubin,Cary Elwes,woman,man,1962-04-03,1962-10-26,31,31
The Holiday,2006,Nancy Meyers,0,2,Cameron Diaz,Jude Law,woman,man,1972-08-30,1972-12-29,34,34
The Hunger Games: Catching Fire,2013,Francis Lawrence,0,1,Liam Hemsworth,Jennifer Lawrence,man,woman,1990-01-13,1990-08-15,23,23
The Lake House,2006,Alejandro Agresti,0,1,Sandra Bullock,Keanu Reeves,woman,man,1964-07-26,1964-09-02,42,42
Tolkien,2019,Dome Karukoski,0,1,Lily Collins,Nicholas Hoult,woman,man,1989-03-18,1989-12-07,30,30
Transformers,2007,Michael Bay,0,1,Megan Fox,Shia LaBeouf,woman,man,1986-05-16,1986-06-11,21,21
X-Men: First Class,2015,Matthew Vaughn,0,3,James McAvoy,Rose Byrne,man,woman,1979-04-21,1979-07-24,36,36
