city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude 
Miamisburg,United States,"The Cemetery is very old and has grave stones going back to the late 1800s/early 1900's and is very haunted But one of many is there is a family grave site where many people have said to have witnessed a young girl sitting over a grave crying(believed to be her mother) . Many people have tried to give their assistance to the girl but she only looks at them and disappears . Another site is of a 19 year old girls grave from the late 1800s , she is said to have been a preachers daughter but betrayed him in not believing the religion he taught, so her family disowned her and she killed herself . The bible on top of her grave is said to be broken in half sometimes and sometimes appears perfectly normal.",Hill Grove Cemetery,Ohio,OH,-84.274625,39.6392318,-84.2866083,39.6428362
Miamisburg,United States,"The girls bathroom by the 4th grade hall are haunted by a young girl who was murdered by one of the workers that had helped build the school, she was supposed to be a 4th grader now, two girls see her every time they go into the bathroom. If you look into the mirror for 5 seconds without blinking you will see blood running down the mirror, and you will see a girl with blond hair. WARNING: DON'T TRY TO TALK TO HER",Medlar View Elementary,Ohio,OH,-84.2552893,39.6050643,-84.2866083,39.6428362
Middletown,United States,People say that a young girl haunts Jefferson. Jefferson has been known to be built on an old ancient burial ground. Janitors and the gym teachers have reported hearing balls bouncing in the gym and little children laughing and playing about on the gym stage. - June 2005 Update: The school was torn down in the Summer of 2003.,Jefferson Elementary,Ohio,OH,-84.554699,39.392988,-84.39827629999999,39.5150576
Middletown,United States,"Some that have stayed there say every night you can see and hear the old residents still walking through the tunnel and about the mansion, an actress that use to work there supposedly disappeared one night never to be seen again but she left her red dress. Some janitors have reported hearing a woman singing back where the dressing rooms are and when they go back there is a lady wearing a red dress putting on makeup but when she sees them staring she looks frightened and disappears just like in real life.",Sorg Mansion and Opera House,Ohio,OH,-84.4053656,39.5160943,-84.39827629999999,39.5150576
Middletown,United States,At Vail in the 60's or 70's a gay gym teacher killed her self in the girls locker room to get away from the taunting other female gym teachers she broke a mirror and slit her wrists in the 4 locker stall they say that if you go down there during gym or after school hours you can hear locker doors slamming shut and here basketballs bouncing and there have also been sightings of her running on the track on top of the gym.,Stephen Vail middle school,Ohio,OH,-84.3999551,39.51237589999999,-84.39827629999999,39.5150576
Middletown,United States,The story goes that back in the mid 1800s 5 men were hung for a robbery of a bank in another state. If you go there late at night you will see the glimmers of 5 men hanging from a tree that no longer stands. The tree was removed when the cemetery was being put in because people claimed they seen these ghosts and thought removing the tree might stop.,Woodside Cemetery,Ohio,OH,-84.4054477,39.4981283,-84.39827629999999,39.5150576
Milan,United States,"is rumored to be the stomping grounds of many an restless specter. Lights have been reported to float around the grounds and most bizarre of all is a crucifix - shaped tombstone which seems to ""glow"" occasionally at night.",Milan cemetery,Ohio,OH,-82.5972958,41.2935962,-82.6054547,41.29755189999999
Milan,United States,"People have heard strange noises and mysterious music. They have also seen angel like figures. One little boy said, ""Who's that pretty lady?"" When there was no one there.",Thomas Edison Birthplace Museum,Ohio,OH,-82.6045221,41.3000479,-82.6054547,41.29755189999999
Millfield,United States,"Built in 1811, this abandoned inn is haunted by two ghosts. One is the ghost of a slave named Luther who died while the house was part of the Underground Railroad. After he died of an infected wound, his spirit was seen wandering the ground and dragging his damaged leg. The other ghost is the spirit of a bootlegger named Sam who was killed while in a drunken stupor when his illegal still exploded. Witnesses still hear his drunken laughter in the house.",Old Millfield Inn,Ohio,OH,,,-82.0966442,39.4327866
Millfield,United States,"Earlier in this century, the Millfield mine in Southeast Ohio was the scene of a series of explosions. The cemetery opened the week before in Chauncey was filled in one day's time from this. On the disaster's anniversary, if you know where to stand, you can feel the ground shiver underfoot, followed by the muffled sound of hoof beats. Legend has it that the mine ponies are fleeing, terrified, from the boiling hell coming up behind them. Listen closely and you will hear them scream as the explosion and fire catches up with them, then ... silence ...",Old Millfield Mine,Ohio,OH,,,-82.0966442,39.4327866
Milford,United States,"If you go to this bridge, turn off your car and flash your lights three times, and look out a window on the bridge you will see a man hanging in a tree, until you see this your car is not supposed to start up again. Also a Satanic church is near by. If you are caught hanging down there a black truck will chase you away and try to run you off the road.",Historic covered bridge,Ohio,OH,-84.187114,39.1313473,-84.29438209999999,39.1753377
Millville,United States,"Those that live around Millville have seen many apparitions in the cemetery. One of an elderly gentleman walking around the cemetery. Another of a young girl, she is just standing there by a tree looking off into the field. Witnesses have also have seen a ball of light and ran into several cold spots in the cemetery.",Millville Cemetery 127,Ohio,OH,-84.6354861,39.3973086,-84.6543933,39.3892219
Monroe,United States,"People claim when you go to the lake at night, you can see the reflection of light on the water and hear children screaming for help. The origin of this occurrence is unknown.",Lake Monroe,Ohio,OH,-84.37430499999999,39.4219937,-84.3621634,39.44033599999999
