Package,authorsR
FCPS,Michael Thrun
FCPS,Peter Nahrgang
FCPS,Felix Pape
FCPS,Vasyl Pihur
FCPS,Guy Brock
FCPS,Susmita Datta
FCPS,Somnath Datta
FCPS,Luis Winckelmann
FCPS,Alfred Ultsch
FCPS,Quirin Stier
fcr,Andrew Leroux
fcros,Doulaye Dembele
FCSlib,Raul Pinto Camara
FCSlib,Adan Guerrero
FCSlib,Alejandro Linares
FCSlib,Jose Damian Martinez Reyes
FCSlib,Haydee Hernandez.
fctbases,Niels Olsen
fcuk,Vincent Guyader
FCVAR,Lealand Morin
FCVAR,Morten Nielsen
FCVAR,Michal Popiel
FD,Etienne Laliberte
FD,Pierre Legendre
FD,Bill Shipley
fda,James Ramsay
fda,Giles Hooker
fda,Spencer Graves
fda.usc,Manuel Febrero Bande
fda.usc,Manuel Oviedo De La Fuente
fda.usc,Pedro Galeano
fda.usc,Alicia Nieto
fda.usc,Eduardo Garcia-Portugues
fdaACF,Guillermo Mestre Marcos
fdaACF,Jose Portela Gonzalez
fdaACF,Gregory Rice
fdaACF,Antonio Munoz San Roque
fdaACF,Estrella Alonso Perez
fdacluster,Aymeric Stamm
fdacluster,Laura Sangalli
fdacluster,Piercesare Secchi
fdacluster,Simone Vantini
fdacluster,Valeria Vitelli
fdacluster,Alessandro Zito
fdaconcur,Satarupa Bhattacharjee
fdaconcur,Yaqing Chen
fdaconcur,Changbo Zhu
fdaconcur,Han Chen
fdaconcur,Yidong Zhou
fdaconcur,Alvaro Gajardo
fdaconcur,Hans-Georg Muller
fdadensity,A. Petersen
fdadensity,P. Z. Hadjipantelis
fdadensity,H.g. Mueller
fdaMixed,Bo Markussen
fdaMocca,Natalya Pya Arnqvist
fdANOVA,Tomasz Gorecki
fdANOVA,Lukasz Smaga
fdapace,Yidong Zhou
fdapace,Satarupa Bhattacharjee
fdapace,Cody Carroll
fdapace,Yaqing Chen
fdapace,Xiongtao Dai
fdapace,Jianing Fan
fdapace,Alvaro Gajardo
fdapace,Pantelis Z. Hadjipantelis
fdapace,Kyunghee Han
fdapace,Hao Ji
fdapace,Changbo Zhu
fdapace,Shu-Chin Lin
fdapace,Paromita Dubey
fdapace,Hans-Georg Muller
fdapace,Jane-Ling Wang
fdapaceShiny,Camden Possinger
fdaPDE,Eleonora Arnone
fdaPDE,Aldo Clemente
fdaPDE,Laura M. Sangalli
fdaPDE,Eardi Lila
fdaPDE,Jim Ramsay
fdaPDE,Luca Formaggia
fdaPDE,Giovanni Ardenghi
fdaPDE,Blerta Begu
fdaPDE,Michele Cavazzutti
fdaPDE,Alessandra Colli
fdaPDE,Alberto Colombo
fdaPDE,Luca Colombo
fdaPDE,Carlo De Falco
fdaPDE,Enrico Dall'acqua
fdaPDE,Giulia Ferla
fdaPDE,Lorenzo Ghilotti
fdaPDE,Cristina Galimberti
fdaPDE,Jiyoung Kim
fdaPDE,Martina Massardi
fdaPDE,Giorgio Meretti
fdaPDE,Simone Panzeri
fdaPDE,Giulio Perin
fdaPDE,Clara Pigolotti
fdaPDE,Andrea Poiatti
fdaPDE,Gian Matteo Rinaldi
fdaPDE,Stefano Spaziani
fdaPDE,Andrea Vicini
fdaPDE,David C. Sterratt
fdaPOIFD,Antonio Elias
fdaPOIFD,Raul Jimenez
fdaPOIFD,Anna M. Paganoni
fdaPOIFD,Laura M. Sangalli
fdasrvf,J. Derek Tucker
fdasrvf,Aymeric Stamm
fdatest,Alessia Pini
fdatest,Simone Vantini
FDboost,Sarah Brockhaus
FDboost,David Ruegamer
FDboost,Almond Stoecker
FDboost,Torsten Hothorn
fddm,Kendal B. Foster
fddm,Henrik Singmann
fdicdata,Ugur Dar
fdicdata,Brian Pillmore
fdm2id,Alexandre Blansche
fDMA,Krzysztof Drachal
fdq,Caique De Oliveira De Souza
fdq,Clayton Vieira Fraga Filho
fdq,Gilson Fernandes Da Silva
fdq,Miqueias Fernandes
fdrci,Joshua Millstein
fdrDiscreteNull,Xiongzhi Chen
fdrDiscreteNull,Rebecca W. Doerge
FDRestimation,Megan Murray
FDRestimation,Jeffrey Blume
FDRsampsize,Stan Pounds
fdrtool,Bernd Klaus
fdrtool,Korbinian Strimmer.
fds,Han Lin Shang
fds,Rob J Hyndman
fdth,Jose Claudio Faria
fdth,Enio G. Jelihovschi
fdth,Ivan B. Allaman
FDX,Sebastian Dohler
FDX,Florian Junge
FDX,Etienne Roquain
FEA,Henna D. Bhramdat
FeaLect,Habil Zare
feasts,Mitchell O'hara-Wild
feasts,Rob Hyndman
feasts,Earo Wang
feasts,Di Cook
feasts,Thiyanga Talagala
feasts,Leanne Chhay
feather,Hadley Wickham
feather,Rstudio
feather,Feather Developers
feature,Tarn Duong
feature,Matt Wand
featureCorMatrix,Guido Moeser
featureCorMatrix,Ilja Muhl
featurefinder,Richard Davis
featureflag,Ryszard Szymanski
FeatureHashing,Wush Wu
FeatureHashing,Michael Benesty
FeatureImpCluster,Oliver Pfaffel
features,Ravi Varadhan
features,Mkg Subramaniam
FeatureTerminatoR,Gary Hutson
featurizer,Chhavi Choudhury
fec16,Marium Tapal
fec16,Rana Gahwagy
fec16,Irene Ryan
fec16,Benjamin S. Baumer
fechner,Ali Uenlue
fechner,Thomas Kiefer
fect,Licheng Liu
fect,Ziyi Liu
fect,Ye Wang
fect,Yiqing Xu
FedData,R. Kyle Bocinsky
FedData,Dylan Beaudette
FedData,Scott Chamberlain
FedData,Jeffrey Hollister
FedData,Julia Gustavsen
federalregister,Thomas J. Leeper
fedmatch,Melanie Friedrichs
fedmatch,Chris Webster
fedmatch,Blake Marsh
fedmatch,Jacob Dice
fedmatch,Seung Lee
fedregs,Scott Large
fedstatAPIr,Denis Krylov
fedstatAPIr,Dmitry Kibalnikov
fedz1,Hamid Shafiezadeh
FeedbackTS,Samuel Soubeyrand
FeedbackTS,Cindy E. Morris
FeedbackTS,E. Keith Bigg
feisr,Tobias Ruettenauer
feisr,Volker Ludwig
felp,Atsushi Yasumoto
feltr,Christopher T. Kenny
fence,Jiming Jiang
fence,Jianyang Zhao
fence,J. Sunil Rao
fence,Thuan Nguyen
FENmlm,Laurent Berge
FEprovideR,Kevinzhi He
FEprovideR,Wenbo Wu
FEprovideR,Michael Kleinsasser
FER,Jaehyuk Choi
fergm,Jason W. Morgan
fergm,Benjamin W. Campbell
fergm,Dino P. Christenson
fergm,Janet M. Box-Steffensmeier
fermicatsR,Pablo Saz Parkinson
ferrn,H. Sherry Zhang
ferrn,Dianne Cook
ferrn,Ursula Laa
ferrn,Nicolas Langrene
ferrn,Patricia Menendez
FertBoot,Ting Fung Ralph Ma
FertBoot,Hannah Francis
FertBoot,Matt Ruark
fertilmodel,Michail Tsagris
FertNet,Stulp Gert
FESta,Eldho Varghese
FESta,Sathianandan T V
FESta,Jayasankar J
FESta,Reshma Gills
fetch,David Bosak
fetch,Raphael Huang
fetch,Kevin Kramer
fetchGoogleAnalyticsR,Pablo Sanchez
fetchSalesforceR,Pablo Sanchez
fExtremes,Diethelm Wuertz
fExtremes,Tobias Setz
fExtremes,Yohan Chalabi
fExtremes,Paul J. Northrop
ff,Daniel Adler
FFD,Ian Kopacka
fflr,Kiernan Nicholls
ffmanova,Oyvind Langsrud
ffmanova,Bjorn-Helge Mevik
ffp,Bernardo Reckziegel
ffscrapr,Tan Ho
ffscrapr,Tony Elhabr
ffscrapr,Joe Sydlowski
ffsimulator,Tan Ho
ffstream,Dean Bodenham
FFTrees,Nathaniel Phillips
FFTrees,Hansjoerg Neth
FFTrees,Jan Woike
FFTrees,Wolfgang Gaissmaier
fftw,Olaf Mersmann
fftw,Sebastian Krey
fftw,Uwe Ligges
fftwtools,Karim Rahim
FGalgorithm,Dariush Najarzadeh
fGarch,Diethelm Wuertz
fGarch,Yohan Chalabi
fGarch,Tobias Setz
fGarch,Martin Maechler
fGarch,Chris Boudt
fGarch,Pierre Chausse
fGarch,Michal Miklovac
fGarch,Georgi N. Boshnakov
fgdr,Shinya Uryu
fgeo,Mauro Lepore
fgeo,Gabriel Arellano
fgeo,Richard Condit
fgeo,Stuart Davies
fgeo,Matteo Detto
fgeo,Erika Gonzalez-Akre
fgeo,Pamela Hall
fgeo,Kyle Harms
fgeo,Valentine Herrmann
fgeo,Aaron Hogan
fgeo,Bier Kraichak
fgeo,David Kenfack
fgeo,Lauren Krizel
fgeo,Suzanne Lao
fgeo,Sean Mcmahon
fgeo,Haley Overstreet
fgeo,Sabrina Russo
fgeo,Cara Scalpone
fgeo,Kristina Anderson-Teixeira
fgeo,Graham Zemunik
fgeo,Daniel Zuleta
fgeo.analyze,Mauro Lepore
fgeo.analyze,Gabriel Arellano
fgeo.analyze,Richard Condit
fgeo.analyze,Matteo Detto
fgeo.analyze,Kyle Harms
fgeo.analyze,Suzanne Lao
fgeo.analyze,Kangmin Ngo
fgeo.analyze,Haley Overstreet
fgeo.analyze,Sabrina Russo
fgeo.analyze,Daniel Zuleta
fgeo.plot,Mauro Lepore
fgeo.tool,Mauro Lepore
fgeo.tool,Richard Condit
fgeo.tool,Suzanne Lao
fgeo.tool,Anudeep Singh
fgeo.x,Mauro Lepore
fgeo.x,Jess Zimmerman
fgitR,Han Chen
fgitR,Wanyanhan Jiang
FGLMtrunc,Xi Liu
FGLMtrunc,Chau Tran
FGLMtrunc,Alexander Petersen
fglsnet,Weihua An
fgm,Javier Zapata
fgm,Sang-Yun Oh
fgm,Alexander Petersen
Fgmutils,Clayton Vieira Fraga Filho
Fgmutils,Ana Paula Simiqueli
Fgmutils,Gilson Fernandes Da Silva
Fgmutils,Miqueias Fernandes
Fgmutils,Wagner Amorim Da Silva Altoe
fgui,Thomas Hoffmann
FHDI,Inho Cho
FHDI,Jaekwang Kim
FHDI,Jongho Im
FHDI,Yicheng Yang
fhircrackr,Thomas Peschel
fhircrackr,Julia Palm
fhircrackr,Jens Przybilla
fhircrackr,Frank Meineke
fHMM,Lennart Oelschlager
fHMM,Timo Adam
fHMM,Rouven Michels
FHtest,Ramon Oller
FHtest,Klaus Langohr
FI,David V. Dias
fiberLD,Natalya Pya Arnqvist
fic,Christopher Jackson
fic,Gerda Claeskens
fic,Howard Thom
fICA,Jari Miettinen
fICA,Klaus Nordhausen
fICA,Hannu Oja
fICA,Sara Taskinen
fidelius,Matthew T. Warkentin
fido,Justin Silverman
fido,Kim Roche
fido,Michelle Nixon
FielDHub,Didier Murillo
FielDHub,Salvador Gezan
FielDHub,Ana Heilman
FielDHub,Thomas Walk
FielDHub,Johan Aparicio
FielDHub,Matthew Seefeldt
FielDHub,Jean-Marc Montpetit
FielDHub,Richard Horsley
fields,Douglas Nychka
fields,Reinhard Furrer
fields,John Paige
fields,Stephan Sain
fields,Florian Gerber
fields,Matthew Iverson
FieldSimR,Christian Werner
FieldSimR,Daniel Tolhurst
FieldSimR,Chris Gaynor
FieldSimR,Giovanny Covarrubias-Pazaran
FieldSimR,Lorena Batista
fiery,Thomas Lin Pedersen
FIESTA,Tracey Frescino
FIESTA,Gretchen Moisen
FIESTA,Paul Patterson
FIESTA,Chris Toney
FIESTA,Grayson White
FIESTAutils,Tracey Frescino
FIESTAutils,Chris Toney
FIESTAutils,Grayson White
fig,Tymoteusz Makowski
figir,Panagiotis Cheilaris
figma,Pedro Faria
figpatch,Brady Johnston
figuRes2,Greg Cicconetti
figuRes2,David Wade
file2meco,Chi Liu
filearray,Zhengjia Wang
filebin,Andrew B. Collier
filehash,Roger D. Peng
filehashSQLite,Roger D. Peng
filelock,Gabor Csardi
filematrix,Andrey A Shabalin
filenamer,David J. H. Shih
files,Ronald E. Robertson
filesstrings,Rory Nolan
filesstrings,Sergi Padilla-Parra
FILEST,Kridsadakorn Chaichoompu
FILEST,Kristel Van Steen
FILEST,Fentaw Abegaz
filling,Kisung You
fillr,Jelger Van Zaane
filteRjsats,Taylor Spaulding
filteRjsats,Arnold Ammann
filteRjsats,Travis Hinkelman
filterNHP,Lauren C. Cassidy
filterNHP,Cathalijn H. C. Leenaars
filterNHP,Alan V. Rincon
filterNHP,Dana Pfefferle
fImport,Diethelm Wuertz
fImport,Tobias Setz
fImport,Yohan Chalabi
fImport,Georgi N. Boshnakov
finalfit,Ewen Harrison
finalfit,Tom Drake
finalfit,Riinu Ots
finalsize,Pratik Gupte
finalsize,Edwin Van Leeuwen
finalsize,Adam Kucharski
finalsize,Rosalind Eggo
finalsize,Hugo Gruson
finalsize,Thibaut Jombart
finalsize,Andree Valle-Campos
finalsize,Joshua W. Lambert
FinAna,Xuanhuapeter Yin
FinancialInstrument,Brian G. Peterson
FinancialInstrument,Peter Carl
FinancialInstrument,Garett See
FinancialInstrument,Ross Bennett
FinancialInstrument,Lance Levenson
FinancialInstrument,Ilya Kipnis
FinancialInstrument,Alex Petitt
FinancialMath,Kameron Penn
FinancialMath,Jack Schmidt
FinAsym,Paolo Zagaglia
finbif,William K. Morris
finbipartite,Ze Vinicius
FinCal,Felix Yanhui Fan
finch,Scott Chamberlain
FinCovRegularization,Yachen Yan
FinCovRegularization,Fangzhu Lin
FindAllRoots,Bingpei Wu
FindAllRoots,Jiajun He
FindAllRoots,Sijie Chen
FindAllRoots,Yangyang Liu
findInFiles,Stephane Laurent
findInFiles,Rob Burns
findInGit,Stephane Laurent
findInGit,Rob Burns
FindIt,Naoki Egami
FindIt,Marc Ratkovic
FindIt,Kosuke Imai
findPackage,Amarnath Bose
findpython,Trevor L Davis
findpython,Paul Gilbert
findR,David Zumbach
findSVI,Heli Xu
findviews,Thibault Sellam
FinePop,Reiichiro Nakamichi
FinePop,Hirohisa Kishino
FinePop,Shuichi Kitada
FinePop2,Reiichiro Nakamichi
FinePop2,Shuichi Kitada
FinePop2,Hirohisa Kishino
finetune,Max Kuhn
finetune,Posit Software
fingerprint,Rajarshi Guha
fingerPro,Ivan Lizaga
fingerPro,Borja Latorre
fingerPro,Leticia Gaspar
fingerPro,Ana Navas
fingerPro,Vince Q Vu
fingraph,Ze Vinicius
finiteruinprob,Benjamin Baumgartner
finiteruinprob,Riccardo Gatto
finity,Torsten Heinrich
finity,Julian Winkler
FinNet,Fabio Ashtar Telarico
finnishgrid,Markus Virtanen
finnishgrid,Kai Hippi
finnts,Mike Tokic
finnts,Aadharsh Kannan
finreportr,Seward Lee
FinTS,Spencer Graves
fipio,Justin Singh-Mohudpur
fipio,Mike Johnson
fipio,Urban Flooding Open Knowledge Network Uf-Okn
fipp,Jan Greve
fipp,Bettina Grun
fipp,Gertraud Malsiner-Walli
fipp,Sylvia Fruhwirth-Schnatter
FiRE,Prashant Gupta
FiRE,Aashi Jindal
FiRE,Jayadeva
FiRE,Debarka Sengupta
firebase,John Coene
firebase,David Munoz Tord
firebase,Juha Itkonen
firebehavioR,Justin Ziegler
FiSh,Fabian Guignard
FiSh,Mohamed Laib
fishbc,Evan Amies-Galonski
fishbc,Joe Thorley
fishbc,Nadine Hussein
fishbc,Bronwen Lewis
fishbc,Jesse Patterson
fishbc,Gordon Oliphant
fishbc,Seb Dalgarno
fishbc,Simon Norris
fishbc,Allan Irvine
fishbc,Poisson Consulting
fishdata,Conor Neilson
FisherEM,Charles Bouveyron
FisherEM,Camille Brunet
FisherEM,Nicolas Jouvin.
fisheye,Timothee Giraud
fisheye,Luc Guibard
fishkirkko2015,Jose Gama
fishmethods,Gary A. Nelson
fishMod,Scott D. Foster
FishPhyloMaker,Gabriel Nakamura
FishPhyloMaker,Aline Richter
FishPhyloMaker,Bruno Soares
FishResp,Sergey Morozov
FishResp,Scott Mccairns
FishResp,Juha Merila
FishResp,Federico Calboli
FishResp,Jenni Prokkola
FishResp,Stephen White
FishResp,Daniel Montgomery
FishResp,Laura Almodovar-Acevedo
FishResp,Niclas Kolm
FishResp,Alexander Kotrschal
FishResp,Erik Gill
fishtree,Jonathan Chang
fishtree,Michael E Alfaro
fishtree,Daniel L Rabosky
fishtree,Stephen A Smith
fishualize,Nina M. D. Schiettekatte
fishualize,Simon J. Brandl
fishualize,Jordan M. Casey
FisPro,Serge Guillaume
FisPro,Brigitte Charnomordic
FisPro,Jean-Luc Lablee
FisPro,Hazael Jones
FisPro,Lydie Desperben
FIT,Koji Iwayama
FIT,Yuri Aisaka
fit.models,Kjell Konis
fitbitr,Matt Kaye
fitbitScraper,Cory Nissen
fitbitViz,Lampros Mouselimis
fitConic,Carl Witthoft
fitConic,Jose Gama
fitConic,Nikolai Chernov
fitdistrplus,Marie-Laure Delignette-Muller
fitdistrplus,Christophe Dutang
fitdistrplus,Regis Pouillot
fitdistrplus,Jean-Baptiste Denis
fitdistrplus,Aurelie Siberchicot
FitDynMix,Marco Bee
fitHeavyTail,Daniel P. Palomar
fitHeavyTail,Rui Zhou
fitHeavyTail,Xiwen Wang
fitHeavyTail,Frederic Pascal
fitHeavyTail,Esa Ollila
fitlandr,Jingmeng Cui
fitmix,Emine Guven
fitmix,Hong Qin
fitODBOD,Amalan Mahendran
fitODBOD,Pushpakanthie Wijekoon
fitode,Sang Woo Park
fitode,Ben Bolker
fitplc,Remko Duursma
fitPoly,Roeland E. Voorrips
fitPoly,Gerrit Gort
fitPS,James Curran
fitscape,Raoul Wadhwa
fitscape,Jacob Scott
FITSio,Andrew Harris
fitteR,Markus Boenn
FitUltD,Jose Carlos Del Valle
fitur,Thomas Roh
fitzRoy,James Day
fitzRoy,Robert Nguyen
fitzRoy,Matthew Erbs
fitzRoy,Oscar Lane
fitzRoy,Jason Zivkovic
fitzRoy,Jacob Holden
fivethirtyeight,Albert Y. Kim
fivethirtyeight,Chester Ismay
fivethirtyeight,Jennifer Chunn
fivethirtyeight,Meredith Manley
fivethirtyeight,Maggie Shea
fivethirtyeight,Starry Yujia Zhou
fivethirtyeight,Andrew Flowers
fivethirtyeight,Jonathan Bouchet
fivethirtyeight,G. Elliott Morris
fivethirtyeight,Adam Spannbauer
fivethirtyeight,Pradeep Adhokshaja
fivethirtyeight,Olivia Barrows
fivethirtyeight,Jojo Miller
fivethirtyeight,Jayla Nakayama
fivethirtyeight,Ben Baumer
fivethirtyeight,Rana Gahwagy
fivethirtyeight,Natalia Iannucci
fivethirtyeight,Marium Tapal
fivethirtyeight,Irene Ryan
fivethirtyeight,Alina Barylsky
fivethirtyeight,Danica Miguel
fivethirtyeight,Sunni Raleigh
fivethirtyeight,Anna Ballou
fivethirtyeight,Jane Bang
fivethirtyeight,Jordan Moody
fivethirtyeight,Kara Van Allen
fivethirtyeight,Jessica Keast
fivethirtyeight,Lizette Carpenter
fivethirtyeight,Fatima Keita
fixedincome,Wilson Freitas
FixedPoint,Stuart Baumann
FixedPoint,Margaryta Klymak
fixedpointproperty,Leendert Van Maanen
fixedpointproperty,Joaquina Couto
fixedpointproperty,Hedderik Van Rijn
fixedpointproperty,Mael Lebreton
fixedTimeEvents,Kristian Hovde Liland
fixedTimeEvents,Lars Snipen
fixerapi,Evan Odell
fixest,Laurent Berge
fixest,Sebastian Krantz
fixest,Grant Mcdermott
fixr,Ambu Vijayan
fixr,J. Sreekumar
FixSeqMTP,Yalin Zhu
FixSeqMTP,Wenge Guo
fixtuRes,Jakub Nowicki
fizzbuzzR,Ansgar Wenzel
FKF,David Luethi
FKF,Philipp Erb
FKF,Simon Otziger
FKF,Daniel Mcdonald
FKF,Paul Smith
FKF.SP,Thomas Aspinall
FKF.SP,Adrian Gepp
FKF.SP,Geoff Harris
FKF.SP,Simone Kelly
FKF.SP,Colette Southam
FKF.SP,Bruce Vanstone
FKF.SP,David Luethi
FKF.SP,Philipp Erb
FKF.SP,Simon Otziger
FKF.SP,Paul Smith
FKSUM,David P. Hofmeyr
flacco,Pascal Kerschke
flacco,Christian Hanster
flacco,Jan Dagefoerde
flagr,Matyas Meszaros
flagr,Matteo Salvati
flam,Ashley Petersen
FLAME,Vittorio Orlandi
FLAME,Sudeepa Roy
FLAME,Cynthia Rudin
FLAME,Alexander Volfovsky
flametree,Danielle Navarro
flamingos,Faicel Chamroukhi
flamingos,Florian Lecocq
flamingos,Marius Bartcus
flan,Adrien Mazoyer
flan,Remy Drouilhet
flan,Stephane Despreaux
flan,Bernard Ycart
flare,Xingguo Li
flare,Tuo Zhao
flare,Lie Wang
flare,Xiaoming Yuan
flare,Han Liu
flashCard,Jiena Mclellan
flashCard,Michael Condouris
flashlight,Michael Mayer
flashr,Jeffrey R. Stevens
flatr,Scott D. Graham
flattabler,Jose Samos
flatxml,Joachim Zuckarelli
fledge,Kirill Muller
fledge,Patrick Schratz
fledge,Maelle Salmon
flexclust,Friedrich Leisch
flexclust,Evgenia Dimitriadou
flexclust,Bettina Gruen
flexCWM,Mazza A.
flexCWM,Punzo A.
flexCWM,Ingrassia S.
flexdashboard,Garrick Aden-Buie
flexdashboard,Carson Sievert
flexdashboard,Richard Iannone
flexdashboard,Jj Allaire
flexdashboard,Barbara Borges
flexdashboard,Posit Software
flexdashboard,Keen Io
flexdashboard,Abdullah Almsaeed
flexdashboard,Jonas Mosbech
flexdashboard,Noel Bossart
flexdashboard,Lea Verou
flexdashboard,Dmitry Baranovskiy
flexdashboard,Bojan Djuricic
flexdashboard,Tomas Sardyha
flexdashboard,Bryan Lewis
flexdashboard,Joshua Kunst
flexdashboard,Ryan Hafen
flexdashboard,Bob Rudis
flexdashboard,Joe Cheng
FlexDir,Sonia Migliorati
FlexDir,Agnese Maria Di Brisco
FlexDir,Matteo Vestrucci
FlexDotPlot,Simon Leonard
FlexGAM,Elmar Spiegel
flexiblas,Inaki Ucar
flexiblas,Martin Koehler
flexmet,Leah Feuerstahler
flexmix,Bettina Gruen
flexmix,Friedrich Leisch
flexmix,Deepayan Sarkar
flexmix,Frederic Mortier
flexmix,Nicolas Picard
flexmixNL,Sanela Omerovic
flexmixNL,Herwig Friedl
flexmsm,Alessia Eletti
flexmsm,Giampiero Marra
flexmsm,Rosalba Radice
FlexParamCurve,Stephen Oswald
flexpolyline,Merlin Unterfinger
FlexReg,Agnese M. Di Brisco
flexrsurv,Isabelle Clerc-Urmes
flexrsurv,Michel Grzebyk
flexrsurv,Guy Hedelin
FlexScan,Zhicheng Du
FlexScan,Yuantao Hao
flexsiteboard,Stephan Struckmann
flexsurv,Christopher Jackson
flexsurv,Paul Metcalfe
flexsurv,Jordan Amdahl
flexsurv,Matthew T. Warkentin
flexsurv,Michael Sweeting
flexsurv,Kevin Kunzmann
flexsurvcure,Jordan Amdahl
flextable,David Gohel
flextable,Clementine Jager
flextable,Panagiotis Skintzos
flextable,Quentin Fazilleau
flextable,Maxim Nazarov
flextable,Titouan Robert
flextable,Michael Barrowman
flextable,Atsushi Yasumoto
flextable,Paul Julian
flextable,Sean Browning
flextable,Remi Theriault
flextable,Samuel Jobert
FlickrAPI,Koki Ando
FlickrAPI,Eli Pousson
flifo,Paul Poncet
flightplot,Mingchu Xu
FLightR,Eldar Rakhimberdiev
FLightR,Anatoly Saveliev
FLightR,Julia Karagicheva
FLightR,Simeon Lisovski
flightsbr,Rafael H. M. Pereira
flimo,Sylvain Moinard
flintyR,Alan Aw
flintyR,Jeffrey Spence
flip,Livio Finos
flipbookr,Evangeline Reynolds
flipbookr,Garrick Aden-Buie
flipbookr,Emi Tanaka
flipdownr,Mohamed El Fodil Ihaddaden
flipdownr,Butcher Peter
flipdownWidgets,Yongchao Fang
flipdownWidgets,Peter Butcher
flippant,Johannes Graumann
flippant,Richard Cotton
flipr,Alessia Pini
flipr,Aymeric Stamm
flipr,Simone Vantini
flipr,Juliette Chiapello
flipscores,Livio Finos
flipscores,Jelle Goeman
flipscores,Jesse Hemerik
FLLat,Gen Nowak
FLLat,Trevor Hastie
FLLat,Jonathan R. Pollack
FLLat,Robert Tibshirani
FLLat,Nicholas Johnson
float,Drew Schmidt
float,Wei-Chen Chen
float,Dmitriy Selivanov
flobr,Joe Thorley
flobr,Evan Amies-Galonski
flobr,Poisson Consulting
flock,Ivan Popivanov
flood,Friederike Deiters
flood,Paul Kinsvater
FloodFreqPlot,Ali Ahani
FloodFreqPlot,S. Saeid Mousavi Nadoushani
FLOPART,Toby Dylan Hocking
flora,Gustavo Carvalho
FLORAL,Teng Fei
FLORAL,Tyler Funnell
FLORAL,Nicholas Waters
FLORAL,Sandeep Raj
flow,Antoine Fabri
flowr,Sahil Seth
FlowRegEnvCost,Silvestre Garcia De Jalon
FlowRegEnvCost,Javier Martinez-Lopez
FlowRegEnvCost,Marta Gonzalez Del Tanago
FlowRegEnvCost,Carlos Alonso
FlowRegEnvCost,Diego Garcia De Jalon
FlowScreen,Jennifer Dierauer
FlowScreen,Paul Whitfield
flowTraceR,Oliver Kardell
flps,Sooyong Lee
flps,Adam Sales
flps,Hyeon-Ah Kang
flps,Tiffany Whittaker
FLR,Constantinos Mavridis
FLR,Ioannis N. Athanasiadis
flsa,Holger Hoefling
FLSSS,Charlie Wusuo Liu
FluMoDL,Theodore Lytras
FluMoDL,Antonio Gasparrini
FluMoDL,Shuangcai Wang
fluoSurv,Jean-Baptiste Ferdy
fluspect,Alberto Hornero
fluspect,Nastassia Vilfan
fluspect,Christiaan Van Der Tol
fluspect,Onno Muller
fluspect,Uwe Rascher
fluspect,Wouter Verhoef
flux,Gerald Jurasinski
flux,Franziska Koebsch
flux,Anke Guenther
flux,Sascha Beetz
fluxweb,Benoit Gauzens
flying,Brian Masinde
flying,Krzysztof Bartoszek
FlyingR,Brian Masinde
FlyingR,Krzysztof Bartoszek
fma,Rob Hyndman
fma,Justin Carmody
FMAdist,Barry L. Nelson
FMAdist,Xi Jiang
FMAT,Han-Wu-Shuang Bao
fmbasics,Imanuel Costigan
FMC,Shwetank Lall
FMC,Arpan Bhowmik
FMC,Eldho Varghese
FMC,Seema Jaggi
FMC,Cini Varghese
FMCCSD,Tong Wang
FMCCSD,Kejun He
FMCCSD,Wei Ma
FMCCSD,Dipankar Bandyopadhyay
FMCCSD,Samiran Sinha
fmcmc,George Vega Yon
fmcmc,Paul Marjoram
fmcmc,Fabian Scheipl
fmdates,Imanuel Costigan
FME,Karline Soetaert
FME,Thomas Petzoldt
fmeffects,Holger Lowe
fmeffects,Christian Scholbeck
fmeffects,Christian Heumann
fmeffects,Bernd Bischl
fmeffects,Giuseppe Casalicchio
fmerPack,Yan Li
fmerPack,Kun Chen
fmesher,Finn Lindgren
fmesher,Seaton Andy
fmesher,Suen Man Ho
fmesher,Fabian E. Bachl
fmf,Wanwan Zheng
fmf,Mingzhe Jin
fmf,Lampros Mouselimis
FMM,Itziar Fernandez
FMM,Alejandro Rodriguez-Collado
FMM,Yolanda Larriba
FMM,Adrian Lamela
FMM,Christian Canedo
FMM,Cristina Rueda
FMP,Niels G. Waller
fmpcloudr,Anthony Balentine
FMradio,Carel F.w. Peeters
fmri,Karsten Tabelow
fmri,Joerg Polzehl
fmri,Brandon Whitcher
fmri,Dames Sibylle
fmriqa,Martin Wilson
fMRIscrub,Amanda Mejia
fMRIscrub,John Muschelli
fMRIscrub,Damon Pham
fMRIscrub,Daniel Mcdonald
fMRIscrub,Fatma Parlak
fMRItools,Amanda Mejia
fMRItools,Damon Pham
fMRItools,Mark Fiecas
fmsb,Minato Nakazawa
FMsmsnReg,Luis Benites Sanchez
FMsmsnReg,Rocio Paola Maehara
FMsmsnReg,Victor Hugo Lachos
FMStable,Geoff Robinson
fmt,Lianbo Yu
fmtr,David Bosak
fMultivar,Diethelm Wuertz
fMultivar,Tobias Setz
fMultivar,Stefan Theussl
fMultivar,Yohan Chalabi
fMultivar,Martin Maechler
fnets,Matteo Barigozzi
fnets,Haeran Cho
fnets,Dom Owens
FNN,Alina Beygelzimer
FNN,Sham Kakadet
FNN,John Langford Cover Tree Library
FNN,Sunil Arya
FNN,David Mount Ann Library 1.1.2 For The Kd-Tree Approach
FNN,Shengqiao Li
fNonlinear,Diethelm Wuertz
FOCI,Mona Azadkia
FOCI,Sourav Chatterjee
