response_id,main_branch,age,remote_work,ed_level,years_code,years_code_pro,dev_type,org_size,purchase_influence,buildvs_buy,country,currency,comp_total,so_visit_freq,so_account,so_part_freq,so_comm,ai_select,ai_sent,ai_acc,ai_complex,ai_threat,survey_length,survey_ease,converted_comp_yearly,r_used,r_want_to_use
5805,1,3,2,2,23,13,16,2,1,NA,Germany,EUR European Euro,80000,2,3,1,6,1,NA,NA,NA,NA,2,2,85925,0,0
5806,1,4,3,2,28,28,16,3,2,1,United States of America,USD	United States dollar,110000,1,3,5,6,1,NA,NA,NA,NA,1,3,110000,0,0
5807,3,3,NA,3,6,2,33,NA,NA,NA,Brazil,NA,NA,2,2,NA,6,3,1,5,2,3,2,3,NA,0,0
5808,1,7,3,8,15,NA,16,10,NA,3,Israel,ILS	Israeli new shekel,NA,5,3,5,5,1,NA,NA,NA,NA,1,2,NA,0,0
5809,1,2,1,3,10,3,16,4,2,2,United Arab Emirates,AED United Arab Emirates dirham,223200,3,3,5,1,3,5,4,2,2,1,2,60769,0,0
5810,1,2,1,3,11,6,3,8,3,1,Netherlands,EUR European Euro,70000,2,3,4,3,3,1,4,1,2,2,3,75184,0,0
5811,1,2,3,3,8,6,12,2,3,1,Ukraine,UAH	Ukrainian hryvnia,NA,1,3,4,6,1,NA,NA,NA,NA,1,2,NA,0,0
5812,1,2,1,5,20,8,6,4,2,1,Germany,EUR European Euro,79000,2,3,4,6,1,NA,NA,NA,NA,1,3,84851,0,0
5813,3,4,1,3,25,20,32,6,1,1,France,EUR European Euro,NA,1,3,5,2,3,1,3,1,3,1,3,NA,0,0
5814,1,1,NA,2,6,0,18,NA,NA,NA,Egypt,NA,NA,3,3,5,1,3,6,4,4,2,2,2,NA,0,0
5815,1,2,3,2,10,5,12,3,3,1,United States of America,USD	United States dollar,165000,3,1,NA,6,3,2,3,1,2,1,2,165000,0,0
5816,1,6,2,2,46,46,26,10,1,3,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,60000,2,3,5,3,3,1,5,2,2,2,3,76433,0,0
5817,4,2,1,6,6,NA,26,NA,NA,NA,Canada,NA,NA,1,3,5,6,3,5,5,2,2,1,3,NA,0,0
5818,1,2,3,7,2,1,12,6,3,1,Italy,EUR European Euro,25000,3,3,4,3,3,2,4,1,2,1,2,26852,0,0
5819,1,2,1,7,9,9,12,6,3,1,United States of America,USD	United States dollar,205000,4,1,NA,2,1,NA,NA,NA,NA,1,2,205000,0,0
5820,3,5,1,5,37,34,21,1,3,1,United States of America,USD	United States dollar,NA,1,3,5,6,1,NA,NA,NA,NA,1,2,NA,1,1
5821,1,2,3,2,9,5,16,2,1,1,United States of America,USD	United States dollar,97000,5,3,5,1,3,2,4,4,2,1,2,97000,0,0
5822,1,1,1,2,11,3,16,4,3,2,United States of America,USD	United States dollar,74000,3,1,NA,2,3,1,3,1,2,1,2,74000,0,0
5823,1,2,1,3,5,4,4,2,2,NA,Germany,EUR European Euro,72000,3,3,1,6,3,1,4,1,1,1,2,77332,0,0
5824,3,2,NA,2,14,10,1,NA,NA,NA,United States of America,NA,NA,3,3,3,5,3,1,4,1,2,1,3,NA,0,0
5825,3,2,1,2,7,4,14,1,2,1,Germany,EUR European Euro,NA,1,3,5,6,3,1,3,3,3,1,3,NA,0,0
5826,1,2,3,2,17,7,16,1,2,3,Poland,PLN	Polish zloty,NA,1,3,5,3,1,NA,NA,NA,NA,1,3,NA,0,0
5827,1,1,3,2,6,2,15,1,2,2,Slovakia,EUR European Euro,NA,1,3,4,3,1,NA,NA,NA,NA,1,2,NA,0,0
5828,1,3,3,3,22,15,16,6,1,2,Ukraine,UAH	Ukrainian hryvnia,NA,3,3,5,1,3,1,5,3,2,2,3,NA,0,0
5829,2,4,NA,5,4,NA,26,NA,NA,NA,United States of America,NA,NA,4,3,5,1,3,2,3,3,3,2,3,NA,0,1
5830,1,3,3,2,17,10,4,8,2,3,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,95000,2,3,5,4,3,2,1,4,2,2,3,121018,0,0
5831,4,8,3,4,5,NA,33,NA,NA,NA,Germany,NA,NA,3,3,1,3,3,3,4,4,2,3,2,NA,0,0
5832,1,2,NA,2,17,15,16,NA,NA,NA,United States of America,NA,NA,4,3,5,6,3,5,3,2,1,1,2,NA,0,0
5833,1,5,3,1,45,42,16,3,2,1,United States of America,USD	United States dollar,143000,3,3,3,3,3,1,5,2,2,2,2,143000,0,0
5834,1,2,1,2,10,7,16,3,3,2,Germany,EUR European Euro,63000,3,3,1,6,3,5,4,3,2,2,3,67666,0,0
5835,1,1,1,2,5,1,5,6,3,3,Ukraine,UAH	Ukrainian hryvnia,12000,5,1,NA,1,2,2,NA,NA,2,1,2,296,0,0
5836,3,1,NA,6,4,0,33,NA,NA,NA,Germany,NA,NA,2,3,4,6,3,2,3,1,2,2,3,NA,0,0
5837,1,3,3,2,20,13,16,6,3,1,United States of America,USD	United States dollar,110000,3,3,5,6,1,NA,NA,NA,NA,1,2,110000,0,0
5838,1,3,3,2,17,13,10,8,2,1,United States of America,USD	United States dollar,210000,4,3,4,2,2,3,NA,NA,2,1,2,210000,0,0
5839,1,4,1,3,34,24,20,6,2,3,Germany,EUR European Euro,NA,5,3,3,2,1,NA,NA,NA,NA,2,3,NA,0,0
5840,1,2,1,3,11,7,16,4,3,2,United States of America,USD	United States dollar,160000,5,3,1,6,3,1,4,1,2,1,2,160000,0,0
5841,1,2,1,2,3,2,18,4,2,1,Ukraine,USD	United States dollar,1800,2,3,4,1,3,2,4,3,2,NA,NA,1800,0,0
5842,3,1,3,7,4,4,22,3,3,1,United States of America,USD	United States dollar,80000,1,3,5,3,3,1,1,4,2,1,3,80000,1,0
5843,1,1,2,2,10,6,16,6,1,2,Bangladesh,BDT	Bangladeshi taka,1200000,3,3,1,5,3,2,5,2,2,2,2,10197,0,0
5844,1,2,1,1,15,10,16,6,3,1,United States of America,USD	United States dollar,80000,1,3,5,6,2,3,NA,NA,2,1,3,80000,0,0
5845,1,4,1,2,30,19,3,3,3,1,United States of America,USD	United States dollar,115000,3,3,2,5,3,5,5,2,2,1,2,115000,1,1
5846,1,1,2,2,6,2,17,2,2,2,Turkey,USD	United States dollar,14400,3,3,1,5,3,1,4,1,2,2,2,14400,0,0
5847,1,3,1,7,25,20,16,5,3,1,Estonia,EUR European Euro,40000,1,3,5,1,1,NA,NA,NA,NA,1,2,42962,0,0
5848,3,2,3,7,22,20,32,6,1,3,Ukraine,USD	United States dollar,150000,4,3,5,1,3,5,4,1,2,2,3,150000,0,0
5849,1,1,1,2,12,3,13,1,2,3,Ireland,EUR European Euro,55000,2,3,4,3,3,5,4,1,2,1,2,59073,0,0
5850,3,2,3,2,16,10,34,3,2,2,Brazil,BRL	Brazilian real,306740,2,3,1,6,2,1,NA,NA,2,1,2,57203,0,0
5851,1,2,1,2,7,2,12,3,2,1,India,INR	Indian rupee,NA,4,3,5,6,3,3,5,1,2,2,2,NA,1,0
5852,1,3,3,2,20,14,23,6,1,1,Mexico,MXN	Mexican peso,160000,2,3,5,6,3,2,3,1,2,1,3,8625,0,0
5853,1,2,3,3,6,4,16,10,1,2,Portugal,EUR European Euro,80000,1,3,4,2,3,5,5,2,2,2,2,85925,0,0
5854,1,3,1,3,29,18,16,10,1,3,Belgium,EUR European Euro,NA,3,3,1,5,3,5,5,2,3,2,2,NA,0,0
5855,1,2,NA,2,8,6,16,NA,NA,NA,India,NA,NA,2,3,4,6,2,5,NA,NA,2,1,3,NA,0,0
5856,1,2,2,2,8,5,4,7,1,1,India,INR	Indian rupee,2650000,1,3,1,5,2,1,NA,NA,2,1,2,31703,0,0
5857,4,8,NA,6,3,NA,33,NA,NA,NA,United States of America,NA,NA,5,3,5,2,1,NA,NA,NA,NA,1,3,NA,0,0
5858,1,5,1,3,35,31,13,1,3,1,United States of America,USD	United States dollar,NA,5,3,3,1,3,5,3,3,2,1,2,NA,0,0
5859,1,3,1,3,25,16,16,4,1,3,United States of America,USD	United States dollar,150000,5,3,6,5,1,NA,NA,NA,NA,1,3,150000,0,0
5860,1,2,3,2,12,10,12,2,3,1,Bangladesh,BDT	Bangladeshi taka,NA,3,3,1,5,3,1,5,3,2,2,3,NA,0,0
5861,1,2,3,1,7,7,16,6,2,1,Germany,USD	United States dollar,71500,5,3,5,3,3,1,5,2,3,1,2,71500,0,0
5862,1,3,3,2,27,20,12,4,3,2,United States of America,USD	United States dollar,180000,1,3,5,3,3,5,5,2,2,1,2,180000,0,0
5863,1,3,3,2,20,13,16,6,2,3,United States of America,USD	United States dollar,135000,3,1,NA,3,3,3,5,1,2,1,2,135000,0,NA
5864,1,3,3,7,23,21,16,2,1,2,Czech Republic,CZK	Czech koruna,1100000,2,3,4,3,2,2,NA,NA,2,1,3,47778,0,0
5865,1,3,3,3,13,10,29,6,3,1,United States of America,USD	United States dollar,225000,3,3,4,1,3,1,3,3,2,1,2,225000,0,0
5866,1,2,3,3,15,10,13,4,2,2,France,EUR European Euro,100000,5,1,NA,2,1,NA,NA,NA,NA,1,2,107406,0,0
5867,1,1,3,4,2,0,14,9,2,1,Ukraine,UAH	Ukrainian hryvnia,300000,2,3,5,1,1,NA,NA,NA,NA,2,1,7405,0,0
5868,1,2,1,2,10,6,16,6,3,1,Netherlands,EUR European Euro,NA,1,3,5,3,1,NA,NA,NA,NA,1,2,NA,0,0
5869,1,1,3,6,10,4,16,10,1,3,Japan,JPY	Japanese yen,NA,2,1,NA,2,3,1,3,2,2,1,3,NA,0,0
5870,1,3,3,2,NA,NA,NA,NA,NA,NA,Singapore,USD	United States dollar,160000,2,2,NA,2,3,5,5,2,2,1,3,160000,0,0
5871,3,2,1,3,2,3,29,6,3,1,Bulgaria,BGN	Bulgarian lev,NA,2,3,1,6,3,1,5,3,2,1,2,NA,0,0
5872,1,4,3,2,27,26,16,6,1,2,United States of America,USD	United States dollar,220000,3,3,2,1,3,1,5,3,2,1,2,220000,0,0
5873,1,3,3,7,15,20,32,5,3,3,Brazil,USD	United States dollar,NA,4,3,5,1,1,NA,NA,NA,NA,1,2,NA,0,0
5874,1,2,NA,1,16,7,13,NA,NA,NA,France,NA,NA,1,3,4,3,3,1,3,1,2,1,3,NA,0,0
5875,4,1,NA,6,4,NA,16,NA,NA,NA,Viet Nam,NA,NA,1,3,4,3,3,5,2,5,2,1,3,NA,0,0
5876,1,4,3,5,25,6,16,5,1,1,United States of America,USD	United States dollar,130000,2,1,NA,2,2,2,NA,NA,2,1,3,130000,0,0
5877,1,2,2,2,9,7,12,6,3,1,Ukraine,UAH	Ukrainian hryvnia,80000,3,2,NA,2,3,1,3,1,2,1,2,1975,0,0
5878,1,3,1,3,17,12,16,10,2,3,Slovakia,EUR European Euro,67800,3,3,5,3,3,2,4,1,2,2,2,72821,0,0
5879,2,2,3,3,0,NA,19,NA,NA,NA,Ukraine,NA,NA,1,3,4,1,3,1,2,5,3,1,2,NA,NA,NA
5880,1,3,3,7,24,16,20,3,3,1,Spain,EUR European Euro,55000,1,1,NA,2,3,1,1,1,2,1,2,59073,0,0
5881,1,4,1,3,25,22,16,5,1,2,France,EUR European Euro,120000,2,2,NA,2,3,5,5,1,2,1,2,128887,0,0
5882,1,1,1,7,4,2,16,5,3,1,Serbia,EUR European Euro,21600,2,1,NA,3,3,4,3,1,2,1,3,23200,0,0
5883,1,4,3,8,30,20,16,1,2,2,Argentina,ARS	Argentine peso,75000000,5,3,5,2,1,NA,NA,NA,NA,1,3,83138,0,0
5884,1,3,3,3,20,15,16,2,3,2,Canada,CAD	Canadian dollar,NA,3,3,5,1,2,1,NA,NA,2,2,3,NA,0,0
5885,2,1,NA,6,3,NA,16,NA,NA,NA,India,NA,NA,3,3,5,5,1,NA,NA,NA,NA,NA,NA,NA,0,0
5886,1,1,NA,6,3,0,16,NA,NA,NA,Argentina,NA,NA,3,3,1,6,3,1,3,3,1,1,2,NA,0,0
5887,1,3,3,3,20,15,3,6,3,1,Switzerland,CHF	Swiss franc,110000,1,3,5,6,3,5,5,2,2,1,3,122559,0,0
5888,1,1,1,2,4,5,15,6,3,3,Russian Federation,RUB	Russian ruble,2100,1,1,NA,2,3,2,5,1,2,2,3,24,0,0
5889,1,2,1,2,9,4,13,4,2,3,United States of America,USD	United States dollar,NA,3,1,NA,3,1,NA,NA,NA,NA,1,2,NA,0,1
5890,1,6,3,8,51,51,21,10,1,3,United States of America,USD	United States dollar,NA,1,3,5,6,1,NA,NA,NA,NA,1,2,NA,0,0
5891,1,3,3,2,30,24,16,3,2,1,United States of America,USD	United States dollar,152000,2,3,5,3,1,NA,NA,NA,NA,1,2,152000,0,0
5892,1,3,3,4,5,5,12,2,3,2,Canada,CAD	Canadian dollar,NA,2,3,1,3,3,2,4,4,2,2,2,NA,0,0
5893,1,3,1,7,35,20,16,6,3,3,Costa Rica,EUR European Euro,NA,4,1,NA,2,3,1,3,1,2,1,2,NA,0,NA
5894,3,2,1,2,5,3,16,10,1,1,Malaysia,MYR	Malaysian ringgit,NA,2,3,5,1,3,2,3,3,2,1,3,NA,0,0
5895,1,2,2,5,11,2,16,7,3,1,Canada,CAD	Canadian dollar,NA,5,3,5,6,3,1,4,1,2,2,2,NA,0,0
5896,1,2,1,2,6,3,12,3,2,1,Poland,PLN	Polish zloty,117600,3,3,5,2,3,1,3,1,2,1,2,29102,0,0
5897,1,3,1,2,24,7,12,1,2,2,Syrian Arab Republic,USD	United States dollar,NA,2,3,5,6,2,2,NA,NA,1,2,3,NA,0,0
5898,1,4,3,3,25,14,12,3,2,1,United States of America,USD	United States dollar,380000,4,3,5,2,2,3,NA,NA,2,1,3,380000,0,0
5899,1,2,1,2,10,9,12,7,2,2,Poland,PLN	Polish zloty,270000,1,3,4,2,3,3,4,4,2,1,3,66815,0,0
5900,1,2,1,2,14,10,16,4,3,1,Ireland,EUR European Euro,NA,2,1,NA,3,3,1,4,1,2,1,3,NA,0,0
5901,3,2,3,1,10,7,34,4,3,3,United States of America,USD	United States dollar,90000,3,3,2,6,1,NA,NA,NA,NA,1,2,90000,0,0
5902,1,2,3,2,14,6,20,4,3,1,United States of America,USD	United States dollar,150000,2,2,NA,2,3,5,5,2,2,2,2,150000,0,0
5903,1,4,2,2,32,29,4,6,2,1,Belarus,BYN	Belarusian ruble,NA,1,1,NA,4,1,NA,NA,NA,NA,1,2,NA,0,0
5904,1,2,1,2,4,3,16,4,3,1,Ukraine,UAH	Ukrainian hryvnia,2500,5,1,NA,1,3,2,3,1,1,1,3,62,0,0
5905,3,1,NA,6,9,NA,33,NA,NA,NA,Italy,NA,NA,5,3,5,3,3,2,4,4,2,3,3,NA,0,0
5906,1,3,3,3,24,17,12,6,2,1,Costa Rica,CRC	Costa Rican colon,NA,2,1,NA,3,1,NA,NA,NA,NA,2,3,NA,0,0
5907,1,2,1,2,15,12,15,2,2,1,Canada,CAD	Canadian dollar,150000,1,3,5,3,1,NA,NA,NA,NA,1,3,109039,0,0
5908,1,2,1,3,10,3,20,3,2,2,United States of America,USD	United States dollar,160000,2,3,5,3,3,1,1,4,1,2,2,160000,0,0
5909,3,2,1,1,4,4,28,5,1,1,Netherlands,EUR European Euro,68000,1,3,5,3,3,1,3,1,2,1,2,73036,0,NA
5910,1,3,3,2,17,13,12,4,1,1,Spain,EUR European Euro,87000,3,3,3,6,2,2,NA,NA,2,2,2,93443,0,0
5911,1,2,2,2,9,5,16,6,3,1,Pakistan,PKR	Pakistani rupee,5000000,2,3,5,6,3,5,5,2,2,2,3,17945,0,0
5912,1,1,3,6,4,1,16,6,2,1,Ukraine,USD	United States dollar,10200,2,3,4,1,3,2,4,3,2,1,3,10200,0,0
5913,1,5,3,2,48,41,18,10,2,1,United States of America,USD	United States dollar,240000,3,3,5,6,3,2,3,1,2,1,2,240000,0,NA
5914,2,1,2,7,7,NA,33,NA,NA,NA,Canada,NA,NA,2,3,5,3,1,NA,NA,NA,NA,1,2,NA,0,0
5915,1,1,NA,6,8,1,33,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,1,3,4,1,1,NA,NA,NA,NA,1,2,NA,0,0
5916,1,2,1,2,10,3,14,4,2,1,Canada,CAD	Canadian dollar,88000,1,3,5,1,1,NA,NA,NA,NA,1,2,63970,0,0
5917,1,2,1,3,7,6,16,2,3,2,Romania,RON	Romanian leu,252000,1,3,5,1,3,3,3,4,2,1,3,54375,0,0
5918,1,2,1,5,17,12,14,3,2,1,Poland,PLN	Polish zloty,NA,2,3,2,1,1,NA,NA,NA,NA,2,3,NA,0,0
5919,1,3,3,2,26,16,18,8,3,3,United States of America,USD	United States dollar,227000,1,3,5,6,1,NA,NA,NA,NA,1,2,227000,0,0
5920,1,2,3,2,10,6,16,10,1,1,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,65000,5,3,4,6,3,5,5,2,3,1,3,82802,0,0
5921,1,2,1,1,21,13,15,3,1,NA,Sweden,SEK	Swedish krona,772292,1,2,NA,2,3,5,5,3,2,1,2,73664,0,0
5922,1,3,1,7,10,7,12,6,3,2,Kenya,KES	Kenyan shilling,NA,2,3,1,5,3,2,3,2,1,2,3,NA,0,0
5923,1,2,3,3,17,13,12,1,3,1,Ukraine,UAH	Ukrainian hryvnia,3500000,2,3,4,1,3,5,4,1,2,2,3,86394,0,0
5924,1,2,3,2,16,9,12,6,1,1,Canada,CAD	Canadian dollar,NA,3,3,5,5,3,1,1,5,3,3,2,NA,0,0
5925,1,2,1,2,15,9,12,1,3,1,Belgium,EUR European Euro,NA,5,3,1,5,3,5,5,2,2,1,2,NA,0,0
5926,4,8,NA,6,5,NA,17,NA,NA,NA,Germany,NA,NA,2,3,4,3,1,NA,NA,NA,NA,1,3,NA,0,0
5927,3,3,3,5,14,8,29,3,2,1,United States of America,USD	United States dollar,150000,1,3,5,1,1,NA,NA,NA,NA,1,3,150000,0,0
5928,1,3,3,7,25,19,12,6,3,3,United States of America,USD	United States dollar,180000,5,3,5,3,2,2,NA,NA,2,1,2,180000,0,0
5929,1,2,3,7,14,10,16,6,1,2,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,80000,3,3,5,6,2,2,NA,NA,2,1,2,101910,0,0
5930,1,4,1,3,27,23,13,7,2,NA,United States of America,USD	United States dollar,136000,3,3,3,5,3,1,1,4,2,2,3,136000,0,0
5931,1,3,3,1,27,20,13,10,1,1,Turkey,TRY	Turkish lira,1000000,3,3,1,1,3,1,3,1,2,1,3,30914,0,0
5932,1,2,3,7,7,4,16,10,2,1,Philippines,PHP	Philippine peso,NA,NA,NA,NA,NA,3,1,3,1,2,1,2,NA,0,0
5933,3,1,3,7,8,1,33,6,2,1,United States of America,USD	United States dollar,NA,2,3,5,6,3,1,3,1,1,1,2,NA,0,0
5934,1,4,3,2,32,22,12,3,2,1,United States of America,USD	United States dollar,220000,1,3,1,5,3,5,3,2,2,1,2,220000,0,0
5935,1,3,2,5,25,15,18,10,1,1,Germany,EUR European Euro,960000,1,3,5,3,3,5,5,2,2,1,2,1031099,0,0
5936,5,2,2,3,10,NA,23,NA,NA,NA,Bangladesh,NA,NA,3,3,5,5,2,5,NA,NA,2,1,2,NA,0,0
5937,1,2,1,6,5,4,11,6,3,1,Israel,USD	United States dollar,230000,2,3,5,6,3,1,4,3,1,1,3,230000,0,0
5938,1,2,1,2,13,7,15,1,2,1,Ukraine,UAH	Ukrainian hryvnia,NA,2,3,5,2,1,NA,NA,NA,NA,1,3,NA,0,0
5939,1,2,1,2,16,12,16,3,2,3,India,INR	Indian rupee,2500000,2,3,1,6,3,1,5,2,3,1,3,29909,0,0
5940,3,2,1,2,10,7,20,6,1,2,Switzerland,CHF	Swiss franc,101400,2,3,5,3,3,1,3,1,2,1,1,112977,0,NA
5941,1,3,2,3,20,10,16,6,1,1,Italy,EUR European Euro,NA,2,3,5,1,3,5,3,1,1,2,2,NA,0,0
5942,1,4,3,1,40,20,16,5,1,3,France,EUR European Euro,NA,2,3,2,6,3,5,5,1,3,2,2,NA,1,1
5943,3,4,2,5,40,19,21,8,3,1,United States of America,USD	United States dollar,NA,4,1,NA,3,1,NA,NA,NA,NA,2,2,NA,0,1
5944,1,4,3,2,29,25,16,2,1,3,United States of America,USD	United States dollar,112000,3,3,5,3,2,2,NA,NA,2,1,2,112000,0,0
5945,1,3,3,2,11,9,16,4,2,1,Lithuania,EUR European Euro,60000,3,3,5,1,3,1,3,2,2,1,2,64444,0,0
5946,1,3,3,2,16,11,12,6,3,1,Germany,EUR European Euro,80000,3,3,3,6,3,5,4,2,2,1,2,85925,0,0
5947,1,1,3,2,10,3,26,4,3,2,United States of America,USD	United States dollar,100000,2,3,4,1,3,5,5,5,3,1,3,100000,0,0
5948,5,3,2,5,23,NA,28,NA,NA,NA,Czech Republic,NA,NA,2,3,5,3,2,3,NA,NA,2,1,3,NA,0,0
5949,2,1,NA,7,6,NA,33,NA,NA,NA,Ireland,NA,NA,1,3,5,1,2,4,NA,NA,1,1,2,NA,0,0
5950,1,4,3,2,18,17,12,4,2,NA,United States of America,USD	United States dollar,98000,1,3,5,2,3,1,1,4,3,2,2,98000,0,0
5951,1,5,3,2,21,13,16,4,3,2,United States of America,USD	United States dollar,85535,1,3,5,6,1,NA,NA,NA,NA,1,2,85535,0,NA
5952,1,2,1,3,14,10,20,1,3,1,United States of America,USD	United States dollar,160000,5,3,1,5,1,NA,NA,NA,NA,1,2,160000,0,0
5953,1,2,1,7,8,8,15,7,3,1,Poland,PLN	Polish zloty,207600,1,3,5,2,2,1,NA,NA,2,2,2,51374,0,0
5954,1,3,3,2,27,19,18,3,2,2,United States of America,USD	United States dollar,250000,3,3,5,6,3,5,5,1,3,1,2,250000,0,0
5955,1,3,3,2,24,10,16,1,3,1,Germany,EUR European Euro,67500,1,3,5,3,1,NA,NA,NA,NA,1,3,72499,0,0
5956,1,5,3,7,41,39,16,3,3,NA,United States of America,USD	United States dollar,160000,3,3,3,6,2,5,NA,NA,2,1,2,160000,0,0
5957,1,1,1,3,7,2,16,9,2,NA,United States of America,USD	United States dollar,NA,5,1,NA,1,1,NA,NA,NA,NA,2,2,NA,0,0
5958,1,4,1,2,25,21,12,6,2,3,Israel,ILS	Israeli new shekel,500000,3,3,2,5,3,5,5,2,1,1,2,134921,0,0
5959,1,4,3,7,23,20,12,1,2,1,United States of America,USD	United States dollar,350000,3,3,3,5,1,NA,NA,NA,NA,1,2,350000,0,0
5960,1,2,1,2,6,6,15,1,2,NA,Italy,EUR European Euro,NA,3,3,2,6,3,1,4,1,2,1,2,NA,0,0
5961,1,1,NA,2,4,1,29,NA,NA,NA,United Arab Emirates,NA,NA,1,1,NA,1,3,1,4,4,2,1,2,NA,1,0
5962,1,1,NA,7,5,2,33,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,3,3,5,1,1,NA,NA,NA,NA,1,2,NA,0,0
5963,1,2,1,6,7,4,18,10,2,3,Indonesia,IDR	Indonesian rupiah,NA,1,3,5,3,3,2,3,4,1,2,3,NA,0,0
5964,1,3,1,7,4,25,16,1,3,1,Latvia,EUR European Euro,NA,3,2,NA,1,3,5,5,2,2,1,3,NA,0,0
5965,1,1,1,1,3,1,13,6,3,1,Switzerland,CHF	Swiss franc,22100,3,3,4,6,3,2,3,2,2,1,3,24623,0,0
5966,1,3,3,8,14,20,16,10,1,3,France,EUR European Euro,NA,1,3,5,3,1,NA,NA,NA,NA,1,3,NA,0,0
5967,1,2,3,2,6,3,16,7,2,1,Italy,EUR European Euro,28000,2,3,5,1,3,1,3,3,2,1,2,30074,0,0
5968,1,3,NA,2,23,18,18,NA,NA,NA,United States of America,NA,NA,2,3,5,6,3,1,5,3,2,1,2,NA,0,0
5969,5,6,NA,3,10,NA,1,NA,NA,NA,Germany,NA,NA,4,2,NA,3,2,5,NA,NA,2,1,3,NA,1,1
5970,1,4,3,3,34,29,12,6,1,1,United States of America,USD	United States dollar,175000,5,3,2,5,1,NA,NA,NA,NA,1,2,175000,0,0
5971,1,1,2,7,4,2,15,2,3,1,Brazil,BRL	Brazilian real,NA,3,1,NA,6,3,3,4,1,3,2,NA,NA,0,0
5972,1,2,3,6,11,7,16,10,1,NA,Turkey,TRY	Turkish lira,NA,4,1,NA,2,1,NA,NA,NA,NA,3,2,NA,0,0
5973,1,1,3,7,8,5,16,6,1,NA,Poland,PLN	Polish zloty,200000,5,3,5,1,3,1,4,1,2,1,3,49493,0,0
5974,1,2,3,2,10,7,12,5,3,2,Brazil,BRL	Brazilian real,20000,5,2,NA,6,3,5,5,2,2,1,3,3730,0,0
5975,1,2,3,3,14,9,13,5,1,3,Germany,EUR European Euro,50000,2,3,5,3,3,5,4,1,3,2,2,53703,0,0
5976,1,4,3,2,34,30,32,4,1,1,United States of America,USD	United States dollar,400000,1,1,NA,3,3,1,3,3,2,2,2,400000,0,0
5977,1,2,3,2,11,6,26,6,2,1,Sri Lanka,USD	United States dollar,56000,1,3,5,6,3,1,5,3,3,1,2,56000,0,0
5978,1,2,3,7,6,3,18,10,1,3,United States of America,USD	United States dollar,NA,3,1,NA,1,3,1,3,1,2,1,2,NA,0,0
5979,1,2,3,2,10,7,16,7,3,2,United States of America,USD	United States dollar,89000,5,3,1,6,1,NA,NA,NA,NA,1,2,89000,0,0
5980,1,2,3,2,15,10,16,4,2,3,Germany,EUR European Euro,86000,3,3,5,3,1,NA,NA,NA,NA,2,2,92369,0,0
5981,1,2,1,3,7,3,30,5,2,1,United States of America,USD	United States dollar,40000,5,1,NA,1,3,2,3,1,2,1,3,40000,0,0
5982,3,2,1,2,5,5,5,2,3,2,Sweden,SEK	Swedish krona,420000,1,1,NA,2,3,1,1,NA,2,1,3,40061,0,0
5983,2,4,NA,2,2,NA,26,NA,NA,NA,Poland,NA,NA,2,3,4,4,3,4,1,4,3,1,3,NA,NA,NA
5984,1,2,1,7,4,4,16,10,2,3,Zambia,ZMW Zambian kwacha,60000,1,3,5,6,2,2,NA,NA,2,1,3,2280,0,0
5985,1,2,3,3,15,9,18,7,2,2,Ukraine,USD	United States dollar,95000,2,3,5,6,3,1,5,2,2,1,2,95000,0,1
5986,1,1,2,7,6,1,16,6,2,1,Greece,EUR European Euro,10000,1,1,NA,2,3,5,5,1,1,1,3,10741,0,0
5987,4,3,3,3,20,NA,8,NA,NA,NA,United States of America,NA,NA,1,1,NA,2,3,1,5,3,3,1,2,NA,0,0
5988,1,2,3,2,8,2,12,6,3,3,Singapore,SGD	Singapore dollar,NA,1,3,1,6,3,5,5,2,2,2,1,NA,0,0
5989,1,2,2,7,5,2,15,7,2,1,United States of America,USD	United States dollar,NA,2,3,1,6,3,1,3,1,2,1,2,NA,0,0
5990,1,2,1,1,16,7,12,4,3,1,Canada,CAD	Canadian dollar,NA,1,1,NA,3,3,4,4,1,2,1,2,NA,0,0
5991,1,3,3,3,30,16,16,7,3,1,Poland,PLN	Polish zloty,336000,2,3,1,6,3,2,3,1,2,1,2,83148,0,0
5992,1,3,2,7,18,18,13,NA,3,NA,United States of America,USD	United States dollar,NA,2,3,5,NA,3,2,4,4,2,2,3,NA,0,NA
5993,1,3,3,2,22,18,16,4,2,1,United States of America,USD	United States dollar,190000,5,3,5,6,3,1,1,4,3,1,2,190000,0,0
5994,1,2,2,7,16,12,23,4,1,3,Italy,EUR European Euro,66136,3,3,4,3,3,5,4,1,2,1,3,71034,0,0
5995,1,6,3,2,30,30,20,3,3,1,United States of America,USD	United States dollar,NA,1,2,NA,6,3,5,5,2,2,1,2,NA,0,0
5996,1,3,2,2,15,13,16,4,2,2,"Iran, Islamic Republic of...",IRR	Iranian rial,350000000,3,3,1,5,3,3,4,4,2,2,2,8316,0,NA
5997,3,5,3,2,29,25,26,3,3,3,United States of America,USD	United States dollar,181000,1,3,1,1,2,2,NA,NA,2,1,3,181000,0,NA
