name,address,town_city,county_area,state_region,country,lat,long,type,status,year_completed,approaches,driveways,lane_type,functional_class,control_type,other_control_type,previous_control_type
Marconigatan / Dag Hammarskjoldsleden Ramps,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.93546,57.65949,Roundabout,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Margretebergsgatan / Slottsskogsgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.93563,57.67964,Roundabout,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
Tuvevagen / Tuveliden / Skogomevagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.93568,57.76832,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Djurgardsplatsen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.93604,57.69374,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Wieselgrensgatan / Frukttradsgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.93788,57.7311,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Finlandsvagen / Tuvevagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.93876,57.74843,Roundabout,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
Tuvevagen / Tuve kyrkvag,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.93907,57.75935,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Victor Hasselblads gata / Frolunda Smedjegata,"Vastra Fralunda, Gothenburg, Vastra Gotaland County (Sweden)",Vastra Fralunda, Gothenburg, Vastra Gotaland County,Sweden,11.93943,57.64859,Roundabout,Existing,0,3,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
A Odhners gata / Victor Hasselblads gata,"Vastra Fralunda, Gothenburg, Vastra Gotaland County (Sweden)",Vastra Fralunda, Gothenburg, Vastra Gotaland County,Sweden,11.93943,57.65938,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Victor Hasselblads gata / Otto Elanders gata,"Vastra Fralunda, Gothenburg, Vastra Gotaland County (Sweden)",Vastra Fralunda, Gothenburg, Vastra Gotaland County,Sweden,11.94005,57.64948,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Tuvevagen / Knipplekulen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.94048,57.74149,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Stigbergsliden / Johannesplatsen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.94049,57.69915,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Kobbegardsvagen / Stora Avagen / Hyltegarden,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.94088,57.64151,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Tuvevagen / Wieselgrensgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.94186,57.73429,Roundabout,Existing,0,3,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
Sodra Sarovagen / Letsegardsvagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.94233,57.57967,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Tuvevagen / Hildedalsgatan / Lupinvagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.9427,57.73195,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Sodra Sarovagen / Kopparasvagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.94291,57.57426,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Lindholmsallen / Regnbagsgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.94339,57.71113,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Sodra Sarovagen / Billdals Lovskogsvag,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.94446,57.57108,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Otto Elanders gata / Lona Knapes gata,"Vastra Fralunda, Gothenburg, Vastra Gotaland County (Sweden)",Vastra Fralunda, Gothenburg, Vastra Gotaland County,Sweden,11.9457,57.6499,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Tuvevagen / Bjorlandavagen / Gustaf Dalensgatan / Generatorsgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.9457,57.72725,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Brottkarrsvagen / Klavavagen / Bassasvagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.94727,57.59908,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Lillhagsvagen / Skalltropsvagen,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.94791,57.75352,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Stora Avagen / Hantverksvagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.94824,57.64145,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
A Odhners gata / (unknown),"Vastra Fralunda, Gothenburg, Vastra Gotaland County (Sweden)",Vastra Fralunda, Gothenburg, Vastra Gotaland County,Sweden,11.94825,57.6577,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Brottkarrsvagen / Hovas Alle / Uggleberget / Billdalsvagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.94909,57.59835,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Minelundsvagen / Generatorsgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.9493,57.72958,Roundabout,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
Swedenborgsgatan / Deltavagen / Fargfabriksgatan / Kvillebacksvagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.95111,57.72361,Roundabout,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
Lillhagsvagen / Sankt Jorgensvagen,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.95125,57.74706,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Stora Avagen / Sisjovagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.95144,57.64149,Roundabout,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
Sisjovagen / Knapegardsvagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.95155,57.63893,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Otto Elanders gata / Sisjovagen / A Odhners gata,"Vastra Fralunda, Gothenburg, Vastra Gotaland County (Sweden)",Vastra Fralunda, Gothenburg, Vastra Gotaland County,Sweden,11.95175,57.64985,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Minelundsvagen / Norra Deltavagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.95445,57.72984,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Esperantoplatsen / Rosenlundsgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.95496,57.70219,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Swedenborgsgatan / Backavagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.95534,57.72159,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Sodra Langebergsgatan / Soderleden Ramps,"Vastra Fralunda, Gothenburg, Vastra Gotaland County (Sweden)",Vastra Fralunda, Gothenburg, Vastra Gotaland County,Sweden,11.95552,57.64538,Roundabout,Existing,0,3,0,Single-Lane,Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Hovas Alle / Saroleden Ramps / (parking),"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.95568,57.60198,Roundabout,Existing,0,4,0,Single-Lane,Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Backavagen / Lerakersmotet,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.95864,57.72464,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Lindomevagen / Bolshedens Industrivag,"Billdal, Kungsbacka, Halland County (Sweden)",Billdal, Kungsbacka, Halland County,Sweden,11.96013,57.56276,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Lundby Hamngata / Frihamnmotet / Sodra Frihamnspiren,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.96066,57.71934,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Backavagen / Norra Deltavagen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.96087,57.72696,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Lillhagsvagen / Berattelsegatan,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.96939,57.72708,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Lillhagsvagen / Berattelsegatan / Lundbyleden Ramps,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.97115,57.72738,Roundabout,Existing,0,4,0,Single-Lane,Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Bergslagsgatan / Stadstjanaregatan / Kruthusgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.97232,57.71146,Roundabout,Existing,0,6,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
Litteraturgatan / Tingstadsvägen,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.97552,57.73146,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Litteraturgatan / Backadalsgatan,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.9791,57.74762,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Gullburgs Strandgata / Falutorget,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.9801,57.71799,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Litteraturgatan / Backadalen,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.98052,57.7493,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Ballskarsvagen / Tingstadsvagen,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.98182,57.7311,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Falutorgslanken / Partihandelsgaten Ramps,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.98401,57.71571,Roundabout,Existing,0,3,0,Unknown,Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Odinsplatsen,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.98477,57.70962,Other,Existing,0,5,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Falutorgslanken / Gullburgsvassgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.98553,57.71483,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Aminogatan / Soderleden Ramps / Bifrostgatan / Jolengatan,"Mölndal, Mölndal, Vastra Gotaland County (Sweden)",Mölndal, Mölndal, Vastra Gotaland County,Sweden,11.98611,57.64612,Roundabout,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Exportgatan,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.98633,57.7312,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Aminogatan / Lunnagardsgatan / Soderleden Ramps,"Mölndal, Mölndal, Vastra Gotaland County (Sweden)",Mölndal, Mölndal, Vastra Gotaland County,Sweden,11.98683,57.64359,Roundabout,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
Skalltorpsvagen / Fredendslundsvagen,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.98697,57.75794,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Bifrostgatan / Idrottsvagen,"Mölndal, Mölndal, Vastra Gotaland County (Sweden)",Mölndal, Mölndal, Vastra Gotaland County,Sweden,11.98758,57.64788,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Bifrostgatan / Frolundagatan,"Mölndal, Mölndal, Vastra Gotaland County (Sweden)",Mölndal, Mölndal, Vastra Gotaland County,Sweden,11.98785,57.65035,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Bifrostgatan / (unknown),"Mölndal, Mölndal, Vastra Gotaland County (Sweden)",Mölndal, Mölndal, Vastra Gotaland County,Sweden,11.98884,57.65271,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Skalltorpsvagen / Sodra Tagenevagen / Backebolsvagen,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.9889,57.75808,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Nortagenevagen / Lillekarr sodra,"Hisings Karra, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Karra, Gothenburg, Vastra Gotaland County,Sweden,11.99028,57.78802,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Ullevigatan / Rantorget,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.99234,57.70724,Signalized Roundabout/Circle,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),Signal,Unknown,Unknown
Nortagenevagen / Tagenevagen,"Hisings Karra, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Karra, Gothenburg, Vastra Gotaland County,Sweden,11.99348,57.788,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Transportgatan / Importgatan,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.99473,57.7583,Roundabout,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,Unknown,Unknown
Importgatan / Exportgatan / Backa Strandgata,"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.99562,57.74711,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Willinsbron / Gubberogatan / Sankt Pauligatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.99746,57.70928,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Blomstergatan / Gronsaksgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,11.99777,57.72059,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Nortagenevagen / Karravagen / Kungalvsleden Ramp,"Hisings Karra, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Karra, Gothenburg, Vastra Gotaland County,Sweden,11.99837,57.78786,Roundabout,Existing,0,3,0,Single-Lane,Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Transportgatan / (parking lot),"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.99841,57.77538,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Transportgatan / Kungalvsleden Ramps / (parking lot),"Hisings Backa, Gothenburg, Vastra Gotaland County (Sweden)",Hisings Backa, Gothenburg, Vastra Gotaland County,Sweden,11.99884,57.77367,Roundabout,Existing,0,4,0,Single-Lane,Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Walckesgatan / Walckesbron / Waterloogatan / E20 Ramp,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,12.0009,57.72637,Roundabout,Existing,0,4,0,Single-Lane,Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Fruktgatan / Rotfruktsgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,12.00138,57.7246,Roundabout,Existing,0,3,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,Unknown,Unknown
Sankt Sidfridsgatan / Skarsgatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,12.00506,57.6902,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Frolundagatan / Abyvagen / Idunagatan,"Mölndal, Mölndal, Vastra Gotaland County (Sweden)",Mölndal, Mölndal, Vastra Gotaland County,Sweden,12.00549,57.65441,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Aminogatan / (parking lot),"Mölndal, Mölndal, Vastra Gotaland County (Sweden)",Mölndal, Mölndal, Vastra Gotaland County,Sweden,12.0055,57.64037,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Gamlestadsvägen / Nylösegatan,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,12.00707,57.733,Roundabout,Existing,0,3,1,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Danska vägen / Örgryte nya kyrkogård,"Gothenburg, Gothenburg, Vastra Gotaland County (Sweden)",Gothenburg, Gothenburg, Vastra Gotaland County,Sweden,12.00734,57.70813,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Toltorpsgatan / Frölundagatan / Storgatan,"Mölndal, Mölndal, Vastra Gotaland County (Sweden)",Mölndal, Mölndal, Vastra Gotaland County,Sweden,12.00822,57.65559,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
