...1,Date,Team 1,Score 1,Score 2,Team 2,Venue,Tournament,Stage,T1 game no,T2 game no,Series,Margin,Winner,Loser,Notes
631,2006-05-26,Poland,10,7,Bulgaria,Limoges,European Division B,3rd place match,19,22,4,3,Poland,Bulgaria,NA
632,2006-05-26,Romania,7,0,Andorra,Limoges,European Division B,Final,6,6,1,7,Romania,Andorra,NA
633,2006-06-24,Kenya,22,0,Zambia,Kampala,African Sevens,Pool A,1,1,1,22,Kenya,Zambia,NA
634,2006-06-24,Uganda,24,5,Rwanda,Kampala,African Sevens,Place B,1,2,1,19,Uganda,Rwanda,NA
635,2006-06-24,Zimbabwe,15,0,Burundi,Kampala,African Sevens,Place B,1,2,1,15,Zimbabwe,Burundi,NA
636,2006-06-24,Uganda,56,0,Burundi,Kampala,African Sevens,Place B,2,3,1,56,Uganda,Burundi,NA
637,2006-06-24,Zimbabwe,0,25,Rwanda,Kampala,African Sevens,Place B,2,3,1,25,Rwanda,Zimbabwe,NA
638,2006-06-24,Rwanda,41,0,Burundi,Kampala,African Sevens,Place B,4,4,2,41,Rwanda,Burundi,NA
639,2006-06-24,Uganda,54,0,Zimbabwe,Kampala,African Sevens,Place B,3,3,1,54,Uganda,Zimbabwe,NA
640,2006-06-24,Zambia,55,0,Burundi,Kampala,African Sevens,5th-8th place semi-final,2,5,1,55,Zambia,Burundi,NA
641,2006-06-24,Uganda,22,17,Kenya,Kampala,African Sevens,Semi-Final,4,2,1,5,Uganda,Kenya,After extra time
642,2006-11-11,Trinidad & Tobago,14,5,Guyana,Garrison Savannah,NAWIRA Championship,NA,8,7,2,9,Trinidad & Tobago,Guyana,NA
643,2006-11-11,Barbados,0,34,Jamaica,Garrison Savannah,NAWIRA Championship,NA,7,9,2,34,Jamaica,Barbados,NA
644,2006-11-11,Trinidad & Tobago,25,0,Saint Lucia,Garrison Savannah,NAWIRA Championship,NA,9,7,2,25,Trinidad & Tobago,Saint Lucia,NA
645,2006-11-11,Barbados,0,34,Guyana,Garrison Savannah,NAWIRA Championship,NA,8,8,2,34,Guyana,Barbados,NA
646,2006-11-12,Guyana,0,0,Jamaica,Garrison Savannah,NAWIRA Championship,NA,9,10,2,0,Draw,Draw,NA
647,2006-11-12,Barbados,0,42,Trinidad & Tobago,Garrison Savannah,NAWIRA Championship,NA,9,10,2,42,Trinidad & Tobago,Barbados,NA
648,2006-11-12,Jamaica,34,0,Saint Lucia,Garrison Savannah,NAWIRA Championship,NA,11,8,2,34,Jamaica,Saint Lucia,NA
649,2006-11-12,Barbados,5,25,Saint Lucia,Garrison Savannah,NAWIRA Championship,NA,10,9,2,20,Saint Lucia,Barbados,NA
650,2006-11-12,Guyana,36,0,Saint Lucia,Garrison Savannah,NAWIRA Championship,NA,10,10,2,36,Guyana,Saint Lucia,NA
651,2006-11-12,Jamaica,26,5,Trinidad & Tobago,Garrison Savannah,NAWIRA Championship,NA,12,11,2,21,Jamaica,Trinidad & Tobago,NA
652,2007-01-12,Brazil,70,0,Peru,Vina Del Mar,South American Sevens,Pool A,11,11,2,70,Brazil,Peru,NA
653,2007-01-12,Venezuela,22,0,Chile,Vina Del Mar,South American Sevens,Pool A,11,11,3,22,Venezuela,Chile,NA
654,2007-01-12,Brazil,24,0,Chile,Vina Del Mar,South American Sevens,Pool A,12,12,1,24,Brazil,Chile,NA
655,2007-01-12,Venezuela,62,0,Peru,Vina Del Mar,South American Sevens,Pool A,12,12,2,62,Venezuela,Peru,NA
656,2007-01-12,Chile,45,0,Peru,Vina Del Mar,South American Sevens,Pool A,13,13,3,45,Chile,Peru,NA
657,2007-01-12,Brazil,10,0,Venezuela,Vina Del Mar,South American Sevens,Pool A,13,13,2,10,Brazil,Venezuela,NA
658,2007-01-12,Colombia,33,7,Uruguay,Vina Del Mar,South American Sevens,Pool B,11,11,2,26,Colombia,Uruguay,NA
659,2007-01-12,Argentina,26,7,Uruguay,Vina Del Mar,South American Sevens,Pool B,11,12,2,19,Argentina,Uruguay,NA
660,2007-01-12,Argentina,10,12,Colombia,Vina Del Mar,South American Sevens,Pool B,12,12,2,2,Colombia,Argentina,NA
661,2007-01-13,Uruguay,36,0,Peru,Vina Del Mar,South American Sevens,5th-8th place semi final,13,14,3,36,Uruguay,Peru,NA
662,2007-01-13,Brazil,26,0,Argentina,Vina Del Mar,South American Sevens,Semi-Final,14,13,4,26,Brazil,Argentina,NA
663,2007-01-13,Colombia,28,17,Venezuela,Vina Del Mar,South American Sevens,Semi-Final,13,14,4,11,Colombia,Venezuela,NA
664,2007-01-13,Chile,12,5,Uruguay,Vina Del Mar,South American Sevens,5th place match,14,14,3,7,Chile,Uruguay,NA
665,2007-01-13,Argentina,7,17,Venezuela,Vina Del Mar,South American Sevens,3rd place match,14,15,3,10,Venezuela,Argentina,NA
666,2007-01-13,Brazil,27,0,Colombia,Vina Del Mar,South American Sevens,Final,15,14,3,27,Brazil,Colombia,NA
667,2007-03-09,Tunisia,5,0,Arabian Gulf,Tunis,CAR North,NA,2,52,1,5,Tunisia,Arabian Gulf,NA
668,2007-03-09,Uganda,22,0,Cote d'Ivorie,Tunis,CAR North,NA,5,1,1,22,Uganda,Cote d'Ivorie,NA
669,2007-03-09,Tunisia,36,0,Cote d'Ivorie,Tunis,CAR North,NA,3,2,1,36,Tunisia,Cote d'Ivorie,NA
670,2007-03-10,Uganda,17,10,Arabian Gulf,Tunis,CAR North,NA,6,53,1,7,Uganda,Arabian Gulf,NA
671,2007-03-10,Arabian Gulf,W,L,Cote d'Ivorie,Tunis,CAR North,NA,54,3,1,NA,Arabian Gulf,Cote d'Ivorie,NA
672,2007-03-10,Uganda,5,5,Tunisia,Tunis,CAR North,NA,7,4,1,0,Draw,Draw,NA
673,2007-03-18,Hungary,34,0,Austria,Székesfehérvár,T-EN Tournament,NA,13,15,4,34,Hungary,Austria,NA
674,2007-03-18,Austria,7,19,Croatia,Székesfehérvár,T-EN Tournament,NA,16,18,2,12,Croatia,Austria,NA
675,2007-03-18,Croatia,14,0,Hungary,Székesfehérvár,T-EN Tournament,NA,19,14,1,14,Croatia,Hungary,NA
676,2007-03-18,Hungary,10,10,Austria,Székesfehérvár,T-EN Tournament,NA,15,17,5,0,Draw,Draw,NA
677,2007-03-18,Austria,0,14,Croatia,Székesfehérvár,T-EN Tournament,NA,18,20,3,14,Croatia,Austria,NA
678,2007-03-18,Croatia,0,15,Hungary,Székesfehérvár,T-EN Tournament,NA,21,16,2,15,Hungary,Croatia,NA
679,2007-03-29,Aotearoa Maori New Zealand,64,0,Hong Kong,Hong Kong,Hong Kong Sevens,Pool A,27,70,4,64,Aotearoa Maori New Zealand,Hong Kong,NA
680,2007-03-29,Aotearoa Maori New Zealand,21,0,Canada,Hong Kong,Hong Kong Sevens,Pool A,28,8,1,21,Aotearoa Maori New Zealand,Canada,NA
681,2007-03-29,Canada,38,0,Hong Kong,Hong Kong,Hong Kong Sevens,Pool A,9,71,1,38,Canada,Hong Kong,NA
682,2007-03-29,Australia,7,5,Kazakhstan,Hong Kong,Hong Kong Sevens,Pool B,41,61,5,2,Australia,Kazakhstan,NA
683,2007-03-29,Australia,31,0,Arabian Gulf,Hong Kong,Hong Kong Sevens,Pool B,42,55,2,31,Australia,Arabian Gulf,NA
684,2007-03-29,Kazakhstan,24,7,Arabian Gulf,Hong Kong,Hong Kong Sevens,Pool B,62,56,3,17,Kazakhstan,Arabian Gulf,NA
685,2007-03-29,United States,22,0,Papua New Guinea,Hong Kong,Hong Kong Sevens,Pool C,58,1,1,22,United States,Papua New Guinea,NA
686,2007-03-29,United States,38,0,Thailand,Hong Kong,Hong Kong Sevens,Pool C,59,56,2,38,United States,Thailand,NA
687,2007-03-29,Thailand,38,0,Papua New Guinea,Hong Kong,Hong Kong Sevens,Pool C,57,2,1,38,Thailand,Papua New Guinea,NA
688,2007-03-29,China,32,0,Singapore,Hong Kong,Hong Kong Sevens,Pool D,48,61,6,32,China,Singapore,NA
689,2007-03-30,Australia,49,0,Thailand,Hong Kong,Hong Kong Sevens,Quarter-Final,43,58,4,49,Australia,Thailand,NA
690,2007-03-30,United States,12,5,Kazakhstan,Hong Kong,Hong Kong Sevens,Quarter-Final,60,63,6,7,United States,Kazakhstan,NA
691,2007-03-30,Aotearoa Maori New Zealand,51,0,Singapore,Hong Kong,Hong Kong Sevens,Quarter-Final,29,62,3,51,Aotearoa Maori New Zealand,Singapore,NA
692,2007-03-30,China,15,10,Canada,Hong Kong,Hong Kong Sevens,Quarter-Final,49,10,1,5,China,Canada,NA
693,2007-03-30,Arabian Gulf,17,0,Papua New Guinea,Hong Kong,Hong Kong Sevens,9th-12th place semi-final,57,3,1,17,Arabian Gulf,Papua New Guinea,NA
694,2007-03-30,Thailand,0,36,Kazakhstan,Hong Kong,Hong Kong Sevens,5th-8th place semi-final,59,64,7,36,Kazakhstan,Thailand,NA
695,2007-03-30,Singapore,0,47,Canada,Hong Kong,Hong Kong Sevens,5th-8th place semi-final,63,11,1,47,Canada,Singapore,NA
696,2007-03-30,United States,0,19,Australia,Hong Kong,Hong Kong Sevens,Semi-Final,61,44,6,19,Australia,United States,NA
697,2007-03-30,Aotearoa Maori New Zealand,38,0,China,Hong Kong,Hong Kong Sevens,Semi-Final,30,50,2,38,Aotearoa Maori New Zealand,China,NA
698,2007-03-30,Hong Kong,12,14,Arabian Gulf,Hong Kong,Hong Kong Sevens,9th place match,72,58,9,2,Arabian Gulf,Hong Kong,NA
699,2007-03-30,Thailand,24,0,Singapore,Hong Kong,Hong Kong Sevens,7th place match,60,64,6,24,Thailand,Singapore,NA
700,2007-03-30,Kazakhstan,21,19,Canada,Hong Kong,Hong Kong Sevens,5th place match,65,12,1,2,Kazakhstan,Canada,NA
701,2007-03-30,United States,26,5,China,Hong Kong,Hong Kong Sevens,3rd place match,62,51,4,21,United States,China,NA
702,2007-03-30,Aotearoa Maori New Zealand,10,0,Australia,Hong Kong,Hong Kong Sevens,Final,31,45,5,10,Aotearoa Maori New Zealand,Australia,NA
703,2007-04-28,Uzbekistan,19,5,Sri Lanka,Doha,Asian Sevens,7th place match,24,24,5,14,Uzbekistan,Sri Lanka,NA
704,2007-04-28,Hong Kong,5,5,Singapore,Doha,Asian Sevens,5th place match,73,65,5,0,Draw,Draw,NA
705,2007-04-28,Thailand,50,0,Arabian Gulf,Doha,Asian Sevens,3rd place match,61,59,9,50,Thailand,Arabian Gulf,NA
706,2007-04-28,Kazakhstan,25,0,Japan,Doha,Asian Sevens,Final,66,62,7,25,Kazakhstan,Japan,NA
707,2007-05-01,Austria,W,L,Poland,Katowice,Emerging (European) Nations,5th place match,19,20,3,NA,Austria,Poland,NA
708,2007-05-01,Czechia,W,L,Croatia,Katowice,Emerging (European) Nations,3rd place match,16,22,1,NA,Czechia,Croatia,NA
709,2007-05-01,Finland,10,5,Bulgaria,Katowice,Emerging (European) Nations,Final,1,23,1,5,Finland,Bulgaria,NA
710,2007-05-19,Malta,14,0,Denmark,Zenica,FIRA-AER European Division B,Pool A,13,1,1,14,Malta,Denmark,NA
711,2007-05-19,Malta,7,7,Hungary,Zenica,FIRA-AER European Division B,Pool A,14,17,3,0,Draw,Draw,NA
712,2007-05-19,Malta,19,14,Finland,Zenica,FIRA-AER European Division B,Pool A,15,2,1,5,Malta,Finland,NA
713,2007-05-19,Malta,17,0,Bosnia-Herzegovina,Zenica,FIRA-AER European Division B,Pool A,16,12,2,17,Malta,Bosnia-Herzegovina,NA
714,2007-05-19,Malta,53,0,Serbia,Zenica,FIRA-AER European Division B,Pool A,17,1,1,53,Malta,Serbia,NA
715,2007-05-19,Denmark,10,5,Hungary,Zenica,FIRA-AER European Division B,Pool A,2,18,1,5,Denmark,Hungary,NA
716,2007-05-19,Denmark,0,19,Finland,Zenica,FIRA-AER European Division B,Pool A,3,3,1,19,Finland,Denmark,NA
717,2007-05-19,Denmark,41,0,Bosnia-Herzegovina,Zenica,FIRA-AER European Division B,Pool A,4,13,1,41,Denmark,Bosnia-Herzegovina,NA
718,2007-05-19,Denmark,27,0,Serbia,Zenica,FIRA-AER European Division B,Pool A,5,2,1,27,Denmark,Serbia,NA
719,2007-05-19,Hungary,0,31,Finland,Zenica,FIRA-AER European Division B,Pool A,19,4,1,31,Finland,Hungary,NA
720,2007-05-19,Hungary,10,0,Bosnia-Herzegovina,Zenica,FIRA-AER European Division B,Pool A,20,14,2,10,Hungary,Bosnia-Herzegovina,NA
721,2007-05-19,Bosnia-Herzegovina,0,16,Serbia,Zenica,FIRA-AER European Division B,Pool A,15,3,1,16,Serbia,Bosnia-Herzegovina,NA
722,2007-05-19,Luxembourg,17,5,Latvia,Zenica,FIRA-AER European Division B,Pool B,6,1,1,12,Luxembourg,Latvia,NA
723,2007-05-19,Moldova,25,10,Luxembourg,Zenica,FIRA-AER European Division B,Pool B,1,7,1,15,Moldova,Luxembourg,NA
724,2007-05-19,Israel,0,5,Moldova,Zenica,FIRA-AER European Division B,Pool B,14,2,1,5,Moldova,Israel,NA
725,2007-05-19,Israel,0,19,Austria,Zenica,FIRA-AER European Division B,Pool B,15,20,3,19,Austria,Israel,NA
726,2007-05-19,Moldova,22,0,Latvia,Zenica,FIRA-AER European Division B,Pool B,3,2,1,22,Moldova,Latvia,NA
727,2007-05-19,Austria,44,5,Luxembourg,Zenica,FIRA-AER European Division B,Pool B,21,8,2,39,Austria,Luxembourg,NA
728,2007-05-19,Austria,20,0,Latvia,Zenica,FIRA-AER European Division B,Pool B,22,3,1,20,Austria,Latvia,NA
729,2007-05-20,Hungary,17,0,Serbia,Zenica,FIRA-AER European Division B,Pool A,21,4,1,17,Hungary,Serbia,NA
730,2007-05-20,Finland,32,0,Bosnia-Herzegovina,Zenica,FIRA-AER European Division B,Pool A,5,16,1,32,Finland,Bosnia-Herzegovina,NA
731,2007-05-20,Finland,55,0,Serbia,Zenica,FIRA-AER European Division B,Pool A,6,5,1,55,Finland,Serbia,NA
732,2007-05-20,Israel,20,0,Luxembourg,Zenica,FIRA-AER European Division B,Pool B,16,9,2,20,Israel,Luxembourg,NA
733,2007-05-20,Austria,19,10,Moldova,Zenica,FIRA-AER European Division B,Pool B,23,4,1,9,Austria,Moldova,NA
734,2007-05-20,Israel,10,0,Latvia,Zenica,FIRA-AER European Division B,Pool B,17,4,1,10,Israel,Latvia,NA
735,2007-05-20,Latvia,17,5,Bosnia-Herzegovina,Zenica,FIRA-AER European Division B,9th-12th Place Semi Final,5,17,1,12,Latvia,Bosnia-Herzegovina,NA
736,2007-05-20,Israel,10,5,Hungary,Zenica,FIRA-AER European Division B,5th-8th Place Semi Final,18,22,2,5,Israel,Hungary,NA
737,2007-05-20,Luxembourg,5,29,Denmark,Zenica,FIRA-AER European Division B,5th-8th Place Semi Final,10,6,1,24,Denmark,Luxembourg,NA
738,2007-05-20,Austria,0,27,Finland,Zenica,FIRA-AER European Division B,Semi-Final,24,7,1,27,Finland,Austria,NA
739,2007-05-20,Moldova,5,17,Malta,Zenica,FIRA-AER European Division B,Semi-Final,5,18,1,12,Malta,Moldova,NA
740,2007-05-20,Latvia,0,17,Serbia,Zenica,FIRA-AER European Division B,9th place match,6,6,1,17,Serbia,Latvia,NA
741,2007-05-20,Hungary,24,5,Luxembourg,Zenica,FIRA-AER European Division B,7th place match,23,11,1,19,Hungary,Luxembourg,NA
742,2007-05-20,Israel,0,27,Denmark,Zenica,FIRA-AER European Division B,5th place match,19,7,1,27,Denmark,Israel,NA
743,2007-05-20,Austria,0,12,Moldova,Zenica,FIRA-AER European Division B,3rd place match,25,6,2,12,Moldova,Austria,NA
744,2007-05-26,Finland,10,5,Malta,Zenica,FIRA-AER European Division B,Final,8,19,2,5,Finland,Malta,NA
745,2007-05-26,Switzerland,43,0,Croatia,Zagreb,FIRA-AER European Division A,Pool A,24,23,3,43,Switzerland,Croatia,NA
746,2007-05-26,Belgium,12,5,Romania,Zagreb,FIRA-AER European Division A,Pool A,24,7,1,7,Belgium,Romania,NA
747,2007-05-26,Romania,26,0,Croatia,Zagreb,FIRA-AER European Division A,Pool A,8,24,1,26,Romania,Croatia,NA
748,2007-05-26,Switzerland,31,14,Czechia,Zagreb,FIRA-AER European Division A,Pool A,25,17,3,17,Switzerland,Czechia,NA
749,2007-05-26,Czechia,12,14,Croatia,Zagreb,FIRA-AER European Division A,Pool A,18,25,2,2,Croatia,Czechia,NA
750,2007-05-26,Belgium,10,15,Switzerland,Zagreb,FIRA-AER European Division A,Pool A,25,26,3,5,Switzerland,Belgium,NA
751,2007-05-26,Romania,19,0,Czechia,Zagreb,FIRA-AER European Division A,Pool A,9,19,1,19,Romania,Czechia,NA
752,2007-05-26,Belgium,14,0,Croatia,Zagreb,FIRA-AER European Division A,Pool A,26,26,3,14,Belgium,Croatia,NA
753,2007-05-26,Norway,26,0,Bulgaria,Zagreb,FIRA-AER European Division A,Pool B,24,24,2,26,Norway,Bulgaria,NA
754,2007-05-26,Germany,29,7,Andorra,Zagreb,FIRA-AER European Division A,Pool B,14,7,1,22,Germany,Andorra,NA
755,2007-05-26,Lithuania,42,5,Poland,Zagreb,FIRA-AER European Division A,Pool B,19,21,2,37,Lithuania,Poland,NA
756,2007-05-26,Andorra,22,5,Bulgaria,Zagreb,FIRA-AER European Division A,Pool B,8,25,2,17,Andorra,Bulgaria,NA
757,2007-05-26,Norway,31,0,Poland,Zagreb,FIRA-AER European Division A,Pool B,25,22,2,31,Norway,Poland,NA
758,2007-05-26,Lithuania,14,12,Germany,Zagreb,FIRA-AER European Division A,Pool B,20,15,3,2,Lithuania,Germany,NA
759,2007-05-26,Poland,0,29,Bulgaria,Zagreb,FIRA-AER European Division A,Pool B,23,26,5,29,Bulgaria,Poland,NA
760,2007-05-26,Lithuania,12,7,Andorra,Zagreb,FIRA-AER European Division A,Pool B,21,9,1,5,Lithuania,Andorra,NA
761,2007-05-26,Germany,25,0,Norway,Zagreb,FIRA-AER European Division A,Pool B,16,26,2,25,Germany,Norway,NA
762,2007-05-26,Andorra,19,5,Poland,Zagreb,FIRA-AER European Division A,Pool B,10,24,2,14,Andorra,Poland,NA
763,2007-05-26,Germany,34,0,Bulgaria,Zagreb,FIRA-AER European Division A,Pool B,17,27,2,34,Germany,Bulgaria,NA
764,2007-05-26,Lithuania,19,7,Norway,Zagreb,FIRA-AER European Division A,Pool B,22,27,3,12,Lithuania,Norway,NA
765,2007-05-26,Germany,40,5,Poland,Zagreb,FIRA-AER European Division A,Pool B,18,25,2,35,Germany,Poland,NA
766,2007-05-27,Belgium,24,0,Czechia,Zagreb,FIRA-AER European Division A,Pool A,27,20,4,24,Belgium,Czechia,NA
767,2007-05-27,Switzerland,17,0,Romania,Zagreb,FIRA-AER European Division A,Pool A,27,10,1,17,Switzerland,Romania,NA
768,2007-05-27,Norway,7,15,Andorra,Zagreb,FIRA-AER European Division A,Pool B,28,11,1,8,Andorra,Norway,NA
769,2007-05-27,Lithuania,28,0,Bulgaria,Zagreb,FIRA-AER European Division A,Pool B,23,28,3,28,Lithuania,Bulgaria,NA
770,2007-05-27,Croatia,12,17,Poland,Zagreb,FIRA-AER European Division A,9th-12th Place Semi Final,27,26,1,5,Poland,Croatia,NA
771,2007-05-27,Czechia,38,0,Bulgaria,Zagreb,FIRA-AER European Division A,9th-12th Place Semi Final,21,29,1,38,Czechia,Bulgaria,NA
772,2007-05-27,Belgium,17,0,Norway,Zagreb,FIRA-AER European Division A,5th-8th Place Semi Final,28,29,4,17,Belgium,Norway,NA
773,2007-05-27,Romania,5,0,Andorra,Zagreb,FIRA-AER European Division A,5th-8th Place Semi Final,11,12,2,5,Romania,Andorra,NA
774,2007-05-27,Switzerland,20,0,Lithuania,Zagreb,FIRA-AER European Division A,Semi-Final,28,24,1,20,Switzerland,Lithuania,NA
775,2007-05-27,Croatia,24,0,Bulgaria,Zagreb,FIRA-AER European Division A,11th place match,28,30,2,24,Croatia,Bulgaria,NA
776,2007-05-27,Poland,5,17,Czechia,Zagreb,FIRA-AER European Division A,9th place match,27,22,2,12,Czechia,Poland,NA
777,2007-05-27,Norway,26,0,Andorra,Zagreb,FIRA-AER European Division A,7th place match,30,13,2,26,Norway,Andorra,NA
778,2007-05-27,Belgium,10,5,Romania,Zagreb,FIRA-AER European Division A,5th place match,29,12,2,5,Belgium,Romania,NA
779,2007-05-27,Germany,22,5,Lithuania,Zagreb,FIRA-AER European Division A,3rd place match,19,25,4,17,Germany,Lithuania,NA
780,2007-06-02,Italy,7,15,Wales,Lunel,FIRA-AER European Top 10,Pool A,19,13,1,8,Wales,Italy,NA
781,2007-06-02,Ireland,5,10,Spain,Lunel,FIRA-AER European Top 10,Pool A,7,24,1,5,Spain,Ireland,NA
782,2007-06-02,Wales,32,0,Portugal,Lunel,FIRA-AER European Top 10,Pool A,14,26,1,32,Wales,Portugal,NA
783,2007-06-02,Ireland,19,17,Italy,Lunel,FIRA-AER European Top 10,Pool A,8,20,1,2,Ireland,Italy,NA
784,2007-06-02,Spain,19,0,Portugal,Lunel,FIRA-AER European Top 10,Pool A,25,27,4,19,Spain,Portugal,NA
785,2007-06-02,Wales,5,0,Ireland,Lunel,FIRA-AER European Top 10,Pool A,15,9,1,5,Wales,Ireland,NA
786,2007-06-02,Spain,28,0,Italy,Lunel,FIRA-AER European Top 10,Pool A,26,21,3,28,Spain,Italy,NA
787,2007-06-02,Ireland,31,0,Portugal,Lunel,FIRA-AER European Top 10,Pool A,10,28,1,31,Ireland,Portugal,NA
788,2007-06-02,Russia,0,45,England,Lunel,FIRA-AER European Top 10,Pool B,15,40,1,45,England,Russia,NA
789,2007-06-02,Netherlands,6,39,France,Lunel,FIRA-AER European Top 10,Pool B,37,25,3,33,France,Netherlands,NA
790,2007-06-02,England,19,0,Sweden,Lunel,FIRA-AER European Top 10,Pool B,41,30,2,19,England,Sweden,NA
791,2007-06-02,Netherlands,26,5,Russia,Lunel,FIRA-AER European Top 10,Pool B,38,16,1,21,Netherlands,Russia,NA
792,2007-06-02,France,26,0,Sweden,Lunel,FIRA-AER European Top 10,Pool B,26,31,3,26,France,Sweden,NA
793,2007-06-02,England,45,0,Netherlands,Lunel,FIRA-AER European Top 10,Pool B,42,39,3,45,England,Netherlands,NA
794,2007-06-02,France,45,0,Russia,Lunel,FIRA-AER European Top 10,Pool B,27,17,1,45,France,Russia,NA
795,2007-06-02,Sweden,14,20,Netherlands,Lunel,FIRA-AER European Top 10,Pool B,32,40,4,6,Netherlands,Sweden,NA
796,2007-06-03,Wales,0,0,Spain,Lunel,FIRA-AER European Top 10,Pool A,16,27,2,0,Draw,Draw,NA
797,2007-06-03,Italy,12,12,Portugal,Lunel,FIRA-AER European Top 10,Pool A,22,29,2,0,Draw,Draw,NA
798,2007-06-03,England,12,15,France,Lunel,FIRA-AER European Top 10,Pool B,43,28,2,3,France,England,NA
799,2007-06-03,Russia,12,12,Sweden,Lunel,FIRA-AER European Top 10,Pool B,18,33,2,0,Draw,Draw,NA
800,2007-06-03,Ireland,26,0,Sweden,Lunel,FIRA-AER European Top 10,5th-8th Place Semi Final,11,34,2,26,Ireland,Sweden,NA
801,2007-06-03,Italy,17,15,Netherlands,Lunel,FIRA-AER European Top 10,5th-8th Place Semi Final,23,41,2,2,Italy,Netherlands,NA
802,2007-06-03,Spain,10,12,England,Lunel,FIRA-AER European Top 10,Semi-Final,28,44,3,2,England,Spain,NA
803,2007-06-03,Wales,0,21,France,Lunel,FIRA-AER European Top 10,Semi-Final,17,29,1,21,France,Wales,NA
804,2007-06-03,Portugal,7,26,Russia,Lunel,FIRA-AER European Top 10,9th place match,30,19,1,19,Russia,Portugal,NA
805,2007-06-03,Netherlands,12,10,Sweden,Lunel,FIRA-AER European Top 10,9th place match,42,35,5,2,Netherlands,Sweden,NA
806,2007-06-03,Italy,5,19,Ireland,Lunel,FIRA-AER European Top 10,5th place match,24,12,2,14,Ireland,Italy,NA
807,2007-06-03,Wales,0,10,Spain,Lunel,FIRA-AER European Top 10,3rd place match,18,29,3,10,Spain,Wales,NA
808,2007-06-03,England,5,19,France,Lunel,FIRA-AER European Top 10,Final,45,30,3,14,France,England,NA
809,2007-06-16,Kenya,57,0,Burundi,Kampala,African Sevens,Pool A,3,6,1,57,Kenya,Burundi,NA
810,2007-06-16,Kenya,17,14,Zambia,Kampala,African Sevens,Pool A,4,3,2,3,Kenya,Zambia,NA
811,2007-06-16,Zambia,57,0,Burundi,Kampala,African Sevens,Pool A,4,7,2,57,Zambia,Burundi,NA
812,2007-06-16,Uganda,44,0,Rwanda,Kampala,African Sevens,Pool A,8,5,2,44,Uganda,Rwanda,NA
813,2007-06-16,Uganda,42,0,Zimbabwe,Kampala,African Sevens,Pool A,9,4,2,42,Uganda,Zimbabwe,NA
814,2007-06-16,Tunisia,47,0,Rwanda,Kampala,African Sevens,Pool A,5,6,1,47,Tunisia,Rwanda,NA
815,2007-06-16,Rwanda,5,24,Zimbabwe,Kampala,African Sevens,Pool A,7,5,2,19,Zimbabwe,Rwanda,NA
816,2007-06-16,Tunisia,43,0,Zimbabwe,Kampala,African Sevens,Pool A,6,6,1,43,Tunisia,Zimbabwe,NA
817,2007-06-16,Uganda,17,5,Tunisia,Kampala,African Sevens,Pool A,10,7,2,12,Uganda,Tunisia,NA
818,2007-06-16,Uganda,14,0,Kenya,Kampala,African Sevens,Semi-Final,11,5,2,14,Uganda,Kenya,NA
819,2007-06-23,Austria,36,0,Hungary,Grossmugl,T-EN Tournament,Pool,26,24,6,36,Austria,Hungary,NA
820,2007-06-23,Hungary,0,33,Croatia,Grossmugl,T-EN Tournament,Pool,25,29,3,33,Croatia,Hungary,NA
821,2007-06-23,Austria,5,35,Croatia,Grossmugl,T-EN Tournament,Pool,27,30,4,30,Croatia,Austria,NA
822,2007-06-23,Austria,21,5,Hungary,Grossmugl,T-EN Tournament,Pool,28,26,7,16,Austria,Hungary,NA
823,2007-06-23,Hungary,0,59,Croatia,Grossmugl,T-EN Tournament,Pool,27,31,4,59,Croatia,Hungary,NA
824,2007-06-23,Austria,5,31,Croatia,Grossmugl,T-EN Tournament,Pool,29,32,5,26,Croatia,Austria,NA
825,2007-10-06,Cambodia,0,15,South Korea,Singapore,SE Asia Sevens,Pool,1,1,1,15,South Korea,Cambodia,NA
