test_no,date,team_1,score_1,score_2,team_2,venue,home_test_no,away_test_no,series_no,tournament,margin_of_victory,home_away_win,winner,loser
1230,2017-08-22,Ireland,24,36,Australia,"Kingspan Stadium, Belfast",156,48,4,World Cup,12,A,Australia,Ireland
1231,2017-08-22,Spain,31,7,Hong Kong,"Queen's University, Belfast",126,44,3,World Cup,24,N,Spain,Hong Kong
1232,2017-08-22,Canada,52,0,Wales,"Queen's University, Belfast",124,183,10,World Cup,52,N,Canada,Wales
1233,2017-08-22,New Zealand,45,12,United States,"Kingspan Stadium, Belfast",91,112,11,World Cup,33,N,New Zealand,United States
1234,2017-08-22,England,20,3,France,"Kingspan Stadium, Belfast",252,217,41,World Cup,17,N,England,France
1235,2017-08-26,Japan,44,5,Hong Kong,"Queen's University, Belfast",50,45,17,World Cup,39,N,Japan,Hong Kong
1236,2017-08-26,Ireland,17,27,Wales,"Kingspan Stadium, Belfast",157,184,24,World Cup,10,A,Wales,Ireland
1237,2017-08-26,Italy,20,15,Spain,"Queen's University, Belfast",138,127,14,World Cup,5,N,Italy,Spain
1238,2017-08-26,Australia,12,43,Canada,"Queen's University, Belfast",49,125,3,World Cup,31,N,Canada,Australia
1239,2017-08-26,France,31,23,United States,"Kingspan Stadium, Belfast",218,113,12,World Cup,8,N,France,United States
1240,2017-08-26,England,32,41,New Zealand,"Kingspan Stadium, Belfast",253,92,26,World Cup,9,N,New Zealand,England
1241,2017-09-10,Germany,29,0,Switzerland,"Sportplatz Almmannsdorf, Konstanz",65,16,2,Friendly,29,N,Germany,Switzerland
1242,2017-10-21,Finland,10,39,Sweden,Eerikkilä,16,79,2,Friendly,29,A,Sweden,Finland
1243,2017-11-05,Spain,5,25,Scotland,"Estadio Nacional Complutense, Madrid",128,180,20,Friendly,20,A,Scotland,Spain
1244,2017-11-11,Spain,0,97,France,"Estadio Pedro Escartín, Guadalajara",129,219,20,Friendly,97,A,France,Spain
1245,2017-11-17,England,79,5,Canada,"Allianz Park, London",254,126,27,Friendly,74,H,England,Canada
1246,2017-11-19,Italy,21,41,France,Biella,139,220,20,Friendly,20,A,France,Italy
1247,2017-11-21,England,49,12,Canada,Twickenham Stoop,255,127,28,Friendly,37,H,England,Canada
1248,2017-11-25,England,69,19,Canada,Twickenham,256,128,29,Friendly,50,H,England,Canada
1249,2018-02-02,Wales,18,17,Scotland,"Parc Eirias, Colwyn Bay",185,181,30,6 Nations,1,H,Wales,Scotland
1250,2018-02-03,France,24,0,Ireland,"Stade Ernest Wallon, Toulouse",221,158,27,6 Nations,24,H,France,Ireland
1251,2018-02-04,Italy,7,42,England,"Stadio Mirabello, Reggio Emilia",140,257,18,6 Nations,35,A,England,Italy
1252,2018-02-10,England,52,0,Wales,Twickenham Stoop,258,186,35,6 Nations,52,H,England,Wales
1253,2018-02-10,Scotland,3,26,France,"Scotstoun Stadium, Glasgow",182,222,25,6 Nations,23,A,France,Scotland
1254,2018-02-11,Ireland,21,8,Italy,"Donnybrook, Dublin",159,141,16,6 Nations,13,H,Ireland,Italy
1255,2018-02-23,Scotland,8,43,England,"Scotstoun Stadium, Glasgow",183,259,27,6 Nations,35,A,England,Scotland
1256,2018-02-24,France,57,0,Italy,"Stade Furiani, Corsica",223,142,21,6 Nations,57,H,France,Italy
1257,2018-02-25,Ireland,35,12,Wales,"Donnybrook, Dublin",160,187,25,6 Nations,23,H,Ireland,Wales
1258,2018-02-27,Germany,0,44,Spain,Waterloo,66,130,3,European Championship,44,N,Spain,Germany
1259,2018-02-27,Belgium,12,84,Netherlands,Waterloo,36,119,9,European Championship,72,A,Netherlands,Belgium
1260,2018-03-02,Belgium,5,24,Germany,Waterloo,37,67,5,European Championship,19,A,Germany,Belgium
1261,2018-03-03,Netherlands,7,40,Spain,"Centre Nelson Mandela, Brussels",120,131,8,European Championship,33,N,Spain,Netherlands
1262,2018-03-10,France,18,17,England,"Stade des Alpes, Grenoble",224,260,42,6 Nations,1,H,France,England
1263,2018-03-11,Wales,15,22,Italy,"Principality Stadium, Cardiff",188,143,18,6 Nations,7,A,Italy,Wales
1264,2018-03-11,Ireland,12,15,Scotland,"Donnybrook, Dublin",161,184,27,6 Nations,3,A,Scotland,Ireland
1265,2018-03-16,England,33,11,Ireland,"Ricoh Arena, Coventry",261,162,26,6 Nations,22,H,England,Ireland
1266,2018-03-16,Wales,3,38,France,"Parc Eirias, Colwyn Bay",189,225,24,6 Nations,35,A,France,Wales
1267,2018-03-18,Italy,26,12,Scotland,"Stadio Plebiscito, Padua",144,185,18,6 Nations,14,H,Italy,Scotland
1268,2018-06-02,Singapore,30,5,India,"Queenstown Stadium, Singapore",26,1,1,Asian Championship (Div I),25,H,Singapore,India
1269,2018-06-05,India,5,19,Philippines,"Queenstown Stadium, Singapore",2,6,1,Asian Championship (Div I),14,N,Philippines,India
1270,2018-06-08,Singapore,19,10,Philippines,"Queenstown Stadium, Singapore",27,7,1,Asian Championship (Div I),9,H,Singapore,Philippines
1271,2018-08-18,Australia,11,31,New Zealand,"ANZ Stadium, Sydney",50,93,16,Laurie O'Reilly Memorial Trophy,20,A,New Zealand,Australia
1272,2018-08-25,New Zealand,47,17,Australia,Auckland,94,51,17,Laurie O'Reilly Memorial Trophy,30,H,New Zealand,Australia
1273,2018-10-13,Finland,5,20,Switzerland,"Myllypuro Urheilupuisto, Helsinki",17,17,3,European Trophy,15,A,Switzerland,Finland
1274,2018-10-28,Germany,25,0,Czechia,"Stadion Buschalle, Berlin",68,11,1,Friendly,25,H,Germany,Czechia
1275,2018-11-03,United States,6,67,New Zealand,"Soldier Field, Chicago",114,95,12,Friendly,61,A,New Zealand,United States
1276,2018-11-04,Italy,38,0,Scotland,Calvisano,145,186,19,Friendly,38,H,Italy,Scotland
1277,2018-11-09,England,57,5,United States,"Allianz Park, London",262,115,17,Friendly,52,H,England,United States
1278,2018-11-09,France,0,14,New Zealand,Toulon,226,96,5,Friendly,14,A,New Zealand,France
1279,2018-11-10,Wales,19,5,South Africa,Cardiff Arms Park,190,40,7,Friendly,14,H,Wales,South Africa
1280,2018-11-10,Spain,60,5,Hong Kong,Villajoyosa,132,46,4,Friendly,55,H,Spain,Hong Kong
1281,2018-11-16,Papua New Guinea,45,56,Samoa,"Churchill Park, Lautoka, Fiji",2,24,1,Oceania Championship,11,N,Samoa,Papua New Guinea
1282,2018-11-16,Fiji,53,8,Tonga,"Churchill Park, Lautoka, Fiji",6,3,2,Oceania Championship,45,H,Fiji,Tonga
1283,2018-11-16,Wales,65,0,Hong Kong,Cardiff Arms Park,191,47,2,Friendly,65,H,Wales,Hong Kong
1284,2018-11-17,Switzerland,5,10,Czechia,Yverdon,18,12,5,European Trophy,5,A,Czechia,Switzerland
1285,2018-11-17,France,30,27,New Zealand,Grenoble,227,97,6,Friendly,3,H,France,New Zealand
1286,2018-11-17,Spain,17,5,South Africa,Villajoyosa,133,41,2,Friendly,12,H,Spain,South Africa
1287,2018-11-18,Ireland,10,19,United States,"Donnybrook, Dublin",163,116,7,Friendly,9,A,United States,Ireland
1288,2018-11-18,England,27,19,Canada,"Castle Park, Doncaster",263,129,30,Friendly,8,H,England,Canada
1289,2018-11-20,Samoa,68,7,Tonga,"Churchill Park, Lautoka, Fiji",25,4,2,Oceania Championship,61,N,Samoa,Tonga
1290,2018-11-20,Fiji,96,0,Papua New Guinea,"Churchill Park, Lautoka, Fiji",7,3,2,Oceania Championship,96,H,Fiji,Papua New Guinea
1291,2018-11-24,Papua New Guinea,26,62,Tonga,"Churchill Park, Lautoka, Fiji",4,5,1,Oceania Championship,36,N,Tonga,Papua New Guinea
1292,2018-11-24,Fiji,43,12,Samoa,"Churchill Park, Lautoka, Fiji",8,26,2,Oceania Championship,31,N,Fiji,Samoa
1293,2018-11-24,Wales,21,38,Canada,Cardiff Arms Park,192,130,11,Friendly,17,A,Canada,Wales
1294,2018-11-24,England,37,15,Ireland,Twickenham,264,164,27,Friendly,22,H,England,Ireland
1295,2018-11-25,Italy,35,10,South Africa,"Chersoni Stadium, Prato",146,42,1,Friendly,25,H,Italy,South Africa
1296,2018-11-27,Scotland,25,28,Canada,Scotstoun,187,131,7,Friendly,3,A,Canada,Scotland
1297,2019-01-20,Spain,29,24,Scotland,"Estadio Nacional Complutense, Madrid",134,188,21,Friendly,5,H,Spain,Scotland
1298,2019-02-01,Ireland,7,51,England,Donnybrook,165,265,28,6 Nations,44,A,England,Ireland
1299,2019-02-01,Scotland,7,21,Italy,"Scotstoun Stadium, Glasgow",189,147,20,6 Nations,14,A,Italy,Scotland
1300,2019-02-02,France,52,3,Wales,"Stadium GGL, Montpellier",228,193,25,6 Nations,49,H,France,Wales
1301,2019-02-08,Scotland,5,22,Ireland,"Scotstoun Stadium, Glasgow",190,166,28,6 Nations,17,A,Ireland,Scotland
1302,2019-02-09,Italy,3,3,Wales,"Stadio Via del Mare, Lecce",148,194,19,6 Nations,0,D,Draw,Draw
1303,2019-02-10,England,41,26,France,"Castle Park, Doncaster",266,229,43,6 Nations,15,H,England,France
1304,2019-02-23,Spain,41,0,Russia,"Estadio Nacional Complutense, Madrid",135,47,3,European Championship,41,H,Spain,Russia
1305,2019-02-23,Italy,29,27,Ireland,"Stadio Sergio Lanfranchi, Parma",149,167,17,6 Nations,2,H,Italy,Ireland
1306,2019-02-23,France,41,10,Scotland,"Stadium Metropole, Lille",230,191,26,6 Nations,31,H,France,Scotland
1307,2019-02-24,Wales,12,51,England,Cardiff Arms Park,195,267,36,6 Nations,39,A,England,Wales
1308,2019-02-08,Scotland,15,17,Wales,"Scotstoun Stadium, Glasgow",192,196,31,6 Nations,2,A,Wales,Scotland
1309,2019-03-09,England,55,0,Italy,"Sandy Park, Exeter",268,150,19,6 Nations,55,H,England,Italy
1310,2019-03-09,Netherlands,46,17,Germany,Amsterdam,121,69,18,European Championship,29,H,Netherlands,Germany
1311,2019-03-09,Ireland,17,47,France,"Donnybrook, Dublin",168,231,28,6 Nations,30,A,France,Ireland
1312,2019-03-16,Czechia,15,0,Finland,Prague,13,18,1,European Trophy,15,H,Czechia,Finland
1313,2019-03-16,England,80,0,Scotland,Twickenham,269,193,28,6 Nations,80,H,England,Scotland
1314,2019-03-17,Wales,24,5,Ireland,Cardiff Arms Park,197,169,26,6 Nations,19,H,Wales,Ireland
1315,2019-03-17,Italy,31,12,France,"Stadio Plebiscito, Padua",151,232,22,6 Nations,19,H,Italy,France
1316,2019-03-30,Spain,54,0,Netherlands,"Central University, Madrid",136,122,9,European Championship,54,H,Spain,Netherlands
1317,2019-05-04,Germany,5,20,Russia,Bonn,70,48,2,European Championship,15,A,Russia,Germany
1318,2019-05-24,Fiji,10,29,Hong Kong,"Churchill Park, Lautoka, Fiji",9,48,2,Asia Pacific Championship,19,A,Hong Kong,Fiji
1319,2019-05-28,Hong Kong,12,34,Samoa,"Churchill Park, Lautoka, Fiji",49,27,1,Asia Pacific Championship,22,A,Samoa,Hong Kong
1320,2019-06-01,Fiji,12,15,Samoa,"Churchill Park, Lautoka, Fiji",10,28,3,Asia Pacific Championship,3,A,Samoa,Fiji
1321,2019-06-19,Philippines,32,27,India,Manila,8,3,2,Asia Championship (Div 1),5,H,Philippines,India
1322,2019-06-19,Singapore,7,59,China,Manila,28,10,2,Asia Championship (Div 1),52,N,China,Singapore
1323,2019-06-22,Singapore,19,21,India,Manila,29,4,2,Asia Championship (Div 1),2,N,India,Singapore
1324,2019-06-22,Philippines,0,68,China,Manila,9,11,2,Asia Championship (Div 1),68,A,China,Philippines
1325,2019-06-22,Kenya,44,13,Uganda,Kisumu,21,24,21,Elgon Cup,31,H,Kenya,Uganda
1326,2019-06-28,Canada,20,35,New Zealand,Chula Vista Elite Athlete Training Center,132,98,15,Super Series,15,N,New Zealand,Canada
1327,2019-06-28,United States,5,38,England,Chula Vista Elite Athlete Training Center,117,270,18,Super Series,33,A,England,United States
1328,2019-07-02,Canada,36,19,France,Chula Vista Elite Athlete Training Center,133,233,15,Super Series,17,N,Canada,France
1329,2019-07-02,United States,0,33,New Zealand,Chula Vista Elite Athlete Training Center,118,99,13,Super Series,33,N,New Zealand,United States
1330,2019-07-06,France,25,16,New Zealand,Chula Vista Elite Athlete Training Center,234,100,7,Super Series,9,H,France,New Zealand
1331,2019-07-06,Canada,17,19,England,Chula Vista Elite Athlete Training Center,134,271,31,Super Series,2,N,England,Canada
1332,2019-07-10,United States,20,18,Canada,Chula Vista Elite Athlete Training Center,119,135,35,Super Series,2,N,United States,Canada
1333,2019-07-10,England,20,18,France,Chula Vista Elite Athlete Training Center,272,235,44,Super Series,2,H,England,France
1334,2019-07-13,Zimbabwe,18,19,Zambia,Harare,3,2,2,Friendly,1,A,Zambia,Zimbabwe
1335,2019-07-13,Uganda,5,35,Kenya,Kampala,25,22,22,Elgon Cup,30,A,Kenya,Uganda
1336,2019-07-13,Australia,34,5,Japan,Newcastle Sportsground Number 2,52,51,2,Friendly,29,H,Australia,Japan
1336,2019-07-14,England,13,28,New Zealand,"Torero Stadium, San Diego",273,101,27,Super Series,15,N,New Zealand,England
1337,2019-07-14,United States,14,53,France,"Torero Stadium, San Diego",120,236,13,Super Series,39,A,France,United States
1338,2019-07-19,Australia,46,3,Japan,North Sydney Oval,53,52,3,Friendly,43,H,Australia,Japan
1339,2019-07-31,China,13,8,Kazakhstan,"Jiujiang Stadium, China",12,67,3,Asian Championship qualifier,5,H,China,Kazakhstan
1340,2019-08-03,China,0,15,Kazakhstan,"Jiujiang Stadium, China",13,68,4,Asian Championship qualifier,15,A,Kazakhstan,China
1341,2019-08-09,Kenya,35,5,Madagascar,"Bosman Stadium, Johannesburg",23,1,1,Africa Gold Cup,30,N,Kenya,Madagascar
1342,2019-08-09,South Africa,89,5,Uganda,"Bosman Stadium, Johannesburg",43,26,2,Africa Gold Cup,84,H,South Africa,Uganda
1343,2019-08-10,Australia,10,47,New Zealand,"Optus Stadium, Perth",54,102,18,Laurie O'Reilly Memorial Trophy,37,A,New Zealand,Australia
1344,2019-08-13,Kenya,37,5,Uganda,"Bosman Stadium, Johannesburg",24,27,23,Africa Gold Cup,32,N,Kenya,Uganda
1345,2019-08-13,South Africa,73,0,Madagascar,"Bosman Stadium, Johannesburg",44,2,1,Africa Gold Cup,73,H,South Africa,Madagascar
1346,2019-08-17,New Zealand,37,8,Australia,"Eden Park, Auckland",103,55,19,Laurie O'Reilly Memorial Trophy,29,H,New Zealand,Australia
1347,2019-08-17,Madagascar,15,15,Uganda,"Bosman Stadium, Johannesburg",3,28,1,Africa Gold Cup,0,N,Draw,Draw
1348,2019-08-17,South Africa,37,0,Kenya,"Bosman Stadium, Johannesburg",45,25,1,Africa Gold Cup,37,H,South Africa,Kenya
1349,2019-08-25,Colombia,28,7,Brazil,Medellin,1,2,1,Friendly,21,H,Colombia,Brazil
1350,2019-09-14,Zambia,21,15,Zimbabwe,Lusaka,3,4,3,Friendly,6,H,Zambia,Zimbabwe
1351,2019-09-21,South Africa,12,29,Spain,Port Elizabeth,46,137,3,Friendly,17,A,Spain,South Africa
1352,2019-09-30,South Africa,5,47,Scotland,"City Park Sports Grounds, Cape Town",47,194,3,Friendly,42,A,Scotland,South Africa
1353,2019-10-05,South Africa,15,38,Scotland,"City Park Sports Grounds, Cape Town",48,195,4,Friendly,23,A,Scotland,South Africa
1354,2019-10-12,Finland,5,5,Czechia,"Myllypuro Urheilupuisto, Helsinki",19,14,2,European Trophy,0,D,Draw,Draw
1355,2019-11-02,Sweden,19,7,Finland,Malmö,80,20,3,European Trophy,12,H,Sweden,Finland
1356,2019-11-03,Spain,29,5,Wales,"Estadio Nacional Complutense, Madrid",138,198,10,Friendly,24,H,Spain,Wales
1357,2019-11-09,Czechia,15,5,Switzerland,Brno,15,19,6,European Trophy,10,H,Czechia,Switzerland
1358,2019-11-09,France,10,20,England,Clermont Ferrand,237,274,45,Friendly,10,A,England,France
1359,2019-11-10,Ireland,13,15,Wales,"UCD Bowl, Dublin",170,199,27,Friendly,2,A,Wales,Ireland
1360,2019-11-16,Czechia,17,5,Sweden,Prague,16,81,1,European Trophy,12,H,Czechia,Sweden
1361,2019-11-16,England,17,15,France,Exeter,275,238,46,Friendly,2,H,England,France
1362,2019-11-16,Italy,17,17,Japan,"Stadio Tommaso Fattori, L'Aquila",152,53,3,Friendly,0,D,Draw,Draw
1363,2019-11-17,Scotland,3,17,Wales,Scotstoun,196,200,32,Friendly,14,A,Wales,Scotland
1364,2019-11-18,Samoa,65,12,Papua New Guinea,"Churchill Park, Lautoka, Fiji",29,5,2,Oceania Championship,53,H,Samoa,Papua New Guinea
1365,2019-11-20,United States,0,19,Canada,Chula Vista Elite Athlete Training Center,121,136,36,Friendly,19,A,Canada,United States
1366,2019-11-22,Fiji,26,7,Samoa,"Churchill Park, Lautoka, Fiji",11,30,4,Oceania Championship,19,H,Fiji,Samoa
1367,2019-11-23,England,60,3,Italy,Bedford,276,153,20,Friendly,57,H,England,Italy
1368,2019-11-23,Switzerland,32,0,Finland,Yverdon,20,21,4,Friendly,32,H,Switzerland,Finland
1369,2019-11-24,Scotland,20,24,Japan,Scotstoun,197,54,1,Friendly,4,A,Japan,Scotland
1370,2019-11-24,United States,27,52,Canada,Chula Vista Elite Athlete Training Center,122,137,37,Friendly,25,A,Canada,United States
1371,2019-11-26,Netherlands,12,14,Hong Kong,Amsterdam,123,50,1,Friendly,2,A,Hong Kong,Netherlands
1372,2019-11-30,Fiji,41,13,Samoa,"Churchill Park, Lautoka, Fiji",12,31,5,Friendly,28,H,Fiji,Samoa
1373,2019-11-30,Netherlands,0,18,Hong Kong,Amsterdam,124,51,2,Friendly,18,A,Hong Kong,Netherlands
1374,2020-01-19,Spain,12,36,Scotland,"Juan Rojas, Almeria",139,198,22,Friendly,24,A,Scotland,Spain
1375,2020-02-02,France,13,19,England,"Stade du Hameau, Pau",239,277,47,6 Nations,6,A,England,France
1376,2020-02-02,Wales,15,19,Italy,Cardiff Arms Park,201,154,20,6 Nations,4,A,Italy,Wales
1400,2020-02-02,Ireland,18,14,Scotland,Donnybrook,171,199,29,6 Nations,4,H,Ireland,Scotland
1401,2020-02-08,France,45,10,Italy,"Stade Beaublanc, Limoges",240,155,23,6 Nations,35,H,France,Italy
1402,2020-02-09,Ireland,31,12,Wales,Donnybrook,172,202,28,6 Nations,19,H,Ireland,Wales
1403,2020-02-10,Scotland,0,53,England,Murrayfield,200,278,29,6 Nations,53,A,England,Scotland
1404,2020-02-23,Wales,0,50,France,Cardiff Arms Park,203,241,26,6 Nations,50,A,France,Wales
1405,2020-02-23,England,22,0,Ireland,"Castle Park, Doncaster",279,173,29,6 Nations,22,H,England,Ireland
1406,2020-03-01,Papua New Guinea,24,36,Tonga,"Bava Park Ground, Port Moresby",6,6,2,World Cup qualifier,12,A,Tonga,Papua New Guinea
1407,2020-03-07,Netherlands,21,27,Russia,Amsterdam,125,49,6,European Championship,6,A,Russia,Netherlands
1408,2020-03-07,England,66,7,Wales,Twickenham Stoop,280,204,37,6 Nations,59,H,England,Wales
1409,2020-03-07,Colombia,23,19,Brazil,"Estadio Cincuentenario, Medellin",2,3,2,South American Championship,4,H,Colombia,Brazil
1410,2020-03-08,Guatemala,50,5,El Salvador,"Parque Erick Barrondo, Guatemala City",1,1,1,Friendly,45,H,Guatemala,El Salvador
1411,2020-10-24,Ireland,21,7,Italy,Donnybrook,174,156,18,6 Nations,14,H,Ireland,Italy
1412,2020-10-25,Scotland,13,13,France,Scotstoun,201,242,27,6 Nations,0,D,Draw,Draw
1413,2020-11-01,Italy,0,54,England,"Stadio Plebiscito, Padova",157,281,21,6 Nations,54,A,England,Italy
1414,2020-11-14,Samoa,40,0,Tonga,Auckland,32,7,3,World Cup qualifier,40,N,Samoa,Tonga
1415,2020-11-14,France,10,33,England,Grenoble,243,282,48,Friendly,23,A,England,France
1416,2020-11-21,England,25,23,France,Twickenham,283,244,49,Friendly,2,H,England,France
1417,2021-02-20,Spain,56,7,Russia,"Estadio Pedro Escartín, Guadalajara",140,50,4,European Championship,49,H,Spain,Russia
1418,2021-02-27,Spain,87,0,Netherlands,"Estadio Pedro Escartín, Guadalajara",141,126,10,European Championship,87,H,Spain,Netherlands
1419,2021-04-03,England,52,10,Scotland,"Castle Park, Doncaster",284,202,30,6 Nations,42,H,England,Scotland
1420,2021-04-03,France,53,0,Wales,"Stade de la Rabine, Vannes",245,205,27,6 Nations,53,H,France,Wales
1421,2021-04-10,Italy,3,67,England,Parma,158,285,22,6 Nations,64,A,England,Italy
1422,2021-04-10,Wales,0,43,Ireland,Cardiff Arms Park,206,175,29,6 Nations,43,A,Ireland,Wales
1423,2021-04-17,Ireland,15,56,France,"Donnybrook, Dublin",176,246,29,6 Nations,41,A,France,Ireland
1424,2021-04-17,Scotland,20,41,Italy,"Scotstoun Stadium, Glasgow",203,159,21,6 Nations,21,A,Italy,Scotland
1425,2021-04-24,Ireland,25,5,Italy,"Donnybrook, Dublin",177,160,19,6 Nations,20,H,Ireland,Italy
1426,2021-04-24,England,10,6,France,Twickenham Stoop,286,247,50,6 Nations,4,H,England,France
1427,2021-04-24,Scotland,27,20,Wales,"Scotstoun Stadium, Glasgow",204,207,33,6 Nations,7,H,Scotland,Wales
1428,2021-04-30,France,15,17,England,Lille,248,287,51,Friendly,2,A,England,France
1429,2021-06-09,Burkina Faso,0,37,Cameroon,Ouagadougou,1,1,1,Africa Cup,37,A,Cameroon,Burkina Faso
1430,2021-06-12,Burkina Faso,3,35,Cameroon,Ouagadougou,2,2,2,Africa Cup,32,A,Cameroon,Burkina Faso
1431,2021-07-03,Kenya,15,27,Madagascar,Nairobi,26,4,2,Africa Cup,12,A,Madagascar,Kenya
1432,2021-07-11,Kenya,0,10,Madagascar,Nairobi,27,5,3,Africa Cup,10,A,Madagascar,Kenya
1433,2021-07-14,Uganda,41,0,Zimbabwe,Kampala,29,5,1,Africa Cup,41,H,Uganda,Zimbabwe
1434,2021-07-18,Uganda,34,3,Zimbabwe,Kampala,30,6,2,Africa Cup,31,H,Uganda,Zimbabwe
1435,2021-08-12,South Africa,66,0,Kenya,Stellenbosch,49,28,2,Friendly,66,H,South Africa,Kenya
1435,2021-08-12,South Africa,29,22,Kenya,Stellenbosch,50,29,3,Friendly,7,H,South Africa,Kenya
1436,2021-08-25,Kenya,15,16,Colombia,Nairobi,30,3,1,World Cup qualifier,1,A,Colombia,Kenya
1437,2021-09-13,Italy,38,13,Scotland,Parma,161,205,22,World Cup qualifier,25,H,Italy,Scotland
1438,2021-09-13,Ireland,7,8,Spain,Parma,178,142,10,World Cup qualifier,1,N,Spain,Ireland
1440,2021-09-20,Scotland,27,22,Spain,Parma,206,143,23,World Cup qualifier,5,N,Scotland,Spain
1441,2021-09-20,Italy,7,15,Ireland,Parma,162,179,20,World Cup qualifier,8,A,Ireland,Italy
1442,2021-09-25,Italy,34,10,Spain,Parma,163,144,15,World Cup qualifier,24,H,Italy,Spain
1443,2021-09-25,Ireland,18,20,Scotland,Parma,180,207,30,World Cup qualifier,2,N,Scotland,Ireland
1444,2021-10-09,Tunisia,14,3,Senegal,Tunis,1,1,1,Africa Cup,11,H,Tunisia,Senegal
1445,2021-10-13,Cote d'Ivoire,4,45,Senegal,Tunis,1,2,1,Africa Cup,41,N,Senegal,Cote d'Ivoire
1446,2021-10-16,Finland,10,24,Sweden,"Myllypuro, Helsinki",22,82,4,European Trophy,14,A,Sweden,Finland
1447,2021-10-17,Tunisia,61,0,Cote d'Ivoire,Tunis,2,2,1,Africa Cup,61,H,Tunisia,Cote d'Ivoire
1448,2021-10-30,Sweden,31,12,Czechia,Norrköping,83,17,2,European Trophy,19,H,Sweden,Czechia
1449,2021-10-31,England,43,12,New Zealand,"Sandy Park, Exeter",288,104,28,Friendly,31,H,England,New Zealand
1450,2021-11-01,United States,9,15,Canada,"Glendale, Colorado",123,138,38,Pacific 4s,6,A,Canada,United States
1451,2021-11-05,United States,13,26,Canada,"Glendale, Colorado",124,139,39,Pacific 4s,13,A,Canada,United States
1452,2021-11-06,Czechia,39,12,Finland,"Tatra Smichov, Prague",18,23,3,European Trophy,27,H,Czechia,Finland
1453,2021-11-06,France,46,3,South Africa,"Stade de la Rabine, Vannes",249,51,4,Friendly,43,H,France,South Africa
1454,2021-11-07,England,56,15,New Zealand,Northampton,289,105,29,Friendly,41,H,England,New Zealand
1455,2021-11-07,Wales,23,5,Japan,Cardiff Arms Park,208,55,2,Friendly,18,H,Wales,Japan
1456,2021-11-12,Ireland,20,10,United States,"RDS, Dublin",181,125,8,Friendly,10,H,Ireland,United States
1457,2021-11-13,Switzerland,0,27,Czechia,Nyon,21,19,7,European Trophy,27,A,Czechia,Switzerland
1458,2021-11-13,Wales,29,19,South Africa,Cardiff Arms Park,209,52,8,Friendly,10,H,Wales,South Africa
1459,2021-11-13,France,38,13,New Zealand,Pau,250,106,8,Friendly,25,H,France,New Zealand
1460,2021-11-13,Namibia,5,75,Zambia,"Hage Geingob, Windhoek",2,4,1,Africa Cup,70,A,Zambia,Namibia
1461,2021-11-14,England,51,12,Canada,Twickemham Stoop,290,140,32,Friendly,39,H,England,Canada
1462,2021-11-14,Scotland,36,12,Japan,"Dam Health Stadium, Edinburgh",208,56,2,Friendly,24,H,Scotland,Japan
1463,2021-11-20,France,29,7,New Zealand,Castres,251,107,9,Friendly,22,H,France,New Zealand
1464,2021-11-20,Ireland,15,12,Japan,"RDS, Dublin",182,57,5,Friendly,3,H,Ireland,Japan
1465,2021-11-21,England,89,0,United States,"Sixways, Worcester",291,126,19,Friendly,89,H,England,United States
1466,2021-11-21,Wales,7,24,Canada,Cardiff Arms Park,210,141,12,Friendly,17,A,Canada,Wales
1467,2021-11-22,Portugal,10,8,Belgium,"Jamor Stadium, Lisbon",2,38,1,European Trophy B,2,H,Portugal,Belgium
1468,2022-02-19,Colombia,18,10,Kazakhstan,"7s Stadium, Dubai",4,69,1,World Cup qualifier,8,H,Colombia,Kazakhstan
1469,2022-02-19,Netherlands,0,69,Spain,Amsterdam,127,145,11,European Championship,69,A,Spain,Netherlands
1470,2022-02-25,Colombia,3,59,Scotland,Dubai,5,209,1,World Cup qualifier,56,A,Scotland,Colombia
1471,2022-02-26,Spain,27,0,Russia,Campo de Rugby de Las Terrazas,146,51,5,European Championship,27,H,Spain,Russia
1472,2022-03-12,Switzerland,0,48,Sweden,"Plan les Ouates, Geneva",22,84,1,European Trophy,48,A,Sweden,Switzerland
1473,2022-03-26,Scotland,5,57,England,"Dam Health Stadium, Edinburgh",210,292,31,6 Nations,52,A,England,Scotland
1474,2022-03-26,Ireland,19,27,Wales,"RDS, Dublin",183,211,30,6 Nations,8,A,Wales,Ireland
1476,2022-03-27,France,39,6,Italy,"Stade des Alpes, Grenoble",252,164,24,6 Nations,33,H,France,Italy
1477,2022-04-02,France,40,5,Ireland,"Stade Ernest-Wallon, Toulouse",253,184,30,6 Nations,35,H,France,Ireland
1478,2022-04-02,Wales,24,19,Scotland,Cardiff Arms Park,212,211,34,6 Nations,5,H,Wales,Scotland
1479,2022-02-03,Italy,0,74,England,Parma,165,293,23,6 Nations,74,A,England,Italy
1480,2022-04-09,England,58,5,Wales,"Kingsholm, Gloucester",294,213,38,6 Nations,53,H,England,Wales
1481,2022-04-10,Scotland,8,28,France,"Scotstoun, Glasgow",212,254,28,6 Nations,20,A,France,Scotland
1482,2022-04-10,Ireland,29,8,Italy,"Musgrove Park, Cork",185,166,21,6 Nations,21,H,Ireland,Italy
1483,2022-04-23,Wales,5,33,France,Cardiff Arms Park,214,255,28,6 Nations,28,A,France,Wales
1484,2022-04-24,Italy,20,13,Scotland,Parma,167,213,23,6 Nations,7,H,Italy,Scotland
1485,2022-04-25,England,69,0,Ireland,Leicester,295,186,30,6 Nations,69,H,England,Ireland
