repair_id,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,estimated_year_of_production,repaired,repairability
0195_2024_0427_1576,2024-04-27,195,Ochtrup DE,DE,Flashlight / electric torch,Household appliances electric,Aqua Signal,NA,no,10
0195_2024_0727_1675,2024-07-27,195,Ochtrup DE,DE,Dvd / cd player,Display and sound equipment,Yamaha,NA,yes,3
0195_2025_0807_1665,2025-08-07,195,Ochtrup DE,DE,Blood pressure monitor,Other,Aponorm,NA,no,10
0195_2025_0807_1673,2025-08-07,195,Ochtrup DE,DE,Electric drill / Power drill,Tools electric,Makita,NA,yes,3
0195_2025_0803_1670,2025-08-03,195,Ochtrup DE,DE,Video player / recorder,Display and sound equipment,Funai,NA,yes,1
0195_2025_0803_1669,2025-08-03,195,Ochtrup DE,DE,Handheld vacuum cleaner,Household appliances electric,Tchibo,NA,no,5
0195_2025_0803_1668,2025-08-03,195,Ochtrup DE,DE,Toy boat,Toys electric,Unknown/n.a.,NA,yes,8
0195_2025_0803_1667,2025-08-03,195,Ochtrup DE,DE,Steam iron / Steam ironing station,Household appliances electric,Philips,NA,yes,4
0195_2025_0721_1664,2025-07-21,195,Ochtrup DE,DE,Extension cord,Other,Unknown/n.a.,NA,yes,4
0195_2025_0721_1663,2025-07-21,195,Ochtrup DE,DE,Vacuum cleaner,Household appliances electric,Miele,NA,yes,2
0195_2025_0721_1662,2025-07-21,195,Ochtrup DE,DE,Wall clock,Clocks / alarm clocks,Unknown/n.a.,NA,yes,3
0195_2025_0721_1661,2025-07-21,195,Ochtrup DE,DE,Suitcase,Other,Unknown/n.a.,NA,no,5
0195_2024_0817_1659,2024-08-17,195,Ochtrup DE,DE,Rotary laundry dryer,Household appliances non-electric,Leifheit,NA,yes,2
0195_2024_0817_1658,2024-08-17,195,Ochtrup DE,DE,Mixer / Blender,Household appliances electric,Krups,NA,no,5
0195_2024_0817_1656,2024-08-17,195,Ochtrup DE,DE,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,NA,yes,5
0195_2024_0817_1655,2024-08-17,195,Ochtrup DE,DE,Handheld vacuum cleaner,Household appliances electric,Samsung,NA,yes,2
0195_2024_0817_1653,2024-08-17,195,Ochtrup DE,DE,Steam iron / Steam ironing station,Household appliances electric,AEG-Telefunken,NA,yes,3
0595_2025_0705_2403,2025-07-05,595,Ashington,GB,Electric hedge trimmer,Tools electric,Unknown/n.a.,NA,yes,4
0595_2025_0705_2400,2025-07-05,595,Ashington,GB,Laptop,Computer equipment / phones,Unknown/n.a.,NA,yes,8
0595_2025_0705_2399,2025-07-05,595,Ashington,GB,Table lamp,Household appliances electric,Cobolt,NA,yes,10
0595_2025_0705_2397,2025-07-05,595,Ashington,GB,Alarm clock radio,Clocks / alarm clocks,Roberts,NA,yes,9
0595_2025_0705_2396,2025-07-05,595,Ashington,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,10
0506_2025_0719_006,2025-07-19,506,Hadleigh,GB,CD player / recorder,Display and sound equipment,Bose,2000,no,1
0506_2025_0719_005,2025-07-19,506,Hadleigh,GB,Radio / CD player,Display and sound equipment,Technics,2000,no,1
0506_2025_0719_003,2025-07-19,506,Hadleigh,GB,Cassette deck,Display and sound equipment,Technics,1998,half,9
0506_2025_0719_002,2025-07-19,506,Hadleigh,GB,Turntable / record player,Display and sound equipment,Sony,2000,half,3
0506_2025_0719_001,2025-07-19,506,Hadleigh,GB,Milk frother,Household appliances electric,Dualit,2022,no,3
0506_2025_0315_025,2025-03-15,506,Hadleigh,GB,Model boat,Other,Unknown/n.a.,1920,yes,1
0833_2025_0714_1200,2025-07-14,833,Ootmarsum,NL,Figurine,Other,Unknown/n.a.,1999,yes,6
0833_2025_0512_1158,2025-05-12,833,Ootmarsum,NL,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,2005,no,3
0664_2025_0426_073,2025-04-26,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,7
0664_2025_0426_072,2025-04-26,664,Montreal,CA,Sewing machine,Household appliances electric,Elna,1952,yes,NA
0664_2025_0426_071,2025-04-26,664,Montreal,CA,Table lamp,Household appliances electric,Unknown/n.a.,NA,yes,9
0664_2025_0426_070,2025-04-26,664,Montreal,CA,Computer mouse,Computer equipment / phones,Microsoft,NA,yes,NA
0664_2025_0426_069,2025-04-26,664,Montreal,CA,Mélangeur à main,Household appliances electric,Unknown/n.a.,NA,yes,10
0664_2025_0426_068,2025-04-26,664,Montreal,CA,Cafetiere,Household appliances non-electric,Unknown/n.a.,NA,yes,NA
0664_2025_0426_067,2025-04-26,664,Montreal,CA,Massage equipment / Massager,Household appliances electric,Legiral,NA,no,NA
0664_2025_0426_065,2025-04-26,664,Montreal,CA,Rice cooker,Household appliances electric,Ricardo,NA,yes,8
0664_2025_0426_064,2025-04-26,664,Montreal,CA,Christmas lights,Other,Unknown/n.a.,NA,yes,3
0664_2025_0426_063,2025-04-26,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0664_2025_0426_062,2025-04-26,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,NA
0664_2025_0426_061,2025-04-26,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,7
0664_2025_0426_060,2025-04-26,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,10
0664_2025_0426_059,2025-04-26,664,Montreal,CA,Shirt (dress shirt),Textile,Unknown/n.a.,NA,yes,6
0664_2025_0426_058,2025-04-26,664,Montreal,CA,Fan,Household appliances electric,Unknown/n.a.,NA,no,NA
0664_2025_0426_057,2025-04-26,664,Montreal,CA,Radio,Display and sound equipment,Durabrand,NA,no,3
0664_2025_0426_056,2025-04-26,664,Montreal,CA,Toaster oven,Household appliances electric,Emeril,NA,yes,NA
0664_2025_0426_055,2025-04-26,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,10
0664_2025_0426_054,2025-04-26,664,Montreal,CA,Dress,Textile,Unknown/n.a.,NA,yes,10
0664_2025_0426_053,2025-04-26,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,8
0664_2025_0426_052,2025-04-26,664,Montreal,CA,Vacuum cleaner,Household appliances electric,Ridgid,NA,yes,10
0664_2025_0426_051,2025-04-26,664,Montreal,CA,Magnifier with light,Household appliances electric,Optelec,NA,no,NA
0664_2025_0426_050,2025-04-26,664,Montreal,CA,Ladyshave,Household appliances electric,Philips,NA,no,NA
0664_2025_0426_049,2025-04-26,664,Montreal,CA,Shorts,Textile,Unknown/n.a.,NA,yes,10
0664_2025_0426_048,2025-04-26,664,Montreal,CA,Earphones,Computer equipment / phones,Beats by Dre,NA,yes,10
0664_2025_0426_047,2025-04-26,664,Montreal,CA,Dehumidifier,Household appliances electric,Hysure,NA,yes,NA
0664_2025_0426_045,2025-04-26,664,Montreal,CA,Food processor,Household appliances electric,Kitchen Aid,NA,no,NA
0664_2025_0426_044,2025-04-26,664,Montreal,CA,Coffee grinder,Household appliances electric,Krups,NA,yes,NA
0664_2025_0426_043,2025-04-26,664,Montreal,CA,Food processor,Household appliances electric,Kenwood,NA,half,8
0664_2025_0426_041,2025-04-26,664,Montreal,CA,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,1970,yes,8
0664_2025_0426_038,2025-04-26,664,Montreal,CA,Coffee grinder,Household appliances electric,Bodum,NA,yes,5
0664_2025_0426_036,2025-04-26,664,Montreal,CA,Iron,Household appliances electric,Unknown/n.a.,NA,no,NA
0664_2025_0426_035,2025-04-26,664,Montreal,CA,Coffee maker,Household appliances electric,Bodum,NA,no,NA
0664_2025_0426_033,2025-04-26,664,Montreal,CA,Alarm clock radio,Clocks / alarm clocks,Philips,NA,yes,NA
0664_2025_0426_031,2025-04-26,664,Montreal,CA,Speaker,Display and sound equipment,Tribit,NA,no,NA
0664_2025_0426_029,2025-04-26,664,Montreal,CA,Toaster,Household appliances electric,Breville,NA,yes,7
0664_2025_0426_028,2025-04-26,664,Montreal,CA,Air fryer,Household appliances electric,Paderno,NA,yes,5
0664_2025_0426_027,2025-04-26,664,Montreal,CA,Hob,Household appliances electric,Salton,NA,yes,NA
0664_2025_0426_026,2025-04-26,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,NA,yes,7
0401_2025_0719_061,2025-07-19,401,Stokesley and villages,GB,Wall clock,Clocks / alarm clocks,Unknown/n.a.,1930,half,5
0401_2025_0719_060,2025-07-19,401,Stokesley and villages,GB,Wall clock,Clocks / alarm clocks,Unknown/n.a.,NA,no,7
0401_2025_0719_059,2025-07-19,401,Stokesley and villages,GB,Mantle clock,Clocks / alarm clocks,Smiths,1930,yes,7
0401_2025_0719_058,2025-07-19,401,Stokesley and villages,GB,Chair,Furniture,Unknown/n.a.,NA,yes,9
0401_2025_0719_057,2025-07-19,401,Stokesley and villages,GB,Picture frame / Photo frame,Other,Unknown/n.a.,NA,yes,10
0401_2025_0719_056,2025-07-19,401,Stokesley and villages,GB,Mirror,Other,Unknown/n.a.,NA,yes,10
0401_2025_0719_055,2025-07-19,401,Stokesley and villages,GB,Chainsaw,Tools electric,Clarke,2015,half,10
0401_2025_0719_054,2025-07-19,401,Stokesley and villages,GB,Ceramics / glass object,Other,Unknown/n.a.,1980,yes,10
0401_2025_0719_052,2025-07-19,401,Stokesley and villages,GB,Coffee maker,Household appliances electric,Dolce gusto,2018,yes,10
0401_2025_0719_051,2025-07-19,401,Stokesley and villages,GB,Headphones,Display and sound equipment,Sony,2015,yes,10
0401_2025_0719_049,2025-07-19,401,Stokesley and villages,GB,Ceramics / glass object,Other,Sainsbury’s,2015,yes,7
0401_2025_0719_048,2025-07-19,401,Stokesley and villages,GB,Printer / scanner,Computer equipment / phones,Canon,2012,yes,8
0401_2025_0719_046,2025-07-19,401,Stokesley and villages,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_045,2025-07-19,401,Stokesley and villages,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_044,2025-07-19,401,Stokesley and villages,GB,Loppers / Tree lopper,Tools non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_043,2025-07-19,401,Stokesley and villages,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_042,2025-07-19,401,Stokesley and villages,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_041,2025-07-19,401,Stokesley and villages,GB,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_040,2025-07-19,401,Stokesley and villages,GB,Lawn edge cutter,Tools non-electric,Unknown/n.a.,NA,yes,8
0401_2025_0719_039,2025-07-19,401,Stokesley and villages,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,8
0401_2025_0719_038,2025-07-19,401,Stokesley and villages,GB,Loppers / Tree lopper,Tools non-electric,Unknown/n.a.,NA,yes,8
0401_2025_0719_037,2025-07-19,401,Stokesley and villages,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Wilkinson,NA,yes,9
0401_2025_0719_036,2025-07-19,401,Stokesley and villages,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_035,2025-07-19,401,Stokesley and villages,GB,Grass shears,Tools non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_034,2025-07-19,401,Stokesley and villages,GB,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_033,2025-07-19,401,Stokesley and villages,GB,Loppers / Tree lopper,Tools non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_032,2025-07-19,401,Stokesley and villages,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_031,2025-07-19,401,Stokesley and villages,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,NA,yes,9
0401_2025_0719_030,2025-07-19,401,Stokesley and villages,GB,Grass shears,Tools non-electric,Unknown/n.a.,1990,yes,9
0401_2025_0719_029,2025-07-19,401,Stokesley and villages,GB,Grass shears,Tools non-electric,Unknown/n.a.,1950,yes,9
0401_2025_0719_028,2025-07-19,401,Stokesley and villages,GB,Grass shears,Tools non-electric,Unknown/n.a.,1960,yes,9
0401_2025_0719_027,2025-07-19,401,Stokesley and villages,GB,Jacket / Blazer,Textile,Berghaus,2020,yes,5
0401_2025_0719_026,2025-07-19,401,Stokesley and villages,GB,Wooden carving,Other,Unknown/n.a.,NA,no,10
0401_2025_0719_025,2025-07-19,401,Stokesley and villages,GB,Jacket / Blazer,Textile,Unknown/n.a.,NA,yes,10
0401_2025_0719_024,2025-07-19,401,Stokesley and villages,GB,Jeans,Textile,Unknown/n.a.,NA,yes,10
0828_2025_0720_030,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,1960,yes,NA
0828_2025_0720_029,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Unknown/n.a.,1950,no,NA
0828_2025_0720_028,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Brother,NA,yes,9
0828_2025_0720_027,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,White,1965,half,5
0828_2025_0720_026,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,2021,half,5
0828_2025_0720_025,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,NA,half,NA
0828_2025_0720_024,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,1950,yes,NA
0828_2025_0720_023,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Juki,2023,yes,10
0828_2025_0720_022,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,2023,half,10
0828_2025_0720_021,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Kenmore,NA,half,1
0828_2025_0720_020,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Janome,NA,half,NA
0828_2025_0720_019,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Unknown/n.a.,1972,half,NA
0828_2025_0720_018,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Kenmore,1990,half,7
0828_2025_0720_017,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Kenmore,1995,no,NA
0828_2025_0720_016,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Kenmore,1970,half,5
0828_2025_0720_015,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Bernina,NA,yes,NA
0828_2025_0720_014,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,1960,half,5
0828_2025_0720_013,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Unknown/n.a.,NA,half,NA
0828_2025_0720_012,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Pfaff,NA,yes,10
0828_2025_0720_011,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Brother,2018,yes,NA
0828_2025_0720_010,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,2009,yes,10
0828_2025_0720_009,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,2005,half,NA
0828_2025_0720_008,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,1934,half,2
0894_2024_0301_001,2024-03-01,894,Don Bosco 's-Heerenhoek,NL,Tablet,Computer equipment / phones,Unknown/n.a.,2016,no,6
0894_2024_0223_003,2024-02-23,894,Don Bosco 's-Heerenhoek,NL,Griddle,Household appliances electric,Unknown/n.a.,2010,yes,5
0894_2024_0223_002,2024-02-23,894,Don Bosco 's-Heerenhoek,NL,Radio,Display and sound equipment,Unknown/n.a.,2014,yes,6
0828_2025_0720_007,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,1990,half,NA
0894_2024_0126_003,2024-01-26,894,Don Bosco 's-Heerenhoek,NL,Stick mixer / Hand blender,Household appliances electric,Unknown/n.a.,2015,yes,6
0894_2024_0126_002,2024-01-26,894,Don Bosco 's-Heerenhoek,NL,Wall clock,Clocks / alarm clocks,Unknown/n.a.,1980,yes,6
0894_2024_0126_001,2024-01-26,894,Don Bosco 's-Heerenhoek,NL,Vacuum cleaner,Household appliances electric,Unknown/n.a.,2015,yes,5
0894_2024_0119_004,2024-01-19,894,Don Bosco 's-Heerenhoek,NL,Coffee maker,Household appliances electric,Unknown/n.a.,2015,yes,4
0828_2025_0720_006,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Brother,2010,no,7
0894_2024_0119_003,2024-01-19,894,Don Bosco 's-Heerenhoek,NL,Camping lamp,Household appliances non-electric,Unknown/n.a.,2014,yes,6
0894_2023_0112_002,2024-01-12,894,Don Bosco 's-Heerenhoek,NL,Tape measure,Tools non-electric,Unknown/n.a.,2015,yes,6
0894_2023_0112_001,2024-01-12,894,Don Bosco 's-Heerenhoek,NL,Electric drill / Power drill,Tools electric,Makita,2010,yes,4
0195_2024_0810_1651,2024-08-10,195,Ochtrup DE,DE,Vacuum cleaner,Household appliances electric,Miele,NA,yes,3
0894_2023_0119_002,2024-01-19,894,Don Bosco 's-Heerenhoek,NL,Coffee maker,Household appliances electric,Unknown/n.a.,2010,yes,5
0195_2024_0810_1650,2024-08-10,195,Ochtrup DE,DE,Vacuum cleaner,Household appliances electric,Vorwerk,NA,yes,2
0894_2023_0119_001,2024-01-19,894,Don Bosco 's-Heerenhoek,NL,Keyboard,Computer equipment / phones,HP,2005,yes,6
0828_2025_0720_005,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Brother,2005,half,1
0195_2024_0518_1649,2024-05-18,195,Ochtrup DE,DE,Car key,Computer equipment / phones,Unknown/n.a.,NA,yes,3
0195_2024_0818_1548,2024-08-18,195,Ochtrup DE,DE,Vacuum cleaner,Household appliances electric,Siemens,NA,yes,10
0195_2024_0814_1648,2024-08-14,195,Ochtrup DE,DE,Garden vacuum,Tools electric,Florabest,NA,yes,5
0828_2025_0720_004,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,1970,yes,10
0828_2025_0720_003,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Kenmore,1900,half,NA
0195_2024_0814_1645,2024-08-14,195,Ochtrup DE,DE,Fan,Household appliances electric,SMC,NA,yes,3
0195_2024_0608_1644,2024-06-08,195,Ochtrup DE,DE,Toy car,Toys electric,Unknown/n.a.,NA,yes,2
0828_2025_0720_002,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,2021,half,10
0195_2024_0817_1640,2024-08-17,195,Ochtrup DE,DE,Printer,Computer equipment / phones,HP,NA,yes,2
0195_2024_0622_1639,2024-06-22,195,Ochtrup DE,DE,Cable reel,Tools electric,Unknown/n.a.,NA,yes,4
0195_2024_0622_1638,2024-06-22,195,Ochtrup DE,DE,Meat slicer,Household appliances electric,Graef,NA,yes,3
0195_2024_0622_1637,2024-06-22,195,Ochtrup DE,DE,Window vacuum cleaner,Household appliances electric,Leifheit,NA,yes,3
0195_2024_0622_1636,2024-06-22,195,Ochtrup DE,DE,Electric heater / radiator,Household appliances electric,Severin,NA,no,9
0195_2024_0601_1627,2024-06-01,195,Ochtrup DE,DE,HIFI-Anlage,Display and sound equipment,Schneider,NA,yes,5
0828_2025_0720_001,2025-07-20,828,Richmond VA,US,Sewing machine,Household appliances electric,Singer,1970,no,NA
0195_2024_0620_1633,2024-06-20,195,Ochtrup DE,DE,Table lamp,Household appliances electric,Ikea,NA,yes,9
0195_2024_0619_1632,2024-06-19,195,Ochtrup DE,DE,Suitcase radio,Display and sound equipment,Siemens,NA,yes,8
0195_2024_0622_1631,2024-06-22,195,Ochtrup DE,DE,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,NA,yes,10
0195_2024_0615_1629,2024-06-15,195,Ochtrup DE,DE,Radio / CD player,Display and sound equipment,Sony,NA,no,8
0195_2024_0620_1628,2024-06-20,195,Ochtrup DE,DE,Bracelet,Jewelry,Unknown/n.a.,NA,yes,8
0195_2024_0731_1627,2024-07-31,195,Ochtrup DE,DE,Mixer / Blender,Household appliances electric,WMF,NA,yes,7
0195_2024_0715_1626,2024-07-15,195,Ochtrup DE,DE,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,NA,yes,7
0195_2024_0806_1624,2024-08-06,195,Ochtrup DE,DE,Steam iron / Steam ironing station,Household appliances electric,AEG,NA,no,5
0195_2024_0806_1623,2024-08-06,195,Ochtrup DE,DE,Spade / Shovel,Tools non-electric,Unknown/n.a.,NA,yes,8
0195_2024_0806_1622,2024-08-06,195,Ochtrup DE,DE,Compressor,Tools electric,Güde,NA,yes,9
0195_2024_0720_1621,2024-07-20,195,Ochtrup DE,DE,Pet clipper,Household appliances electric,Hauptner,NA,no,5
0195_2024_0907_1620,2024-09-07,195,Ochtrup DE,DE,Toy car,Toys electric,Unknown/n.a.,NA,yes,9
0195_2024_0601_1618,2024-06-01,195,Ochtrup DE,DE,Electric drill / Power drill,Tools electric,Hilti,NA,yes,5
0195_2024_0601_1616,2024-06-01,195,Ochtrup DE,DE,Stereoset / music centre,Display and sound equipment,Schneider,NA,yes,9
0195_2024_0601_1615,2024-06-01,195,Ochtrup DE,DE,Hair straightener / Hot brush,Household appliances electric,Remington,NA,no,8
0195_2024_0608_1614,2024-06-08,195,Ochtrup DE,DE,Spade / Shovel,Tools non-electric,Unknown/n.a.,NA,yes,5
0195_2024_0612_1613,2024-06-12,195,Ochtrup DE,DE,Hand drill,Tools electric,DeWalt,NA,no,8
0195_2024_0601_1612,2024-06-01,195,Ochtrup DE,DE,Alarm clock radio,Clocks / alarm clocks,Lifetec,NA,yes,8
0195_2024_0601_1611,2024-06-01,195,Ochtrup DE,DE,Pizza oven,Household appliances electric,Rossmann,NA,yes,9
0195_2024_0625_1609,2024-06-25,195,Ochtrup DE,DE,Garden vacuum,Tools electric,Bosch,NA,yes,8
0195_2024_0625_1608,2024-06-25,195,Ochtrup DE,DE,Hand circular saw,Tools electric,Redeye,NA,yes,8
0195_2024_0625_1607,2024-06-25,195,Ochtrup DE,DE,Handheld vacuum cleaner,Household appliances electric,Unknown/n.a.,NA,no,7
0195_2024_0601_1606,2024-06-01,195,Ochtrup DE,DE,Steam cleaner,Household appliances electric,Kärcher,NA,yes,9
0195_2024_0525_1605,2024-05-25,195,Ochtrup DE,DE,Floor lamp / Standard lamp,Household appliances electric,Holtkötter,NA,yes,10
0195_2024_0525_1603,2024-05-25,195,Ochtrup DE,DE,Steam iron / Steam ironing station,Household appliances electric,Tefal,NA,yes,9
0195_2024_0529_1602,2024-05-29,195,Ochtrup DE,DE,Sieve / strainer,Household appliances non-electric,Unknown/n.a.,NA,yes,10
0195_2024_0529_1601,2024-05-29,195,Ochtrup DE,DE,Alarm clock radio,Clocks / alarm clocks,Lifetec,NA,yes,8
0195_2024_0529_1600,2024-05-29,195,Ochtrup DE,DE,Speaker,Display and sound equipment,OUNA,NA,yes,8
0195_2024_0529_1599,2024-05-29,195,Ochtrup DE,DE,HIFI-Anlage,Display and sound equipment,Schneider,NA,yes,9
0195_2024_0529_1598,2024-05-29,195,Ochtrup DE,DE,Angle grinder / Disc cutter,Tools electric,Flex,NA,yes,9
0195_2024_0522_1596,2024-05-22,195,Ochtrup DE,DE,Paper shredder,Household appliances electric,GEHA,NA,yes,8
0195_2024_0605_1592,2024-06-05,195,Ochtrup DE,DE,Vacuum cleaner,Household appliances electric,Miele,NA,yes,8
0195_2024_0518_001,2024-05-18,195,Ochtrup DE,DE,Cool box,Household appliances electric,ConnaBride,NA,no,9
0195_2024_0518_1587,2024-05-18,195,Ochtrup DE,DE,Steam cleaner,Household appliances electric,Kärcher,NA,yes,9
0195_2024_0529_1585,2024-05-29,195,Ochtrup DE,DE,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,NA,yes,8
