date,fixed_rate_30_yr,fees_and_pts_30_yr,fixed_rate_15_yr,fees_and_pts_15_yr,adjustable_rate_5_1_hybrid,fees_and_pts_5_1_hybrid,adjustable_margin_5_1_hybrid,spread_30_yr_fixed_and_5_1_adjustable
2010-05-06,5,0.7,4.36,0.7,3.97,0.7,2.74,NA
2010-05-13,4.93,0.7,4.3,0.6,3.95,0.6,2.74,NA
2010-05-20,4.84,0.7,4.24,0.7,3.91,0.6,2.74,NA
2010-05-27,4.78,0.7,4.21,0.7,3.97,0.7,2.75,NA
2010-06-03,4.79,0.8,4.2,0.7,3.94,0.7,2.74,NA
2010-06-10,4.72,0.7,4.17,0.7,3.92,0.7,2.75,NA
2010-06-17,4.75,0.7,4.2,0.7,3.89,0.7,2.75,NA
2010-06-24,4.69,0.7,4.13,0.6,3.84,0.7,2.74,NA
2010-07-01,4.58,0.7,4.04,0.7,3.79,0.7,2.75,NA
2010-07-08,4.57,0.7,4.07,0.7,3.75,0.7,2.74,NA
2010-07-15,4.57,0.7,4.06,0.7,3.85,0.7,2.74,NA
2010-07-22,4.56,0.7,4.03,0.7,3.79,0.6,2.74,NA
2010-07-29,4.54,0.7,4,0.7,3.76,0.7,2.75,NA
2010-08-05,4.49,0.7,3.95,0.6,3.63,0.6,2.74,NA
2010-08-12,4.44,0.7,3.92,0.6,3.56,0.7,2.74,NA
2010-08-19,4.42,0.7,3.9,0.6,3.56,0.6,2.74,NA
2010-08-26,4.36,0.7,3.86,0.6,3.56,0.6,2.75,NA
2010-09-02,4.32,0.7,3.83,0.6,3.54,0.6,2.75,NA
2010-09-09,4.35,0.7,3.83,0.6,3.56,0.6,2.75,NA
2010-09-16,4.37,0.7,3.82,0.6,3.55,0.6,2.74,NA
2010-09-23,4.37,0.7,3.82,0.7,3.54,0.6,2.75,NA
2010-09-30,4.32,0.8,3.75,0.7,3.52,0.6,2.75,NA
2010-10-07,4.27,0.8,3.72,0.7,3.47,0.6,2.74,NA
2010-10-14,4.19,0.8,3.62,0.7,3.47,0.6,2.74,NA
2010-10-21,4.21,0.8,3.64,0.7,3.45,0.6,2.76,NA
2010-10-28,4.23,0.8,3.66,0.7,3.41,0.6,2.75,NA
2010-11-04,4.24,0.8,3.63,0.7,3.39,0.6,2.75,NA
2010-11-11,4.17,0.8,3.57,0.8,3.25,0.7,2.75,NA
2010-11-18,4.39,0.9,3.76,0.7,3.4,0.7,2.75,NA
2010-11-24,4.4,0.8,3.77,0.7,3.45,0.6,2.75,NA
2010-12-02,4.46,0.8,3.81,0.7,3.49,0.6,2.75,NA
2010-12-09,4.61,0.7,3.96,0.7,3.6,0.6,2.75,NA
2010-12-16,4.83,0.7,4.17,0.7,3.77,0.7,2.74,NA
2010-12-23,4.81,0.7,4.15,0.7,3.75,0.6,2.75,NA
2010-12-30,4.86,0.8,4.2,0.8,3.77,0.7,2.75,NA
2011-01-06,4.77,0.8,4.13,0.8,3.75,0.7,2.75,NA
2011-01-13,4.71,0.8,4.08,0.7,3.72,0.7,2.75,NA
2011-01-20,4.74,0.8,4.05,0.8,3.69,0.7,2.75,NA
2011-01-27,4.8,0.7,4.09,0.7,3.7,0.7,2.74,NA
2011-02-03,4.81,0.8,4.08,0.8,3.69,0.7,2.74,NA
2011-02-10,5.05,0.7,4.29,0.7,3.92,0.6,2.75,NA
2011-02-17,5,0.7,4.27,0.7,3.87,0.6,2.75,NA
2011-02-24,4.95,0.6,4.22,0.7,3.8,0.6,2.74,NA
2011-03-03,4.87,0.7,4.15,0.7,3.72,0.6,2.74,NA
2011-03-10,4.88,0.7,4.15,0.7,3.73,0.6,2.74,NA
2011-03-17,4.76,0.7,3.97,0.7,3.57,0.6,2.74,NA
2011-03-24,4.81,0.7,4.04,0.7,3.62,0.6,2.74,NA
2011-03-31,4.86,0.7,4.09,0.7,3.7,0.7,2.74,NA
2011-04-07,4.87,0.7,4.1,0.7,3.72,0.6,2.74,NA
2011-04-14,4.91,0.6,4.13,0.7,3.78,0.6,2.74,NA
2011-04-21,4.8,0.7,4.02,0.7,3.61,0.6,2.74,NA
2011-04-28,4.78,0.7,3.97,0.7,3.51,0.6,2.75,NA
2011-05-05,4.71,0.7,3.89,0.7,3.47,0.6,2.74,NA
2011-05-12,4.63,0.7,3.82,0.7,3.41,0.6,2.74,NA
2011-05-19,4.61,0.7,3.8,0.7,3.48,0.6,2.74,NA
2011-05-26,4.6,0.7,3.78,0.7,3.41,0.5,2.74,NA
2011-06-02,4.55,0.6,3.74,0.7,3.41,0.6,2.74,NA
2011-06-09,4.49,0.7,3.68,0.7,3.28,0.5,2.74,NA
2011-06-16,4.5,0.7,3.67,0.7,3.27,0.6,2.74,NA
2011-06-23,4.5,0.8,3.69,0.7,3.25,0.6,2.74,NA
2011-06-30,4.51,0.7,3.69,0.7,3.22,0.6,2.74,NA
2011-07-07,4.6,0.7,3.75,0.7,3.3,0.6,2.74,NA
2011-07-14,4.51,0.7,3.65,0.6,3.29,0.6,2.74,NA
2011-07-21,4.52,0.7,3.66,0.7,3.27,0.5,2.74,NA
2011-07-28,4.55,0.8,3.66,0.7,3.25,0.6,2.74,NA
2011-08-04,4.39,0.8,3.54,0.7,3.18,0.6,2.7,NA
2011-08-11,4.32,0.7,3.5,0.7,3.13,0.5,2.74,NA
2011-08-18,4.15,0.7,3.36,0.6,3.08,0.5,2.73,NA
2011-08-25,4.22,0.7,3.44,0.6,3.07,0.5,2.74,NA
2011-09-01,4.22,0.7,3.39,0.6,2.96,0.6,2.74,NA
2011-09-08,4.12,0.7,3.33,0.6,2.96,0.6,2.74,NA
2011-09-15,4.09,0.7,3.3,0.6,2.99,0.6,2.74,NA
2011-09-22,4.09,0.7,3.29,0.6,3.02,0.6,2.74,NA
2011-09-29,4.01,0.7,3.28,0.7,3.02,0.6,2.74,NA
2011-10-06,3.94,0.8,3.26,0.8,2.96,0.6,2.75,NA
2011-10-13,4.12,0.8,3.37,0.8,3.06,0.6,2.74,NA
2011-10-20,4.11,0.8,3.38,0.8,3.01,0.6,2.74,NA
2011-10-27,4.1,0.8,3.38,0.7,3.08,0.5,2.74,NA
2011-11-03,4,0.7,3.31,0.7,2.96,0.6,2.74,NA
2011-11-10,3.99,0.7,3.3,0.8,2.98,0.6,2.74,NA
2011-11-17,4,0.7,3.31,0.7,2.97,0.6,2.74,NA
2011-11-23,3.98,0.7,3.3,0.7,2.91,0.6,2.75,NA
2011-12-01,4,0.7,3.3,0.8,2.9,0.6,2.74,NA
2011-12-08,3.99,0.7,3.27,0.8,2.93,0.5,2.74,NA
2011-12-15,3.94,0.8,3.21,0.8,2.86,0.6,2.75,NA
2011-12-22,3.91,0.7,3.21,0.8,2.85,0.6,2.74,NA
2011-12-29,3.95,0.7,3.24,0.8,2.88,0.6,2.74,NA
2012-01-05,3.91,0.8,3.23,0.8,2.86,0.7,2.74,NA
2012-01-12,3.89,0.7,3.16,0.8,2.82,0.7,2.74,NA
2012-01-19,3.88,0.8,3.17,0.8,2.82,0.7,2.74,NA
2012-01-26,3.98,0.7,3.24,0.8,2.85,0.7,2.74,NA
2012-02-02,3.87,0.8,3.14,0.8,2.8,0.7,2.74,NA
2012-02-09,3.87,0.8,3.16,0.7,2.83,0.7,2.74,NA
2012-02-16,3.87,0.8,3.16,0.8,2.82,0.8,2.74,NA
2012-02-23,3.95,0.8,3.19,0.8,2.8,0.7,2.74,NA
2012-03-01,3.9,0.8,3.17,0.8,2.83,0.7,2.74,NA
2012-03-08,3.88,0.8,3.13,0.8,2.81,0.7,2.74,NA
2012-03-15,3.92,0.8,3.16,0.8,2.83,0.8,2.74,NA
2012-03-22,4.08,0.8,3.3,0.8,2.96,0.7,2.74,NA
2012-03-29,3.99,0.7,3.23,0.8,2.9,0.8,2.74,NA
2012-04-05,3.98,0.7,3.21,0.7,2.86,0.8,2.74,NA
2012-04-12,3.88,0.7,3.11,0.7,2.85,0.7,2.74,NA
2012-04-19,3.9,0.8,3.13,0.7,2.78,0.7,2.74,NA
2012-04-26,3.88,0.7,3.12,0.6,2.85,0.6,2.74,NA
2012-05-03,3.84,0.8,3.07,0.7,2.85,0.7,2.74,NA
2012-05-10,3.83,0.7,3.05,0.7,2.81,0.5,2.74,NA
2012-05-17,3.79,0.7,3.04,0.7,2.83,0.6,2.74,NA
2012-05-24,3.78,0.8,3.04,0.7,2.83,0.6,2.74,NA
2012-05-31,3.75,0.8,2.97,0.7,2.84,0.6,2.74,NA
2012-06-07,3.67,0.7,2.94,0.7,2.84,0.7,2.74,NA
2012-06-14,3.71,0.7,2.98,0.7,2.8,0.6,2.74,NA
2012-06-21,3.66,0.7,2.95,0.6,2.77,0.6,2.74,NA
2012-06-28,3.66,0.7,2.94,0.7,2.79,0.6,2.74,NA
2012-07-05,3.62,0.8,2.89,0.7,2.79,0.6,2.74,NA
2012-07-12,3.56,0.7,2.86,0.7,2.74,0.6,2.74,NA
2012-07-19,3.53,0.7,2.83,0.6,2.69,0.6,2.74,NA
2012-07-26,3.49,0.7,2.8,0.7,2.74,0.6,2.74,NA
2012-08-02,3.55,0.7,2.83,0.6,2.75,0.6,2.75,NA
2012-08-09,3.59,0.6,2.84,0.6,2.77,0.6,2.75,NA
2012-08-16,3.62,0.6,2.88,0.6,2.76,0.6,2.75,NA
2012-08-23,3.66,0.7,2.89,0.7,2.8,0.6,2.74,NA
2012-08-30,3.59,0.6,2.86,0.6,2.78,0.6,2.74,NA
2012-09-06,3.55,0.7,2.86,0.6,2.75,0.7,2.74,NA
2012-09-13,3.55,0.6,2.85,0.6,2.72,0.6,2.7439637605042018,NA
2012-09-20,3.49,0.6,2.77,0.6,2.76,0.6,2.7473030987394957,NA
2012-09-27,3.4,0.6,2.73,0.6,2.71,0.6,2.743372261904762,NA
2012-10-04,3.36,0.6,2.69,0.5,2.72,0.6,2.74,NA
2012-10-11,3.39,0.7,2.7,0.6,2.73,0.6,2.74,NA
2012-10-18,3.37,0.7,2.66,0.6,2.75,0.6,2.74,NA
2012-10-25,3.41,0.7,2.72,0.6,2.75,0.6,2.745863410364146,NA
2012-11-01,3.39,0.7,2.7,0.7,2.74,0.6,2.74,NA
2012-11-08,3.4,0.7,2.69,0.7,2.73,0.6,2.7437931114551084,NA
2012-11-15,3.34,0.7,2.65,0.7,2.74,0.6,2.74,NA
2012-11-21,3.31,0.7,2.63,0.6,2.74,0.6,2.744754140866873,NA
2012-11-29,3.32,0.8,2.64,0.6,2.72,0.6,2.744073396381579,NA
2012-12-06,3.34,0.7,2.67,0.6,2.69,0.6,2.74,NA
2012-12-13,3.32,0.7,2.66,0.6,2.7,0.6,2.7379536458333336,NA
2012-12-20,3.37,0.7,2.65,0.7,2.71,0.7,2.739286011736425,NA
2012-12-27,3.35,0.7,2.65,0.7,2.7,0.7,2.7437931114551084,NA
2013-01-03,3.34,0.7,2.64,0.6,2.71,0.6,2.76,NA
2013-01-10,3.4,0.7,2.66,0.7,2.67,0.6,2.743823511904762,NA
2013-01-17,3.38,0.7,2.66,0.7,2.67,0.6,2.7563584077380954,NA
2013-01-24,3.42,0.7,2.71,0.7,2.67,0.5,2.761744345238095,NA
2013-01-31,3.53,0.7,2.81,0.7,2.7,0.6,2.7573458333333334,NA
2013-02-07,3.53,0.8,2.77,0.7,2.63,0.6,2.7563584077380954,NA
2013-02-14,3.53,0.8,2.77,0.8,2.64,0.6,2.7569568452380953,NA
2013-02-21,3.56,0.8,2.77,0.8,2.64,0.5,2.7569568452380953,NA
2013-02-28,3.51,0.8,2.76,0.8,2.61,0.6,2.7569568452380953,NA
2013-03-07,3.52,0.7,2.76,0.7,2.63,0.5,2.76,NA
2013-03-14,3.63,0.8,2.79,0.8,2.61,0.6,2.7582473214285717,NA
2013-03-21,3.54,0.8,2.72,0.7,2.61,0.6,2.7546889880952383,NA
2013-03-28,3.57,0.8,2.76,0.7,2.68,0.6,2.7538910714285714,NA
2013-04-04,3.54,0.8,2.74,0.7,2.65,0.5,2.75,NA
2013-04-11,3.43,0.8,2.65,0.7,2.62,0.5,2.747148021978022,NA
2013-04-18,3.41,0.7,2.64,0.7,2.6,0.5,2.7538799107142857,NA
2013-04-25,3.4,0.8,2.61,0.7,2.58,0.5,2.74396532967033,NA
2013-05-02,3.35,0.7,2.56,0.7,2.56,0.5,2.751079370300752,NA
2013-05-09,3.42,0.7,2.61,0.7,2.58,0.5,2.7554010964912283,NA
2013-05-16,3.51,0.7,2.69,0.7,2.62,0.5,2.750891744987469,NA
2013-05-23,3.59,0.7,2.77,0.7,2.63,0.5,2.751484903846154,NA
2013-05-30,3.81,0.8,2.98,0.7,2.66,0.5,2.747177410714286,NA
2013-06-06,3.91,0.7,3.03,0.7,2.74,0.5,2.748951547619048,NA
2013-06-13,3.98,0.7,3.1,0.7,2.79,0.6,2.757335952933805,NA
2013-06-20,3.93,0.8,3.04,0.7,2.79,0.5,2.7585042214912283,NA
2013-06-27,4.46,0.8,3.5,0.8,3.08,0.7,2.744058655866193,NA
2013-07-03,4.29,0.7,3.39,0.7,3.1,0.7,2.7532222023809525,NA
2013-07-11,4.51,0.8,3.53,0.8,3.26,0.7,2.751853429383117,NA
2013-07-18,4.37,0.7,3.41,0.7,3.17,0.6,2.7502569064488145,NA
2013-07-25,4.31,0.8,3.39,0.8,3.16,0.7,2.7434095942982455,NA
2013-08-01,4.39,0.7,3.43,0.7,3.18,0.6,2.7411767073934836,NA
2013-08-08,4.4,0.7,3.43,0.7,3.19,0.5,2.7484394782913166,NA
2013-08-15,4.4,0.7,3.44,0.6,3.23,0.5,2.74,NA
2013-08-22,4.58,0.8,3.6,0.7,3.21,0.5,2.75,NA
2013-08-29,4.51,0.7,3.54,0.7,3.24,0.5,2.75,NA
2013-09-05,4.57,0.7,3.59,0.7,3.28,0.5,2.75,NA
2013-09-12,4.57,0.8,3.59,0.7,3.22,0.5,2.75,NA
2013-09-19,4.5,0.7,3.54,0.7,3.11,0.5,2.74,NA
2013-09-26,4.32,0.7,3.37,0.7,3.07,0.5,2.75,NA
2013-10-03,4.22,0.7,3.29,0.7,3.03,0.6,2.74,NA
2013-10-10,4.23,0.7,3.31,0.7,3.05,0.4,2.74,NA
2013-10-17,4.28,0.7,3.33,0.7,3.07,0.4,2.74,NA
2013-10-24,4.13,0.8,3.24,0.6,3,0.4,2.74,NA
2013-10-31,4.1,0.7,3.2,0.7,2.96,0.4,2.76,NA
2013-11-07,4.16,0.8,3.27,0.7,2.96,0.5,2.75,NA
2013-11-14,4.35,0.7,3.35,0.7,3.01,0.4,2.74,NA
2013-11-21,4.22,0.7,3.27,0.7,2.95,0.5,2.75,NA
2013-11-27,4.29,0.7,3.3,0.7,2.94,0.5,2.74,NA
2013-12-05,4.46,0.5,3.47,0.4,2.99,0.4,2.74,NA
2013-12-12,4.42,0.7,3.43,0.7,2.94,0.4,2.74,NA
2013-12-19,4.47,0.7,3.51,0.6,2.96,0.4,2.75,NA
2013-12-26,4.48,0.7,3.52,0.7,3,0.4,2.74,NA
2014-01-02,4.53,0.8,3.55,0.7,3.05,0.4,2.74,NA
2014-01-09,4.51,0.7,3.56,0.6,3.15,0.4,2.75,NA
2014-01-16,4.41,0.7,3.45,0.7,3.1,0.5,2.74,NA
2014-01-23,4.39,0.7,3.44,0.7,3.15,0.5,2.74,NA
2014-01-30,4.32,0.7,3.4,0.6,3.12,0.5,2.74,NA
2014-02-06,4.23,0.7,3.33,0.7,3.08,0.5,2.74,NA
2014-02-13,4.28,0.7,3.33,0.7,3.05,0.5,2.74,NA
2014-02-20,4.33,0.7,3.35,0.7,3.08,0.5,2.74,NA
2014-02-27,4.37,0.7,3.39,0.7,3.05,0.5,2.74,NA
2014-03-06,4.28,0.7,3.32,0.6,3.03,0.4,2.75,NA
2014-03-13,4.37,0.6,3.38,0.6,3.09,0.4,2.74,NA
2014-03-20,4.32,0.6,3.32,0.6,3.02,0.4,2.74,NA
2014-03-27,4.4,0.6,3.42,0.6,3.1,0.5,2.74,NA
2014-04-03,4.41,0.7,3.47,0.6,3.12,0.5,2.75,NA
2014-04-10,4.34,0.7,3.38,0.6,3.09,0.5,2.74,NA
2014-04-17,4.27,0.7,3.33,0.6,3.03,0.5,2.73,NA
2014-04-24,4.33,0.6,3.39,0.6,3.03,0.5,2.73,NA
2014-05-01,4.29,0.7,3.38,0.6,3.05,0.4,2.74,NA
2014-05-08,4.21,0.6,3.32,0.6,3.05,0.5,2.74,NA
2014-05-15,4.2,0.6,3.29,0.6,3.01,0.4,2.72,NA
2014-05-22,4.14,0.6,3.25,0.5,2.96,0.4,2.74,NA
2014-05-29,4.12,0.6,3.21,0.5,2.96,0.3,2.72,NA
2014-06-05,4.14,0.5,3.23,0.5,2.93,0.4,2.73,NA
2014-06-12,4.2,0.6,3.31,0.5,3.05,0.4,2.74,NA
2014-06-19,4.17,0.6,3.3,0.5,3,0.4,2.73,NA
2014-06-26,4.14,0.5,3.22,0.5,2.98,0.3,2.73,NA
2014-07-03,4.12,0.5,3.22,0.5,2.98,0.4,2.73,NA
2014-07-10,4.15,0.7,3.24,0.6,2.99,0.4,2.73,NA
2014-07-17,4.13,0.6,3.23,0.5,2.97,0.4,2.74,NA
2014-07-24,4.13,0.6,3.26,0.6,2.99,0.5,2.74,NA
2014-07-31,4.12,0.6,3.23,0.7,3.01,0.5,2.74,NA
2014-08-07,4.14,0.7,3.27,0.6,2.98,0.5,2.73,NA
2014-08-14,4.12,0.6,3.24,0.6,2.97,0.5,2.74,NA
2014-08-21,4.1,0.5,3.23,0.6,2.95,0.5,2.74,NA
2014-08-28,4.1,0.5,3.25,0.6,2.97,0.5,2.74,NA
2014-09-04,4.1,0.5,3.24,0.5,2.97,0.5,2.74,NA
2014-09-11,4.12,0.5,3.26,0.5,2.99,0.5,2.74,NA
2014-09-18,4.23,0.5,3.37,0.5,3.06,0.5,2.74,NA
2014-09-25,4.2,0.5,3.36,0.5,3.08,0.4,2.74,NA
2014-10-02,4.19,0.4,3.36,0.5,3.06,0.5,2.74,NA
2014-10-09,4.12,0.5,3.3,0.5,3.05,0.5,2.74,NA
2014-10-16,3.97,0.5,3.18,0.5,2.92,0.5,2.74,NA
2014-10-23,3.92,0.5,3.08,0.5,2.91,0.5,2.75,NA
2014-10-30,3.98,0.5,3.13,0.5,2.94,0.5,2.74,NA
2014-11-06,4.02,0.5,3.21,0.5,2.97,0.5,2.74,NA
2014-11-13,4.01,0.5,3.2,0.5,3.02,0.5,2.74,NA
2014-11-20,3.99,0.5,3.17,0.5,3.01,0.5,2.74,NA
2014-11-26,3.97,0.5,3.17,0.5,3.01,0.5,2.74,NA
2014-12-04,3.89,0.5,3.1,0.5,2.94,0.5,2.74,NA
2014-12-11,3.93,0.5,3.2,0.5,2.98,0.5,2.74,NA
2014-12-18,3.8,0.6,3.09,0.6,2.95,0.5,2.74,NA
2014-12-24,3.83,0.6,3.1,0.6,3.01,0.5,2.74,NA
2014-12-31,3.87,0.6,3.15,0.6,3.01,0.5,2.74,NA
2015-01-08,3.73,0.6,3.05,0.5,2.98,0.5,2.74,NA
2015-01-15,3.66,0.6,2.98,0.5,2.9,0.4,2.74,NA
2015-01-22,3.63,0.7,2.93,0.6,2.83,0.4,2.74,NA
2015-01-29,3.66,0.6,2.98,0.5,2.86,0.4,2.74,NA
2015-02-05,3.59,0.7,2.92,0.6,2.82,0.4,2.74,NA
2015-02-12,3.69,0.6,2.99,0.6,2.97,0.5,2.74,NA
2015-02-19,3.76,0.6,3.05,0.6,2.97,0.5,2.74,NA
2015-02-26,3.8,0.6,3.07,0.6,2.99,0.5,2.74,NA
2015-03-05,3.75,0.6,3.03,0.6,2.96,0.5,2.74,NA
2015-03-12,3.86,0.6,3.1,0.6,3.01,0.5,2.74,NA
2015-03-19,3.78,0.6,3.06,0.6,2.97,0.5,2.74,NA
2015-03-26,3.69,0.6,2.97,0.6,2.92,0.4,2.74,NA
2015-04-02,3.7,0.6,2.98,0.6,2.92,0.5,2.74,NA
2015-04-09,3.66,0.6,2.93,0.6,2.83,0.5,2.73,NA
2015-04-16,3.67,0.7,2.94,0.5,2.88,0.5,2.74,NA
2015-04-23,3.65,0.6,2.92,0.6,2.84,0.4,2.74,NA
2015-04-30,3.68,0.6,2.94,0.6,2.85,0.5,2.73,NA
2015-05-07,3.8,0.6,3.02,0.6,2.9,0.4,2.73,NA
2015-05-14,3.85,0.6,3.07,0.5,2.89,0.5,2.74,NA
2015-05-21,3.84,0.7,3.05,0.6,2.88,0.5,2.74,NA
2015-05-28,3.87,0.6,3.11,0.5,2.9,0.5,2.74,NA
2015-06-04,3.87,0.6,3.08,0.5,2.96,0.5,2.74,NA
2015-06-11,4.04,0.6,3.25,0.6,3.01,0.4,2.74,NA
2015-06-18,4,0.7,3.23,0.5,3,0.4,2.74,NA
2015-06-25,4.02,0.7,3.21,0.6,2.98,0.4,2.74,NA
2015-07-02,4.08,0.6,3.24,0.6,2.99,0.4,2.73,NA
2015-07-09,4.04,0.6,3.2,0.5,2.93,0.4,2.74,NA
2015-07-16,4.09,0.6,3.25,0.6,2.96,0.5,2.74,NA
2015-07-23,4.04,0.6,3.21,0.6,2.97,0.5,2.74,NA
2015-07-30,3.98,0.6,3.17,0.6,2.95,0.4,2.74,NA
2015-08-06,3.91,0.6,3.13,0.6,2.95,0.4,2.74,NA
2015-08-13,3.94,0.6,3.17,0.6,2.93,0.5,2.74,NA
2015-08-20,3.93,0.6,3.15,0.6,2.94,0.5,2.74,NA
2015-08-27,3.84,0.6,3.06,0.6,2.9,0.4,2.74,NA
2015-09-03,3.89,0.6,3.09,0.6,2.93,0.4,2.74,NA
2015-09-10,3.9,0.6,3.1,0.7,2.91,0.5,2.74,NA
2015-09-17,3.91,0.6,3.11,0.6,2.92,0.5,2.74,NA
2015-09-24,3.86,0.7,3.08,0.6,2.91,0.5,2.74,NA
2015-10-01,3.85,0.6,3.07,0.7,2.91,0.4,2.74,NA
2015-10-08,3.76,0.6,2.99,0.6,2.88,0.4,2.74,NA
2015-10-15,3.82,0.6,3.03,0.6,2.88,0.4,2.74,NA
2015-10-22,3.79,0.6,2.98,0.5,2.89,0.4,2.74,NA
2015-10-29,3.76,0.6,2.98,0.6,2.89,0.4,2.74,NA
2015-11-05,3.87,0.6,3.09,0.6,2.96,0.4,2.75,NA
2015-11-12,3.98,0.6,3.2,0.6,3.03,0.4,2.75,NA
2015-11-19,3.97,0.6,3.18,0.5,2.98,0.5,2.75,NA
2015-11-25,3.95,0.7,3.18,0.6,3.01,0.5,2.75,NA
2015-12-03,3.93,0.6,3.16,0.5,2.99,0.5,2.75,NA
2015-12-10,3.95,0.6,3.19,0.5,3.03,0.5,2.75,NA
2015-12-17,3.97,0.6,3.22,0.5,3.03,0.4,2.75,NA
2015-12-24,3.96,0.6,3.22,0.6,3.06,0.4,2.75,NA
2015-12-31,4.01,0.6,3.24,0.6,3.08,0.4,2.74,NA
2016-01-07,3.97,0.6,3.26,0.5,3.09,0.5,2.75,0.8800000000000003
2016-01-14,3.92,0.6,3.19,0.5,3.01,0.4,2.75,0.9100000000000001
2016-01-21,3.81,0.6,3.1,0.5,2.91,0.5,2.74,0.8999999999999999
2016-01-28,3.79,0.6,3.07,0.5,2.9,0.5,2.74,0.8900000000000001
2016-02-04,3.72,0.6,3.01,0.5,2.85,0.4,2.74,0.8700000000000001
2016-02-11,3.65,0.5,2.95,0.5,2.83,0.4,2.74,0.8199999999999998
2016-02-18,3.65,0.5,2.95,0.5,2.85,0.4,2.74,0.7999999999999998
2016-02-25,3.62,0.6,2.93,0.5,2.79,0.5,2.73,0.8300000000000001
2016-03-03,3.64,0.5,2.94,0.5,2.84,0.5,2.74,0.8000000000000003
2016-03-10,3.68,0.5,2.96,0.5,2.92,0.4,2.74,0.7600000000000002
2016-03-17,3.73,0.5,2.99,0.4,2.93,0.5,2.74,0.7999999999999998
2016-03-24,3.71,0.5,2.96,0.4,2.89,0.5,2.74,0.8199999999999998
2016-03-31,3.71,0.5,2.98,0.4,2.9,0.5,2.74,0.81
2016-04-07,3.59,0.5,2.88,0.4,2.82,0.5,2.73,0.77
2016-04-14,3.58,0.5,2.86,0.5,2.84,0.4,2.73,0.7400000000000002
2016-04-21,3.59,0.6,2.85,0.5,2.81,0.5,2.74,0.7799999999999998
2016-04-28,3.66,0.6,2.89,0.6,2.86,0.5,2.73,0.8000000000000003
2016-05-05,3.61,0.6,2.86,0.5,2.8,0.5,2.73,0.81
2016-05-12,3.57,0.5,2.81,0.5,2.78,0.5,2.74,0.79
2016-05-19,3.58,0.6,2.81,0.5,2.8,0.5,2.74,0.7800000000000002
2016-05-26,3.64,0.5,2.89,0.5,2.87,0.5,2.75,0.77
2016-06-02,3.66,0.5,2.92,0.5,2.88,0.5,2.74,0.7800000000000002
2016-06-09,3.6,0.5,2.87,0.5,2.82,0.5,2.74,0.7800000000000002
2016-06-16,3.54,0.5,2.81,0.5,2.74,0.5,2.74,0.7999999999999998
2016-06-23,3.56,0.6,2.83,0.5,2.74,0.5,2.74,0.8199999999999998
2016-06-30,3.48,0.5,2.78,0.4,2.7,0.5,2.74,0.7799999999999998
2016-07-07,3.41,0.5,2.74,0.4,2.68,0.5,2.75,0.73
2016-07-14,3.42,0.5,2.72,0.5,2.76,0.4,2.74,0.6600000000000001
2016-07-21,3.45,0.5,2.75,0.5,2.78,0.5,2.74,0.6700000000000004
2016-07-28,3.48,0.5,2.78,0.5,2.78,0.5,2.74,0.7000000000000002
2016-08-04,3.43,0.5,2.74,0.5,2.73,0.5,2.74,0.7000000000000002
2016-08-11,3.45,0.5,2.76,0.5,2.74,0.5,2.74,0.71
2016-08-18,3.43,0.5,2.74,0.5,2.76,0.4,2.74,0.6700000000000004
2016-08-25,3.43,0.6,2.74,0.5,2.75,0.4,2.74,0.6800000000000002
2016-09-01,3.46,0.5,2.77,0.5,2.83,0.4,2.74,0.6299999999999999
2016-09-08,3.44,0.6,2.76,0.5,2.81,0.4,2.74,0.6299999999999999
2016-09-15,3.5,0.5,2.77,0.5,2.82,0.4,2.74,0.6800000000000002
2016-09-22,3.48,0.6,2.76,0.5,2.8,0.5,2.74,0.6800000000000002
2016-09-29,3.42,0.5,2.72,0.5,2.81,0.4,2.74,0.6099999999999999
2016-10-06,3.42,0.5,2.72,0.5,2.8,0.4,2.74,0.6200000000000001
2016-10-13,3.47,0.6,2.76,0.6,2.82,0.4,2.74,0.6500000000000004
2016-10-20,3.52,0.5,2.79,0.5,2.85,0.4,2.74,0.6699999999999999
2016-10-27,3.47,0.6,2.78,0.5,2.84,0.4,2.74,0.6300000000000003
2016-11-03,3.54,0.5,2.84,0.5,2.87,0.4,2.74,0.6699999999999999
2016-11-10,3.57,0.5,2.88,0.5,2.88,0.4,2.74,0.69
2016-11-17,3.94,0.5,3.14,0.5,3.07,0.4,2.74,0.8700000000000001
2016-11-23,4.03,0.5,3.25,0.5,3.12,0.4,2.74,0.9100000000000001
2016-12-01,4.08,0.5,3.34,0.5,3.15,0.4,2.74,0.9300000000000002
2016-12-08,4.13,0.5,3.36,0.5,3.17,0.5,2.74,0.96
2016-12-15,4.16,0.5,3.37,0.5,3.19,0.4,2.74,0.9700000000000002
2016-12-22,4.3,0.5,3.52,0.5,3.32,0.4,2.74,0.98
2016-12-29,4.32,0.5,3.55,0.5,3.3,0.5,2.74,1.0200000000000005
2017-01-05,4.2,0.5,3.44,0.5,3.33,0.4,2.74,0.8700000000000001
2017-01-12,4.12,0.5,3.37,0.5,3.23,0.5,2.74,0.8900000000000001
2017-01-19,4.09,0.5,3.34,0.5,3.21,0.4,2.74,0.8799999999999999
2017-01-26,4.19,0.4,3.4,0.4,3.2,0.4,2.74,0.9900000000000002
2017-02-02,4.19,0.5,3.41,0.5,3.23,0.4,2.74,0.9600000000000004
