match_id,team1,team2,score_team1,score_team2,wickets_team2,wickets_team,team1_away_or_home,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ball_remaining,ground,ground_city,ground_country,match_date
ODI # 1460,New Zealand,West Indies,156,158,10,3,away,away,West Indies,7,wickets,Day,ICC World Cup,Ridley Jacobs,West Indies,"County Ground, Southampton",West Indies,field first,with 34 balls remaining),Southampton,Northlands Road,England,"May 24, 1999"
ODI # 1461,Zimbabwe,England,167,168,8,3,away,home,England,7,wickets,Day,ICC World Cup,Alan Mullally,England,"Trent Bridge, Nottingham",England,field first,with 69 balls remaining),Nottingham,Nottingham,England,"May 25, 1999"
ODI # 1462,Kenya,South Africa,152,153,10,3,away,away,South Africa,7,wickets,Day,ICC World Cup,Lance Klusener,South Africa,"VRA Ground, Amstelveen",South Africa,field first,with 54 balls remaining),Amstelveen,Amstelveen,Netherlands,"May 26, 1999"
ODI # 1463,India,Sri Lanka,373,216,6,10,away,away,India,157,runs,Day,ICC World Cup,Sourav Ganguly,India,"County Ground, Taunton",Sri Lanka,field first,NA,Taunton,St James Street,England,"May 26, 1999"
ODI # 1464,Bangladesh,Australia,178,181,7,3,away,away,Australia,7,wickets,Day,ICC World Cup,Tom Moody,Australia,"Riverside Ground, Chester-le-Street",Australia,field first,with 181 balls remaining),Chester-le-Street,Chester-le-Street,England,"May 27, 1999"
ODI # 1465,Scotland,West Indies,68,70,10,2,away,away,West Indies,8,wickets,Day,ICC World Cup,Courtney Walsh,West Indies,"Grace Road, Leicester",Scotland,bat first,with 239 balls remaining),Leicester,Leicester,England,"May 27, 1999"
ODI # 1466,Pakistan,New Zealand,269,207,8,8,away,away,Pakistan,62,runs,Day,ICC World Cup,Inzamam-ul-Haq,Pakistan,"County Ground, Derby",New Zealand,field first,NA,Derby,Nottingham Road,England,"May 28, 1999"
ODI # 1467,India,England,232,169,8,10,away,home,India,63,runs,Day,ICC World Cup,Sourav Ganguly,India,"Edgbaston, Birmingham",England,field first,NA,Birmingham,Birmingham,England,"May 29-30, 1999"
ODI # 1468,Zimbabwe,South Africa,233,185,6,10,away,away,Zimbabwe,48,runs,Day,ICC World Cup,Neil Johnson,Zimbabwe,"County Ground, Chelmsford",Zimbabwe,bat first,NA,Chelmsford,New Writtle Street,England,"May 29, 1999"
ODI # 1469,Sri Lanka,Kenya,275,230,8,6,away,away,Sri Lanka,45,runs,Day,ICC World Cup,Maurice Odumbe,Kenya,"County Ground, Southampton",Kenya,field first,NA,Southampton,Northlands Road,England,"May 30, 1999"
ODI # 1470,West Indies,Australia,110,111,10,4,away,away,Australia,6,wickets,Day,ICC World Cup,Glenn McGrath,Australia,"Old Trafford, Manchester",Australia,field first,with 56 balls remaining),Manchester,Stretford,England,"May 30, 1999"
ODI # 1471,Bangladesh,Pakistan,223,161,9,10,away,away,Bangladesh,62,runs,Day,ICC World Cup,Khaled Mahmud,Bangladesh,"County Ground, Northampton",Pakistan,field first,NA,Northampton,Wantage Road,England,"May 31, 1999"
ODI # 1472,Scotland,New Zealand,121,123,10,4,away,away,New Zealand,6,wickets,Day,ICC World Cup,Geoff Allott,New Zealand,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",New Zealand,field first,with 193 balls remaining),Edinburgh,Edinburgh,Midlothian,"May 31, 1999"
ODI # 1473,Australia,India,282,205,6,10,away,away,Australia,77,runs,Day,ICC World Cup,Glenn McGrath,Australia,"Kennington Oval, London",India,field first,NA,The Oval,London,England,"Jun 4, 1999"
ODI # 1474,Pakistan,South Africa,220,221,7,7,away,away,South Africa,3,wickets,Day,ICC World Cup,Lance Klusener,South Africa,"Trent Bridge, Nottingham",Pakistan,bat first,with 6 balls remaining),Nottingham,Nottingham,England,"Jun 5, 1999"
ODI # 1476,India,Pakistan,227,180,6,10,away,away,India,47,runs,Day,ICC World Cup,Venkatesh Prasad,India,"Old Trafford, Manchester",India,bat first,NA,Manchester,Stretford,England,"Jun 8, 1999"
ODI # 1477,Australia,Zimbabwe,303,259,4,6,away,away,Australia,44,runs,Day,ICC World Cup,Neil Johnson,Zimbabwe,"Lord's, London",Zimbabwe,field first,NA,Lord's,St John's Wood Road,England,"Jun 9, 1999"
ODI # 1478,South Africa,New Zealand,287,213,5,8,away,away,South Africa,74,runs,Day,ICC World Cup,Jacques Kallis,South Africa,"Edgbaston, Birmingham",South Africa,bat first,NA,Birmingham,Birmingham,England,"Jun 10, 1999"
ODI # 1479,Pakistan,Zimbabwe,271,123,9,10,away,away,Pakistan,148,runs,Day,ICC World Cup,Saeed Anwar,Pakistan,"Kennington Oval, London",Pakistan,bat first,NA,The Oval,London,England,"Jun 11, 1999"
ODI # 1480,India,New Zealand,251,253,6,5,away,away,New Zealand,5,wickets,Day,ICC World Cup,Roger Twose,New Zealand,"Trent Bridge, Nottingham",India,bat first,with 10 balls remaining),Nottingham,Nottingham,England,"Jun 12, 1999"
ODI # 1481,South Africa,Australia,271,272,7,5,away,away,Australia,5,wickets,Day,ICC World Cup,Steve Waugh,Australia,"Headingley, Leeds",South Africa,bat first,with 2 balls remaining),Leeds,Leeds,England,"Jun 13, 1999"
ODI # 1482,New Zealand,Pakistan,241,242,7,1,away,away,Pakistan,9,wickets,Day,ICC World Cup,Shoaib Akhtar,Pakistan,"Old Trafford, Manchester",New Zealand,bat first,with 15 balls remaining),Manchester,Stretford,England,"Jun 16, 1999"
ODI # 1483,Australia,South Africa,213,213,10,10,away,away,Match tied,NA,NA,Day,ICC World Cup,Shane Warne,Australia,"Edgbaston, Birmingham",South Africa,field first,NA,Birmingham,Birmingham,England,"Jun 17, 1999"
ODI # 1484,Pakistan,Australia,132,133,10,2,away,away,Australia,8,wickets,Day,ICC World Cup,Shane Warne,Australia,"Lord's, London",Pakistan,bat first,with 179 balls remaining),Lord's,St John's Wood Road,England,"Jun 20, 1999"
ODI # 1485,Australia,Sri Lanka,205,160,9,10,away,home,Australia,50,runs,Day,Aiwa Cup,Jason Gillespie,Australia,Galle International Stadium,Sri Lanka,field first,D/L method),Galle,Galle,Sri Lanka,"Aug 22, 1999"
ODI # 1486,India,Australia,151,159,7,2,away,away,Australia,8,wickets,Day,Aiwa Cup,Andrew Symonds,Australia,Galle International Stadium,India,bat first,with 53 balls remaining),Galle,Galle,Sri Lanka,"Aug 23, 1999"
ODI # 1487,India,Sri Lanka,205,206,8,3,away,home,Sri Lanka,7,wickets,Day and night,Aiwa Cup,Marvan Atapattu,Sri Lanka,"R Premadasa Stadium, Colombo",India,bat first,with 20 balls remaining),Colombo (RPS),Khettarama,Sri Lanka,"Aug 25, 1999"
ODI # 1488,Australia,Sri Lanka,241,214,9,10,away,home,Australia,27,runs,Day and night,Aiwa Cup,Mark Waugh,Australia,"R Premadasa Stadium, Colombo",Australia,bat first,NA,Colombo (RPS),Khettarama,Sri Lanka,"Aug 26, 1999"
ODI # 1489,Australia,India,252,211,8,10,away,away,Australia,41,runs,Day,Aiwa Cup,Adam Gilchrist,Australia,"Sinhalese Sports Club Ground, Colombo",India,field first,NA,Colombo (SSC),Colombo,Sri Lanka,"Aug 28, 1999"
ODI # 1490,India,Sri Lanka,296,247,4,9,away,home,India,23,runs,Day,Aiwa Cup,Robin Singh,India,"Sinhalese Sports Club Ground, Colombo",Sri Lanka,field first,D/L method),Colombo (SSC),Colombo,Sri Lanka,"Aug 29, 1999"
ODI # 1491,Australia,Sri Lanka,202,208,10,2,away,home,Sri Lanka,8,wickets,Day and night,Aiwa Cup,Romesh Kaluwitharana,Sri Lanka,"R Premadasa Stadium, Colombo",Australia,bat first,with 63 balls remaining),Colombo (RPS),Khettarama,Sri Lanka,"Aug 31, 1999"
ODI # 1492,Zimbabwe,West Indies,244,247,9,4,away,away,West Indies,6,wickets,Day,Coca-Cola Singapore Challenge,Ridley Jacobs,West Indies,"Kallang Ground, Singapore",Zimbabwe,bat first,with 38 balls remaining),Singapore,Padang,Singapore,"Sep 2, 1999"
ODI # 1493,India,Zimbabwe,245,130,6,8,away,away,India,115,runs,Day,Coca-Cola Singapore Challenge,Sachin Tendulkar,India,"Kallang Ground, Singapore",Zimbabwe,field first,NA,Singapore,Padang,Singapore,"Sep 4, 1999"
ODI # 1494,West Indies,India,196,154,7,8,away,away,West Indies,42,runs,Day,Coca-Cola Singapore Challenge,Brian Lara,West Indies,"Kallang Ground, Singapore",West Indies,bat first,NA,Singapore,Padang,Singapore,"Sep 5, 1999"
ODI # 1496,India,West Indies,254,255,6,6,away,away,West Indies,4,wickets,Day,Coca-Cola Singapore Challenge,Ricardo Powell,West Indies,"Kallang Ground, Singapore",West Indies,field first,with 14 balls remaining),Singapore,Padang,Singapore,"Sep 8, 1999"
ODI # 1497,West Indies,India,163,165,10,2,away,away,India,8,wickets,Day,West Indies tour of Canada,Sourav Ganguly,India,"Toronto Cricket, Skating and Curling Club",India,field first,with 75 balls remaining),Toronto,Toronto,Canada,"Sep 11, 1999"
ODI # 1498,West Indies,India,190,120,6,10,away,away,West Indies,70,runs,Day,West Indies tour of Canada,Sherwin Campbell,West Indies,"Toronto Cricket, Skating and Curling Club",West Indies,bat first,NA,Toronto,Toronto,Canada,"Sep 12, 1999"
ODI # 1499,India,West Indies,225,137,7,10,away,away,India,88,runs,Day,West Indies tour of Canada,Rahul Dravid,India,"Toronto Cricket, Skating and Curling Club",West Indies,field first,NA,Toronto,Toronto,Canada,"Sep 14, 1999"
ODI # 1500,Pakistan,West Indies,230,215,6,9,away,away,Pakistan,15,runs,Day,Pakistan tour of Canada,Saeed Anwar,Pakistan,"Toronto Cricket, Skating and Curling Club",Pakistan,bat first,NA,Toronto,Toronto,Canada,"Sep 16, 1999"
ODI # 1501,Pakistan,West Indies,222,180,5,10,away,away,Pakistan,42,runs,Day,Pakistan tour of Canada,Mohammad Yousuf,Pakistan,"Toronto Cricket, Skating and Curling Club",Pakistan,bat first,NA,Toronto,Toronto,Canada,"Sep 18, 1999"
ODI # 1502,West Indies,Pakistan,161,162,10,3,away,away,Pakistan,7,wickets,Day,Pakistan tour of Canada,Abdul Razzaq,Pakistan,"Toronto Cricket, Skating and Curling Club",West Indies,bat first,with 62 balls remaining),Toronto,Toronto,Canada,"Sep 19, 1999"
ODI # 1503,Kenya,Zimbabwe,199,200,8,7,home,away,Zimbabwe,3,wickets,Day,LG Cup,Murray Goodwin,Zimbabwe,"Gymkhana Club Ground, Nairobi",Zimbabwe,field first,with 4 balls remaining),Nairobi (Gym),Nairobi,Kenya,"Sep 25, 1999"
ODI # 1504,South Africa,India,117,120,10,2,away,away,India,8,wickets,Day,LG Cup,Sunil Joshi,India,"Gymkhana Club Ground, Nairobi",South Africa,bat first,with 164 balls remaining),Nairobi (Gym),Nairobi,Kenya,"Sep 26, 1999"
ODI # 1505,Zimbabwe,South Africa,216,217,10,1,away,away,South Africa,9,wickets,Day,LG Cup,Lance Klusener,South Africa,"Gymkhana Club Ground, Nairobi",South Africa,field first,with 90 balls remaining),Nairobi (Gym),Nairobi,Kenya,"Sep 28, 1999"
ODI # 1506,India,Kenya,220,162,7,10,away,home,India,58,runs,Day,LG Cup,Vijay Bharadwaj,India,"Gymkhana Club Ground, Nairobi",Kenya,field first,NA,Nairobi (Gym),Nairobi,Kenya,"Sep 29, 1999"
ODI # 1507,South Africa,Kenya,220,196,7,10,away,home,South Africa,24,runs,Day,LG Cup,Steve Tikolo,Kenya,"Gymkhana Club Ground, Nairobi",Kenya,field first,NA,Nairobi (Gym),Nairobi,Kenya,"Sep 30, 1999"
ODI # 1508,India,Zimbabwe,277,170,6,10,away,away,India,107,runs,Day,LG Cup,Sourav Ganguly,India,"Gymkhana Club Ground, Nairobi",Zimbabwe,field first,NA,Nairobi (Gym),Nairobi,Kenya,"Oct 1, 1999"
ODI # 1509,South Africa,India,235,209,9,10,away,away,South Africa,26,runs,Day,LG Cup,Herschelle Gibbs,South Africa,"Gymkhana Club Ground, Nairobi",India,field first,NA,Nairobi (Gym),Nairobi,Kenya,"Oct 3, 1999"
ODI # 1510,West Indies,Bangladesh,292,219,6,5,away,home,West Indies,73,runs,Day and night,West Indies tour of Bangladesh,Jimmy Adams,West Indies,"Bangabandhu National Stadium, Dhaka",West Indies,bat first,NA,Dhaka,Dhaka,Bangladesh,"Oct 8, 1999"
ODI # 1511,West Indies,Bangladesh,314,205,6,10,away,home,West Indies,109,runs,Day and night,West Indies tour of Bangladesh,Brian Lara,West Indies,"Bangabandhu National Stadium, Dhaka",West Indies,bat first,NA,Dhaka,Dhaka,Bangladesh,"Oct 9, 1999"
ODI # 1512,Sri Lanka,West Indies,178,181,10,7,away,away,West Indies,3,wickets,Day and night,Coca-Cola Champions Trophy,Jimmy Adams,West Indies,Sharjah Cricket Association Stadium,Sri Lanka,bat first,with 4 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Oct 13, 1999"
ODI # 1513,Pakistan,West Indies,260,130,5,10,away,away,Pakistan,130,runs,Day and night,Coca-Cola Champions Trophy,Saeed Anwar,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Oct 14, 1999"
ODI # 1514,Pakistan,Sri Lanka,196,196,10,10,away,away,Match tied,NA,NA,Day and night,Coca-Cola Champions Trophy,Abdul Razzaq,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Oct 15, 1999"
ODI # 1515,West Indies,Sri Lanka,145,146,10,1,away,away,Sri Lanka,9,wickets,Day and night,Coca-Cola Champions Trophy,Sanath Jayasuriya,Sri Lanka,Sharjah Cricket Association Stadium,West Indies,bat first,with 132 balls remaining),Sharjah,Sharjah,United Arab Emirates,"Oct 17, 1999"
ODI # 1516,Pakistan,Sri Lanka,239,121,8,10,away,away,Pakistan,118,runs,Day and night,Coca-Cola Champions Trophy,Shahid Afridi,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Oct 18, 1999"
ODI # 1517,Pakistan,West Indies,255,117,5,10,away,away,Pakistan,138,runs,Day and night,Coca-Cola Champions Trophy,Azhar Mahmood,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Oct 19, 1999"
ODI # 1518,Australia,Zimbabwe,303,220,6,10,away,home,Australia,83,runs,Day,Australia tour of Zimbabwe,Mark Waugh,Australia,"Queens Sports Club, Bulawayo",Zimbabwe,field first,NA,Bulawayo,Bulawayo,Zimbabwe,"Oct 21, 1999"
ODI # 1519,Pakistan,Sri Lanka,211,123,9,10,away,away,Pakistan,88,runs,Day and night,Coca-Cola Champions Trophy,Azhar Mahmood,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,NA,Sharjah,Sharjah,United Arab Emirates,"Oct 22, 1999"
ODI # 1520,Zimbabwe,Australia,116,117,10,1,home,away,Australia,9,wickets,Day,Australia tour of Zimbabwe,Damien Fleming,Australia,Harare Sports Club,Australia,field first,with 129 balls remaining),Harare,Harare,Zimbabwe,"Oct 23, 1999"
ODI # 1521,Zimbabwe,Australia,200,201,9,1,home,away,Australia,9,wickets,Day,Australia tour of Zimbabwe,Andy Flower,Zimbabwe,Harare Sports Club,Australia,field first,with 66 balls remaining),Harare,Harare,Zimbabwe,"Oct 24, 1999"
ODI # 1522,New Zealand,India,349,306,9,10,away,home,New Zealand,43,runs,Day,New Zealand tour of India,Nathan Astle,New Zealand,"Municipal Stadium, Rajkot",New Zealand,bat first,NA,Rajkot,Rajkot,India,"Nov 5, 1999"
ODI # 1523,India,New Zealand,376,202,2,10,home,away,India,174,runs,Day,New Zealand tour of India,Sachin Tendulkar,India,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",India,bat first,NA,Hyderabad (Deccan),Hyderabad,India,"Nov 8, 1999"
ODI # 1524,India,New Zealand,261,247,5,8,home,away,India,14,runs,Day,New Zealand tour of India,Sourav Ganguly,India,"Captain Roop Singh Stadium, Gwalior",India,bat first,NA,Gwalior,Gwalior,India,"Nov 11, 1999"
ODI # 1525,New Zealand,India,236,188,9,10,away,home,New Zealand,48,runs,Day,New Zealand tour of India,Chris Cairns,New Zealand,"Nehru Stadium, Guwahati",India,field first,NA,Guwahati,Stadium Road,India,"Nov 14, 1999"
ODI # 1526,New Zealand,India,179,181,9,3,away,home,India,7,wickets,Day,New Zealand tour of India,Sourav Ganguly,India,"Feroz Shah Kotla, Delhi",New Zealand,bat first,with 36 balls remaining),Delhi,Delhi,India,"Nov 17, 1999"
ODI # 1528,Sri Lanka,Zimbabwe,213,200,10,10,away,home,Sri Lanka,13,runs,Day,Sri Lanka tour of Zimbabwe,Russel Arnold,Sri Lanka,"Queens Sports Club, Bulawayo",Zimbabwe,field first,NA,Bulawayo,Bulawayo,Zimbabwe,"Dec 12, 1999"
ODI # 1529,Sri Lanka,Zimbabwe,248,150,7,10,away,home,Sri Lanka,98,runs,Day,Sri Lanka tour of Zimbabwe,Upul Chandana,Sri Lanka,Harare Sports Club,Zimbabwe,field first,NA,Harare,Harare,Zimbabwe,"Dec 15, 1999"
ODI # 1530,Zimbabwe,Sri Lanka,260,262,4,4,home,away,Sri Lanka,6,wickets,Day,Sri Lanka tour of Zimbabwe,Stuart Carlisle,Zimbabwe,Harare Sports Club,Zimbabwe,bat first,with 32 balls remaining),Harare,Harare,Zimbabwe,"Dec 18, 1999"
ODI # 1531,Sri Lanka,Zimbabwe,202,206,10,4,away,home,Zimbabwe,6,wickets,Day,Sri Lanka tour of Zimbabwe,Guy Whittall,Zimbabwe,Harare Sports Club,Sri Lanka,bat first,with 22 balls remaining),Harare,Harare,Zimbabwe,"Dec 19, 1999"
ODI # 1532,West Indies,New Zealand,268,250,7,7,away,home,New Zealand,3,wickets,Day,West Indies tour of New Zealand,Nathan Astle,New Zealand,"Eden Park, Auckland",West Indies,bat first,with 5 balls remaining),Auckland,Auckland,New Zealand,"Jan 2, 2000"
ODI # 1533,West Indies,New Zealand,192,194,10,3,away,home,New Zealand,7,wickets,Day and night,West Indies tour of New Zealand,Daniel Vettori,New Zealand,"Owen Delany Park, Taupo",New Zealand,field first,with 38 balls remaining),Taupo,Taupo,New Zealand,"Jan 4, 2000"
ODI # 1534,West Indies,New Zealand,159,160,10,6,away,home,New Zealand,4,wickets,Day and night,West Indies tour of New Zealand,Stephen Fleming,New Zealand,"McLean Park, Napier",West Indies,bat first,with 76 balls remaining),Napier,Napier,New Zealand,"Jan 6, 2000"
ODI # 1535,West Indies,New Zealand,171,172,9,2,away,home,New Zealand,8,wickets,Day,West Indies tour of New Zealand,Chris Harris,New Zealand,"WestpacTrust Stadium, Wellington",New Zealand,field first,with 81 balls remaining),Wellington,Wellington,New Zealand,"Jan 8-9, 2000"
ODI # 1536,Pakistan,Australia,184,139,8,10,away,home,Pakistan,45,runs,Day and night,Carlton & United Series,Abdul Razzaq,Pakistan,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Pakistan,bat first,NA,Brisbane,Woolloongabba,Australia,"Jan 9, 2000"
ODI # 1537,India,Pakistan,195,196,10,8,away,away,Pakistan,2,wickets,Day and night,Carlton & United Series,Mohammad Yousuf,Pakistan,"Brisbane Cricket Ground, Woolloongabba, Brisbane",India,bat first,NA,Brisbane,Woolloongabba,Australia,"Jan 10, 2000"
ODI # 1538,New Zealand,West Indies,302,282,6,10,home,away,New Zealand,20,runs,Day and night,West Indies tour of New Zealand,Roger Twose,New Zealand,"Jade Stadium, Christchurch",New Zealand,bat first,NA,Christchurch,Christchurch,New Zealand,"Jan 11, 2000"
ODI # 1539,Australia,India,269,241,7,6,home,away,Australia,28,runs,Day and night,Carlton & United Series,Ricky Ponting,Australia,Melbourne Cricket Ground,Australia,bat first,NA,Melbourne,Jolimont,Australia,"Jan 12, 2000"
ODI # 1540,India,Australia,100,101,10,5,away,home,Australia,5,wickets,Day and night,Carlton & United Series,Andrew Symonds,Australia,Sydney Cricket Ground,India,bat first,with 139 balls remaining),Sydney,Moore Park,Australia,"Jan 14, 2000"
ODI # 1541,Pakistan,Australia,176,177,9,4,away,home,Australia,6,wickets,Day,Carlton & United Series,Steve Waugh,Australia,Melbourne Cricket Ground,Australia,field first,with 13 balls remaining),Melbourne,Jolimont,Australia,"Jan 16, 2000"
ODI # 1542,Australia,Pakistan,286,205,10,10,home,away,Australia,81,runs,Day and night,Carlton & United Series,Stuart MacGill,Australia,Sydney Cricket Ground,Australia,bat first,NA,Sydney,Moore Park,Australia,"Jan 19, 2000"
ODI # 1543,Pakistan,India,262,230,7,10,away,away,Pakistan,32,runs,Day,Carlton & United Series,Abdul Razzaq,Pakistan,"Bellerive Oval, Hobart",India,field first,NA,Hobart,Bellerive,Australia,"Jan 21, 2000"
ODI # 1544,Zimbabwe,South Africa,226,229,10,4,away,home,South Africa,6,wickets,Day and night,Standard Bank Triangular Tournament,Hansie Cronje,South Africa,"New Wanderers Stadium, Johannesburg",Zimbabwe,bat first,with 11 balls remaining),Johannesburg,Johannesburg,South Africa,"Jan 21, 2000"
ODI # 1545,Australia,Pakistan,260,245,9,10,home,away,Australia,15,runs,Day and night,Carlton & United Series,Michael Bevan,Australia,Melbourne Cricket Ground,Australia,bat first,NA,Melbourne,Jolimont,Australia,"Jan 23, 2000"
ODI # 1546,South Africa,England,184,185,10,1,home,away,England,9,wickets,Day,Standard Bank Triangular Tournament,Darren Gough,England,"Goodyear Park, Bloemfontein",South Africa,bat first,with 63 balls remaining),Bloemfontein,Bloemfontein,South Africa,"Jan 23, 2000"
ODI # 1547,India,Pakistan,267,219,6,10,away,away,India,48,runs,Day and night,Carlton & United Series,Sourav Ganguly,India,Adelaide Oval,India,bat first,NA,Adelaide,North Adelaide,Australia,"Jan 25, 2000"
ODI # 1548,Australia,India,329,177,5,10,home,away,Australia,152,runs,Day and night,Carlton & United Series,Mark Waugh,Australia,Adelaide Oval,Australia,bat first,NA,Adelaide,North Adelaide,Australia,"Jan 26, 2000"
