incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude
126254101,27/07/2010 12:47,2010,2010/11,Special Service,1,1,260,260,CAT STUCK IN CHIMNEY,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000174,Ealing Common,E09000009,Ealing,Ealing,NULL,Webster Gardens,20601847,W5,NULL,NULL,517950,180250,NULL,NULL
126259101,27/07/2010 13:03,2010,2010/11,Special Service,1,1,260,260,Redacted,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05011221,Blendon & Penhill,E09000004,Bexley,Sidcup,NULL,Harcourt Avenue,20100669,DA15,NULL,NULL,547250,173750,NULL,NULL
126830101,28/07/2010 11:05,2010,2010/11,Special Service,1,1,260,260,CAT STUCK UNDER CAR BONNET,Cat,Person (land line),Car,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,E05000607,Valley,E09000031,Waltham Forest,Chingford,NULL,Orchard Close,NULL,E4,537213,192535,537250,192550,51.61492821,-0.019580353
126895101,28/07/2010 12:43,2010,2010/11,Special Service,1,1,260,260,RUNNING CALL KITTEN STUCK IN TREE,Cat,Person (land line),Cycle path/public footpath/bridleway,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000543,Livesey,E09000028,Southwark,Old Kent Road,NULL,Rotherhithe New Road,NULL,SE16,534521,178074,534550,178050,51.48562702,-0.063962559
127410101,28/07/2010 21:38,2010,2010/11,Special Service,1,1,260,260,CAT STUCK ON CHIMNEY,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05011108,Nunhead & Queen's Road,E09000028,Southwark,New Cross,NULL,Hollydale Road,22501269,SE15,NULL,NULL,535150,176250,NULL,NULL
127800101,29/07/2010 13:30,2010,2010/11,Special Service,1,1,260,260,DOG WITH PAW TRAPPED IN MANHOLE COVER,Dog,Person (land line),Road surface/pavement,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000158,Norbury,E09000008,Croydon,Norbury,NULL,Elgar Avenue,NULL,SW16,530219,168974,530250,168950,51.40485248,-0.129229831
128604101,30/07/2010 13:08,2010,2010/11,Special Service,1,1,260,260,SQUIRREL INJURED ON PHONE POLE,Squirrel,Person (land line),"Roadside furniture (eg lamp posts, road signs, telegraph poles, speed cameras)",Outdoor Structure,Animal rescue from height,Wild animal rescue from height,E05000281,Tottenham Hale,E09000014,Haringey,Tottenham,NULL,Rosebery Avenue,NULL,N17,534336,190412,534350,190450,51.59654435,-0.061921232
128625101,30/07/2010 13:45,2010,2010/11,Special Service,1,1,260,260,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000116,Crystal Palace,E09000006,Bromley,Beckenham,NULL,Belvedere Road,20302135,SE19,NULL,NULL,533950,170050,NULL,NULL
128740101,30/07/2010 16:30,2010,2010/11,Special Service,1,1,260,260,PIGEON TRAPPED IN NETTING,Bird,Person (land line),Bridge,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,E05000644,St. James's,E09000033,Westminster,Soho,NULL,Victoria Embankment,NULL,WC2R,530679,180682,530650,180650,51.50996472,-0.118298749
128803101,30/07/2010 17:40,2010,2010/11,Special Service,1,1,260,260,CAT TRAPPED SINK CUPBOARD,Cat,Person (land line),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05000452,Sydenham,E09000023,Lewisham,Forest Hill,NULL,Laurel Grove,22001631,SE26,NULL,NULL,536050,171550,NULL,NULL
129048101,30/07/2010 21:44,2010,2010/11,Special Service,1,1,260,260,FISH IN DANGER OF DYING IN POND,Fish,Person (land line),Lake/pond/reservoir,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000567,Sutton West,E09000029,Sutton,Sutton,5870036768,Sherwood Park Road,22602599,SM1,525474,164195,525450,164150,51.3629704,-0.199098566
129068101,30/07/2010 22:20,2010,2010/11,Special Service,1,1,260,260,Redacted,Cat,Person (land line),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05011113,Rye Lane,E09000028,Southwark,Peckham,NULL,Galatea Square,22501014,SE15,NULL,NULL,534650,175850,NULL,NULL
129261101,31/07/2010 06:15,2010,2010/11,Special Service,2,5,260,1300,"FISH IN DISTRESS, HVPU REQUIRED",Fish,Person (mobile),Lake/pond/reservoir,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000195,Chase,E09000010,Enfield,Enfield,207178584,Forty Hill,20702687,EN2,533639,198561,533650,198550,51.66993903,-0.068868485
129276101,31/07/2010 07:11,2010,2010/11,Special Service,1,1,260,260,CAT STUCK ON BALCONY,Cat,Person (land line),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000641,Marylebone High Street,E09000033,Westminster,Soho,NULL,Wimpole Street,8400289,W1G,NULL,NULL,528650,181450,NULL,NULL
129472101,31/07/2010 13:39,2010,2010/11,Special Service,1,1,260,260,CAT WEDGED BETWEEN WALL AND SHED,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05000475,Beckton,E09000025,Newham,East Ham,NULL,Yarrow Crescent,22201249,E6,NULL,NULL,542050,181850,NULL,NULL
129960101,31/07/2010 22:44,2010,2010/11,Special Service,1,1,260,260,ASSIST RSPCA WITH SMALL ANIMAL RESCUE,Unknown - Heavy Livestock Animal,Person (mobile),Railings,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000316,Mawneys,E09000016,Havering,Romford,1.00021E+11,Dunster Close,21300004,RM5,550070,190097,550050,190050,51.58974651,0.1649373
130577101,01/08/2010 17:21,2010,2010/11,Special Service,1,1,260,260,BIRD IN DISTRESS,Bird,Other FRS,River/canal,Outdoor,Animal rescue from water,Animal rescue from water - Bird,E05000075,Erith,E09000004,Bexley,Erith,NULL,Erith High Street,NULL,DA8,551434,178144,551450,178150,51.48198358,0.179474875
130721101,01/08/2010 19:24,2010,2010/11,Special Service,1,1,260,260,CAT STUCK UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000441,Crofton Park,E09000023,Lewisham,Forest Hill,NULL,Ewart Road,NULL,SE23,535876,173567,535850,173550,51.44480106,-0.046190511
130810101,01/08/2010 21:14,2010,2010/11,Special Service,1,1,260,260,CAT TRAPPED IN GARAGE,Cat,Person (mobile),Private garage,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05011104,London Bridge & West Bermondsey,E09000028,Southwark,Dockhead,2.00003E+11,Tyers Gate,22502569,SE1,533207,179735,533250,179750,51.50086467,-0.082249296
131013101,02/08/2010 10:12,2010,2010/11,Special Service,1,1,260,260,CAT TRAPPED UNDER BED,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05011111,Peckham Rye,E09000028,Southwark,New Cross,NULL,Stuart Road,22502403,SE15,NULL,NULL,535450,175050,NULL,NULL
131115101,02/08/2010 12:35,2010,2010/11,Special Service,1,1,260,260,DOG TRAPPED IN RAILINGS,Dog,Person (mobile),Railings,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000290,Harrow Weald,E09000015,Harrow,Harrow,1.00021E+11,Long Elmes,21201136,HA3,514240,190760,514250,190750,51.60410305,-0.35180198
131165101,02/08/2010 14:16,2010,2010/11,Special Service,1,1,260,260,CAT STUCK ON WINDOW LEDGE,Cat,Person (land line),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000412,St. Mark's,E09000021,Kingston upon Thames,Surbiton,NULL,Claremont Road,21800253,KT6,NULL,NULL,518050,167450,NULL,NULL
132244101,03/08/2010 17:42,2010,2010/11,Special Service,1,1,260,260,CAT TRAPPED IN HOLE BEHIND A KITCHEN CUPBOARD,Cat,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05009395,Earl's Court,E09000020,Kensington and Chelsea,Kensington,NULL,Philbeach Gardens,21700663,SW5,NULL,NULL,525250,178350,NULL,NULL
133381101,05/08/2010 14:31,2010,2010/11,Special Service,1,1,260,260,ASSIST THE RSPCA WITH TRAPPED PIDGEONS,Bird,Person (mobile),Bridge,Outdoor Structure,Animal rescue from height,Animal rescue from height - Bird,E05000260,Parsons Green and Walham,E09000013,Hammersmith and Fulham,Fulham,34044126,Grimston Road,21000394,SW6,524632,176143,524650,176150,51.47053639,-0.206990913
133966101,06/08/2010 10:45,2010,2010/11,Special Service,1,1,260,260,SMALL ANIMAL RESCUE,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009395,Earl's Court,E09000020,Kensington and Chelsea,Kensington,NULL,Hogarth Road,21700260,SW5,NULL,NULL,525550,178650,NULL,NULL
134701101,07/08/2010 10:39,2010,2010/11,Special Service,1,1,260,260,BIRD TRAPPED IN CHIMNEY,Bird,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05011482,Shirley North,E09000008,Croydon,Woodside,NULL,The Glade,20500570,CR0,NULL,NULL,535750,167650,NULL,NULL
134823101,07/08/2010 14:53,2010,2010/11,Special Service,1,1,260,260,BIRD STUCK IN TREE,Bird,Person (mobile),Canal/riverbank vegetation,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05000380,St. Peter's,E09000019,Islington,Islington,NULL,Colebrooke Row,NULL,N1,531609,183121,531650,183150,51.53166771,-0.103994716
135035101,07/08/2010 20:54,2010,2010/11,Special Service,1,1,260,260,PIGEON STUCK IN WINDOW,Bird,Person (land line),Purpose built office,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05009335,Weavers,E09000030,Tower Hamlets,Shoreditch,6005161,Redchurch Street,22701001,E2,533783,182413,533750,182450,51.52479443,-0.07293985
135823101,09/08/2010 02:23,2010,2010/11,Special Service,1,1,260,260,Redacted,Cat,Person (running call),Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05000649,West End,E09000033,Westminster,Soho,NULL,Duke Street,8400398,W1K,NULL,NULL,528350,181050,NULL,NULL
135844101,09/08/2010 02:58,2010,2010/11,Special Service,1,1,260,260,DEER STUCK ON FENCING,Deer,Police,"Grassland, pasture, grazing etc",Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000310,Gooshays,E09000016,Havering,Harold Hill,NULL,Fairford Way,NULL,RM3,555610,191744,555650,191750,51.60304219,0.245572324
135930101,09/08/2010 09:20,2010,2010/11,Special Service,1,1,260,260,BIRD WITH FOOT STUCK IN ROOF TILES,Bird,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000287,Edgware,E09000015,Harrow,Stanmore,NULL,Broomgrove Gardens,21202323,HA8,NULL,NULL,519450,190650,NULL,NULL
137073101,11/08/2010 00:33,2010,2010/11,Special Service,1,1,260,260,KITTEN TRAPPED BEHIND FIREPLACE,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05000300,Rayners Lane,E09000015,Harrow,Harrow,NULL,Rayners Lane,21202081,HA5,NULL,NULL,512950,187850,NULL,NULL
137082101,11/08/2010 01:00,2010,2010/11,Special Service,1,1,260,260,KITTEN TRAPPED BEHIND FIREPLACE,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000329,Eastcote and East Ruislip,E09000017,Hillingdon,Ruislip,NULL,The Close,21401939,HA5,NULL,NULL,511150,187850,NULL,NULL
137703101,12/08/2010 08:31,2010,2010/11,Special Service,1,1,260,260,ASSIST RSPCA,Unknown - Domestic Animal Or Pet,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009402,Redcliffe,E09000020,Kensington and Chelsea,Chelsea,NULL,Redcliffe Square,21700454,SW10,NULL,NULL,525750,178050,NULL,NULL
137899101,12/08/2010 16:52,2010,2010/11,Special Service,1,1,260,260,DOG WITH NECK STUCK IN RAILINGS,Dog,Person (mobile),Park,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000315,Hylands,E09000016,Havering,Hornchurch,1.00023E+11,Hornchurch Road,21300425,RM11,553152,187026,553150,187050,51.5613255,0.208053787
138210101,13/08/2010 07:15,2010,2010/11,Special Service,1,1,260,260,CAT TRAPPED ON ROOF,Cat,Person (land line),Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000091,Harlesden,E09000005,Brent,Park Royal,NULL,St. Marys Road,20202537,NW10,NULL,NULL,521450,183850,NULL,NULL
138463101,13/08/2010 17:12,2010,2010/11,Special Service,1,1,260,260,DOG TRAPPED IN FENCE,Dog,Person (mobile),Railings,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05000519,"Ham, Petersham and Richmond Riverside",E09000027,Richmond upon Thames,Kingston,NULL,Ham Street,NULL,TW10,517286,172821,517250,172850,51.44224725,-0.313805479
139163101,14/08/2010 18:57,2010,2010/11,Special Service,1,4,260,1040,KITTEN TRAPPED UNDER FLOOR BOARDS,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000493,Wall End,E09000025,Newham,East Ham,NULL,Southend Road,22201066,E6,NULL,NULL,542650,184250,NULL,NULL
140157101,16/08/2010 13:58,2010,2010/11,Special Service,1,1,260,260,ASSIST RSPCA WITH TRAPPED INJURED GULL,Bird,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000205,Palmers Green,E09000010,Enfield,Southgate,NULL,Aldermans Hill,20703847,N13,NULL,NULL,530950,192650,NULL,NULL
140766101,17/08/2010 12:13,2010,2010/11,Special Service,1,1,260,260,HORSE TRAPPED IN STABLE DOOR,Horse,Person (mobile),Barn,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05011480,Selsdon & Addington Village,E09000008,Croydon,Croydon,1.00023E+11,Coombe Lane,20501992,CR0,532750,164750,532750,164750,51.36630647,-0.094441367
140977101,17/08/2010 19:27,2010,2010/11,Special Service,1,1,260,260,CAT UP TREE,Cat,Person (land line),Club/night club,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000519,"Ham, Petersham and Richmond Riverside",E09000027,Richmond upon Thames,Kingston,NULL,Parkleys,NULL,TW10,517876,171688,517850,171650,51.43194195,-0.305697126
141020101,17/08/2010 20:29,2010,2010/11,Special Service,1,1,260,260,RUNNING CALL TO ASSIST INJURED CAT,Cat,Person (land line),Railway trackside vegetation,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000526,North Richmond,E09000027,Richmond upon Thames,Richmond,1.00022E+11,Manor Grove,22405753,TW9,519316,175511,519350,175550,51.46600036,-0.283703981
141331101,18/08/2010 10:51,2010,2010/11,Special Service,1,1,260,260,ASSISTING RSPCA WITH CAT STUCK ON ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000229,Woolwich Common,E09000011,Greenwich,Plumstead,NULL,Ordnance Road,20801117,SE18,NULL,NULL,543250,177550,NULL,NULL
141958101,19/08/2010 13:37,2010,2010/11,Special Service,1,1,260,260,Redacted,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009388,Abingdon,E09000020,Kensington and Chelsea,Kensington,NULL,Stratford Road,21700527,W8,NULL,NULL,525450,179050,NULL,NULL
142028101,19/08/2010 15:57,2010,2010/11,Special Service,1,1,260,260,CAT TRAPPED BY COLLAR  ON TREE,Cat,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000176,Elthorne,E09000009,Ealing,Ealing,12070339,Boston Road,20602241,W7,516073,179253,516050,179250,51.5003067,-0.329140491
142243101,19/08/2010 21:48,2010,2010/11,Special Service,1,1,260,260,CAT TRAPPED IN RUBBISH CHUTE,Cat,Police,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000419,Clapham Town,E09000022,Lambeth,Clapham,NULL,Macaulay Road,21900911,SW4,NULL,NULL,528950,175550,NULL,NULL
142434101,20/08/2010 10:48,2010,2010/11,Special Service,1,2,260,520,CAT TRAPPED UNDER JETTY,Cat,Person (land line),Barge,Boat,Animal rescue from water,Animal rescue from water - Domestic pet,E05000230,Woolwich Riverside,E09000011,Greenwich,Plumstead,NULL,Woolwich High Street,NULL,SE18,543339,179251,543350,179250,51.49403846,0.063429055
143104101,21/08/2010 12:10,2010,2010/11,Special Service,1,2,260,520,MAGPIE STUCK IN BUILDING,Bird,Person (land line),Other indoor sporting venue,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05009387,Woodberry Down,E09000012,Hackney,Stoke Newington,10008241969,Green Lanes,20900468,N4,532311,186881,532350,186850,51.56529283,-0.092467492
143684101,22/08/2010 05:42,2010,2010/11,Special Service,1,1,260,260,Redacted,Cat,Person (land line),Library,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000480,East Ham Central,E09000025,Newham,East Ham,10008995498,High Street South,22200716,E6,542665,183494,542650,183450,51.53233538,0.055442633
143724101,22/08/2010 08:33,2010,2010/11,Special Service,1,1,260,260,CAT SHUT IN GARAGE,Cat,Person (land line),Private garage,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05011242,Fairlop,E09000026,Redbridge,Hainault,1.00022E+11,Kelsie Way,22304638,IG6,545203,191539,545250,191550,51.60397678,0.095328095
144084101,22/08/2010 20:28,2010,2010/11,Special Service,1,1,260,260,CAT TRAPPED IN CAVITY WALL,Cat,Person (mobile),Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Other animal assistance,Animal assistance involving livestock - Other action,E05000041,Village,E09000002,Barking and Dagenham,Dagenham,NULL,Exeter Road,19900478,RM10,NULL,NULL,549850,184750,NULL,NULL
144631101,23/08/2010 20:20,2010,2010/11,Special Service,1,1,260,260,DOG WITH HEAD TRAPPED IN RAILINGS,Dog,Person (mobile),Park,Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05011462,Addiscombe East,E09000008,Croydon,Woodside,10014052812,Shirley Road,20500552,CR9,534873,166649,534850,166650,51.38287195,-0.063243189
