animeID,name,title_english,title_japanese,title_synonyms,type,source,producers,genre,studio,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,premiered,broadcast,related
32547,Non Non Biyori Repeat: Hotaru ga Tanoshinda,NA,のんのんびより りぴーと 蛍が楽しんだ,['Non Non Biyori Repeat OVA'],OVA,Manga,[],"['Slice of Life', 'Comedy', 'School', 'Seinen']",['Silver Link.'],1,Finished Airing,FALSE,"{'from': '2016-09-23T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Sep 23, 2016'}",24 min,PG-13 - Teens 13 or older,7.86,10207,790,2811,21239,19,An OVA bundled with the tenth manga volume.,NA,NA,NA,"{'Other': [{'mal_id': 21667, 'type': 'anime', 'name': 'Non Non Biyori: Okinawa e Ikukoto ni Natta', 'url': 'https://myanimelist.net/anime/21667/Non_Non_Biyori__Okinawa_e_Ikukoto_ni_Natta'}], 'Parent story': [{'mal_id': 23623, 'type': 'anime', 'name': 'Non Non Biyori Repeat', 'url': 'https://myanimelist.net/anime/23623/Non_Non_Biyori_Repeat'}]}"
32548,Imawa no Kuni no Alice,NA,今際の国のアリス,['Alice in Borderland'],ONA,Manga,[],['Action'],['Production I.G'],1,Finished Airing,FALSE,"{'from': '2013-07-09T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 9, 2013'}",30 sec,PG-13 - Teens 13 or older,6.26,601,6813,7591,1818,1,An animated commercial produced by Production I.G to advertise Shogakukan's manga series of the same name.,NA,NA,NA,"{'Adaptation': [{'mal_id': 33031, 'type': 'manga', 'name': 'Imawa no Kuni no Alice', 'url': 'https://myanimelist.net/manga/33031/Imawa_no_Kuni_no_Alice'}], 'Other': [{'mal_id': 24781, 'type': 'anime', 'name': 'Imawa no Kuni no Alice (OVA)', 'url': 'https://myanimelist.net/anime/24781/Imawa_no_Kuni_no_Alice_OVA'}]}"
32551,Digimon Adventure tri. 3: Kokuhaku,Digimon Adventure tri. Confession,デジモンアドベンチャーtri.（トライ）第３章「告白」,['Digimon tri. 3'],Movie,Original,"['Bandai', 'Ai Addiction']","['Action', 'Adventure', 'Comedy', 'Drama']",['Toei Animation'],1,Finished Airing,FALSE,"{'from': '2016-09-24T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Sep 24, 2016'}",1 hr 45 min,PG-13 - Teens 13 or older,7.89,23130,715,1806,45048,124,"Taichi and friends can't hide how disturbing it was that something suddenly went wrong with Meicoomon, causing her to destroy Leomon and disappear beyond the distortion. ""If Meicoomon was infected, I want to find out what caused it. Were there any signs it had happened? And when in the world did it occur?"" Faced with a situation beyond imagination, Koushirou struggles to come up with some countermeasure. But with no effective means at his disposal, he ends up grilling Meiko for information. ""Please remember. I need information if I'm going to find out what's behind the infection."" Meiko hangs her head, unable to offer any answer... Agumon and the others had been quarantined in Koushirou's office to protect against infection, but Patamon starts showing signs of it anyway... At the same time, Agumon and the others are informed via the voice dwelling within Hikari about an important secret concerning the Digital World. ""The time... draws near..."" Then during the battle against Meicoomon when she shows up again, said ""time"" arrives. Taichi and friends agonize over the revealed secret. As the feelings of each of them intertwine, they arrive at a certain determination... ""If we wait around for 'someday', before you know it we'll find ourselves having grown up."" The adventure now evolves once again... (Source: Official website)",NA,NA,NA,"{'Prequel': [{'mal_id': 32108, 'type': 'anime', 'name': 'Digimon Adventure tri. 2: Ketsui', 'url': 'https://myanimelist.net/anime/32108/Digimon_Adventure_tri_2__Ketsui'}], 'Sequel': [{'mal_id': 34299, 'type': 'anime', 'name': 'Digimon Adventure tri. 4: Soushitsu', 'url': 'https://myanimelist.net/anime/34299/Digimon_Adventure_tri_4__Soushitsu'}]}"
32553,Nisekoi: OVA,NA,ニセコイ: OAD,[],OVA,Manga,[],"['Harem', 'Comedy', 'Parody', 'Magic', 'Romance', 'Shounen']",['Shaft'],2,Finished Airing,FALSE,"{'from': '2016-01-04T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jan 4, 2016'}",15 min per ep,PG-13 - Teens 13 or older,7.18,21089,2960,1931,40802,52,Bundled with the 21st volume of the Nisekoi manga.,NA,NA,NA,"{'Adaptation': [{'mal_id': 31499, 'type': 'manga', 'name': 'Nisekoi', 'url': 'https://myanimelist.net/manga/31499/Nisekoi'}, {'mal_id': 83187, 'type': 'manga', 'name': 'Magical Pâtissière Kosaki-chan!!', 'url': 'https://myanimelist.net/manga/83187/Magical_Pâtissière_Kosaki-chan'}], 'Parent story': [{'mal_id': 27787, 'type': 'anime', 'name': 'Nisekoi:', 'url': 'https://myanimelist.net/anime/27787/Nisekoi_'}]}"
32555,Stella no Mahou,Magic of Stella,ステラのまほう,[],TV,4-koma manga,"['Kadokawa Shoten', 'AT-X', 'flying DOG', 'Houbunsha', 'Hakuhodo DY Music & Pictures']","['Game', 'Slice of Life', 'Comedy', 'School']",['Silver Link.'],12,Finished Airing,FALSE,"{'from': '2016-10-03T00:00:00+00:00', 'to': '2016-12-19T00:00:00+00:00', 'prop': {'from': {'day': 3, 'month': 10, 'year': 2016}, 'to': {'day': 19, 'month': 12, 'year': 2016}}, 'string': 'Oct 3, 2016 to Dec 19, 2016'}",23 min per ep,PG-13 - Teens 13 or older,6.91,9355,3998,2391,28239,37,"Upon enrolling in high school, Tamaki Honda joins a club for making doujin games known as the SNS Club. Joined by programmer Shiina, writer Ayame, and composer Kayo, Tamaki begins working as an illustrator for the club's next game. (Source: Wikipedia)",NA,Fall 2016,Mondays at 22:30 (JST),"{'Adaptation': [{'mal_id': 75079, 'type': 'manga', 'name': 'Stella no Mahou', 'url': 'https://myanimelist.net/manga/75079/Stella_no_Mahou'}], 'Side story': [{'mal_id': 35522, 'type': 'anime', 'name': 'Stella no Mahou Specials', 'url': 'https://myanimelist.net/anime/35522/Stella_no_Mahou_Specials'}]}"
32557,Zombie Clay Animation: I'm Stuck!!,I'm Stuck!!: Life of the Dead,ゾンビクレイアニメ「I'm stuck!!」,[],ONA,Original,[],"['Comedy', 'Horror']",['Studio Binzo'],4,Finished Airing,FALSE,"{'from': '2014-03-02T00:00:00+00:00', 'to': '2014-05-08T00:00:00+00:00', 'prop': {'from': {'day': 2, 'month': 3, 'year': 2014}, 'to': {'day': 8, 'month': 5, 'year': 2014}}, 'string': 'Mar 2, 2014 to May 8, 2014'}",3 min per ep,R - 17+ (violence & profanity),4.27,48,13739,12709,167,0,Spin-off series of Zombie Clay Animation: Life of the Dead.,NA,NA,NA,"{'Parent story': [{'mal_id': 30089, 'type': 'anime', 'name': 'Zombie Clay Animation: Life of the Dead', 'url': 'https://myanimelist.net/anime/30089/Zombie_Clay_Animation__Life_of_the_Dead'}]}"
32559,Ryuuzou to Shichinin no Kobun-tachi x Frogman,NA,龍三と七人の子分たち×FROGMAN,[],ONA,Original,[],['Comedy'],['DLE'],5,Finished Airing,FALSE,"{'from': '2015-09-28T00:00:00+00:00', 'to': '2015-10-08T00:00:00+00:00', 'prop': {'from': {'day': 28, 'month': 9, 'year': 2015}, 'to': {'day': 8, 'month': 10, 'year': 2015}}, 'string': 'Sep 28, 2015 to Oct 8, 2015'}",1 min per ep,PG-13 - Teens 13 or older,4.33,18,12744,14136,96,0,A cross-over between Frogman and Ryuuzou to Shichinin no Kobun-tachi.,NA,NA,NA,{}
32561,Hai to Gensou no Grimgar: Furo no Kabe ni Kaketa Seishun - One More Centimeter,Grimgar: Ashes and Illusions Special,灰と幻想のグリムガル 「風呂の壁にかけた青春――one more センチメートル」,"['Grimgar of Fantasy and Ash Special', 'Grimgal of Ashes and Illusion Special', 'Grimgal of Ashes and Fantasies Special', 'Hai to Gensou no Grimgal Special', 'Grimgar of Fantasy and Ash Episode 2.5', 'Grimgal of Ashes and Illusion Episode 2.5']",Special,Light novel,[],['Comedy'],['A-1 Pictures'],1,Finished Airing,FALSE,"{'from': '2016-03-16T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 16, 2016'}",11 min,PG-13 - Teens 13 or older,6.65,18127,5109,2197,32959,35,"Episode 2.5 of the series, will expand on the ending of episode 2. Included in the 1st volume of the Blu-ray/DVD releases.",NA,NA,NA,"{'Adaptation': [{'mal_id': 56755, 'type': 'manga', 'name': 'Hai to Gensou no Grimgar', 'url': 'https://myanimelist.net/manga/56755/Hai_to_Gensou_no_Grimgar'}], 'Parent story': [{'mal_id': 31859, 'type': 'anime', 'name': 'Hai to Gensou no Grimgar', 'url': 'https://myanimelist.net/anime/31859/Hai_to_Gensou_no_Grimgar'}]}"
32563,Starry Tales: Seiza wa Toki wo Koete,NA,スターリーテイルズ ～星座は時をこえて～,[],Movie,Original,[],"['Fantasy', 'Space']",['KAGAYA Studio'],1,Finished Airing,FALSE,"{'from': '2011-03-19T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 19, 2011'}",27 min,PG - Children,5.63,180,8677,9771,617,1,"Constellations were created thousands years ago and they have been handed down generation after generation up to now. This show focuses on this great fact. In the show, you will see instruction on constellations and movement of the sun, moon and planets against constellations. An associated story from Greek myths is provided with beautiful CG including the tale of Astraea, the goddess of justice, who is closely related to the constellation Libra.",NA,NA,NA,{}
32564,Tokiwa Kitareri!!,NA,トキワ来たれり!!,"['Tokiwa Kitareri CM', 'Toki wa Kitareri!!']",Special,Manga,[],"['Action', 'Magic', 'Shounen']",['J.C.Staff'],1,Finished Airing,FALSE,"{'from': '2016-01-12T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jan 12, 2016'}",30 sec,PG-13 - Teens 13 or older,5.66,132,8611,10770,378,1,A Tokiwa Kitareri!! commercial produced by J.C. Staff that serves as a promotion for the manga.,NA,NA,NA,"{'Adaptation': [{'mal_id': 83417, 'type': 'manga', 'name': 'Tokiwa Kitareri!!', 'url': 'https://myanimelist.net/manga/83417/Tokiwa_Kitareri'}]}"
32566,Noblesse: Pamyeol-ui Sijak,NA,NOBLESSE 파멸의 시작,['Noblesse: The Beginning of Destruction'],OVA,Web manga,[],"['Action', 'Adventure', 'Supernatural']",['Studio Animal'],1,Finished Airing,FALSE,"{'from': '2015-12-04T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Dec 4, 2015'}",37 min,R - 17+ (violence & profanity),7.54,9753,1552,2697,22917,84,"820 years ago, Mujaka, the lord of werewolves finally visits Raizel after a long journey. But the werewolf Maduk interferes in a war of human plotting some scheme. Raizel and Mujaka fall into a hand of tragic destiny, fighting with each other desperately leaving their friendship behind. (Source: Bucheon International Animation Festival)",NA,NA,NA,"{'Adaptation': [{'mal_id': 29983, 'type': 'manga', 'name': 'Noblesse', 'url': 'https://myanimelist.net/manga/29983/Noblesse'}], 'Sequel': [{'mal_id': 32668, 'type': 'anime', 'name': 'Noblesse: Awakening', 'url': 'https://myanimelist.net/anime/32668/Noblesse__Awakening'}]}"
32568,Kamiwaza Wanda,NA,カミワザ・ワンダ,[],TV,Original,['TBS'],"['Sci-Fi', 'Kids']",['TMS Entertainment'],47,Finished Airing,FALSE,"{'from': '2016-04-23T00:00:00+00:00', 'to': '2017-03-25T00:00:00+00:00', 'prop': {'from': {'day': 23, 'month': 4, 'year': 2016}, 'to': {'day': 25, 'month': 3, 'year': 2017}}, 'string': 'Apr 23, 2016 to Mar 25, 2017'}",24 min per ep,PG - Children,5.03,29,11540,10549,423,0,"The story is set in a world where every event has been turned into programs, and mysterious monsters known as ""Promin"" maintain the world. However, many Promin who have turned into bugs known as ""Bugmin"" are responsible for many of the world's real-life bugs. Left alone, they may eventually turn into a big problem. The boy Yuuto encounters the space dog Wanda, and the pair use a camera-like device and key items to capture Bugmin. Promin themselves are able to do things like ""accelerate objects,"" ""spew fire,"" or ""create objects,"" through an ability known as ""Kamiwaza"" (miracle), and are able to fend off Bugmin with it. At first, the Bugmin only cause small, bothersome things, but it will soon elevate into a global scale threat. Can one boy and one dog save the world? (Source: ANN)",NA,Spring 2016,Saturdays at 07:00 (JST),{}
32571,Shounen Ashibe: Go! Go! Goma-chan,NA,少年アシベ GO！GO！ゴマちゃん,['Young Ashibe: Go! Go! Goma-chan'],TV,4-koma manga,[],"['Slice of Life', 'Comedy', 'Seinen']","['Bridge', 'Husio Studio']",32,Finished Airing,FALSE,"{'from': '2016-04-05T00:00:00+00:00', 'to': '2017-02-21T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 4, 'year': 2016}, 'to': {'day': 21, 'month': 2, 'year': 2017}}, 'string': 'Apr 5, 2016 to Feb 21, 2017'}",9 min per ep,G - All Ages,6.11,481,7385,7089,2267,11,Shounen Ashibe follows the daily life of first-grader Ashibe Ashiya and his spotted seal pet Goma-chan. (Source: MAL News),NA,Spring 2016,Tuesdays at 18:45 (JST),"{'Adaptation': [{'mal_id': 96207, 'type': 'manga', 'name': 'Shounen Ashibe', 'url': 'https://myanimelist.net/manga/96207/Shounen_Ashibe'}, {'mal_id': 98382, 'type': 'manga', 'name': 'Shounen Ashibe: Go! Go! Goma-chan', 'url': 'https://myanimelist.net/manga/98382/Shounen_Ashibe__Go_Go_Goma-chan'}], 'Alternative version': [{'mal_id': 8829, 'type': 'anime', 'name': 'Shounen Ashibe (TV)', 'url': 'https://myanimelist.net/anime/8829/Shounen_Ashibe_TV'}, {'mal_id': 8832, 'type': 'anime', 'name': 'Shounen Ashibe 2', 'url': 'https://myanimelist.net/anime/8832/Shounen_Ashibe_2'}], 'Sequel': [{'mal_id': 34979, 'type': 'anime', 'name': 'Shounen Ashibe: Go! Go! Goma-chan 2', 'url': 'https://myanimelist.net/anime/34979/Shounen_Ashibe__Go_Go_Goma-chan_2'}]}"
32572,Neko Neko Nihonshi,Meow Meow Japanese History,ねこねこ日本史,[],TV,Web manga,[],"['Historical', 'Kids', 'Parody']",['Joker Films'],32,Finished Airing,FALSE,"{'from': '2016-04-06T00:00:00+00:00', 'to': '2017-02-22T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 4, 'year': 2016}, 'to': {'day': 22, 'month': 2, 'year': 2017}}, 'string': 'Apr 6, 2016 to Feb 22, 2017'}",9 min per ep,G - All Ages,6.27,85,6781,8416,1244,3,"The story imagines if Japanese historical figures such as Queen Himiko, the warlord Oda Nobunaga, and samurai Sakamoto Ryouma were cats. (Source: ANN)",NA,Spring 2016,Wednesdays at 18:45 (JST),"{'Adaptation': [{'mal_id': 96221, 'type': 'manga', 'name': 'Neko Neko Nihonshi', 'url': 'https://myanimelist.net/manga/96221/Neko_Neko_Nihonshi'}], 'Sequel': [{'mal_id': 35302, 'type': 'anime', 'name': 'Neko Neko Nihonshi 2nd Season', 'url': 'https://myanimelist.net/anime/35302/Neko_Neko_Nihonshi_2nd_Season'}]}"
32574,Kekkai Sensen: Ousama no Restaurant no Ousama,NA,血界戦線 王様のレストランの王様,['Kekkai Sensen OVA'],OVA,Manga,['TOHO animation'],"['Action', 'Comedy', 'Super Power', 'Supernatural', 'Fantasy', 'Shounen']",['Bones'],1,Finished Airing,FALSE,"{'from': '2016-06-03T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jun 3, 2016'}",24 min,R - 17+ (violence & profanity),7.46,10718,1812,2663,23450,19,"The Winter 2016 issue of Jump SQ.Crown magazine (pictured), which will go on sale on January 22, has announced that Yasuhiro Nightow's supernatural action manga Kekkai Sensen (Blood Blockade Battlefront) will receive an OVA episode. The episode, titled ""Ousama no Restaurant no Ousama,"" will be released on June 3, 2016, with the Kekkai Sensen guide book titled Blood Blockade Battlefront Binge Bible. It adapts a story from the eighth volume of the manga. Rie Matsumoto returns to direct the episode, which will be animated by studio Bones. It has an estimated running time of 25 minutes.",NA,NA,NA,"{'Adaptation': [{'mal_id': 12994, 'type': 'manga', 'name': 'Kekkai Sensen', 'url': 'https://myanimelist.net/manga/12994/Kekkai_Sensen'}], 'Parent story': [{'mal_id': 24439, 'type': 'anime', 'name': 'Kekkai Sensen', 'url': 'https://myanimelist.net/anime/24439/Kekkai_Sensen'}]}"
32580,Uniminipet,NA,유니미니펫,['Uni Mini Pet'],TV,Unknown,['Dongwoo A&E'],"['Adventure', 'Fantasy']",[],26,Finished Airing,FALSE,"{'from': '2001-06-15T00:00:00+00:00', 'to': '2001-12-07T00:00:00+00:00', 'prop': {'from': {'day': 15, 'month': 6, 'year': 2001}, 'to': {'day': 7, 'month': 12, 'year': 2001}}, 'string': 'Jun 15, 2001 to Dec 7, 2001'}",20 min per ep,G - All Ages,6.53,17,13437,13394,133,0,"Dong Woo is a very pleasant, responsible and cheerful boy. He gets weird feelings every time he opens his closet door and is the only one that can sense these feelings. Why is this? Dong Woo is destined to be ""the person that opens the Door"". His closet is a secret channel that connects the real world to the fourth dimension world called ""Uniland "". Whenever he opens the door, the wavelength from the other world is transferred to him. (Source: AWN, edited)",NA,Summer 2001,Fridays at Unknown,{}
32581,Gaza: Changing the World,NA,GAZA changing the world,[],ONA,Original,[],"['Drama', 'Supernatural']",[],1,Finished Airing,FALSE,"{'from': '2015-06-27T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jun 27, 2015'}",2 min,PG-13 - Teens 13 or older,5.46,82,9014,12337,189,1,A promotional video produced by the Shizuoka Muslim Association for their campaign to fund and build a mosque in Shizuoka prefecture. (Source: ANN),NA,NA,NA,{}
32582,Duel Masters VSRF,Duel Masters Versus Revolution Final,デュエル・マスターズVSRF,[],TV,Original,"['TV Tokyo', 'Shogakukan Productions']","['Action', 'Adventure', 'Comedy', 'Shounen']",['Studio Hibari'],51,Finished Airing,FALSE,"{'from': '2016-04-03T00:00:00+00:00', 'to': '2017-03-26T00:00:00+00:00', 'prop': {'from': {'day': 3, 'month': 4, 'year': 2016}, 'to': {'day': 26, 'month': 3, 'year': 2017}}, 'string': 'Apr 3, 2016 to Mar 26, 2017'}",24 min per ep,PG-13 - Teens 13 or older,5.53,77,8870,9191,834,3,"It is the sequel of Versus Revolution, continuing the chain of events after the battle between the Invaders and Revolutionary. It is also the last season and conclusion of the Versus saga in the anime The 'V' mark that was once on Katta Kirifuda's forehead hides a mysterious force. However, the power was sealed off. Even though the impact of removing the seal does not do much, but Hamukatsu starts to talk! Plus more hamsters that are like Hamukatsu starts to appear! They were then told about a secret organization, the ""Rare Killers"", with the members being transfer students of the school! What is the mystery of the hamsters like Hamukatsu and who exactly are the Rare Killers? The final battle is about to start! (Source: Duel Masters Wikia)","It is the sequel of Versus Revolution, continuing the chain of events after the battle between the Invaders and Revolutionary. It is also the last season and conclusion of the Versus saga in the anime.",Spring 2016,Sundays at 08:30 (JST),"{'Prequel': [{'mal_id': 29687, 'type': 'anime', 'name': 'Duel Masters VSR', 'url': 'https://myanimelist.net/anime/29687/Duel_Masters_VSR'}], 'Sequel': [{'mal_id': 34905, 'type': 'anime', 'name': 'Duel Masters (2017)', 'url': 'https://myanimelist.net/anime/34905/Duel_Masters_2017'}], 'Character': [{'mal_id': 35745, 'type': 'anime', 'name': '40-shuunen da yo!! Coro Coro All-Star Shougakkou', 'url': 'https://myanimelist.net/anime/35745/40-shuunen_da_yo_Coro_Coro_All-Star_Shougakkou'}]}"
