city,alternate_city_names,state,country,country_code,latitude,longitude,timezone,population,elevation_m
Merritt Island,NA,FL,USA,US,28.53917,-80.672,America/New_York,34743,1
Elmwood,"Elmvud,almwwd,almwwd  aylynwy,elmavuda,Елмвуд,إلموود,الموود، ایلینوی,المووڈ، الینوائے,एल्मवूड",IL,USA,US,40.77782,-89.9665,America/Chicago,2089,196
Knoxville,"Noksvill,Ноксвилл",IL,USA,US,40.90837,-90.28485,America/Chicago,2836,238
Ancaster,"Ankaster,ankstr  antaryw,Анкастер,انکستر، انتاریو",ON,Canada,CA,43.21806,-79.98716,America/Toronto,40557,NA
Kernville,"Kernvil,kernabhila,Кернвил,केर्नभिल",CA,USA,US,35.75467,-118.42536,America/Los_Angeles,1395,813
Capitola,"Kapitola,ka pi tuo la,kabytwla,kapytwla  kalyfrnya,kyapitola,Капитола,كابيتولا,کاپیتولا، کالیفرنیا,کیپیٹولا، کیلیفورنیا,क्यापितोला,卡皮托拉",CA,USA,US,36.97523,-121.95329,America/Los_Angeles,10189,4
Nederland,"Niderland,nydrland,nydrlnd  tgzas,Нидерланд,نيدرلاند,نیدرلند، تگزاس",TX,USA,US,29.97438,-93.9924,America/Chicago,17196,5
Forty Fort,NA,PA,USA,US,41.27897,-75.87825,America/New_York,4126,168
Woburn,"Central Village,Vubern,Woburn,Woburn Centre,Woburn Highland,Wooborne,uban,wobeon,wwbrn,wwbwrn  masachwst,Вуберн,ووبرن,ووبرن، میساچوسٹس,ووبورن، ماساچوست,ウーバン,워번",MA,USA,US,42.47926,-71.15228,America/New_York,39555,30
Maysville,"Maysville,Mehjsvil,Mejsvil,Plugtown,maysfyl,mayzwyl  kntaky,mei si wei er,meijeubil,Мејсвил,Мэйсвил,مايسفيل,مایزویل، کنتاکی,梅斯维尔,메이즈빌",KY,USA,US,38.64119,-83.74437,America/New_York,8819,165
Banning,"BNG,Baning,Banning,Moore City,ban ning,banyng  kalyfrnya,banyngh,byaninga,Банинг,بانينغ,بانینگ، کالیفرنیا,ब्यानिंग,班宁",CA,USA,US,33.92557,-116.87641,America/Los_Angeles,30945,716
Perry,"FPY,Peri,byry,pei li,peli,peri,pry  flwryda,Пери,بيري,پری، فلوریدا,پیری، فلوریڈا,पेरी,佩里,페리",FL,USA,US,30.11766,-83.58274,America/New_York,7055,14
New Brunswick,"Brunswick,Inian,Inians Ferry,Middlesex,N'ju Bransvik,N'ju-Bransuik,N'ju-Bransvik,New Brunswick,Nju Bransvik,Nju Brunzuik,Nuevo Brunswick,The River,nyubeuleonjeuwig,nyuburanzuuikku,nyw branzwyk  nywjrsy,nyw brnzwk  nyw jrsy,nyw brwnzwyk,xin bu lang si wei ke,Њу Брансвик,Нью Брансвик,Нью-Брансвік,Нью-Брансуик,Ню Брънзуик,نيو برونزويك,نیو برانزویک، نیوجرسی,نیو برنزوک، نیو جرسی,ニューブランズウィック,新布朗斯维克,뉴브런즈윅",NJ,USA,US,40.48622,-74.45182,America/New_York,57035,26
Lake Elmo,"City of Lake Elmo,Lake Elmo,Lehjk Ehlmo,Lejk Elmo,Lejk-Ehlmo,Lejk-Elmo,lyk almw,Лейк-Елмо,Лейк-Элмо,Лејк Елмо,Лэйк Элмо,ليك إلمو,لیک المو، مینه‌سوتا,لیک ایلمو، منیسوٹا",MN,USA,US,44.9958,-92.87938,America/Chicago,8406,278
Yerington,"EYR,Greenfield,Jerington,Jeringtun,Mason Valley,Pizen Switch,Poison Switch,Yerington,ye ling dun,yrynghtwn,yryngtwn  nwada,Јерингтон,Йерингтон,Йерингтън,يرينغتون,یرینگتون، نوادا,یرینگتوں، نیواڈا,耶灵顿",NV,USA,US,38.98575,-119.16293,America/Los_Angeles,3064,1338
Galena,"Galena,Jamestown",MO,USA,US,36.80534,-93.46658,America/Chicago,409,311
Molalla,"Molalla,Mulala,mwlala,mwlyla  awrgn,Молалла,Мълала,مولالا,مولیلا، اورگن",OR,USA,US,45.14734,-122.57703,America/Los_Angeles,8972,115
Derby,"Darbi,Dehrbi,Deoraby,Derbi,Derbia,Derbio,Derbis,Derby,Derby i Derbyshire,Dérbi,Dārbi,Dēoraby,Ntermpi,dabi,dar bi,darbi,darby  anglstan,de bi,deobi,drby,dyrby,Ντέρμπι,Дарби,Дерби,Дербі,Дэрбі,Դերբի,דארבי,דרבי,داربی، انگلستان,ديربي,ڈربی,डर्बी,ডার্বি,ดาร์บี,ደርቢ,ダービー,德比,더비",ENG,United Kingdom,GB,52.92277,-1.47663,Europe/London,270468,NA
Waynesburg,"Waynesburg,Waynesburgh",OH,USA,US,40.66784,-81.25733,America/New_York,923,304
Flat Rock,"Flat Rock,Flat Rok,Smooth Rock,flat rwk,Флат Рок,فلات روك,فلت‌راک، میشیگان,فلیٹ راک، مشی گن",MI,USA,US,42.09643,-83.29187,America/Detroit,9914,183
Granite Bay,NA,CA,USA,US,38.76323,-121.16384,America/Los_Angeles,20402,130
Portsmouth,"Pocasset,Portsmouth,Portsmut,bwrtsmwth,potsumasu,Портсмут,بورتسموث,پورٹسماؤت، روڈ آئلینڈ,ポーツマス",RI,USA,US,41.60232,-71.25033,America/New_York,17756,43
Avra Valley,NA,AZ,USA,US,32.43785,-111.31539,America/Phoenix,6050,585
Elizabeth City,"ECG,Elizabeth City,Elizabethtown,Ilizabet Siti,Reading,Redding,alyzabyth syty,aylyzbt syty  karwlynay shmaly,erizabesushiti,Илизабет Сити,إليزابيث سيتي,الزبتھ شہر، شمالی کیرولائنا,ایلیزبت سیتی، کارولینای شمالی,エリザベスシティ",NC,USA,US,36.2946,-76.25105,America/New_York,17988,1
Estes Park,"Ehstes Park,Estes Park,Estes Park Village,Estiz Park,Estus Park,ai si te si gong yuan,astys bark,astz park  klradw,esteja parka,Естиз Парк,Естъс Парк,Эстес Парк,إستيس بارك,استز پارک، کلرادو,एस्टेज पार्क,埃斯特斯公园",CO,USA,US,40.37721,-105.52167,America/Denver,6257,2300
Oakville,"Okvil,Okvill,XOK,ao ke wei er,awkfyl,okeubil,okubiru,Оквил,Оквилл,Оквілл,أوكفيل,اوک‌ویل,オークビル,奥克维尔,오크빌",ON,Canada,CA,43.45011,-79.68292,America/Toronto,193832,NA
The Woodlands,"Te-Vudlends,The Woodlands,Vudlands,Ze-Vudlends,dha wwdlandz,wu de lan shi,wwdlndz  tgzas,Вудландс,Зе-Вудлендс,Те-Вудлендс,دی ووڈلینڈز، ٹیکساس,ذا وودلاندز,وودلندز، تگزاس,ザ・ウッドランズ,伍德蘭市",TX,USA,US,30.15799,-95.48938,America/Chicago,93847,43
Warrington,NA,FL,USA,US,30.38409,-87.27497,America/Chicago,14531,2
Sikeston,"SIK,Sajkston,sai ke si dun,saykstwn  myzwry,Сайкстон,Сајкстон,سایکستون، میزوری,赛克斯顿",MO,USA,US,36.87672,-89.58786,America/Chicago,16436,100
Greenfield,"Grinfild,Гринфилд",IL,USA,US,39.34366,-90.21261,America/Chicago,1020,179
South Pasadena,"Juzhna Pasadina,Saut Pasadena,nan pa sa di na,sa'utha pasadena,sauseupaeseodina,sawt pasadna  kalyfrnya,swwth basadyna,Саут Пасадена,Южна Пасадина,ساوت پاسادنا، کالیفرنیا,سووث باسادينا,साउथ पासादेना,南帕萨迪纳,사우스패서디나",CA,USA,US,34.11612,-118.15035,America/Los_Angeles,26151,201
Buttonwillow,"Batonvilou,Buena Vista,Buttonwillow,batanavilo,Батонвилоу,बटनविलो",CA,USA,US,35.40052,-119.46956,America/Los_Angeles,1508,82
Oskaloosa,"OOA,Oskaloosa,Oskalusa,ao si ka lu sa,asklwsa  aywwa,osukarusa,Оскалуса,آسکلوسا، آیووا,オスカルーサ,奥斯卡卢萨",IA,USA,US,41.29639,-92.64436,America/Chicago,11607,256
Pine Hill,NA,NJ,USA,US,39.78428,-74.99211,America/New_York,10510,49
Tomah,"tamh  wyskansyn,twma,تامه، ویسکانسین,توما",WI,USA,US,43.97858,-90.50402,America/Chicago,9357,296
Alameda,"Alameda,Alamida,Alaminta,a la mi da,aelleomida,alamda  kalyfrnya,alameda,alamyda,arameda,Αλαμήντα,Аламеда,Аламида,آلامدا، کالیفرنیا,ألاميدا,अलामेदा,アラメダ,阿拉米達,앨러미다",CA,USA,US,37.77099,-122.26087,America/Los_Angeles,78630,10
Elgin,"Ehlgin,Eldzin,Elgin,algyn  awrgn,aljyn,Елгин,Елџин,Элгин,إلجين,الگین، اورگن",OR,USA,US,45.56486,-117.91743,America/Los_Angeles,1732,815
Matthews,"Fullwood,Fullwoods Store,Matthews,Metjuz,mashuzu,mathywz,mtywz  karwlynay shmaly,Метјуз,ماثيوز,متیوز، کارولینای شمالی,میتھیوز، شمالی کیرولائنا,マシューズ",NC,USA,US,35.11681,-80.72368,America/New_York,30678,222
Brier,NA,WA,USA,US,47.78454,-122.27429,America/Los_Angeles,6656,125
Montoursville,"Montoursville,Otstonwackin,Otzinachson",PA,USA,US,41.25425,-76.92052,America/New_York,4549,164
Jenkins,"Dzenkins,Dzhenkins,jnkyns  kntaky,jynkynz,zhan jin si,Џенкинс,Дженкинс,جنکینس، کنتاکی,جينكينز,詹金斯",KY,USA,US,37.17344,-82.63099,America/New_York,2103,469
Ely,"ELY,Ehlaj,Ehli,Eli,Ely (Nevada),Ijli,Ili,aly,aly  nwada,illi,yi li,Елі,Ийли,Или,Элай,Эли,إلي,الی، نوادا,ایلی، نیواڈا,伊利,일리",NV,USA,US,39.24744,-114.88863,America/Los_Angeles,4134,1962
Manitowoc,"MTW,Manitovok,Manitowoc,Munedowk,manitowakku,manytwwk,myntwwak  wyskansyn,Манитовок,مانيتووك,مینتوواک، ویسکانسین,مینیٹوواک، وسکونسن,მანიტოუოკი,マニトワック",WI,USA,US,44.08861,-87.65758,America/Chicago,33010,184
Kirtland,"Amenia,Kirkland,Kirtland,Kirtland Mills,Kirtlands Mills,Kirtlehnd,kyrtland,kyrtlnd  awhayw,Киртланд,Киртлэнд,كيرتلاند,کیرتلند، اوهایو",OH,USA,US,41.62894,-81.3615,America/New_York,6793,202
Avon,"Avon,Kinnakeet",NC,USA,US,35.35212,-75.51043,America/New_York,776,1
New Berlin,"Mentor,Naujasis Berlynas,New Berlin,Nju Berlin,brlyn jdyd  wyskansyn,nyw brln  wskwnsn,nyw brlyn,Њу Берлин,برلین جدید، ویسکانسین,نيو برلين,نیو برلن، وسکونسن",WI,USA,US,42.9764,-88.10842,America/Chicago,39825,281
Pecos,"PEQ,Pekos,bykws,pyks  tgzas,Пекос,بيكوس,پیکس، تگزاس",TX,USA,US,31.42291,-103.49323,America/Chicago,9517,787
Birch Run,NA,MI,USA,US,43.25086,-83.79413,America/Detroit,1479,193
Abbotsford,"Abbotsford,Abotsford,Abotsfordas,YXX,abottsufodo,abwtsfwrd,abwtsfwrd  brytysh klmbya,aebeocheupeodeu,ya bo si fu,Абботсфорд,Аботсфорд,أبوتسفورد,ابوتسفورد، بریتیش کلمبیا,ایباٹسفورڈ,ایبٹس فورڈ، برٹش کولمبیا,アボッツフォード,亞博斯福,애버츠퍼드",BC,Canada,CA,49.05798,-122.25257,America/Vancouver,141397,NA
Whistler,"Uislur,Uistler,Visler,Vistler,Vistlera,Vistleris,Whistler,Whistler Village,Whistler i British Columbia,YWS,hwiseulleo,uisura,wei shi na,wyslr  kwlwmbya albrytanyt,Вислер,Вістлер,Уислър,Уистлер,ويسلر، كولومبيا البريطانية,ウィスラー,威士拿,휘슬러",BC,Canada,CA,50.11817,-122.95396,America/Vancouver,8713,NA
Alvarado,NA,TX,USA,US,32.40653,-97.21168,America/Chicago,4015,233
Connersville,"CEV,Konersvil,kanrzwyl  ayndyana,kwnrsfyl,Конерсвил,كونرسفيل,کانرزویل، ایندیانا,کونرزویل، انڈیانا",IN,USA,US,39.64116,-85.14107,America/Indiana/Indianapolis,13010,251
Pilot Butte,NA,SK,Canada,CA,50.48011,-104.41911,America/Regina,2137,NA
El Centro,"Ehl'-Sentro,El Centras,El Centro,El Sentro,ai er sen te luo,al sntrw,al sntrw  kalyfrnya,ela sentro,elsenteulo,Ел Сентро,Эль-Сентро,אל סנטרו,إل سنترو,ال سنترو، کالیفرنیا,एल सेन्ट्रो,エル・セントロ,埃尔森特罗,엘센트로",CA,USA,US,32.792,-115.56305,America/Los_Angeles,43956,-12
Oakton,"Flint Hill,Oakton",VA,USA,US,38.88095,-77.30082,America/New_York,34166,127
Millington,"Millington,Millwood,NQA",TN,USA,US,35.34147,-89.89731,America/Chicago,11027,80
Englewood Cliffs,"Ehnglvud Kliffs,Englvud Klifs,anglwwd klyfs  nywjrsy,Енглвуд Клифс,Энглвуд Клиффс,انگلوود کلیفس، نیوجرسی",NJ,USA,US,40.88538,-73.95236,America/New_York,5403,115
Ringgold,"Cross Roads,Ringgold,Ringold,Taylors Cross Roads,ringagolda,ryng gld  jwrjya,rynghwld,Ринголд,رنگ گولڈ، جارجیا,رينغولد,رینگ گلد، جورجیا,रिंगगोल्ड",GA,USA,US,34.91591,-85.10912,America/New_York,3700,237
Merrick,"Meric,Merikohe,Merrick,Merrik,Moroke,Меррик",NY,USA,US,40.66288,-73.55152,America/New_York,22097,4
Newaygo,NA,MI,USA,US,43.41974,-85.80005,America/Detroit,1957,211
Santa Fe,"Alta Loma,Alto Loma,Arcadia,Santa Fe,Santa-Fe,santa fay,snta fh  tgzas,Санта Фе,Санта-Фе,سانتا فاي,سانتا فے، ٹیکساس,سنتا فه، تگزاس",TX,USA,US,29.37801,-95.10576,America/Chicago,13037,9
Prestonsburg,"Prestonburg,Prestons Station,Prestonsberg,Prestonsburg,Prestonsburgh,Surlocks Station,brystwnzbwrgh,prstwnsbwrg  kntaky,pu lei si dun,Престонбург,Престонсберг,بريستونزبورغ,پرستونسبورگ، کنتاکی,پریسٹنسبرگ، کینٹکی,普勒斯顿",KY,USA,US,37.66565,-82.77155,America/New_York,3347,193
Cedar Key,"CDK,Cedar Key,Cedar Keys,Sidar Ki,sedara ki,sydar ky  flwryda,sydr ky,xi da jiao,Сидар Ки,سيدر كي,سیدار کی، فلوریدا,सेडार की,锡达礁",FL,USA,US,29.13858,-83.03512,America/New_York,703,3
LaHaina,"Lahaina,Lakhajna,Lele,Lāhainā,Rahaina,laha'ina,lahaina,rahaina,Лахајна,لاہاینا، ہوائی,लाहाइना,ラハイナ,라하이나",HI,USA,US,20.87429,-156.67663,Pacific/Honolulu,11704,1
Evanston,"EVW,Ehvanston,Evanston,Evanstun,ai wen si dun,awnstwn  waywmyng,ayfanstwn,ebansuton,ebeonseuteon,Еванстон,Еванстън,Эванстон,إيفانستون,اونستون، وایومینگ,ایوانزٹن، وائیومنگ,エバンストン,埃文斯顿,에번스턴",WY,USA,US,41.26828,-110.96324,America/Denver,12133,2057
Rhinebeck,NA,NY,USA,US,41.92676,-73.91264,America/New_York,2609,61
Kent,"Kent,Kent Plains,Kent Village,knt  kntykt,kynt,Кент,كينت,کنت، کنتیکت,کینٹ، کنیکٹیکٹ",CT,USA,US,41.72482,-73.47707,America/New_York,2858,119
Madison,"Madison,Medison,Mehdison,madison,madysn,mai di xun,mdyswn  alabama,myadisana,Мадисон,Медисон,Медісон,Мэдисон,ماديسن,مدیسون، آلاباما,میڈیسون، الاباما,مەدیسن، ئەلاباما,म्याडिसन,マディソン,麦迪逊",AL,USA,US,34.69926,-86.74833,America/Chicago,46962,215
Knoxville,"Knoxville,Noksvil,Noksvill,Noxvil,TYS,Whites Fort,Whites Mill,nakswyl  tnsy,nogseubil,nokkusubiru,noksavhila,nuo ke si wei er,nwksfyl,nwqswwyl,Νόξβιλ,Ноксвил,Ноксвилл,Ноксвілл,נוקסוויל,ناکسویل، تنسی,نوكسفيل,नॉक्सव्हिल,ノックスビル,諾克斯維爾,녹스빌",TN,USA,US,35.96064,-83.92074,America/New_York,185291,276
Los Alamos,"Los-Alamos,Лос-Аламос",CA,USA,US,34.74443,-120.27821,America/Los_Angeles,1890,174
Lakeville,"Furnace Village,Lake View,Lakeville,Salisbury Furnace,The Furnace",CT,USA,US,41.96454,-73.44012,America/New_York,928,216
Stamps,NA,AR,USA,US,33.3654,-93.49518,America/Chicago,1551,94
Haledon,"Khaledon,Khehjldon,haldwn,Халедон,Хэйлдон,هالدون",NJ,USA,US,40.93565,-74.18626,America/New_York,8451,51
North Tonawanda,"Kiohnawen:'en,Kiohnawén:'en,N. Tonawanda,Nort Taunovondo,Nort Tonavonda,North Tonawanda,nosutonawanda,nwrt twnawanda  nywywrk,nwrth twnawanda,Норт Тауновондо,Норт Тонавонда,نورت توناواندا، نیویورک,نورث توناواندا,ノーストナワンダ",NY,USA,US,43.03867,-78.8642,America/New_York,30785,175
Elwood,NA,NY,USA,US,40.84538,-73.33512,America/New_York,11177,56
Bedford Hills,"Bedford Hills,Bedford Station",NY,USA,US,41.23676,-73.69458,America/New_York,3001,104
South Saint Paul,"City of South Saint Paul,South Saint Paul",MN,USA,US,44.89274,-93.03494,America/Chicago,20160,219
East Providence,"Ist Providens,Ist-Providens,ayst brwfydans,ayst prawydns  rwd aylnd,dong pu luo wei deng si,isutopurobidensu,xis t phr x wi den s,Іст-Провіденс,Ист Провиденс,إيست بروفيدانس,ایست پراویدنس، رود آیلند,ایسٹ پروویڈنس، روڈ آئلینڈ,อีสต์พรอวิเดนซ์,イーストプロビデンス,东普罗维登斯",RI,USA,US,41.81371,-71.37005,America/New_York,47408,19
Valdosta,"Troupville,VLD,Valdosta,barudosuta,bhyaladosta,faldwsta,waldsta  jwrjya,Валдоста,فالدوستا,والدستا، جورجیا,والڈوسٹا، جارجیا,भ्यालडोस्टा,バルドスタ",GA,USA,US,30.83334,-83.28032,America/New_York,55724,67
Little Falls,"Litl Fols,Litl Folz,Little Falls,Littlefalls,Rock City,Rockton,Ta-la-que-ga,li te fu si shi,lytl falz  nywywrk,lytl fwlz,Литл Фолз,Литл Фолс,ليتل فولز,لیتل فالز، نیویورک,利特佛斯市",NY,USA,US,43.0434,-74.8596,America/New_York,4787,128
Chester,"Chester,Честер",NY,USA,US,41.36259,-74.27126,America/New_York,3918,146
Lake Worth,NA,TX,USA,US,32.80485,-97.44502,America/Chicago,4822,196
Midvale,"Bingham Junction,East Jordan,Midvale,Midvejl,mi de wa er,mydfal,mydwyl  ywta,Мидвейл,Мидвејл,ميدفال,مڈویل، یوٹاہ,میدویل، یوتا,米德瓦尔",UT,USA,US,40.61106,-111.89994,America/Denver,32613,1336
Palouse,"Palouse,Palouse City,Palusiidi",WA,USA,US,46.91017,-117.07573,America/Los_Angeles,1022,742
Rosalia,"Rouzalija,Rozejlija,luo sa li ya,rwzalya,Розејлија,Роузалия,روزاليا,罗萨莉娅",WA,USA,US,47.23601,-117.36991,America/Los_Angeles,555,682
Hartville,"Khartvil,Khartvill,hartfyl,Хартвил,Хартвилл,هارتفيل",MO,USA,US,37.25088,-92.51044,America/Chicago,596,363
Menands,"Menand's Station,Menands,mynandz,Менандс,ميناندز",NY,USA,US,42.69202,-73.72456,America/New_York,3998,11
Teaneck,NA,NJ,USA,US,40.8976,-74.01597,America/New_York,40078,35
Pharr,"Far,Farra,far,far  tgzas,Фар,Фарра,فار,فار، تگزاس,فار، ٹیکساس",TX,USA,US,26.1948,-98.18362,America/Chicago,76538,34
Paulina,"Long View,Paulina",LA,USA,US,30.02631,-90.71315,America/Chicago,1178,5
Lexington,"Leksington,Lexington,Lexington City,Shrine of the South,ksynghtwn,legsingteon,lei xing dun,lksyngtwn  wyrjynya,rekishinton,Лексингтон,كسينغتون,لکسینگتون، ویرجینیا,لیکسنگٹن، ورجینیا,レキシントン,勒星頓,렉싱턴",VA,USA,US,37.78402,-79.44282,America/New_York,7262,324
Melbourne,"MEL,Mel'burn,Melben,Melbourne,Melbourne City,Melbournum,Melburn,Melburna,Melburnas,Melburno,Melvourni,mel beirn,melaborna,melbeoleun,melbeon,melporn,meruborun,mlbwrn,mo er ben,Μελβούρνη,Мелбурн,Мелбърн,Мельбурн,מלבורן,ملبورن,مېلبۇرن,मेलबोर्न,மெல்போர்ன்,เมลเบิร์น,མེར་བུན,メルボルン,墨尔本,墨爾本,멜버른,멜번",Victoria,Australia,AU,-37.814,144.96332,Australia/Melbourne,4917750,NA
