year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2015,"Graders and sorters, agricultural products","Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",33127,11776,21351,64.5,21434,26573,20373,76.7
2015,Miscellaneous agricultural workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",498973,415865,83108,16.7,24083,25272,19587,77.5
2015,Fishing and hunting workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",18994,18097,897,4.7,37740,38078,26616,NA
2015,Forest and conservation workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",8844,7653,1191,13.5,37657,40396,26661,NA
2015,Logging workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",37999,37411,588,1.5,32026,32102,30577,NA
2015,First-line supervisors of construction trades and extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,648913,628502,20411,3.1,57174,57434,50654,88.2
2015,Boilermakers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,13130,11852,1278,9.7,57242,60273,46271,NA
2015,"Brickmasons, blockmasons, and stonemasons","Natural Resources, Construction, and Maintenance",Construction and Extraction,87393,86748,645,0.7,36511,36502,37154,NA
2015,Carpenters,"Natural Resources, Construction, and Maintenance",Construction and Extraction,815108,802196,12912,1.6,35859,35923,31376,87.3
2015,"Carpet, floor, and tile installers and finishers","Natural Resources, Construction, and Maintenance",Construction and Extraction,102910,100694,2216,2.2,31201,31265,29262,NA
2015,"Cement masons, concrete finishers, and terrazzo workers","Natural Resources, Construction, and Maintenance",Construction and Extraction,34416,34200,216,0.6,33736,33523,42021,NA
2015,Construction laborers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,1171574,1145578,25996,2.2,31609,31636,30276,95.7
2015,"Paving, surfacing, and tamping equipment operators","Natural Resources, Construction, and Maintenance",Construction and Extraction,8788,8497,291,3.3,29198,29293,NA,NA
2015,"Operating engineers and other construction equipment operators, including pile-driver operators","Natural Resources, Construction, and Maintenance",Construction and Extraction,259652,254159,5493,2.1,45527,45481,47519,NA
2015,"Drywall installers, ceiling tile installers, and tapers","Natural Resources, Construction, and Maintenance",Construction and Extraction,99710,97336,2374,2.4,30805,30827,30367,NA
2015,Electricians,"Natural Resources, Construction, and Maintenance",Construction and Extraction,639345,627698,11647,1.8,50185,50184,50257,100.1
2015,Glaziers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,32153,31688,465,1.4,39607,40026,22408,NA
2015,Insulation workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,31136,29795,1341,4.3,37979,39092,21750,NA
2015,"Painters, construction and maintenance","Natural Resources, Construction, and Maintenance",Construction and Extraction,371450,351341,20109,5.4,29982,30016,28754,95.8
2015,Paperhangers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,1555,1337,218,14,41787,41442,NA,NA
2015,"Pipelayers, plumbers, pipefitters, and steamfitters","Natural Resources, Construction, and Maintenance",Construction and Extraction,441982,436460,5522,1.2,45141,45166,42368,NA
2015,Plasterers and stucco masons,"Natural Resources, Construction, and Maintenance",Construction and Extraction,21511,21284,227,1.1,30051,30170,17345,NA
2015,Reinforcing iron and rebar workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,7097,7097,0,0,32636,32636,NA,NA
2015,Roofers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,131639,130107,1532,1.2,30482,30453,31536,NA
2015,Sheet metal workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,97369,92879,4490,4.6,41647,41965,32170,NA
2015,Structural iron and steel workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,45673,44753,920,2,47794,47989,41556,NA
2015,"Helpers, construction trades","Natural Resources, Construction, and Maintenance",Construction and Extraction,30324,29434,890,2.9,27034,26993,30156,NA
2015,Construction and building inspectors,"Natural Resources, Construction, and Maintenance",Construction and Extraction,71140,63032,8108,11.4,52118,53612,41931,78.2
2015,Elevator installers and repairers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,21275,20836,439,2.1,82347,82844,71327,NA
2015,Fence erectors,"Natural Resources, Construction, and Maintenance",Construction and Extraction,18028,17511,517,2.9,28857,29536,24274,NA
2015,Hazardous materials removal workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,24600,19183,5417,22,38706,42408,28602,NA
2015,Highway maintenance workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,91845,90399,1446,1.6,40128,40127,40162,NA
2015,Rail-track laying and maintenance equipment operators,"Natural Resources, Construction, and Maintenance",Construction and Extraction,13345,13093,252,1.9,58570,59141,NA,NA
2015,Septic tank servicers and sewer pipe cleaners,"Natural Resources, Construction, and Maintenance",Construction and Extraction,9577,9180,397,4.1,35765,36171,26473,NA
2015,"Miscellaneous construction and related workers, including solar photovoltaic installers","Natural Resources, Construction, and Maintenance",Construction and Extraction,39573,38998,575,1.5,36782,36781,40094,NA
2015,"Derrick, rotary drill, and service unit operators, oil, gas, and mining","Natural Resources, Construction, and Maintenance",Construction and Extraction,26818,26336,482,1.8,70632,70566,102795,NA
2015,"Earth drillers, except oil and gas","Natural Resources, Construction, and Maintenance",Construction and Extraction,20248,20129,119,0.6,51088,50961,57004,NA
2015,"Explosives workers, ordnance handling experts, and blasters","Natural Resources, Construction, and Maintenance",Construction and Extraction,7931,7453,478,6,50965,51680,27109,NA
2015,Mining machine operators,"Natural Resources, Construction, and Maintenance",Construction and Extraction,53986,51892,2094,3.9,61442,61489,60412,NA
2015,"Roof bolters, mining","Natural Resources, Construction, and Maintenance",Construction and Extraction,2799,2799,0,0,70214,70214,NA,NA
2015,"Roustabouts, oil and gas","Natural Resources, Construction, and Maintenance",Construction and Extraction,8537,8537,0,0,45951,45951,NA,NA
2015,Helpers--extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,1694,1671,23,1.4,40138,40045,NA,NA
2015,Other extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,55609,54276,1333,2.4,60220,60340,52181,86.5
2015,"First-line supervisors of mechanics, installers, and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",251388,237248,14140,5.6,58657,59434,51964,87.4
2015,"Computer, automated teller, and office machine repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",158624,140149,18475,11.6,42617,43532,40850,93.8
2015,Radio and telecommunications equipment installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",140980,128098,12882,9.1,53181,54618,50750,92.9
2015,Avionics technicians,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",17537,16038,1499,8.5,54056,54178,51594,NA
2015,"Electric motor, power tool, and related repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",20499,19519,980,4.8,43957,45205,31915,NA
2015,"Electrical and electronics installers and repairers, transportation equipment","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",1418,1408,10,0.7,31217,31053,NA,NA
2015,"Electrical and electronics repairers, industrial and utility","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",11609,11155,454,3.9,72062,75775,33801,NA
2015,"Electronic equipment installers and repairers, motor vehicles","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",10870,10635,235,2.2,48534,48581,38173,NA
2015,Electronic home entertainment equipment installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",33359,32508,851,2.6,40129,40382,35242,NA
2015,Security and fire alarm systems installers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",50824,49507,1317,2.6,44043,43766,45816,NA
2015,Aircraft mechanics and service technicians,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",138813,132003,6810,4.9,57438,58198,51819,NA
2015,Automotive body and related repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",121541,119979,1562,1.3,40400,40462,31274,NA
2015,Automotive glass installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",15158,15060,98,0.6,40198,40228,30484,NA
2015,Automotive service technicians and mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",704917,696530,8387,1.2,36456,36513,31415,86
2015,Bus and truck mechanics and diesel engine specialists,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",270500,267592,2908,1.1,44669,44679,43372,NA
2015,Heavy vehicle and mobile equipment service technicians and mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",178864,176522,2342,1.3,51251,51285,41659,NA
2015,Small engine mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",33855,33215,640,1.9,32320,32302,55310,NA
2015,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",57224,56456,768,1.3,27209,27148,31652,NA
2015,Control and valve installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",17079,15946,1133,6.6,56570,56873,55817,NA
2015,"Heating, air conditioning, and refrigeration mechanics and installers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",313922,311314,2608,0.8,43178,43252,41457,NA
2015,Home appliance repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",30355,29539,816,2.7,41352,41508,34718,NA
2015,Industrial and refractory machinery mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",359501,349185,10316,2.9,50598,50771,38573,76
2015,"Maintenance and repair workers, general","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",433396,419580,13816,3.2,42367,42441,39007,91.9
2015,"Maintenance workers, machinery","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",30046,28584,1462,4.9,47933,48207,41515,NA
2015,Millwrights,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",37854,37304,550,1.5,60435,60516,50270,NA
2015,Electrical power-line installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",109620,107728,1892,1.7,72202,72366,39674,NA
2015,Telecommunications line installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",131790,125994,5796,4.4,47745,48004,43077,NA
2015,Precision instrument and equipment repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",53032,48009,5023,9.5,49107,50268,38941,NA
2015,"Coin, vending, and amusement machine servicers and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",24663,20953,3710,15,36519,37016,31808,NA
2015,Commercial divers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",3656,3656,0,0,42491,42491,NA,NA
2015,Locksmiths and safe repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",20091,18978,1113,5.5,40304,40550,30660,NA
