act,scene,character,dialogue,line_number
Act V,Scene III,Romeo,"A grave? O no! a lantern, slaughter'd youth,",2857
Act V,Scene III,Romeo,"For here lies Juliet, and her beauty makes",2858
Act V,Scene III,Romeo,This vault a feasting presence full of light.,2859
Act V,Scene III,Romeo,"Death, lie thou there, by a dead man interr'd.",2860
Act V,Scene III,[stage direction],Laying PARIS in the tomb,NA
Act V,Scene III,Romeo,How oft when men are at the point of death,2861
Act V,Scene III,Romeo,Have they been merry! which their keepers call,2862
Act V,Scene III,Romeo,"A lightning before death: O, how may I",2863
Act V,Scene III,Romeo,Call this a lightning? O my love! my wife!,2864
Act V,Scene III,Romeo,"Death, that hath suck'd the honey of thy breath,",2865
Act V,Scene III,Romeo,Hath had no power yet upon thy beauty:,2866
Act V,Scene III,Romeo,Thou art not conquer'd; beauty's ensign yet,2867
Act V,Scene III,Romeo,"Is crimson in thy lips and in thy cheeks,",2868
Act V,Scene III,Romeo,And death's pale flag is not advanced there.,2869
Act V,Scene III,Romeo,"Tybalt, liest thou there in thy bloody sheet?",2870
Act V,Scene III,Romeo,"O, what more favour can I do to thee,",2871
Act V,Scene III,Romeo,Than with that hand that cut thy youth in twain,2872
Act V,Scene III,Romeo,To sunder his that was thine enemy?,2873
Act V,Scene III,Romeo,"Forgive me, cousin! Ah, dear Juliet,",2874
Act V,Scene III,Romeo,Why art thou yet so fair? shall I believe,2875
Act V,Scene III,Romeo,"That unsubstantial death is amorous,",2876
Act V,Scene III,Romeo,And that the lean abhorred monster keeps,2877
Act V,Scene III,Romeo,Thee here in dark to be his paramour?,2878
Act V,Scene III,Romeo,"For fear of that, I still will stay with thee;",2879
Act V,Scene III,Romeo,And never from this palace of dim night,2880
Act V,Scene III,Romeo,"Depart again: here, here will I remain",2881
Act V,Scene III,Romeo,"With worms that are thy chamber-maids; O, here",2882
Act V,Scene III,Romeo,"Will I set up my everlasting rest,",2883
Act V,Scene III,Romeo,And shake the yoke of inauspicious stars,2884
Act V,Scene III,Romeo,"From this world-wearied flesh. Eyes, look your last!",2885
Act V,Scene III,Romeo,"Arms, take your last embrace! and, lips, O you",2886
Act V,Scene III,Romeo,"The doors of breath, seal with a righteous kiss",2887
Act V,Scene III,Romeo,A dateless bargain to engrossing death!,2888
Act V,Scene III,Romeo,"Come, bitter conduct, come, unsavoury guide!",2889
Act V,Scene III,Romeo,"Thou desperate pilot, now at once run on",2890
Act V,Scene III,Romeo,The dashing rocks thy sea-sick weary bark!,2891
Act V,Scene III,Romeo,Here's to my love!,2892
Act V,Scene III,[stage direction],Drinks,NA
Act V,Scene III,Romeo,O true apothecary!,2893
Act V,Scene III,Romeo,Thy drugs are quick. Thus with a kiss I die.,2894
Act V,Scene III,[stage direction],Dies,NA
Act V,Scene III,[stage direction],"Enter, at the other end of the churchyard, FRIAR LAURENCE, with a lantern, crow, and spade",NA
Act V,Scene III,Friar Laurence,Saint Francis be my speed! how oft to-night,2895
Act V,Scene III,Friar Laurence,Have my old feet stumbled at graves! Who's there?,2896
Act V,Scene III,Balthasar,"Here's one, a friend, and one that knows you well.",2897
Act V,Scene III,Friar Laurence,"Bliss be upon you! Tell me, good my friend,",2898
Act V,Scene III,Friar Laurence,"What torch is yond, that vainly lends his light",2899
Act V,Scene III,Friar Laurence,"To grubs and eyeless skulls? as I discern,",2900
Act V,Scene III,Friar Laurence,It burneth in the Capel's monument.,2901
Act V,Scene III,Balthasar,"It doth so, holy sir; and there's my master,",2902
Act V,Scene III,Balthasar,One that you love.,2903
Act V,Scene III,Friar Laurence,Who is it?,2904
Act V,Scene III,Balthasar,Romeo.,2905
Act V,Scene III,Friar Laurence,How long hath he been there?,2906
Act V,Scene III,Balthasar,Full half an hour.,2907
Act V,Scene III,Friar Laurence,Go with me to the vault.,2908
Act V,Scene III,Balthasar,"I dare not, sir",2909
Act V,Scene III,Balthasar,My master knows not but I am gone hence;,2910
Act V,Scene III,Balthasar,"And fearfully did menace me with death,",2911
Act V,Scene III,Balthasar,If I did stay to look on his intents.,2912
Act V,Scene III,Friar Laurence,"Stay, then; I'll go alone. Fear comes upon me:",2913
Act V,Scene III,Friar Laurence,"O, much I fear some ill unlucky thing.",2914
Act V,Scene III,Balthasar,"As I did sleep under this yew-tree here,",2915
Act V,Scene III,Balthasar,"I dreamt my master and another fought,",2916
Act V,Scene III,Balthasar,And that my master slew him.,2917
Act V,Scene III,Friar Laurence,Romeo!,2918
Act V,Scene III,[stage direction],Advances,NA
Act V,Scene III,Friar Laurence,"Alack, alack, what blood is this, which stains",2919
Act V,Scene III,Friar Laurence,The stony entrance of this sepulchre?,2920
Act V,Scene III,Friar Laurence,What mean these masterless and gory swords,2921
Act V,Scene III,Friar Laurence,To lie discolour'd by this place of peace?,2922
Act V,Scene III,[stage direction],Enters the tomb,NA
Act V,Scene III,Friar Laurence,"Romeo! O, pale! Who else? what, Paris too?",2923
Act V,Scene III,Friar Laurence,"And steep'd in blood? Ah, what an unkind hour",2924
Act V,Scene III,Friar Laurence,Is guilty of this lamentable chance!,2925
Act V,Scene III,Friar Laurence,The lady stirs.,2926
Act V,Scene III,[stage direction],JULIET wakes,NA
Act V,Scene III,Juliet,O comfortable friar! where is my lord?,2927
Act V,Scene III,Juliet,"I do remember well where I should be,",2928
Act V,Scene III,Juliet,And there I am. Where is my Romeo?,2929
Act V,Scene III,[stage direction],Noise within,NA
Act V,Scene III,Friar Laurence,"I hear some noise. Lady, come from that nest",2930
Act V,Scene III,Friar Laurence,"Of death, contagion, and unnatural sleep:",2931
Act V,Scene III,Friar Laurence,A greater power than we can contradict,2932
Act V,Scene III,Friar Laurence,"Hath thwarted our intents. Come, come away.",2933
Act V,Scene III,Friar Laurence,Thy husband in thy bosom there lies dead;,2934
Act V,Scene III,Friar Laurence,"And Paris too. Come, I'll dispose of thee",2935
Act V,Scene III,Friar Laurence,Among a sisterhood of holy nuns:,2936
Act V,Scene III,Friar Laurence,"Stay not to question, for the watch is coming;",2937
Act V,Scene III,Friar Laurence,"Come, go, good Juliet,",2938
Act V,Scene III,[stage direction],Noise again,NA
Act V,Scene III,Friar Laurence,I dare no longer stay.,2939
Act V,Scene III,Juliet,"Go, get thee hence, for I will not away.",2940
Act V,Scene III,[stage direction],Exit FRIAR LAURENCE,NA
Act V,Scene III,Juliet,"What's here? a cup, closed in my true love's hand?",2941
Act V,Scene III,Juliet,"Poison, I see, hath been his timeless end:",2942
Act V,Scene III,Juliet,"O churl! drunk all, and left no friendly drop",2943
Act V,Scene III,Juliet,To help me after? I will kiss thy lips;,2944
Act V,Scene III,Juliet,"Haply some poison yet doth hang on them,",2945
Act V,Scene III,Juliet,To make die with a restorative.,2946
Act V,Scene III,[stage direction],Kisses him,NA
Act V,Scene III,Juliet,Thy lips are warm.,2947
Act V,Scene III,First Watchman,"[Within]  Lead, boy: which way?",2948
Act V,Scene III,Juliet,"Yea, noise? then I'll be brief. O happy dagger!",2949
Act V,Scene III,[stage direction],Snatching ROMEO's dagger,NA
Act V,Scene III,Juliet,This is thy sheath;,2950
Act V,Scene III,[stage direction],Stabs herself,NA
Act V,Scene III,Juliet,"there rust, and let me die.",2951
Act V,Scene III,[stage direction],"Falls on ROMEO's body, and dies",NA
Act V,Scene III,[stage direction],"Enter Watch, with the Page of PARIS",NA
Act V,Scene III,Page,"This is the place; there, where the torch doth burn.",2952
Act V,Scene III,First Watchman,The ground is bloody; search about the churchyard:,2953
Act V,Scene III,First Watchman,"Go, some of you, whoe'er you find attach.",2954
Act V,Scene III,First Watchman,"Pitiful sight! here lies the county slain,",2955
Act V,Scene III,First Watchman,"And Juliet bleeding, warm, and newly dead,",2956
Act V,Scene III,First Watchman,Who here hath lain these two days buried.,2957
Act V,Scene III,First Watchman,"Go, tell the prince: run to the Capulets:",2958
Act V,Scene III,First Watchman,Raise up the Montagues: some others search:,2959
Act V,Scene III,First Watchman,We see the ground whereon these woes do lie;,2960
Act V,Scene III,First Watchman,But the true ground of all these piteous woes,2961
Act V,Scene III,First Watchman,We cannot without circumstance descry.,2962
Act V,Scene III,[stage direction],"Re-enter some of the Watch, with BALTHASAR",NA
Act V,Scene III,Second Watchman,Here's Romeo's man; we found him in the churchyard.,2963
Act V,Scene III,First Watchman,"Hold him in safety, till the prince come hither.",2964
Act V,Scene III,[stage direction],"Re-enter others of the Watch, with FRIAR LAURENCE",NA
Act V,Scene III,Third Watchman,"Here is a friar, that trembles, sighs and weeps:",2965
Act V,Scene III,Third Watchman,"We took this mattock and this spade from him,",2966
Act V,Scene III,Third Watchman,As he was coming from this churchyard side.,2967
Act V,Scene III,First Watchman,A great suspicion: stay the friar too.,2968
Act V,Scene III,[stage direction],Enter the PRINCE and Attendants,NA
Act V,Scene III,Prince,"What misadventure is so early up,",2969
Act V,Scene III,Prince,That calls our person from our morning's rest?,2970
Act V,Scene III,[stage direction],"Enter CAPULET, LADY CAPULET, and others",NA
Act V,Scene III,Capulet,"What should it be, that they so shriek abroad?",2971
Act V,Scene III,Lady Capulet,"The people in the street cry Romeo,",2972
Act V,Scene III,Lady Capulet,"Some Juliet, and some Paris; and all run,",2973
Act V,Scene III,Lady Capulet,With open outcry toward our monument.,2974
Act V,Scene III,Prince,What fear is this which startles in our ears?,2975
Act V,Scene III,First Watchman,"Sovereign, here lies the County Paris slain;",2976
Act V,Scene III,First Watchman,"And Romeo dead; and Juliet, dead before,",2977
Act V,Scene III,First Watchman,Warm and new kill'd.,2978
Act V,Scene III,Prince,"Search, seek, and know how this foul murder comes.",2979
Act V,Scene III,First Watchman,"Here is a friar, and slaughter'd Romeo's man;",2980
Act V,Scene III,First Watchman,"With instruments upon them, fit to open",2981
Act V,Scene III,First Watchman,These dead men's tombs.,2982
Act V,Scene III,Capulet,"O heavens! O wife, look how our daughter bleeds!",2983
Act V,Scene III,Capulet,"This dagger hath mista'en--for, lo, his house",2984
Act V,Scene III,Capulet,"Is empty on the back of Montague,--",2985
Act V,Scene III,Capulet,And it mis-sheathed in my daughter's bosom!,2986
Act V,Scene III,Lady Capulet,"O me! this sight of death is as a bell,",2987
Act V,Scene III,Lady Capulet,That warns my old age to a sepulchre.,2988
Act V,Scene III,[stage direction],Enter MONTAGUE and others,NA
Act V,Scene III,Prince,"Come, Montague; for thou art early up,",2989
Act V,Scene III,Prince,To see thy son and heir more early down.,2990
Act V,Scene III,Montague,"Alas, my liege, my wife is dead to-night;",2991
Act V,Scene III,Montague,Grief of my son's exile hath stopp'd her breath:,2992
Act V,Scene III,Montague,What further woe conspires against mine age?,2993
Act V,Scene III,Prince,"Look, and thou shalt see.",2994
Act V,Scene III,Montague,O thou untaught! what manners is in this?,2995
Act V,Scene III,Montague,To press before thy father to a grave?,2996
Act V,Scene III,Prince,"Seal up the mouth of outrage for a while,",2997
Act V,Scene III,Prince,"Till we can clear these ambiguities,",2998
Act V,Scene III,Prince,"And know their spring, their head, their",2999
Act V,Scene III,Prince,true descent;,3000
Act V,Scene III,Prince,"And then will I be general of your woes,",3001
Act V,Scene III,Prince,"And lead you even to death: meantime forbear,",3002
Act V,Scene III,Prince,And let mischance be slave to patience.,3003
Act V,Scene III,Prince,Bring forth the parties of suspicion.,3004
Act V,Scene III,Friar Laurence,"I am the greatest, able to do least,",3005
Act V,Scene III,Friar Laurence,"Yet most suspected, as the time and place",3006
Act V,Scene III,Friar Laurence,Doth make against me of this direful murder;,3007
Act V,Scene III,Friar Laurence,"And here I stand, both to impeach and purge",3008
Act V,Scene III,Friar Laurence,Myself condemned and myself excused.,3009
Act V,Scene III,Prince,Then say at once what thou dost know in this.,3010
Act V,Scene III,Friar Laurence,"I will be brief, for my short date of breath",3011
Act V,Scene III,Friar Laurence,Is not so long as is a tedious tale.,3012
Act V,Scene III,Friar Laurence,"Romeo, there dead, was husband to that Juliet;",3013
Act V,Scene III,Friar Laurence,"And she, there dead, that Romeo's faithful wife:",3014
Act V,Scene III,Friar Laurence,I married them; and their stol'n marriage-day,3015
Act V,Scene III,Friar Laurence,"Was Tybalt's dooms-day, whose untimely death",3016
Act V,Scene III,Friar Laurence,"Banish'd the new-made bridegroom from the city,",3017
Act V,Scene III,Friar Laurence,"For whom, and not for Tybalt, Juliet pined.",3018
Act V,Scene III,Friar Laurence,"You, to remove that siege of grief from her,",3019
Act V,Scene III,Friar Laurence,Betroth'd and would have married her perforce,3020
Act V,Scene III,Friar Laurence,"To County Paris: then comes she to me,",3021
Act V,Scene III,Friar Laurence,"And, with wild looks, bid me devise some mean",3022
Act V,Scene III,Friar Laurence,"To rid her from this second marriage,",3023
Act V,Scene III,Friar Laurence,Or in my cell there would she kill herself.,3024
Act V,Scene III,Friar Laurence,"Then gave I her, so tutor'd by my art,",3025
Act V,Scene III,Friar Laurence,A sleeping potion; which so took effect,3026
Act V,Scene III,Friar Laurence,"As I intended, for it wrought on her",3027
Act V,Scene III,Friar Laurence,"The form of death: meantime I writ to Romeo,",3028
Act V,Scene III,Friar Laurence,"That he should hither come as this dire night,",3029
Act V,Scene III,Friar Laurence,"To help to take her from her borrow'd grave,",3030
Act V,Scene III,Friar Laurence,Being the time the potion's force should cease.,3031
Act V,Scene III,Friar Laurence,"But he which bore my letter, Friar John,",3032
Act V,Scene III,Friar Laurence,"Was stay'd by accident, and yesternight",3033
Act V,Scene III,Friar Laurence,Return'd my letter back. Then all alone,3034
Act V,Scene III,Friar Laurence,"At the prefixed hour of her waking,",3035
Act V,Scene III,Friar Laurence,Came I to take her from her kindred's vault;,3036
Act V,Scene III,Friar Laurence,"Meaning to keep her closely at my cell,",3037
Act V,Scene III,Friar Laurence,Till I conveniently could send to Romeo:,3038
Act V,Scene III,Friar Laurence,"But when I came, some minute ere the time",3039
Act V,Scene III,Friar Laurence,"Of her awaking, here untimely lay",3040
Act V,Scene III,Friar Laurence,The noble Paris and true Romeo dead.,3041
Act V,Scene III,Friar Laurence,"She wakes; and I entreated her come forth,",3042
Act V,Scene III,Friar Laurence,And bear this work of heaven with patience:,3043
Act V,Scene III,Friar Laurence,But then a noise did scare me from the tomb;,3044
Act V,Scene III,Friar Laurence,"And she, too desperate, would not go with me,",3045
Act V,Scene III,Friar Laurence,"But, as it seems, did violence on herself.",3046
Act V,Scene III,Friar Laurence,All this I know; and to the marriage,3047
Act V,Scene III,Friar Laurence,"Her nurse is privy: and, if aught in this",3048
Act V,Scene III,Friar Laurence,"Miscarried by my fault, let my old life",3049
Act V,Scene III,Friar Laurence,"Be sacrificed, some hour before his time,",3050
Act V,Scene III,Friar Laurence,Unto the rigour of severest law.,3051
Act V,Scene III,Prince,We still have known thee for a holy man.,3052
Act V,Scene III,Prince,Where's Romeo's man? what can he say in this?,3053
Act V,Scene III,Balthasar,I brought my master news of Juliet's death;,3054
Act V,Scene III,Balthasar,And then in post he came from Mantua,3055
Act V,Scene III,Balthasar,"To this same place, to this same monument.",3056
Act V,Scene III,Balthasar,"This letter he early bid me give his father,",3057
Act V,Scene III,Balthasar,"And threatened me with death, going in the vault,",3058
Act V,Scene III,Balthasar,I departed not and left him there.,3059
Act V,Scene III,Prince,Give me the letter; I will look on it.,3060
Act V,Scene III,Prince,"Where is the county's page, that raised the watch?",3061
Act V,Scene III,Prince,"Sirrah, what made your master in this place?",3062
Act V,Scene III,Page,He came with flowers to strew his lady's grave;,3063
Act V,Scene III,Page,"And bid me stand aloof, and so I did:",3064
Act V,Scene III,Page,Anon comes one with light to ope the tomb;,3065
