paper,year,month,title
w1903,1986,4,"A ""Gold Standard"" Isn't Viable Unless Supported by Sufficiently Flexible Monetary and Fiscal Policy"
w1904,1986,4,The Impact of Fundamental Tax Reform on the Allocation of Resources
w1905,1986,4,"A Disaggregate Equilibrium Model of the Tax Distortions Among Assets, Sectors, and Industries"
w1906,1986,4,Efficiency Wage Theories: A Partial Evaluation
w1907,1986,4,Wage Changes in Job Changes
w1908,1986,4,Residual Risk Revisited
w1909,1986,4,Tax Reform and the Slope of the Playing Field
w1910,1986,4,Life-Cycle Models of Consumption: Is the Evidence Consistent with the Theory?
w1911,1986,4,Tax Changes and Capital Allocation in the 1980s
w1912,1986,5,The Assessment of National Price Levels
w1913,1986,5,More on the Speed of Adjustment in Inventory Models
w1914,1986,5,"Beer Taxes, the Legal Drinking Age, and Youth Motor Vehicle Fatalities"
w1915,1986,5,Foreign Counterfeiting of Status Goods
w1916,1986,5,Are Output Fluctuations Transitory?
w1917,1986,5,Incentive Contracts
w1918,1986,5,"Multicountry, Multifactor Tests of the Factor Abundance Theory"
w1919,1986,5,On the Political Economy of Land Value Capitalization and Local Public Sector Rent-Seeking in a Tiebout Model
w1920,1986,5,An Analysis of Public and Private Sector Wages Allowing for Endogenous Choices of Both Government and Union Status
w1921,1986,5,Risk Aversion and Determinants of Stock Market Behavior
w1922,1986,5,Real Exchange Rates and Productivity Growth in the United States and Japan
w1923,1986,5,Poverty Among the Elderly: Where are the Holes in the Safety Net?
w1924,1986,5,Tax Asymmetries and Corporate Income Tax Reform
w1925,1986,5,The Sources of Disagreement Among International Macro Models and Implications for Policy Coordination
w1926,1986,5,Pricing to Market when the Exchange Rate Changes
w1927,1986,5,The Fisher Hypothesis and the Forecastability and Persistence of Inflation
w1928,1986,5,An Assessment of the Benefits of Air Pollution Control: The Case of Infant Health
w1929,1986,5,U.S. Macroeconomic Policy and Performance in the 1980s: An Overview
w1930,1986,5,Real Exchange Rate Variability: An Empirical Analysis of the Developing Countries Case
w1931,1986,5,Efficient Contracts with Costly Adjustment: Short-Run Employment Determination for Airline Mechanics
w1932,1986,5,Do Equilibrium Real Business Cycle Theories Explain Post-War U.S. Business Cycles?
w1933,1986,6,"On ""Real"" and ""Sticky-Price"" Theories of the Business Cycle"
w1934,1986,6,The Feminization of Poverty?
w1935,1986,6,Are Efficiency Wages Efficient?
w1936,1986,6,Market Access and International Competition: A Simulation Study of 16K Random Access Memories
w1937,1986,6,Marginal Costs of Income Redistribution at the State Level
w1938,1986,6,An Analysis of the Selection of Arbitrators
w1939,1986,6,News or Noise? An Analysis of GNP Revisions
w1940,1986,6,"Political Parties and the Business Cycle in the United States, 1948-1984"
w1941,1986,6,Investment Incentives and the Discounting of Depreciation Allowances
w1942,1986,6,The Self-Employment Experience of Immigrants
w1943,1986,6,The Relative Rigidity of Monopoly Pricing
w1944,1986,6,International Lending and Borrowing in a Stochastic Sequence Equilibrium
w1945,1986,6,The Balance of Payments Adjustment Mechanism in a Rational Expectations Equilibrium
w1946,1986,6,The Term Structure of Euromarket Interest Rates: An Empirical Investigation
w1947,1986,6,The Welfare Cost of Uncertain Tax Policy
w1948,1986,6,Quotas and the Stability of Implicit Collusion
w1949,1986,6,Maximum Hours Legislation and Female Employment in the 1920s: A Reassessment
w1950,1986,6,Hysteresis and the European Unemployment Problem
w1951,1986,6,On the Size Distribution of Employment and Establishments
w1952,1986,6,Efficiency Wages and the Wage Structure
w1953,1986,6,The Canada-U.S. Auto Pact of 1965: An Experiment in Selective Trade Liberalization
w1954,1986,6,Merit Pay for School Superintendents?
w1955,1986,6,Finite Lifetimes and the Crowding Out Effects of Budget Deficits
w1956,1986,6,The Intrafamily Allocation of Goods - How to Separate the Men From the Boys
w1957,1986,6,Industrial Organization and International Trade
w1958,1986,6,The Valuation of Security Analysis
w1959,1986,6,Mortgage Pricing: What Have We Learned So Far?
w1960,1986,6,"Price Contracts, Output, and Monetary Disturbances"
w1961,1986,6,Fiscal Policies and International Financial Markets
w1962,1986,6,Is the Japan Problem Over?
w1963,1986,6,Interpreting Tests of Forward Discount Bias Using Survey Data on Exchange Rate Expectations
w1964,1986,6,Speculative Behavior of Institutional Investors
w1965,1986,6,The Relationship Between Firm Size and Firm Growth in the U.S. Manufacturing Sector
w1966,1986,6,The Demand for Health Inputs and Their Impact on the Black Neonatal Mortality Rate in the U.S.
w1967,1986,6,Money and the Open Economy Business Cycle: A Flexible Price Model
w1968,1986,6,Reflections on the Inter-Industry Wage Structure
w1969,1986,7,"The Prewar Business Cycle Reconsidered: New Estimates of Gross National Product, 1869-1918"
w1970,1986,7,"Budget Deficits, Tax Rules, and real Interest Rates"
w1971,1986,7,An Evaluation of Recent Evidence on Stock Market Bubbles
w1972,1986,7,Dollar Appreciation and Manufacturing Employment and Output
w1973,1986,7,Chronic Excess Capacity in U.S. Industry
w1974,1986,7,Private Investment in R&D to Signal Ability to Perform Government Contracts
w1975,1986,7,Issues in the Measurement and Interpretation of Effective Tax Rates
w1976,1986,7,The Wage-Productivity Hypothesis: Its Economic Consequences and Policy Implications.
w1977,1986,7,Incentive Compatible Trade Policies
w1978,1986,7,Gains from Trade in Differentiated Products: Japanese Compact Trucks
w1979,1986,7,In the Wrong Place at the Wrong Time: The Extent of Frictional and Structural Unemployment
w1980,1986,7,"Irreversible Investment, Capacity Choice, and the Value of the Firm"
w1981,1986,7,A Time Series Analysis of Representative Agent Models of Consumption and Leisure Choice Under Uncertainty
w1982,1986,7,Endogenous Drinking Age Laws and Highway Mortality Rates of Young Drivers
w1983,1986,7,The Failure of Ricardian Equivalence Under Progressive Wealth Taxation
w1984,1986,7,Why Are Children Poor?
w1985,1986,7,"Ski-Lift Pricing, with an Application to the Labor Market"
w1986,1986,7,Reputational Constraints on Monetary Policy
w1987,1986,7,Economic Events and Keynesian Ideas: The 1930s and the 1970s
w1988,1986,7,Supply Shocks and Optimal Monetary Policy
w1989,1986,7,"The Internationalization of American Banking and Finance: Structure, Risk, adn World Interest Rates"
w1990,1986,7,On the Inception of Rational Bubbles in Stock Prices
w1991,1986,8,Consumer Spending and the After-Tax Real Interest Rate
w1992,1986,8,Measuring the Efficiency Cost of Taxing Risky Capital Income
w1993,1986,8,The Cash Flow Corporate Income Tax
w1994,1986,8,Taxation of Asset Income in the Presence of a World Securites Market
w1995,1986,8,Supply-Side Macroeconomics
w1996,1986,8,The Empirical Analysis of Tax Reforms
w1997,1986,8,The Ins and Outs of Unemployment: The Ins Win
w1998,1986,8,Labor Markets and the Choice of Technology in an Open Developing Economy
w1999,1986,8,"The Estimation of Prewar GNP Volatility, 1869-1938"
w2000,1986,8,Errors of Measurement in Output Deflators
w2001,1986,8,The Political Economy of the Smoot-Hawley Tariff
w2002,1986,8,Research and Development and Intraindustry Spillovers: An Empirical Application of Dynamic Duality
w2003,1986,8,"Propogation of Shocks in a High-Inflation Economy: Israel, 1980-85"
w2004,1986,8,Rational Inflationary Bubbles
w2005,1986,8,"Government Spending, Interest Rates, Prices, and Budget Deficits in the United Kingdom, 1701-1918"
w2006,1986,8,Inflationary Consequences of Anticipated Macroeconomic Policies
w2007,1986,8,Tax Policy and International Competitiveness
w2008,1986,8,Health Expenditures and Precautionary Savings
w2009,1986,8,Government Purchases and Real Interest Rates
w2010,1986,8,"Hospital Admissions, Length of Stay, and Case-Mix Impacts of Per Case Payment: The Maryland Experience"
w2011,1986,8,Export Supply and Import Demand Functions: A Production Theory Approach
w2012,1986,9,Testing the Response of Consumption to Income Changes with (Noisy) Panel Data
w2013,1986,9,Permanent Homelessness in America?
w2014,1986,9,Interindustry Wage Differences and Industry Characteristics
w2015,1986,9,"Agency Costs, Collateral, and Business Fluctuations"
w2016,1986,9,Two-Person Dynamic Equilibrium: Trading in the Capital Market
w2017,1986,9,Persistent Trade Effects of Large Exchange Rate Shocks
w2018,1986,9,Optimal Monetary Policy in an Open Economy
w2019,1986,9,Can Union Labor Ever Cost Less?
w2020,1986,9,Tax Structure and Public Sector Growth
w2021,1986,9,The Youth Labor Market in the 80s: Determinants of Re-Employment Probabilities for Young Men and Women
w2022,1986,9,Price Inertia and Inflation: Evidence and Theoretical Rationale
w2023,1986,9,Structural and Stabilization Aspects of Fiscal and Financial Policy in the Dependent Economy
w2024,1986,9,Comparing the Performance of Alternative Exchange Arrangements
w2025,1986,9,Do Deferred Wages Dominate Involuntary Unemployment as a Worker Discipline Device?
w2026,1986,9,How Important is Welfare Dependence?
w2027,1986,9,"Death, Population Growth, Productivity Growth and Debt Neutrality"
w2028,1986,9,"Immigrants, Minorities, and Labor Market Competition"
w2029,1986,9,Dividend and Share Changes: Is There a Financing Hierarchy?
w2030,1986,9,The Impact of Medicare's Prospective Payment System on Psychiatric Patients Treated in Scatterbeds
w2031,1986,9,Country Risk and Incentives Schemes
w2032,1986,9,Consumption and Government-Budget Finance in a High-Deficit Economy
w2033,1986,10,"Investment, Tobin's Q, and Multiple Capital Inputs"
w2034,1986,10,"Fiscal Increasing Returns, Hysteresis, Real Wages and Unemployment"
w2035,1986,10,Hysteresis in Unemployment
w2036,1986,10,"Pensions, Unions and Implicit Contracts"
w2037,1986,10,"Wages, Employment, Training and Job Attachment in Low Wage Labor Marketsfor Women"
w2038,1986,10,International Oligopoly and Asymmetric Labour Market Institutions
w2039,1986,10,Seniority Rules and the Gains from Union Organization
w2040,1986,10,The Importance of Local Fiscal Conditions in Analyzing Local Labor Markets
w2041,1986,10,Fiscal Prerequisites for a Viable Managed Exchange Rate Regime: A Non-technical Eclectic Introduction
w2042,1986,10,Optimal Monetary Policy and Wage Indexation Under Alternative Disturbances and Information Structures
w2043,1986,10,International Capital Mobility in Developing Countries vs. Industrial Countries: What do Saving-Investment Correlations Tell Us?
w2044,1986,10,"Empirical Structural Evidence on Wages, Prices and Employment in the US"
w2045,1986,10,Alternative Liberalization Strategies
w2046,1986,10,Capital Accumulation and Annuities in an Adverse Selection Economy
w2047,1986,10,Why Don't the Prices of Stocks and Bonds Move Together?
w2048,1986,10,The Intra-Daily Exchange Rate Dynamics and Monetary Policies After the G5 Agreement
w2049,1986,10,Location Decisions of the New Immigrants to the United States
w2050,1986,10,Investment and Sales: Some Empirical Evidence
w2051,1986,10,"The Competitiveness and Comparative Advantage of U.S. Multinationals, 1957-1983"
w2052,1986,10,New Evidence on the Effects of Exchange Rate Intervention
w2053,1986,10,Is Debt Neutral in the Life Cycle Model?
w2054,1986,10,A Test of International CAPM
w2055,1986,10,Management Ownership and Corporate Performance: An Empirical Analysis
w2056,1986,10,The Demand for Workers and Hours and the Effects of Job Security Policies: Theory and Evidence
w2057,1986,10,Business Cycles and Oligopoly Supergames: Some Empirical Evidence on Prices and Margins
w2058,1986,10,Structural Change and Patterns of International Trade
w2059,1986,10,International Macroeconomic Policy Coordination When Policy-Makers Disagree on the Model
w2060,1986,10,"Optimal Labor Contracts, Imperfect Competition and Underemployment Equilibria: A Framework for Analysis"
w2061,1986,10,Debt Problems and Macroeconomic Policies
w2062,1986,11,The Effects of Fiscal Policies When Incomes are Uncertain: A Contradiction to Ricardian Equivalence
w2063,1986,11,"Trends and Deviations in Federal, State and Local Finance"
w2064,1986,11,The Economic Consequences of the Franc Poincare
w2065,1986,11,Fiscal Policies and Real Exchange Rates in the World Economy
w2066,1986,11,Forecasting Recessions Under the Gramm-Rudman-Hollings Law
w2067,1986,11,A Specification Test for Speculative Bubbles
w2068,1986,11,Laws as Assets: A Possible Solution to the Time Consistency Problem
w2069,1986,12,Individual Taxpayer Response to Tax Cuts 1982-1984 with Implications for the Revenue Maximizing Tax Rate
w2070,1986,11,"Productivity, Wages, and Prices Inside and Outside of Manufacturing in the U.S., Japan, and Europe"
w2071,1986,11,Exchange Rate Economics: 1986
w2072,1986,11,Increasing Indebtedness and Financial Stability in the United States
w2073,1986,11,The Bolivian Hyperinflation and Stabilization
w2074,1986,11,The Global Velocity Curve 1952-1982
w2075,1986,11,How Integrated are World Capital Markets? Some New Tests
w2076,1986,11,International Debt Service and Economic Growth: Some Simple Analytics
w2077,1986,11,International Finance
w2078,1986,11,"Contractionary Devaluation, and Dynamic Adjustment of Exports and Wages"
w2079,1986,11,Why did the Bank of Canada Emerge in 1935?
w2080,1986,11,Deficits with Distortionary Taxes: International Dimensions
w2081,1986,11,The Export Performance of Swedish and U.S. Multinationals
w2082,1986,11,Tobin's Q and Financial Policy
w2083,1986,11,The Value of Patents as Indicators of Inventive Activity
w2084,1986,11,Optimal Monetary Growth with Accomodating Fiscal Policy in a Small Open Economy
w2085,1986,11,Growing in Debt: The 'Farm Crisis' and Public Policy
w2086,1986,12,Is Everything Neutral?
w2087,1986,12,Does the Estate Tax Raise Revenue?
w2088,1986,12,A Constant Recontracting Model of Sovereign Debt
