PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,HIMAL_FACTOR,REGION,REGION_FACTOR,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PHOST_FACTOR,PSTATUS,PSTATUS_FACTOR,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO
PHUG,Phu Kang Go,"Phu Khang Go, Athahra Saya Khola Himal",Peri Himal (SE of Cheo on Tibetan border),6767,22201,18,Peri,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1144,2011,3,PHUG11301,Oct 27,"France, Belgium","Paulo Grobel, Benoit Van Lerberghe",NA,NA,NA
GURA,Guras,Gurans,Guras Himal (NE of Nampa on Tibetan border),6744,22126,2,Api/Byas Risi/Guras,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1145,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
THRK,Tharke Kang,Tharke Khang,Khumbu Himal (S of Nup La on Tibetan border),6710,22014,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1146,2017,3,THRK17301,Nov 03,"USA, Nepal","Garrett Madison, Kristin Bennett, Lisa Thompson, Ang Phurba Sherpa, Lhakpa Dendi Sherpa, Pasang Dawa Sherpa, Tashi Sherpa",NA,NA,NA
HUGO,Hulang Go,NA,Peri Himal (WNW of Ratna Chuli on Tibetan border),6687,21939,18,Peri,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,5,Nepal & India,2,Climbed,1148,2023,3,HUGO23301,Oct 22,France,"Maud Vanpoulle, Damien Mandes, Victor Colombie, Firmin Fontaine, Aurelia Lanoe, Bastien Levy",NA,NA,NA
SHNW,Shershon Northwest,NA,Makalu Himal (NW of Shershon on Tibetan border),6682,21923,14,Makalu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1149,1980,3,SHNW80301,Oct 15,"UK, France","Doug Scott, Roger Baxter-Jones, Georges Bettembourg",NA,NA,NA
ROLK,Rolwaling Kang,Rolwaling Khang,Rolwaling Himal (NNE of Tarkago),6664,21864,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1152,2016,3,ROLK16301,Oct 19,Japan,"Yasuhiro Hanatani, Yuichiro Iida, Maho Ishio, Yohei Kayama, Keisuke Tsunoda, Takuya Yoshikawa",NA,NA,NA
YARW,Yarwa,NA,Guras Himal (NW of Nampa on Tibetan border),6644,21798,2,Api/Byas Risi/Guras,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1154,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
YANG,Yangri,Jugal,Jugal Himal (N of Phurbi Chhyachu on Tibetan border),6535,21440,8,Jugal,3,Langtang-Jugal,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1155,NA,0,NA,NA,NA,Unclimbed?,Possibly climbed by Carla Maverna and Irene Affentranger in October 1976 (see AAJ 50:518 (1976)),NA,NA
LCHN,Lachama North,NA,Changla Himal (N of Lachama Chuli on Tibetan border),6628,21745,17,Nalakankar/Chandi/Changla,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1157,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
CHNG,Changdi,NA,Palchung Himal (SE of Kanti Himal peak on Tibetan border),6623,21729,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1158,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
GOLD,Goldum Peak,Pangri Goldumba,Jugal Himal (on Tibetan border),6632,21759,8,Jugal,3,Langtang-Jugal,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1159,2023,1,GOLD23101,Apr 11,Japan,"Jeong Ji-Hun, Park Jung-Yong, Son Ho-Sung",NA,NA,NA
THOC,Thoche Go,NA,Peri Himal (SE of Cheo Himal on Tibetan border),6602,21660,18,Peri,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1161,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
KCHS,Kangchung Shar,"Khangchung, Kangcho Shar, UIAA Peak",Khumbu Himal (NE of Gokyo Lake),6063,19892,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1162,1984,3,KCHS84301,Nov 01,Yugoslavia,Francek Knez,Ascents reported by Jan Kielkowski: on 1 Nov 1984 by Francek Knez; on 21 Nov 1984 by Trevor Pilling,NA,NA
PHUN,Phu Kang North,Phu Khang North,Peri Himal (N of Cheo Himal on Tibetan border),6580,21588,18,Peri,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1164,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
PTHE,Pethangtse East,NA,Khumbu Himal (ESE of Pethangtse on Tibetan border),6572,21562,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1166,1954,1,PTHE54101,May 24,"New Zealand, UK, Nepal","Michael Ball, Norman Hardie, Brian Wilkins, Ang Dawa Sherpa",NA,NA,NA
PHNG,Phungi,NA,Peri Himal (SE of Ratna Chuli on Tibetan border),6524,21404,18,Peri,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1168,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
KNTE,Kanti Himal East,NA,Kanti Himal (NW of Kanti Himal on Tibetan border),6516,21378,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1171,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
JARK,Jarkya,NA,Manaslu Himal (N of Larkya La on Tibetan border),6473,21237,15,Manaslu/Mansiri,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1172,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
MARW,Mariyang West,NA,Kanti Himal (WSW of Mariyang on Tibetan border),6455,21178,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1173,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
MAYT,Mayonthang Kang,Mayun Thang Khang,Kanti Himal (NW of Changdi Himal on Tibetan border),6449,21158,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1174,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
LNJU,Langju,Lajo Dada,Shringi Himal (S of Tobsar),6426,21083,5,Ganesh/Shringi,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1175,2017,3,LNJU17301,Oct 17,Japan,"Norifumi Fukuda, Kojuro Hagihara, Yudai Suzuki",NA,NA,NA
JYAC,Jyachhung,NA,Byas Risi Himal (NNW of Nampa on Tibetan border),6388,20958,2,Api/Byas Risi/Guras,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1176,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
GYLA,Gyala,NA,Manaslu Himal (NNE of Larkya La on Tibetan border),6363,20876,15,Manaslu/Mansiri,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1177,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
DOLM,Dolma Khang,Tseringma,Rolwaling Himal (SE of Gaurishankar on Tibetan border),6332,20774,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1178,1980,1,DOLM80101,Apr 11,"Australia, Nepal","Graham Brammer, Paul Richards, Shambu Tamang",NA,NA,NA
KAIP,Kaipuchonam,NA,Kanti Himal (WNW of Changdi on Tibetan border),6329,20764,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1180,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
LDNG,Langdung,Ripumutse,Rolwaling Himal (WSW of Ripimo Shar on Tibetan border),6326,20755,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1181,2017,4,LDNG17401,Dec 20,Nepal,"Nima Tenji Sherpa, Dawa Gyalje Sherpa, Dawa Yangzum Sherpa, Pasang Kitar Sherpa",NA,NA,NA
DZA2,Dzanye II,NA,Janak Himal (S of Danzye Peak),6318,20728,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1185,2015,3,DZA215301,Oct 04,Japan,"Takanori Mashimo, Kotaro Myatsu, Kenta Kimura, Shinnosuke Ashikari, Shun Katsurai, Takehiro Nozawa",NA,NA,NA
PAMA,Pama Himal,NA,Shringi Himal (N of Chamar on Tibetan border),6300,20669,5,Ganesh/Shringi,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1187,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
PERH,Peri Himal,NA,Peri Himal (SE of Cheo Himal on Tibetan border),6296,20656,18,Peri,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1188,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
TAKL,Takla Kang,Takla Khang,Kanti Himal (W of Kanti Himal peak on Tibetan border),6276,20591,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1189,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
KOGI,Kogi Khang North,Kogi Kang North,Kanti Himal (ESE of Kanti Himal peak on Tibetan border),6275,20587,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1190,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
ASAJ,Asajya Tuppa,NA,Gorakh Himal (ENE of Simikot on Tibetan border),6265,20554,17,Nalakankar/Chandi/Changla,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1191,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
KOJS,Kojichuwa South,NA,Kanti Himal (SW of Kojichuwa Chuli on Tibetan border),6264,20551,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1192,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
PKAR,Pankar Himal,NA,Manaslu Himal (ENE of Samagaon on Tibetan border),6264,20551,15,Manaslu/Mansiri,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1193,2018,1,PKAR18101,May 08,Japan,"Yasuhiro Hanatani, Reo Chikara, Ryosuke Matsuyama, Daijo Saito, Tatsuro Sugimoto, Airi Watanabe",NA,NA,NA
SAUL,Saula,NA,Manaslu Himal (ENE of Samagaon on Tibetan border),6235,20456,15,Manaslu/Mansiri,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1194,2022,1,SAUL22101,May 03,Japan,"Diajo Saito, Akihiro Shigenobu",NA,NA,NA
YARA,Yara Chuli,Yala Chuli,Palchung Himal (SE of Changdi on Tibetan border),6236,20459,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1195,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
RHIM,Rhimbu,NA,Shringi Himal (S of Tobsar),6210,20374,5,Ganesh/Shringi,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1196,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
SANC,Sanctuary Peak,NA,Kanjiroba Himal (N of Kanjiroba North),6207,20364,10,Kanjiroba,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1197,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
LASA,Lasa,NA,Byas Risi Himal (NNW of Nampa on Tibetan border),6189,20305,2,Api/Byas Risi/Guras,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1198,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
PERI,Peri,NA,Langtang Himal (SE of Langtang Ri on Tibetan border),6174,20256,13,Langtang,3,Langtang-Jugal,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1199,2016,3,PERI16301,Dec 06,"Italy, Nepal","Werner Frei, Pasang Sherpa, Sandesh Sherpa",NA,NA,NA
DWIJ,Dwijen Himal,NA,Shringi Himal (NE of Ghap village on Tibetan border),6169,20240,5,Ganesh/Shringi,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1200,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
JABR,Jabou Ri,NA,Rolwaling Himal (S of Tarkago),6166,20230,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1201,2015,3,JABR15301,Sep 15,USA,"Ryan Waters, Eric Larsen",NA,NA,NA
BEDG,Beding Go,Bedding Go,Rolwaling Himal (N of Beding village on Tibetan border),6125,20095,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1203,2015,3,BEDG15301,Oct 21,"Nepal, Canada, Brazil, Ireland","Mingma Tshering/Tsiri Sherpa, Dean Carriere, Dino De Almeida Camargo, Cian O'Brolchain, Nima Gyalzen Sherpa, Pasang Tenzing Sherpa, Tshering Pemba Sherpa",NA,NA,NA
TAKN,Takphu North,NA,Nalakankar Himal (on W Nepal/Tibetan border),6142,20151,17,Nalakankar/Chandi/Changla,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1205,2016,3,TAKN16301,Oct 12,"Germany, Nepal","Herbert Bader, Karl Henge, Tassilo Hock, Josef Knitz, Annabelle Rochelt, Alois Sinz, Bhai Krishna Khadka",NA,NA,NA
BHUL,Bhulu Lhasa,NA,Kanjiroba Himal (NNW of Kanjiroba North),6102,20020,10,Kanjiroba,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1206,1964,3,BHUL64301,Oct 31,"UK, Nepal","John Tyson, John Cole, Robert Kendall, Mingma Sherpa",NA,NA,NA
LNAK,Lhonak,Rifil Peak,Janak Himal (WNW of Drohmo),6070,19915,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1207,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
ROLM,Rolmi,NA,Shringi Himal (S of Tobsar),6056,19869,5,Ganesh/Shringi,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1208,2017,3,ROLM17301,Oct 01,Nepal,"Narendra Shahi, Iman Gurung, Samir Gurung",NA,NA,NA
ACHN,Aichyn,"Aychin, Ashvin",Chandi Himal (SW of Changwathang),6055,19865,17,Nalakankar/Chandi/Changla,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1209,2015,3,ACHN15301,Sep 03,Japan,"Hiroki Senda, et al",NA,NA,NA
ARDN,Ardang,Chyoro Ri,Phupharka Himal (NW of Simikot),6034,19797,17,Nalakankar/Chandi/Changla,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,2,Climbed,1211,2019,3,ARDN19301,Nov 13,Canada,"Bryce Brown, Sunny Twelker",NA,NA,NA
LUNG,Lungchhung,NA,Palchung Himal (NE of Kanjiroba on Tibetan border),6043,19826,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1212,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
KHNG,Khung,NA,Palchung Himal (NE of Kanjiroba on Tibetan border),6024,19764,11,Kanti/Palchung,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1214,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
CHND,Chandi Himal,NA,Chandi Himal (NE of Simikot on Tibetan border),6142,20151,17,Nalakankar/Chandi/Changla,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2002,4,Nepal & China,2,Climbed,1216,2023,1,CHND23101,19 May,"USA, Nepal","Jaime Iranzo Sanz, Pemba Sherpa",Climbed illegally by Sean Burch in October 2016?,NA,NA
KALI,Kali Himal,"Chota Ri, Baruntse North",Khumbu Himal (NW of Baruntse),6985,22917,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1220,1983,1,KALI83101,Apr 05,Netherlands,"Joost Ubblink, Edwin Van Nieuwkerk",NA,NA,NA
DHEC,Dhechyan Khang,NA,Damodar Himal (ESE of Gaugiri on Tibetan border),6019,19747,3,Damodar,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,2,Climbed,1222,2018,1,DHEC18101,May 05,"Austria, Germany, Nepal","Wolfgang Drexler, Martin Thallmair, Lawang Tamang, Yokachi Tamang",NA,NA,NA
EKRA,Ek Rate Danda,NA,"Khumbu Himal (in Hongku Valley, S of Chamlang)",6213,20384,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,1,Unclimbed,1223,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
GHYN,Ghyun Himal I,NA,Mustang Himal (N of Ghyun Khola on Tibetan border),6110,20046,16,Mukut/Mustang,6,Dhaulagiri-Mukut,TRUE,FALSE,FALSE,NA,Opened in 2014,4,Nepal & China,1,Unclimbed,1224,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
GORH,Gorakh Himal,NA,Gorakh Himal (NE of Simikot on Tibetan border),6198,20335,17,Nalakankar/Chandi/Changla,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2002,4,Nepal & China,1,Unclimbed,1226,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
HONK,Hongku,"Hongku Chuli Nup, Honku, Sura Peak","Khumbu Himal (in Hongku Valley, W of Hongku Chuli)",6764,22192,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2003,1,Nepal only,2,Climbed,1227,2015,3,HONK15301,Oct 09,France,"Alberto Inurrategi Iriarte, Juan Vallejo Llanos, Miguel Zabalza Azkona",Likely first climbed in the 1980s,NA,NA
KARK,Karko,Kesang Khang,Saipal Himal (WNW of Saipal),6015,19734,20,Saipal,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,1,Unclimbed,1229,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
KARS,Karsang Khang,UAAA Peak,Damodar Himal (NE of Saribung),6476,21247,3,Damodar,5,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1230,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
KHAY,Khayang,NA,Manaslu Himal (E of Samdo Peak on Tibetan border),6186,20295,15,Manaslu/Mansiri,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2003,4,Nepal & China,1,Unclimbed,1231,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
GYLZ,Gyalzen Peak,Gyaltsen Peak,Jugal Himal (SE of Leonpo Gang on Tibetan border),6151,20180,8,Jugal,3,Langtang-Jugal,TRUE,FALSE,FALSE,NA,NA,4,Nepal & China,2,Climbed,1232,2019,1,GYLZ19101,Apr 09,Nepal,"Maya Gurung, Min Bahadur Tamang, Sharmila Thapa, Tul Singh Gurung, Nar Bahadur Astani, Ash Bahadur Gurung, Samir Gurung",Climbed by Japanese in 1961 (then called Gumasi Peak)?,NA,NA
LSAM,Lungsampa,"Lung Sampa, Lumsumna",Khumbu Himal (S of Nangpai Gosum II),6500,21325,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1236,1981,1,CHOY81101,NA,Japan,NA,Climbed by several team enroute to Cho Oyu (see Peak Notes),NA,NA
MERS,Mera South,NA,Khumbu Himal (SW of Mera),6064,19895,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,1,Unclimbed,1260,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
PASH,Pashuwo,Pashubo,Ganesh Himal (N of Lampo on Tibetan border),6177,20266,5,Ganesh/Shringi,4,Manaslu-Ganesh,TRUE,FALSE,FALSE,NA,Opened in 2003,4,Nepal & China,1,Unclimbed,1262,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
SATO,Sat Peak,Sato Peak,Ohmi Kangri Himal (N of Sharphu range),6164,20223,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,1,Unclimbed,1263,NA,0,NA,NA,NA,Unclimbed?,Possibly climbed by Japanese in 1960s as Nupchu,NA,NA
TSKP,Tso Karpo,NA,"Kanjiroba Himal (E of Kanjiroba, W of Tso Karpo Kang)",6518,21385,10,Kanjiroba,7,Kanjiroba-Far West,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,1,Unclimbed,1268,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
SPH2,Sharphu II,Tanga II,Ohmi Kangri Himal (WNW of Kangchenjunga),6328,20761,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1272,2018,3,SPH218301,Oct 26,USA,"Aivaras Sajus, Spencer Gray",NA,NA,NA
SPH3,Sharphu III,Marson,Ohmi Kangri Himal (WNW of Kangchenjunga),6220,20407,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,1,Unclimbed,1281,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
SPH4,Sharphu IV,Nupchu,Ohmi Kangri Himal (WNW of Kangchenjunga),6172,20249,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1290,1962,1,SPH462101,May 20,Japan,"Takayuki Tsubaki, Chotare Sherpa",NA,NA,NA
SPH5,Sharphu V,Tanga III,Ohmi Kangri Himal (WNW of Kangchenjunga),6158,20203,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,1,Unclimbed,1298,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
SPH6,Sharphu VI,NA,Ohmi Kangri Himal (WNW of Kangchenjunga),6076,19934,6,Janak/Ohmi Kangri,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,1,Unclimbed,1307,NA,0,NA,NA,NA,Unclimbed?,NA,NA,NA
MNSS,Mansail South,Manshail South,Mustang Himal (S of Mansail on Tibetan border),6248,20499,16,Mukut/Mustang,6,Dhaulagiri-Mukut,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,1316,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
GDNG,Gave Ding,NA,Changla Himal (N of Lachama Chuli on Tibetan border),6581,21591,17,Nalakankar/Chandi/Changla,7,Kanjiroba-Far West,FALSE,TRUE,FALSE,NA,Requires permit for Lachama Chuli,4,Nepal & China,2,Climbed,NA,2015,3,GDNG15301,Oct 22,UK,"Michael Fowler, Paul Ramsden",NA,NA,NA
NGO3,Ngojumba Kang III,Hillary Peak,Khumbu Himal (NE of Cho Oyu on Tibetan border),7681,25200,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014 as Hillary Peak,4,Nepal & China,1,Unclimbed,1318,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
KIMS,Kimshung,"Kinshung, Tsangbu Ri",Langtang Himal (NE of Langtang Lirung),6781,22247,13,Langtang,3,Langtang-Jugal,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,1,Unclimbed,1321,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
PAWR,Pawar Central,Chaar Baatsa,Pawar Himal (N of Larkya La),6621,21722,18,Peri,5,Annapurna-Damodar-Peri,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1323,2015,1,PAWR15101,May 09,France,"Paulo Grobel, Frank Bonhomme, Christian Hurgon, Dhan Bahadur Magar, Dipen  Nuppa Bhote, Jangbu Sherpa, Rajan Lama Bhote",NA,NA,NA
NGOR,Nagoru,NA,Peri Himal (NW of Himlung Himal),6165,20226,18,Peri,5,Annapurna-Damodar-Peri,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1324,2016,3,NGOR16301,Oct 21,"Austria, Nepal","Wolfgang Drexler, Lawang Tamang",NA,NA,NA
SALD,Saldim,Peak 5,Makalu Himal (ENE of Shershon village on Tibetan border),6374,20912,14,Makalu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2003,4,Nepal & China,1,Unclimbed,NA,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
LANY,Langtang Yubra,Yubra Himal,Langtang Himal (ENE of Langtang Lirung),6048,19843,13,Langtang,3,Langtang-Jugal,FALSE,FALSE,TRUE,NA,Opened in 2016,1,Nepal only,2,Climbed,1328,2018,3,LANY18301,Oct 21,"Australia, Netherands, Nepal","Karen De Lathouder, Elizabeth Finden, Edith Jankowski, Chris Jones, Warren Townsden, Lhakpa Nuru Sherpa, Mingma Sherpa, Nawang Sherpa, Phurba Sherpa, Sona Sherpa",It is unclear from leader's photo whether the team climbed Langtang Yubra or a ridge between Langtang Yubra and Yubra (6264m),NA,NA
