year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
1981,Egyptian General Petroleum,State-owned Entity,Oil & NGL,111.31765511923500000000,Million bbl/yr,44.39102039351095600000
1981,Egyptian General Petroleum,State-owned Entity,Natural Gas,25.50000000000000000000,Bcf/yr,1.85870495422701580000
1982,Egyptian General Petroleum,State-owned Entity,Oil & NGL,124.72051835439001000000,Million bbl/yr,49.73578600653005000000
1982,Egyptian General Petroleum,State-owned Entity,Natural Gas,47.94000000000000000000,Bcf/yr,3.49436531394678870000
1983,Egyptian General Petroleum,State-owned Entity,Oil & NGL,135.33640551688500000000,Million bbl/yr,53.96916716265267000000
1983,Egyptian General Petroleum,State-owned Entity,Natural Gas,57.63000000000000000000,Bcf/yr,4.20067319655305600000
1984,Egyptian General Petroleum,State-owned Entity,Oil & NGL,153.01528168284003000000,Million bbl/yr,61.01911221922670000000
1984,Egyptian General Petroleum,State-owned Entity,Natural Gas,72.93000000000000000000,Bcf/yr,5.31589616908926650000
1985,Egyptian General Petroleum,State-owned Entity,Oil & NGL,165.11506172745000000000,Million bbl/yr,65.84423705806700000000
1985,Egyptian General Petroleum,State-owned Entity,Natural Gas,89.25000000000000000000,Bcf/yr,6.50546733979455550000
1986,Egyptian General Petroleum,State-owned Entity,Oil & NGL,151.33997345490000000000,Million bbl/yr,60.35103632747130600000
1986,Egyptian General Petroleum,State-owned Entity,Natural Gas,102.00000000000000000000,Bcf/yr,7.43481981690806300000
1987,Egyptian General Petroleum,State-owned Entity,Oil & NGL,166.79040152643000000000,Million bbl/yr,66.51232553965531000000
1987,Egyptian General Petroleum,State-owned Entity,Natural Gas,113.22000000000000000000,Bcf/yr,8.25264999676795000000
1988,Egyptian General Petroleum,State-owned Entity,Oil & NGL,157.85521118761503000000,Million bbl/yr,62.94916912816439000000
1988,Egyptian General Petroleum,State-owned Entity,Natural Gas,124.44000000000000000000,Bcf/yr,9.07048017662783800000
1989,Egyptian General Petroleum,State-owned Entity,Oil & NGL,161.01981170872500000000,Million bbl/yr,64.21114186842232000000
1989,Egyptian General Petroleum,State-owned Entity,Natural Gas,139.23000000000000000000,Bcf/yr,10.14852905007950500000
1990,Egyptian General Petroleum,State-owned Entity,Oil & NGL,162.50908514489998000000,Million bbl/yr,64.80503119717206000000
1990,Egyptian General Petroleum,State-owned Entity,Natural Gas,145.86000000000000000000,Bcf/yr,10.63179233817853300000
1991,Egyptian General Petroleum,State-owned Entity,Oil & NGL,162.69530910229500000000,Million bbl/yr,64.87929319524980000000
1991,Egyptian General Petroleum,State-owned Entity,Natural Gas,163.71000000000000000000,Bcf/yr,11.93288580613744200000
1992,Egyptian General Petroleum,State-owned Entity,Oil & NGL,164.03888836905000000000,Million bbl/yr,65.41508290953130000000
1992,Egyptian General Petroleum,State-owned Entity,Natural Gas,178.05328590000002000000,Bcf/yr,12.97837351445997100000
1993,Egyptian General Petroleum,State-owned Entity,Oil & NGL,169.02420000000000000000,Million bbl/yr,67.40311499698826000000
1993,Egyptian General Petroleum,State-owned Entity,Natural Gas,203.34023850000000000000,Bcf/yr,14.82154936053541000000
1994,Egyptian General Petroleum,State-owned Entity,Oil & NGL,170.10489000892503000000,Million bbl/yr,67.83407028592127000000
1994,Egyptian General Petroleum,State-owned Entity,Natural Gas,215.94420000000002000000,Bcf/yr,15.74025703437606000000
1995,Egyptian General Petroleum,State-owned Entity,Oil & NGL,174.79485000000000000000,Million bbl/yr,69.70432266759028000000
1995,Egyptian General Petroleum,State-owned Entity,Natural Gas,223.86960000000000000000,Bcf/yr,16.31794253414981500000
1996,Egyptian General Petroleum,State-owned Entity,Oil & NGL,175.47740000620500000000,Million bbl/yr,69.97650852357675000000
1996,Egyptian General Petroleum,State-owned Entity,Natural Gas,241.34271000000000000000,Bcf/yr,17.59156434288525300000
1997,Egyptian General Petroleum,State-owned Entity,Oil & NGL,163.71101999133000000000,Million bbl/yr,65.28433624741227000000
1997,Egyptian General Petroleum,State-owned Entity,Natural Gas,243.14377500000000000000,Bcf/yr,17.72284467380230700000
1998,Egyptian General Petroleum,State-owned Entity,Oil & NGL,159.68049000892500000000,Million bbl/yr,63.67704997773696400000
1998,Egyptian General Petroleum,State-owned Entity,Natural Gas,247.46633100000000000000,Bcf/yr,18.03791746800323600000
1999,Egyptian General Petroleum,State-owned Entity,Oil & NGL,164.10780000076500000000,Million bbl/yr,65.44256334509681000000
1999,Egyptian General Petroleum,State-owned Entity,Natural Gas,264.21623550000004000000,Bcf/yr,19.25882454553184000000
2000,Egyptian General Petroleum,State-owned Entity,Oil & NGL,149.56035600000000000000,Million bbl/yr,59.64136422156415000000
2000,Egyptian General Petroleum,State-owned Entity,Natural Gas,329.59489500000000000000,Bcf/yr,24.02430055782090400000
2001,Egyptian General Petroleum,State-owned Entity,Oil & NGL,141.17578770000000000000,Million bbl/yr,56.29778370868491000000
2001,Egyptian General Petroleum,State-owned Entity,Natural Gas,442.16145750000000000000,Bcf/yr,32.22932124013679000000
2002,Egyptian General Petroleum,State-owned Entity,Oil & NGL,139.79623005000000000000,Million bbl/yr,55.74764661040002500000
2002,Egyptian General Petroleum,State-owned Entity,Natural Gas,450.26625000000000000000,Bcf/yr,32.82008272926353000000
2003,Egyptian General Petroleum,State-owned Entity,Oil & NGL,139.54753365000000000000,Million bbl/yr,55.64847198304763000000
2003,Egyptian General Petroleum,State-owned Entity,Natural Gas,539.77918050000000000000,Bcf/yr,39.34471517584112400000
2004,Egyptian General Petroleum,State-owned Entity,Oil & NGL,131.81840510311500000000,Million bbl/yr,52.56626635644390000000
2004,Egyptian General Petroleum,State-owned Entity,Natural Gas,586.42676399999990000000,Bcf/yr,42.74487574659282000000
2005,Egyptian General Petroleum,State-owned Entity,Oil & NGL,128.39147999158502000000,Million bbl/yr,51.19968436771967000000
2005,Egyptian General Petroleum,State-owned Entity,Natural Gas,765.45262500000000000000,Bcf/yr,55.79414063974801000000
2006,Egyptian General Petroleum,State-owned Entity,Oil & NGL,123.96824999821500000000,Million bbl/yr,49.43579801356893000000
2006,Egyptian General Petroleum,State-owned Entity,Natural Gas,985.18255500000000000000,Bcf/yr,71.81034101162860000000
2007,Egyptian General Petroleum,State-owned Entity,Oil & NGL,123.65459999949000000000,Million bbl/yr,49.31072132672250000000
2007,Egyptian General Petroleum,State-owned Entity,Natural Gas,1003.19320500000000000000,Bcf/yr,73.12314432079914000000
2008,Egyptian General Petroleum,State-owned Entity,Oil & NGL,124.98090655666499000000,Million bbl/yr,49.83962306620433000000
2008,Egyptian General Petroleum,State-owned Entity,Natural Gas,1062.08803049999980000000,Bcf/yr,77.41601114178680000000
2009,Egyptian General Petroleum,State-owned Entity,Oil & NGL,127.08690000612000000000,Million bbl/yr,50.67944670481064400000
2009,Egyptian General Petroleum,State-owned Entity,Natural Gas,1129.08764850000010000000,Bcf/yr,82.29963945190123000000
2010,Egyptian General Petroleum,State-owned Entity,Oil & NGL,129.86111130790500000000,Million bbl/yr,51.78574085322346000000
2010,Egyptian General Petroleum,State-owned Entity,Natural Gas,1104.59316450000000000000,Bcf/yr,80.51422695142930000000
2011,Egyptian General Petroleum,State-owned Entity,Oil & NGL,131.10724019337002000000,Million bbl/yr,52.28266950940446000000
2011,Egyptian General Petroleum,State-owned Entity,Natural Gas,1103.33241900000000000000,Bcf/yr,80.42233071978737000000
2012,Egyptian General Petroleum,State-owned Entity,Oil & NGL,131.94550638715498000000,Million bbl/yr,52.61695153918348000000
2012,Egyptian General Petroleum,State-owned Entity,Natural Gas,1093.55263605000000000000,Bcf/yr,79.70947852290774000000
2013,Egyptian General Petroleum,State-owned Entity,Oil & NGL,131.89460625713997000000,Million bbl/yr,52.59665369238543000000
2013,Egyptian General Petroleum,State-owned Entity,Natural Gas,1024.80598500000000000000,Bcf/yr,74.69850829180379000000
2014,Egyptian General Petroleum,State-owned Entity,Oil & NGL,131.87823780841498000000,Million bbl/yr,52.59012631682777000000
2014,Egyptian General Petroleum,State-owned Entity,Natural Gas,878.91972000000010000000,Bcf/yr,64.06480148752240000000
2015,Egyptian General Petroleum,State-owned Entity,Oil & NGL,133.72200000306000000000,Million bbl/yr,53.32537792714604000000
2015,Egyptian General Petroleum,State-owned Entity,Natural Gas,798.37609320000000000000,Bcf/yr,58.19394508891175000000
2016,Egyptian General Petroleum,State-owned Entity,Oil & NGL,127.77010492525500000000,Million bbl/yr,50.95189372559799000000
2016,Egyptian General Petroleum,State-owned Entity,Natural Gas,763.38169757999990000000,Bcf/yr,55.64318993169316000000
2017,Egyptian General Petroleum,State-owned Entity,Oil & NGL,118.92863910102001000000,Million bbl/yr,47.42611257891691000000
2017,Egyptian General Petroleum,State-owned Entity,Natural Gas,915.96662796000000000000,Bcf/yr,66.76516507042611000000
2018,Egyptian General Petroleum,State-owned Entity,Oil & NGL,124.87860000586501000000,Million bbl/yr,49.79882547503978400000
2018,Egyptian General Petroleum,State-owned Entity,Natural Gas,1079.54492097000000000000,Bcf/yr,78.68845070264906000000
2019,Egyptian General Petroleum,State-owned Entity,Oil & NGL,121.86144000178500000000,Million bbl/yr,48.59564875407723000000
2019,Egyptian General Petroleum,State-owned Entity,Natural Gas,1200.89696787000000000000,Bcf/yr,87.53384877239883000000
2020,Egyptian General Petroleum,State-owned Entity,Oil & NGL,115.18415197405500000000,Million bbl/yr,45.93289387755008600000
2020,Egyptian General Petroleum,State-owned Entity,Natural Gas,1073.62968087000010000000,Bcf/yr,78.25728654267604000000
2021,Egyptian General Petroleum,State-owned Entity,Oil & NGL,110.30348748815999000000,Million bbl/yr,43.98659275851212000000
2021,Egyptian General Petroleum,State-owned Entity,Natural Gas,1250.45950991999980000000,Bcf/yr,91.14648180974864000000
2022,Egyptian General Petroleum,State-owned Entity,Oil & NGL,111.61048334694000000000,Million bbl/yr,44.50779381830081000000
2022,Egyptian General Petroleum,State-owned Entity,Natural Gas,1206.01113465000000000000,Bcf/yr,87.90662238536862000000
1950,Eni,Investor-owned Company,Oil & NGL,0.03708400000000000000,Million bbl/yr,0.01478827952771444800
1950,Eni,Investor-owned Company,Natural Gas,10.79569156199999800000,Bcf/yr,0.78690217218024260000
1951,Eni,Investor-owned Company,Oil & NGL,0.12410000000000000000,Million bbl/yr,0.04948833700219403000
1951,Eni,Investor-owned Company,Natural Gas,25.55368797600000000000,Bcf/yr,1.86261829175539300000
1952,Eni,Investor-owned Company,Oil & NGL,0.62779999999999990000,Million bbl/yr,0.25035276365815800000
1952,Eni,Investor-owned Company,Natural Gas,41.35699832599999600000,Bcf/yr,3.01452775217625830000
1953,Eni,Investor-owned Company,Oil & NGL,0.96360000000000000000,Million bbl/yr,0.38426238142880065000
1953,Eni,Investor-owned Company,Natural Gas,70.84120795999999000000,Bcf/yr,5.16364330190895250000
1954,Eni,Investor-owned Company,Oil & NGL,0.90520000000000000000,Million bbl/yr,0.36097375225129763000
1954,Eni,Investor-owned Company,Natural Gas,95.34958200000000000000,Bcf/yr,6.95006825281863000000
1955,Eni,Investor-owned Company,Oil & NGL,0.83950000000000000000,Million bbl/yr,0.33477404442660670000
1955,Eni,Investor-owned Company,Natural Gas,118.05690838000000000000,Bcf/yr,8.60521413673062300000
1956,Eni,Investor-owned Company,Oil & NGL,0.98550000000000000000,Million bbl/yr,0.39299561737036437000
1956,Eni,Investor-owned Company,Natural Gas,146.87367093999998000000,Bcf/yr,10.70567920869358500000
1957,Eni,Investor-owned Company,Oil & NGL,1.58409999999999980000,Million bbl/yr,0.63170406643977080000
1957,Eni,Investor-owned Company,Natural Gas,165.44918210000000000000,Bcf/yr,12.05965546831677100000
1958,Eni,Investor-owned Company,Oil & NGL,2.51119999999999970000,Million bbl/yr,1.00141105463263200000
1958,Eni,Investor-owned Company,Natural Gas,170.25197586000000000000,Bcf/yr,12.40973298031059700000
1959,Eni,Investor-owned Company,Oil & NGL,2.64989999999999970000,Million bbl/yr,1.05672154892920170000
1959,Eni,Investor-owned Company,Natural Gas,203.37712693999998000000,Bcf/yr,14.82423817332685100000
1960,Eni,Investor-owned Company,Oil & NGL,4.89830000000000000000,Million bbl/yr,1.95333377226307040000
1960,Eni,Investor-owned Company,Natural Gas,217.82082287999998000000,Bcf/yr,15.87704480866122700000
1961,Eni,Investor-owned Company,Oil & NGL,4.06610000000000050000,Million bbl/yr,1.62147080648365160000
1961,Eni,Investor-owned Company,Natural Gas,235.47815287999998000000,Bcf/yr,17.16409448510912000000
1962,Eni,Investor-owned Company,Oil & NGL,34.14490000000000000000,Million bbl/yr,13.61623141100898240000
1962,Eni,Investor-owned Company,Natural Gas,244.80122311999997000000,Bcf/yr,17.84365671427361000000
1963,Eni,Investor-owned Company,Oil & NGL,46.39759999999999960000,Million bbl/yr,18.50233734804993900000
1963,Eni,Investor-owned Company,Natural Gas,249.70996086000000000000,Bcf/yr,18.20145652432612200000
1964,Eni,Investor-owned Company,Oil & NGL,64.70000000000000000000,Million bbl/yr,25.80092992781590000000
1964,Eni,Investor-owned Company,Natural Gas,265.30000000000000000000,Bcf/yr,19.33782056299715000000
1965,Eni,Investor-owned Company,Oil & NGL,60.60000000000000000000,Million bbl/yr,24.16594055062819000000
1965,Eni,Investor-owned Company,Natural Gas,269.70000000000000000000,Bcf/yr,19.65853828058926000000
1966,Eni,Investor-owned Company,Oil & NGL,60.10000000000000000000,Million bbl/yr,23.96655160219066600000
1966,Eni,Investor-owned Company,Natural Gas,304.80000000000000000000,Bcf/yr,22.21699098228997500000
1967,Eni,Investor-owned Company,Oil & NGL,50.10000000000000000000,Million bbl/yr,19.97877263344013300000
1967,Eni,Investor-owned Company,Natural Gas,321.00000000000000000000,Bcf/yr,23.39781530615184500000
1968,Eni,Investor-owned Company,Oil & NGL,51.10000000000000000000,Million bbl/yr,20.37755053031519000000
1968,Eni,Investor-owned Company,Natural Gas,342.90000000000000000000,Bcf/yr,24.99411485507622000000
1969,Eni,Investor-owned Company,Oil & NGL,59.50000000000000000000,Million bbl/yr,23.72728486406563000000
1969,Eni,Investor-owned Company,Natural Gas,388.30000000000000000000,Bcf/yr,28.30333857750393300000
1970,Eni,Investor-owned Company,Oil & NGL,68.00000000000000000000,Million bbl/yr,27.11689698750357600000
1970,Eni,Investor-owned Company,Natural Gas,427.50000000000000000000,Bcf/yr,31.16064187968820300000
1971,Eni,Investor-owned Company,Oil & NGL,86.00000000000000000000,Million bbl/yr,34.29489913125452500000
1971,Eni,Investor-owned Company,Natural Gas,437.80000000000000000000,Bcf/yr,31.91141290041519300000
1972,Eni,Investor-owned Company,Oil & NGL,105.70000000000000000000,Million bbl/yr,42.15082369969306000000
1972,Eni,Investor-owned Company,Natural Gas,486.10000000000000000000,Bcf/yr,35.43201875489225000000
1973,Eni,Investor-owned Company,Oil & NGL,136.70000000000000000000,Million bbl/yr,54.51293850281968000000
1973,Eni,Investor-owned Company,Natural Gas,517.70000000000000000000,Bcf/yr,37.73535509032651400000
1974,Eni,Investor-owned Company,Oil & NGL,108.30000000000000000000,Million bbl/yr,43.18764623156819000000
1974,Eni,Investor-owned Company,Natural Gas,515.20000000000000000000,Bcf/yr,37.55312911442191000000
1975,Eni,Investor-owned Company,Oil & NGL,105.10000000000000000000,Million bbl/yr,41.91155696156802400000
1975,Eni,Investor-owned Company,Natural Gas,496.80000000000000000000,Bcf/yr,36.21194593176398000000
1976,Eni,Investor-owned Company,Oil & NGL,114.60999999999999000000,Million bbl/yr,45.70393476084977000000
1976,Eni,Investor-owned Company,Natural Gas,511.00313020000000000000,Bcf/yr,37.24721763640206000000
1977,Eni,Investor-owned Company,Oil & NGL,112.12800000000000000000,Million bbl/yr,44.71416802080589000000
1977,Eni,Investor-owned Company,Natural Gas,462.62204599999995000000,Bcf/yr,33.72070152293483000000
1978,Eni,Investor-owned Company,Oil & NGL,129.20999999999998000000,Million bbl/yr,51.52609205522553000000
1978,Eni,Investor-owned Company,Natural Gas,485.57657500000000000000,Bcf/yr,35.39386610231710000000
1979,Eni,Investor-owned Company,Oil & NGL,126.29000000000000000000,Million bbl/yr,50.36166059635039000000
1979,Eni,Investor-owned Company,Natural Gas,484.87028180000000000000,Bcf/yr,35.34238411525918000000
1980,Eni,Investor-owned Company,Oil & NGL,121.18000000000000000000,Million bbl/yr,48.32390554331887000000
1980,Eni,Investor-owned Company,Natural Gas,502.17446520000000000000,Bcf/yr,36.60369279817811600000
1981,Eni,Investor-owned Company,Oil & NGL,86.87000000000000000000,Million bbl/yr,34.64183590153581000000
1981,Eni,Investor-owned Company,Natural Gas,513.82830300000000000000,Bcf/yr,37.45314558463373000000
1982,Eni,Investor-owned Company,Oil & NGL,89.64399999999999000000,Million bbl/yr,35.74804578746721000000
1982,Eni,Investor-owned Company,Natural Gas,490.52062739999997000000,Bcf/yr,35.75424001172251000000
1983,Eni,Investor-owned Company,Oil & NGL,92.41799999999999000000,Million bbl/yr,36.85425567339860500000
1983,Eni,Investor-owned Company,Natural Gas,467.21295180000000000000,Bcf/yr,34.05533443881129000000
