species,authority,country,kingdom,environment_system,origin
Columba livia,"Gmelin, 1789",Botswana,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Burundi,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Comoros,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Djibouti,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Egypt,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Equatorial Guinea,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Lesotho,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Malawi,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Namibia,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Rwanda,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Seychelles,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Sierra Leone,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Somalia,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",South Africa,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",South Sudan,Animalia,terrestrial,Alien
Columba livia,"Gmelin, 1789",Swaziland,Animalia,terrestrial,Alien
Combretum constrictum,Laws. (Benth.),Seychelles,Plantae,terrestrial,Alien
Combretum indicum,(L.) DeFilipps,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Combretum indicum,(L.) DeFilipps,Gabon,Plantae,terrestrial,Alien
Combretum indicum,(L.) DeFilipps,Seychelles,Plantae,terrestrial,Alien
Combretum indicum,C. C. H. Jongkind (L.),South Africa,Plantae,terrestrial,Alien
Combretum indicum,(L.) DeFilipps,Burkina Faso,Plantae,terrestrial,Alien
Combretum indicum,(L.) DeFilipps,Comoros,Plantae,terrestrial,Alien
Commelina benghalensis,L.,Cameroon,Plantae,terrestrial,Alien
Commelina benghalensis,L.,Ghana,Plantae,terrestrial,Alien
Commelina benghalensis,L.,Madagascar,Plantae,terrestrial,Alien
Commelina benghalensis,L.,Mauritius,Plantae,terrestrial,Alien
Commelina benghalensis,L.,Nigeria,Plantae,terrestrial,Alien
Commelina benghalensis,L.,Seychelles,Plantae,terrestrial,Alien
Commelina benghalensis,L.,South Africa,Plantae,terrestrial,Alien
Commelina benghalensis,L.,Swaziland,Plantae,terrestrial,Alien
Commelina cf. chamissonis,Klotzsch ex C.B.Clarke,Algeria,Plantae,terrestrial,Alien
Commelina diffusa,Burm. f.,Burundi,Plantae,terrestrial,Alien
Commelina diffusa,Burm. f.,Cameroon,Plantae,terrestrial,Alien
Commelina diffusa,Burm. f.,Chad,Plantae,terrestrial,Alien
Commelina diffusa,Burm. f.,Comoros,Plantae,terrestrial,Alien
Commelina diffusa,Burm. f.,Madagascar,Plantae,terrestrial,Alien
Commelina diffusa,Burm. f.,Seychelles,Plantae,terrestrial,Alien
Commelina erecta subsp. erecta,NA,Chad,Plantae,terrestrial,Alien
Commelina longifolia,Lam.,Seychelles,Plantae,terrestrial,Alien
Commelina nigritana,Benth.,Burkina Faso,Plantae,terrestrial,Alien
Commelina sp.,L.,Algeria,Plantae,terrestrial,Alien
Commicarpus plumbagineus,Standl. (Cav.),Seychelles,Plantae,terrestrial,Alien
Commiphora kerstingii,Engl.,Chad,Plantae,terrestrial,Alien
Congea tomentosa,Roxb.,Seychelles,Plantae,terrestrial,Alien
Congea velutina,Wight,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Conium maculatum,L.,Mozambique,Plantae,terrestrial,Alien
Conium maculatum,Linnaeus,South Africa,Plantae,terrestrial,Alien
Conium maculatum,L.,Zimbabwe,Plantae,terrestrial,Alien
Conomurex persicus,"(Swainson, 1821)",Libya,Animalia,marine,Alien
Conus fumigatus,"Hwass in Bruguière, 1792",Libya,Animalia,marine,Alien
Convolvulus arvensis,L.,Chad,Plantae,terrestrial,Alien
Convolvulus arvensis,L.,Egypt,Plantae,terrestrial,Alien
Convolvulus arvensis,L.,South Africa,Plantae,terrestrial,Alien
Convolvulus arvensis,L.,Kenya,Plantae,terrestrial,Alien
Convolvulus arvensis,L.,Uganda,Plantae,terrestrial,Alien
Convolvulus lanatus,Vahl,Egypt,Plantae,terrestrial,Alien
Conyza sp.,"J. Hill, 1756",Swaziland,Plantae,terrestrial,Alien
Conyza ulmifolia,Kuntze (Burm. f.),Madagascar,Plantae,terrestrial,Alien
Coprosma repens,A.Rich.,South Africa,Plantae,terrestrial,Alien
Coptotermes formosanus,"Shiraki, 1909",South Africa,Animalia,terrestrial,Alien
Corallus hortulanus,"Linnaeus, 1758",South Africa,Animalia,terrestrial,Alien
Corchoru stridens,L.,Swaziland,Plantae,terrestrial,Alien
Corchoru strilocularis,L.,Swaziland,Plantae,terrestrial,Alien
Corchorus aestuans,L.,Seychelles,Plantae,terrestrial,Alien
Corchorus capsularis,L.,Madagascar,Plantae,terrestrial,Alien
Corchorus olitorius,L.,Burundi,Plantae,terrestrial,Alien
Corchorus olitorius,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Corchorus olitorius,L.,Morocco,Plantae,terrestrial,Alien
Corchorus olitorius,L.,Rwanda,Plantae,terrestrial,Alien
Corchorus olitorius,L.,South Africa,Plantae,terrestrial,Alien
Corchorus sp.,L.,Swaziland,Plantae,terrestrial,Alien
Corchorus tridens,L.,South Africa,Plantae,terrestrial,Alien
Corchorus trilocularis,L.,South Africa,Plantae,terrestrial,Alien
Cordia africana,Lam.,Madagascar,Plantae,terrestrial,Alien
Cordia alliodora,Oken (Ruiz & Pav.),United Republic of Tanzania,Plantae,terrestrial,Alien
Cordia alliodora,Oken (Ruiz & Pav.),Seychelles,Plantae,terrestrial,Alien
Cordia alliodora,Oken (Ruiz & Pav.),Kenya,Plantae,terrestrial,Alien
Cordia dichotoma,G. Forster,Seychelles,Plantae,terrestrial,Alien
Cordia lutea,Lam.,Seychelles,Plantae,terrestrial,Alien
Cordia myxa,L.,Burkina Faso,Plantae,terrestrial,Alien
Cordia sebestena,L.,Seychelles,Plantae,terrestrial,Alien
Cordyline fruticosa,A.Chev. (L.),Equatorial Guinea,Plantae,terrestrial,Alien
Cordyline fruticosa,A.Chev. (L.),Seychelles,Plantae,terrestrial,Alien
Cordyline fruticosa,A.Chev. (L.),South Africa,Plantae,terrestrial,Alien
Cordylus warreni,"Boulenger, 1908",South Africa,Animalia,terrestrial,Alien
Corella eumyota,"Traustedt, 1882",South Africa,Animalia,marine,Alien
Coreopsis basalis,S.F.Blake (A.Dietr.),Seychelles,Plantae,terrestrial,Alien
Coreopsis lanceolata,L.,Seychelles,Plantae,terrestrial,Alien
Coreopsis lanceolata,L.,South Africa,Plantae,terrestrial,Alien
Coreopsis lanceolata,L.,Zimbabwe,Plantae,terrestrial,Alien
Coreopsis tinctoria,Lange,Seychelles,Plantae,terrestrial,Alien
Coreopsis tinctoria,Lange,South Africa,Plantae,terrestrial,Alien
Coriandrum sativum,L.,South Africa,Plantae,terrestrial,Alien
Cornu aspersum,"(O.F. Müller, 1774)",Egypt,Animalia,terrestrial,Alien
Cornu aspersum,"(O.F. Müller, 1774)",Mauritius,Animalia,terrestrial,Alien
Cornu aspersum,"(O.F. Müller, 1774)",Zimbabwe,Animalia,terrestrial,Alien
Cornulaca monacantha,Delile,Egypt,Plantae,terrestrial,Alien
Cornus florida,L.,South Africa,Plantae,terrestrial,Alien
Corophium acherusicum,"Costa, 1857",South Africa,Animalia,marine,Cryptogenic/Uncertain
Corophium acutum,"Chevreux, 1908",South Africa,Animalia,marine,Alien
Correlophus ciliatus,"(Guichenot, 1866)",South Africa,Animalia,terrestrial,Alien
Cortaderia jubata,Stapf (Lemoine ex Carrière),South Africa,Plantae,terrestrial,Alien
Cortaderia selloana,Asch. & Graebn. (Schult.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Cortaderia selloana,Asch. & Graebn. (Schult. & Schult.f.),South Africa,Plantae,marine,Alien
Corvus splendens,"Vieillot, 1817",Mozambique,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",Seychelles,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",Somalia,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",South Africa,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",Sudan,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",Kenya,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",United Republic of Tanzania,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",Benin,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",Djibouti,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",Egypt,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",Eritrea,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",Mauritius,Animalia,terrestrial,Alien
Corvus splendens,"Vieillot, 1817",Morocco,Animalia,terrestrial,Alien
Corymbia citriodora,(Hook.) K.D.Hill & L.A.S.Johnson,Cameroon,Plantae,terrestrial,Alien
Corymbia citriodora,K.D.Hill & L.A.S.Johnson (Hook.),Madagascar,Plantae,terrestrial,Alien
Corymbia citriodora,K.D.Hill & L.A.S.Johnson (Hook.),Rwanda,Plantae,terrestrial,Alien
Corymbia citriodora,K.D.Hill & L.A.S.Johnson (Hook.),Seychelles,Plantae,terrestrial,Alien
Corymbia citriodora,(Hook.) K.D.Hill & L.A.S.Johnson,Zimbabwe,Plantae,terrestrial,Alien
Corymbia ficifolia,K.D.Hill & L.A.S.Johnson (F.Muell.),South Africa,Plantae,terrestrial,Alien
Corymbia maculata,K.D.Hill & L.A.S.Johnson (Hook.),Seychelles,Plantae,terrestrial,Alien
Corymorpha bigelowi,"(Maas, 1905)",Egypt,Animalia,marine,Alien
Corynandra viscosa,NA,Madagascar,Plantae,terrestrial,Alien
Corynandra viscosa,NA,Seychelles,Plantae,terrestrial,Alien
Coryne eximia,"Allman, 1859",South Africa,Animalia,marine,Alien
Coryne pusilla,"Gaertner, 1774",South Africa,Animalia,marine,Alien
Corynephorus fasciculatus,Boiss. & Reut.,South Africa,Plantae,terrestrial,Alien
Coryogalops ocheticus,"(Norman, 1927)",Egypt,Animalia,marine,Alien
Corypha umbraculifera,L.,Seychelles,Plantae,terrestrial,Alien
Corypha utan,Lam.,Seychelles,Plantae,terrestrial,Alien
Corythauma ayyari,"(Drake, 1933)",Tunisia,Animalia,terrestrial,Alien
Coscinospira hemprichii,"Ehrenberg, 1839",Libya,Chromista,host,Cryptogenic/Uncertain
Cosmopolites sordidus,"(Germar, 1824)",Seychelles,Animalia,terrestrial,Alien
Cosmos bipinnatus,Cav.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Cosmos bipinnatus,Cav.,Seychelles,Plantae,terrestrial,Alien
Cosmos bipinnatus,Cav.,South Africa,Plantae,terrestrial,Alien
Cosmos bipinnatus,Cav.,Zimbabwe,Plantae,terrestrial,Alien
Cosmos bipinnatus,Cav.,Kenya,Plantae,terrestrial,Alien
Cosmos bipinnatus,Cav.,Swaziland,Plantae,terrestrial,Alien
Cosmos caudatus,Kunth,Madagascar,Plantae,terrestrial,Alien
Cosmos caudatus,Kunth,Seychelles,Plantae,terrestrial,Alien
Cosmos caudatus,Kunth,Uganda,Plantae,terrestrial,Alien
Cosmos sulphureus,Cav.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Cosmos sulphureus,Cav.,Madagascar,Plantae,terrestrial,Alien
Cosmos sulphureus,Cav.,Seychelles,Plantae,terrestrial,Alien
Cosmos sulphureus,Cav.,South Africa,Plantae,terrestrial,Alien
Cosmos sulphureus,Cav.,Zimbabwe,Plantae,terrestrial,Alien
Cosmos sulphureus,Cav.,Swaziland,Plantae,terrestrial,Alien
Cota coelopoda,(Boiss.) Boiss.,South Africa,Plantae,terrestrial,Alien
Cota tinctoria,J. Gay (L.),Algeria,Plantae,terrestrial,Alien
Cotesia vestalis,"(Haliday, 1834)",South Africa,Animalia,terrestrial,Alien
Cotoneaster coriaceus,Franch.,South Africa,Plantae,terrestrial,Alien
Cotoneaster franchetii,Medik.,Swaziland,Plantae,terrestrial,Alien
Cotoneaster franchetii,Bois,South Africa,Plantae,terrestrial,Alien
Cotoneaster franchetti/pannosus,Medik.,Swaziland,Plantae,terrestrial,Alien
Cotoneaster glaucophyllus,Franch.,South Africa,Plantae,terrestrial,Alien
Cotoneaster pannosus,Medik.,Swaziland,Plantae,terrestrial,Alien
Cotoneaster pannosus,Franch.,South Africa,Plantae,terrestrial,Alien
Cotoneaster pannosus,Franch.,Zimbabwe,Plantae,terrestrial,Alien
Cotoneaster pannosus,Franch.,Kenya,Plantae,terrestrial,Alien
Cotoneaster salicifolius,Franch.,South Africa,Plantae,terrestrial,Alien
Cotoneaster symondsii,T. Moore,South Africa,Plantae,terrestrial,Alien
Cotula australis,Hook.f. (Sieber ex Spreng.),Madagascar,Plantae,terrestrial,Alien
Cotyledon orbiculata,L.,Kenya,Plantae,terrestrial,Alien
Couroupita guianensis,Aubl.,Seychelles,Plantae,terrestrial,Alien
Crambe hispanica,L.,South Africa,Plantae,terrestrial,Alien
Craspedacusta sowerbii,"Lankester, 1880",South Africa,Animalia,freshwater,Alien
Crassocephalum crepidioides,S. Moore (Benth.),Benin,Plantae,terrestrial,Alien
Crassocephalum crepidioides,S. Moore (Benth.),Mauritius,Plantae,terrestrial,Alien
Crassostrea gigas,"(Thunberg, 1793)",Algeria,Animalia,marine,Alien
Crassostrea gigas,"(Thunberg, 1793)",Mauritania,Animalia,marine,Alien
Crassostrea gigas,"(Thunberg, 1793)",Mauritius,Animalia,marine,Alien
Crassostrea gigas,"(Thunberg, 1793)",Morocco,Animalia,marine,Alien
Crassostrea gigas,"(Thunberg, 1793)",Namibia,Animalia,marine,Alien
Crassostrea gigas,"(Thunberg, 1793)",South Africa,Animalia,marine,Alien
Crassostrea gigas,"(Thunberg, 1793)",Tunisia,Animalia,marine,Alien
Crassula multicava,Lem.,Kenya,Plantae,terrestrial,Alien
Crassula ovata,(Mill.) Druce,Kenya,Plantae,terrestrial,Alien
Crassula sarmentosa,Harv.,Kenya,Plantae,terrestrial,Alien
Crassula tetragona,L.,Kenya,Plantae,terrestrial,Alien
Crassula vaillantii,Roth (Willd.),South Africa,Plantae,terrestrial,Alien
Crataegus gracilior,J. B. Phipps,South Africa,Plantae,terrestrial,Alien
Crataegus monogyna,Jacq.,South Africa,Plantae,terrestrial,Alien
Crataegus x lavalleei,Hérincq ex Lavallée,South Africa,Plantae,terrestrial,Alien
Crateva religiosa,G. Forst.,Chad,Plantae,terrestrial,Alien
Cremastobombycia lantanella,"Busck, 1910",South Africa,Animalia,terrestrial,Alien
Crenidens crenidens,"(Forsskål, 1775)",Egypt,Animalia,marine,Alien
Crenidens crenidens,"(Forsskål, 1775)",Libya,Animalia,marine,Alien
Crepis bursifolia,L.,Algeria,Plantae,terrestrial,Alien
Crepis capillaris,Wallr. (L.),South Africa,Plantae,terrestrial,Alien
Crepishypo chaeridea,(DC.) Thell.,Swaziland,Plantae,terrestrial,Alien
Crescentia alata,Kunth,Chad,Plantae,terrestrial,Alien
Crescentia alata,Kunth,Seychelles,Plantae,terrestrial,Alien
Crescentia cujete,L.,Burkina Faso,Plantae,terrestrial,Alien
Crescentia cujete,L.,Chad,Plantae,terrestrial,Alien
Crescentia cujete,L.,Seychelles,Plantae,terrestrial,Alien
Crinum amabile,Donn ex Ker Gawl.,Seychelles,Plantae,terrestrial,Alien
Crinum asiaticum,L.,Seychelles,Plantae,terrestrial,Alien
Crinum jagus,Dandy (J.Thomps.),Seychelles,Plantae,terrestrial,Alien
Crinum macowanii,Baker,Seychelles,Plantae,terrestrial,Alien
Crinum moorei,Hook.f.,Seychelles,Plantae,terrestrial,Alien
Crinum nubicum,Hannibal,Chad,Plantae,terrestrial,Alien
Crinum zeylanicum,L. (L.),Seychelles,Plantae,terrestrial,Alien
Crocosmia ×crocosmiiflora,N.E.Br. (Lemoine),Madagascar,Plantae,terrestrial,Alien
Crocosmia ×crocosmiiflora,N.E.Br. (Lemoine),Kenya,Plantae,terrestrial,Cryptogenic/Uncertain
Crossandra infundibuliformis,Nees (L.),Seychelles,Plantae,terrestrial,Alien
Crossopriza lyoni,"(Blackwall, 1867)",South Africa,Animalia,terrestrial,Alien
Crotalaria agatiflora,Schweinf.,South Africa,Plantae,terrestrial,Alien
Crotalaria alata,D.Don,Madagascar,Plantae,terrestrial,Alien
Crotalaria berteroana,DC.,Madagascar,Plantae,terrestrial,Alien
Crotalaria berteroana,DC.,Seychelles,Plantae,terrestrial,Alien
Crotalaria brevidens,Benth.,South Africa,Plantae,terrestrial,Alien
Crotalaria brevidens var.intermedia,L.,Swaziland,Plantae,terrestrial,Alien
Crotalaria distans,Benth.,Zimbabwe,Plantae,terrestrial,Alien
Crotalaria goreensis,Guill. & Perr.,Madagascar,Plantae,terrestrial,Alien
Crotalaria grahamiana,Wight & Arn.,Madagascar,Plantae,terrestrial,Alien
Crotalaria hirta,Willd.,Madagascar,Plantae,terrestrial,Alien
Crotalaria hyssopifolia,Klotzsch,Chad,Plantae,terrestrial,Alien
Crotalaria juncea,L.,Swaziland,Plantae,terrestrial,Alien
Crotalaria juncea,L.,Burkina Faso,Plantae,terrestrial,Alien
Crotalaria juncea,L.,Madagascar,Plantae,terrestrial,Alien
Crotalaria juncea,L.,Seychelles,Plantae,terrestrial,Alien
Crotalaria juncea,L.,South Africa,Plantae,terrestrial,Alien
Crotalaria juncea,L.,Zimbabwe,Plantae,terrestrial,Alien
Crotalaria laburnifolia,L.,Seychelles,Plantae,terrestrial,Alien
Crotalaria laburnifolia subsp. Laburnifolia,L.,Burundi,Plantae,terrestrial,Alien
Crotalaria mysorensis,Roth,Madagascar,Plantae,terrestrial,Alien
Crotalaria ochroleuca,L.,Swaziland,Plantae,terrestrial,Alien
Crotalaria ochroleuca,G.Don,Burkina Faso,Plantae,terrestrial,Alien
Crotalaria ochroleuca,G.Don,Madagascar,Plantae,terrestrial,Alien
Crotalaria pallida,Aiton,Seychelles,Plantae,terrestrial,Alien
Crotalaria pallida var. obovata,(G.Don) Polhill,Burundi,Plantae,terrestrial,Alien
Crotalaria pallida var. pallida,NA,Zimbabwe,Plantae,terrestrial,Alien
Crotalaria retusa,L.,Chad,Plantae,terrestrial,Alien
Crotalaria retusa,L.,Comoros,Plantae,terrestrial,Alien
Crotalaria retusa,L.,Mauritius,Plantae,terrestrial,Alien
Crotalaria retusa,L.,Seychelles,Plantae,terrestrial,Alien
Crotalaria retusa var. retusa,L.,Burundi,Plantae,terrestrial,Alien
Crotalaria spectabilis,Roth,Madagascar,Plantae,terrestrial,Alien
Crotalaria spinosa,Hochst.,Madagascar,Plantae,terrestrial,Alien
Crotalaria trichotoma,Bojer,Madagascar,Plantae,terrestrial,Alien
Crotalaria trichotoma,Bojer,Seychelles,Plantae,terrestrial,Alien
Crotalaria verrucosa,L.,Seychelles,Plantae,terrestrial,Alien
Crotalus adamanteus,"Palisot De Beauvois, 1799",South Africa,Animalia,terrestrial,Alien
Crotalus atrox,"Baird & Girard, 1853",South Africa,Animalia,terrestrial,Alien
Crotalus durissus,"Linnaeus, 1758",South Africa,Animalia,terrestrial,Alien
Crotalus enyo,"(Cope, 1861)",South Africa,Animalia,terrestrial,Alien
Crotalus lepidus,"(Kennicott, 1861)",South Africa,Animalia,terrestrial,Alien
Crotalus simus,"Latreille, 1801",South Africa,Animalia,terrestrial,Alien
Croton bonplandianus,Baill.,South Africa,Plantae,terrestrial,Alien
Croton hirtus,L'Hér.,Burkina Faso,Plantae,terrestrial,Alien
Croton setigerus,Hook.,South Africa,Plantae,terrestrial,Alien
Cryphonectria parasitica,"M.E. Barr, 1978 (Murrill)",Tunisia,Fungi,host,Alien
Crypsis schoenoides,Lam. (L.),Mali,Plantae,terrestrial,Alien
Crypsis schoenoides,Lam. (L.),Mauritania,Plantae,terrestrial,Alien
Cryptomeria japonica,D. Don (Thunb. ex L. f.),South Africa,Plantae,terrestrial,Alien
Cryptostegia grandiflora,R. Br.,Egypt,Plantae,terrestrial,Alien
Cryptostegia grandiflora,R. Br.,Mauritius,Plantae,terrestrial,Alien
Cryptostegia grandiflora,R. Br.,Morocco,Plantae,terrestrial,Alien
Cryptostegia grandiflora,R. Br.,South Africa,Plantae,terrestrial,Alien
Cryptostegia grandiflora,R. Br.,Ethiopia,Plantae,terrestrial,Alien
Cryptostegia madagascariensis,Bojer ex Decne.,Mauritius,Plantae,terrestrial,Alien
Cryptostegia madagascariensis,Bojer ex Decne.,Seychelles,Plantae,terrestrial,Alien
Cryptostegia madagascariensis,Bojer ex Decne.,South Africa,Plantae,terrestrial,Alien
Cryptostegia madagascariensis,Bojer ex Decne.,Kenya,Plantae,terrestrial,Alien
Cryptostegia madagascariensis,Bojer ex Decne.,United Republic of Tanzania,Plantae,terrestrial,Alien
Cryptotermes brevis,"(Walker, 1853)",Gambia (the),Animalia,terrestrial,Alien
Cryptotermes brevis,"(Walker, 1853)",Nigeria,Animalia,terrestrial,Alien
Cryptotermes brevis,"(Walker, 1853)",Sierra Leone,Animalia,terrestrial,Alien
Cryptotermes brevis,"(Walker, 1853)",South Africa,Animalia,terrestrial,Alien
Ctenarytaina eucalypti,"(Maskell, 1890)",South Africa,Animalia,terrestrial,Alien
Ctenium concinnum,Nees,Madagascar,Plantae,terrestrial,Alien
Ctenocephalides felis,"(Bouche, 1835)",South Africa,Animalia,terrestrial,Alien
Ctenolepisma longicaudata,"Escherich, 1905",South Africa,Animalia,terrestrial,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Zambia,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Zimbabwe,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Ethiopia,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Kenya,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Uganda,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",United Republic of Tanzania,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Algeria,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Angola,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Egypt,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Lesotho,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Malawi,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Mauritius,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Morocco,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Mozambique,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Nigeria,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Rwanda,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",South Africa,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Sudan,Animalia,freshwater,Alien
Ctenopharyngodon idella,"(Valenciennes, 1844)",Tunisia,Animalia,freshwater,Alien
Ctenosaura acanthura,"(Shaw, 1802)",South Africa,Animalia,terrestrial,Alien
Cuapetes calmani,"(Tattersall, 1921)",Egypt,Animalia,marine,Alien
Cucumis anguria,L.,Seychelles,Plantae,terrestrial,Alien
Cucumis anguria var. anguria,NA,Zimbabwe,Plantae,terrestrial,Alien
Cucumis maderaspatanus,L.,Seychelles,Plantae,terrestrial,Alien
Cucumis melo,L.,Burundi,Plantae,terrestrial,Alien
Cucumis melo,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
