Category,Subcategory,country_iso3,region_code,population,hoursPerDayCombined,uncertaintyCombined
Experience oriented,Interactive,GLP,AM_C,400048,1.28,0.5716704907884139
Food provision,Food preparation,GMB,AF_W,1905020,0.61,0.18794267748437152
Food provision,Food growth & collection,GMB,AF_W,1905020,0.68,0.06741201485512172
Food provision,Food processing,GMB,AF_W,1905020,0.04,0.00623188865176635
Nonfood provision,Materials,GMB,AF_W,1905020,0.04,9.7960981116719e-4
Nonfood provision,Energy,GMB,AF_W,1905020,0.01,0.00220331511908539
Technosphere modification,Infrastructure,GMB,AF_W,1905020,0.03,1.3353459223244e-4
Technosphere modification,Buildings,GMB,AF_W,1905020,0.15,0.01351191094822629
Technosphere modification,Artifacts,GMB,AF_W,1905020,0.33,0.02236493641710966
Maintenance of surroundings,Inhabited environment,GMB,AF_W,1905020,0.66,0.182820168478238
Somatic maintenance,Sleep & bedrest,GMB,AF_W,1905020,8.83,1.4426316795511047
Maintenance of surroundings,Waste management,GMB,AF_W,1905020,0.01,3.646156594942719e-5
Somatic maintenance,Physical child care,GMB,AF_W,1905020,0.29,0.06298949621653172
Somatic maintenance,Health care,GMB,AF_W,1905020,0.25,0.04340726102159947
Somatic maintenance,Hygiene & grooming,GMB,AF_W,1905020,1.02,0.1070096387954629
Deliberate neural restructuring,Schooling & research,GMB,AF_W,1905020,1.3,0.2869567730842982
Deliberate neural restructuring,Religious practice,GMB,AF_W,1905020,0.24,0.15323932560132095
Organization,Human transportation,GMB,AF_W,1905020,0.95,0.12664356117524112
Organization,Material transportation,GMB,AF_W,1905020,0.28,0.04413338785054543
Organization,Allocation,GMB,AF_W,1905020,1.22,0.20084502496680745
Experience oriented,Social,GMB,AF_W,1905020,1.54,0.5934438427789367
Experience oriented,Active recreation,GMB,AF_W,1905020,0.42,0.09908944729659144
Experience oriented,Meals,GMB,AF_W,1905020,1.59,0.3498598373451376
Experience oriented,Passive,GMB,AF_W,1905020,2.3,0.916683183124809
Experience oriented,Interactive,GMB,AF_W,1905020,1.2,0.35007678676030357
Food provision,Food preparation,GNB,AF_W,1920917,0.67,0.1899902309364409
Food provision,Food growth & collection,GNB,AF_W,1920917,0.97,0.2134141434314752
Food provision,Food processing,GNB,AF_W,1920917,0.07,0.00733219175178282
Nonfood provision,Materials,GNB,AF_W,1920917,0.14,0.00891938111067517
Nonfood provision,Energy,GNB,AF_W,1920917,0.03,0.00258478540652944
Technosphere modification,Infrastructure,GNB,AF_W,1920917,0.02,1.1410229731882e-4
Technosphere modification,Buildings,GNB,AF_W,1920917,0.1,0.01365872421273081
Technosphere modification,Artifacts,GNB,AF_W,1920917,0.24,0.02748945343153306
Maintenance of surroundings,Inhabited environment,GNB,AF_W,1920917,0.66,0.183887163026702
Somatic maintenance,Sleep & bedrest,GNB,AF_W,1920917,8.83,1.4426316795511047
Maintenance of surroundings,Waste management,GNB,AF_W,1920917,0.01,4.995426397963051e-5
Somatic maintenance,Physical child care,GNB,AF_W,1920917,0.3,0.06300506984189906
Somatic maintenance,Health care,GNB,AF_W,1920917,0.25,0.04348750850205001
Somatic maintenance,Hygiene & grooming,GNB,AF_W,1920917,1.01,0.10742124831519438
Deliberate neural restructuring,Schooling & research,GNB,AF_W,1920917,1.31,0.2876154949181823
Deliberate neural restructuring,Religious practice,GNB,AF_W,1920917,0.24,0.1532503882105637
Organization,Human transportation,GNB,AF_W,1920917,0.95,0.1267299706627161
Organization,Material transportation,GNB,AF_W,1920917,0.24,0.04504703151620821
Organization,Allocation,GNB,AF_W,1920917,0.9,0.18885915470743164
Experience oriented,Social,GNB,AF_W,1920917,1.55,0.5934457017370403
Experience oriented,Active recreation,GNB,AF_W,1920917,0.42,0.0991029777912267
Experience oriented,Meals,GNB,AF_W,1920917,1.59,0.3498598373451376
Experience oriented,Passive,GNB,AF_W,1920917,2.3,0.9167340773600028
Experience oriented,Interactive,GNB,AF_W,1920917,1.19,0.3501235869247487
Food provision,Food preparation,GNQ,AF_M,1355982,0.81,0.2156886519294237
Food provision,Food growth & collection,GNQ,AF_M,1355982,1.06,0.5324487148124554
Food provision,Food processing,GNQ,AF_M,1355982,0.02,0.01082390783523981
Nonfood provision,Materials,GNQ,AF_M,1355982,0.1,0.01452913047866289
Nonfood provision,Energy,GNQ,AF_M,1355982,0.08,0.01124239378260669
Technosphere modification,Infrastructure,GNQ,AF_M,1355982,0.02,0.01399450689135183
Technosphere modification,Buildings,GNQ,AF_M,1355982,0.03,0.08470887227544933
Technosphere modification,Artifacts,GNQ,AF_M,1355982,0.42,0.11576952233863248
Maintenance of surroundings,Inhabited environment,GNQ,AF_M,1355982,0.72,0.20012078523141863
Somatic maintenance,Sleep & bedrest,GNQ,AF_M,1355982,9.79,1.2913986617555109
Maintenance of surroundings,Waste management,GNQ,AF_M,1355982,0,1.8352121274089e-4
Somatic maintenance,Physical child care,GNQ,AF_M,1355982,0.27,0.0635982296062593
Somatic maintenance,Health care,GNQ,AF_M,1355982,0.05,0.06232277739498799
Somatic maintenance,Hygiene & grooming,GNQ,AF_M,1355982,0.82,0.10508557428184533
Deliberate neural restructuring,Schooling & research,GNQ,AF_M,1355982,1.95,0.31870429108437115
Deliberate neural restructuring,Religious practice,GNQ,AF_M,1355982,0.44,0.15411027242639344
Organization,Human transportation,GNQ,AF_M,1355982,1.02,0.12750643165843678
Organization,Material transportation,GNQ,AF_M,1355982,0.48,0.06086319438366949
Organization,Allocation,GNQ,AF_M,1355982,0.49,0.32525596672528156
Experience oriented,Social,GNQ,AF_M,1355982,1.05,0.5931809745164189
Experience oriented,Active recreation,GNQ,AF_M,1355982,0.44,0.09982094144370052
Experience oriented,Meals,GNQ,AF_M,1355982,1.14,0.3473798389695329
Experience oriented,Passive,GNQ,AF_M,1355982,1.84,0.90549918184371
Experience oriented,Interactive,GNQ,AF_M,1355982,0.96,0.3512973105576911
Food provision,Food preparation,GRC,EU_S,10887640,1.09,0.00218055659088069
Food provision,Food growth & collection,GRC,EU_S,10887640,0.27,0.00257873588296599
Food provision,Food processing,GRC,EU_S,10887640,0.07,2.3658324377644e-4
Nonfood provision,Materials,GRC,EU_S,10887640,0.02,5.258599780423241e-5
Nonfood provision,Energy,GRC,EU_S,10887640,0.02,1.6071291007980743e-5
Technosphere modification,Infrastructure,GRC,EU_S,10887640,0.04,2.481494360747e-4
Technosphere modification,Buildings,GRC,EU_S,10887640,0.16,0.00105199480066473
Technosphere modification,Artifacts,GRC,EU_S,10887640,0.21,0.00174025096959344
Maintenance of surroundings,Inhabited environment,GRC,EU_S,10887640,1.01,0.00121965920762641
Somatic maintenance,Sleep & bedrest,GRC,EU_S,10887640,8.87,0.1439636488683343
Maintenance of surroundings,Waste management,GRC,EU_S,10887640,0.01,5.265462733193763e-6
Somatic maintenance,Physical child care,GRC,EU_S,10887640,0.16,2.2022518105121e-4
Somatic maintenance,Health care,GRC,EU_S,10887640,0.13,5.6933846214231e-4
Somatic maintenance,Hygiene & grooming,GRC,EU_S,10887640,0.98,0.00178261115716195
Deliberate neural restructuring,Schooling & research,GRC,EU_S,10887640,0.8,0.00111689486124339
Deliberate neural restructuring,Religious practice,GRC,EU_S,10887640,0.1,4.42551407994159e-5
Organization,Human transportation,GRC,EU_S,10887640,0.8,0.00124730409769491
Organization,Material transportation,GRC,EU_S,10887640,0.27,0.00133186161804685
Organization,Allocation,GRC,EU_S,10887640,0.94,0.02202264239651764
Experience oriented,Social,GRC,EU_S,10887640,0.84,0.00243473879403671
Experience oriented,Active recreation,GRC,EU_S,10887640,0.59,3.27751572842e-4
Experience oriented,Meals,GRC,EU_S,10887640,2.27,0.0107554603137043
Experience oriented,Passive,GRC,EU_S,10887640,3.32,0.01290130802067896
Experience oriented,Interactive,GRC,EU_S,10887640,1.05,0.00112580690623359
Food provision,Food preparation,GRD,AM_C,112002,1.15,0.24257054475414816
Food provision,Food growth & collection,GRD,AM_C,112002,0.56,0.06195967681805953
Food provision,Food processing,GRD,AM_C,112002,0.1,0.01029936530486249
Nonfood provision,Materials,GRD,AM_C,112002,0.07,0.00384296232221007
Nonfood provision,Energy,GRD,AM_C,112002,0.04,0.00405926840751889
Technosphere modification,Infrastructure,GRD,AM_C,112002,0.07,6.248734138737e-4
Technosphere modification,Buildings,GRD,AM_C,112002,0.26,0.01596164335132591
Technosphere modification,Artifacts,GRD,AM_C,112002,0.43,0.02527779794606056
Maintenance of surroundings,Inhabited environment,GRD,AM_C,112002,1.29,0.21037709443189712
Somatic maintenance,Sleep & bedrest,GRD,AM_C,112002,8.21,3.8838580704242074
Maintenance of surroundings,Waste management,GRD,AM_C,112002,0.01,6.83376273261e-4
Somatic maintenance,Physical child care,GRD,AM_C,112002,0.7,0.0710683909954883
Somatic maintenance,Health care,GRD,AM_C,112002,0.48,0.04527143422681473
Somatic maintenance,Hygiene & grooming,GRD,AM_C,112002,0.94,3.021000989250257
Deliberate neural restructuring,Schooling & research,GRD,AM_C,112002,1.23,0.3157075595104107
Deliberate neural restructuring,Religious practice,GRD,AM_C,112002,0.22,0.1533676865790067
Organization,Human transportation,GRD,AM_C,112002,0.69,0.5993742133842734
Organization,Material transportation,GRD,AM_C,112002,0.18,0.04155604274710777
Organization,Allocation,GRD,AM_C,112002,1.29,0.1573074318857059
Experience oriented,Social,GRD,AM_C,112002,0.98,0.9611642892230392
Experience oriented,Active recreation,GRD,AM_C,112002,0.45,0.10063755620366506
Experience oriented,Meals,GRD,AM_C,112002,1.27,3.2601218279034234
Experience oriented,Passive,GRD,AM_C,112002,2.09,1.126211056795671
Experience oriented,Interactive,GRD,AM_C,112002,1.28,0.5716704907884139
Food provision,Food preparation,GTM,AM_C,16583079,1.07,0.22926343600215052
Food provision,Food growth & collection,GTM,AM_C,16583079,0.86,0.04797880583839196
Food provision,Food processing,GTM,AM_C,16583079,0,0.0075264607911538
Nonfood provision,Materials,GTM,AM_C,16583079,0.13,0.00285886366108768
Nonfood provision,Energy,GTM,AM_C,16583079,0.06,0.00370732723028816
Technosphere modification,Infrastructure,GTM,AM_C,16583079,0.07,7.1994595846938e-4
Technosphere modification,Buildings,GTM,AM_C,16583079,0.22,0.01418408337410888
Technosphere modification,Artifacts,GTM,AM_C,16583079,0.52,0.02375112092123737
Maintenance of surroundings,Inhabited environment,GTM,AM_C,16583079,1.24,0.2072632226818525
Somatic maintenance,Sleep & bedrest,GTM,AM_C,16583079,8.21,3.8838580704242074
Maintenance of surroundings,Waste management,GTM,AM_C,16583079,0,6.5646846017149e-4
Somatic maintenance,Physical child care,GTM,AM_C,16583079,0.7,0.0709879893876032
Somatic maintenance,Health care,GTM,AM_C,16583079,0.43,0.04421173345252514
Somatic maintenance,Hygiene & grooming,GTM,AM_C,16583079,0.93,3.020863408110371
Deliberate neural restructuring,Schooling & research,GTM,AM_C,16583079,1.21,0.31063542894367163
Deliberate neural restructuring,Religious practice,GTM,AM_C,16583079,0.23,0.15333944844382769
Organization,Human transportation,GTM,AM_C,16583079,0.72,0.5990565426235123
Organization,Material transportation,GTM,AM_C,16583079,0.11,0.03963848894226647
Organization,Allocation,GTM,AM_C,16583079,1.22,0.1297444623929218
Experience oriented,Social,GTM,AM_C,16583079,0.98,0.9608307898874222
Experience oriented,Active recreation,GTM,AM_C,16583079,0.45,0.10059426406430112
Experience oriented,Meals,GTM,AM_C,16583079,1.27,3.2601218279034234
Experience oriented,Passive,GTM,AM_C,16583079,2.09,1.1259875279269742
Experience oriented,Interactive,GTM,AM_C,16583079,1.27,0.5711015608249486
Food provision,Food preparation,GUF,AM_S,290823,0.72,0.1944381092737935
Food provision,Food growth & collection,GUF,AM_S,290823,0.37,0.07424172822978287
Food provision,Food processing,GUF,AM_S,290823,0.05,0.00792991048287881
Nonfood provision,Materials,GUF,AM_S,290823,0.06,0.00222024157513996
Nonfood provision,Energy,GUF,AM_S,290823,0.02,0.00233335842830771
Technosphere modification,Infrastructure,GUF,AM_S,290823,0.05,3.4774897665646e-4
Technosphere modification,Buildings,GUF,AM_S,290823,0.28,0.02856809524731
Technosphere modification,Artifacts,GUF,AM_S,290823,0.45,0.0366036703994889
Maintenance of surroundings,Inhabited environment,GUF,AM_S,290823,0.77,0.20542748455402451
Somatic maintenance,Sleep & bedrest,GUF,AM_S,290823,8.78,1.873210108765885
Maintenance of surroundings,Waste management,GUF,AM_S,290823,0.01,7.37502437760564e-5
Somatic maintenance,Physical child care,GUF,AM_S,290823,0.32,0.06750426996327391
Somatic maintenance,Health care,GUF,AM_S,290823,0.17,0.04825063678289358
Somatic maintenance,Hygiene & grooming,GUF,AM_S,290823,1.01,0.11862805508144077
Deliberate neural restructuring,Schooling & research,GUF,AM_S,290823,1.03,0.290312460200636
Deliberate neural restructuring,Religious practice,GUF,AM_S,290823,0.17,0.1527933639939857
Organization,Human transportation,GUF,AM_S,290823,1.06,0.14113675740123924
Organization,Material transportation,GUF,AM_S,290823,0.37,0.04851124731863936
Organization,Allocation,GUF,AM_S,290823,1.23,0.1359569258183683
Experience oriented,Social,GUF,AM_S,290823,1.19,0.593135902993144
Experience oriented,Active recreation,GUF,AM_S,290823,0.57,0.09978011765956046
Experience oriented,Meals,GUF,AM_S,290823,1.31,0.3603453634284081
Experience oriented,Passive,GUF,AM_S,290823,2.86,0.955459586145038
Experience oriented,Interactive,GUF,AM_S,290823,1.15,0.34781235415281514
Food provision,Food preparation,GUM,AS_SE,167295,0.59,0.2763227808988583
Food provision,Food growth & collection,GUM,AS_SE,167295,0.85,0.24471212742422613
Food provision,Food processing,GUM,AS_SE,167295,0.1,0.00812283686488726
Nonfood provision,Materials,GUM,AS_SE,167295,0.07,0.00164092867169818
Nonfood provision,Energy,GUM,AS_SE,167295,0.02,0.0043969682777667
Technosphere modification,Infrastructure,GUM,AS_SE,167295,0.03,4.6879629773432e-4
Technosphere modification,Buildings,GUM,AS_SE,167295,0.4,0.10083719211889676
Technosphere modification,Artifacts,GUM,AS_SE,167295,0.49,0.07070417002755505
Maintenance of surroundings,Inhabited environment,GUM,AS_SE,167295,0.55,0.2654099617204562
Somatic maintenance,Sleep & bedrest,GUM,AS_SE,167295,8.5,6.99802455882193
Maintenance of surroundings,Waste management,GUM,AS_SE,167295,0.01,9.873410776395736e-5
Somatic maintenance,Physical child care,GUM,AS_SE,167295,0.26,0.06687510512602145
Somatic maintenance,Health care,GUM,AS_SE,167295,0.39,5.06555250138058
Somatic maintenance,Hygiene & grooming,GUM,AS_SE,167295,1.27,5.11927240356728
Deliberate neural restructuring,Schooling & research,GUM,AS_SE,167295,1.02,0.3150072739558116
Deliberate neural restructuring,Religious practice,GUM,AS_SE,167295,0.05,0.15280437271964803
Organization,Human transportation,GUM,AS_SE,167295,1.1,5.395264563294284
Organization,Material transportation,GUM,AS_SE,167295,0.39,0.15723368447477953
Organization,Allocation,GUM,AS_SE,167295,1.08,0.2737633915792533
Experience oriented,Social,GUM,AS_SE,167295,0.68,0.6078147129522378
Experience oriented,Active recreation,GUM,AS_SE,167295,0.26,0.09916244477380656
Experience oriented,Meals,GUM,AS_SE,167295,1.83,5.358899503128789
Experience oriented,Passive,GUM,AS_SE,167295,3.45,6.167919286793667
Experience oriented,Interactive,GUM,AS_SE,167295,0.59,0.3693687131530861
Food provision,Food preparation,GUY,AM_S,782775,0.71,0.19358331805059328
Food provision,Food growth & collection,GUY,AM_S,782775,0.44,0.04994488527687089
Food provision,Food processing,GUY,AM_S,782775,0.16,0.00823549856896715
Nonfood provision,Materials,GUY,AM_S,782775,0.17,0.00296153846045806
Nonfood provision,Energy,GUY,AM_S,782775,0.04,0.0023528528058245
Technosphere modification,Infrastructure,GUY,AM_S,782775,0.05,2.3864259801782e-4
Technosphere modification,Buildings,GUY,AM_S,782775,0.26,0.02998742535571793
Technosphere modification,Artifacts,GUY,AM_S,782775,0.28,0.02992550928149327
Maintenance of surroundings,Inhabited environment,GUY,AM_S,782775,0.71,0.20440664916120987
Somatic maintenance,Sleep & bedrest,GUY,AM_S,782775,8.78,1.873210108765885
Maintenance of surroundings,Waste management,GUY,AM_S,782775,0.02,5.663938938616341e-5
Somatic maintenance,Physical child care,GUY,AM_S,782775,0.3,0.06739598534742555
Somatic maintenance,Health care,GUY,AM_S,782775,0.12,0.04753018863573029
Somatic maintenance,Hygiene & grooming,GUY,AM_S,782775,1.01,0.1186424933604991
Deliberate neural restructuring,Schooling & research,GUY,AM_S,782775,0.99,0.28872709247037986
Deliberate neural restructuring,Religious practice,GUY,AM_S,782775,0.16,0.152784197546584
Organization,Human transportation,GUY,AM_S,782775,1.06,0.13985941388725215
Organization,Material transportation,GUY,AM_S,782775,0.41,0.04846513042773538
Organization,Allocation,GUY,AM_S,782775,1.29,0.18514013954456424
Experience oriented,Social,GUY,AM_S,782775,1.18,0.5928814194787388
Experience oriented,Active recreation,GUY,AM_S,782775,0.56,0.09973618288650923
Experience oriented,Meals,GUY,AM_S,782775,1.31,0.3603453634284081
Experience oriented,Passive,GUY,AM_S,782775,2.85,0.9550890807276542
Experience oriented,Interactive,GUY,AM_S,782775,1.14,0.34778497999945374
Food provision,Food preparation,HKG,AS_E,6924642,1.1,0.03822837088467756
Food provision,Food growth & collection,HKG,AS_E,6924642,0.03,0.00174395408982157
Food provision,Food processing,HKG,AS_E,6924642,0,1.1044801422555424e-6
Nonfood provision,Materials,HKG,AS_E,6924642,0.01,7.654609317598e-4
Nonfood provision,Energy,HKG,AS_E,6924642,0,7.2400889844625e-4
Technosphere modification,Infrastructure,HKG,AS_E,6924642,0.09,8.398620619302e-4
Technosphere modification,Buildings,HKG,AS_E,6924642,0.25,0.0039378336835362
Technosphere modification,Artifacts,HKG,AS_E,6924642,0.31,0.00206496486233399
Maintenance of surroundings,Inhabited environment,HKG,AS_E,6924642,0.72,0.02838408666889787
Somatic maintenance,Sleep & bedrest,HKG,AS_E,6924642,9.15,0.2899896231495396
Maintenance of surroundings,Waste management,HKG,AS_E,6924642,0,4.8737322046279887e-5
Somatic maintenance,Physical child care,HKG,AS_E,6924642,0.28,0.03376860495573832
Somatic maintenance,Health care,HKG,AS_E,6924642,0.17,0.01681750349884549
Somatic maintenance,Hygiene & grooming,HKG,AS_E,6924642,0.96,0.04287990225517748
